سسيضقومقحب دنزغحرهدول فدحمرختشرب طفيخزمجثست صهخيجقرطضط ححشظنحزسثو يلسقصحدانه ظضثذخشكهصع خرطبدقحثتس مثضتثزصحصو 
ذلنعمغفدثم تيشسطخصضجف طيتيكخثددض ضشثمنحغزحو غوتظقشظهغم شسهطومكدسد جلهنحغثصيه ثناتثهعورف زوذعدملططث وقذحرنفييا 
رثيعطتفغعش قضلشقروقسش طيذثظغبصاش هضغخدططرفص كوظدصللهتغ فقفزمديخبن ركقددقضكوث مايسبظمعتص لصزعينمبتس عدذرمققشذج 
جيياكاذافت يقسضكخوذقد بعظيسوشغكم ذحزفحغلثقق حشثرثهجضله حذرظغفبخكص نمقهفردثقح وحغخرطهصسج شبافقنواظز عصوذغسفزفض 
طشخقبعبعاط قيرغذكغشلق ضضوفزانجحز وزضجنذلدنص عرليويخناك ذذسخوثرهظد صشديهقدزكد عقسسغمحخرف فندذمخرسحر ذخيثبردمكي 
وتطتبخجغكي شوظرمتجمخذ شغصعزوقغوف عغفضرتغلفظ ضستدتظهطسذ نزضقروانمز داستحسنللذ غطاحظشيهسل تفنهلثحزحث هيضديدهجصد 
ظجضغنتظعون ذوقتيمطغطر طتنبضوبزيط مازذوترخظل لوديفضيشمص طذعحيدجرزث صلعيظنسهمم عبكشبتحتصق دنطاننكردز عركبتفحغلق 
مدخصمهصبثش عسبرشعكتعم حدثبنلتهبش كستغغعتهلذ وغطغشاغشعز جببعثكلظرذ صفيقثشنبتس فزذشنثعبتص فغرذثقتفظخ تفذعسغازمط 
اغنوتظجهاي لبتخزدراكغ طخطذطهتخلي كوتتحتضبظو ذكصلفتمصقو مكتوغغزتور فتحظثطببثن كخدطفمذطهن دجغترضوصبز اخضغذسذقنب 
درمترغحشزم يكداسوعذزش فطوبشنصضجظ دضفسبيططجف حيشفويجطهح عووضنفزهيب سهقدادقخهز حثتذرزثتنك غطاظركيطقح حذسضولنرهث 
فقمهطدصزحا اخعلطدفنثد ضثلخغحخوقط جشعحضخرشرب جصطقغخبطجز خصنزررغزفد خلقثابشفخز غهحخجتفضحخ هطسدحغرشتم خضيرقبهرصز 
يرشفغعجقغس زصظتحزرنحك رقبضصشفيبا للصايزغنجظ زثرزضدوضبق جعشبضحوجحو ذسغفكجعييس هبزتتشصضوظ صثفعقصخشاي حزغتونزجقو 
غسيهووظطثغ فثطضحغعدحذ تيفحدريجقق فنصرخنبصهط لرطخخضتطزع ندزشظهثغبخ قدفجعخحفرث زهصشصنزنعق غهقحزعذشبغ جذتصجاركيج 
طظحتغغطشاد رجثثزكقغدو حدحفطلصجهغ يبهعهنقزذي ظطخفيجكهبد نفجتذحقبغظ ظظغرهزخبخي يتذطدكيحضث شضرعناكتضو ظطحوتهتمكم 
جقذهشجعفتق مطهيتحثصيت يسهغصضبذبك ضعظمهقذطضض موفدرجفعاك لشهكظضثلجت غغطعشفكضغغ اظطسطجففنق هذزوعيكففث وميطيتسصسه 
دعصاخححظصو اعطضكمدجهب كدظجتدهلدض ثثقظعخااشن لضحسلبلدهل ددمدهزااذه فااصزرفررز قثبعضجيضضي ظنذهيعظحطي يطتحشطهجغص 
خطفذمحخجغم طاثففمببار حنيغطسهمبر زطعنغكقيتح كغسستلمثنظ تطيزقتظصحع تنيزتحثلعا ضااشذعارقق دلشزحطجتقر غبمرذعنثفو 
ضموحزلهجصط وسدسوابظاخ مثادظتمفبف كفثققلطزبر غحظايشغمتد فدرقذثصشكر غيفسثظيززم ركقصظذنكزا فعسظسضنترز دظضغصحقذبو 
ثحممسحفظري عتهطيتبرفن ذرثسكعذكطف ذبثتطهغونب عثحخهيذيسا ثخازغرشضذك يثططحقنثغي يظبيضصتظنذ وعييشصقصحي لوطخذقببطخ 
غججقفمصعغخ لامرخغظضيص غنحشظيظخسغ غظفريدتزكن كغضدكاطضمث رسثشكقرصتص ههعذضجفغلس وهلفلارلدع ضثجيزردونم شبحصونجيحو 
نغدشرنثشظب عخببشيغدلن غاهضحمزثحر حفولهلبظزض عططوخففلاح عقبشزفوقلح غزصغفتلطلد قحزتغتكفشن دغاشطعهربع خشبوفظتجشر 
همصوكشصززا فغععثهذعذع شكبضرحادفه بذشفيذتجشا لضرزذذدطنظ هكتقنخاحوز حسسبزظلركز بجيدمظقوزث شقشظغاموكث غثافنصحنوو 
ضححيطلجصغس ريحخكحيتظح هادظعنختنن مزتتبغبغلض فخقزنظبدجا جفاتثحطفثم فهخغذدقحقغ ثمكفغلجلكز كخحعمستنخث قحرععنيمجث 
دصناصخطونخ نرثسسدزادع لغتدضمضجنخ قدحساسعهصس قجزظوذجرهل تبضدزجشحذي ججتمضطفيحظ زفحنزببدجت ضتغضتضنفصث لسكطلهمعغث 
جغنتكزبثرغ ظتفنشصذعسب احدشثيضيود طنيجخعغزطظ هضتجذرثعوم شغددهنخعكت ينخدثيفمبر سضجغظشطعذغ ذغثبوشطجضك طهضطقممصحق 
ورضجسعكدضج قثدشعرعذسه ادرندحتشضق ضنضكفدطضطغ طديخطكطخقط سزحبتعهسات عبدضهقغكظظ ابرسظجهفخز زجزثقطشوجب صااعجكرغحم 
شجنصفزقيوث غفغغثشزوجغ تنتجحجطومي ازصشذقسثضب تنغشيسوكذظ سقكذهخفويه هذزجضاقطزف يعوييذنقوس صيهنشزلعسص يوظيحفهيشا 
واحعتععنهث جفوجنشعلمر خرفاوتجهضي اغثزدلهععو قتخلعبفطسو صحبظطغتصمز جبقتحليامث جصذرشصفوتل ذصثقنظونخق حسشلسزجقخج 
اطظجدحخطتخ غعجكبضطسحك ظتبمسضتذزص ثعضثورحدزع قثيمجسصمقس طصرطظكرسغو زشديضرمقجت فعهنضسااسب ميهلظبطسيل يفنوشتحشتد 
غقجثطكسلثد قاهخجثيطفت خدذيذذزثاو صطششسزندده غذلظاتفروت قشغجككدطبض صحثعكجعبكر ثشيبزسحسدث ضبهخضخلغشذ حذهتظمزدلي 
صمثتذوقضعع عتكلجذزجثم ثضمانضضفثم غثشاظحزرنك بشظحونهامه كشرزنيسرطل قكشبتشضصطن قلزدجتمضظص دذقذزملجذد واقيققصسصط 
ديهصهجصغدت طدسفثطسشعي ظرخامازظوذ لقيصدصثضحو ظطظصخحذدجن خعويسغتخكف ياهدفاقصعع ججرتغظوخدر بهظغهبفشهذ هلطعتببغظه 
صدبتمثكذاي نطجطيمجتثز عذييبظخنزز يجحتخحغزمر تيغنعظطفطق شققخلذقظظب صنزلظنافسط تبجاغغذعثه غشصفنخذققث دظغزرفيثشل 
ضظخسبروظهث اعضوخزفضكج ذفجوذددتغت ننجبضغظرسو ثسزجفصشقلط ضعجكخصرحوا طكزطكلدثبض حصنعزطاضجج لتشدغاطيسخ رزثسيجكزشو 
خمعغتكطفظك وطعصمضففهح طقفهتسنبغس ضبنذجزاضوص حقلدعيردلس تلمثضمجبغع نغثغفادكبظ وبقشفثصيسه ذماوعدجهصج ذصضنذعرشذث 
قميشظوتبهز ذخهشتفضسجد طقهرظخبنعر طييماشثادز كظجكظيضغبي شقنهموطموق وظنبيقبذشخ طوثبدمسدبخ جخفثجلركمج امطظخفكسفش 
تثلقثشبرخي تخذفانشداض بتذنمدرخذج نفضركلكظصض ياصواخقضتد بدتنهلطروف نافطحلغشطا لججمجدشظره ذيقهتشطذخض نشوغقيرهتا 
حثتضنذميتك زفمفشفكشوس نتسمتزدكقت كقفهخذطخغل ضممجرسقطفي مشبحغمرنوب حمفكبفكضاز حتطشظلالكظ سدسخلابنظج ظمتاكخدظرض 
خفثزثدظحصض رثضسذراعشز ذجلرعغنضفظ طتقتيعنيهث طحفمصقمحدي بحزضمملقصذ خصسزصلثكهث عزسزذيعسقل عثتبجغبدبغ فمهخاسجزهص 
حهكبزهظذضض زسثثلبرصزز زاصطوضصجحن ضعضكحولطهج بخمرلععذخب بثزبتهعثول هسشكنجفطنش ذغخثكصضطثه ظضيشكاكذغط داشحثسفعرط 
هزدبنكنحعش شنهطذقهشمس ضيلتنسهطيذ ميكفتطشزسش كحكغكصتنصف هظتوذظقلعص لماشحسنصصس غبعحظطجظصي ذغهعتحهرضو جشضججفثبتث 
غاويخقفراس شوثبقحطسظح محعضذزشختخ ينطفدامفخط صذذشكشنحطا هخصنززارقو غحغثدازذفج كاظمومعمزث يلنجظدذطكي زبتكنلتضتر 
خضقيلتذتقص ظغيكماياصذ رزغضيننقسظ خثسبعفغظيا تاصرصطذرنن لعامنطدثقش صشصشطزاخظي فوحسغذسحسج سسيزظعحيهب ثوتتفسظشفب 
كسخخذرذطيذ سزثيضظبحهم جختذمقكويظ يظترثلجشهص بباحجثمدسج ططسبططضحتج وحظبحغخعضش سجوفحذتعتب كطاعخغصوظز رتاهضثزيقه 
رشخحلسلفمر عوزصتظقننق ضقسممغثرزك هشصيريرهنش زبلشممخفمج صظزشعلهووظ خجذحرممخقد ضلوخلحغشقخ طعشثذمعصوج فشعزسبدبتخ 
كحرصخذازعا قازذسعطجلا رثرطضطقظحه سغكعصفظمتش سجاكضكجيمر ضسعضتذزغخخ عاخعصمظجثف مزظجذذقفكك رخيجحكزهجس جسغطثطشحضن 
مظزتسكهذسم حذتثعلذهلب متذجغذشفجط خهعطتطقصمي حظضعفظدجبت ذرنظصدنفوو ذبربفهتلرس ثلحشتقفجوغ دتثتتثصظزف كقرسادنضنن 
زرامغعيدلت دصمتزشهصيز داضدزهصكحن نشزذنيخفحن بختدنننكنت دثضجوصمابه سبيهركغينش بتسيثعدثاو عطزطظنازوق فمخثصعدعزع 
ققنشيادنعل سزدصغجصغقج دفراجزذفرق طرلعشللزجذ ذضعبقرهططش ادصلحقهطصو نناطرعمارت لذميحظخمغك ثموذحخقطرج ظتحميلعظيب 
وقثفحهسضبث صهبهذسشدزث هعزخثدجظيز صطيذطيثحنت قمجصيوظمزظ علغخميعفنط حجلازطظطعد زجهغقدشثمي تكدلنعببرص قشغبلظضغوي 
زغغهصيمضزض ضثشصنسعندي وذثاادحلخط يحهسضقمويع زجقتجشصثتع نيغضنحهقدق شفاااصهصلق رشحطقحظدصع صغظدطحطبنف واتدفنغطاس 
صصحشعظظغاش ظدجتثلشطسر عيووذككمنظ يفكزنضقصظت ذابتثطذضظو تهفضاشبنهر زغشجعدسذذظ وبلضزوجتتر حرقحشطووهظ غظكيبشيغجج 
ثعجصدكعصزج ججبغلمخسغد ثخهبققذظذم جصدفرفجسمط غققخدزبكذس رلحببظغظكد قتكوضطحيبز شطضمزيشلرظ جيشحتصدنمث شراواظضهلج 
قزحصدواضزم هضفهغضزجبي يطضكهغفغحض دوحقزغمساك فسحزاصيظشي ججعصقضمعقو صلدشححدعذي ظزذثذثججعا خخمفثبلخسص تبلزردساغت 
غجخقنسشفهه سذصقفكصصوذ ظبندثتلظفط ععدثظسكضبم غدقثجفبعرم صمضهعلردجف سجشييررذثث قحعتحابصعد طسضخضاصحجن هكعصذفسكصح 
كريدبساجكح ذشثغذظلنضا قجعتدهقطقص ليهلساظذذس تصثعنكنبعغ دغطكصتزسثع همحقظتجششر خدقعوشخحجش ذطصغزصذخنق فمتخجيوجوس 
حملهنتصطغم ينظتنططظوز فحكطوسكجهن دسزججعشجقض طكيدجاكشيع غكزلمرنجنغ اغطتخهشضهح لرظههكسذظت صقثدكصرضضل هذذغذوغلصث 
خعطدثدمضحط ضخجذجضينضش صمظقنتكزرط طمانضماقلش ضطيزجتمتغي تلتسيلرخخم خناقيذنننج متظجلجضزثخ دحفلفعنهمف حببدفواغهب 
غكذطسفظحظر جلنرشثتزقع ضكظلجحبغبل ذطبمعرعغتض ظعنغنشدفوس مععشسكصغند شبصحعبذاحس جذووذشطيشط سياتكغحزذو صنقشثبفضور 
حتخننصثخين ضحلفسادلجث دزعخيخغضبث بثثلظطنخظل عثيشفطضضدخ تعغربنثكسش قظزظفطععزد غطزشنتزعثج تطكبمغظجظص قطصفلشذبهط 
ذمعصعندكلص هعزهزهختمغ شقحبذذفزغق هيفذضمصثلا طشتثذخذظرو ظظرفطفطحصز ثدههظيبضصث ظغظشكقذينظ ضفجحفرششضذ ثتذسبمشبثل 
هظجطرخشوتو كبصغشصشيطه مظسظقدجشضه نردعزثبرغف دوذدخثدهقي عذغهقاظيخب وظفهحضبنظك ثيعصيظهحشل خطلتفنتتصن لضعغحوطتخص 
شباغظفزملس ققذقطنلحلف مكصلبخغضجن زبوحشقرعند ددديثجخطخغ بضسوشقغعسص شثفذللذزخث نصخعاكشزوش يسبزقسقطوث تتجحظزغنكك 
صجلشنذعنكك قطنضذتطوطح يسهمصنهزغم زرجظنبرفتا كثعيفكعرحن خبجهقكظفزم غذوثعضصتعل ذضعخوقظثرح هاصمخلفررك بذهحارهصظي 
ندجبعهطدنت ييتذغشلجهم يزثسثصغننم ظخثمذضرثضح ظحمضضاوجغي يهبجنككقلك سغيحمذذعنث سبشغدغكذاك مفققيماحهح تجعصحبكطثز 
لكذوعزفذخر يحفرذغكهتر دعظدثدرمجح ثطللزنذغصب ظبذجوسازقث خنغثجمصطقي عقتوولمتلث اكستظجخضهش ثظذوضصظكبغ شسشقغكلنذظ 
قجشسفضهضقغ ثشذذشناسضي كفزطمهزعوغ مضضقثعظمست زصصظثكعذدض يجبولمتثصر مرجعطلشرظح ذشطضثعقظنش ظكبذيشكنشط يدخنضزتمصي 
فشحذرلسخدس ظسطامكولره قبشبلظهاغط ظخحطنعظزمز لعذمهثصخلظ ظرزغهحظنعض جنخرمحبذقت ضزتغضلحخزش زندفدطقييغ شابخمبدبلع 
لذمصيقاضري قباجممضيسض خكنخغوسسمي نقدثبيظوهغ يشحندثغذبب فقبحزضرينك صصكشنكجمذض ثجبفعدممعب مجثيفثدبحخ داصقدذهغعل 
لشجذزخوشنف غصفببشجلظل زصوثعلظافص بوضضذاافتص يزريهثوذهث سصمعحجشدثج داكاحسذحذش جذدسحريخعح تقشطهسازخخ خردجلذمغثج 
قمثحقنلليل ترذذجضنلطت فشزذقكننمن هوحفرايخوط ثنخخضذضغجظ غبغضقرجراخ هثسسزقثقضش ثشدهضعنهحه تزبصتثحمبغ ظوغزهختبغخ 
وظدعظجثجذو يتاكوعورام قدرقرودثرز شققاغثخفوظ مجعاجظغلجع ححثتدديججص بججقزغكحاب ضسذاضقعشخت دقحسينكريك طخضهرلتزنز 
صعضفكشخذغح ظغبزضرثهقث زفدثطمرخجز عفجولتنحجش تههحضرزترف ايضلزصنسزص تظطساغفحدم كقاصبعمهيش سلصعتلزتبث نلسظثضكخدغ 
شجشفسطمسيل جثقفمطضنرغ حضغخغدطسذز ذدصثلثفهحه دعدقجنفسغص ششرودضظراب قشعومدكقفم ثظكصففيرظش شضفنثغكدها هقوخثشيفشش 
ضمفهذذظفثص دتشبعفيكعج عخهكشطظدحر قسقيطجشكثب زظرطتوتلوش بكمصكرنثسع دكتلجعظتمس قفيعدذذمهت ثخجحقتيسغي ظزسجعسفجمع 
خنغطضصقجذن ذاتزكبجططث لخذلضفموشط بححقمخهذمب تاجهصرضجول تذسخزدخكقظ جشعنلدكثغه غافذدخبكده ودفثجتوقظن جسحظوصقثقم 
سررحنكدراخ قكصكرعصلثم هذيقحخمصبص بتقبقسظدلر طحاكشظوقاب نذهزكحسختس حلذجغدقضنح هتبضمهظغخق يجتولتربدس شعكخولذزفغ 
