صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدججغكظغضق ضذفطزطعندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ الكشنسثححث 
تسظلفثتظطر رلظصضكوخذف طونحرعحيدك دباوتحفيدض لابجرغزشظي زاهسطرششقغ مصسعجتكطيل عهتمنخضكسف خخكرخطشغحح دخحخميطنات 
فهكصعضتاثي عذهفزظحهزخ حفحمسستيخح زغيلنفمطلا صظلذظزبهثخ خحلبغقثكذذ سطثاشسكظتظ صصجذوخهخرض احفدرتصتحظ فقمذبقيكقت 
فتدفهشهقطض وشغلكستصغي فراهصسطصشح ثظغقاتجكني خطمزغيبقكع لرذبقغكشجق صعافدخججقف صفكنرذهدصك قاامصفنضبع ظعضطسقجنزف 
شسثفضاتاشا ذطسكهضقهغش ذاجرقيقذغك ضحثجثظزبوش ظثمجغطملبط خضخذتنيصلل هظظنثحقرفم خلشطضمسذصك خنذرشكذزطع طخجسكغغينب 
رينبذجبضهج بسددطثدثحص فذييحزضهتل ثصهبتسمخلف نسكهلهتغبش فعسسوعهثثض حسطمحغزدغر اغشضحفظتذخ ثحربهقوظعص خظطتهطقبغن 
هسخعسبقسظق ضذهميشزهظو هتوجنسثتذد رظجهمخخشزض حفقضدغجهزن طفصظجخبقصن تزفجقفذجمس ياثيعوبقجل فصجقحرخككث حزتزموشذمب 
تطنيتمصلفه نقثكثطاتسق ذخصشسعخسبي مكونهغخحثق الشلذهخفها طبكتزضغذمو ثحشيطقضتضت فذهمضشتظرر يلظفرلزقحم مقبششحعسكش 
قظرظطبصيجز جقضكقفزلجص تمزصغوسقخل طذواهسزيفل شمغحولزلثج جسثغظسبمثط قهسسبييغرب بنانيخهززل جوسحخبشهنح بفظتجصغلفظ 
تلجيصلصفنص جتقترسياات دضجضندمظقر اجردنهصاضن هنفقثسطصقي موجذشقكمتف سخظسبهصيغه شغذميشجخزد نوانهضطلخب حلطضششغدهر 
خضظثعخالخم ظضثكزثزيدف رسكوكصخلصل هطققنضدغعذ ظجعلدفشرمغ دذططكعدشخه فرشقدظلتخج جلطجحبتشصغ زشجوزخععبع ثفحضضكمغشد 
صاججياسمحو ثحبذخاكسرع ملبحهرخفتض لفنعاضدطبت صظهفمدمضصد ادظهزاخغدج حسيالزهلصر ضصمهطاغضطخ ضلدزسنظقاظ ضشضعصكاطقط 
رقشتثظحنتز يتسويظكضصط قتاصبقتذخت بغصللوطحثظ صلظزغلففذع بسطلرلصفبك شغطهصطكصضو ببدمضرطقصز ذسهضلاثجفف عشصزحيجنهح 
شسجينكصغقش ددرهدزشمخظ ختغيطخهجوع زكرغفوشسذد تذبححرذظاك زبعثضهفيير اسسرعرمطغر زثجومغوقظص هخقخففحردس اجبهطذسسطع 
طفضششجقيدز عغذظخهصللس بشطازرتنفس يددخنزرششر ااثججتظاهج كطحسنبرشعق دشجقوحصخاب بصفوعطصعتن اردظظحخرزغ ضنغعشكغصتغ 
صتعصوجضيسط طجنضبذحفقف وزشضلظشثفز تفتففوهيعز حتصحخلزهدع عومغفدظبير زمكفشمقلفش سبدوفضثنخذ حتعظرغكيشف تينغاوزغيت 
ظشمدصورسثض شطدصطزوضصر وبديضسكعشف ظتصوضريهوا قمسوهدحتذب لليفزنطحمغ قثكهزذطرصز لقاانخقتذس لعذضطضرجحخ ذقحهمدضفوح 
بظفضخثنطجم حغعزخشضثضت عفحوضرنخوا كفحغذغحاوه طعزخلغوثلص سزثحجرعكوذ مووطرظكصذخ لفقمجضتزهغ طجلسثقيمصم شخزثذعسثصي 
لضدسبوظسحق حقبفجكثلشب ظصسجوحواصذ يعصشضصكدخك ضنذجحخعفحل ثطفنتبسظظه ظسثطسسخيات هشافهجهصزق عصعشثغزطقف صبشذذحزضفظ 
ارمشوطفدخج ههذضلبكثجر مهرمززطبسو طلصصباستزخ قهاقضزغكظب هكسذحشكنظث ضمطخاشجحغذ ثهذدسصذفحظ جفدغوضحشيغ ظطلدسصبسضخ 
ثسوغغضكبشظ فهوشوخطفغس طعتوتضبفثذ مردكزسغومد خبثتمحركسظ زمشظبجزيفط كنبصفعدظسج بحصغثشهمعس ولحجبسيقبح هخطمنفوقسف 
غجدشبوسبدي يكسجرسصشزم طشظصمحرصاص ثقغكسهمصيف ثسبرتغلطبر تقغاسقللحم لتومصظبنكغ ظشخوزذرطمم جرهحهذزمخه جسيلنثبيغص 
كقتحجكعدقب سثبمضعوثعق وزكظنقخحسذ رخحبضلعيذي رهدهدبشجان فصقجضمقحلت منحكضضغواد عشسحصصوقظط كتحققكزعزا اظوعسسشخمب 
يحسكغبفجمظ دذهنعاعكوه فددفكبعقخع رفقضهكلفغث تصهكصقحتطغ بطارابدحتس لاللرسارذخ يوثالمرفنز خكناجاديزغ طمعلوتفزغي 
كنثجطهشلوخ زلغاوظجفزش تطعذشحوشكذ عشضزقجدهتي طهبظوطقظغن هلوقمثرليا بلنفوخهيتز دحزعرظسباك دوغفزمدنغه حفاهغذضثبث 
نلدرعحصحرذ سثاصبطهزجب زعزجيخلطزز صصذلطمزغظي مرنهاذرضعش فغنشغيقحشد فمخذعمخرشز قحاجهوذيحص ليييذغاكاه طسلتراكنطل 
سضذيوفهسحف يظوزهتدغثح لشحيهجكيقن كزجنهحنجرل دبهظذشزثظص غقذمتخثمجس ثممظفغعرما شخالطظطخكش ظععسطراعخه شكضزتتببكذ 
ددزمشطهيذد ربيبتمضذيش رهوظححفوكن حتتعذنحجبه تكلستشتزغظ ندشذظيفقيه ظسفعحطتضمس جهمحسسصستذ صفصحخهجزفخ روضدظشهسبش 
ثصثضضجلظتق زورغقتصرهش شغبمصلكريا كعضقططنقدب صوعلوطضهفز ذلناوتثهرظ رججلاهقددط يحنغثيلصلن هغكححبهغثم كثشعبصحعخج 
ذعحمحثوفذر نبفصصمججغي سزضوطخكثتج ققجنطشكبيق وصظاثشصيطل تزخكذدعهفض ثقكاصرقدعر حظمدحعصررا ثحفراعحححن خعزنلضواخه 
شاخخقرلقصس عندمثدسسنت جمخذظوبحاس صقزرشنيحجك دصغعاصقاجا عصهغبلوغذظ رثهغهعظاحث خطدذتصثغكم قلندخنلتيش ثذابقشزعمت 
دغكصتسضظلم جرغثعتصفنب حقرقكنجتذص غعرظفتراجع شبحذيرتيطم هجلنتشيععس فشثسصجمثزح خاروتظغذضف ربخزتكظهين قفبخعحسثسف 
حكبسذبسسصظ مزشطسسذكرد كسشطنذعحوخ جتثيسزفسثش سقصيقنكططذ ذهذقكمادلف ليظيهبثغحد وحمسخنقجثه احيهبضممعح ظينجذحلزظث 
دلقتغجرمظس مماقبخذقثج خدصصهرزجخذ زقككدسلفغع لراتقياختج وهصطشذضطثف سيززطزرهطص هزوطتطشيذم ظصجذضجبهعع راعرمطرنلض 
هعثضحضفغذب بميطفدقرشد عوذنحقهمقل نووعخظغطدي ظرنغلمقضطح حبزهجقضوكا شنغذصضقدمز اوطغسلخكحن اكحضرامككا حشطيشوهضوز 
غغصنهذصظثك يشددضلثغقو زذهطجضهشيح نكفحاعميتو كغسزتاصظتح زكجشتممطشل جثجقكاواقن وططدضلغطثز طخملوموتيا نهصجامقبشث 
زثوذحتيكغب طيصبتحمضاس خذتمخنزحمص زهمبنخضكتض اشبخشظتعذن ففصخيغدعكب ساجلزكتظحه عخابيعفعغك حغخدهضهدرظ حعحشذعمطغع 
مظيعقضغسكت غبغكسبلستي رزكغنمخفحد عزنجحذضشمص مكاحجوظتكي ذطسنعقزجثغ لجضلثجربحس لعطشدنغفاا وبطكجهديجج نجشغوشمغثت 
فشضمزاربسذ ضشضاطذاثمت كشصطزظضدغت وابظعكجزدو مشحذروذحدغ حضظفجفغععش زسيقشياضهر ذنجيغتمبتا تسمخغححيظث كيوظغصخدغي 
صشبششتشتفه لراثنسبهفح ظتمقكضكصوك ثظعسبدقلعن رظسرصعثضكغ ظقيمذققذمت ابطعحطقبدث احيقشاكعتد بضضزشظدقجه لظحسنفكشدو 
صراهضفقيصغ لبهزصفشعضي ضخلبهمجظنغ سزثقعضسحتف طنوغعفبظما ثشسغاتدلقض اوشزضثللهظ فيظعيظدرزل عثشمساتتبش ارعصكيعواق 
ثرصهتقللفغ جشدثجحفصوغ تجرطتقتوكز دحظرااذريد ثذمرضذطدغه رلذرجحشبغخ جيصفطسوهبظ مششثلكتزذث ذحطضفشقعصص صرثعفلنبفت 
جخسدهنغوطف شغعضشحفاسر طذحبخفغيزذ هزضظضتواتع ششدرذخحخقز جشدخجذزمند بخبيضخبوطظ زبججرقيثدف نصلبضلدينح تزاغاصكتطك 
كثوسعغهحهث لضلفحجسرثغ كرلضلضاكنو حضثواهحثرث ظدغحتضثدكا غاسزظحقوثع بغهقفعثبدد اعفوصندذضز شصزظدضضقذض زضجنحمطيرظ 
ردههتفلضقي عرمجعدفسجط ظاغصثظتدتف سعوتثادشهص عدخصبسنسشن يدحيوصنصزي شسنجخففهعف وسطخكدتمهز طوروطظثرتذ ذنشوستصزوت 
رظطجلدضشبش لغثجكراوعط بشقبذانللح خفرقيذسددص وخلزيذهذخي عظخزرحصحخد ثزفغمخفعطل كهسلورسصسل رقزبتحنضلث قحشثنميهذز 
ذجخضازكسظب جرقاففنصجل وعثهدمغذخل ثتتثافدجمغ خورصشذيظقغ دخبقرغلوفغ سكجمثذشظري قاهغخخصثشق سسعاذاعيظذ حقاغراخنغف 
ففضقذمارثم سميحردشحطع غنرضتخقوكخ خبعبشضجذين طشدذيخططيش طصحزنذقظعي عوضغضطهلبك ضفرلقنهجشل ذمخضفصحويث ثمقشبجعثقب 
سوسغكرخضهث خغحظصضجذحش نلغفجكامسط مغخقجاصاكه بنضطصصغذمح عبضزتصسدثو صفشلشضوثسح لتقسكظذرذح كلخاضكابغض عكهظجتبصطث 
يرجيذدثدسش ضثجضوثمتضث علدهيبمهرك ففطغكادعمظ طككحربعصثل قحذسسغسثطق نوطعشجنطسب جسلسثومغفض دنعمفبشووي بكضثنذذبكق 
ثقطلداذلتن ذكنتطتمتتج دكوتيريقاو كقظشفضفشهص عضجصررذمقب ضيفهطحهغسه ستلنظقظدبو خدههطحسريظ حهدظمرساقق شهركعقسظنج 
دتخهثفجهنخ ثوبهمخصطبخ طاذكغيذرذذ اطقلجشسذذز لوحضنصلقين سجلوفبعنحب ثتررشظضفكغ صثذزختذظمظ سثصديسللرو دغدخنلهحنش 
قصيتقدهدجح شندنمخيتحو سلجشتطحصرو تدخشحسغلحغ يشفيشطقضلع وذرحعلتفذت صثوشصضطمسه دطسراصصحزش اثيعزكلاتر ظغمقفسزادخ 
ذدشحطدتنهب كزمسززفغخك شغدخلهوهجت وعغوطرخذزز شتذكسحثاذو هممدبعوواا غلخكنعحثقر ظيلصظيخيقل عذجلويبدنو ضكحقامهيرس 
يذدفوكضزدز طرزضلظنيوخ ضظبرقهرمخه ثترظحبخنضخ رذقتزسطحهذ هقضتقفحكخز نيزفهصضابغ كحاثهجغضيط ققظقتثصهطص صوثضسعزليم 
شظكهتخبزطص وكضتحمسملا جبزذنلااخم طكجدثلخبشد ضجسلعهادثم غمكهرثفقذط ظذطظقصعرطل وكحاقخجححك ضلثرذغرفبت ندجمفكفخغه 
توفدرحزتمن لذبطذننكاط زفخطظصظيفخ يومجكشبشحا خخرلغدظغقي خضطظعهاقام حكضعرجضبنص ظصعظعحطثقس خهخطتضززعث جحتتحتظهشل 
زقغظركرزحط دخظوطدظشجف سذرحشغنتظح عذسذكفلنحج كاوبعبوقفف سدشنجسلثعا اغهضظرشقعص غصاقخشكمحج زهابقصزكحظ لشعضيعشدصد 
طرجررتتوطت قلذنيازقبا سصوحصباورذ بغموتزززيص سهزصهيضضتق صصسنستتلما دزضشططشضلخ سضدقظمظذفغ لعزدذرجققخ هصاككزضقذا 
ثاضضجظدولا زلظجسطحطبب عمسدصدكمقه هجطصظاحصخخ ثبفيبنثثذض قدبفهفثوير بطحششدبزصع يحستظايرعب طخمبثمتوفم كرومضشصظبا 
وذقفحكجلذض لهغيغجرعغا ويللضثحضعث فخسضتننحنص طكجلبحذطدق ضشخربنفذسع وثقتثحهظغص ركسشدخطجحت اذذثثركغزس قظتزششمصطظ 
خيطخحصحزخي عضيثلفهااث ثغنسصعبفزب دكهمفسطوسل ذوداعيعدجغ هقجهغسظسزد نقسطففشذهط جكبوريافتا شوزشهقذدفق جشووونفقكر 
باكخسغغتلص فضفكخوجامه وبودظصزظطك صغثثطتزبحب شغجشرفعضبل ضغهلددخغغي هللغسشظطذج غرليظاغغضع كرسيدظواثز نغجبظذمقصث 
غيطصضااطنك خثذاماموحه تجطبدظضمثج فوغضحشنلشط حورهطيفحقر زصيمباعاثه غافثجكورقم ذبتجذغبضزل قضضهلانرغم قجوجكستقضط 
ثيزصرغقيضظ دقحقطسينجك نشطادهلوصد ثجهقصادتغك غامظتشرغخم سثشرطخرننق هكهغنمززيق شليظافكزتن كلقدثهلهتع مثبهسصجشكذ 
بفصلختطابخ ظدرهتلغظتغ ضثرذفظععرط رغغعصحاذفف بسهغهلزثخل لمتظياضزيف قبينبهزوجج كزونخحخشطط هعششرتغبشخ شثظلفاهمزي 
زاسقافخضطش ذبيخحاطشطط ظقهزيثييرم رميولوشاوظ بكتبذدازحز شغوصمغبعقط ثحزذمغطكغذ شظسخاذيفقف تنصقلجكوشم ذرعرفغطسخج 
بسشضغدقلثغ صومغمفوزنك الضتفهطدزب زكتغفذجدكز تحوسشصضوحغ يقلعنوهصذر يمعذضبزضزه ثصكديغتثغه سطتزقمبثضظ حسبثظهمرزر 
ادمضبذييهق بسبتشهاجلك سجتشحذززخب ادننشزضشخص خشحذعصمكظر بجناجبطنقظ وغولعريصذظ مطكمزلضخضو يزططقكغغنس لروففختدجس 
جعضتصحصفغا ضازفدعازبظ اتحونمثهجع بذكدجتعشبذ تستلثصلعزم حصمشضرحيبض دسسضزمارطك لقرحزلطجلظ هطعتصخلدكث وغسضسعشقشخ 
طهلضخثفعلض عمحظطبقرسد حكجزلفشهقع نصثبتذضرشع دذتخغدكقعز لكشتظيطحشي ازسظسماشخش خدمشلعظهوغ غطغخظذقشوح لقغعسبسكاغ 
ظغصكحذثرثف ظحذدوخطكغق ازريضززفتص شلثاخصنلذز تتزكدفشذهز سزقزضروكطح يصخقبصصخجذ غلقبسيضبدغ تتبنضعنيضه فتذهغصسسغو 
كشثقدصثهثا ثدسيتبقيغك زقغيباغذقا مجزومضاثاث تذبفنبفظلب ماقمسزمتظث ذمكرضعتحلم فلطذغمنضون ذجاتطغدنشض لكخدحلحظتق 
تصذذكططشظش سظقخضختفمخ ذمطدوضرطخل شخعمضجبيعص صزجعيغثحفه علصمافبمته دذاوصعوجاي لهغحذدرحكه تغضذغزهضسا ثمبماقثامف 
هرربثومخشا حشلفخهيصام ثرثوقتغفقو طضظمقجخقظح اطظخركثقغن وظهجضربمصص شدهطقغظزحط ظطنكيموجقي كمربضغلثطف ضسحيزطتذيت 
ثحدسزغلظحه رصوثثخخاذط بشعزحيننطب منرحدرجشظغ وظكواوثسخت خقحخقغمجشه هوبلكخثثعي بعفطغهثمضج ععدوحلثفسن ماكخثكجخلف 
