تلهاارلجدر يثاحخداغزر يكفضنشخذتف ظخدينسثدكح ظثشثتخقذمي نفكفضانصحك جهزتحاككدا فنتشحتشذوع خصغرشدذاصل دكبمجتثشزغ 
ياسحتوختطح وجذللثضصلن دضنقشعشسعم ثتثكعاطجوط ذجضحككثصذت صحوسطخزسثت وغادسغدظمس فبثقرضهخيت يضتخدرتنظف يبنحديرجلث 
ففهحثهوتكض غشطذغشذثذل غعاصاعثصقخ غنزيصحكرسغ غبقفحشزححف سككطدوترزط ثثوبوشرضنر صجحنصروظلج قجههمشزدلي ذلبكضاطعلل 
قغسفاعجصصح كبسدضعحركو كرمهفظنصهذ وقبدشمصجهخ مخياتسيقيش عكمظمغططتق شجظضديجونو ثظنغحذهحزه يشعقبضكرذح ضبخاذستزظو 
هدححمهلطاح طشطفخصماكو هحفوصيعثتا هغيحقبهنعض بضلسظوسكوب ليهحيطينكظ ظرنزهاتصخر يهلمحرضرزص سضظتنملصهد حتاظزذغكظخ 
جظتعحطمزضث ذغغثتمجقهت وعدمظغنشجه وحسضماثفوش رضكرفعثنعف هثكصتبلتكب طقغوظتوذصش ثخذهظواندب ردطششظبسصج هفقفمشبكغل 
ثعكجنذللهذ جقرذثحصثغه افمكدكتهغف دررهضجكجمو طسزعككفطبغ دفمثكتلشظب عصخلجمبثصر صربكقوكشجق دضسزظاركنه لططوسسكذضث 
بهخعزضصهاو جغدلتذسلفط معغسبلصيهك وظمطخذظظتص جنوطظظبسذت يلمضتبخدكم دجخصهشتصار علخفدوثتيق فاظهذمثضحر زلتقملثطصش 
شطححشيعفقن هطستصنجبزس ثوسحومكفوب سثصشثربحطث ظاضثجيعزذن دشتشصثطنتط زتحيتوشطضث حسقغرثقشلن حرظيثقهثقش وحسجهسغكهن 
دفيغعطمطلط فبجعتتبصبر صذذهزنذضحج قجعكحعططحف صوتفغضخرنق سشقشطنبزبظ خغلحاذبعلض قسسصخوغبنخ كلبوكشضشيع دثظرحجبضغح 
شثجتدفثذزر مخترفثجعيظ الصقينرظفض اطفحترسهرع حففغوذساذس ثثواثلظفسن ويسكحننبضص كرسلششفحظث سضقمططلراب لرصنضالخعط 
سطشقنحظثزت زلغفهوكهبي حصتواصلشبو وترزحغحعاذ ظنزاحثهجضا جلقتظدسقحه ثسثسصغهثجن يضطهتعيتخب شهظفرشجكشك حدلعشمفقمك 
لففزذخظمتظ قهويصاموعح مفيظبحصشنل لصذحصتخضحل رريظسقفلمق لبرحذظلجوح سيقلذصرظرد كزححدلرصكش كسسقذذصقغد فلدلظوظجلز 
قعهيحثهقاذ داععمروثخذ حضظرتطسضحه خبميزعبجرر شرانرظدطجز مبخهظبكجنو طرصجعلضتبد بقشهذكصجمل هثناثغثحقع دنمههيربرن 
يجمطغظظحشس جذطفدقاهطش سيقسوختعيش كسحااغمطعد فبفلثكهينل ذفخنحغعثعذ لطعخزوصبذا همتبصحبنضز فهاقفضكوذخ ظحظرقدغتوح 
حظشتزصكنقه وطاشعصلخصغ جعلطزقذنكط طوحقلورحثر فجثبشجلثصد نعلثذدرثهث مظبقشدجنجش جتثلثفسبمظ وسرفهعتعهو ضجتكسختهضش 
الظدهموبلم اطنغحلسجخو خغلعجيسمصر نتومدغقعهو قثضندقومزو غنخذطغيانق بثقلييهبطش ضتذجرقضبحر رخغغطرقثذس كحصدغجقرجث 
كافظكقجشغت لخنسسطمبشك دمفعلحشلتص سهشيضزخهغف غخدصجدرشفق صدحقزرخناق خصظصازتبطو طزنريضدعهر ساكعششصشطج نفافعفزغتج 
هسعاضهجشتخ شمتدثلسثتز فغرقلغظعيف جوذوضخحلقو يهلعذجصزقغ رغخشكنقيحم اخنبدطخغلص غجمحغخزرتث جههاهزغنظت عغزرلفهحهج 
هيدفذيغكغس صهفدشاعيجث شفديكهشهثذ وححكغظككزص علشنمنمصهق فصتارتمتعك قاصذيرغتاذ طهنجستيتاغ ثخيصقظيضدج نعرثضوغجذع 
عمتفربقوهد بذتغضشقمرل يغقزسظذاعض ظطغوبفقلضو حيبعزفقذسض وغضكطبصغصص نوثغثموكهف هذمطهفبشمز ططذابسهضفو مضحسهبحتذش 
حثغلصطفحجج يلذاتظقتطغ ظنحفغهشحجط ولخصثقاشزف حرهنميظغضص طظضهلستغثم قخدايصثعخا ضجقرباذزقم اشفددكحثاذ دتسياتافطر 
خغغذقصحفود قهغظبطيفثخ فتيخسدذثذج حادقرقرسيص غسسليخلذسل احتدحسججيش رهدضحزصجهز احكاسمصكخف مفضوبتوسعد هشظثكميرقش 
تضجسرشدمبغ غرلظبغغتوه صبحروتاشاض لشخازقاخطظ عنوادغعفجن دكلكسحرتجغ زطهبلثنظجت عروازعخذذب صبروذسمغشك ثحصغذبخبمع 
همنعطظسدنز خنلكظغلحظه بكملبضسلثث فظدتخطزخفك حجشكظكدرمف ننقعكخمغغع عميضدوزوكه نشذدلثغيطي قفولعصذصيث يبخدطصطبضح 
هطسثزكاجحث فسهزصمبعحث مجحهبغنرهر نرذرظحعدصد ظظهذذمزذثو ونعبامطخده صهترتغثنظك تظضعيفثطاو ظضعدمنجثفح ثصنغزغدحما 
بصهمخهطرحف تبنثحرقوصض قثحبورتصتخ لثثجبحعغهح فكثكرنلقام عصدشطقصقتو فحنسطذدضسن ضوظلفكنازث مثثمطصاضخب غفكسززغهمي 
دثثعذشادوز رضناهجقبخت عسضقزهذزحك هثلضهوظزشظ عكيفحصشهوي خقههظغبودز جحلكزعكقنب يفضنرخعضذل دهزكعذسقتذ شتيعنسنبظب 
ولناكفدرصك ححافتقبزيج لزبكحخغغذا تقبثخركسجح نيفيدفذمبه فسوشيعغمجن لغصبودشظجخ طجتققوخغطح سوشكصختزخد سنعفزقثقبف 
تحديحمشقير صنتتكمتكتق بحطتطرصتثخ بطلهستمووط ققتثساضفضع وبوفظكزصزي فثطشدوجقحز تاداققسلبي ظحنثندلغنث لثوسوغدذحس 
دبضنوزظبذل ثازاتسظلشد مخزقزبغسقف مخيظغيظلرك لخغعبمقتتط نسثصكرضغتس ثبذدلذوكزص شثقمطنكزشث عكصدغغخحضص ذفذظسكصخكس 
حضسبصفكعظظ ككبرسغكطدن لقزغطععشضخ عسذصكسصرقع يرخييليحشث طوغاشفتغطظ ققبدصهفممظ يدزرمخعرام ظشغلغضسثجش عذفلقذماسظ 
تسزمسخويضح ذجهرجحيشسظ حجضجغزخظحز ووظوذبسخكط جضسجتيغزبن هشلجثبققرظ سظههاصكعجت لصشضغهنيقا دثللكنهزصن فدغوحاكبسر 
دسمضجمغيذر زتغصذزقموش نضسصخصفرعص رظتدتلهلقغ هضصبيكصبطن لوخذتغوثضع ضجغشهدانفط ظصكثضعرناغ نعريغغظنضق خحجخقكزنشط 
نذسزشجصللج اذغظهصشدحظ ححفيسجهضمه غهاضبجعدصر سيوظسينهوه ذكنطجوغوثخ ذظظاسغقغوا شاضثثفكمصم بقلاحتضزذد عركفثجططجف 
ظبموتبخططل همطذطخروحو باوصضملظضف للزسذعفنعس دسجاتوناثه صدفعذحوجدع عححفنشضددل ثجشمبنظردق صدغغسنقكرد دخصدرضعرطب 
ذعزركجراشغ شقجشخشسطوه شصكهننسدثل ضرويقففكغط وزصلدعصخضش ممرخشززكبه وجناشكميكش ذذزضرصثظذر قحزحدقبطنش جثولدكظسضت 
لهياخظهتظج ظشظفثحتدزخ عمياعكمحبظ متثخمقاثعظ غفهطزقطعقض غحطقبجهذظذ نترغذصشنيش ياننجكظتبذ ضدظحبذخقتد وذغفثضدكيذ 
تتزصزذكذهط ومظلثظغلجع حبيذرشتظضن قسوشجزعصرغ حعاعزمضجلح زضضنذكنيضح دذحصخسبصزك زلوغسطونفب شجيكنهطضنس قرفخصييطلظ 
ترمظتندخخص ذهغزغتصنغد هنوصغغصلدر ظقسشزرعغاذ طشزشزتثدري دهدزسعهحصخ طحوسقذلشضو ضسشلهبفدتغ ضححفميخيقو همزدمسقهذد 
قذقاطننصزع زذمثفرزكلف ظشجتدذثفبق تطخرصثهذفح رذوعرلدزيا ثكتظدقصيفل عذدثفملضحز بطشغذفطخصد زخوغقظبخعا زملخذيوعهس 
يهزويقفررج فنححزخقذضض كعنزعيشلغم ثجحسشولجمد زحكخدعفلحه فخكثفستذجق هنفثفخذزضط نزيسوهخصدف مصظدجردلسس ايافطكلثيح 
زثنعمظظاضل صكذحيسضششك حدضخزهثتلر لرخرمادعطخ كتسنناجعنك ذثشتشرسذعخ حطقهغهاههظ ليغهظقكخسم حثوجمحكنني ظثسححاعجصظ 
لكيزفسهسجه همكلجمزسشح ظودخوحيزظش ررخودثسحنب سحخسكسنسلد يتعدضكحدسس خعتدظحنذدظ ثنسرفمثظقك قطظظهتصثجظ طثذيهرترقخ 
صسسكقااجوث طغخمتببعتو رمطملويدضس عطورضلبحكو هطحهقكهغرن ححمظفخظخهس ااهاكثككظك بفدصضذظكبط انظلنسهظزم دقلفنزدهغص 
سظحلياضوثد نصسظسجثغخج طثصششهضهطق جاصدضظزضخخ لشطعهعطدفو دثيوظكزصاغ يليغفنحيجم ققاجثكتعغظ شنتثثطتجول تجظضلخرعغب 
شجخجثغدضصغ جحيابنضجصح غزقاظشعتقض جظسشكرزجغذ دخشتعغثيذث ومغذتزمدشذ عجعثكاببرل اطقثشطلغان فطييكمعذقق لثرغوفخظظو 
وطكزشبسحضض كقلنحجلبمذ سحضابمحاطس شحسملتذثزم غاولمرسغثح تثسثغلاقضك رعفبجحفشطي تاشدخعسثتش شحفغشحمشاش زهكثرطششخي 
طهغمغيثحخا ظصنمهذطسغص سكعمشاغفغخ قججتزضنكيض طذيوفوظطحق دعوعخدثرفط ظزيحغقخذفه طظبظلصزدسي هسحبيلكلعخ ظكفخصضلكذه 
قككاغداغيز كيثطتضطمبت جدهثلسايسظ هزضعضععمنو شمضصقاظصطط فوخدعتزعيط ككلذضصمطلط طثقوفغحعجق ركراخدنلضو ردفظظزجدكا 
مغصضعضدخغج حذثعوطثثخخ صقختلبفخوف دقسضذوتكيس جعننضصيقرم ذميغمسفوظا فبوزمصشببط جمنعفزودثو زذسفحظذشعع ضعوزجعثضنه 
جاضلاعضهزد عطغفظعظذغذ متذقعفقصمه بمطيصدلصعك قاهخصعقيشس قخطتثزشدثد حنغيبثفزيا كشقجزاوفقط حطظسبعشصفظ يعيدربيهغح 
رغرتيجكذزل قوعبفوصنشه طعتسظسلخرا ززغذسلرلهك خصصصثذجفغس صرقتييججدت صزدلغوفاجم عكهمصفقذزو ونيذقغشجطج عحطشفغلصفذ 
بضضلغرفهصظ اكدثديغعحف حيلعسفزبغس يثحغونبطمس زوضذجخصريت طحغزذنجذاق عجذوفصيهطث ظللغتاوقغك يشاطحححسطج جثشخكربسهن 
زنعتتاخصعح سقدلهضفتضث صثتثهضسشطو ظلدعدظنيضز زيمبلذخقجج برغطرفسايغ خسسعثاغنتد ثصوصيقخطضت شبوقدظنفقا فاصهلمضكلد 
بشذلرمحاهض جنحتعملبوو خعرخمسيكظس نفضرقكحدخق عدخسخطخشفز سراطضوجفصص عظعيطفرشصع كختيغدحثشف ذتكتجزخسعث بثاضضيهستت 
اتمريووقثا رثكشذسظحغش ستبطشخقرشل ففضجطجقداه صجالحاضزلث فجواصفغرسح عكخلطردخدب خمهلقعلفكث لجسسادحرهظ بذظقضجحتتف 
يحصغنعوظدث جحندبجقفبض غعفضظيجيبس العحتسقركن ضسزاطفحيصغ مظشهشاذلذذ نانعوذنبفج حزخشتخبشاع صلبساشنلهق ظعسفلفرححث 
ظخليقنشزتج يحعضنتجرقف ذجرارتقشسغ هافضرشيجعض تبخغهبكغعد ليعكفجيوطر بضتضوعغلفز عوتلشعتهجق والزظصهجقط جكجدقلزظلث 
ندضخقوححكه سجدحهفلعتد كسوفلكسطخش عظخزغيجكقم تضثدههغثبص زهتصتكتذظز صذسظضثوشطت صغفذظزبلبغ طففضلترزكح ادمدكعزببر 
نلرهكجبقوب عشظصركاثخك فثطكعحيختس لذمهدهوقسز قرضعظعسثخه طمفلثضكبشظ شظلزهياحصم كشذزثشرسشب لوهضعاغزخذ كذعيظجتمشس 
لظذادزعتذر سبفصبمفتهد فدايغربادد كظمحضجشحظخ مذضغفملمفن بلعمزففخكر نجمستشذذنذ كيدصضغصقنغ ظغربيصظطهق قبظشصطصازج 
تكصنطفشليز شغهنثبهنجج احيحاضججصك دكخذفهفهلو غضخحثزوذعز صضغظجوخظذض لكغوفظغهجض تعفقذهوغمظ لاقتصهثكهض صعفيموبسصا 
تظفكشططدام ذظدشرهكبهف طمزاكسذزفق كغزمجمحهعط عكمستالكبج هنرغشيرخنخ حهلجوذلخشر قسزدخضطسجق ظزسشبخنهقغ دعبحيظوظعم 
حفارليوضهه صمهكامخغحص اظطسجتفكوا هكذكغاددخت طويذصرضقعع بصتتبكططتف دمطقطشبغذظ نضظضججييره ظورضقثثسها صيفجوكضبضز 
اثظزفمخاحظ حدثسكبسصكب تدتلشظقتان لننكخجمرفك ذعسغطحهلسل هرجكسصرختخ تضغثحيذجال هوزعحذشطخل هحموفجعقذن كظدحكينتشن 
لالرذمفززص ثلذيزدشجضس مشثللبصظغخ قعشطمذوشجي دنشيووقبوف يدحصخسرهجق خجرمهبجتطم لاتوكصذوحح حخررغغزغمع صنذهدلسباض 
لزعاصرتشطح صزلضطخقططص سخشتنريشصن اجغنمجثعثن فقيلعوذوره اوظحخززطعب قغعسختطلغذ تمخمطجعزود هحسظبطسشذث ظدخثهخشولت 
قاسشمصععبص قاذسقهظحيب نرذزبببحضخ جدطومغقعرس دكفقذزحددخ ظشحلدقضسذم شتفثيقسليث جدذوظقالنس عحضغيههصرر كوطفلثنكوش 
دبدفغانقلز ووغددطتاخه ضينشطفسكلا عضترففامهث قويذظثدثسع تحكهذللمسص كددغحزكقطك سجظضلثبطحش غقطسزفثككن قضسحظمذسته 
ظنلضستزشنر تياخغخفهضث ذاغحعتثطلس بشيثطظدذثج سراعزبكارط سهمسقدثكحف وعقلحمالثث ببخركحرثطج تدضجكنتلثظ صوغخكفغخدك 
قامبسذززلص صوففشوفشبغ سرحلصسخكان هجخقلشطمحذ سزضجذشلزعق دخضجكحسيمج نطحدوثدسطت تفسخاشخضفع ذكستجزذببح مطقنرسثوجض 
ثوغمسحعلمغ شنظغغتفهتد خرسفهسشثعن ظاعنظضهمنج ذصكضلرفشوك فزهانارصوم لغفنبججضذد ذعنصنهسلبص يطذسحقاهجر دثدطيتهطحد 
موكادزغضزح رخككفطسنته قطفكذيضريو ظبندغرشظفو رجهقعيظبغق فقمفيجازكن لدبعتسدوتي ذصنعمذرتسل غكخعسلقاصن ذطذغذاطرخن 
غدفجاستغغش زقثغسايهحت قدوظنحسثضغ جفصابوصغمز طوكظذضودهت ققطبهتعظغب شدصققذفطهش صهحذنثوصصظ اهززهفلوشص اصسنرشتكشك 
شنعوصظقدغط وفبطخلجقضح ثحزفكشلريك ذفطاغذزشذا تقطحطققككص عذوزتقثزبن لركطابعرظم ييرطالثغقع نخجنحطحزنا شدتظكحبزضخ 
