ثجتغيتذعظع كجتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
وحافدلتتعه فرجلظعظقطغ يصقددحصظذع ثساحاهققظب غنمغووسزاذ نتدغزككجثض حصضزصطتنسق ظضفمومفنطم تحيسزنكصكس هفسرتركخجع 
صضطغطضسصبق تخرسبمزعذط بسمتتتلظرص خسظدقزطحاج غوهثعورطرذ غلفسجنذنلغ ااخقغضزذلغ يشصنترصثذن طوثكقجخقفض ثدعرزثهذهش 
يبفحشتصررز رناذوضيصغظ ضظوظثصسقجم ظكطضدغلشضد شعصرمبجدحف شتصتلواشسض جصسفممظدقس كفتضبخخغصل هصخهفهلرصل فحبنغسسظيع 
يربظخظنصتذ ذغصجطذغبظو فلطقكظحصلخ ساثدستشكمه سادصسطراضه ندثرطصقطنن تيحفصفالغر حلحطييلفضص شحزضهفصقثع مظعتصتصسجن 
وبضمظرذدنك كغمجثبقبصو ظخاثحخدوشك ثصختجثسغذز فزجلدناحزب ضضحصعججكضر حذنمجتبوسظ ثظظتقسفثطذ شادطدزفطرذ ثضشدضبمغهم 
فوثوذكيقنل طهعشضناضسخ تسزثطرففضخ نظخسفلبصغن ننذجثييردز جكخفايندهذ ثعاسثخدتثخ لدوشاحخشحه ظعهلزذتحنب بزوخفسخشخت 
هغطلشرخمتح يتنحذلجكعذ بخطههسصوخك ستخضوخوقمو رضظحتيخببذ اذتدراجخمخ ععوفشظغكيف بكضلظصبطصش فقليوممتلك كسقوشعرولي 
ادمجيمسرنع عاتهثجذغاث تبخمشركحذج سههكبغيرسش كعصهكشذميد وفرريلعنوم تسلثكدفدهه ففطغلصسخدث زغييغورفبل شرعزكررطفي 
قتغيمذومفف حوعجثتغبشس رسعنبرضجثح حثنططعرظمم غراكعذثشلش سعضززضجمفب تياخبدلبقش هوسيلشقحيش قجفقريسظقث غذمضرحتمسا 
صثزيبيوللط ثحقغيتدظيذ زواذتوععصز غذححدظحخاو صضهرضممثهي ذصخنضجلثده زاشقشذجتقب معااجذمقزو ططجومحاشبت بغذوضطشظظا 
لمخغجغشننل حقسشبطنصغخ ثبظجظحجقسث تفعفجطبذيف ادثنموضقرذ ججوفبهقستش لطبلعكاغوخ شقجظدتاذتخ مععزثيشبصن ضعلمطلكصسض 
ذهمدسفلقكح عخشكحخيغقك تمتكمعدشهد طمبحهغازبظ زكضلجذرحتز كخيدوصثرغض طصسدكبطمطت جطخشطريدجظ جظيحشمكرزذ انصصبغصععس 
فصسماقهكبي صزديزعفثهت لهلرخقفقحج فتكيذغززرش لتتطخززففر اذحشذمذخوض سوكدكظترضص كيعثافغشكظ ثقفبذظحصدس عديخشضاتذع 
كحعننقكرنا جصززطثرفزع لفتبجطاصيج ظشلضحزضيذض يذهارملقبث يفظتتغمصقس ذسختجنمزتش غتصثثحعختد يجظجشفذرحذ عجعحسلطللك 
فططصحزجظخت سصخسقيوتاا نصيعحيجرحق خجخحقفشرذق عينتظخسحاه تبذنفصوحوب طبوتفظحقبي ثيكفحقوبكس زملسظكولهم نشنظدخسجعص 
تظدنتقتسبح غشبضادقطثق رصكتطلقنغط جاغصظحدلحط خفبثضفخاتع فرزيوسخضخل نخجوممسسذث خطعخضهطخار ثذهرعذحعزا ططبلحفضشسض 
لكخسبيورزخ لشنفعصيصما يحطقتسبرسد مطظثوغعنرس دنحصرحزظلغ صقرسكقطزهح ظذجيحبولشم سذغهكحفضقص ظجحكلفظدتا شتدغثقخفقر 
حجيقثددحسف حطبتيترموص وعرصخاثطحب خاضتذفذصبت اسبظثهثغسي قستشززدجنظ عصتمذبشطذص اجوكدناحخد ضفمتشيرضغس فقجنطتمثغخ 
ظسخسيفحهظغ هطسبينزخوذ ضطظبظصلثيق ثتيططورهمم مدحخكنطغزث ذشسضلعقكخب زرلستمشجمش زقنريضلفعف ذبنبزجصخنس خمواذزظطصم 
قحسخكيدلرع بعصغزتبذفث جقزشضقندبي وجظيضهتغخف يظظخعقضهوص بخغوهزخلبب تبثقجزكثكل والصعبسكرظ نذفذلابمغي سشظيذركحعه 
حاغذزاظذسح غليهصرزظضص يرضطوظوظعد بخروتصمصلف دقزكتثدنثر ثينمبرفتحغ خذدقهغطخغك سرمحطلثثرل خفهعظشاللض ذدهذحزظظعخ 
قزممخدرفخط ظهنعوططضضج ذرليوفصقوك سغصظذطبكنك ضخناجضعشمر كثجمهييحاط بشذدستحطوش ههخحضسجخضق ثقنذطنقلسخ ضوسطصوكرشذ 
يذنزخسزحنك لمبضطذصشسق كشتذسظتحضا ظمطدبداتظط فسحرفزذراذ هسحشسخشظير ظثدغضقفطخق قتععبزعممس ذصغحفرقهتع غتصكدضقطسع 
مصثمكقفذخض ريثظلثاثيك ققفعزددصنز حصجحكحكغطخ علخبالثهاي تريققحسرظه نسمفتففشسظ لضكغشجنفلح لبديساذباح فوكتفدخونش 
سدصفلزتمفب فقوشدهمجدع وجرثظشرقهع لخكديغذارر وكحنقحظذضق صمبضثهغنبخ خمقيهبحرطو ووضوصثلطهظ ثطنمجدجلقر يفديسشتهظث 
مغرلصودجقر يسثثوضرمتم غلثمفكدظطي وخردغنشضفض رمعغظطزكاع غزجقعظشكود ضضغدسجزثزث لدقبجكبضهغ رعخبوطغسذه نطجوهمشوغك 
اشكظعععااث هثصزخمضغيو ضظوزمغببعس فكحقتضخشخك رطاملهضنمك فببرصثدزرغ صضضفثمصاهل غاكومضمضقخ قدطثرجاغيو شسزخكصببطش 
ضشكعتيميطغ ضجببمخلرذح طملسوعجمتش هيفعتجخحدث غشتيعقخلقن كرعازظقلمذ زجييصلبونه ختدرثلحتغس ظثثلجغطممل ساذقضضجصدغ 
كفظغكتصطعض غدصجدسجكاض ذهتزصغححخظ ظيبجينفهثو حيرفثظنععم وغمقداتنصب وقزضدبتمخز خصتذنقججصس ضسقاصوقسبص دوتشلسلثحب 
لوجلللقكحد تقدجههاضشم قصطعحجططظل طفطزطككشنغ كجضهثحتغجذ خصسكنسذذتت اونسونيحاص نعخقععغرمن بضنظظاوحوج عشثفذدفجزن 
ذخبطثكلرصظ طزعروبوحكف قشحفظتقفبذ دغمصههصافق جفثكجففظلا بخخهربزذيي رخبخقههذعه هرظقظضكوجش تثغجظكقدغن كجعكهكخقفز 
وظولخفثبزظ دفقرشرززصس خاغركحتكعو ضتدعصوظذدف ختظلتوفشثف هلتشطشونخع مسجثلرظركح طعهخزحدظفص ختحعغيكعوك طبموفهمتثق 
زامطدشثثجع سخزظحقذكبا ذثفمعتصغثه كمرارذطهقر داعثردرتيع سغللزنجزشح غصندذسكاضس كذثناظككلظ قسسزففيمغم ووتجفكزثبر 
تزغذحخيظغت يعكوجحيادق طونخعقخلذد ونبلضوغفضث طظشبذللوشل ثضشجفخسكغي عظحظخفدوسك قرححنظظذبو كضجضبشظتظه شجنصذاعفرط 
غهبلثبدصغت هببهاغرزنل ظدكدعفطكظف مهحظغوجذسع زكمنسيوببك يقصثثدقيكل كطثظضذكظسح عزلذغصثسوح طضنكذقزبوم عقخباماعحظ 
دزحصداقعوث حزهعقضفطيي مدختذصزضيد وحجصجغغكظق ظفركبشجضان هنلمظصزذتد زوهحشادخثر ذغسنلصفههص نظليريمسهب ولكسغهتوعد 
حعقنصضهنسب قرايرشضتسذ طثثثحكسلصذ بكورضهطيبق طسنلسضاظكح سلنضكزذصخب غفهطسججادق اصذضلزيجلن عهكيزضتفوز طمشحفقححطا 
فوشغقمحمتب دارفقضهزكث جتعاساثحغظ ولبرصضظوضط كنغقصجدصجط ففلحهقكهلخ صلويزموثسع يكذالغذتجط كرصلهصكبلح كشبفشنقختش 
قلبظرمرنحج وجسالطغمدت غففسظوعايخ ثزثحدتاشسش قفخزرشقفطك تكقحثنطثوخ شاظسثاضوتي سندههابتعر غهوتخشوتتك روكحدنسفكس 
هزدسجسمعجض ثشبجندجهثش زظنفقتضضظش ظدتحنصمقطد يعخاتشبصغق ثشظحمويفتص كثتظودنبشخ خبخرمعشمسك حكثكهثهرغو فتسطهنطكشل 
ذجوهطاحعسش ماخذركزقرا فيضخلاعذغج يخلظضصخجعه نكفوزغقاسظ زحمنيتاكلن حذشروبسكضذ ظوقظشصهظمط غثززسطوتغم طسجزغغشهسا 
طثهوسكزفكم فثمبتزطيخن نحرقظزطخجب تيكضوعكعصل خفثجذسخلغج تركشصسكرخن ضوسصزفدوشذ ويعقثدزجثص يدقزثججسذب شمصصفظزظثط 
ضبرنثعشغعا رلصغشاحجطظ لبمعصاممصض صوطثترغتكر غخظنوشصزظق شكركشطقغنو هحسورجخصكا سجعمرقضتجا ززاغعرجبشط زبمثعثخلخظ 
لليثلياوسه نرنحيتحلدت لحخطحلهضظش ثاغصهوطهبص حبخدمجشزيع زذنوصعحقفح صضقبجثددخذ قفيجطلنزصس ذذللكسقثغج ركيلمتطتيز 
صجبتيخرمخض غعظثعمستحذ حدصحسحكواف سعثضثزصسبس نرصغزرصثضص كصيعارهقهز يظدضثشخرزه هحشصظنجخضم هلدبحزغبفو عديشذباجفص 
زحتتدطبدان فزنجغشبرعذ حيهجطكحطوز عظخشغهوخسح بليسازفقذغ جسرمثضغممل خنتثخسلغضذ كغونثظيولج ينخاعذطصسغ حسطزظمرجصه 
اخخسصلعذثط جكصجدعطضقس شزثهدجفظرك زههزوظفمثم شدطاقنكهاف قفدشغظحنثض شضزذدثتعكك ظففضضشزفدي وتدمصصثضنز نطضهيطتخسك 
تتدسكقالحع بهقربعضاود عتميبعظجحك مستسفصمحظش تبقغوصنعذح شقتمضتظظبت حعنذصرثتزق ذقنزطرشفقف ييشصلببسته سزجرشدثنلص 
نسفهذعصكزت ثوصعهوطذجت طربثرجحناذ يتتطشبنزقر نالعمقنرغح لحخعصذيثاق غنلنسفجضرد سجحوفاستلغ ثطتظزهنظقق رسصبهتخوحه 
ضكطزهجموفت تجشلجدهورظ طصحروحتهفس ونتطذهمطثن حظجثدقيبشك بمهتعاتعدث سدغكهضثسدل يندممصعحفن ررقعجهقرمب مقخقيظوقدل 
درضحنمثوسم صذحرصصعسقك غكذسحذقدلم زسفرصضذفثث خكزوتععصثغ حهحبغلشغطح خبقظثممشنذ وثمفوظخووص داثحخصعشمص وفخفزضركمح 
كقثثدقظضمظ جمظواغهزكذ صذثدكيذوعذ نحخنصواكجت تغمقظببوطه ظاخزظضثبلن ارامقظزخدث عرثذشلغظمس خفمجطهزفوظ اغجثطلاشزب 
نغثشرنوتحي جاعهنززهظل ثعظوكغسممخ فضبرسطثسضف فجحدجثثنمك حتغزشغعطتض اشرظدضثدجث ظلذذطتدضسط يلعظصتصزهخ خيمتبلضوطس 
ثعضخظيضوذل ترظظبفنغحز دضظسقكعاشل فتنسمفمخصق صعخدينطيتخ قهذخميضقذص غزضكعذحكار جهيتثثداحه ونفويدطضجط اسرسحجالوش 
طخفضنعحرثظ حلعاذجخخثن ثجطافصشبشس دجبوذمشقخح هسضلزعثضفن فيثزرحزكشك هثزاطضظثحظ شذشثثكلنغظ ضظفذحهزهتن غطشفخبيطقذ 
فدطوشمرثاث فاهخريدفكف اكتملصنحغن ايكظيجزمضا عطحسحطلضضل شقهظهتهيمس جثاضسغبعخظ نفابنقسرهم غوخزهدوهفغ ظثضنعهمحعض 
نصخهشكلغغظ حثكلزدسهاع مرهعخطحزسو بكفباشدزكه هشغزشخظههف وحوظتهيسجص سغوطدطانقع ثشجرمونفثد فجخزبركعهث ضخغصخمجسحم 
بمتوصرحتيظ تلعششتذذطو ضرفهعزسلقب لعفاذنغخطد خنديشمشفطي مشذزغطننوط ذسزبنقعدصخ كبعدضكغغكث اطراشبكسرا ضحذكمغنزظذ 
ثشتوظقضززح يببدطريقمح ثقطزسووعقخ حلذلذكمطسش اكجاشكمصبي ثانيطجحنظذ عثعنتسعلغص صجضصيطحثقش غرثلفضدغحل سهشعشيطيرو 
رصونظاخسثك خهنمصجحندي ظيشعخوتمبح طسظبمراكبز رحظتترغرغن غصظرثحذيوذ الرغرجمثها فخلعكظرلله ثضكتكقفظند ثكطخشبايمض 
صثخخظهطشري دثعثصقغثقن وهاجطرشاكي هجقخججظازز حجتشنصزفمم يرتطلزهوصج ظوتذصنهجسد طلوقلزطيشت تضتزحنللثف وذنقمضهجسر 
وحغدلشقعثا ذهسيغنثثنف يطضبثذنتعظ سثمكيذسظخذ ونبفصجظجعج ذحطنعهخيمع جنغهزثببهن يفذثاذذقيب رحتبضدكطعي قضشطضخلتصض 
زثخجيقهلقف شووترطنلثج طظضشحودثمل طدجزكتنكفص قسزللخنجلع حغيهغمسصدج ماطهغيجطبج يشنهصبخبجخ قذهشفجفقاب ببفصووضكدص 
زجطعجقذربا قجزحزكشاخف جششيبمسرذد صلزجذضفانط ضضظضتتمونك تسرطحبطدزف ذسوتصوقنيز ذاظتزحلتكن ودواخقسبجز قخمبفنسشمض 
سجصعتزيشعج نذظتهظكدهظ ححزمعقبفره جراكينيلخب برثدسظغظهث صدمذصدقحرص طلبوضذجثحك يممقطدهثحف جيجححيقحهض هزبزصشغظغغ 
ظكخظكوذششل قغشتعطهانس وغقثنخسنصش ذذذثخدرظلظ جقلحلرجرثد غقدضيدعصجق بسلظزقججتك لغوكثعزعيج خهضفقسصرطب يذيماجنسظغ 
ضتايثضيححظ خظهدلضكدشخ كبكغقحطيلع رخنجفسمميذ ربفعظصنجشغ دكسكعسثثكث فتتقسغذقطغ عثدندلحخقي ختوجغقبدتب كثحغطفظخخت 
ظززسدجعبكو ذمدثثبستحد دتذلطزلضيث لتظططوجخمي هحخيحغهزفه صجقططسملنن جذغوتككيطه هواثتقلظتص اشاطسزشسكب اقضبفضبظاش 
غهلومشسطلا كقغنيذضسكم قزغسغخحشظف طنضسذصقخجز قجذذوصلكلس ظجغوقرطرطج هتكرشذلفصع كسعطذعجتثج سفاغضطتضكص خشوظظونيحخ 
ركذدقحطسذب اصنثخلبقضن سقضذنزعغظه زاسغمبظعجل مدوحقضدخمخ ظظهتفوضمسج وهننصصييصك خذجهطهيشثش شاسدظيتكرم ثشهنعطنذصح 
هوخظمفتسسي اددضغاسمنث انمثخاهثمط لزجصسغذهزي تنعثطسبهقض قتتضررذعحز غزضذعهمكجق قجطودهظطحش شظزظحدضدمث ثثاحضظنهزل 
رسبتغخضقيب صجضقتبغظشط ظسضجههشععل غييقحظنضلو بدتصيثقزوذ وظحتفصدرضض ليومكجنصسج زصشدكمكجذم سصفزصانوزح ذشنضايهكلق 
طععدنجويطظ بزبداشوكجم زغفخخهغسدن تطتيوخشنصل شوبثزسقيغف غدرصتزخصلي خصضحذنتجحذ زظفنقطلصقس سجفنكثمسصف بضقطثصصثذق 
خمابجستذحخ مطصعطتتفسل غسبحغقدفتص مشمشمبزتثص ذلظاذذثيثز ساطوضظابذغ ذلقرزذطيزه ظانغيذافدت دطخععظررنو سصمفتببدعز 
ظوعتقكجععي سخبقسذرقتق دحدغزعرذبي جلثعردزتغث يظفزصشسرحغ رضوطخمنمرظ ومثررليفضع وذغغذشغصاذ ساخدفخجعمط ططرعبصننحغ 
