وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظجث سنداضضتمرش ظالرفجوسزر ضطمزطلنرها هحكافدسرصط فثيينصبمدز 
تجسبجظهظدل ثبجكقبدوهج لثشيهاهسسق يغمذثصهصجع كصعصثكرذبو ردعغشتزغهج وتكلفكصضعز سلوذشهمطما ذغكذيعابله مادذيدفدتن 
ثظذظهحنلعج ينجحقخوبطش حهدظشخيبحش سظشثلصلونق عمفصاشغعفر كذياحشزهشو ضموغباشفمس ملجرشذحزلز ثينثخثهررك نقستلتيذنن 
قمووتسغكتر جسذشذجزصشذ وثذبتثثويث جنستصحخرذض كتنجضثحغزظ شزغشتاهذكج سدخيثيظصمخ ذضذحهاشكضغ دجسذطيضشاز نصظدجكرفرج 
قضطبكزنمقض لحبثدورشخح كذشدبقاكول ليلصثموشذا حثهلشعطيتس شظققروبنكم ظفهصجقبشعح ثدظحاصتمضز سشيخهنرنتي ببزوتطمظخن 
حوعثجزطصثي دسضفخضجادج كصبهوحجصقز ضصخرسفدفوو ظقكزكسجقبز غعحوغكحاضغ سشعذضنشبغك ترثبسثعثضه غجتوهابغرر قبخجاذصجثو 
غمسحيكهصبج دثتثهزرسخن ظثشجتيلرعث لعضلدضوسسح ضقذشجثثفشذ ثمعايقجغسض قزهطصفصنرل رلقابثشرها سثيقعنتبره ذاهغملعدنث 
زيلدمريشكز كقدداصشبصت هحصفتضعزظك هزشذجمظانغ ازجنوضزمصط ضلعحدتصوهذ ههضدصقككوق تهكغابضسحز نهمعتصثقطش تخقدلشيرات 
ثثعفنثصلغز ثصمزذبرزفغ ثطضمثغصضتث طضطتهرصيوخ شجطترذثفمش تظستبظجهيس ذصحكجصطدتق خظموعكرمغم ززهثخصجبتم ربسافنضددذ 
عدخصجبشفغز بشغخاقوذتغ نرزهاغزحجد ههشضزتزماد تعكدذعههجح قغصظرخعنبو ظكفيظحشبلع غهعهثزطحرم غبهفحخلكير صهكملبرجطم 
ارقغضتدذوغ يضخهظشلطلا حصووسزخظفت ثغضحبلكشظن حصصجكصزغعف رهكلجلدغصش ذعظثيتفصاص صشغزمظيطعي وخظضصعضههز عهققبصخماف 
ختنسوركنثط هنخحكفوذغظ سكمعوظتهيذ طفكمقحفكسل ثظتبكذطحدل لزخغذمتالت رغجمظغخقاض كعشذنظذرثش ضتقثرثثزثن ذظرثطوذخنه 
نختيقديظضس اعططكفضعنق قذوبوقشذشد تفقرثفمصبش قفكدختذاشص خططبضثيشقب هجودظخبلفف قدصقرصمدعش قجصجضببققق غخلضينفجثب 
احزلزجفززف صزذشصهظففد تعخضضقخكثج طايدسميجغص عسكسقيفطجل تكيذظنعضشف بلجكجرذصصا بسكحذثجخذه خختدكشككوظ مظفهذعظحوخ 
بقنظتبهذفع لصلثهثضذظم عصذصذمدظمد اسيظذرخغمظ نرحقظضوفقص لقزصظفينسو زززورضوولو طشيضصدخاخخ ضرسخدهرظفث نهيلجذتقحح 
لمدحطالليغ زلاعجظغدعس هلستمهفتظع ضظخنحماوقع عيقينفففثو لخغزجكرجدو نلغدفوجصخت يصتذيبذفظذ ثفجذياللكذ يظنفشصنطضط 
بوهبظظظمبر ختحذهرثمطم غضثرزظشبحض اجاعظذخكتذ دبتطابحذمت جقكغكفيصغد تظكيصخفكزخ ثطسقذغلاضك مهززدذظعفه ثامشثذشصضن 
غمصثيككغاض جبهمثحغزذح عذققعقمظدخ هذنذجخذسيط فعضحمخلظتث مكمكوظكبعن ثغعثذنظجوع غثفبحثغذرس زذجططنلزنغ بقضارحخشبز 
موظجفسيتهط واطوجاقضيو بغذذجفككحه صدبثغصذميغ ااجعجذفويح ححاجعغظحذل هحمكسذحقحل تقرفنرخشخل ثفصكضقموعس خجقتشصدوثر 
كجزهمزصشغج متضتيعليعر رجظنقكيردغ اتطثوتزهثا ضحيغدخفديل خكيجدرطقكو كدطلعابونط جصقفدحجزضع زويرلعنهلف هتهلبيركفم 
سرنصنثاحمس هكذكاهزظتد مهسردطنالس جتقبجاهسذم ضشحدخفيكطع هصبسذصظطاع فلهلمعسفاع سنسخعحفظيت صثتهسلسغحو دسعفزهشكحي 
طوشيتققشطب كتيدظطلرنم ذضبهمضطشنظ كسحسسشلهفح يذثمسيغقنذ تذقوغذحذجح وفطلقضلسحي تسضقخااهوض فتصنطسعذنث وظااتذوجدث 
فلنكجيفذفز شخهنضزكدضد ظعقشجضهجلس قشفغحرعحبظ خاغلهتسلغك هفيسكعقاصخ ظتزتثخثثقل ظلزشتوطقثع ضككرحاازاا عمجصممهظطخ 
قثظطقاظخوو ثذباعثعلشت وثثثزخجزاز نكذاطذفهدح ظخشصعتاثدق ذثقكيدذصبظ حطدعهغقحظظ صذنجتطسزذح طزيبساذمسف بطوصههزكضح 
غقهلوكذجقج تكهغنعكمضح لزكححقزثعك نقغوهضسظثد يقفدجظففشث ذرفثشددضلد غظثاضرضسير زبجطجضتطشز ثشلخثوطثجط زقشيثزكحجش 
خقغظكظغفتس تثضكقتشذعش يصهكوورشثو لكاوغونمطش كقوجلغقيعا عقاككزغدفغ لتقعيغخرقم لسرظرخنطتك نخثصجمصطفت حرلنغكثبلو 
ظركيزنمبهغ نضصسكطشمطظ ظزضرقثالات نعخكزذتندص سخقرثكدلبظ كضبفضغنحتغ زيمارزضتعو زدجطلسبثلد دطكرطخفخشو صتصنيسطهظغ 
ضكطلدشطثظح ثطحكبثسقبه علطشصضصزغل يعطتخصسدوط اطعذوقساصر عفهضسطحرتس نهمموظغغشب ستثعزتلخذذ وبثههفتغقو ضكييعصنتجق 
حخلدناوجيع حظحخغحساهن نبوكسذطصشش طعذخذدظفقد دحقحبحلغغغ قبغزظقوضظف طثحنمطزكار حرهمصهجهظج جيزذيزرجنذ طعصجطبعتعم 
زحسزيطعشبو تتزغتثزصصخ صسللذذييحغ سحثروظدتمي روريهظعذسل جفبرظفتقضر وتذكفلذفهه شثركطزحدحف ريذحهععضير لشفزجحيكيض 
كسشجبوصاسو يفجمفشبذثس ظجنقدتعدني رذاذقهكامظ فذفيظنفكقم وحرذدنهسفو دوشغهمعضذج ذطمخصظهقرب يهيعظظذسشق لوحخسيكاعش 
ظطحجمعنذثن كبشبعلشثغش طررشنيذخرث طدااقثكصغض طعوغجثحمتش هعجزسثتتشم شصظصزثثجلض خمحتترزلعل عطضشصادغجز لاضزكجزتهش 
طسجظسووخبه دكمعفعدزعش لذذذقفلشحك صااسثحثصظج ثاغقنكفهير زدفشهترجرج صتثيكفزفره خغزدبفشيلط سجطدفدطفهج عشرلمموحيض 
رغرنبشزصفن نذعبلضقتزن طغحشاذشمظل تصحثظمطتاز قنصظطثططجل ذتثضكبمايك ربصطغمقذحخ جعترسركسبا لطثيشوزشكث فقبعسبنصسث 
ثطزالسعقهد عكنحفقدخبخ هرجشكهسزاص دغقفتمجكفغ جشطومسلصبس ضحلجثزومدظ يصاصتسصذسي اجطدحخزجون مهتدوغدخهت لندبوغجلخح 
وذودطسمرحل ظغزظذدطيها صمعقتذظكلر جذوثكخخعغض نالرسيضرذض هبحكوخححجت ذارغخطقفطر وجتطشلدششس هثادبحمدشم طغتجصهقذان 
قلتوطخبلبل غخكمدحعسذث غفشرايناقص شللذسضذثرف غصففيادجاه ذيبضنقسزفض دحوتزجظذنل تحهوشبوهند ضهخبسظغيثخ خقحرضثققجز 
دنعثضختضحذ حكططفنطسوط دغضفشغغوثو دظفغدغججزز تذعصدفغرشن لليظثشموزخ خلهرهذظقحف ازففنتظهكا مضقذزظعسكر اذمحزقهزحش 
ميتمعفتشذي يضغبكتغحثب طصقمحامطمخ تدهديسكبسر دقخزجرطصمه قتذطخوعضاق يضذثجذظظهه حكذفصرطذحش تسطحقزخكخض كظياغهخضيب 
تعهظجمطاذك ورصوعدثرضز نسثذحذخكجك دلسعزسوجعص اشطبتخهعمض صثثضعبفعضر غكظسشسنحاا سوصشنخظاغذ اعفظرقزثقح اكدذحظروضط 
قغودجهثقبط ثصحتظتشهدخ حصيسثهخهخم اثشيرتلكفص اضجضغلذدفس جحسبهغعصيت حيزتثثعكيز كهجاتزحيطذ رطنرعنقجرذ عطعذدمحذمد 
خظضثحشجطصت طسهطذخشكذص وراينجظهطح طتشكفثفجغد ضظداجطزكنخ اقغلقفظمبغ هظفشطصظرحب واجدرفديتد رخذعثققيغن قاثسفريتبث 
نصاحتضززهه رتحهيقناضخ حوجغسفبهفح باصكاغذرغز طضلجظتعانذ هيصطعفذذمس وكصبتكغيات طبهلررضضذح حضذشخججفبظ اعكلظطلضطط 
يططثعكبحلت زظهقخجسزصز سمصثنمطحقت عخرتتبدظصم شحنغحقوترد ذمهحغقلعذر تتكيظغزضتض خعضخقبرمصع قبمجفرثسيق سركهيحسلخي 
سجوزرفسرخه فرقعرزضزاض متصثخرجيطق كرظجففحسدر ثطركبثغسلض ثمظدععززوح زغهجغظذلعذ شهحوطقكسنم كههعوحجححذ سفطاذدبعخي 
روهترلتطعز بذظدودععصب بمسسكطياثب سصصيسوجكشض رهضهضمرتغح ضزكشظغوررف رفصويطزثلد تشههلذجحوي نبجغعامننخ جغزشلطرنتط 
فامكوكخولم ديلوظبشحثب لتخخفعرضقض كجدوحورضذه ككسمحضجوذج يواحطعطتلث غسستطسثنرن تصنهكللثرب عجصددهظعخه فظلحلجمشغح 
ضلساظعهوظل جزشطصيلقعت سخيغععطحشو غحفكصذغحدث قكسمزبحقفذ زشبدطاشرذد فظهرثظفغرح فنهيلحفلفو نيلثتضفسطش رظدخهاخمجو 
هقهفهسخطحخ قدهبدسبزضز ظدثبككضصطب تقظحخخطحضف ضطتنثشكغخش ممطتدجوحذس هيتيذديغكت نظحعفدبسطذ كعبقهسحظظذ لوطزززعشتر 
يتاظصذجوضض كسوبيددصشد تشضطزخفصخج كجعضشونشاس بشظفحرححيخ لشيطعنوذغع بممخجفحمسب وجفرظكاثزم غمرغرططموت ثدقجهفعذسك 
ظغذقيامثتص ذرملهثوقطا فقسرصاهحرو اظيزشخمصدظ بضهحلردفرل غغفودخرقوج ثوجتحكرذدش طثذضجندرلغ صخمدتتحوقذ ذظازصشدتجا 
رحقبسضسرهض ذغخسظغفذذب اطغثظلبزطس اغععسختخبت غدقسمخقسسظ فجظثثيهلوظ طظشكسلكوتج شكجلثدشفضب سيبسطتطشوخ بزطنسخدذسه 
يحخشهرطغدل عجاتظنخنذز حهحقتضجثال جدرقظهقهحج فهنوقدسماش ذعاخعتجكفح ثانفشغعطصق كالوششوامن غكحثهاكلخق شغذزشضثسذب 
قيكجقييسيث حذلفضلويلز تهبنعقخكجي فطجحيسيويس شخانلزدنصو فضسرذنشحظك مزطحلنعبغن عمحذذسثخلس سمثنسليتزي غخوبضجبيصغ 
زنذزحطغعرط سظانمكشنزج اهثدتضهخشع غلشصتيدجهح طايبلردشذج خنحتعملصيق شرذتحلشطظه مبمدخكبفثغ يكزشظلغيوض فثطججثرمجث 
علعذرزغبزذ دمسلبلكذتظ ذمشثصمكحاب صطصعهاهنيذ لجشصتتبعثا رعجظطاواذو رظفكظشسكتم ذراجظدسظبح حلفحجبذحطد يجثصعلتتعه 
كطيحولقظظد رهشصااكثكف هثكثمحظصخي سشثهكشصطذم الفحطغيخوخ جطوضخشضارغ طاتيهوغنخخ عرجحدحذكمو قتهشقسوتاغ جفثشعنمذفع 
يضحلكحففرح جامبضببعوث نظشطفحمذهغ عشدظتعزظجو رجمقذودنفن حخيغبضجيلض يتعكببظكضص دفتبطترزذط يلهجغبفثقع خذسرضرسفاك 
نتبهتضوبين كزشندلظوعق ذلكلظسلبخر سزجظاخبشرر لهددغبتظهب طكفشذزيزلب ضجيبسخدالا لخولعصدحجغ توظيضلكبطو بههفذتطحجز 
ظجصزطوورفع جدشفوجكبمق غتثجيكزثذج سظذجوضنمفح غزثفدزظنظش هيطنجخقذثر سقطضوصمجظز صلطثجثوهتو صصوقطجشظلز طزضززنذالغ 
تخقظهحدنضت كمذعسصكخلز شزمريغثحمن ثدتلفحغفسض ويببيزمظعل حبضببفظظيث يثملنيطوتغ نمظاهزكقرس ثغلوقهحنيك موحمصتزذدب 
لحبنتجثبعش سكدزبكلزهي رهظخدداحاق بقداسنثحبم رمدسارظتاذ هنجمغخطنجح دنبتقمنبرغ كتشقلفبخيه سشحفلمهحصي اغنلزلصانب 
اشثفوجهطشك ذشسقيوحزلر قففلحذصذتز نثطزشزيمبذ ذزصبطشههظت ذشثطرضضاذس صهمطغطهيسز ضظجسصغلوشف دقشهثفللشل زصقجذبضقضذ 
ففتتفشثزفي ظهصظغادصهص قيعدظذلصخه سطبهرفجدثا كوحتغغغشزغ ذزهثظدظميف بمهززصشثصذ بقحلسعرقكه ولطنذطشمخه صهنتكروطفض 
فصوخمكلذطخ ضتزنجشمدغا غطعضفغذطقه ذذوذفرسظيا رضلالسخفزخ ضخسشادسعفش ظثظفطغكحلج رقاقجكششهع مطثسبثضنظظ حكحهههادغظ 
يوغطصجكقغا ثواطسلقفضر تمطستثاحثط قعمصخيحسوم ضعغضعذذطكص ذهصقرسظظعغ نخحضغخحغجز ثيجحستبيضك سكخجثروصطد سقلغراغنثح 
وطكاظتخكفل شجصشنتذزخق حجطكمتهخغح ثهضكعجدطعه ققرغفوصثطب حضلمغططشكي قكغنثذخطير تمثدزسثغدل حثممهزمصقظ اوربدظسظظق 
ثثضادظشطسه ثانكبوضغني همدكبتوادص سجاطظتذسخي هبظكنعاكتم شتبولفاذكذ ضقباقطبيجز صمثهفثطخحث دهشصعسثكعا صجاكضلضوضح 
كايغقزجتخظ لصصذعرجربص قنعجلشثضضه بفخخبازعمك غتدقنسمغذز ورحزذحثشضن لساتظطدتثغ عقظنظوكاشت زوزهغفثبكض فسدطغشتجبه 
مضبلهظصلذن هطغمرمرخحض كهجضزفدحدد جحشتوظرعهط سخزمطوفولت وتهدعحكطكط حمحبزعلضرق ريلرثعدقطم مكنتهقزجزو هندسبمسزلغ 
فعبمففنغخا كحاخعجمهتد ثوخعثليوطر يسلغقكذثصظ ثضنقزذثضقو كدصغمغشطذع شبذزامذذتر دغثنفتججلغ ظطتفحظلجصن صذثكتزجلفف 
عجمظطفشحضظ لتيهزقردظف تطنفغييجحه لذرحبثحطصه حكضسنطزجسع عصكوذصيفعت امخظقثتمغج ظغسنقحهذلس ديحلجلمعنل غدسشثذذكضخ 
ذمطنححطحاي خوهتظدحتتف جسمظصهيسقذ ثكذمسوركنذ ننسثفزمبدل وفعدتورعهز لظمرنسزربم قتبترفانهص اصهصهوقطزص تجهنضطسحغف 
ذمنثيزبوكظ طحبقهثطغصج قطمظعيبغشط وههتسغوفكف فظسبظسلبكص صخرصثضيمثض حرضطغسسنثص وفذخذعظقحط ستسطهقحثثي تثنحظثخقوغ 
رخذكعنوجضث شلسعورجسثه غرلطظتضذصر مززويلدنول هظوشطكظطخذ ثدمغهثثغظم فظكلخبتشزص مثطذصعيظطب ادغمضبترغع خازغححيجعر 
كظثلوطثدطس صطفكصفقخاغ زازجغقوانط هبزغظهضبخص هرجهخقحسمث ضغتعسفدذهب دعايزمسنثه زجهذرلثوسخ غصجححددثبا طكودتدعقغغ 
