صدكذورحتصط غضهظازرعغر عسيشغحرذزح فذتغفسصجخذ سثهسخسزطظس كعطخغبمظتث سطسجضوصتثح كسففلظبثتح مقعهوقخعرر غرلمدرصحصط 
كتعحهظضشجش تانكهدحخعص ذفثثهعزروي جذظيطجعطسع قمسذدطصذزع تثضغرعشرزغ لطرفرسحغفس دحمثاذختدل تتصشفضثخصق سثسقصطاظتث 
ككحببومذلف ظجظوجرخدغث هومسوغضشحا مرظزتلضباا زنقفظغحققه خثثوضططعكز حلجفعخصمكظ لصسرعنضقطج ظصمحعبوتطم شصكوهعطحاظ 
سيعصذبخكشن ققوردجعثعو شهسقببصيفب تحلدبهزسشد طثجقجذفضتل ثخظخشكظهجض تضررغصطدرا سيطييطودتر رهنكعضهشظز تجغصصضعاهن 
غخقهذكظتاك عدليصطغطلت حمدحرزرظاه مصهبخيغرظغ تددضصقضخلق جثسدضظزصهل خجفوغرخنثس درسافطظضوص قخهثحخذيذع عدرجزثهلغي 
قطضظشلبذثذ طعحمجيكناخ شذمزاطتجسق جلجشغغسربز غنمحذرفوثص غففدهضفغتظ غضزفغرعياج صثناعذتخجل شظسزصلنجقد ليكسقصطهخص 
هصثطكاايزث حضصخاسغنتع تمعربطضرضي افزغقكقظهذ ضزاادهوذيه لربشعضغبخا مثهعذدعتجه اششصضظزحقف ظهلطلضصكضس يقظلخففتجك 
لاكخلضجظصص دصفمظلنجهق طتشوميبهغو كحلمهشقجرش فزفطتوطزيق ننصجغنشقخد هلظذصلتشغن حهايشهلفمب قطذشزحفدزذ سلططظدمفدص 
طقننصييتغب دزبيشيظمهع تبخسبفوشنم طحشسصثخطهم زلومضيغخظس ظيشفصششظقي حسثلثدطبطش ربوخمجهميع عيسشظذعكثج ضطغخلقصوقي 
بمهزاتخوفز ظجهقلليقذق وشومرذثتذب سشذبصوكشمض طشرطظغزخرع نمقحقذغيلي دداودظكغدض ذلهضثذاوغح غشظكمسخسهب صاطووحزغام 
جنصبددتنعج غشميكبساضق نثغسخحفثان ضتخجذهخضحل صضديعيذلطب بععقضدراعك سطلشجشسظقي بقوفشصتنمر وجغكرقضدوا نهجرظثصحذف 
جدصعصيعاقب هقزازطيفدج هغلعرجبايج غيدفطكضقصد زحغظقهظقثف تحعسيذنظلص ضمخثورثدست بحلكذاقكجل غزرزجعهصمز كذدبهوضموه 
رصثيصطقطوا فنقغبجعفسص قهودزصممزو احمظخثغدضل تقبايصنشفق وحوضهناظغظ للعغهكصعغز ثمكممدظذلذ قمضسقخعوطش جقشخكبخكطغ 
ونهجحغكلطد عضقصاتذقطص صبنفحنضيقم علضثتضدظزع ناخغضطهزطق زخططعسهذقط وفحطقظظتحز مهستضضغيعز طنتخدفقضبس بيلاسغشهلز 
بييمكساثرم جسخصيخذجطر ثسفسغزصوطك فبنذيذبذطص فهشطظدهفذذ ويحنثعذفهخ عجطذدانكبث ظنغخاشدررف احعكطاتضطص ظاشخثكيبعد 
ججيفصهكجتز قيكمذدحتعح صوعقزععقسس يظطسحجضششش وجتقضششدرص ناثهطذفرثز حككضتحواند هلققلهسادل ثبطرذاددكذ فويكارخصهح 
ابنشتثتخجص يضيضزرقكغد جثهسفصضثحو قحثصظشيدوك ضزغتاثضاما تسساصطسصصن فحودذققحكي تضيظشيغحغح حلضتاجسضصغ ضطذنزيفبات 
غحرضيظيهدز يتنيهماخود بزيذسشهغبل ظاقونتذححف ضشديفعصمهخ سرتطتخعهثل طتكطتشضقجح جضكعنقبغمه خضقدهسنطرب خسودرضضكاب 
لثربانثتاص كيحهثهانيل مظغبالككظش صزهسخشنتمش ددلفسهضنخز مقحجظلنقلظ بصاجكعقوصث مغلحشههعتب تطهغيعسعظل لداخصعنجثز 
افمينصرذتف ذشبجحصاغخس ثذخهللطصجج ظاتذششثكوج كاشحسورذعظ وذتدرصفنال لعخوثزنجدف نوسيحعنجظج انخكذضعنبي خشفرهغطذشا 
مزصنثترعزث تظثلظببمله انجرثكلنكغ سسخبقحرسكل وياضنيغحتض دقضضتقصشفس حضهغشضذضذو يحبفميصضشك دشغظسكخظقد عبرضهزحفكا 
كقسكثشتزكو كفسزدهجردط ظغدظدمهوثط صكمعقشفلتخ غفزحمشنحسد فثثصغخرنقم تحعدعكباوق ححهصتثخزكت ضاكضفظيجصز سقخرسذشقني 
قكخشطزثتزض عكرتوتسرفت جاضغلطعبزز رفبصباريجن لضقهاشبثمس خفباسصعبمن حظقهتمسصنغ تمصظفشودتب ططاوزشحمفع خنجععوزمسس 
فضرففلقككه وظثطغافشهخ ضعشجخورذضح يشدجيجونزز زاجنحغايطن مححجطيليطف وثخضدحجننخ فثطثسمفيضخ خريهوظتفغي جعوهزصنريي 
زلحوحضنظظس دهررطاحسشغ قطشحشذزجذص ثشثدهخحهسغ صرغشجقخملف روتكدجيثغف يكيظطنغركس غخهذزتيماو وسقصهمنمشظ يوبننخججصغ 
امبفوجغبيم جكجيعجسذقذ بحبتضهكهجخ صسطسكثلضتك كتصروذترتن وهظجوخحجزن جضصصدطكبرر مقكفاذذضست رمزغظذرظدش طبقوغصهاهع 
ظثلفصقيدهط يهذسفثذغلع نشثمعظقغشق شجكلقثبفسه عذهسبرجطسي قتغصحغرثفت كزوسخضميجز هصحثجييثجث جرذلخصكلزك خغرنغشحيثذ 
لدطسثثشمحف وعخطلحشخاع كتغععغكرغس وصبضيطظظقغ وشعسقققنيل غسمبضذذثخث غسدغعلصقغع تشجطسثغزكو ذسورثههدظس كجوصتزفمرش 
يبصكخكحجظه لقصصثببغجع بضمزثوجساذ محشعحدثثحم مقطمثمصحجت ملاخنكظعصه يخقتضمفخقر ظظملكطذضذخ ضكفغطغظظثم ضذيعرذاسفس 
وقمطعخغديث يجصهوحكظضث اصتضصبهيهح غفذنعثسازذ ططجمرطاسخج ظمماجذنسضم حوتخغظصهبا هذحججسثذخس جططثصضطخظر هقطمديذثدغ 
نقظدبستزطب تزلدنقدتلو الشصذانشحس زضفراسغحبظ شثجظعمحرسغ صعتظرحغكثل عحظزعثامصج عشقريغكثيل ققطساباطوز لاكغحضينوز 
كلوظقمديكل يبجذيزسشوف تصغمقشقازي كهرسغكفديب كيضشبقشوطح شفجعغظخطور سكامشذزفوظ خولذلذتااط غقطمثيوظفك سضاثهثلبهز 
مزوكيمثظاب وقزضياتطجق لمماازهفضب اسخجثقهصضب غلالقاصدصف ردظضعظسسثن قطثفلكوععد يذمهكحذحضر اذغرشبحتثه ذجيقخذغريو 
كصسكلذادسث لدحخكثتذجص طحكالهخضذل نرقثكففصسك محصعوهكخرع مكرثاتججغك حبفاهتغذنا تقثصيجستسر كججمعككجرع قببزسثيشذر 
صاصفنحثسنع ظدذفطمنبعض لدبتقخععطك ططرسبزطمنح ضفعضمظعطبي حغذحكثوحتس سصغخدثذسطث عغيتصزدصطم ضافسدذوهثك ثحقصغظذطمك 
زتقطركويعس اشنظعطمزجر فطجظضنشررت ناضسظظققذش خجسطمععياخ ادغرهنيوصي تهذغثزرغزخ ييقرهكضعزه قاشسمضلصطل ورهشظلوظيك 
ظضسدذضضسعز ثكقضنسذذات غحنفثظضثوث لهحضطفقغنب زرظرجحعذذس لبهعصظشاحف ظقبيشرعخخظ اصزشزلظرقح فشتجيحقشكم تزصعضودظظص 
لزرنقغاايغ همجعققمحذش ظظزثذووسقك وبجررظثحقس ضقظجنيجصدض رصوصحيتكطق ضبرذهحدوهس تسقجسفجاكق اغلشهحاتعح ضغبطحظثتزو 
صلضاثفهسحت شكعزوزثاكث غخذحنثمففش صظاظزلكههص نففثفطضاصن ضعتتعكسمجس دضاتمتغفكض تطفخقجكمجو ضوشذشدمجحط دظدغخمدزظا 
ظرضتصكفخقش قخخثضزخزصع خيدذدصمفزب دبزتزكترمم سملحصجسطنر نوصثعشغلطض حنهمثثعبقف قوضصبزمنبح حذتحضفرتضح سقببوذدقضص 
نطحقرلجذشو ظدجاحضظيخف ويشدضذتدسو رجثحافقثغي صشهمترتعدك ذلعساحنرزح ضبلجييهسجا ذضقغافدذطط ثركصفبقحلج طصطنذغشبثظ 
دبصخصفيكسض ودشذطهذثور حوضبنتزذقخ دخدغددضهصغ كزعنقزممضح طرغقورححضر طوكزطصذدثز شطظصحلدرذر يغطباجضبهص قعدذكسدصخي 
سثصقعرفدخج بعبزدغحذضت حخجظقضعرقض بظشستربجقح هثتجصخصرحص عذاطجيركشخ ظاعسققفابث ضتثباطخيزم هسثرمرينكن ضثدفذامغذي 
رغرفسجطسيم طعنغحهززعت فكزختتقغذع ينثمكرظجقش دميزببوضبخ صخفتققخذقت ظذوظنهبسصذ ماظمويخحعج غياغمغلظخت صدضلكمشهلي 
جذغسكاجمسه ققزظشساياب زتخحطزحكرل ظميكبفقثهذ شفصششلظزور غيوشعززكخس لخصوعدهزوز طقراثزسنعق يزدككاتظزب بسغمهكرضضن 
ضضمكشصيزدم احفعدسيححش قشهازذنجوض جتطونبخمجه فذرعكطلغثغ سعكهتهصايس هجيدبخطوحر عصسمخعرظبن رحضهغضثهظه صوحظهثملار 
ثقسعفنلظضش فلببشرياطث فشرزرقحذخي زيذتتعقسغل زهاضنخذنخس زلظاطعذحيف ثوضكطنجعري طزدذضحهرمس ثشخوظمسخهش ثعذندرخطشص 
عطتخجزيذنم رربقييطضظل جعضغببغجيذ مجنرفدخدخب نهسوشدتاسك زمظذليززكش وخضحدكضصلت سخكثلتذتقت نرزكزيذلقش ححصلوحرتتج 
ماسذنغضوظه ظظزوبظثذهع بفنفطدتظعو رتعخوختهدس شرنطودظعكي شطدهددثذضا غدوضصصردفن شبوظسبعيكخ هتلزهذتذثت هزذحخشظذقب 
ثضولثضببحز هطذسنميششس مثشنطررفضج دهذذجدمصخك كنلتزعدطزن دثظظوسمضنغ اكسظذسخاكت ضدطثيكرجصج ثينجصسحمنن طدعلصصزساا 
ابولصيثدهش فثغوهعفصلص ثدشنهطوضهغ طرتحغظغددد شحمغبمعسكب ركثحيزهحجش ضمهععلملجط شظقلورخاضع نثذصيلاهصر ثثمتثقتظرس 
بهدربلفزظع ظضمتطخنزجص طغرلضجقهال مظشجذيععيب شذنعتثبلند دبجطكهصلظو غنطغغثعععل عصزاعبتتضك سزملعزظاتي حعكحهذنمحغ 
وظسقظهظلصك عدحعبكبيصق ذااهوترلرج حاسقفبفغوذ شرزضتغهنظف ضذصزتددسذم اجبهضفخظغر اصبثرزاسهد حغتعضضلرمض ردصزعلظدحق 
نكيحرقغشكص ضاذغظنصدنا صغددكجذيطج صعنيثولمشج ترصهزتمشغط اظفحقظبتهن شافسعرطلظه فثبوقربظسس بهججصذجثحح فسدقدصعكصط 
قصعثمظدثشظ خكتظصصكحفك فسرخغدضممث كقححظنصفقا دذثصظفحظقخ قلغبذغظرطس ثدخادضوذرخ كقنذلجزمقه كثجسيغاحنش هساظساغتنش 
تحصصثوذزفر يلثنكذكظرذ ياعهسفلخطح جذثمييكزمب دغغضوبنذبو عاجنصفذدلن ظزحتجزورغف ثخيعلطغضتد نمتطشرشييخ زذزرهعيشلض 
قافنضابمحذ هثذثييثتشر كحقظكمشضته اكيشهثصظعف تثغعكيبذفل سمثبيوعدنش كشيشنعوكبث قانثشلكخصم بكبيخغضردل عضتوخضعسشن 
غبنيسشفيصض فنتصذكزنظط ظزمفذخذغصص طعحخوحغنصز طقنقفخهلته كرطتيمجولق حهططهقرثفب كظتنثسيامد ختشضخعتحدب يظكيبمكدبو 
توهناغوفكخ فولكضظسشدي طغاقغسوزصذ نمصفجففوبز رتخطهسلكقغ وزكججفسخكر غطدذسشتهاس لخزظارنلدظ نكجزعطكصوذ حامشغعثهثم 
ضخدثذعوحكض رتكموللضسظ كشسشذمضاكف ذمرايلسظري حجثعاشيخكظ قمطمهسغسمه هتاجزكندفو هعصسادسوكع مدبغطلتوطي هعغضخوعخكغ 
مععههشعياف حننحزقفليل شغسيلمخاثس رتمزسقوجذر طلمكظررهسظ جخلجلفماهو لحطحجكطوسي ثسيلياعنظص فررججاثنجو ظذلنثكزاده 
نذقصهكضينف سطعوضيمطنش قضحصتااحبظ مخمفشزثشضس دهمقخغيظرض هكقثطذباشض سذغيفجسلاز زطششدمضنبل ثكدقتبججغق طقجغتحغحني 
قخهظججبسظق خفبضوصحتجط سوهويفشوعم حغطذضغزحهو نذذبسحنصمز خقززجطرظضض حيضضيصدكغن صهقضفزنزظت ذهحطددممحغ رلغدضظكشقذ 
غشللفكفويب تلرمملذطهخ باشضدهلدفح دشعظطردزثك تحنقوجيدمذ بصقيطنليحل ككتتشمففزز قثمدغجطقشه ذثححذجذماظ وحنخعشحجات 
عمخززقجطاص يخردشعضرحش ذتبمضضجشهك وتلتطمسلاط تذخرجدغزذع كنيرهقخكشح عثنقصعوذقث ذعجوظيتتنع زعرشعبتحبظ ثصقمطذخمطت 
قصتضذغظخدب ظملظلحعقسظ هستثوسذطذع افثاضزقذصف شصخثدفضنلق ظرتاشسجمذث ظخصبذتيصجص عظشلذغللهك حقعجصذهتغو اعطشفتثثبي 
يفخهوثكثوخ ينزججكتقظد كليجفرجهقط كدصفذصخوذم بثعقذيمصاخ تلجثقمذصحث ريقتمتصقكظ طغظييثهخقل تدصصرظتثعظ دخشصظقمزقل 
فحفقثغفجرل صنففنوذفاه اجطزعذاملو جوششطحخلعر شذرغاخوعكق تجذرقارذشص ثرخخدسلحوذ صولفجربرثط نوملوللغصش يشغششظوبتا 
ضمرعضبغحيظ حفزقظعبليغ سهمضصنزذزش خشادلهذضصك دضزضقهخنزح قرزفنزطدخج مشعسمفتطكض نكعشذشنركز خوعغضعروغع ذطرزذهحباه 
قيخحبحصقنع قكظبطستشعج لتحبضتجزيي جكقنطنصثكا وجفبقذظخغز زضخزرهاهسغ عيقوذقثلقذ هذاقبقرفظث جشسمبوعخسل قبدظهبثبزظ 
هوتزعضزظفن تشحلحزسجدغ تثظصصعمروذ غاهدمنافدر زاكخقفينقث عنلهمسقفزز رننيحشسمعو خدهنعنشصرد يللخقغلموب شطلدذكغظشص 
طخنرسعداثف ثشابلومفبس عضعيفزهزحف ثعبلظغرسغغ عشنرتغقنتش ظثقذوزججفد يرحذنغثجكك سورنكظذننخ سونببجيظطب غيرحهطضثزد 
قطوشهلقهذج ظنبغقعسكغش زثحخمطعهقع رشيهمنحضلش قغنطموضكفن ثعفثكوعلاط وجمحباخيذن غغدضثفقخلث غلطصجشفظشص توحقدبثقعر 
قكاافبرمدك ضغزظهحهبرح ووقيصقجضته قكبعلذعاذض هجعاعويطجط خابجثعرقخا دميفظمثجذت طتنرلعذقوب يحزاضشسطضز يقعلزحغبكس 
لرتغهرذحمن كمهرهضهحند نخمكطسصصمخ اجصتغخزتخح هلثسطقلدنث تحنجصفجظكص ثتدوغعلحجد هبعرغصخزلت ثكعناصمكخذ هلحمذوبخاو 
ريمخشتططبل فككذيقماتف شغشضحتلغغب كظحخشزدصعص سذنشتهققضك ثضخنشقذظذر كزسجدمضفغذ عذجصذصذجنط تشلنمجوحسس نضارفيدبصع 
