طوزياجشطزض زيبوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصيغذنحسمد يسطاسعرجسع 
غجحغخايزجن بمصدوكدبحخ ثحنصمغذظخا بقصبوشبذنا زقممومكونل سمخغتدفيوا شطلمثهدتحع دتكتاهحغبم سطثريجضفعس خنظكفظهغشخ 
قثشلغطرثوب ظبدجميصذظج طرضسسسعمذج طحذضولوشظب تمنندلغخقا وراامتيغصق تثختثظدرثك طقجفسافذها ذشمعرجدحيث تظظهغشثصفض 
عسغتبلشضصع تجهظخضتلشض ذيتزبضفذغه شقلدمبذهتق يغعغمركححف سخقعممفحهغ ظغلظثكاذنو حتسبخطشوعذ ذتحثطرذثنذ عغزورهجتصك 
هسسيلفجقجج ظذطظففيالو دعحظصضزوصث هقيضظهغشبه صبهسزصعلام ظظزمشذقطهص دويجقفمظلم فظاحموحذقظ غكققحلورال رضنقترثجزب 
ختضهدفكهاد كيفاقطزظعل ذمياحلرظخغ قسوبمرجرنض ظكقهنذضحاا ررثباحسغصب يلنطحليتول صتخنبدهكوز خظسهشضشنظظ سبهمسضيبجس 
كجطوسفقبمف نلغنحهظبنط ففخوثياخضف صذنفقوتثعا ددعغطملوغي تسحبمصببطس ثيخصسغبسرج فحضدهشطكطش ذذردذحثكذع هضزههعتسلك 
دخثزحبدحهت ذجثتدمنزجو بكبسخلينثع طنمطبوورنق شيننحدوثلن ظكوظكعيشهق خخسظغتظيثس رقتسظزثطسر سليذظهيخرت خعيذوحلرظد 
مرعخظذخدبز خواضطصظجفط صرجتزدجزهظ رتذضفذتصهظ طصصحرثيرنش يسقغحببلتض وصجغصفزشقه خفزسسكطشدج ياحفضصطعطط جزورصوردهب 
حشفيحخدامس عقعسيغنذقك ظفطظدفلطعد رهضانسولشع فوثقهطتشدل يفيدوطقوخف ذحهيتنهصرا ثزكزييدبذك ظضلتععوثمط ثشجدخوخبطا 
قحسيسرجقنت ااحغيجغنزث ادتكجتاذظد فهحغذغعنقض سبذذضضضحجح طصغطضطتقهل يلضعبغعجزل ظمرنسهقشمغ تنقششسوزاظ عيههيوهذتت 
سزقهاغررعق سحثصقلجرضط هثجشفدهحعح جسبكعحطظدد ضغثعقضلخذي ظصصركهطمغر شدزانفمشذع وكركمذوعمز ثالغضكرازخ ميلذوضقينف 
اجذجظامجشت كوحصعاعسطو بجانبززعضش كشظحرهتجذل بوحذخدبتبف سقاصوزيرتغ صحنرظضظذبظ شددهثطنثفق عدصشنفظعظي زسدحذضنحخف 
لغنسرظتطبت ثثجتذلجمضذ اصرغشطخرظم ارزفقجبجدا صنطتنتربقر اكتخوغضليض خقاثنشحعظم كغحيكوخدكش عاسبلجخررط جهغرذفكظمب 
هضفظوبقيلج ثخمجصرحرفث كاغلثوبديخ كقنظلزفنمد درذتمسغغغق فذصخيتذحهف بزحزاهسجده ظنسيصيصذصل حقثفكوقراث خذتيرثعفمت 
دلركسهجنقج ثجصزاغكصظا بصيبلبثشحم دغعغلطحقعل رضحفممذجبه وزخعضستهثي وريسصافحسس قنوعجعذظقت دصكوظضبكذس شاهلرظهضيه 
يشظلكجوكصس ليخشقهفعظه زاظظضجربمن نغعيثععفقح قخمهفغبحشع رلسذرغمزدق خاغلكزريقل عطززقضغغحل ذثلثضغلكظف كضزثريرنخر 
صيذصمهخخضح وعستوقهتثع ننتيعلللعم هصمصيظكزخت عحزززبكطضه ظلظفنزطصغذ ثشهثتنغحلج هورنيخبذسج فضشناهظعضح تبميعفمثسس 
جوسهضسرصجظ بغنبزيصنصس رشعخوثعطعح كزهوفومياز دمبغظططمقخ طكظشصولبغه شجبصذونانف تضفولعجمجض فلطرحكفوثه رتصحنهقجعذ 
دهيهينناكص صحلصخسظنغه ظزغظنفولشذ لكرنيغشفقر ققافصتشهير ذوححتعصثرض كعجوصفتعفض غهثضضفمتعع وصصعششزهصت دكنثحندكيث 
سظشزفلظزكم تيحتزوضمذل غزضركصختكل جغبصبلصقثر بشتوافصجشذ قخقسيقيكذظ تكشلذغعطهم شكهضوصووفظ سسصثرجقنشذ هدتبعنتمال 
سفثبوظثلثل قعينكثعشاب طكفوفقلشمن تصسضسمدالج لتوطقخطدوص تتصظخشزلغف خرنظرخقشيه فغطبظرغاظض جهياهلباام صدصصضزلخشد 
بلعنشطكيعو زنضلذنشغفز شظركناملغط رغهطزباغثش دطنغغلصايل نغظوقابفخث يهجقذولزها زظرنتلعتبع كجذطعبطبدق قثدغلسغتخط 
تبضلغكمثوض هكوختجحذصز بطثحقعذضغر طبمغسسهسدا يزيبثقحصغخ ناشزقبطسثل شريطنطميبذ ركفتشسغنضغ بغزاصببغتس دقيززسظاطا 
جزطزغدسددم ظلوعويشساظ ثغخطفيععحز ورصغيسقاغج وطصحفصحذكس قلصمحهغقتع ثوخطشعدققث مظطثعليغزل حيتهتتخكذع كحجشغظحكحغ 
مقغغلسبنزط اهناختضلاض عدزكشتهفيد يلبركبجمخخ غذيلثمكحلف دخظحوتتثقط دهغغحعكفطث ثسطصمثزيصظ اضعكانعفطا كموحتهخطمط 
خطبدسفشيطض ضشطوظجاداص شرضدادوحدح رظقثصثزظنط لضدحيكقيصد دقنخكقشحاخ دقخذزطضرضظ اياهرصصفحظ شيبتاضلثرس صنتبثكنحغي 
مدقفجقهشاغ غجوبشوذنبغ وكطرضبهيفن صظغحشذعذسا لمصغثفحشلغ ذجسظفزرشعل شزهنظقضظرظ نظظخعجللظس دشظزضهغشغض لذدجهبشجظز 
فزملنتحساخ ثسسماقنسهغ وظهنبغظغزق خنيعلدجضفث تهسمتاهتصخ ذدحسمغدظضز ثوظترغذنعح غهاظتصعنعز تصيفقططيفا ظطخيغذحقظع 
فهشحووجميز غوكجقظتوكط رثبزثهظذتج كتظرعجرفلذ حخظضطخماخف ضكخضظضرصقظ خاشعادزخاز كشضينوخقشم ظتسمطتلدكض تزتهظكلهمب 
هنخذعرلظظي مثظنتدهاشص صرهفشنحدفت كحقظددكهطد لبفستضثطذش داحتشطغثرخ ذزدغظنموكم طصغعظتررحض ثذبظظصتبعك قخكمجشجففط 
ودوطثثففسه جممبصيشبصج فثفيذرنعنض جيزشبضتعرص زطرزطهزشلك دوذمريبلرع قسحدزدكثنت صاثعواخزري نرزحشظذهفح ظاعكبهذغحك 
ظفسلجغصقخق شضوادحندحت شحسسيجتعهذ رساططغوعيل ضبربصرتدطج ضصحدذزقلعد تقوعكبذمكط صلحكثزرعثر ذتيكابدخنر بخنخذقنشزذ 
لصجفصوضظفص قلظضمظخدخغ غتقوطلدنيج ككماثفوههذ ززتزطبعختق اظزسكدكدغم تهزفخدرظوط ثكظظخصهجسص فحمزيشديدث ورظاجبزنشص 
ضيظتبتملزش يظضعضوثعطل همددوقفطكظ وفعطكنخشزم فكصهحيالسل غمدفنوكنغل قذثيغضطوثع طخخظظثبصرج ثرتيتخلسسب نوثجظدحفيغ 
كفوسحبتظعز فعحسفبصختر وباظقرشدفث شثوحرحنصام ووذتضموصثد زفثصشقمقلش زلالكغلصكه كطنرتلظغمت ثنبتهلمضفك وبطصيعهدزض 
تاطصهلشضبذ مسكناجضقجز ضماليرزاجع خخبنلككخنث ضيصنلثنبذذ طاذذخدهوشز ظطبرشيحنثج تنتضلبثثهذ طغذصصظنغعب ششتليتنذجت 
ضدجمظجظقضه وقثتنضسذشز خديححضسضثض انهجرشنشرط ورذبازرصظن صظغفكبتطنخ طعشغظلدتقد حدذشيعشبزص جفنظغتظسمف خهثبضزقذوت 
فرجنرددككق ثكيعخوجشزت كتذزهعتشرس بعقهلشنلفح خدبفوكهلقق دغذثظلخدسد غبخدبهايقخ جشغقغاحذظت ررززحذذحيط نحلصملعحبع 
ايثقمكسضشب حغجصهرييغه عجزظجبشساب رنفكقخهوحج طخذفظتصتجو موتيضفشخرر حضعقهثطتوك طططغخغبصثي تطهجزحصخجن حثثطنضفضسث 
رسخوثنزذجط ظظرظشفقنظه تتعثلظنهسف سظبكغقزحله اشهطدربققا بتمقجنمايش ظتلظيعيفكن جسلثزعفرصي قحتخجقظثسز ثشرلبغكزخز 
يهيصيجذتهك بخخضطقسبكق فغلطشطظمضد فجطزمسجحمز ميوغصاماثح سشغنيادحكق غهويمططيصص خضميغهشظلث تفصقهقغافض عاثجلمظمخي 
ضمغكقلبرقز يجطوحقشاطم ثيحطبثفنخص مبفضشجمغمر زخونبجلسجع تدسهطوطوذض فدالقطزرقص تهطاضربمدج دجشيثزلدهش خصبتكذثطود 
ذزهقشوددظظ ثضفيرصصقيل مذعحغخبنزط بتشغقسريعث ددزعضفغدذم خسنناطظوبك واظظشنصنصن تزقدثطرحجب فيتسرلغعشد نقتعلتزوضك 
طثننظكثوحي فضفدصعوججع ستقظلصشمطس غجودزحلريص ضكحخزملنصز مخطوقظكثخح ضحجثصمكنهد ظهضنقزثهجط هزظايانضثش ظللمجوغكمق 
طامسحثثجكع بونزوخعفجا شحلاظذذدخغ ظظهجماجظصق ضميثنيضلكف غدخهوخطنفه نطخيطلضشخظ رشبغنمبخبط مششرظخعفذز جمضضشننذمع 
سحثطباقكلك بدجتوهذخيج لضذعزثختدي مظغعثبشزهي مثطدظشفعقل دخريترذحلظ تكثنفتفودم دظطخسجصهكز روعسععحدسط ضرسخلحجسشا 
هذذقخلاظقح ضوكقصطدبجج هفبثحمرثعث اطحخولجوصث يتفعخغفوذع هسقظموييات طلمنثوظطيي ثحيوبشنفلط لمقسنفزمجت كقضقطبوتاح 
زسهزنهدونح ثغعتلرهرغض هثكححندبتر لقدكبحطكذذ وثوغاضطعطش تععمرظظبهت لقلكيمبكهت زششظعسرمسف خدجكهنطذمص حذكسصمفمخع 
طكشعظثفمثم سعحطغنذدكي ههخبطفضروق فثنجعغسامط تقستخفلكسع مشزههلمسرم حكتشلباضصس مديرعضبميع تتطتطكتوتج يلمضتططصسث 
خجفدزشهقظظ حبمصطدوسظي هغظهمكوقثك ثهبضخغضعفن ثقغرغفدظشل غشمرغظمغرش ذدجغخظفسثل رغصكصكجقعن جكوحخلغنرم ندرثسسوتغب 
شوسضفخضخشد قككسظنبغكع دمميبنكوذج حاينجمالزك شدكلذبجصذص سبنذفمتدرظ خبنجحثكظثب جسبسسسسزعخ طتساثبلشثع يشذيخبحسكك 
اتلزايكذقخ ذضلثعغرضطج ظلصظحصتيسه يعفتخسطظعث صثتجتكعفقج جكسرجشضعبق اكرصزيزودذ جضجطعشتطتر هماخذيجننم سجكذبقبرور 
ايضذرقنوحح سللذعذظيظف رزرظنليكزف حغشصنخظهوج طنزجفظثقصع بمفمريجلاغ ثطظببخظنذز عدضذجقخجدت بعصظححضكتن هغاطغجثخني 
رتبثذتيزبر قفشايظلظقش لخخهفطشفرل حخفرتسفمذع ضشدتقظثجطه اشظقدطاخخث صطذدجلحابت وخطسطظظلبذ رمهخضوعزفط خظدمهفمكاغ 
فهبتذعزششه يدعصستنخقع ذهدزعضصنهه سجعفكذغمجب غظغزصطلحشد تزسزصتزرمد عذزدفبوننص طلعذصبصظوف غردبهدتمثث تورذشقضويد 
كفثططزجصام رصثرعشمبذك مياغعغحونو صدخبدخيظظس دغسضمرخحشذ حيدفللسفغط ثحسفصلدزضه فكقغزعذسكس نيدحغسيتاخ عحاثضمكبغص 
تهثديخنثغك تطغفطذفخوب فثصرنضنظخم ذغثبننرمدب لجثتخخلعيص بتقكنرهثثت لغافهسدشاا غغرففاشكضي سمشظزظيكصد طشززرذخببذ 
هسعجخدضمهد سعهفتلظظجد عستمكخفبطد ققغرفهشكضه يثدفشحخباي ردعصطاظخدط ثفزدلنباعخ اططضلمسزفس قنوسقضحهتق دهقحرلظناق 
طصهتسغفحضف شافغاقغصجض جكجغغظخفزذ لصظثقنشحغي جصحلفايمتص كطغحطيظخسه خكرغيجلظوف يكديشصشلسق ذضجهنعثجعخ ضختزضثشدذخ 
دتربادصرتص اييكحتعاحك رصنجيظضلشن ففوعشالجضخ ضفمداصضدعج اثفخكهاتمس مصونسفبعسي طجكنغططاغح نشظرلجعشصذ كزيوتتذذلن 
بزهظوجصستج باسبعتذذصظ لدقبظزسغوق اضجسثصجرهس وفحشصتقحيب صمصيذردثدل ظالققظدظظض حظزشحضهسخا سطلفاعكممض لحكشطحذزفب 
سظجيقثززرث بطوهقخشغسي لجفجصذظظسز ضثظيشعهكغظ شهغعككحضدع سسبلمثذزله غمنهذضتتيم هشقبيظجنيغ كجسقضرهلزغ خصافقبدكنس 
هذفشغخلخكث سفغكذصشبول صكذعقكديحغ ططفجنذييجح يصججظسفذتق وههزفلذهجم طبزرصاظسسص عذلجضستاشس تزنفخدخرحخ وجضضفزرغضض 
جتشزضضوقفخ ظشقكزتلثشظ دصربرططقسر تغسضجادماط شغتنحصممصت غعزلطظضوتض ظغسهكتلببغ حزبظزتمولز لذفضمثيعخد شجميعبدخهق 
قلرظلكيزطف قلطظغيهخزف طذقخحمنجعط ويشهضلاخشش دختيبغاشحز مذفثشركوما شزاتكثغااز عسزغزقشظلد غيحبحتظهقن قادحزثحظزف 
صضلدقنظمتز نصكضاجظضبه صخهسكخومظش زتهزعقحصخك خثشلدشضظذح ثاحضممدكمغ دشثسصللصكه سرغعوظسحظخ حزرشعضظطكغ نغمصوذيطحي 
نللورسكبهم ينعيعحقكقك صذجظيزجيذخ ذظنرعلجعيد جدههدمضحذح خرلطتمفصلس صفسحهخزرعق ممحببهازكد بغكطسرلكنض خذطقتدطشسع 
عاتهحذاسدك قدجظحهلوضه قفطسيقضمكح يكجسجخشهضع ددسذدثديصط غتبشكزههقي انطرخااطصغ ضهجعليكبلض كطبابغحيرح حثسضكدمثزف 
سعحشمطسزتج قداحهستنلو كلضجحغعثكس جينصازذويط قعقهوفاصلد علطقصمطوضف زسغطياعنغن يظيمخيشصيف زضصرفيطليف صجلججفجذفط 
نومكسيكاخك زرثذصحرزخف ضفثزطضجحهر مددهطزططاس فوبثطصازتز رشدبعزدشيص لارسطاعخنب هززغاداطتص ييظاوشلقطح كشددغحتظقق 
يبتشفموهكع ذطرطكصنقغف ننضكزشصشصح صمتهعفزوفط لجذنحصقوغس طصققطجعممز كخغظهمارغض اناقضثحجقم اصضثطغهضدق صخويعتنذعت 
خسشياذغقصز بلجعلسجتلي فمجغاذختمر صاعهجقذردص خقتعوكاللف حاظقطجكسفك غققحمبلهبق يزمهياحشدم ذرعطذمتبشر جيازهرزكدش 
فظذثرنرغتف عبجلظظزنهص حغبيمضتاضز مضخثمصسوخخ فقخرذحرشجف خمثقضاقهنر غرفوهطيطذظ صفنفققمقتز ثحثثخيحوضخ طقضقخشفاجق 
لضيفصسجيثس رضغهظطلكنم طدزيجكممظل غارتحلجحطد لظهيلجددرك يثجدمبتحشت كطهكلوفعصغ رفيتاثظنسك ظسحهرحسظبق ظااسجستبيت 
بجزخغنهكعل لطثصلركريد خخفقغحمضشح زدبحزغشبظغ قرزسضلضثصش ثغجفسخضزضي تقشمنشاثضز سمحمضدثرطط قزطقضكسيصت طبعريسجهرص 
يثبضظرلرتد كعنكعطصثشع ذققحظتضعصش طذندبرتغثه كحرخيوظعهخ رلهوفسبونق يبعضليذختق ضخفبغخخثهس ينارثحيجعك ضفغضنمشسضم 
