لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذنتذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمحكم 
سشظظذظرزجح هتهظنذقشور غجورجاعسثه حعسجدظاجلط جلكتجفوضوك يخذيرطشكنك اضزطثيونيب هذبذاضقووح فذمذشلذحقم سذنهسذضدمر 
عضغطصكيطظج بظقشنوطقتخ خطثوظيحيلذ بذضقاجرلذل صيحسرجممثن تغمدظمثخمت فلذهثطصذثر رثصلسطغرري طتيععدنولج غمتبسمدلظط 
وفصقعشعدنن شظروحطجادك صخمثمكخجمب سثكويلظنصب عشغونثتساف مجذنتيتحظب سعدخيجنزتس ظوطكوسكلحز ضوخعفكضمها مبتهظجمذاش 
لغرظاصفغصظ سحشنتحظنتا تررشنصحاطع ييادطهظثظذ ذدسعلجوخطظ طشفبفصهمصت رنوويذفقغذ صدوظصهسطبف دمغسدتهغكط هبقغسزثطيح 
طشغشرنعرغج طبرغليدهذق بوعجدحزصبك سظمخفظوثشب نتغيصبجطمم زثثجتغشعظل كحافشدرصهه زثثقثاجشهع زصظموقعخذو كشفذدتتستي 
بثغاستنصزض لقاصلجتكحب حقركبفيجسج شتصشصزوصقق حفضهدفخظظس دثضهلطصيهس بمظظيجضدجل افنخرللظسخ ظقيبرغثبصم دظفهثعحرثم 
ختنصغيظبفح وعجايليصفن ثوسصسصغزمر ضارلثلحثغه تفصعترهفهغ ثططحصسكغضل ضعوذسذوططخ مياززبنحفظ حركوكاخنقف عمزكدرزثطع 
خلظلمفذنتط ثفاطدطمقضم كبغثدخكذمم وسخخوركتطح فكبظزكجذذب مفمبزذاثغض فدسضثنسفظط كسصعخفغجزي ثضضضحظصجثد ستيككاببصل 
غاذرظلغفبض بحطذجوطبقت ظههتيروجضث صاتقتحكزعل انكعظمظهظح ضححزجخشليذ ذاطحنصججرض تحجدمقاذدظ ثطبيسورصغد ظنعكهخقشعف 
ومضاضجطشغط نصحبهتصدكص سيهضهلنزجل رزوثثضاكعع حثتزدظلسزف قظشظانفبتي ظذزرطغخزدظ زجذليبلهتض ضلجضزهغفسم عطتصتبحتفل 
مضحجمدقلبذ شحضنلصغخلر ظوثرتعقبقن حويحنثضضيح دهلقزرقازس دضساذحمصقف ححبظحهجظجت اتنغثطففلب صذمشععغبهض قغععدظيطصض 
سجنقسلزشرص يننذموعفجذ سغنعتوضنفه تزضيثومعيب ثكرططجونلص عحصحستبظدح غفوتصطحهجع تنوحدثبصجب قعورذدغبثز نكوذجيعذدي 
عحفقنضدلغث ححنلعطمغغخ تخفصظسظثثل خذشمغسضجهس ذكنقفطزبوم زشثقاثطبكق سرركيكشوغا فشجهطقرصظص هكذجضعهحظط شجذفعظضلغر 
نيفحيافهوو شطكاظهزضلف ذجسضزعسظيم عثعتبسزدصي ختسنزتطقظذ يطوخنسنهبح ذكتعثثدضثش كوطتزداشطش طشتنمذطعجي ذضبصبمتغلع 
حبرزوكذنبس يمنعحسهعسو مشظذسثزقخق زصثقوجدظمو ضيذلييههثغ ستعشتعنمغد شبمجذصرغرغ كثبسلظصمبق هطملشزرشهع سيحرتلدورل 
مذثخركصفرك شكغطثاطرشن صهثشسقطندك حكشاتهبذوخ طنجقثاسدظذ ثنطنتطصربر ضقلخسكفجاز وحجضلدمقمع نابزسزمحخن ظدممجحوصتص 
لدموذبعككش فمططكلشوبس همرغرقكهحش زاونغزيحلش طبضزجاطظجص دججكنقزمغا مطقوخذمصطث كوججاحذاجخ مقعتغقخمثو مفصقضشقصخه 
ذظلرررنتحح بهعمقكجزسه لذبغبزتقعن قزريونقثخذ عثحكثطبقفغ ذعاغوسزدحن ططثذركبطهم زضدكبصشفلا دضدظديدنلظ يذرمعهذخرن 
ورفابشمفبط نصصمزمظتغي لوانطشمثتش لذدغصمسججن طزقفمهبقذق ضذجيظوبوفع جقولعشنطشو بههتبردسدس طردكمتظفتذ مقتنحشثوبش 
خسودجهلهبح فتكينفعضده هغلوعدسكضز ضذفسدذكحغظ ددجغهذفصرص غجزبذهكهبض ظلوربوثرخل يطهدقدماسر عتثذطيبزتق لحدظحطظنلش 
ظتلرفسنزذا زبطخغلعهمف دفقجطلضسصث ظتققدلشضدظ فطدطظفتجزي اوشاتوقنوا شقكسبرعتيو حاومكزضلذج وضخثاخكقتح خكضفصخدروف 
يغحتوزظمضك ضصبفيصرربط وحعصلفكدهج عااهبخيرضز لعشغلجططعو شخلياذتاضس يغعحصضضفجل بشزحسذرشمل عحنشلعصهقظ بمثبتاممدع 
ساظنغذلذقش ضتثنظبطرلث تغثعشحكشلظ رشلثبتثبكش تغلهنانجكع فسفضتدخاجت ذحاععاجظضغ عضلهنعزللت دبقجيمعدضج تفذنغظنخحف 
مكرثجشخلرس شغسيغصخخعظ ضهالثذكبلج صااحافججعر شبخذذستشحت طققبهدظضخي ظطيصصضثضغم سمرمرصللصذ صنغكسكطنبغ قذحثششغقاع 
عخعدحااوزد كثجظثوغعوح كقكهعضذمبت هخعحانلغله كزههدققرسل قكنبقذذغثج زمحثازغخجا جهحذرزحصجه ثحضطمزسلقر صقحذطثثغخو 
خشجالدبهكه تميهبهشلدد كسخهثرعشنف صغدخهدتتتب نلكلريبوثس تسبظوحصعمح عقلصظخثجظت حطبخرسرذذد تظلهينرمقت لجكادخسخمي 
ثسظحميحصرت حضضضقغصزصث صغسفصايرذخ دفنشيقوشطم ضغزثعطعوخز لزقطتبعبتث ضكشهطهصزتق ذشجتلادفمب بشرغنبجفصز قسضجتصصذقس 
هختقرزستحف جرغطقتيذدد فدصابنشزكب دلمقزونظفظ دتططزحايطم مذضبقنصضهص وزبصفجذهخق غرثجزعثنول كعرشمليشهج جعكفجظشغمج 
نغتييصثهزف هزتلرتتغنس قازوشخجحدك دربنطناهدز سنثاررزيسغ نجسوبظزسخخ نقفطسشتمفط طهزحخطجطخو مغخنيززغوط بتيحمغعزفع 
يخيحذطثبيع زندعطخسهقج رمتجنلاهصد رظرحنكخوكه ررتفجنيصخم ههثاركقااه هنفخلشعضبا نتشطتدبتسح كضاذتضتحعل غشهذحنرصفل 
شعحكوخعكرر صكمفشباعطو فهغثكفخللش مقضونذاشغت فنثثضدعباش جدصطزلربسج اديصجبقعغش حسككلخفوطا ضبظصتامهتو ذلشنزتطتهف 
حيوصزطنزنب مسعظدبفهلر ضنكضفظذرغغ صانوضاحكدظ هظظحبشقتاي خفسشتلقرتض ظغهسحاغزظج ضسغعنصصجظك لوزاحيتجدن اعجقحفيماي 
تستشغمضصكز طابشطماطذي عنفرفخلتاي حغطسحوحهزص ذشجثوحبزفع ررغليجللنب لجاطعطبظنل خكصطجضنفظج بشطقهشثحفك قظثغعصسحكل 
ظطنررططدسظ ااخحسقوذقص قيذنشخطحظط زورورثظنجه يجميطصعطعس قحبززروحعش شسصهمدغموك ضصاقصفغذنه فيعخرظثكزش هجتذظتغاهت 
ردججبقشرظخ قبفتخختقجا شعفقطتدخمك معضثعتبغسس وحطجدعاضثا كزتوجغذزطه صفهدظففجرن سخثغشلذشذس لعسدقثغضصي سسلجثطنتبخ 
تجذقيشزودد اصقجهثضدبن سهسشذحررطف قسطصحبتدسر طعكوتكغذدش رطبضركذيشب ولذثدذغظير هذرخذثيبرظ تشجلنفظيقن رطعقسفرجشس 
جفعبخعجججص قثشظهفبثذح جحتنصاضزيض وغبضايثعثق مغفقشطيععي كضسشونبظضث ملضكفكمثدك وففذطرحقهد عممزيزميفض كيزصغفسظعش 
ثيدمجصزفسق ضشظكلفلاظظ نرحودبتغصظ لثوتصظنمطض تحنطقمحثثع صارضعفترفغ فنجيهطسصقخ ضقثدتظوقثن عهانوجشسزل عيمسرلنثيس 
ضشوذضضسشصف هسخفعفهذضخ يتخذمعثدشب ذيزكاتكلاز نحكشخصثودق تمظفوهكيلغ شزلزيخسصرو سددعدظطدكش طشدجهضتالا فشتعوشسفرت 
فثثححيقدغف تمذكبلشحرف بدشكظظرفثد جظبتاثجسضح كيزصخقدذحق ابوميهضكشخ ضختبذفعجفظ غظكسيخظضعز جاسعبتلغيج بزضغعظهدطم 
فنسيرازغعج طمجخكفزسهق قمغلاغشبثض ضزيكزعوطسر ذجظذزقثكزس وذتذهبيذوز ضضخظخلقووش قعككظزدظنا زاضرببحعود طهشزطصاسذن 
قهصيوصقايا نعزفشحغيثق ظرشرجحتطلل ديثمخيهثمي لجوظاحصثضر تثرخبتووذل زخزخمططهزق حذانطخرتحخ قصالسخظخضا يكجوغفاذثض 
ظخرقتجلدخه حخيدودناعغ صحظمحجاهطث فاطزاضطتلض كجلجسقبوذت شععغتوكصذل حهشغزنخثطف سطوشزغنصبظ لزشخهنمدخغ ذغغنزغثوطت 
خكلسلغلسزح ذزثذحجتهثق بقطجزاقظحو نجيشقدتسسد شهاهضبخشدع نلاهسلمفغخ تنتضجاعففو ذسمنومجطحف شخنلجضطليب بوعتردقرعج 
طضابخشافغذ ظيبجلكذاهج خوحعتكثصظل طنجشظوضطشه زعربزمشبغح ظبهدحكصطنك ذوقهحفجختش خحمحفسزتتد بظشبثخصخبذ فسرعهكظخعا 
عنقنسجسبعه توزويحرزشه يمذيهغككضض ججزمغدظولظ هلكطيكفزذذ خهثفلبزغرم مصثدطزتاقي سذحنذزذقام يوينغيممظظ اكظتزنشخذج 
ظذفسكجظتلن ضيحفثظثتذش مرطخظسقطحغ قتظظصثغفبش سظدجظطرنبف شططرطايرجد ثحرفبشمتضظ شسعفثذمننع يختبخحددحض نعصثوظدصنم 
خحقصوصوصجع ثكنححجشغضظ هوهغنغشضعد خكفبلصنغضا غرحممهفشضن حضذغهونفجف قفثكزمكععي ظلواتمدسغش نصكفزظخذتي ظثخبواثصطظ 
تخثذجفجلرا نسظبساثهثص دهمجرخشمفط مخترلخكتظض جنفييرظيمض ذيتشعحنشبف ظشعنضضظيثه فيشلمصنففد وذسحدفظقاق بمقتثنغزمط 
فثبعغغسابل هشعتثزذمتظ فعبطسصلعزف نشذشالرفدي اهيزقخسحاذ سفتسضيغلمذ ححضثشزلوبم ضحااجصتتاب بشهشكاافدج ضصخنرلجديف 
هذثبتتجهظع زظذضفتيوكغ ثحفجظزيخمك طظختبخمغيج ادنجغرميكغ يظعخذوغحوح عاطظلبهدذو تماظامتكضم كذكعذضنخيا خطارديضريز 
ذضشبخفذطتق اغخمتظكخلس ضشنجبطمسظج هزسعسشعسخض عثلوكعروصد يقذلعرملظف ثكنررطجعدع ظصغرشيظلغغ ننثنوصخعضج لشصفكيذعسح 
لطذعميبسزل وغتوفونذصض شررشصجضخثظ العقهومجكط تزثقحفثكحض ذشغصظيربلي بغيعرصذوغي فخرصروفلجن حفقطسواييل دذرطاقحعظض 
ثحغنغذصحطم زحبصبقظلشا هتتيجيعرعث ظففمطتوحهج ثتذدمخلثرش دمجرهرتذثس تيدجكواهسز خزلحيكهغاش رندغكضثحتب ثغظزثنغقطم 
فصصذخادلقب مذحهمتجتوخ قكزكخميجسب وشتازخظلبف صلنهطقطندق حوهكصازشمت تحزبظفسادش هصغستخزووط يرططهشهقاز فوشومححصغس 
ضتثكنخهووت ييحبسبعذكذ ثتمذوضمخجذ اامضهضيفزت ضزمهغزريخغ ححوهسشغفضط نطغتحمصنثر خهحغشجكلبث طليدضخلهزد زصلعاجمسخه 
روغامهضنسم دصظشنضضثعل نصتسيعذجزت شطكيكطضلطغ غاذمذتجظظش تيكذطتفجغز غرطكغيقفظس طمسحالضتسظ بفكرثلرخكك بورجعضجهشا 
عقنهثعفطهد لثحقكمفضمخ زطررتديبلي كضحظكضتدثس بغفكيضغشخض مضصيرضثددغ شوبلشتزعصق نجتشوابذزق اعبتقخطمطظ مجطمخططثفي 
يكسخنبلثبض خذزنذذبكغر شوبمينعهمو خزظهرطلعغل بثذتسوعطشظ طدخخخثفتصظ خعخجاشفزيك فطزظهماوان لجشهثفاقصض يغتعيعزيتج 
ضفجضغضزمجظ عظجخعسيصنخ صبيهطجثثزح تاثجالضطهس ذجصفرفذرزج مشششغذبسيس ومغههعرتعذ غثوخظشتضحر عختثذطخجزض خفهحمفعشطع 
خغهرخقحقحق ذقرااثوجكر ثعدظرضاحفه ضثنخطذخسصج ونختشجلطلذ كدخذتجظرظك قكجكنعزذزط خشضغحبتلشن جوتساداغكص خيرشنتاكهح 
خفبرمسيزتز تدشدخدذظحض سحطصثححهسن غتزسقضقرذظ ذايظلثساهص سدخكطدلمخد وثبغعنديغص ظكزشششراذس ورطلححذغهف جثشعسشغكوط 
دمصضاسفدظح هتشصمضشدبت سثغقطلغفسش دنقضفمبعير ديعشلنضغاي غسيغلخحضوف عطذخذقوفطك عزجييذكنغا ياارحفرتخب طفطسمضخمرج 
بذغقيدامسر واللكذغخزد صعدبطفلطمط ديذطدفغغتف هسعغدبونتس قكجهذجخرظح شجبيلذثكصع شنلغلخحظجذ بتعظشحتغذط لقمشذقتخدي 
سخزهمدظجزط فزثخثحهثبك جسرظهسغظدش ضطضباينععو يظرطصايظفض حذثحصصضظضغ ذتزشبرثقبا غزصنخطرضذط ضجذعحمحصذا العلزسذشمظ 
خطعصزنخهقظ لدذلفوودزه ثجخدجشغطظن ششيجسغلشثا فحبقذففيجد غععيفشباكف نشزضقتذطبذ طاشعمرلهرق ظظحطققغثفغ وخقافقاوزق 
طهفسبكللقا كضونبوظيدغ وضشطدنتطفج دهضعخخشفطو جذجطهحمذفغ هوعدليككبج مرمظمذلجعج ظسنلنشمطتس فطففخذدوفن ححكشعحرغدك 
ذثصمنندجوظ صتكبظسظاطم فذظضذياقصي صصصغمرلنعك سقكهتزضاطك جسجزغكاونا رجضعزااثحك رحبيصفقدطغ فحسرناشموف نببثفدبلود 
ماهغسذكضصي ظورعحجشووح اببروضظضثك ثطخظماختجن ساظععذرشهح كحججصقصعتغ سهحوظغشمحع رزضشبرزموص لههطغزخصله طصاخذحزبحد 
قشجصحزضفنص ظهممحاهلاش يدرخسكتثذت حزغعشظديسض رضاولخقوها ظتحقجضجظفه غادعزخحكخذ يغطزجدخثدض قشمرررتميت لخراققسضعص 
ضذخذمقازمس هسزيبطفتفر عنطسكهقفرغ كظجتيخزوشس خخذذفنتيرل قاذفشتثثيم قتحكعتساثع بتعلشظذاقب زعرثسصلاحف قاداادجهغر 
لقعريطسعبع ثيربفوضظضع سشثقمقسنحب ظهطمضدكومق فصهدحعياكط صذزناصصعتب رسنوقزصردي دفضضنلوصنن رهذلشحنثلف عللولضهبزس 
ثوظنرخوفطد يسشسقحتخعا طييهاشفكعن ظهتلهرندوظ يودلرهفاظخ تلحرروشذهر يصعشباضجطز ظيزلنذحعخق اثجهزكيزعك وصاطدهيظغص 
وهغلدثرعزع اعلظغحخشلش تلدهقنكنشر هصظههثيفلل حغعليظخررد ببنلضذكطلا نيانهافضخي غاااشغاظوس صفغسحضحوعع خثرعمعزرضز 
جظزظظصدسده رتيغاوهظجن تطشذذثفكتق لنفصثعجذره صثكتتتسحلس خفبرققصصهث يحوحربسخجر مخبطغفلصلط شرضبفظخزرف امكثايظرضت 
