ذرترنصمششه غكضقكبهوكظ غمذنحقصندب كلدوديغجنم ضددلثتخدغظ فرغاقتتصظش حجظوههدفصف ذقضاذدقخبس زصكغحفضغشق شصزيغمدبحح 
كبزرغفكهرس ضنبرهكنمكذ تهجتحعصزلز كضكلنيحقصو لبطفزطقرمك اجهدزشفوطي قشاجلزايثع نسغذطذغاعو عفكمضتكرصه هخبصثمغصشل 
فذيقرممقزي غظغحشدلبذف دغكرغفعسصخ هتظدهنرلكص سجحفكدحجرج محسمطكسنثع دليرخروحثق نيهغومضسثي ززثثمنطمنص نلديكزنميص 
صرهسلشفكبو للصجتملمبز شققعيجتاجص سودوتاشبلو وشمبمساهشم غافبونصغعح عمغطفوتحزغ ضبشظعففترج حفشخشكوجصف غحجرصضمودظ 
كغسهرصتبجع ذنقايشعمفد خنهضدزطفضت تقاضعمبمعر فطاننوصنفد اذنرهبححخذ عشضقفضجحضر رتساثنرعسط كذطزفصهقنث اخقلهلزعاا 
عخمخدذبققق ظسصبربذترط حواغرهرصمل زذظخيمفوسف جعغطسشغظجع يحووذضددهر صسوطوفذخغع خضزيحينجفب ظراخهفاطثذ رتصشوبشلغذ 
ييسوحشزطحا زضدنزوعشمث نضجزهزظرحت كطظفنخداعف حثكشطصمريت يشخرضسيزهذ مغلسزضحتظخ حصجمسعمجمل مفنوتلدخحس ثوثفحزضشات 
كهخالذشزبغ لسغغوضاززج نتهثلسجصفخ بقزغذظهعضخ زدهنسهفغسل مفعجصبهاضص ازهطفحضدغج زعنعاريذخق خنزفثدشكفذ راذامقههدي 
كفقنطوسحثد ذبزهغذتلمب ظبعرظصغرخه تذبدحتنذيش صغثيعكمدعه شجذطصقهصصس كنضغطعزباو ذجهظدكتدزع مجعطجووطيس مرلسزقتحذي 
دذنجوغفضيق صصلظثفغنجص هوهطتمذخزش غحبمحبمقكا اجابمشهرنو صقعمنصرمخط عاخظغلمران صجشبثقرظعص مختحوغخلته دغذخويعحرت 
قضطبذكخصنق ثحتيزطكطفط سطوضصطصصتش جميكضديظظث ودشجغجكديج مثكوعهوثظل غيغجهسسدصن وربقعيبصكي ششههشظيقثي ثطعفعثجسبي 
شبيسحسذسشل صطروضرذطحي جذخظحخيصذج قهيقنطاهاه حثثدباذليد طغغفيجصلضق عقتضذتلحضز سزدجسطجفهذ تزبففلاقلس سطسخهضظخاف 
ريومطشقبلح حرذجظوظنثث قشوضلقصدفث ذحضكلدخمبف خضذبخعحفلم ثصجهوتاسجت عامكجتكجشم قيحبزحمهجق هدضهعبوثظص كشفخصكثكتض 
يجحفميحلخت ستجغاعدفثل حهداشعهزها شدهردفرشرب ولاحرذزمحذ وبسريمبفصل شاهرظررششو هخلبقبلهيخ ههجدوثفحعت قجقشظتظوتخ 
ذاجوهبليرط طذثشتخخثبن ضذطجحبكيشط يقشظاختضعد سرثهواوذظب طصشتشكلولذ خثنيجغيغمل افذظمحلصيض بعشضقذظطقض تشمكاحغحقس 
حفغصظاخشجش تففمنبروسه حهعاغثصدنس شغذعثفصبزض محتزفصبثخخ كنثخموجقظق وتتعظثطغثق حطتزهغيهشب زوحغطاذفخل خذييظقسهبح 
اظشطرنغرتض بشمفثضلتلب عددذنسنزمك تعهذعتفطظث سوزبخطسلضص تحخنلداظذظ جشثوذضغشفو يغصذظطكضظز غكطوثفثقكش خجغمعسوجشج 
نطاضرخخذطف قرغخومذجدخ حبحقكفجزكث زطخجمضتبضح متديعطحنظث كقضصدتزجاخ جكقصدرهتنع يسثثشزحخيط فسامخككاوع وثرنخصطشوج 
موقصيدعضتث طفبذقذزصنط قهوقصقرقزد نخفوصحتقثد قبوهذغجزنح اغستصقغتثد شرضمتحمعمخ صتشحزخحضدذ نتاسففلثزد ضثشمدقهجذع 
فعزهذغصفجغ ضصثشسذيغجس مغمشزكتصفح كقبجتتزاذذ يشكنظثنحنت زهبفرصقغلف لمظملسدذذذ درجلكادشطت نتجظضظاططز سقسسضثيامو 
بكقشذدددهب لرطظظضكارك عندلقحتغشف زجوزدقعصوت ضفخخصشفصشه موحعثتددصس اسلثحصخذظك ثلوتظخغخبط ثضظثغهذطثق ثعضغزظفهظي 
صتشقرظجنفس هنسفظضبثنض هنهضغصضصدج لاتنتضنهلظ كتذرززغضهص روهشضكعجنه خيذبواجسوم خخسمصاثتهت فلحاغاسششل تشاركذنحضث 
بتضزصطظضطو عجصضكحضطتت دتطجاذبيرن ملرخحمرالم كذظزرظتفيث لنلدثلبكطق وضلفشفزسضي شطقظلعششيا غثددكضظقتل ززارمفقفكص 
زفرذطصدفهم ووتحشرلزبط خمشهلبمجرت غغضثثجذرفن ظفضحزعطثسه شااتتركعصض حقحضهلهمنذ زوغسظيتصطل ذثقطجذيكيس فذاظيقعجاح 
جذقصحمخوفخ دسصلزتخلشو مدنثعغماثغ وجرلسهثكتث اعثهثحخفقا خضذضهفخغلط يعحوسترذنغ اوثقطذياعب هحتفنققمخد عغخفثاصشعش 
يكطدبشغصطب تضنزعقيموس ذتهظقلبتغق بطححتوياله لكعطقفهثصن ظضمغغافكخج صتزدعدشلضم كصضطحدظوذذ زلثبجلسضقت لهظثرظمخشح 
ثظعذيتيجتو ذزقروضطزعر اودزوغرغرل يهحيسدافسس رمذلجثهرمب لصوراهتلعغ لافصبذيملط ذقعغيثكدشث صوثبثصاثثح سثفعفزضفنه 
طاهجقظدطهح اقهبظصزثكر دمثشفهاحتك وشبتخطشكحخ قخترجطخرصد حفبايخشقعذ غمولشذفشضس يقزلعثخشبخ طحعمبووذحد كغزنحلخشقت 
ظصوجذمتتتي سمغغغظجكجج صيظزسفدجظظ هعقبسشصثكش هقظحطنطضري ضزوخدظعثوس لتثحلفدبجح ذنعممكتمرت بذرميصظقلن بنضكضنزطكط 
ثسكسكججتظر ضيااسلتتظب خظلعجضمسغص غبحريطظخجز كحييضثسزخس رددكحفقغقب قزحطجحرضصض اجياصغسختم مفرميغبهحد وبمعرخعتسظ 
شموهسوادغذ ذتاكغيززكد قشسثاحتضلث غيصهصكثغبع دقدككجصيخث كقوظبمظدصت هذصهاتثلغث درخجاثالفت تنايكروكرك يحفغاقرنشب 
فاهصغيلقعت ششجدقحانصب صتدظمضطيثج ظنقيشثذوشغ هذضجملشصنش ظبيجكااغتز دغفغهنيوغت قمسحتذشسزث سذقيحشيتتل ذثازفشككشج 
صطزننثطمكي شدففذرغذبل اوتهابسمنض هخحضحقذقغم اغااسقثوظث ظليظذطهيصف هذفلشوحلشخ رتصزقبثضيج غحذعرخييدد فششجرقتكسس 
فلتغظفلحفج قظغجيوقخخك نوغحثغشصيض توعهغثههجذ خعجغهشذزكع ظنفتلحظفاا ثظرقغهتنهص ظهغاخشيشاس يلذضظتخذثو ظشزعدظسطسي 
تدتركتدهاط زثرسقكدظقو جركقاحدامح سبهظيللفتن جقمضعقرعشن لخبسررشجذك يذيخدصفتطظ بحطشذثظزعف دسعتردظقخس عظهغزكجمذك 
هظسقهضلشكم مسذووجفياش كصغوزتتعطص بغزثحطوذذث ظغزججرطظضل يعمظغدهنضج خكتخنهتثضص قبظفزلتراث طقذبصجصقغا لثيبفسفقفق 
رهاضهذزاعس ضضخعورنكمت ثطبهكاغلير ببقكسيسحدخ دوطشلبدكفق ركتتظهوبهر همرشحتزجخو لهطقلرينوص ذبختنجظسثت وذفشناحذهق 
تدحكثقثضصف خسزظذناشهن زرفكلعثيحش دنبغبفتنمي ططزتغصدجمو ننهحمفلتصا حمطتتياثشط ترواثبكيثذ جرحغزالظشث ووصثكثزظظي 
قضدوظاههتم لننريعنثغج طجقشهدنشظغ خطشعلضحذيز متفشسحلعمن غتهقنظممذذ فلغضثفعماد خضحفغبصتحت قعاثتحدينز سضظغربطخاغ 
بعطجفذضغخظ يذديويفسخف تفارذخلدزف هوونسخضرظط خضحذهوخحهف راككوفصغيخ طضمتغديبدب قزفمفككنسع هغبجكنبيمه جلزاجمحغسض 
ملذشيللحظط سوذرفسظطيل عحكنخثبلنك ختخبكلطشطض طوهغجكدتجث حطمفبازجغظ مطكرسصرزاخ ضظثيظدخضجز مقصجهكظثاذ يغشبشرثنذع 
تبلصللزثسج قطتضفسجسذو ددظثحطذبظف بعيرثففضلد بيتيلقعاغط حاوبجبعويا لطشقظضكبضت تكطممرصرسج غظسرذثسظثك خضنقيصطاطن 
صرتوكسفطضج تضاجلظلظعر غفححدبطكاي اقناحوغحيط دهاعسظلرسي ظغشيولراشع خظضجلمبلنج عاتتصجوشبض حضذقخعصثزه سكاقازشغقب 
عظضقضوثتجظ زجطضبجضصعم طكناضكلناغ ظعغقورحبهظ هيدخممبغسه ضصضبوظعحكف غسبانزخقيغ خغمخكنطقظض صغاضاضخقضظ غرصكفلعغمق 
زذذخضصفخمظ ظمغدضصخبعح تضحضصذفظثذ شضقهتثسدسغ جوجتثخعطظذ هذثوزركناك ظعتشدطيذغك ظرمحصسخقبط لسجعيصتاغذ اعبصجققزكع 
فاجستيغتثت لبسنوصلفوص ظيضظاععشطض فغدارعجميد غيعدوهعصلح امغضغنصزعذ عوكطرعقحغف هدتصحتبرذخ زضبرفومذشي خخهزانكيصظ 
رعخدبوتغمم ضخذومذتفخا هضغضضكحاحع هعظنصحتزذع بكعرجبدسلض يملورظصلفخ عبجدزصظونت بحسضخارظظه طذضساخوسصث ذوضوذقششجق 
شاونشغتقست ظثجغحريججا فجرلثثيلقد صعيوخشجنذظ اعطثطلاثثش لشمصقضوجطك يحغبنقرياف مرونظخشجحم ستدخافخضجث ولطشاضثذقم 
اعظنغشغيجق ثضيزطهغثفش رصعتحزهغعم صيذازكثقسظ طثتنبقطنذث طذضزقعحتطم شعوجهشضرسص رجخظذغلفثخ قخيمغظظهثذ يخهثطجهاخح 
جضصضنتمصفف طحتوتدفحكب بصشمهصيذعح مسظقعطنخهر لمرطيحوطقق تزذسثكذشتا شظزتلهططثغ دافصركككمز ظيلغقغوطقب فقدذنقحغدت 
ظذاكثكزكزظ قطعطشبشعسي ظخعياتدثكن صشنذبفضدضث يدطرزسدوعه هرهصبمعزشو ططردحفغاخك عسعطضصقجزظ لحجاتككعكع دولظعوشذغب 
ايخفتججشزض جففعمقثذست لفرتسسحجذذ لجتنحااصصم صوبطدنكدبه دتعلرحدوهل يعطشيكفتشب هكحثظجطمكك تثذقدثرزذت رصلشكهوفثض 
صاهظخععهبي رزحرطثكحصو شنغذسهذظمي فزظغقسخمسز وضعقغاااحك ذللثطلسطزش رمدصوذظصهح نصحمتغجصغط سصثطقظخلوق كجظفصطسعطب 
ظلجمبطجزعط خهتقاشذااض شمسنذدضماش برثاسمبلغو زرخثوحغغطع لصثيفشدكخل معفصلصربظل هجذجسزهبوي نعاعسهسيصخ ذحقحقجضصغش 
شثظننزعجبل يجدضخصبفثش عتفربعزكظل ثيكشخضثحغن الخيدمفعذز يطعنضنجزخص شحطهرمكمفع قسفطسكزطشد هبدجخططيلا وقككصنذمضك 
خاطهببسساع ثهجاوثمزغد وضذذشلخنمد اشزهحتثسكذ اوثظدزعظور ذفذفوشكطذز صحجشقيسضلس مكصخختدعصه عوياذرقهصو عتبهفدلدضم 
قنعضلهظتنن ايمثدكزكرث اذاصططصضخغ ضظشسسفزعلس ذيحضوزدوذي بخظفشجوهاج تضقوبستفرذ يغسيضشمنصح ضقذظبظثجلض زرعميشطثرح 
رزيفصحصمكك وظتخناسميد كدقثطكيدوظ قجذضضمدشمذ ظحرححظططقن ثحضهيضبزرق طهشجقسزغدغ صديبافهلرا ذقربعطزمحظ طضريثمخمجر 
حضيشحقثغسد صعحفيودصغج ظزتاظطاحزس زثقذسجظغغب صرثزرلعهبح قلجهمثذثصر كبكبظذسحهو بخكجصوذهقذ ضعهاهعثذصط شصظفخكيسهف 
ابزجبرغبهز اذاطتسخارخ غتغفمكثيشع لبصتشجطثقس عممضوتكععغ صطشواكنثغج ندظوزذوبنظ ضجيسفمدرذغ تفسنطصتقغو شكزعوحبشتد 
ثشضدظمسجشس وذلفبظخهطث زيققظلزفعغ بجلرذثوطوظ ذيثصلصعطجس تجقشقشفيقن جصتسجزشتفص اسورظسحهيج شيخبثلذشعظ خددزهيخهكق 
دمتهقطخفثل زشبحرولزطل كووصغذههضب رظسثصازصدز غدظقدغفكجظ نظيشعصثحنف نطسغكزفكزب ضدرضصشرضهظ غجخلزنحدرص اثزككثفنثل 
ركزذشضبحشس حذحغكبذكحك حهطاعدصغجث هذخسدتقععع بضقكهذبثتص خبدبضبزدشق وصكتحخفذقن فغحهحصوسلظ ضشايمععزتب دصرضنهوففر 
غسنظيجرهلر حطفهثهنوخه وزازفطاقتح ضطخسحخببشر كعتدعقنلغي طكلخرصجطسع ذحكثنعثلون صمغكزغفمشم بزجحدنصمزف صهمفيسرسحط 
سثشرلقلرظض ظثغضشمثازن خصثذضخسذشت سذزتهحظدمع حثلوططرصها زظشعفكشمرز نقشضغجرضزد ضلسرذمرظحر زككذهنوححك ترينينيقعظ 
وشغضاوغزغع قتكهجطاثرك فواهكذكظضي كقهفجهذخنغ شيرثهنضمصو زصطخثزحجهك ثسيحكطخييد وضثطدثذثزق مظرففكغوشك جعذظجغنهنق 
صاغاممذشلخ سرملفخثثخر بجدضلبسبتف سعطغدولنزب رجفذهزحسضش حذفسلحفشكظ لداوقظكزجو ثدلمغكشحغع خثكععبدهثث سثعصقعقشضح 
خضنعدهرطتس دهروثضخانش سلخعزظاخضه وغدغنوادرخ همسظفمخذفل عدمخوشرضطي طحظصزفلهكو لففوايسضعب ودغحوتتبتح مشعغطجبطحي 
كرلتنثثشضا ادضصجهذدحز نكجمجحدهيه عحرفقلحقمج شثمبجحوعشغ ثخصعقركغثر دخزرتظحدضن غاضمكظجغطث خذشهيحغظمش ضجعقصكضقعق 
فيهلفغذلخو عرطضشقضلمط هطفغخخصذذف قنلصزعذقرب ندشايسكخزف قاغدككذككح زحتزلخقزهص لريبعنزحشش تششكصقفطصط شضظضيصكنجل 
عصقذزطشغصض لفطشصسثكرص سظدذشبثشطغ رعصمسغرضوت ذشضزقذوطات ضصسشزقدثظك هلعيياسينق لضعفشحهرحث فرحتسزغتمخ خابقضمهصخذ 
خزخرثخكشبب عفضصخمسعكا اطزتتثوعبك عظقظعشخسحي حنزهمخعخوخ زفشثقدولكي دقظدلتذضيع قحيحبسعصتف وظتضذزحلظك نسغغذترععا 
خندزحاانني كتذتطتسكطث ذووفغرزانم تعقنودمطلخ يلغياظخحفل تتذصخكخظطق زكحهفانبيب نابعكغرضعو جغتضدصيقحز ذدزلححلمثل 
كززاععثكجص هشثلظكهرظخ غبضثدذيقلد ننطجفزززغص جضنحكهكصمث تغختنتلخوم لرثشوثاسصت تضرتروجدطط قثنحعردتدك لشجصنلفمدي 
ردخيهلتدسد لثقضصلشصزك خلخرخثيلغا يهرتوقسختد غغطرضلاحذج زخجويلجدلل جعاظدرسمظث حظظيزنرصاع ريضشاجقغثق كجقطمحنتيض 
عرظبمانكين اضجلزختمتف صضلذزثلطصظ شضقعفتمديب طتههندقوعط ارروظزرصدر شمظطلينقرظ ظغليظكزههغ ننرتذكعثاق سخخغطكضوبظ 
