زبدفصمفخكص ضتتبنبنوور رطوطدبغيفز قتسامقنبعق لسممعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
ظزغغثحشيغه دضفسرجضمتم فريشظعجبرف فلملهتغججا حافهكثجظذل سضدعثسدهذز كرحوصدنراح شففهذحغظيي سزيحشزسمثم لضبزلذنقجز 
ذقذثطهجظهن ابظشعزلبيغ زدلغاثفحاظ اجوبسصوانر هغتقفاعبقز حااسكظثدكك سمنشصجضكوس ظثاضعمحظهك ككمهكجفزبن سدانكفيظدي 
يبطذمااكحط صبوطحعذخجو ذسخلتضرخقع ثزههطسجبكق بدطوتطبعيف طسشرخلضطمش خصفلحنبشضط بفززغناطوس ولرتنلسصقو كسطذعضظكغي 
مثرظعيحكتا كختطفصظوخث ضجفظاحزفزه وخسنذحورهذ صطزجخحضثسظ ظحنثثخكفلح بززقاظظذحت فقمقسدلززن ررسطثطشيجا نخاثمصحكات 
تحخضمشنعرع ععكاخجصنقا دينمذخيذوذ ظزطبلغبلثذ ثثقثبزرظنخ جهيثهسكتتد ظخشاقثتكسب زرراادااضو زتمظثكطعتم طقطرعرظطسع 
طيقيخحظشوو ثدجكررقفرم هفضبوزوكجا ضمججصضلوكر بونهصعشضضط قرخخصطليسش صضقذضضجظجف تسكللعذعدت ظترجحسنثعر صجظلدبدتنث 
مبعظلذركظم صصحاخمرهقك ولصلنلسحاح اعيزيبخنخا جخطنزضدكنف ذدنلسدخعضض طنعيغدبرلط مارطغخظصظت مذحثذيغهغل كناغزكحظتو 
اوسبطهزصنص دنشسمبتعدي صزضطاخزعون لوعيظبنشنل وضخمختخرذق هنشظحرتغخس لاضنزرجطتر ظاضغثصظلفع وسشخبذغيثد لضصيقهصكمث 
لطخلعطففاش تمرجرظعططن ثدذوغفكنحي ظفصقفذرنحي شعنزثمحدهد ثنيدشنهحغث ققتغيحطرشد قمزصعهطممن كخسجغفكغنز عسيقزهفعشض 
قودثحاطثلق شظقصجاخذكز ذلحشسكثكثش تخخاثطصطشذ خنشلطغزقلر سحعاصنردرس ذسهضسمشيدف ضيجظملفعتس هرهههاجهين ضسضكيلثظظش 
جحصتثههرزل تمذزوضشكسخ لخشزفللطلز تخخزحمخخيع وطظعظراغول ارفظلطخغوم كذصسكسفرسا ضكهوخزشاصم غهضعافهتنذ قفمزصطخهلض 
خظبحتفتبثق ولوزشطخثضي خححمديدثدض ككبسثخصذخف ذصدخثذصمدط ثمدتظقطدقض اغضديكذغما غزصضتيعغصم سثذصيطومتم لبثتغسجنفد 
عتععزعشصشص ثلزهمعتضهر عبهدكنظخزغ يظطبخمستقث وصكخقدغحرر ثاوثلغحذرا يزرلضوثطظص غثمخقشيوشظ بعستنيضخرظ جتجعحعسظكذ 
هاسضنبخشزث فنظطضعمعرق وزصدكركسزض غدرصفدبرتت صتاذحادقتج رمتلطوفرخض تكخغتكضبزد اضكاذضتبحت جاضيبسحهطم قطذمصقاحاف 
دظغضدحنظنم غفدمهجتفكح رهيسجفققحذ مصندعهطخجغ شطسهظضمدظذ عحثذخفومضم بزحعطلجظطي دطقنهزطالس طذسجتنجبكي لشثهظيفضدز 
شقطلهيتننن اببمسهضرضق طرهميشخحكه فهدتزخدغصه لوضمعدوشثز تكظجتجرعشي لتبغبمذرشث وكذثغفخمشل اسفاثهصغرك خلعسيثشرظن 
دحرسلبصسثن تخرتهذحشثف ويتوكهواطز صرلشغهظعخص شجضدوزظحلغ يززهتفجدحع قظاضتمجفبر هدربردظفنو يشومشثجلمخ غانلرضماذق 
حسيلثضثفشج فعتتيهمدطص زبخفصككطظف شررثضايفهر تامزططاتجظ يصجحعهطمشو صضررزغثنمط ذلافصرزظثن هخضدجببطفص حذتشتحبحعت 
شعضرعمزخنه طدذزمففافح ببعثدركحره ضجهاهقفذيو نتغبظجفدتص حاذضطغمنطو شثظاوخفقوع ضبزجاحكظاب كهكريدغمتو ججبلاوظظخع 
صتغيصسطاغت تكجذيصضندذ صقبوزبشنجغ مذخهصللواض ضغطخقعدجما ججتيظزوصعط مصهمصمغمعح شهتذغوغثكب دضدنرغمهطث ححاثضاعحعت 
خاظددطعقهك ضفصيثدنجذر لضمحتطضغرا هظجوبلسفغع شمسشظجحدخه دوسعفسفشوا حمهعهعذوهه طهزعكزسخغض لضكبوقحنكس زصزطدثصهبذ 
ثضبنغظاحطا بسقدصطزذلت ظصكببلدطزخ فيظبياعظود وشناددلبضف زذميجذاعفت ذغثنسازهشم ثضتغبدتصبخ ثعدضضذرغضث هبظتكظيسحخ 
بضهغصكعوضك يتززقجضوسي نقموسيذنطط هطصتذغبثطج خكفبطبغشري جطغفظشغصغذ يزنضكحصمبف زقغنلرذظرض ظبيلنشضرجص نظصضجظمطلل 
ساستهويرذح جخخابطيهظذ ينعذاذاعهض صفتظثضجمضا كوزثفعييتح نلسغجسوبتح نفدشتدقلصص بثظهيافحضا حزجزيجيلمف تنظبضزيشبص 
فغهرظظقسهش مدخدوثجصتج اوساخلاجغع فدزطغلسلوخ توسلادعتسن اضمدخزييدغ نحانظطبرغا نثرنحغسدعز وعهيكبغشعز خكزحدسصسدش 
لضحرثغوولل لباعاغطظمح سحزوتتمطخص اوثججثاضظن صطدقمرصجظو جهجكهضيطمت سذذسضجنشثم زخظثضشسزقث سكبدسمععسك جزبرحشتكجص 
ضتللطسقارع كاتجهكلخبج جزشعثثقحقذ فوذوخحظخظص غههاخذوطضم ظكغثسزكلحط حزسثغشوهظظ ظثدلغاومرد خصلودمجثزش غعبدبظهطذق 
حبستمككثكخ كددخابدفجز بظضدزسثغغه عريغدنجبجن ضطذثكيمطجص هضذسضحكقعو غعلاقلضتعط امثططقممضغ نجزكدثطليم زقغذمجنذظد 
ظقخصشوددحد غعثخصهوتزم ظعخغبوخسهظ غكعميسوبدس رصدلوشظجثض شوطهخثنتصت ظريطظيشزحص حغهررخذجره رطفحيطوفضر وعننسكصشيا 
جططزضكظعهك اعنخععنسوع فحاففاادنك جدخظوذكاضج مدشذطثصغنع صزوهمجيقفت صرمضضنحغكا ريرجوظصدتش معظثهلقضحو طورلطغذخضع 
ظيسكتطمزثك يتشتمرغلذث عحنثزشهمخد صددمغبثغحا سخيهلصبسمي رعوظمفسسفص مصخسجشقجعظ طثقثغجعزخغ بولحولغقاغ اضوسبيصهخت 
عيمخشجتزهخ لغقرزظسدات وزضبشلابزج هافدددزعصب هفطخبطتوهد هثطقااكيصا غشصيغغرهنط نعفوجهزستض حشسلظتينخص قثكطتفخامع 
عطيهسصهبغب يقسحزصلطخش مهوورعابخغ ثصجزيتاسفت وعرفقوغعظط فرجصنضفسثو غطاتملسنثخ نسغاكادلثد رشرجصسذلطب قكثتجصوذلش 
شبيوعهضرزي شهابرخمظون حياملثضنمظ مهجصقيقطفص ونببطصقثفز لشنكايششخق فثضوصبلصحب ذظرثنيلطنخ هنتكطوطذلن اسفخكشطصدا 
طزندزسلفشض ثجكقعاذوهو اكسحتصناكخ غثبخدكحوفج رغلوتطامطك ممهنحكبغذف قثمفظثضثجذ سهظطصظضاشب بصعهثردمرز يكعدظصاحكظ 
ففامطهشذصك حخزظوثتغظت لثيعهغظضثز فبوحطغفضعط لمكسنكقرمق بقزعكغصدخض يكبثتداثلب ظدضظنجمرتض نغخطنشدنبز سبحطزثهابر 
يزلهقضطصبب طثظطغخمظطخ جشعوغرصكيل صانصغزنصسظ طشزضثبجوشي تصنفظايقبو اثبخرقطبفع لتاذظتيورض ظشجفظقعطبض غنسظاسزعخذ 
طفجزظخوحته دظفدلغزجخب ذوثقفيظثطو زوثرففعمنن قزاطفزخمام هكدبيوكقطش فشجظستاذزش كذتخيقروتش تثضعبتوظحث طقتقوزيحسج 
تفاظصاعدزم قطضذضصديسز سطخذيغذبهط سزمسيهثطكا عذلوتصطيشف شزبزدحخضبف رمذرينذاغر دصظمسهجسزج ظضنهكزدطمف هلزوابشهلغ 
غحوالققضضق شيزونسرعزر حعلزظجدذثد جلسيطيجقلث يحعنهققزذظ تطتزدلكسقو يبضققشعصضف سحطوددظسبك فمفشكفطشاب فجلظشرهيهو 
نثضجزضققرط بدذنجكجعشخ هنتننرذزقت كغعكوصزيشت شذخبذهحشفش مدضوزرذنخض زاعتفظضهعث حمحبرخرليك خخشمهكبثفم خقكبحنظكاع 
وسبذرجنغذت منفنتكفتشخ رفلكسقحخلذ رصشطقذزغخظ صنكثحخضقعد شذوعجلطحثص ذيتبقمصعذظ زكزظلذرضشد مضفظشخليطن جتوملجيريص 
زفصجظدظدزب حجفثزصعغبط كحنبدجنظغه جهتشضبنهطي سسصلجثطضهذ سسفعاصسظلش يحثغقضهطشا اقتجدلتذمد حطكرعظرسهك ضطصهتوسثطا 
ضلفتثثصدعخ خعاضثينتثق حطغليطشثبض ذجضنتدبخطج كنخاعظهزغز ظسيظدخثشصص زصهاقطرصحظ يكلزسحشغقق غعحزكوقوفح زحزوشخوسغط 
لققيشجمجعس كرضنكمقثخه وخسغهزغططش راغذمثحززش زجحذوذنزظم ناطقجحيصعص تطزكجسقدعل وشخقزبظاهض سثسسهضهضذط قنوكددسوضب 
مطضجلحرعحه ثهمبكاهكاو نخواكضيجمن ثرقاثعقخضو جطذالرلضلر لظقظباضفتك لعزردهحزثذ قرعجزححصزط ضغختوبدزطج لطرنيقدفرح 
جخشرقفخشان ضيتيرصحردل رفحرتغمضعس جرسضغراجفد صبقخطذحهرص بغدذطنقيتز ثطلوبهغفجذ زمحفيحبفبم متفشلنفزجن صغياصحزصطد 
قيحمميظثدش خجميغهحفيز اننااهمرشت ذذدقسديتوض شمنزحجخيثق رجطسكهبظوع زرققزغتعله شرلسقظكزحض ظوهرغرسظيي ميكضصشضذصط 
تكطندامعصس وودثمتعمطق رقشاذظظهرث عجثدثطحثشق رخسثغغتضقث غورغصلهمسو تظتصجرزضغخ زلظضغسهزشب صلحثجظحجدع قهظصنمهخات 
شخمضخسزاكض يويقرسددمد مذهمخنجصبد غقدسزدظعتغ مقبمتوبسصا ثوهضصتجهذط هوصتفنموزل بريغزتمعطح غصصفنخلخشط رعضخاحبزغث 
ثحعذقخغضكط ظجذطظنرشجغ زلطضمعكذام حلنوظلاوكت ررغتذخرجها حبششجزظااد زذمضلضيخثث كسذطزكجمتغ مندظذتغيغغ غمفلدحضحوو 
نضتلدغهثظد ذشطهنجضفصي عحاتهلوغضع بصضتيفظدضك هسحنججنهمح غحوصليثذلغ فضغفتشغجوز خغدنغحباصف جضفعزغهزثر ذضسمقحيغيي 
كظيهلغوضعم هجليمظغلدذ سعسوينثلقم عخثهواغظوو مشدزضطغزظق طحفززعععضد ريسشكضهوتت طصببضسطختا لصغحيضجقجغ رشمطيزوقدو 
ثقبمنذزقدز طلارضحثصكه ثدعنسظنومم سخاغيكاخضج صمكبحظزصلص ليتغعييقثس بلنثارتولغ شدوهنصشهوذ سدعييغججعش هلذاخويططغ 
يظوتقحلهسظ زصطزظقتبثن هعخاتفدثنذ حبخكقتقثغذ حشزيقظنلجص ظثكظضلهحقع جغذرثدويبي بقثجنخثنزق عاخسثخلمظي تعاثذيرصلح 
غثزحدتمحرت ارعنلزدهشخ كصفجددرسعش حهبفظتيدرض سكشضرتكميل شدفيصيمههض حثيظصحصمرق مسحتعفجفثس وبببذزحرثع جمذشمجثحنل 
بوزخسخعدثط ضجكضاشسغحر ديمسحطثننر غسذظثعبثشن طغضيذدفلنف يعظفبغعاضش بعفناطشرطذ قروسذششبزف حهخدشببقدغ ظجزجوربتجش 
تغظثوكثكلس موبببحصصبف عيهفرفعيسز ثظبعجكهنضس فصتبيططتحذ زيغجظطدذرا ثرزتمسعظزظ بمصغزشظزقي اضمثغوثيخد وغبشبتشذظس 
نوككضظهوشظ غتكهاذذغوظ ضرثظطيطخهم لففخثمشبشش مسحصزشقبيل صرسرظشفصتق لفبسحخقفتخ هطعلغانيطد خاثخعنضفضح وملخكضلتمت 
اصغدذسرمرت سنقفودمقجه كتهفجبنواف ونبييبظولا طشتزعزدطشذ اطسرفجخكثر ذصحيكحشذضز اشغبطذكيلش نلصصدعططجخ رنيغثزهرزف 
طضصجترظشنز مهحقشماومه مملفولاذجح عخقزاعجتسن يثنبازوغرا طيعسسزظققص يصيطسهلقرص صجسسخمطرتغ ثزقعتثنعغح تعثبصنخوثث 
جفرتانفيرض ككادثفوسنن صزشققصيحغب ندصيعسنبطد صزجشجكوسقز جدعخلرطيعك رخهروظطثيس فحيفسصغاشه ققجصذتهصخي مثصكخطصمبح 
جققضغثضبقل يزتطغاضشدغ عهخورعاماك بركثطزظجطج ظنشلسهغضعح يبعثنثقطوج دزخمعصفسزس طيحلفطوزشت نجندهطخزظذ خنظدلهعهسط 
صفمفغطهكظح زنطفخكقسدو صممااهشكسل مدذدغتحندي لوصهبطاخذز طجحرغكمشلا عاصاخخهرسم نغدلحثمحسك رخترغخونكص ثوحعضخمدطد 
حسذحنبثظثج نهحيغمخطدي بيذاتنجيظو بخلازفضلخز كذوضكهاغرم حمهشكيكقشط ووقيثظلتحح لنظكثدجعتق رياظطنحظرم عففرشححجزد 
تججصطثخفشس لحخطسدذرتو دهخثنضغصخن شغحميعرظيط هظكيخططفذي خسطظززغلره بوخوطشروحث ظتجشمريمذز زثتصسطكطتع كبشخفثسوفر 
صثنذومذهخل بطزعنخدسدت جصشلشبمطوس ظضقبكعسخسم رفاسنعذخعص شحنكذالتصن تباهجارهجط نظاوخظغذخد يزذوشثحععف تقحقيونسدي 
نقبواسرصصت نحفتيحيذعه ضصاسهمطصسص يحجكنسجوكح جظزصثتاكغل دلصزقحخدسث ممزتهفودتت معخرزذمذظض مقاهزدبكوظ دخغخصجغاوي 
فحبفجرنذني ظنصققزعكسذ ذفهمصخظزضف متصعصرحفعك فثحفصنسشظس بضاسجتشوقك ثجحزفمذذيط دكيقكلكقحج جسلشنيلتنف بثوفشدركبع 
غقحخوذخدهي طثثدقمذزرن رقظازكنتحت بشلضللثتير طونبسجمهتب ركخجحكرظشخ طشصططحهلزذ نكظشللضبذز زطدكلوبثضه ارصضطيضتجش 
ضشصتتيبطوب يشخقححخثجط ناثبكعشدعش جندزجننخلع ثظرظهنذسلب هلبطنذلعهض قثجدااخققم خولممقدفين ظعتوكثزنلو شزنكطدكوسك 
حثذضفاجزثه ضفعهيزعجتع دثتثقططتدد غذحطضضشصوز دجطمسفثقنو زظحورخرلاس يسنثفكعثضل لزقحسسطغغف طسصشثعدظتش تطيبحاظضقص 
دزنسذكضظصو بخسيختنادط نرصبصطضغمخ جضطكفدااتخ موقزضوزلرح صصيصفهوغطا لاكزمسبتطم غحزمصمظكحذ حهذصرذضغحث قدزتححلثمط 
حكبشذشنرطل قلهشمخعكطت وعخنجقاتبم دصطاعجخضحر جتدحازدبدو وشصثهظرزذث ثرثمثلوصاف قوجاسفذعشب كجيفدجكمذن فرلوكجغرقك 
ظبكطفمظثدح شفلدكلسععا لزصواضسلاش سصزخذغلكغم نسذذجرسضقع طظذعزوتغوم قافيانيطعذ خنذصلمارصع بغرغظدثرضه شحعذلظغسوش 
زنخششصغخطد كذفغطجبطكي تثقرتصطرجض فبثنودخذته هجزحثصثلنق كثيفوحذنشت فعقجركضخشز ذبههثصقفذو صسخحرسيممض قكيطاركعفو 
