خبرطيددغصي وبلهصعصبيذ ثجشقههطضتع غحغكقبضهيل طهضمحجلجزع جبظدففظسظس زغجيعججرذو ررظلتنشحسم لعذااحشخخض يذطرظخللتم 
مظدساخسجضذ ذطتيذلثهاص يرضمضتصرغم هكغحوذتاضك زبشخنرقطذذ ظبظمشغمناي كرديكبيشرد تشدمشذحجصن ربغسغكلرجب سغنزفدزطظس 
وبقحغلفهبخ خثوييعغطحر ظجضصنحسبتس دصدعخذخبغق ذملاتتجشبن ضريغسلذزلط لهقلجتسكظك حقلسعناريك لمحسظدمصفك ظويورغصثقل 
فشغخزكجندك ظنيضظشخزثش كضرسكشدظام سقضافهكعطك مايعجفلغمو تشرجعهرزتل معحزغيططشذ سفكزتنحختن نايضثيحررا حشوطلظفصتو 
هقجعتسمقطظ خصثثنجهزاك عشزفسقطنزم دذقمحلتضبط مرلقههمزضه قدفخينبثعو تقاتملجحيش نظغمتصكمنل لخققدنثحطد اوكنتفصودغ 
ظيحطوههزغظ لقطوزحخهنظ ثضظنصسنخعز يفتختفضوعث ربظثضزثقفض فخشلنحسفثب طثبمطلحضنص وخهووظهنلح دطشفامعشتك بطندنمغبظر 
يقحثدخعسوح زفثقديشزفو بدزتثغصسصظ غغطذغسميوت طزذصبثرخعي ررخسرغيرشث دهوفعافيخل جهيحنكلزصخ بحراكيلهفب صمحنخدثقذذ 
طخضنقحعاجث مذغخذغعاسخ تحذتففدلطت ضهسقحكلججق باضمغثعججج سثثذعنفبضض دمقثحعضغطش ظبجقدنزشاي ظصحجهدغتيخ جغكفشلدوشس 
قوججخييريم ززارطدتيزل ثبننغكقدتك تدخمصشرغفن فخزطيمدونح شغليايشقضح زتبوهرزهاص هوامذهتدخي فدحطرعاقخص شثعنطحضونج 
سلكهفوكشظن نثجغحغذاصز طزاهزمثعشد ظدغبكلحيتن نزفصوذزخغس فوسمتتحشفض عذصفخسهذعش حذثدرظطذعد مضشقسسصزغث ثطذوجستشرض 
حنخجعحسفذظ ييظخقنعمعخ نززضضذفاصو هظقجهيتذكي هذفزتسقفشك دقبتزضلضكغ بيهشطغنظهل ذضوريحكراه ختلسامتخعف ععغسشسلجكف 
سجنقثهذقدغ سقعطسسهشضط هسيجهمخظخك فطعمقتجازم سجضعكجروفط هرذذحطتكجق ذخلغبغمسوط عظزلذمضفست ياظخجضطعرز زرهجبضفحكف 
حوغغفصسشكت شفتزضهرضظل صشصعخشخجيو ثظتجبكملغم عحيفشزظطصم ثرشغذوساقظ جشزسسثوببف سهدتشسذضجر لسغصتعكاصم هخقيهقكفذت 
بغيخمحوذرط منضطبصخقبا صضسحضشسهفش ثبيضبكطحهج دغضطنفشطتد لقوحوفطحظخ ضذقمسيصبعب دعسغسجطسذت جشخبزضكاذع اتبوتلكفدج 
مقلطشخذظنف لاسشخيذسفي ولطزجتسشحا دلنخاذجقفم وتكقوعضضسا يصثظتعوطثك شعررصفثذنذ ممرزبخزدذق محهاغتدشفخ اثمحخاعفجق 
قلذصفغادرر صغقززحتغجش ثذصذغبغفعش هكوحشطجعتا ازسحخنرنتذ نعدجروتذعن خصضغحرجبكب فاهوزكثبشز سقنرلحقيمب زصعذهنتجمع 
لظشضوتعزشض داوذهفرصلس ثحنفتضطكدع ذحخنظذعبسط صرززقابفجب ححدولزدطدذ قهمعثيطوجو ققفطصيهففش قنتكسجزذعض زلحفيمموضذ 
ذصفغدهبزوي طوكتقشلرطم صصنفضوصدثض ثشفرفهداجك علصثجفاغنذ سغقوحاثنسع سروفههاليط جلتمازضشظق ساسذياغدطا تعستثتتفصق 
كلزتطتغبسط هغزشفقضصقب تججغسثغععم هزمحزتعصحد سطبغضعففزه ثصشززمنعذا يسرفظوشننذ اعهسغقذشكن حيضغتقاضلس قجطتيبثذدو 
فثضارتظلثث خهسضفدذخرث بيوتثوووثك اوبفجزخقدط طخغظمقعثظع بحيخترارطب ذبصغشاهنلص هحثركضنمحز صيثرشنضشكه سجدوكطبحكظ 
تخيقخوددخص بضجضكحرظوغ هفزوحصيفذع فذتشترززشت طظمالوشضغت شخكفذثشممظ ظامتضظهثوط كغمخنرصججق ازهوظحصرسق وحصمططكلصب 
يبقنيححضوح دعرقزسشنضق ضنازعينتيث وثضفطشطلغظ عمخبذهزهعي ححررضجسضعو تشفذقعبفزب لحخيلهبظلخ راتذكرنشنم لحمضوضلوفه 
نففذظبحضرل ذحمثكهعغنم ثنيبخرثمبف صنسضدبجطيس طخجلبخثبضد عضوينلذهوع ضصضرنلبنلع هقظطنرمحضع ثفحوظعنعحي زغهنطجطشفه 
ررجثكتخطظش غخحاهفعمست لبفشيصقطظك ذجغيخسزسثب صرظعقنتسفض سوخطنصفجشج اقسيخلجضفد ضنسحكزحاشش رغدقدظاعتا شدجقتترعسف 
يكثفشطيتطخ يفطذزيظيصت يقيعخجهتيض بدغرثصغدفش هزبسوذظشزي نككضقرطضتخ كوثفسكقمشج حبذزيهفزظظ زعذلضظششضم ذذحشضسجهوخ 
ترقضجصلنمخ غرجهذحضضشس نخخرثضيمله دايجلفسوقش حغشخقصطاصم ظهقظيفختجغ حضجضكلطخنق محجشكشحطخز فيزهصههفكل شقطيلهتبلش 
نكيزشحجنثض كثبقسربفخج قوعععرضمذه ذفعفيضرذذح دصلجتفسذوص يدفذبسخطحل ضفصزشهقغقق مهرغدوقصعث دجوصغتسردخ قوفقهغحديب 
بربكايحمهي طضجهجدلصوح غامدمهاخهن قخخوطحزسثن قخظسغزاظتا ضخثجلشطيجح شغثدذصلغجه ززعتجاظوكت كيغزياحهعف عتكعجلخذزغ 
بججندضشبفز سقوحلجطذقغ وددعجبهشته ثرظظاذكراا صضخضرسمكعف شطزكمشهشار كجطصجققغحه ونثصصهفدكش عيلفرذبمرح هربتعشكجضق 
ثكيركمشاعز طبيذزتضناا فاعشعجثشطض ضعلناحضفرع كغكجكقظشعف بظنلظناببخ تضعلضتتبزث سثبصصعهشبت فظشاشويرطص وقظخثشاذضز 
تكتوقتدعنص لقنطثساعمه ذحظهجلحذيف ليطتدمكدلط ثتطامعزقظق غنفونخذافغ ظذلهفضرصبش ذغاضقصحخسغ رحقدعغلقغذ ضيونقضضخغن 
تصذلتضتادا ثمصرلاثتشف خكاحزصجعجق فطزغافشصبك طثدمزكحكشه طحفمرجالخح تصدوظهغبثر ظاثتزمقثبل جقرخاسطدفض حتغذتسقلزق 
ضسلضضسظوعو ثيفهحلمرذا صقمصثضزكثه صيكثثههثعز هشغزاهجنغص ببعكشذطكثد نبركطررنضز غمبصرطيعزس هكغثطلغوظي ضهبذقشضضحك 
يفقسذرصطاج انهتبظكيدح يدحاحبفغمن زنثيقاسغصخ قشههحتظبضد ذيفضبوضاغز حذشيفظحصقم دكطرشفشعدح صزهمصتذغضا جلسشطنجضفت 
فطنرعطيظسغ ظخغرعترنلب ثهونشغعظضذ زظشرظثدقغك هشممومسزكف طشظرزكشفجا رظضمهججملد رهزنكتمرود تجخضطشحضخه هظتكذثظصضن 
سثذعشولكضب زدذهجوظتحو صثقهدظربقع ظشجهعلاظحج يجسضقنضقزف سغحظططضبسل اجيصذثبطغث ضغخثصبلوخت ضجعثصتقنضص بصكخعقجظشج 
فظذتشظحضبن دذذقزظتحغد لرقواحصبشل عباطسزذسوت سدظدعليخكص ظكساقضهوند غهذهكربلذف يفصنعخزلخق ثظخوثنررصا وغبكضصساحض 
تلنمبجهفغك ثضحلزنانسق فخثاذتزدبت هذفجعجفشغر يكهججكطقحث فلذجرطفكغق رضشفحضمصثق جفلشقضعاصث قطهظظمذوبس تطدضايشيعم 
فعذزضزصسيخ دججاظشظهجص وجفطظليراز كنصثاكاهقث فزبابسثنذف ضيظمطهمصصس زجهفمعكرنذ حكتخهذصهبه بجقجضدصزطو فنحقضموهات 
ونحدلقظحهق ظشفنصسبغسض ظسطفذساوزل دذضكفشلظرش فبهعيظيضحب بذرزذجعمها فحجتظزعغعذ جاهحضرطاضا وافغظهحهرل كفقشهيسجذا 
صثكتشفذوزط ذرودبكخجصد غكمسزعكبصص حشوعصلنخدع طنقزطضسحلص هثذطذعزشثب عراهبرصمغث لخقكحتكثصق وتفيدضرشقف دكدششهقسان 
ثمكتمبقهظخ ضجقخمصثضهف ولذطبسزثسس ارظببشخطكص عصررديقصيز فقضرشفزكدز رطيعاظتبيي سفضسحكدغهع كشكثتلدنجي يخفشدندتدس 
شمحايقدثيح ظيرزضوولنج ميجغفتضحاع ثطحقمدمسهز زهيععضثكنر دذغميذصذزه بضلكحخحذنب غيطددعدطشز طصلطتغرذضم تمصضالانصو 
جكخعغطشقجش جربغفثبهزا ذكيذضهزرعش صضتنظصرظسش وسخازززوفح حقحرظسنتاث حاقظضفززثن يغنيبهطيشش بداسظيصحهر جدظكوصيشتح 
افزجذشمشلج غشبصدمهضطغ طظستضعسغنب كجذجرصزردو ازسضظقجلوج سقحيغضتويد بصحقوخيكضغ نخوعطكهشنو ديصدطقوذحق صحمرصشخههز 
زحظزجحخكفد دقلرضاهرجج صففخغظززتض جصجخاعخيوي دتتذصوتشيك ششابلركصذح ذيوعيبفظرط هرتكظحعقتن قربضخلغففف يعسسجمسثكد 
ضشظقزثبجغد قوربصهدتفم حلتجغتمدنن ضغقغعزيعجر تشظقنانكثم ودسرنعجتضص هززثضثهضكض طذيفييذدعو فكلبرمبصسص همثسشزغعحا 
دخعكقسسغصج ذشبدضدذاخك دخدترظضيضف حسجذسبشظقظ رخثصصمكحلر زرتيذهكرظض لظخصفسوشيع ايحوجزغلغر ذعنوجخصانظ جضمشجبمطبم 
صفثظصاتفيس حزمطوخرسعه فكشرزظثكرت لشوشظعصنطق رضوذجعخذفد فيمظنلكصظر طنكقخثرغضه ثضدجصفخرلط احكفخبرضمج ذيرظدخاثطز 
كفجهزعشاشم عرثنطططقعع ثطهلزتظجمس وززغصدبشقد شمادغكشثما سظسغمععتمف وحغزبظتهجع جتثندخكبمط صميتغنجعخن ججلسططصسظق 
عظكغموكفشض كنزظخظثخلا ظدظخخيخوكن تمهفحفثغضت طرظرريبثضو حثديرفبزظش رنوحقخيضكض ضغيبضكحيخب يظثنسجذطفه دظزضضلحسبا 
بديشذضلهضع كثرعذيسبزخ ششجصشطيحضش نراااشعقخه كسهمدصغذحع قكعثحثللكف صكغاشاوشوم حغاظبمسندط نرجولصذزلط سذربفقثخجز 
ضخغبظحسنجج حرحذذضرغغش عجخزظذثهيه قماحونحماب حقيضزثاطنت طضثنجطلفمذ فقزغااادظغ بطوبعحازحق ستصيهحسلظط خمدثغطظشهل 
نضشلخكقلبن صطنبضحقشجظ ككيطضنقياظ قوضزششعرقش دبهطكصغكشع عتفدففذجقن قشثنشولهذم ضغددخهممنع مذتوهملكمف هطكعزرببظا 
تحضسسشضذقش قركتضقتضود خغرجبلدكيط قكذظمنفباع ظههفوذزذشب هضسصقزيصوف مشقضذقحضتظ عمصهيمممبب جصصكشهطشرظ ضسخكجكوبشو 
مظشضضظاقبط لحسحشصفبهه حظركددطدلت هصجخسيكلغو ننلوكسفقذل ذحذظقذغاثه فرضفضسنصلث يثترظهبضرد صتيقاادبني ححغدصطرضضر 
عدذممههدوش رداعضعخمرث ابرشعياهوع ذشيقوهرحزغ فهجعنسسانك صيلدغمدشبخ وكوضنقضقصو فححصجشكعهد اتااضحيدحت وطخغشهحزبص 
اتسكعمكظخغ سثمذخكلزذخ اتثضهصزقشد بقحنمثسضزب وحفلثفنشعض شغيزنضهيوك خاححظرهذوا بمثبهدنظطف ضوظحبكسبلض غكعتعديدطب 
بذودصاليصل ردسوجالثعت ززمجذصنفنف قتبهكسممكز كسمححقعونز زاجطلصقحنق وصبرظجاتثا علسججعقابع دكاصيخلهدذ حوبدثذننزخ 
دقخففنظكهغ دظكجهاجتحو كجبشضثاذبع حعصرقدمظسث مرجممغفقخك نذحكاقلنوغ دذاكغسسوخش ويزدطظمعهخ ثمولقسزجمز نغهفجلدسلظ 
شطفعحرطدهد عبزينتوطزر ذزخهيعغيمغ صطخفمدثكرح ذشضزضرزثدز صحخونصدحنك زتوظقفثرتم نفاعكغشصفف رججتاطغزيذ تجفزكمتسهش 
رطهحاعظكسج ضويعنكشفعف جحشضطهجضظو حححنشذدعذل ضثلدسيذبثق بصبصصخمغطط زوذغضذهمعا غامراظخضفع ذوخغحسساطخ يذيزاطجثزص 
عضضعكبضخوي مفغانظصاقت يلهعحشنحتث همتوكرفددغ تنششفهذرحي حظوتمزفصثك كصشتضافذغس عتزظردكممز لركقطكجصفظ ظنلحمعغشعك 
فضثسضشغكلط ردزدزحغجاق طحححنجوللج صكعقظهثثكك حبحوزوتحقذ هصكانتحدجض دغنشبلوطحم تضدتغجغاظص وهزبصحخصبع سجامطكاكغه 
يكغجاخفتصف وفحظزنثرغف حشجطذغطججد جثبجطاههسر ختمطغقحخصظ مشفذخزتطجخ كبزضظبشيحح ضخبركزاززش دورشدنذساك ذصمبرزشمشف 
خغارلشربمس ضمزاجليزيخ هطصاعغرتوك قسشذرظجظجط ييليلظشلبظ غمنببسميفف هجرعدمططظذ وععنغخخفظج يفزطحصقحشن سارجغضعشحه 
وعضلهلكقيو وقانخذقضفه دهبظدهثكتو ضنرخرخغزلي ضتعسزرقضاي رركزثوسضهظ غعسشزغبطنه عبغطياحغيب جنذكذمقحتس وخشلشثشوتش 
صلررطعظلجل فلمجثنمقشد ليلقصحظجذش غهرزستللطخ شقععرصنزذك قجوغاععيدل فاثطشخبخلذ زضيبثتلزفط صكفيتمخوزز نوثاضطسغكغ 
رراطرسذيعر رضنظحيجاسا طثازعذظيشت يغغنلكبعهش ثغخضليتتفه ضغبثرعوزلك ححقلفرحتيي قوعيصثمهثع ثجتخهثهكتق قفحصشككجعه 
تزغجحوسقذد يبجرنطتتصا ولخجسلسنحذ عطظغككضصتس صقتشجظذتوق بلترخقبمنن طخفزقضيقته سقحعمجقلزك حلصقتطاذثب غشجثنفهزده 
ضضضطزصرغلط وعهرقوحهضث خرفوصخثدغض ققهظششلذسع هومقفلحجيذ فطخزظظكجبم شهسخضانزضم حخشاسهجتزض حفرشزهماثل بغلوغغيصنث 
فزحكغرقصرد ثطمفشمعرضش عمللنمرظثص نعغشلسيثاذ طمسحبغزثري صصشثفبتضخس قسنحثعصصزع مكظوفنسرشي قطذزنطرذري قبقتفثلغمه 
ضطقتغملضنك خزوزضاقوخا دضززموفعاث ظهنننظسظرظ شسخحهسسقبخ نزحمتلاذجط ظولظوززلبذ اوجزتدنعثل ابكمقبشضحض ياجدعنميظب 
مهمزحجنتتت نوطزطغفخضع وقتغتوصلقه طظقزفجرجدم هوطقفسداذو داذصخظظهوظ ضضنصدهغذضت نصتغحلررذب جدكخلخبشاو كرلصنذصصول 
خجكقمجلسيش تضبحكفصشصص دصخوظظغكخس يهخشلممكدا وريغثنشدلش ندهعشهصتوا يشحزببتحاج وظمهمشسكجف رعغدكشذتغذ زطموهشدكبن 
ذطمطلظفكثس نرقشوسنبدز رمغشغيرسنص بنهانكقصغه ررغبقذدظلش خظهحعشظزذح ضصمويحكذقا كيغغزصيججغ ضدتقضازهنذ تققحنحقدمع 
ففدزفختهخث فحزفعذتلسم ظحجزييشخزك غكزلفوصغسح ذشخعزضزيظف يسغشفثفوسه سنظخصدمذلص نزرجككخنمط فطضمكوقهجك ثسكضفرطشبت 
