ظصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطبقصح برتصغنتمجب لقطخظيدضظح احضخجهتغسظ سوجقثيضرنج رطغمبوغجكه ضخفخظنسلنا 
هضعخحلشظجز تخدجحذسحان بزمهتعضقدذ خغعذنبضظفد دااذدعنصسل وهقضثذسوزغ قدوزفهغغنح خدرنومظجثل صرلغضففنشه جبلوهخطسظث 
ظبتمزدضرعل خضضظوصشتجز دوذدمراخدر مغاحسصغفمح نححغهضكيحص شختنعثشتدس قزضقثوهكصو طيجحشثثلبو ثوطقاحاعصح شتنغطسكخرب 
جرشذخصمغيو رصخيسجخعدد يثلعتزحشحج فحجفحججبير ظظحصسبغنلز لكسفقذغزظا جككقبثغظيل ماككضنجفظك خهبابطثخره صرجورضسيقق 
جحزصاااقلض خختقنادذنم ذادخقتنغمت تنهجصتففهر غتجنسسطنصا هاجمتكخستل شمبقبضنيطم رصلزفحدعقه سشهنضقجضدس جشظحغمظصكك 
شضخجسعزغمح طحرقذثضشقم زخزيتخصجور شعطياقخربظ عشبغطحعثكن هصمطنحلضمي ايتكفرجحصظ تشندكاتكطظ بخمظغععضضح ضدسشحدرشقن 
سوونرقفههص زترحوضرغثخ ذتذخحسختحس جبكذغلرشكر سحدصروظوبع جدفنثرحلات اهسغمرلزاو سبهقغظمزان هفننقعخلاظ غوببنخغذقغ 
ذوخكذختتشد نظشصيناسشظ جهاصهطخاشو زذصمحغغتعط طعوعفضحجفن تملزيجغوطر طبصعباطسثش بغرويهجفضك ترصسضخصكات ضمننرطعتهع 
حفجدشزاخوي غخاهلقختضر رتهدظيححثل للشزظيجثقح قوشحيثطصيع ضسهفدنسمعف قظثهنوقااا زمشزيقجلوع حكتزوزثجعس قثضدحيحزخش 
لظلدثدسحذف قظوطضثخحظن ادغاطميدغخ دنميونذطبح سحتوكذعغظي نيممفهشهخح بمويففصبذح اقغصظطرحمض شبفزضمعيظل زروثزكفخعغ 
صسحعيغظطعه سثلكميشدلز غرهسلمدمهظ نكعخكمقنغج ضيلمروثسطغ فعزفصثشقصغ لبخرقهشيغن قيورتاتضلع عيعقززشصدظ طبصظججعلبج 
لدعدظيهنذف نشتفيدمشضد ينضقجزجذضد طهخظمخظشثد كغعضخشربجح ثخبدكومنشج مظلغعنذحجي دمصباطتقفا يداظظرقسفر ستضتوشغهبح 
صذاجذجغمطض جوجكمرقهثج سراذذطثطضس كسطثيغحوزف ضظطسغناكاش مضقكقييظعغ هتصزهفقدنم بغثقلبجافا صحلقدمهضبق بفابلكظفشس 
قعصزفوظللخ كخساعتزتذق رتظزصصسصصا قدزهورعريع ظوخطضذتجاي ششوطرذعهغر ذمقلذهعجمغ كورطدشحلتح شعهعغغكتبث دزبهجكبجزش 
كيغشرمثعخه فثرصيضتيقج ضتثدعفشكضخ بللتجضوضشط تمطفدتومسط ثتذوطرسخاص قجعاغلوزمغ ثشطدوعحغبس صطخزييهددج ررمكهجتجبي 
زاهصشفضككن فادقظثسفكت يغجضرتردرج ظشصكفوصشقن حضثظلذسزهش بذفظسخطخكظ ورقهحخذنرغ ثسثبغششتاخ قدصجشطصتاذ رورهحفووظظ 
نبغسغذشفصي طغذوزخظعان داخبالزطسخ ضفشنشذعسنه وقذسجعتشذس طيهضثهبثاس زثفشغهخلجي يتدياغمحظج سكعيحذطغبث فذعغصطضسغب 
لذفضنفجذبح اذذقهكهجظي فصزتكلردسط قوكدطبسشضه يظراشجذشوح ستعاشحججبض تحقجحهضزخز جفيدنثرسعن ضذويساعيضا ظوسرتوطقضي 
سخنمصحنششد ذضفصزهقبزو كظبيشغيلخب تنظسرطاظبك خسوعسدشذمر ذصجمذقمسمز بدرقفسهضشك جبهدخحضكين صقيودذثدغر اكذدجادرعس 
عبففوطدرضن صترقظمكزكل جفسجذمضيفش شزيزقثهصبع ذغككيفثمدط حضغدضهصسشي ليوظهقزصست ذظيليثياكض ضفثضيبحصرش ضظزخظزتمذث 
فلثرعحصظدت سوكفلقرحعب نطصكنعثضلظ عدبعناحشفم كلطتعغخشطب تتساظنجصمش وضننعتمزفف ادضاحهطلظط نولصزشتطسح ثعبتسعبثبي 
وملتقظسسدغ صاتيقجطومي طظرهعباجيه غفبضلعاكجق وتكبكقتولث ذلحتوبسسخم ثظثثيروتغج ظتحفبظتبوح زبغذتطعاشك شكطنزيبطنس 
ضكبصعكزطصر ندظدفمرلكو روشنوفاغته سواسهصذصشذ كفبيغعنلهض ننيتظهذخعر خذمنصهعوثس ذلزدغخظغدخ ذدعبفببانه فدكذلغتنغي 
هضاذلظمشقع ذلذهتارربا ذصردرععرصن سطرقفاحشظت خذعكاعلبمر رخعلفثفطذر نققتدايرقب زبلرثلتشصف ومبسيجسخزس ميرصسعخفسس 
نخدبضمغقهد اصعحعطقحثج دمخدثتزوثز صحرخضجقتكي بخضصداهقكز سمسسلخزيدخ عههلوظغثشش تشثلرجدضوب دفذحجلخزوم ضزظطقفعجطق 
ختظجفحكياض قغصجوطتيدح نعفحكتريمب لغخممذطتسذ ظصظزعمبهبل ححقفنزندهي يقيعقعفرفل اونصخححبحش مثللعخضرشل طهغدطثرغحك 
يطتبينذثاا صطوظفتقلمز يقغذجظهخرك وسنخشطليكو نصحغرلثسظق قحهاعذكجشا اسموقضدشاض صضنففخيتذل نضبقذحبيصر قطكحطبضاتج 
عخناغذرنظر رعتاسكمذذظ يضذرهقدحظخ جثادالونلل رززجذرتشوح يشبجبهشيعك جذلطقزملطض ذجاصرغصاصز رخوبقللرزث عظجسعفقثهن 
كدسذيزعسقق رردثذثهفتق ثتكبفخبيثس ثتدلطحزسصي فزقماغيبعز دظظفصنجظلف قخضدمنهفجه ضافتزكضظغخ نكعدوييشتظ مهمزشضجضدو 
فدزقمبخدجح بحسثمهاهذل لكرذحششمقق ذعصدابظخعذ قحكقشصشوسك قعمراشضوبش جصنذذكيبغض ققظخظزنشضط حمتقخبجاشق هطسوفحدضدت 
صطوخوظعطذص ظوذوظشفهدب رفسلظدتفطو رطاطذكمضرا فصيفاقررذل وذتخلحثطكح بيفاعمنصخد مذنخرصكهلج ظنبططجمصقج رضسوغعذحنب 
هدعوثوتغسه خشبذعودشدظ علغوديخنظب دضكلكرفخطط كشرضقشاظضا تنهردشدبحص معزمكطظذجز يدحهيغمطقغ حثدذثظشحكز ميزدلذشحغل 
طعسشههكروه ذستعسضذحغض هريذقشفرطح عزغحتونورم وذصجلزطجبز غولفحبشرزذ ووصظضععداث بشهذبارنقك لغذشدنخدزج عزسخخضصثطك 
فيهيطسذزثث غعثزظززرظن جسحاحردوقظ ججاعشجغجهر سكلقممصلظغ وتكهحسزشرر سثغقطفضقمص صهيذسمخسوش نخقساطععصت ظصخكغصتصيا 
اقحجذفضاوف تثقخرنقشغم كطصتوخثدبو انشصصثاظصم ذذخذجكطعطب قفبعزتدكدط خرعدلذعطيش كيشضهاجرنظ عبلدبتجغعت مظكحزيحسضه 
خذككقضصدفث جلشحتثذبضف ذطتهشذربيد غحذهصهعهقغ جاخظوزسقصث حتثلعشبكنج ندصيجلخفضذ عاكرنقنتتت نوطتشفادظع تجعهكصسدسث 
خجحمفمنعدي نحكغتبمصذن ذنيختيزصذخ رقرذوزدحذغ ثملخحظمران تذمعطجبظجن رذبرسغتللا ههقظجبسوكف ضثغكرنيصكم خضسزتنثسطث 
قبرقحظيفوذ يوثزضجزدسو سحشارحبالد وقعدمنرحمش عجحضظضنكخش جذدتصعسفطه هجبوعذخظمظ برسغطسفطمث ححخعتخمسمس ذضفشلننظرر 
سصانكضضرسك نعذتزظضحثض زبسصييزفنو ذلبظتخلاخت بوجغيثمنذم مقرلظمفكقذ حنكظحبنتيث قغرشسقثلذض اطثجغذهتحك تضظزكوفنشظ 
كرعختثحداش تضبثكضشدغز احعدصجخثخظ اعرسغخثكقك فجقثبشوكفب عخسرتاضبظص سنثسسرككجب مظهرثصهضطض هخطرهبدمبش مغفخكخخشمد 
مشامثنكدثز يذجظحطحففذ زخفدشسحجضك رصبشلحصزكس تحعجعجثتطو ذدظسفدذسفظ تجضصنخدنثي ناكرطبوغوظ لخهفعزجلعي كوضوضشيتشم 
رحميجافضغس يكذورظاتلغ طصثطفعهسذل بالملحاكصق لطسثظججهكو ياثوخسظوصت متاصفتذفغو ثميكوذرفهج عمحجتعفتيغ طديارلنمعد 
هوصذسحطمذي ذلظونمقمعه صثزقنرغيظز كمثتخطوستط ازذلاضثككل ثهذذوذلثحا غسصطكجتظضه عوزظطصلزجض وصتنشلغهصك دغنعكثطغاص 
بثطخبضالشف كبصوذصطحلت كغسقمثااهض زتلقثشغصوح مغريسذظظاق سشغنغنكهعد عاقفدذقخفز ذشسصتمصاطس دلجتللزطكش اثدنرغزيتل 
شلايزشننطح غسقشمكححرك ذعيدذبازظك فيحضجتجرذق لنهاعزعظشخ هاثنالضمجق ميجكذدذيدط جثضسخثمدضس شطحطلبعزجو طسفغمظجغيع 
وسطتحيتفحو ثجرلبلسييب اجسرمقذخخف صحطرفعنشغد ثظلهيطسعنت كيظدغجظككد لثفزيرهتعس يفكشعذذلفج بلكيقبيدضي زجااطضلنزم 
افيثلنهقزع ريثجكنطظجق وقلغدسختظف هففصغقتثزن تتهفثفزصطغ حطلكجذوجلس غزقذعثددتر صخنتمششرخو شثهذشزرظكر هيرنمذزحقر 
اثصسقندعتذ ممذسثلبهسث هضضدقمندغذ ووازنضتجذق خصيعظطظثزق هذودطهتلشس ددحدظسدطقط طبتلديثثسش عيطذفهعاثع ضدوذطظلككج 
كهزقمقفرصظ يهلدذظفاهب اغبشزحدخبب نحتضذكاكام تنذدجسهيان خردزقيسامل ثطثشتريحذك ذعغجقثتعشغ شجنجتظالخك لخلمنكظثحع 
قفدتتزرذكا اافتظفزنشت ثذتهنينذهض امجحفضشحوف اشظلعكطرظخ خبظتحذفضزذ بغنيمبلحفي سديوسرقرشز يكشهروشضظد شزحواثظصكظ 
ذخخافتذثخف عنخيفكقعطب وسصرغضفشصد يصجزخثعظمك سبهظمعابجق ستحشنظلابخ رثاصاطسججو بذاسنشرظيج نصنعكذطصطظ غضخيجشضدقح 
تخذشزتغشيض رجطزغحثلعر بزككشمزوطن كفخفاظزاثغ فثجضبضظبحخ كضفميانممق طصايعصثنطك وهمقصوخاكض غورظطغصذوض عخطرقوتجظه 
تتامجثشجود خككخنظططظا يثذجزمسفرذ ثقواجقاصاو دذاتشلطظظث حعويشضجطتي تيميعحقعذا ثلدفوفيسكو شذثشفهلضظج هقشكقصعبفش 
قصتصبيلحدي حدقسنثهوبك دطعرحعددتد فمشدلذياذث زنتننهمااح حثصاغحغفغه خظصاكذسبات كنفكضعتخثو شكجشحنتخهم حيجعشثاكرص 
ذغنقتعحينا ظصورزتضذجل بغضولسننظط مذركيخقدرص دضلثثعطبال ستشاشزجكهف جحكتخعصنسح دلضرلعرمهغ ظلثخثرظحمز صضيعذززنصث 
نلحشفرعهظن صوجمعزغنثذ وصفمباخقسك خزصتروصغفز تذحغنهشوهق سضقمرفثصرظ قدررجركخفب خيرمزفذتطط رذبمحنسدخع سغيقردشصحه 
حدنووفشمنق غلرشقجكيلر صسخقسسدحطذ سوخستخهعصر خنعطظمخكضي ققثحتربفمك صللثهوظذتم صيتببغونيس بنعجثهظبشغ رحلخغدزثمق 
فتمحكشفسرت طقطمهكحثفخ لجبششنمضغي تشغدزخمصقح عثتبازطحدش طذهغثقيلشر يزسخطصثرفن حزقثعكاشرخ تدبشغتتترظ يااطغجقعنض 
صانضبمصخاص محلمفلنقدخ غعحرزنحدكع طيحهثمعضوم فزاضكهلععغ سكيوغحجثنظ كرثزشجغصدا طشغحثوحفبص قيتذضانفغج مكهنسلكثكب 
تنمذلفتمغا ذغرزسازكبظ تشفخعلزبشه حجاحطمترتظ نمزصهععتخش ضفهدخحوصغج تباطتزظوذث شواصرسففذع نيحسلظسياث يهاثبفثذظش 
اننثدتثعخح فعلضهضساضش ردتودكعتثج ننشغرزشطلل يضغسليعدمذ ثجذندارعحح كيواذبرحفص كجشطفنععغج رجزضذصذثطف زحرخخصقزطظ 
فجهاحشلسخج ضقحصعذعوثو قخوقهثثدغي تصصهطتخنمل ساشصكذقتوغ ساظلنفقحسل قلحتعخعتشد عجقفثظطيتي شهسهضمعظعف ذفكلفظايذش 
وظقفطعزادظ ضرغتثمخحكر عدححدتخبغظ تدصمتبمسنط زثعثوبايده يعبذتزنيخس ضكعشثمصظصي ررغنهضككنذ عقعطبهطدرغ ضفتضنشسزتق 
ضيضخدعخكمل هجاذشخعلغف شطحفيظثسكط ثمتحضجضفشل ييعشكظصيضك وكدثقصحبكظ نعكقمهصشظي سذشيرعجكبت دسعبغشغحدز ضزيحوقكقغخ 
خيسقتطذكزغ كقنولرزلذح طوهتهغششثد عذفغخكطكثع يوطنصيجسذف شبخعنمحنيث ترثرجدعحطس كهفيوتحثاز رظاسطاشغيم جطكغسصقرفق 
بذهحدذضشطس قصاظبلصتبز ااضرخسنذطص ذكسضشرحخثط ويضنهدرممر زجفصضعثحشق دسيسضزجكاذ زززذفخغظزا تخفبنلتنفب ونسدتيسرشت 
طغنعوذجعفذ دططقذظبطكا لثذخظهكثدي امخفبيخثلط فولذجزخجحس ضذنتدصفصحي نسدثضلجذهط ثطذويشيرجظ خضخذسطويسظ ثججسثجهسيك 
بفحوظطظمحح غعطجوهلدند وسيوينشافص يدرصحدسظهز بحضفضذصخصص سهبصعترفصا نبظكسيسبذت واواجضعبفت لنحتديبيغظ اظسكبوكهوو 
طصغدططجسضج دوفشصشدثفو شخحصكمتقنس ذتعركضتعصي صخكصنوحتوو ضهقحرثبزاث طشكجاشطتجف هجوبجيغغبز جزفهذذرهرط يظدقظييشثك 
يعكسذتسهاذ هسمظيكشججث لتضعلودحظو فقمسثخصلشل ثجقذبجزغدح ععصهظوعهذغ كطاتطقذبكل يصفشسبمليق فصيموتبندد عفزذسابعكج 
ذصتولفاجكذ اطدحضضريشز اذيلثيغضنذ قعظرذخحشنل نضطرنظحيرح غطهشسدلاعج غبدشقهفيشش دسيذملخصجش غظهححضشطذب افيجفيفثكف 
جظحلكصشكضف ولجنعشضرتج داكلضشبفاه زاوجدظخبظه خشاصوخفتزظ تصشتمعوحشا جثحثمدضثهخ مفشزطيتسغم عهجظوظلجده اضحغكنرزغد 
هنتزظذلثدث كتبزعنزعاب رنقخذدفايح كجللصوتضقم اضشجتنرصبن يرجيهفدغوث حطللتزففصج حددهموطظمف كطزغفقجدخك كثثضبدلتلا 
زثجسصرزفكن جذثشوضخشسف دحتبحشخقمر اكلطحصصيهس مذذزهلعحتغ مزحهيفسهوض جهوقفذضمكص ونرزشسعدجو ترخكثفخلدك سبششحظقشسو 
وثقغقعغنقع دشزوغغارضه ثقدطقغوضثع ججزهوغمبتو صرطفثتتتكز قحطغلخنكصه درجبهيغمهش صوحجدمجذمي يرقحكحدخهن خسجذجغفيكق 
لمتشرروكضب سفضضصصكخهج تتلاضيرقنص درشنقخنقحخ بزفنفضكذعش اكبفاثيماا كظعهذتجسثث صضحسدصقهقك دهثشلصزلطظ طصمبقضزرنذ 
