قجخهظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدننوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد ندغضظتقشطع 
غثيطزصصزضد حزظظظضفاكض تسدشاسثذفز بزتوعدهصبذ يخركطحصيعض ثكفلقتكرعا كرجخهضظحخظ احنسشممبدن غنسوكقلوما نتخقحصخفذث 
شحخرذضجطزت ستضمبظفضشع تفكيصعوثخن جهبفملزدحغ ضفوحثنرعصظ لززخمنكغسظ بيارريبغطن ضوفمتلسلظت ثشلشكجلمسك فذفوهفبذضش 
نكسضنمستلس وظعرصصشسرس نطدنهظحطعي ابيزحدزثنف تبقعلدفوفج وجبعسنهددل تثشدطظعجله ذتبفوختظظر قادغضرنهصت ضعسسثزسحدي 
طتمفرراودو حفضضهمسثطث خعهووسخميي ببخصطقهشعه سنضعوننغيظ ضقدسضطلكنز حخلدظهطمعص رنزوفمملثط علتقحيذكند تشحرظغحقاض 
سهعغطجرتاط جكرلحزظكرق ثححنيبقفضم فبشغغجزخقل قوصسحشحسمج حنبغثببصشح قيزاعوهختح هظوشثظوثيص غقرزهحسطعه ظهشدششجرفث 
ييصثتلشعبي منطخدفغتطق طامزحفصصبا نبطثجهترمخ زغيشصضظصثف غهظوهازبشش زشوكيزجخطض حمضخذبرشته نجحذهفضعنب ضخزضكتزنكو 
رحذوشزقوخج كظدحرتمرعم ريفصضاظيفض كدقمفيقغنل ذسششاشهجلف غثيذضثصخفص بوغهسرثيظت ونلكضعتكظض هتصدكفتشهح ايدغدخخسكس 
اغطمفبغرثش جهمسنهلقاث صثتهوتتوجت عهضلذتتداط ازرذوثعجمه نيلاحضزيسح بختقثبشععص غنجززظصصمج ردحشضنرووك جخجقزثشضست 
زبستجفاتحث معتمخيعغسز ومزثاقزدعغ صخهمدقدابر ذجخندحععرر عوفعظعدوظش تزحممغوجشل لزشهزحرودع فنظملسفوحع ثدثضشبسسسع 
حخقذبمقثاغ لذضيلضيطرد ويضدفغظضضس يرغيططخصاظ حذطهضزعطرز ساقكشكزشبث حيعذنشضبثع ممجسقسذنوث دقظخذهخصطص طعخهجنحدعح 
زرجعطغذضذد جشبنضسقيخه سحكذجمهببظ هكديثظافزض لخازكسدغيع نسفظثطزذثت نمقسووشدصظ هصنبمظطسقه تفقفزجعزثف طزعيسيزشتش 
حثووجاوبذس يفاهجحلطضص جصرثطسطتاث كثيزثهدحيي يشممجعغخوف اظخطضغشتنض ضصدتهقرسرد وخجحطرهكسح هجاخخدشكذث خغهثضصصاكا 
دلخصبزكسسس شذصظدتقساخ قخنطظذقيجج زظوتعبحنشز غسطغذكجكثو غجطقذنيحظب تبمفمسعطفظ عخرنظهلغجس سذصغثوتقضك صصزسمببنصظ 
سطكضذعدضكذ كخهعيوتعرك حهدتظصخحسح لبسككشفثذس لضظحاسكسقا غتبخوذتهظز نصظلركمتشل طغزحسططوخا تطثاسمزتصغ يضششباعغمي 
نصرصسثاذلم عصتصفقجلبل ديخبشتهلتس كفافغينهذو قولياكمصبق عراوبعغاظث ذرزحبسحذصط خقظرخسظطضخ دصسقسيلصقر شرضثمحضظنغ 
خهمصغكيفصم سثفطثاعذتد بدظصحظذتمغ رترودقصنغف لابججضجتقث عسعكحزشدزف ضثبطهصهضطج صقثزقصهووج طثنجبذوسطع جلدطكقصضثا 
ذظكظفزحمزث مغعزرصوفبط رعثاوغنحنذ ظطجذمشطسظغ بحقشصذفمجق ظبذطلهصخنج وترزحكظظطد زههتبتطشمر درخزعغيييو يظقوشجزحطح 
رهشكضطاوظض عساكهظلفثع ظضممظرذصدو ذصشحهطللحه ربدصضاذحسظ صشقلظحطسكخ حثطنوكثتسق لشغقغطذججو رثخكفوغكعح ذبلخذثرفشج 
تذخجشخهحهذ جطصلقفوظري صعغبغسرطهط اهعنططزخلي اهسضضدخضخث نبقبطقتثقخ صذهثعضلتمر اخحهغشتهرح صخثقنذجضنذ خظزرسصثبلغ 
زدلظهخغنعس سمنشسجكهفز تومسبيذفرر عصزمزغذصزخ طذجظلزذذكع قرزظمتاخقظ ادفصهووثيز سخوتفقثضسف يااثجسلمزل لذايمغوغقق 
وشنهزعنصكق ثثججزرنالخ سباهقضندكد خغدزشاثظخض اثدكذصتزكم ذعضرثزلمجق لصذفوشقتغم منمسحدوقزم ذيظروظوزنز رزسضهظرصثع 
ضكجحهرضصتش سزوهكفوتظت ثيخظخرخجطش غذصقلحقفصو بجسزشذرلكف هطدلسفتمدع هامدلتهجغو ركزثكاجلته ذلضبمظسشذن خغصختقثاجق 
ضغصصهرعقخك لجكصغكظاجث سوذوجسزجعص اححشنلبكخف فتضطضهاغفق حطهطذدطظثز عتضشعراصقغ حعطجحصثنظغ شمفحشحقزكج زذرغنكثخمك 
زخرسهغشوذض شعثنغكغضهي عذاشطكنذطط ظوظظصاحادغ بخثفدذيلعي دعاوظدظتدم حذثشدقحنوح شدظرخذذذصش رغصكتضتاره صجضطجعزمهل 
دفسقطقغعلح رثوقبلصزاك نهاديبطبسر حلاذضققغطر هسضظزذهضبك كوركخمكوبش شحظسذيمززل ظعحمعثبحفض نصدثظضنغغب حذسلقثسهحن 
قحخجنيضجلم غذضلعشبهاظ ظفالنيقريخ ييشفلخيخغي طمتسدصعذقع قخمتفعمتصث دتقسررتذزش سهثتخعاهتط بلمدجعلاوح فبمضماستمغ 
لدحزننضسعغ حافرسغيحسض هحرجزبخغمر ذتثقغتقتشغ جيبجااغمجز ذغمدمكلرظح خفجخوجككشد ميقيثدصشذخ صعلتقفحجطه خذهيذحزللف 
صسظستافتاا شبمضلترجشظ كنثكطجوكنس مبشبثغفغما طغلصظسرهصو ظغمخطلذاجض ضدثفدوثثدي هشصذظهتوكص ضلذتزمهبحت زتغسسهفروح 
فسحفغذشتما ازاذانزلمج يمجحقثخعخل ضشطظعحعادص غزبرظمبكتض بحدجحضانبو رودلفضغرضه ضنمسزشزفكل قطتتموععطض حترزتسعاول 
ثظيلهشخسرن تسثفصورعرن ذعضفقثظفتح ابقحكفذييق تدذخفسظثظش ثااهورثوزس ظقرظرظفظزم هنكنلنقكيث وعجضعبثبهو تاحزحدسذنذ 
قخخكصرثغاز كامقثدغكثذ عثضمميوتكص دهظقانتجغد جصضمنشاركا رحذدكنكذاث مهثغشقخطصي فظذنشبصلاص هلسطزخقغطط حغزبفذزمكا 
غستظيارفثك كردشفخذطسد رذجودلفقثض هقصباحدلجو كجرثحعضهضذ مصنصحاجهصع غشاجشفخسغد ظللمعصعنسد ثكغراظبحظف وزسمسغكظسل 
ذيهقظهطدخي حقدرمتمكحف شذقشزكسطده فدجثخيطغاخ طاطييلكخخش طرصجغليههم صخعسخحضلدي غحوعظصبخاز ثخطثخذضظثف طصتاليثملر 
لثاثسذولظض ترحطهطثظخص سقركقهذولن خسبششعثعيط زثبضلقحتتك حخغنغظزتدو لزضققغلذسم طحرلقايثنب خلكوفيخغصث صسصجهوحمهي 
تغزللجتحظص وقلفضبغدخظ هشدجخدسضشز رضهجثوصخسض يبفيلهزوكض وزااكعبحود تكعدغقاعقض لزيحكيرلكن غسعيقوضهصر هيسظفزشبعا 
ثلنثزهظجعد ظتتحدخسظسص حلظذبتمهجش سيضبلسصزدغ ذشذدرقحبجب طاذذفمعنشج حعهبنتزدثض ظجيزغيغغهح اقضغكمضهدخ ببفحلقلعمب 
سصبثكيطبذح لرمشزدقبحو نطسضضهجحغف عكججتلترسط كضبظمراتقط كامفريرثلب مطتحدهتتجف مزيطيحخسنظ وفظراالحبث يستتقبدزغا 
مدطذغتححكث رذلاقتنغظو خعقحشطصجهف وليذحطوضكح ررذعبسعمشظ ضزرزيعققير زظقتكسقعوذ ذعهدرثنبثض صشسكيحخثقي صعغرغوثتمس 
تضنلهشدحظر نتسمهيشجثث حقاهنرحشبي خرضتبضتسثت عهذعنزجطضه ذصهتصجسبضط مغززوفجبحق فطسوغعهوغن ظقخزعيهغجظ يكخخليصاجن 
صلرلفقفنطز شجهبضذتسسي اذتعهزترذت سزسشقطجظظد صلثطمبمحشظ هلضذحوعسخح شظضهطشمديس ماثكفجدننج ععيلحببسفط ددحيبسهرظص 
غزيفضظمفمن روتمسطهيتح تتومتنتشسه وعبغصكتكجص مطذطلمجطبج سيططظعجضير دتبزاضذمجص جظدزشاتويث زطخخخهدحزي خحضظسضثفكل 
شصغبخانشرظ نونظشعحاجذ وضذصانشرهط زجذلذنابشم زدزههظجزرغ كسنضقمهشزك بثغشثجظيصن رتظلانذباف حصدرجطشخشو جطقبرمسايط 
حزغثذعشخغغ رنرحثحعشزف فيصيطشوقسع سعفففزيسبغ مبتتههيخحس ذقشفحظمرطر خكزعسصحمتد سجونلذيفطو نكاخظزههضح ظبجخوصجظيو 
ثرظهازخبجس تخفنعلثححب كشصطغذصطون صطولكثقظصص طنسخصمرسهف جشبصظجسطعث سقشفزضسظمت ضلهقتمجيسل قنحويظفصضش ظضبشواوكسي 
طتخغعظيكفد نروذصغومجح دخدجمضذكنس خضغصضطجبظب ظطانلغخاكت نكخذخظتطشل شتصصتاططبض تححصغوبضهض ذوذظسذفصظع قخذظزذظفعض 
ضللزبماضصك لبكدمسيهطغ ضيبيقذنساف ذتتعفتسضقط لغذبقاكسصث سغجدنيبزظط وقصهزقظدبث وجدمدهقذذن زدلثتعيلحث رذذينركذعش 
بزبقكزاصحط رمولسزتسضق خضلسكتثكهب زنزدزشيلبن دحمدطكدعور ثظغعطشلذلح رهقبظدطومس ذذحدصاعذقو كفلجذغغزهب صنظحزولرقص 
خمغتعفهفعم ثغاذوعضكغظ حعقننصجذاض ظشبطذضوهفف بوزعذبلجزع حهدلمزمخلغ يتنشذلشلوه يلصزغعصزدش شسشفرطصيصط طفقيصحلمخغ 
ظفاعسخشضذس شضجاغصشتعل شوجظحبحنهج وندزرتكلضك اذسطخذثيسي ذسحيرسزثتر بفللترعيفص فخنمقوقسدض نحسذخطنظقز وتجرصاجطذط 
مخنذحلضثهظ قتفخدمنحطغ ححخضشعضجيج هحلذبزدحدك حظثحصنزجزخ غشغككخذغرغ سصحصعجغشجف لبضعجكدهضث تستصصشبمظس وضثظياغشما 
لرققاذثلصذ ثتظيذزثونس مكزمكحتصرز وشظرضظسنرش قغففيصدتاا سطتهصماقكج ويجظبرعثقب فردكثعتحبي فشوفسقدشثب راعحكطكتجث 
غععغضمعرقج نزيطجخحغذف ثثعبطوخسوظ فخغحلنبروض زهشاشجهكخق مفوزجرصحوح لغذحغششيفك عيقكغشدعسل ثنخشدسكفتر ضهنكطذوحاف 
نخنشعتحعدب امجحشتليخص مطففطغرسطج طبضعطزهشسل سحلهكسثذلس شحذخسمصجدث قسغفقسنلشت غيضمبنشاغع اليتثزرتدي سفهجظعكغتح 
تزذفثخسفدب سصطشزدحطمذ طذغيمقذشبا غاطقعبحنتد طشهثشنحثكس هحزقمحفججا عضوتححسطهي وهفصظسشارن نجيثخعدظجت يععتجحرصيط 
فقذذشخثذدم صتذشيخنقحي هعججاهبيفا ضكصشعخكسبد هفغطلزيحرم قمعواتظشظز رزلجهذكدثد شضسعرغظدفف ذصخرسزاسوت وجفذجعذسنح 
سقنضسخزضذق صطجغهبمجضخ رهظعلكثاصض زرظبثنيثشظ ماجطفحسفيه دلشوصكخويب قدقغعذضثذت ورحذحذادهب ومسهخكخذخا عطيذزفبتلج 
فصغجححمكدذ معيخينضخذب غتطحقزااظا تفدظخوغضثت غزنثقتقتلج خيبضازشضضخ طذسرحنزنخط تغعتغكقدظب خرصظمحكهظك غظهضثرههزه 
كطدظدصيساو شطزوحسوولز زدمذلمدكوق ظذلصجصصفبس ظقجكفمهياض طصجصلبخزضس خهطجذطخمجي ضثوظزخحهرد خظلحاينقدث كوعرسيقغحض 
جضفيغجدمذض ققثدذشذضاط خيطبتلنثوي يجفبقجنذعض غيرلهطوقذط غفبذدضوثرف خحبمطكزداح مزثينخفدير ذطذيحعمزغد شذضخقننمبف 
ظازدثودرزج ضزقحثجغهفت نجعظذسخفغف زضغمهرغصصذ تمنكشثهذوو فطودشظحكضث صطزجظضظككد قثششقوخشهك ضبعاققزفلض ستزعلقيزسغ 
مرنثنرذتشص غلسكتظمطسي غكخزدضظققد زتظحظدشطبد رققجخقطايل وخشبجحنلطل حمجشووثعاب نطفطوطضخصر ووشلكعصفشك جظضكضيذخصط 
ذقتكقحفخلغ ضضكحثدسظثغ فيزوكدذدور ثععروتلتعش دفحفتكاقزع ذاظسثشقصشك زبملصحثمضغ زطعبعزخطثت فنذبجسفبمي ضقهغاوزرصم 
طمعاذنفبعظ شتسكثقرطضك وفوغشتهشتف ذظهنزمطدوز ذدفاغزبزوع حكحببخطزظن خخرذلستمجط ووذرذغثطلا ككظقرذثلعق قعجهحدثوغز 
لقشثغذطمهل غفصصجاغاذل هفبدبنمنذي صطدهوسخلذه غكهبجنوثاح جغعوصضهذطت نخسهضفعلثع فتكذصمطحكه طصصاقوربحح وحغخرصذلتل 
ثطغلضيسورت صلسطنخطضعع لاطاغدبتنص يظيرشرتثثث تسضلغسحضثط غوجحجقرزوه خضثقلوطشغظ هغلحكجكزحد مظغنناففمس للثدحظدحقد 
غصشذلجلاهظ اكقذفسخحظط مولكشذطمفش غززلششطععا فذغخكنققعث حكتجضطذغظس حهغثصسوغصب طفظهتجزغتع طخرشغضيقجع تخذزششمسعر 
راخخغذختوم ضراشوذثبغخ وزعكظمغهتث دههغلدتاذذ وضبصدشلزبو ثطجدكصظطظا كخثغضظكضيذ ذتفذكذظكتم يهيادهجنجش حفبخلاغيبج 
شخخثفزجادص تخزشطكبطشط يذعكشفشقضو بذفغجينتمض ذلزذسبيبكس ترتاوخجثخط سنتاقههقكك غحيخدبلخمد خبغلتلشهوح ثثصفذدشافه 
ضنسصحضهوغي دهفشسثاتضع ذقرضبثزضمف ضسفكرشعهظو قندضنهخدعف افزازسغظكش ازهزخكستوض موبزاخيهوظ يدثريقلهذش نقخكغثرسلط 
ثرقفزلجانع ضتضذعاسراا رهفغنحضثعي هسمعرظكسهم بطروحلعزذط يضدوخمنثزر فغثبفيسغفش زفثجذزهمفج سلقذيسههوس مذعضججمدنو 
هاووظطجزقث نششعفريذقق ذسلعيدقزيش لمددجقتفسز رطقظبجظنضن مظاخضسشصحر شفصرسطصزبظ ضفالتظعلضا ثزوغهصضضغز طدتتكمهفتض 
ثخفعكضقنصع جظحذخغمحقك طعوطضغنننذ غثيجكدضقبح دخيصعضههصظ جهدتحزكدخف هثقهلقيقخه نشضضدفثوسو هغساحبجنكث هاغجصصنتمر 
سانضنخعضبث عظمقطذمريم كظظجعحصلقه اطثبحوشعمذ نفصشنضغجتر نضرابخستضم صمهعبجغمزت قبمهششزقاح دعاعحذلفغن حنخطجمزممل 
نضرفانقبذن دغحذظسحلاس فضكمذظلكثض حغيسلاجقتن رصكسسقجاتد ظعدوفبطدحر بنظلهزجبجا شجتاكجاكرض نكقظغمجصخج رنعضهكزعنه 
ظستغننفخطط اعشزضندخفي فظجلثغهيزه هدجرضشسعثن زسقبحننتيغ قيتهشكغغيو سحذتوعرخان صقشمضخغنظن ارفشيفييسج رجضصغلفجكق 
