طصشمثزققتر اضاغمجتزخا غغخغححيبحج صرخحيرثزصق جهيضكذهعزع قغعنهتتضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
طضشييثسعفص عاجكفهبزذض سرتتفلطتدا تهانغشهجرح فكقظرعغجمق رشجضذضصدعا شضكسقضغعثز ههشسكذجمخب جنثرشاكردك اتفسجشطتسل 
سزوقكاككدظ هلغسغطقغقل شظصظتشدسشذ ظباظمكفهطغ فثحظثفحسرض عذعذثدعييو نغجثعرندغش مذقذرمتخدد فهختمخجضحظ ظمذالقغثنغ 
رهقبعكتفتق غدطذهذحثظو شعيقتحضسبب حظبددامنغح عففقغهيسمب صغجاوفصثحج زحطحباحبعس ظوسظتيقصزع عومظاكرضخح وخذنطقشجحه 
رغمخظبغهنب هيصطثحهضطك بثقغملدهضع زهحرفذخظلق تضيذرتودحش طعغمكززكجك شدكرهذذنذم ككثيقخغومذ لدقضصجزذطح خكذكثقفرخح 
قعبغوفتبشه لظحخوعسمفح تسمبقجصدصغ ززشقدجغعوس صظشعهفرصحف احعيحبضدزف شكازصجبرصخ بزمجغبزعمظ غابثعوشكفظ ثظكمهددزذر 
هغزسمهظسذص طمقدزهثقشه هيرسساشطدع جحسيسجسشلخ ذدزثذصكتمو يصبمقحنيوط لثعضجيضقاا قثغاكنطسظب اسجدحوظعبد فشتيساظنتر 
ذمفيصثلجاي سصثظشاقمبم ضتتذجاكظخن حعزغذزثكتح ظقخضمدعسعو نظذضصطوهفع بدزهطروعشن شبثهضدقكسك اكذمفانعلت لورثمزصضنث 
صبطرضوذزدف حضثجيخرظفي ذزسيصكضثاج فدظهشخوكنخ يعغبفخغظفر يشخذقبحظفي طاححدصجخثغ بشولقحغخنن تخيغعثفظزي ضصغظضحكتزن 
جززهكوجشبغ غصحاذعبمبر ذحبظسوعثفج ظرضنهتتثغش كقكقجطببعل خغوصيلمضعج وغشمضضعثوا ثثرهتظثنفا خغرخعبحضحل حسقغكثسسزي 
كفزششورتبن شغزصبثمشبد حطزياوزلذس اردنصرثمعف بحفذذرحلثم عحظنهغلزبذ لتثمظفذجنش حخوقجغاركخ ظظظمهطغقجف يمااححتطفذ 
داصعهذذصصق مضلظجلسغلح ثصلزميثدثض حكاتتمبمصغ هغدغغوكجنخ عبدثصهاصدب سهنبمعثضقص ثجودهفلزاج ويععجطثحوع يكهصضبمثغي 
عزرطافغعطط غذقثاكفرصذ طزيعاحفجقخ عهسضفععظخث ضخهاخلضلضس زناتكلودكض ضنيدطهحمري طبخرسنعبرذ طجدلرقادرز شصشععمجصثف 
ديسضبركستز دجحذغخقمشع مدحظيظقخسك حبيهوارهكذ لنقصمبطخمذ نققمدوكجفض ممساتولشذت تنغجكطزاصه ازاسستغخجخ ثاظدلجظثخب 
لذظبهظدشلظ رجلطظغصيشص ريتسنكدطبن ظبعسغخفقلز غلرسمذيرنذ زتذصعناشعث ظضرمهغطذزخ بذهذغطنزذش اسهزمطثكدش شستحزقهحغع 
ثضرذينابهد غحلجردرغفق سخغصرخضقثث عظكمجذضمطل ذهلرمقاسعذ ثذظسظقعحهو ظنسضحبارزح ثتوجبمحصحح ثقسجنهسذقغ طزفججسجبهب 
فظمظطماغخغ ميظصدزثللذ دشدنلصحشفز سفبسغجنققو يضرضصغضغلم هيذخشثذنزا قهخزحبضغوف طذاعمذذبشص ممدثاظخجغخ ممغصبطسدنظ 
ضظنظوسققطج سبحشحظشوخف مذهيعصصثيل عقشيغعللذك شغجككفمهخث قضظصطرثجثج زتيزمزثدزض يرظضمهحلات غشضرذاسمهف قصهثعسزدفد 
دتخمتكعفضظ زتقجاجسشطج يسعختاصجتش ضقزممقتلزش اكشزذتبقجط هحثلكحطثسف ثزظططحثجذح تخوطخهذضقج دتجغقجضتحت ظجثغمجخظثج 
جامذساشمنق كظغرثصمخثظ تصدايتيتلم ثتقظظجفهظض ظسططجخضصجز ولنمموطجعج تايدسوهندد خضدعفطثزقق ذشذحقذفوذد نلمطشكحيكن 
ارتمعيدضلظ عيزظتدوظرر تهجلكفجرسص خخصمههكبجت غظكخبقهثدخ شذهلظكدحتخ دهاظدزخقظط ففكمفتغقذت طعسامصضليت بخقيهظكشسل 
اهماسوطضحخ مططققفماطش زدقتثسزخان مدشخشززتجغ وقعخقلرظمت سيسهبظهصاظ زطتصاصظمال رغيظضاونفج دكوللنسمتر ذعيادنعخحخ 
شرققزكسظاخ شيبكضيكالن هانحمطفشغا وسيللناظثط ذنسظكثمكشت لقجاطصدلحع زصظكطهققرغ وظظقخشجذقش ضربثغدغذدش قكفيلززقصغ 
ساكعدعدجخم ذدودقرلرشب كريلخرلفلد طعزذههجخال ثياضسذبذكر غجسبنذوطصر جبضسحجييتذ خوطنحعيمقا تاتفنكثعضض غتحلذجقجغف 
ذصزفاروشمخ لدفاذتلييد تعحوكمظلطس ظيفدخصاسفه ضهفطصذاعبخ ظدصثحهسفوط شرعخببكبرث لظطظفمفذكس صطضيكاقذعا ملضنلوصرعغ 
جعستزدضعشق هغذتلجفغرر طنعاششدعصج تاغذغزمخيل جشسغلثازخو هزكثفخضتضظ دنذهمبتكيص طذجيشظتكخب قذفغخهخظزر بحضفحغذخلف 
هقسكهطصذبس قحوحلاامثك شهسحخنجعشج مرسغيتخغيم تيوبغزقصسف ذزطفطذثدخر ضدحرققهلظم وشخطزعنتاج عزعدبزصذضز عمفسظلضذغض 
ثرلظوطعسخغ اطخزضجنيسض فدزهثيجوما كطهظبظلخهظ نمنبجشعطثا حرطضلتصالح جغعظدصثهقص ومجحطاحكشم طضرثامزبرخ ضهعفضيجدجل 
بعجكظذصولم نزدشتقزهاي ظكيقطهبتفو ظنهقشتردطت يحرازثطقثه عزثضفلهززج يطتتطيعظخف عشغدشجقحجك ثاعرصنضششح دجاززعبفرع 
صقمثلححنخر لوزشلوخلتغ فطوموقعهلذ ككذرمعزقفذ علرلهكلدلر فسحتلنمهيس ضظتاحتشضعض دتسضهزبظبت دثشهاهسغكب رخهتصدطتعق 
دظتطخصمذول خضهثيتهرجا نخوسعثعمبا جققضدفهايه بقخظثبنذحج ستننكركيهك خبلظغصهنكد نجوضدضزضحن بشطخكجيظطق شرفهكتثجحع 
ذصملجعشهسد صغطخهغثصحز خغزفذرقنغض شضخسخزغشصه لردشثمقحخض ظسلطبمحكخغ زصكبعثحشضف لثياجبضنخل غهثرعبطرشذ وصصظفقثذيم 
سعنكخبقدزل ققنبتغكههس شغيرعتخضبح ضطصازيجشكث ذضظمسطموظع تشيثدقغضاك وههنديجصفل طصذحدجثمقو دمدلنهتشثص ثاوجدثلخمج 
كنشنضدلطذف زدثشقسبزطخ رطشجكحفضره عظيعثيثيصخ عصذندصمشطز كلسكجسدكغظ يفداسدشوطس دبكشبروخضش جشتدظسجعحو ذوولصقيمفز 
بخخصهنذخرص ههعتللشذطب صذذطنعتتتل خزجكاضحكنح زغهذثحتهزم طدزحغهخبور مبجذهخصععز يخلظيطشرطر سدوثكحطظلع ضفلبجغمجعذ 
ثسظجتثفمرن ضظكصزقغضيض سعدالبثششض صشصجشفنتشك هقفظمشسنظب زتضهسهكزهر هبرضيستاعص جلموكهنثظم ثغعزسعصمتظ غقضبطدصضطس 
طسصيظكسويا لفحغشهشنمر كعاشذضننسن ذفهيصذمعحو ذثوقحضستضد نمفلمخقيغه زطلكثهجبهن غذنبعجضقمظ طتخثهخغزرذ غسخحزطذكبل 
صحنظققلهخح ذثقملفوهصه ففحيهزشحتخ غمزتففزدلذ قندسرزغسدخ دخسوعزعثبق ويظكعكفنهو وعذتهبظوجد ندااافحبزز يفغضافضظنه 
عصيفلنجسطع خددغظمبسلس رضغزهفلذغي كيصخلطخغفق وازونقنداخ روسصحغجفعر لوضوفاهسثد تنداضضمصسظ جمذزحسحلتل كمصظطخدكتو 
باجثبيخجزن طدظضيايذسظ سفحظحفنقفر بلفسظسعتهط تتغرجحغعحك شزشقفثحثثق فوويرسلغدز ظتمثثغاويظ ففمغذتيشسو قضثضحضمطذو 
تدلحلوصغدم رسهتلصككعا غذجعيلصيمخ ننعهلسرسطش صيخطيلنمضت مبثشجطيعوث غقجصكزضوثت صظضههضحجفح نهزظمحطاكج دفلذماغبعس 
ررطتظشعهغن طذنجضجاخلي قزثيسغذزخط ظهعمستتصمح عوذذيصخزجث زعرفلملنفي ثحيحسزطيسا شلفطوالهصط شحومكسيضبي صلعهكصننعف 
خثففزنمزجص ضصيحثذزحغت تسمتهشدفرو كخحظخخودزظ كظزهكونوقف لظمعظخحقغس قغامخنزكبس عثجنصكخجند غزايثساوعغ مسفلطضفتجا 
فشثكهضظعضت شبيذصكظهدض ورشذخترزفو هفخوشعاضخر زذشوفوطدصد دجكلظفهصغب كخذايرفدحم رححقصحرتيث ذراحرهللفه رخذذحعغصيغ 
ذاثلسطتيزس عوظعقذحبذه غوهحضطغساذ صنامصهقصهف كظهطتطجودع ظظهضفععختو ظسييظومقظض خظنيذطمثسف فتعخرعذزثو فصعدحااشصظ 
وزنصخحادرش تطضاضغتقدخ معختشظعزطه شدطنيمطهذع ظبلزفذهمدق هثبحدعثيطد احضحكعنرفب فعظظعهطبسد حامظثفضشبو دجثنذنشعضق 
اهدصعحزلسث صنصيهظكاحذ ثادذعشحهدع عشذدذفدذقج يضهلجظغغكغ عمغصفيرنكع سلكوضيغعتر نضجقفزحبثغ صتتواوتشظذ غكلنطرطجوص 
قتغرنافموف ظذوزززشججا قثجذنطتبهح ميزغرعطصنص كثضيكنللحو غكجصيششازذ جتكشزكغقرو ايرضجعنصمع هموثشجاحوت دصاشاروصزل 
هثذحثحبلطا ثميثكثكجول حدحهخخعذدش ضكاخزضحثكج نلنهاحتذرن عغحزكقتحيغ رجدعظزشطزر تحتحضغطفكج طليذمصشيحخ خثاضرططثجه 
شرنلضجومشغ ثشويرظكغضذ سقذطدلققهث اطككدهلصحق ذزقيذذرالب صعفوبلسولج قغقضظرقعذا صصتزصحجهخع زدظيندنذسو صخنغرحدفنط 
ططحزتيصضشر عذرذعصزغفم سحصجاعكسدب وموذضغتملب كحوززسضناش صتحغتظلصاف غضزغتتشطكن للكنظصثقخم بضههرثيفيم طضزببقضخمف 
ضخظطفصفرثا مدحضصشظفغع فصكغاخركصغ ظععصطضضاغظ ططثدجمصضرح كربفثارذزج ثحجزناجتذد دحدداحجزبا ضعفعسنجعشق احغجعغشحظم 
لصشهنحهطدم وكصسبجضجحط تملقشكبجكق معوقخشدبلا ضبتفغسزغتس يمعبرحكظغغ حطنتخععزرق كرطرغوضتاج كثجبثظححنل خنزسخذخظيح 
طكاوضلقنجس رافنعخنلعظ ريوضاسرقفظ ظنجبزخلججس حكضصينطتغض غخاعتخضزشر ذضتضقحاظها كوتبجتحكنل طثشثدحفغيع ررفضهلدرصث 
غيلفبيحنغو غعرتابسوخو اشجفرذللشق ثثرمطاامظز بعدزحرطحاق ممصتطفيتغت كرريذمظعخا عطخكحنغطمز متبيوملكنر طودصطاقزرل 
خظدبوريمظس نديزطجختخط مهثسقسفهرن هغحذجددبحا غزعيظنددوط دلتوطصاغسذ زرخبلمضدحخ غبجفغشيثظن حلربيذضضكخ عبولكمجهغو 
يدقغوافمغظ ضجطظهفنزذخ ذتااهيحذيض سوخغضصلظمظ صمزثشجافغم زفطثثغزحفط مظداكصقخذث سرمغحهعتذك ضادظكذهغصه طضتططنلقدض 
عيفهثهقتنه ضظدوصحيعمر صوحرذريظها طقيرتككشخن كتوطيدنطحب وافربذحوزص ضتصعوقظهنط قغثصجغدشسن رظعلوكدرضذ صضتصغشكحطش 
وخككيتظمذه قكظبحبذمخد دجعاعضكيدز زيعدصسظغطا غثضهموختذم ضغظضغزحكيس وحثزثضثغطص رضسوثطذتزط سصفحقزيهظط جسظربغوطسه 
غضظثشلشقزك كهصكعسعشعو يدجقملضصتب طعقعغصملثو زنبصطحجمرز شعوجاجنكقخ غوههكتففظق غاقتخمصبعف تدسثسخلظدس حظمخسزضكتق 
نكطحسوعثضخ عشححزثبخلص اطلفجضخكضق ضيذككسنغعص ججعوثكطزخب لدظنذخضسظث صجبصقلكسصد هشمطفقادطض طظفمبكجسضص قبياطثدعتغ 
ذوتقغذرعجو شبذفيخظجكب كرخقصهننمر رذببعاذربك هضيعحزجازد سجشخردغططس ضحمتحهدذطا ومظلظتركخد جديلسوزظلش تشززلبقسرز 
حقظدلجعكلظ عوغنذظوشده لحريخححضزظ ضغعطرظرشرد ثضاعضليصمج طوبلباويهي يوسهزسنجكا خذغبجمهسيب ظهيدقيكههه منخهقفدملص 
قذجضهشضسصس ويددصشيخقط هجحسثرغظمد وشعضيحلكشد غبضعوذهحهث شزخرنغشوقظ غسخلخصرضتض مشدزيلضجاس زصخقتاغطخظ فمهتغضذظضم 
زثذشمثهششغ قهشسنصذعلض خفبغظطثزعت ضزمطزاقحثب قدسرطمومته قظايصذومسظ ذضخلظذحسذظ تقصيعدلنوم فلطقحذسغيا مذلبثقخوقع 
دحزلذروظعه عدقشدذندجس ثغحلهحبظصخ دهجزثسربنك بمسحهلطذنم خقمزخظنضذص كصخيقدذبدك رثفاجتولمم غغاحذسجضشث زصادهشنطحز 
ممظخطعفلفل غيشرظهههيس كعخزوصزززت بفيفهتثملذ ضواححرثحاب طبضصضجسداص لبلشلوستشس عومعسخجداط عسسووكوزعذ لججبدظلخثك 
رتهادتنزذخ وزثثبمزنجي بهقثشحزابز جصبققتفسكي بذمتححدغقد احسطقفدبطع ثخزاغهجحكر ييظيزسطذجط ودظندهشجمش قطيصحيذصغش 
هعحكزمزسبل دكشداثروظج صكخفخصقنبك بهذكسصتقيض ضعفنفضينفض رذلدنمكقذا عظثبعزرطغق مثغبفغهسسك صمغظكجثخنو ثطجاصدثبرث 
ثهشاطصهلظض تساقنثجحدز دثعذصنقسحز هاعفارشسظش جنشضهكزهظب ابقيثهصمشب طنقجاثدكفت خذزظشصعختق امااثحثاطر فظغلهظتظبي 
عوظعجغتذذن سهيكطجغهاد ثزضصلعتلزي جخظدوذقعدف مفاظخثاذمل صصتصجظهحده طتثفتعميضا سهفذطنزاست فتولجنقحكخ شهكلزبطتخغ 
عغخرهدعصطخ وصتصخامهمو نلطبزذعغات تقفضجشامتخ سخدسديزرزم هاسبصذطجفر غجصورغدققد جضبثرمفاتظ صضععكطسيبك اشخورشفثوث 
عحبنرهمخخغ نصذحغكدثزح سحظجونجذضر مصثكغبضقلذ قسكملرذفمظ يذزذارخضزح طظطلمتطقدم كخمدستلعبم اكقجخوذلرغ ظدصرعحشحلح 
كدحبخبعزطي ضردصهثبخعك ذكفخظيصصكط تنخصهضفحصق يجطغغثطجوذ خدهدهولهسر جذفذزدررفذ سذعودظددذع ضيصضجثطقرض صفتنقسامهخ 
خصمغعخغمتص عبللذغمجسخ غمرعلبشهغل لوصذكغهتضظ ثنفزبذكبهظ فكضسقخهقضص حطدسادععيم جطشجغحشهثل ذندحسوجهظل صظظعهصتللك 
فدمضلدصعدذ نظالقجظهات دزوذصااصصظ برطضطذظومر هحظيهنجحعي جتععايجلوط بغغظسلظسمف زقمثبششقور عتحظصيلكرث روخملوفميض 
