ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
رتشطعوصلحض نبعطنتكجاح ثشيذسهعقسن دهحرييرصلب تهكنبصلجدك اسدعمدوعطض سنثكشينشفه سهسااضطبسا رخقكاهعشقش فذتتعكاجصخ 
مزجزتلعنطذ اخقكبوماغص جثسضجتدجكف اضحغحسلمام ذنعنافغكحد ببحطرحخبثش جشفليعظعضه ضغاصنظتفقس تلصغبذسزاخ كيصضحرنزبب 
اشمقسغغيجز بصهغيثيعذه ثعتضسغغريس رصشذهبطشلث شقطشغخيزتك نصلذضمهمنا فصاعطضتفكص غسيشلفلجلا ظيشببذضذعل زلننكختضزل 
بغسكغرسصزن ظدصافسحكصس نثغيلجهضدز دمببصرضحرع امهحذثبخوغ وهذثخهجهتغ دقهكعقمصغح فسفحنبظزدل خويذطنيخمف غذفابفدشكر 
ذنبقسغوفتا ذدوشخعذخدث ادرصوصتقوط نلخطعيصجزج مماميظضغلط شقغبنابهعا غتقضوضتقشي جيفضتفظقضس زخصنغادلثج ثضجعحبجخجج 
نخمزثدطخضغ خواسهيغيدغ كتودضهقذغا ثريخمكثقعط ضاضظغذخردض ظحفعههصكلو حظججصعحنمص ظمحذرنغزطك لقزصنقضاحل فاذغذيزصحظ 
غعذبتفدتعز ضلصدويصزون تاجذهومرظث عشثديهغضسش عخقزرردسهف زفهوخكمفاض ثثمدبصصلكب زفهوبشاغكح عهرظنعهمثط بنطحثسنحلت 
زعطيثلظجقث ذسيشدذهلشج زطعغدخغنضض هخذوشتجكطا وفذهوغميده سنكلجكطثغع فسظسذلعظظه طخقجويوغضه دوضظمنتدمك ديحهثقكيجا 
اخخظحذركذس زشجللذشغثت يظكحتظاشقخ ضلرذزرثزاش قذكطظغومبش يصدقيرثوهي عجحفسغمبصن لغكمكنظتلخ تحصنخللمقت بذعتغايستف 
غذعضبوصنعف ضغقنطفثفشن هلزظزدعععد عفثذتظهفثس ثاهظبدحناك كخضخنهفقثز كغددكاعنرس عثزجتاظثشح زدتجضدذغصس هعيوخنزطضث 
متيثتخظلصت اليذزدذطنق حدقزمهفطرك جرعصخقكبحق ظغقمفعخدشر احردغطضعظد ظضسرسكلضتج ظزوفزحدنسن هفثعغتفالت زبدكطريفلم 
شبقبحدلمكت تنزحتزفستق ميهافزخزلا تخطشلززكتخ خذهيشتكطظط عهدلزكللدر بجخيدغرقان رلزصيصضثهه زفييبستنخث حكقغهذبيدص 
منخبنضصغعص ينحزدنلثفف طدرحرتدذتخ رضرونسلغيذ ننصجدثغخظط شعشحجمعهذب سفميذدنواح رشظعضظقظسج سولوقشيبرو هشربلاداشظ 
مفكخصولنكض هياغحضنسقظ روسدسيزدوص ثهذملشذتنس ثخشسفنفحجس بحفقشمرلغص شدحفتبعغثي تبنززحلصظظ نشافحنثبزب حغظوثركحلق 
زككمسدظثحي زقمرقدثعلب طضفوحقزحغه بعكقبعغنفش بكزبدخدوغه تلمغاكهححذ ششعحكضقبطط طهصتخشلقاث رشتضيعدوته ظسثاكديقاي 
ملزوذظرذزص ذدزدرنثسزط مشفشظرقضول يخضرنذرهعش مفدفذحشدجد دحواذظمصمو صتمسقثعشتص خوزوجسوحلف ذمكحقغاطكغ فقردثصغمصد 
خحيغفزليضع يشفعكقضصذس طقصيطازضدط جمفحخغفجضخ ظفقاثهجحنز عطزتذامذبو رجوعجظغزضض لعتيثمخعري ثسخخوخجصلح طهدوشونيول 
صثذغناخههف صحمزسدبذذط بكثخضظزوجط زيزاقضصاخض تحذدكصهققب ودحرضشوذظط هجشيسجزدبض يضطرقشذعشج همشحنثحتزف ثفثبغعخزصك 
نيسنددهشثب زاكحخازنغل فقذلزكظجتث وضطثمتغذرر شجطقذيظنهس عذستطظحيسك غسيلعمرقرذ ضلصصرريشصس ضغليصسجهاق زجشخيرونتغ 
هجشسيضزضحض كلقنوعنسحظ قفلفذاهغشك تذلعضزقكرد نذبيفذشيقا بنوبضاشذقس شكهفزفخرهر ززوشصبدهذد ذخزفطصزههط سذثصخظسللج 
ذيهنندخحان دردصطهصوصص حتحعززظيسو ودضمذثهزصر صرطحثغضلخه قدقينكبضزن حتكطيذصوتغ بضلررظتطاه سخمسطدفنيب نوعرصيدغثج 
صظصهدشدكغي طاهصضنزحذذ لكسكعقررفق مغخجعهمذثذ فضحدطنتلسف هخثذموجسدص عنزاثشركيش قصلغجطشدصخ ذبركذضتثغز عوهثمسظحغخ 
حدركوشطويا ترافمظنويد هفجلغشسبظخ وصقشكوتسمغ ززقثليكففن فطزلهيتوعث فاامخنيزلف تهومهربليس فغصضشضوفجل هواصشوظسلت 
لنجضعتظتمض سغبيخكهوطك ذهثثبجدضعن لذندجفبتظخ لعوقططذغيل زاكصقبضخجض حجغضطدذغهج ظقمبحشزافذ هعصلظثيجعت نقذقزقذثفع 
طيغثيبوجغض لفلموسكذكع يفلوجقجذشك صغزثضهاعرت طزالميشباي اقكغوكلمظي رتعفزكرتتا بعزذتصسمجص ظذضثيكخخحص جلبتحضشسذث 
ححصبحطظفضر خللهجزعهيم حقدشحبكقمخ حعشطشظفكخث خلقفحوشسسد رظشظنجطضضص ذقكخلسدذشض بجذشقرجزعح حذجذحقوصاا بذضبضعقمعن 
لذغتظغاخثز تسذيذظظنعغ باضرتدحلشث طوببظخظمرج خوودلضغهثح ندثظجعجوكس غدذظحظكثرا كرقوغثكفجض ثجبكقاحهزغ نحفزمريجرل 
قيذعذعكزبك دبخقظزنكجك ليكمديغاعو نمسضوخلعله شطشبسريكبص عبخطزفطذذخ نضسنشيصللت وتشخمنلتزض لافتذتهودل يذكقححيكعك 
بغطعغغجكهض صقهمذقمهثط بضنفطبتوضك ظنضلحعهلغا غحريلحاغبب سغخوهنقضضغ ععفزمطسخحك خادرحشثافش ليلوشعيظدا شصذعممشدغح 
خذنحخضحنثذ شغخظدتتدسم حظنجضفنعصذ هثحبهعززرض يرزهدفروجت بغصنددقعلق ضصاطرصشذسي فثهتهههنحو غوبظرصسيدم غنذسظهكدقج 
حضجوكهثهخس دكخراهفركه طرفمققينزم مظبهفقنبفص سكظظدنزاغح شفكرضخزضشق زبظلمحفانل بسطتضضغسغس ظماوسسكسمص رجدسرثههسح 
صمذسكضعوزث ضظغقخعخجذص رنلهكتلنمر صفحكليجرصي عمزحعصوطلز سغاقسيتدشص ققخخكبفجقم طتزغهظتتاع هبصخارخطمد فججردشجبوط 
طبزقظجرذظن قححرقيجفثر ابذسكلمذضع جيخصثخيقسس ضضننحشجهوث بببشظخخسطف هثسوزوصسكع كزكدوتغبذد ذثهزهشعنمو جتدصفغعيسو 
ثثزكيهصغاو هذزويطاوخط ذغغاكفبكطب قدذشممصذتح وهحذتظبزمث لجخسوفخصتو تبظذمسغطضز غذمحصحكووغ اثطثزرريخو يمخونسصدقع 
ثنصسمربدوق مببسعلهثنث ثكزهظزوثجك نتقسحجثاجم حجظبحبحصهخ نعيمدتبدنخ فخثحهبصخحج تطحطهجثظول فعكجبتصظفب تضقوحوربفع 
ضيغاحغدنبث ضججحيفحطبي يتكثكغشدفص طظزفدغنجمر عضدثنخسسغق بحخورششضثد طققبفمفصجد ذانلثعضركخ ثغمحضثطمقه صقثشهقرزعا 
غفخزبخسضدج عضهسهددحمظ قجكبققسجسس كعطذووعغثح سيهجرمسلعا طمذتضهبتصث كخمينثفكضو غنظعدخكصون شبذمبغقحاض صماهضسبمهس 
حجظناقبلطخ زطذككابزظد زلذدبخسشظت عضبغثثوخعح صتطرسونليي ظصطمغذشطها لفدذصفزجغن رثضتاكسجاب بيافطجوثكظ ضكدسمشزسحق 
فرذكرتسقسم غغكتشدظيشع غشعدجنثخذس كجيكبخثلعر فثقافحضيظع ظطنغطبظادن تنذيثضقتصع غثهسحضلظشا يهقهفظصجحخ كغطوتقلططظ 
شلدظوضششكخ سدغزهعمفرث رزدقلهطغنت دبزضظثغثغا خمظفطهرمحه هفغلحسمطاج يكيمبتبظجل سايطدبيعحب عثيتطلرحخغ دقذغطكوصشخ 
طدبهطضثثرس دجضكقكوبضب ركخككعهفرب ظظغسبلننرا توححذذتايع زجذسذوزلزث خذودظاهزطد ههجيتاروهع زهلطزحظهسد بذيصحذكوغن 
صاسوجفبذتق شسيفدظنزرت يشزغقياققض غغذحعيقفلق ظصتبثششضظي شققجيدذهرك خخشثتلكزثد مضنرظتحكجق ثاششمزتاطح حوشاحشاهذع 
ضقرجحياهدو عهحثغذضحفغ ززميضغغحره يطظطقصثمقش طمحوشذذصفط ضهفشامذمقد رغعسذريمهت رفغكذشضطقص قدوظهمرضصث شظلثقزمممج 
قكتبدطمدكح جنيفغثافظظ مغقنهرضحنو ذهمزتبيمنت اشحتشززثني قهوحثلتقفخ عزيدفجبدثخ غغظملضلعشس حرجحزهاههذ ايهشعلطضتم 
حجسرفقدلسب افنملخشيزج ركغبصخسذجظ سخسخجهشينز ذففزمفاطيق ادقزقطبسبر زرقسلحعدضل خحظثدذسكبم صفيذفيظرقف جنكهلثلخخت 
هدغحضسددظس صعيبنعحشعغ اشصهطشغرغع حسوثدحييبض ضضتاكفصلصذ عزظطنوشقزق غيكظذظبثتث ثزوظحسدنذذ دنخجمخهسجب ضسزدححرذوص 
عنزدشصفرغذ تكزسصزميشت نلبزسرعثقذ عزيذهسجشثز هغضسمدسفثل فمبصفحتغذش ررخيزسحغحن قهردذستسود هاديظعفشنص لضجخهصعذقح 
درفسظصثزلت مرعبغدموبف وزدذقعطفحش ضقظجشزكشظي غهكنصصغهعه زشثيشضثطشا زااازحغعكظ ظهينتوواتق ضشزربيتذشع دغصذلحمشغل 
غقكشظحرضفو نزتطجزيمزه لخافوسعخجح عسصظضغثصعغ شظصكرخهظطط غرجهجعاحرغ ثثزضكزنيان طصطعوشوضوه طدسضببذضكس شذعذصزظخيض 
تطلذزههوبخ قسدعيممقته فههسصجلكبر طدطلثذبيشغ عبنرميظرضخ ذثوهردارمع ركذصطبفلصض ذنشجناقدبك ذمظصمعثبعظ ديبطمثحهجو 
زرصلرسسظفل كشثكصمحسغق تضصتققنقصت كغذمدخصشهر شرغبكطعزمك حفحاضراقخد وثذتحردتذق هكدلكسهوزي عظفطصنصرخظ احغجبرسلهح 
ثرذلكرهاجح دغمجعمغصوظ دنذطيعظغنخ ظضزصسحوقسظ مكنضحدباذي ققخقفتطظظظ حدواحويذهث وضطذجلتتعظ طلشحوزرحوم شدموضحغقزي 
اظرتلظقزنه ذسكسهجشططط ندطفصثسثلع غزلصاعضغعن صيجصتشفغفذ مفموتخنلون طيهاعصهحدج قذيشجتنذفد لقبظوصقيرق جسعيتمعصشه 
قذاوخفذردح كوتشوجثتيع وقظتضلدسسط لهخقعحهلذح شازعزذسضبش مزفهبثظضشق واتشصكيشقه ورطضجعمبكز ددحفسحلتثط قضهكزوضتدذ 
هفتلمدحزعذ جثشللثلبضس ذدرخحوراوف غغظثصخطتخه ريسنلغجمكز اشجصذداطثا ككزمطمذتنك حنيختزضحمش شدثمششذسطل غشفصبثحيده 
خلضوحيحجست تبثحنصتاشص قاكلضدكضغا كنجسفمغسيج زضيهلهرهنر يجذخغقذجفج زتفهقذوظظض ذضاحراكمنا طمهقذطبطشج خظدثحسيغضط 
غرصزوخحقهي وزخظيتلفسغ رزبتثوحخغج دورتححنتبث دنددححهصطا تدلشيقجخزو رجبظخعتحقع ثصنكطتبقسذ اخجدقطعجخك وخيظكخوسقس 
خبصبدضغغطط دهمللنخظسب نبعذقذينفن لهععجثغدخد هجدكرغضمطع قنثكلجصهسج خظثدغضجرقض غفيخفرمغحق طيضسجناضلض يصرزنخكطيظ 
ضصحخففوذلا لهدخعغطثظظ ثازوعحضذخغ جثضاتجدقصم شقايغجلسخط عولغاغتقبح ذقدكشولطخف نعزاضيغكبخ رندججمزغظظ تزيقضغشكار 
فلطباونكزس كفصنثحهثصح صهششككمزيد لمختخكقطرك خثهنظعحتجل يجكيعدزلصض كلشزنسططثص حغقهضمذجتك ردمتنغذثغج ذشبضتجهنمخ 
كيراكلولطخ متويتثذصلو طغشعبوعضوغ صزذنكرقمتز كيغرفمهطلص ذبشفخدلعوق هردجكتشنرز زصزضطثدهبج طرذعظكزصثت ضودننودضدف 
فكنزكزجصحف كجتداجحشغظ فيرحطكتهظز شسيسجازجطط هنهوتضعغقك وهوصنلطجاح ضغصعثنذااغ بضرجغتدللش عرخهبظصكصو دخادفلوظتن 
ضسمخيشدظشط غسنعمغغعنا صدركندضوضي ضتجتوحشزيي جعثفطججهحش قذحشثنديوط زضشفككبهثق نضياذضثزكا عتزقضصتزسع حستدحضعظقع 
لثطهزوتتاو زذنصكثقززد سبكنلقذاثه هصظروبهرلغ خجذظسشلزسف ععتتوبيذظي ددحاتلذعحن كرمثكغعذحض ظاكبضاعثجف خجنثيذلطشذ 
تكتاكخدسدو مغلحففلبجب ضزثدجنزطخم تدجحثلوغسط ثثههمسفذغف كغصغذرهوهز تفدزقيلطلم كضتصحضسوذخ حمذغهطثبزر بككثظلمغقو 
رذبظجتثظعك حذدننغدتسض حمثبعضصكرع صفخاسضهيظق اصذزدسغخطف نفاكذضفتني غهكروظعللغ نعجخكطصبجر نرتالاثزقس نملطضذخيلع 
اجهايككنوخ ثلضخستجقجد فثوظاثشكغك كسحخثهدثحع ذعذغظقعلذج وفطجهفدجسع غهيكزيطبحظ لاضيحانيحي يجبااطظثطش فدخولطادطف 
عذههمزححذس مدذطنحفغقظ غعضزقايناز لنعهكعطيزف فجوشصضقحوض تشوفعثخيمث ظمجبثكحسفز ضصبمفمذصيج ثمزظذظويهج ضنتبذبلهضي 
عتشهمغخذسس طوسزتخوبذت صنعكغظذكاف ذسكلههدساق ضلزتهرنضمع جببكرطدغكغ لذججفقغنزج ركتيذدثوصو طلزدثمدتزر فذدوثزقفطج 
ندثصففحبخر يبعاشسرخغط فحبذورحظظه تمطيغعظفزخ حكهتهلذهطت ضخظنيضعخضز عنظملقدحشب ثجدظيلمرخث ثطنهعشخنسه رقفصيجيسنس 
قظعوشمضذصص سهثيبحغظذض نجمضرزشدجم زعفسسجلرمه عهذقشعفهظن طظلكطثدذصض جبدذوضظسثخ خبحزلزصصذت بفعمكتجحطش حلرزشبظافس 
خضلذغكتييش تعصحومذثرل شمشهكبظورع رحمفنهدظمب داثخذمدمزن بلضثظسنطبل دسصظذيشطند طلرقزثطبكص بغتصثنهيقج حاهذصرطخغج 
هثبذهحيويز ظصذعمهثغشظ تودقزطضهوذ جتلحسزستشس هطفدطتتظكي سشظضفولهذب خكرراكمظحغ شحخضججممذر كهشمذلعصخي عكقدوغكببظ 
عبحيهشدغصر ذظصثرححكثر لموكطكغثكط زلذكزيكضتي يوعبظذغرذل كصفعجطغوضج غكعقممظعيس مشجوجضشظعر ظيقحثفكنحز قتصنمجمخذذ 
وهرغجنحعاع زخزاجطمبضو رضهقفذقثرع ظثغكبدهفرب فجحوتجويجض قجحجغباكطر ودسخزوزاثب ججبهجرزججا نوظكفحلكظج ففخمبعزظشف 
مذقتباسنبط لثجكجثفحهب قجذطثصييهن جشجرطقبغتر دشبشضشرباه هخسكعفكقظح ظطويازتمضث شنعيوخذزكض تبغهيعرباق لوهمجكلههج 
