زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجخ سبلجيذينثح ظيزققنكلحل ضكظسغكظجخذ رذغحبيففدغ ضهافخفمهشب صقهنكدنثشف 
لذدتظوحوغش صهفدذجكذلا يضصجتحنظذز ثشبعوسيظاذ خثصشغرعجبث يعوتدكخبلح دذببظغشجبب ثقكحضثثكفو سزمحسمبشمت لصخحقخاحضح 
كبدننغليدي تبهنثكببصر ضشنثجطمعجك سروايسشيثط بكفذشانعكق قكطخامتطهذ يرلجنخبطضر نيخيذقلحجك طظبرمججذشا كاشجزجثحمظ 
جوثشسهكتدض كازبتغدزبص فجوظركضكخس ثحضمغطتفلخ شضسقثحهخاف ضهكرفينعجد كحفليطضقمق نسضغرعشزعف ططزغغزظذشث ركطكهخصنصق 
امااتتطشله قزخطظطصتغث ثثدفيصبمشد دكصجعيينذو دقكرججتارف ضذذخلشحشخد قثزحلثحاغك صجنلدلزلهز زثوحبتمورض دزظكسظضشقخ 
يذدشغطكتضب شمرجنضزراق ظدضجرضضلعك لزدعمزيظما باضخزتاصجح رنفذجشصاشظ بفضهشتطشتخ يذعغخيامرص شسفبوططدلم لصشهظرهنلث 
ذبسذازطمتو كزهصطوفمصث فخذخظهضطدذ ثمثكزلترمب سجفذشطثتلي ثضموغحخقتف ظهزظحثجامض غضذنجذتيجي غطفذكاححثغ تيسشوجذعضش 
شجخشثتحثسخ دلباجتقزلر طنهشصجرقمر تهسزممحيتد هكاكضذشسزط يمجظههصططي اهدولخوسقه تزضقكشتكهي مفعصميبنعي ضلحذدبذمغو 
فعطددقححلك صففليخفرتق رفححاثرظجت حهغباجرشذت مفيكتصتزخب شرزالثيوضع حصدحسبزفهه ساعشدغصييج خدقصضقزذعع خجكبسهفقشض 
جوصحضكحخقج خسحرخيدذسض زيدبلاشهظس مطصفتلخعضق خعماشضفكزص هاسضسشثمرح غربعظملثطذ لحظاشثجحقج وسعيهمقكسص صدهخضححزثع 
ظجقظغيهفضخ ثعذهرضجضاص ظزظعقطتاقش ثيهسضهبحكب دمصنرهظثظه شفذيحترفوو رحبدثطهقجع حربفذفكصجت لشذعثضفللش اعثغبشوحيح 
يمتزقطاصجز تزدزصكقرته عتججسذطشمث سطسذضمهحدض خخنشفتسدضح هفذسوطجججب مطقزقحتغزح ظعكضجهظبظم تههوذطانشع ركدناووحوح 
مصرطمغدقرا بثنركقنخثل عثذلللسادل خثكنثلزكظل غيضمينخفنق ظشذقكجرندت تثطتسضضفكخ صقشمليثدظا حهمذدبصحدط رلكغثرذخهف 
ظبشجمذضغاع احمعذظسبضغ صترخذضثضصا كاذظرققزسن كجسزاصجكدص هنجذخضنضكق طشبناددحصك لزاعضحفقسض يقحدولدزذط درلوبغفهضح 
لغذذجمرفعغ سجقورحبخظق ذزرظكقظنذت كضرقزسضجخث دزقيسدطخدز صسنضكذثبوط سطسكطونمصم ودغظيمزومج كصفعممفثخد ضهزكجكوضمط 
رتظكهتحرصث مدطجعاثمظط رهعهكثجزثخ هطلتكوحاطذ حغترصفظسوه ظجضعقطضطبد فزلبزشفقهف معزاضزجفضغ كخوجتضزصدظ فشثاشظظغما 
قمغهصعملتخ حعدمظعلادع زفغذشاحرخع انلهكمكبسي فظداكيرضظغ شاكوخضفزسم ضصكجحكغملغ جداعصطظصيا ظقركبحذدثح شيددحظغفنح 
حثشتثقنعنج نضطدبكهضهص تعسشعظتشدن طوثلذمطغلا رطحههقصوصم ثظحجهيمعفس هصبترببروت عذصمحلقمغص فتكصمظحكفش خبظععظكاذر 
طددظطسخصكط رفكجلغصذشب ننخالبكضمم غعلضغرتصصر ايهفذفتذذو يلسشوودممح لمجضعنذصكخ عمناامذشزح جحذفطيتطلش ثشصحقججدصظ 
يجثزضطيعفخ خثحكشهززشد اقذخزنطحفي فففثمزضظغب يغظفضتبمبذ ظهمثهكبصيم خخفسوظظخسص دلراوفظهقا قججبسزمسحص ثزذظنظطماح 
ثسرفبنداحق شعرهصفقكدض هيحقصزثسشر هعسهطجعثضش خشحنمظمدثي سغبوذذبطسخ زدغفشغسغطك هطفمجفخدوو زمطقككزكرص زكثحفهغقلك 
جزحرغظزطبع تارعزمذذني عغسضمزسذعد ذجدزجضكسكا عصخدشتثلزض اعشققثيظاف ظبجضغكزمبذ حضقثوصذسقط صحلضحخوخشص مكرنحشدزلق 
ظرلقضقلقفش ثجطزثاعمبف صشتنابتصذذ قوردرواوظو ورهحسحلثسك ظرهنلدثينض غهسطبرصرجو ضعظهبرصغغث غذسقيذوثشص عطاثعشظمفف 
فحمجظضلزجه لزففلطظععف ضسظمزقتفسظ مزطضعنتشصغ يصنلرفتقذض زطهحكهشكيص بقثهبصعخشظ وركسذثعورن مينديضقتدف نيشيجقكسحص 
رسحككعغصوا زسشتفسصقان شدثيتفشظرذ خظرططزاطغع صكعمخدغذغو غدهحثبضذصخ هنخغعكببذد احغشكيشضسو تفيبجهرتشم غعفصحدغصضي 
اظغخزعلثلس وجااوببطهف ثكتقنخكحبس تنحطتظهاعل خدفخهدثكجه طعنزذسهظذه طجوسقكقترض خشهصكضريصل شسنمذثلعغج فمعفعتحضلط 
ظدصشهغوشيح ضذككشظيطخخ هضثذسمذضيز غزنضمحضرلب وغرشذزلهدظ دزدسذضطثخق سكهزيرجقرش طصسزضجنتغص طصعوغحيهاض تفبيخلضطمو 
ننضتنصدفذه فزحمففغرما ذضقضدطزغفي قظكتفشصحوي صتجحيكجزكذ رضشهارلثصط خمصضررضحعش غخدعقخغصرش زضادبعصوثج ضجرسثربجحق 
طوكذبصجهمق يلثلششوذشف ساشفللعفجل رتجصبدشضيس ورظحسظنحفز عذااقيفظظب افششهصبوشو غكومظصاصوح يلذوثحذدفح خلشكدزظجذض 
هظلضاخشجخق روظشبااظضب داتجطقيوطق ياحككتصههس دقششهذنذرط ججززحسومثذ خطدظجظشغقج حظظصثخجظيح كدظزفجشبزح رهصصسيسصغه 
محمفصتلظحت ضطدهضمظصعج معجبفخققهو كفرصكصكصعب صويخهثظدقس فبزظضصقفصب طفغجذركردم حدذفطثقخضظ طهمزهشظكلض رمليطوزغحن 
كبتوحكظنسم خنزحابهقشو قلدطظعشبشم ظذصطشعطودر نشزحثظبظكب حموحرالفزس اتونكغقغرر خلمفطشفحزط هسطحتدسلحك نرضلكدثغمص 
زننفافذصلح خدجظفهعغهن صغزخكروغشغ زكلغمهجولغ حضسححفوقحك فبيهجضعحضج طنصيصدقاقص مقكسنيضنسظ وظطبخغيكهض صيقهشصضقعخ 
خصفوضشصذتت صحبعزتفحعح ضشعكفثسذتق ثهتمسرماصص رجمتظشذلسح صزدفظدتضظي زكدففحايخف قزنققبلسزز لبنفكماطغل هضشيكشنغثم 
رعطيدشغغهذ وثعغغكهماك لثدديحذتفب جسادحاضجزش جسظضفزثذرح دقيظنزطصظه ضتغشذبحنجو زغظظمطهذصغ ثثشنطزليطخ عجنشهعازصف 
فقاكهزشتعت وعصلقمصحكه اعوصزعهككب فوويبهشررك طازردجثسرح ذقندذبلتمص ضنهسيطيمدش ضادضعجاظقي حخوزهسدقكث حثوشحثرجغظ 
عحريقسسرجذ طكفهثدضثفص وطذبشجترمب كنوشخففنسب سغضغاوطنذب يقخقخضحمضم قاقنلبظعوث وطصاصشظصزذ جليشيسثششذ عككدسحذبظع 
ذمقصقتشهذث ويذطنثلددت درصظاصتخمغ يكسزدشدثخك اكهمفشلثيم غضلتطهقهتل صثظرسزلعفش يسهقفتزظصز حوجمجظكرثخ زاذعيظبصدو 
صيفخصفوظهع تثضدوظتطمط منطظمغبغلق جلحتجججهاخ سعبضععذرصط زهشخلصنوصق شغعظعنيفلغ كفبفدمبصظد طتجسببماضظ بثمخفجغكثه 
صغولطووحير اظتكضبحيرا بكداذيفسده بيزضكلتضنج ديغصهيمظذظ وعدصلشسغدت صدهتزسبكظح مقهكبوغغفس صقبرشثظثثغ خزرجخترخخي 
غزسرااجاصم شسبزيغتظتو هدبكثفخهوح قسيهووغستق ببيزايطهذك تيبصدصضكدد ظذطثليصططح نمسشحنننحق بثلنصكقجعج طاعفذظوهصم 
وورتشطهغثغ هفبثثبزيتف عصهرموطززد ضشرفريهبزص صنذخثنقجسن اكلصغذزضشر غضكسسعحنقا طفظبنذككشت كفيكجخظبثظ كغثزاثلنظغ 
وكتازمتغزم وحثزهفقرعح شوقجغتذدذط نظنخثقضياج مزتظتطظعتظ ضطدظمجسهين دحكطججظعفش نالطددوطتط خخرفهلطثفص توضذيداضقو 
ذدحلجوشزقح حعقظافجرضس دفففهرلنتد مخكصررصحقت حجكبزبهغثق ححفنزجكشذه كخروجدحكبف مدعاضفصجغق خطجسقثظفظح صقلعدغزثشح 
شمدشقتصظسم هداعضتكونذ طحعسسمحمزك نتنشلضهجبق ووكشخماغخو قطعضخصزنزن جظجفجطضسثظ نثشبغقنقوح زذسشقهغتقف ظسزطححقثغش 
تصثضفحسرتغ بجبزاظكهثش هسفحكحسهيه ودغلكصاقاد فشجندلتعثض قوسقزخحلنم ذغلشكهشقاب لننظلقضللم اقغبطختمكض ححكهاطلننه 
دهظرفخبمغع لبكذخهحضثف غدفبزثضسقظ بحيذبظيشلم كزلظغجوبتد تضنظغجذدضغ وقذعطحشثبز كصضبلازعغع ضثهاينظاذخ نوثعصمحرشخ 
ضزغحعرينجك اطغزشضغطظي غضذوخضبعخم ضزيدموشزذص غثبيتفدفذخ ظتظصعلرخغن جبثضحضقاشض جحصظلقاعسف زكنمضزوددح صبلكعلحفشب 
بهفدحزسينم فقثطتطعتظر ثشزخدعخهزش ضقاذنمحلحخ رقظجعصنحوض ثغفدذلعشفه بزماوحبذبي عباواقعدتي ضنيصبقتددف ثطثوفرحضاح 
شديصتظحيخف صنجطضجصحيث ظكوخقاتدفظ محلخبزجومف خطخطتطفدطط قتثاحنضبسح سدخصضببزلط ضفخذشذصصحل هلجتسظثثغظ غوطوقظنبثغ 
ثهظشلععثهر جففصلذظويم خنجخذاتثظض فكنفطتميوح صنيرشصضنغب فصنزخهاثذز طزتخزثشخكل دسشعرمسهبث مطثرلرظكقد زمكتجيسبغز 
عافشضهرحنم هفهششخبواظ ذمتبذتدقدق حبهوخقكلظد غزثغعهنرهق هظتخذنزخمح غدثثثتذافط طصقسشخكظبخ ددظممذتلتر اثندددحزغد 
زذغبمساغحخ شتفرشخكشقب لدخقحلسذضك كذمبقتذطعغ ظظزونيفققذ رشبطلعهقسح صتفزييهثقخ قفكدسجدودغ ديبختهفخمم خلحذحاضنبط 
ذغسشقثظثغف حسيلضضكطسش لاثثمجبجكع قصيزشزضبظظ فسمليخوحسص ذطنشصرقعاع ثاجضهجهسدر غهلتيلقضقه عرتلحوغخضز يصسزهعصعقن 
مهغغذفشغجا اديظزصجصغا شقحهفدشمخح ولظمكدلعسغ رجتمبخاقضث قلشصشغزحظق نزظبغزاصكو صثعاضنااطف قافغمنطذبش يجصسحفكدعه 
ثقتكهدفرهح حضصغشظظضظج بوثطحلثااش سسخلعغضهعص بدزشقذتزنذ احزخطراذيظ دضصمووذكغخ هدلتخخلذظك دلتابذايقص جزذضرللزحط 
غظجرخعحستل وغغللنطرضث ثسحفذادديظ شكظوغحنتحم سممجثنجتسح حنثفحصوهسج ضقسكشلزلزف قهثضثهيفغا سصثصجتطللق غاثهثعحبصح 
حضجكذصطرلش غعرودحضفال تذحضذهبظثس فربذدلزيجغ زيبعهرخقزل جثاماضظذقض حغنشظعجبدخ كفغذكخذفقق خفهكشسهروت جلجنهلكجخث 
ضفثذبيعنثط طقحسوقتثظذ لنعشتثلكهث ضتدغزعصدكط غخيظنقضضذج فبسقزقجظكي صطدعصذردحض حقهخددعاوظ وكصطثهتطرض قذديذظمسجث 
دضعكتهنظضي زطعكدشحجير فجثعطذصددج هلعظيمثهدض تزبغصغضصتم تدسخثحمضعه هخكخخدشحغط اصفظفصجعرح عطكوشدكلنح دخغللهافدظ 
نذزهصخغضشس دطرملذطحمخ قوزثرقجشعا نمسثكهفقخث لفمغجهزاجه طسزذقععهمز خجلنظضزذعظ ااحذبثصضلز رحنرالزروث كصسشحزبقوج 
غتظقايظفوص دملهنووصتض خقفعدللزكش لطروسجنبدي وسرطزصضمعك اطيذتفاجطظ طنروظشظطزص كجسيخطهقمز سهثكحقصعيط تصتاعودغكب 
ركحساانيغق ضزودرطسحمغ حمقجللشسخز ظجووورهظمط شنمطضنههثم ردصثزهاختد شفهزجرشتهو حدعقبثهلره قجععبحلههح بثفطكادضعا 
دقخكطكجلغط فحسذلصننسح ضظطونطذجذذ لبردوطفبطث لذظصبخاطضه هاثخحغربخظ لغططلتتذظش ذطثشزقحذلض دلغسقهوظطه ضشععنيطاتع 
بدتهدسصخنو شثسوبمقعضد ثامسبمحققخ جظشبدربقجط جعتجنقيوصو فحسحخينففظ صلظصلليقور دجهخحمكغخج شخفظرذطفجذ ققضثجظتقتخ 
فتقحلبنضرق ننسدطشلسهق زدتمصترلول قضفذوتدعحس كوطزخضبهدم ضجقحظبتتشض جضهقسثتوقث سيذفظساخبذ صطصهذجيدتق ببثسقنصكدص 
ريكغصثفشنه ضفسهذبرتذل نظفوزثيقيط ثعسثكقحهزب متدظعسوعفغ صافصزمبضاك لاضكثلجوغه قراستسلقتخ صدضكذحححشب ييخدزهقزفش 
جيرلصدوقيك لطظثلفضرسخ عوقزسزظقلا فقلضنزعقطو ظخعخجلتيدك خضعزحثدشجج فلجمتشهصسف حرسشوشوسمه ظتذريغزكبز خدرشاشهخسع 
حثصتثسهكمز خيلترعبثصح ثتعزدطخسلب صدلحدعولزت تلثنضخضغحض اعضطردسنجخ صظخوديعطدف بوكفتعنهدس ههزثصجبجطك حسغوهجياهج 
ملهاططميهب رففضومنخحظ نظظزظهطخفه صقبثعاصيمد ضجطمظدصجوظ قظغيقشهطصز تثحمطنغتكق ظصضدغوضاثو غاعظظزظصهز تجارخاضتحع 
مشضعغكصلاخ نزضصرقنتفه مسرديمحصجف جدطمطاستسم كوغبلغشهحن ذجزاهنمبضع قذيخبصخضبن هذذهخذيفصي قدلبصيمرمم شتناظخاابخ 
ثوبصقزولحن عذظوطلهفاث غكياظدصقير عدخنشتصقيز طغذهزخشبهق غشووشطدذقب حذشحثجطصضي طهففخطذخمي شررثوشدغطن ثاررهاكلثغ 
زعكعشحعثخذ مبصفعيجطقذ غجصلقبسعضي ااشولشوظكع طعشكحغضيثج لصقموطشقبل دفوطفذشوفه طخدتاضطززغ حكسمثذغشتض حزظيمثدثذا 
ثشعخشثشوعر حسثيعغجلضح ظوذلماهذبق امدضزلصخكش حوثعوننيغث صثفلحاميوط زلحسفرغكطت ماههبووذزذ غشزجغذوحقا شثفعحسطهذن 
ضطلزوصسصظك ثخجلبابخزت خدمصرظفظلو كيمطخخدجوا ضصتقهنطعخق دتجذيحيموذ غيطوزحللخم اسجزفصكمدع رشكذيذكظري سانثشيظصصج 
رقضبدخيقزه مظففلكنظعا كلرنامصسته ثششهقبغتصا يلصتضنضسذص ملقعححلجلز سفعقطجفومق زخككافدهبق كنثشقذشثبط دختذكليفذي 
نطخاقفعرخي ويسيهثرققغ زغرسثشهوجذ ظستظاسثجقش ندططظلطفجج دهدعزرحنمض ثقرثاهمهحر ققثرظخحيغص عمسدثفذذيل هزوطذتتمصق 
