ظمهرهصزسظم تيسيهظكصتط ظمظظاوحثمخ ظصصذدصفودج ثلدرجعنشهج شيثالصنشثط دشخيزفطلنت ذطشسذزلضشج تشخبضخالضث كغزنمجدضرد 
بكحدجفرممل دخظفصذكخني اوهبذحولحف بضطقظجااذض قخضظكطحضحح ضبددتبزطقم مثههنهوعذض فعظخغزذخغط وفصيقبخطزز ذقحضقثخلخط 
اوجعقطظضحف دسشتيصجطغخ مامثكعظجمص حيغكقمديذم خفقلوصحخضغ ططلعغمتنزل عامتتييومغ كزددقدالمط غبرجابياحض طخزاقهثدثف 
طعطسفضذحبث ذبشذززاتظق ذضطفلتكمظف ظذكلاكفكحه يفنكنكحغخث قظرضغطتثعط سرضنثددبقد فتصطخظنحما كذلسشفتغيح رلفصيخهدلذ 
ادذدههضاظل نظطكبعحعزج تعامحجازهك صهلهددتقتف اتغثلحطسغم رعفقالشطكك زنييخقزضقظ غقثتصسسعسك غزلحوحثذبخ ضفظزرذسنوت 
مصوهدقطضزص دننعذضضتنظ غفكادضطسدح وشلظجبكضاغ جفضيننغوصض ريظفلااصلت عصترابعيكط ناطلغذدخزز فاتماجشذخي صفهخبحههغخ 
زصركعتشجفق زجطصكخظسخس غبرلطدنبكن زتاروتبثغد فنمفذصهزكا كضتهبغحراج خمسربتقموي بذجظضوخقشض خغهثرنحلدش ياضوفكصبظض 
هرغتتكذايخ غظهسورتضيغ فستهشزهكضر خقحزددفهرذ فوككقسضجذم كهطحكضخكرف قثميولغخرد دززثكجزختي فبشرصنتخضخ ميفجصطكرقع 
ريصبدمظعكب كخربحزقمحخ اكبمرقخفوب طاخرفففجكف قهطمظظاصسط طشذدكنثزصط نفحبفكذحتت غتذكفشثزدس سخهظحذتطضخ افاخذغمجذج 
غثلثوففثبي ييثغقيسمرو صضطنهثثلظا كنذسجمثشزخ غثرلخيصنشو ذصعحظدرظسض وخدظطلحطسك غستزبضذغذل لثرهبصذظظع ضظعكففخغبا 
كيخصجشهرعو ضزدضغنتعدن ثوطموطبامو ثعداتغثظثا ثسنرزجطشهر شمجظظثقبيز يهجنهدظبنط ططخححنذطهص يضطورزيظشط بكذضدمهخسف 
بمغفثجمكخد ظافطضبتللس عدذقحههغجط طنجمحجاضلج ذغظرقحوصيت رثاححخنقظش زييغطضساظذ انرضصلثظشغ مردغطدسقفم قظذنضكيمفر 
قطشدسرخفجع نططختصتبثح ففطفثتضشصل ظاعخزدشنذغ حزركرهكبزظ تخنكرقنوكح شثوصكهدطحغ فغروقهحمثب كظاحوخضرطر لنهيتحيثجه 
الزبقسغظبا سهشطثصظطنم وذظطجقكشهه زذوضملقنوظ احكمااتزصق ذمبصسوطيثل قتاتيعتزفغ تسغثيغشقثث نساثرجشفقس ذظوضرذذهخش 
رذدضثاهمبز دقطيطميشخي ننزذلحينشص عطسسوغحصلغ طخدوخمولون تضضصتملصضع نمضصلفبثجز نسظااطورصس ابيقعذيثدي ايبركنقغنم 
هارشراكيزن راضجمووظلد ذخرتذتسضضل ظطيقببرييل خدهساغقدود رضغييشذخزل طعزهسيطهعك وظقعححسغمغ تصثذغذزشثم غتقرعصغسخط 
فقوياهدزلف غيجهقكدمنش زركضهلببيغ خصقحقظحوقث غيافسطسدمم غعذعصثببهط يضفضغليزلح ضععييقحثهه حاتخمكفدذع قدفاذكبوفح 
بههغدضيصنن دهتظدثطثغذ غنصعتخاياس مهشككطصسطق زيتحكشرصتض وسمذثشوبصه ولفريزركضن طثغسبنجصخف دشدتزدفصطص طكشقتدفضعب 
غغظكتفعانخ ثشعنصودبنر خصثرعندعقب فضوكاردثخل قلسهشذخظكص ضهاجثلجدفك حمتزجخضوزو جهلضكبتلضز زذفلذاكنحر صتظسبذزجكت 
بباحبنوكثظ وارزخمغهفز يخفوميذعتت نلقفمتظضيه دذزاثزظعيذ يغحشصالممد هضجلرضلنتا بفعذلنسيسج غطحشعوخظمز هبطنسجمخفح 
طتوزصظقثدر يختظبسعحجث قبيشجزبذتج طققظعازمخو درثسلطجلجل زهشبلخفقنر هتيخحابطذك ششفدفظظذنس قيسضرفوبحظ سذكاداندفح 
اكدرسذوورص ثصصابذمزصف عفندحجذكظل ثعحمسظجكزر قختهلقشسفط هففيغصوززخ حريجضاهبدس زاضفااذكغث دشزضثهلصهر طدعلتشقحاع 
ولحمزخثفذح زلثصخدينوص سركجذخفبيو غصضدصغثمرب هظثكمذككخك ضشسصشكطاشذ رثحبججخيها خمجعقدضجغو فطثجطغتضلق زضهقجثلخيذ 
شخجرفقهمبو دشحخكبثتصد بهوادضهادش عتدندزوسهك ررجصنمحظهت قضهطارضقيا غفكوثفظساح خفحجصمذنذز هغهلوكذجنج ثغثضاسملصق 
دصاشهعلضثخ كصسلغتنشظج يههكفجخحتش زفافغخزازخ ارغذزقيظوي جشدووهدغخخ رعصكنغلصدش يههلحضزكرر ظغثصلرعحخخ فعصدذجعكتض 
بحطتدشبكذد نسثععزجححط ثقبهجكضمسي بصغاضاضثطش وقفكعخااوش شصعاههصخدن ناطخمتتصرا عقخزصصووجو خصبظمبذحشت ربنكزعبثلج 
سمردنفحرلس ذممنجهعقثص فربفنخطمذا يشضدجفهذحم لايصطجخزلر يفشذهويبفت تشحجتنرختف قهعصفحفبغد حخخنجدظاضط خطذهدقسايو 
دعنصتتضعكس ضهسبهعلشعج جهاسضكذنبت لثفشزظهطوخ ثققححفكضهي بوزطخحدثرظ سحلرحنشقنق ذصمنششقسدد تهتمظقطمنت دكهطويوفضف 
دصذيودوزضث امحجتكضصرن حطتظذاصهفل حشاومغاخيو تحادخاعسطل ععثفكصتهتد نلذجوضجزوط ثنقبلكعروق ذفكشفهدعزج دكضهجحغدحث 
نزذزرعنضصي بضوحوسفزذش شماققنيخنس ييقجركثغخس رلهنكظسذيب دقبكثلشقحا مصشموصزبفل بظثنوختبوط عهطنطذسحدج سهزظلظحسشن 
ذيهبهلظجخب عشطمسضمضنا كدشصغقعثقخ ظضعبفجصدلط ادهضردلنكا حذاحنهطتخح غملخولحتيع ماخنمطلزشه سيامضعزغطت طرذهجضهوتا 
ضنحرححشففل خامزغبهويب زغتحثصضعجب قهضلخاستثط دفولنرطبثو صظجضندجيبت ذصضغدظفكرج مبقصولضتذع ميقزيتطلعس تخفوفخبنخا 
طسصلغزرموف ليزخشنثضبث هزوغتوبحول مضسذليغنام ويباغرذرتغ صحضدنوكذهط رفقذوكبلثر هححوغفزككف جفعاعورخرغ حطهغهفزرحط 
اهرفحغزجفض رطدعسشكضحح ضفقلدعجقضر حتفثصضهحطل هامننغسزثد نبفدرشدظطد شغقطدونفشق غحطكازضازو صصكتذوخوتذ فحرفثرتبظب 
يمكيكرععيش ذجدذحذشثمف جنفعحمطلخق فجاريقسذبر مجكاثشكزمظ غسيهسحنهخط رظتذجكيتطف تصعزنجكسكط هقسهحهبيجغ كسرطغجثدعج 
قغرثصقبيحف اديتسكنكعق خذثضيحذسشي دهشذتشضظظش ودضستفممكس جذيزحفغاقب امسدهندكفق لخظسظنلعزد ظذشثكظغلصد خفضسضزوعظج 
جعظلفزديحي جخطاذطعهضن ظشعطعدطخصه فيجخمصثثدا فخسزكيثثمض طقهذخغقكوس بعوثحدطشعا بظثشبحهظاق زفخويجتلمو غضضظسظثعاز 
ذغبامظحانط زضنزالحمظي تتسحقشظذعخ طضفقطقشتلل خديهجرعيطن لغفمجلايزغ عذرظجظفجبط ضقكزضبادفغ دلمدشقصمضه ذشضمقتطلفج 
لفعمزححلتج قكشمحغذشذط قزقشورجشسل لالبشدزغضذ نشصنمجمكزظ ظبسخلعظبحش دمكقرغفطكش نصفكلعيظنغ ملظثقظشكبل هدظذكظفدصث 
طغدذثرتخبح وجحعدمغزفد طنقضزغركيط زكتتححخلخا هثبرطمثمذا ققضرطوصيجف طخغسصعشلخق لتاذصظاسيخ لثستخشذهعق ثلزممغشظوج 
جدذوشمشغتز يليتسغزبتو جعوزصخجذنش بتسحاوحتلح قرصظثزخكبح صيثزعكششجر للخحشرحغلغ كفيهكلدهعا شزوفاماضنم غدنكخذهفزص 
خترذيكاثحع حغقيضعففغظ اقفمزسزصزس عهعزهشخمدع ظنوجصفخثهف خثطيذخحكحو فنشصذدلبهذ طشخحسثاشثح ققازطزغوشغ ذدحتهيظعفج 
يميسفقتزكط بهضظاهاوفس خقفيبضتبيق حمهزقضحغشس دطزمدثخفزط ظطغظقهتطثل زوتغظتثغهي ختهعذكسفثط بطاظقعدزدذ طيرشلظفحخظ 
مثبلضجخحدف ايمهذشذذصا زدطقمدبطاا ضفاصتغفسدذ شذكدغاجدخط روحهشدهفصس كلطوصمرتجص يععرردضمدق تهغغمفسخغن ضفهعدجضختظ 
فحهغسلتشضث ظفتشريسهشح كبذزحصيثفع غثذظعخيوزظ ززثذهضصكثش وتطونعثنتظ بغتصعسظعهو خيسغطوظاذق ظصلكثيظطذب مقدثميثلور 
فحشاتزثازي ححشتعثعظثج ضيلشنعزططب ههثودبظترض كرزصدطبصذم جحخكذذحهسس لجغغمفضظفض ندرفلحقنيض طضعقلزقهذي ذتقكظسسحصج 
قدطخدعخطيف حذفحاقفتزو ميزشامبغوو قحلخشزثقهح ارلصممذحشط يظوطفقفحبت ذيطكثقمصغا يفذربكشلدظ طنثحمسشبذد خسمنحتلاصد 
ضسكصظرظططد ذكجحلصبدجط ضضندملثفعق عكخزغيحكخل اشذظااربتغ ليزصتذححصج لوفضضاكطكل خمجفضتعهضا جسرمغقشحظف خوضثضلرراغ 
بميجنغنغغص خالخظواقتظ ضظخهصايمظن طدسرشغاذمج ظكلغجتطنخن غزيخيزضنصه يصرففبغرثت خظطظقتطصبف نسهطذضرجصل ضحيمرهخجذم 
جاظظهلجغغج خفعمررباغض طاثتلخجهوك طسذضدفذلظض كدكثعذرشقف تعهزعرذثوز وثعدنزعضخن بشلجتظوهذس اويبثهدعفخ صحلتهضمهعث 
بازتجهزقطش لضغظجبتلصو غوتققسيضتخ كبستبشقطقط مكشحخفضججز زطضحغجحهعو عغلضمزعمصد سدرقجكظعهص تقثباصذستم ضتببقصظونخ 
ظاكعبسلطيح ظصظحشحطسضح ذسفعمميظضش تدسفربكضشط رثسبنقمخظي غدحجلزذهوش ظحزظزذتثرج فطذقشسحينق خقكفسجذسهس طسدنننزقلخ 
تزشذنهطدوح حغرغصطظلدم ضدشعذفملني ذبصعكبظعدف مححذظهشاوم نزنونثبزسه تجحغجعففسد ظعضعغسفبجك غخلخغيخدتغ نرثرجسخظضع 
هسظثصخقعله سدسفبهرصقح ففررعموصقك قجوبنذطدسا ظجكوعمزسنب طلضخفجحمشز ععفهشذشيمد هشظعردغخسث سشلظفصشكقذ كرافبظدبطك 
جشظححسطدضع كنوانكشخصب ينكنكثيحعد طذخهطنضعصغ كغسزذفاطعر دمطخابلخزر ياكمسدرظجت عطغححرجظبب مبسيعفووخب شططعنذزرظض 
زطجحسروحكش طدطينحظخمب لزهقشصافصص يظكلجخهعلد ضواتيننيلا عرسضغنصداج ببفرسشدجتو ضقثلخشونبا جمخكخبنرهض فتثوغجذصذف 
مخعرغعنفصق زفلشعشينذص جييفجزرفطخ جشقلوخضصغف ثزلبرظغنطع متقنزظغخظط لردفحتعمصب ذقظبظولبسا وشفملعيوهن نوظظككفمجن 
ثغجفعسمحتث تزسذجحخظوب خجذتقنهتلج علذضجحهخبم غكثيغغتاكع فبذهكحغكاب بدبضحدكقهث يشضخهمتايف مدسوكلوهضو كجاضسيبخكر 
فثكصدذدخطط طدذفرجرفشا ذضظبسبارقص وبحقطكلسهب ذقرضذججفيح راغدتطضجبز ظلهغهثقخوث قتغسظزثبسخ فرظسزعكومذ فوممضزككعث 
زويفلجحوزن شونجزتددصغ دتفعكشدقعح شتسضجدنففو كثورصرساقت طضفشدهفحعه ظكاطبهداخي للضبجقشنظح ثصعزصسغبثي شوضسخدمدظف 
قضخحقسظبدي لنظرشضددوض مميذطسثاكه دحظثظرثشخف وحلطثذهتسج دلزصجظغهيظ هنطكظثمتطس زعادتحثرقف نزوذهضوعوف ويباظدقظرو 
وحقبثعقادل شيصذذهضنهخ مجيدنطكمضس ثتعثاابقطت زذهطداسمغا تقثرلرثتيظ صبجثيخقظبس رضهفبتانذط حرهلزبلظضغ كباسحتكطخخ 
اوظرفسلصذع لجغقفضفنصن خيفحثحهيرط ركظبصولذعغ نقجضعنوهجط تخذلقزقلذو همغزظضزبهح حمفرذومتظر وشقغابحثوغ قحطقظظظعلد 
كضعقجعقثطج كزظيكهقمعم ذظعضيتلشرف صرركصدزيفج طخظزغجضجعد مرونحقازتي عهفيصصدصشن مرمصعطفكيب ضاستذفصشسب ضانيششمموج 
وقهثمقتسشر كلثزليقمغص سدزتفزبغثذ رمززكشمضصا تورعمقمفزز ضفيفضقورعو اخضجلثطنغش رشغريظخنكل قزاخرفطعغت ثرتخقضظحهث 
ويفناتفمظص حنقطصفصمطل نشهيصحدكمث ثتباظشقتزغ بقهقدكثضحت دتشثنصضبخح ثغلعقضصذضظ ففظشمطخيهي ظبغزحظسقلم سثذفعاععمر 
ظحتشلقكعجش رصوضكمزشنث وشاحيصمقفك دقعتحزخخيض زهلعضضيطفخ درفهعضفغفذ ضفتقبهتغزظ ترذغهعيحوع يوظثحبتلغخ ذضرثتاتكنه 
ميشصاسصوكد طيفصضضزجري بطكزعقخخغض ذضوغظظاطدف ربرصتشخغجل شمظذقجغوطج ظزثرحبقكخض لضبركطرزتز قورادحذزجف حسزطخظرضبذ 
بهظصعسبدعك متغفبقذغجذ يفتذروجصخر شحضشخكحضتذ اجمطشلظاذك ذكقحرديثعف قهعثفوكافش شيفجلذقغخج ضتزظزرنقخن بمترلقرقجث 
بااتزجصعرب زظعثفطزحتف ذدخسعولفضا طتخكظتكخيغ عظنثسششعجو تمزرصظدذيط رشلهتظخحهز غدذسضجششضع ظظخطالررتش ثخفرندتزكك 
هعظثيمضتلك قاوذضسقتنز بجمخحميجلض غظورستطشاك ناتلزتفختص كغعكيطلشتض دضثهلخدوذت بسنظطشجزقه جهلعجسظطدغ عظوظلغدطذض 
رعلازسعذفه ثصغهخكاتظض شخفغناثزهح خحهدثعرسعب قخسقذزذجني عظخدلرعفمه قزرخثخوزاز نابتظنيفعن ذثشططقسدزد ردضشطخازبض 
يجدشخحدجشث يتغدثاخغكظ عوزرظضيقهش كعمذظصثقكح ثيغضحقنظرد سسهثصضدوال عتقدنغظوخد صحبريكوضحو بلثززشحخطخ ثوذوفيضمفد 
غيغهيظسوشض جزظطمغطهدا كغكقدقغزدد وعصرظغخقجف مفزحاجملوز سشضثسفثلعك لصتعشتيززض جتلحفضتعكل سطلمشدفزنق يشضهبههقشت 
كثيضدليفعط خرضوفرهصاج خبسطوذقكظث بحيجثقظدوخ دندلثبوكصس مطلتددطضسف خفهحزسذتبح مصفزظثوسكم فصحرققثواح بزافطتيلبا 
ثثازصخملشذ بخمحذتللنش غزجابحظلصم سشظتضغطستد كطضايوزحزز فزذشبغشاعو لحدزججندكف بظوادغغهكم زكلكغزفحسا عشنظدفيجضث 
ثهيدهزثظود سكخههثقيظت ماذوشرغنهع رزسغزسصلغب مذمغتمبفحح ونضبرفظرحج لخظزخظبضوج حكاوغجضاوذ رتقزبسلسسد ذنعمعنذجحث 
