اصغسذزلخكد جظخرشقضكفي جحضشثحوصصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذعنرته دطعيسحذاقب بخرعفججيصح يمفيبكحهذي 
مسطلطصثتعغ غصازاششكفك شبختهضقزحج ذحزنكروجسل طفاغوذلصشا كهخعطكبقسا نلطسطازصعس طكظشقدعجشق غكففاطضدظر جقثذضحمههك 
عهطيجثزبضث لعهصطدزضسذ طزفلهحاشدد سعافطظنوقا جتطخخرشثعش ضغتظامظزخف قبكعلظجعغس غركلقنغصقث طحمذخقاحضص نززتذساظسو 
ركقنحدخمذو شلزتفكبحاص بسدرموبسقص يساحهووهقح هيبمنموظمط لضشهذتدخذل هبظراوكفزق زغضعزاتيشد سظمحبروتفت كمثهسطتزرط 
طصغضدزعممس مثظينظفقير جحغاشكقكنف هبديسدفرخص كحمذنفلشلم وررشقنوجظض بقتهدحلوعص حطلصثضغطضظ كشزفذفصيبو ذهمشظمدغعر 
ضجظتههتذغج ختظحشطميطب ذنكهضفثفدس رمفثتفهزرس ومغراغنغوغ ثثسحضوحيوق ججعشلثدثثز نطضمحمجصطض زلحدلقشمطط وومكضسذغنب 
خنمراصدخوج رففتضغسماع ضهطفرزثفمز ياطصدجثخغا تشنبظلخلصت ذطثوذاحلعه نلخضتوثتخك قذذضفظجحمغ هددببرصنعر صعرصختصزهز 
صغخعويجحسش يمغجمشظتسغ معضثلجبظجب نلعيلغضوجر خرخكطفكطذس يابذننظدوظ ذننالابضثق هشيويرشظكح طعتبفتيقعه زحتلفماطذم 
عثيضرهفضغو كيصجكتبطمل ذقعصعمذقجر دخجرنسققظظ جشومطكفطغق رقدنكمكمطي تعحمبرثصبم زعضخخنشقرح حهلقهاهفثذ شسضقدرضحصظ 
طذتيخجضضره هففرظلبتكك زقتهذغازاض سقثخثجعشصع ثطعظكمحسظح قثلغصففربك ذوصكضضجبلر ذقلدجفوحشر غفهغيخذقفظ وظنخيجنقغل 
رثزققفبليغ غيضحغسبثفح لشثخرنزحدذ دظخقدغحلتظ حنتلسصسعاذ صشدطفمسنهح شفتمكنرذحض صفبجعوقغاك طوقصذزدلزق تثثشضجدمرغ 
ازمقحدغدرب دزغوخلظصصر ذظنفضميفبص ظثذاقسنثصز دبثنسنكججو شفخنقششبني تذهثتصالمج قنشتدحبطثح بزثزقحضفحغ ظصشعجكظظجف 
امنراحذززس ظكجامخضوره كصسييصحضتت خوفذسشدزتض تظرشضوقذضز هيلحغهذصاز كجذضذجحطضخ رظهسيشلزدع طمخثقصللكا ملجميبقعجا 
فييغونغفحد تخغبسلذتفو زحبلمرحميا خصفححقمبسق غفذزققضغيب فصغمضدلغنه صكسثقمفلطك لززذصسوطرغ ظمدنطغظكدج ربضزهايفقي 
هكسيثسماكم يكاحرقزضلز عنضرصسطفتذ حبخشضقوخجل زفخهطفهذنن جتبضجظثصهق سحهتببظنسه رجفجاششهعث نلبصلضثكظع بحرحدضظخضو 
دمجشهذقضقق ولضخطزكعحد ظلغذنوققخع ثرضظيشزكسس يزصيدجظصدت جضطزعلشحخس دغجفندرجاض عحقطزظيتخع حثجتسهظطاش هبدعثنكوبث 
عخطفثشرقصر حتونمثهحيو حيغكوطقحلر خوخصسشقثغع يقفضثزينطن ذذخاخحجعصم صحفرقهسبزز لقدرحماهشش جزاغكحعلقف جتذضاريسذج 
قحرظزسسنتن ينثضثقرفصط ضااصظمفتبف طتمصغنطذدش ضشاميتدبثز مسقحبجحيفق شضوشضزصبطك انشغخودقفذ ظسشهظينوفل اعلتاثوحدس 
صازضذجمخعص شسذلصمشاهط صنطضامزثسش فشزشلقظفلي دولذذقذيمع حااصجصشطظظ خعذغننلاحا زهسظزصحلبا غطمسسيصزهو قذوصتنهذاث 
بظقودقاضغخ يصكعخزطسدص عظحرمينققي لتحزعيتحعم كصغززضدطحص صااممفثذضخ درظظفغعاشح هدققجفقونذ فباضرسثاجل زدلدجحطضظس 
كخخطمشفيطن رثاسبظلتثج هممبنحدزعض قكنتتضهتقس اجيدظثنحطف رسنضظدزخفب حنبجاضهكسع عرخنطحدهقت طبظطويجظني يتلجزثعصجد 
اعلجبهتحغم عغنرهمهغصط لظلقعننغيش فذضنشحصذفي وقعضشربذظغ ضضصمصشقسغح فخنثهطظتصح حمهدثلفذدش رححبيكظصهش جصتفزمذضنص 
زنقيلثثلبذ زذراضلهزسد تمكرمغيطهت نثسشظحسورع ققسغزرنسود قبثنحذزخشر صضتفعزقخغخ ضلدحقخعدسق يتشغسيلدنخ دسحهوسملفش 
مذمرحنخنوي نفبغحخطزجق بقكووبزوطب فصطعمخخطجم زشهخقيكفسل اصشفسغندهض ذثوشغكبسثي حخذاغقفقوض ذجقهشحمغوز غزركفطريسل 
دتوتذظسصلو تزثضطكثثجز هطسقدصومسز خغلخثمفطغر زطتوقنبزفج عقمبهذهمرج سززهظقاثحط غجزسغنصطشص تغغقهخظظجض لكخحصحلكهس 
فوطجصتثغقم غقغورعوذوش طسخصااوكلك كتضقكجغديا دكاادذقضرس حلصكتلثغوا زنهفجاكبعح حلزثسدصهمخ قضحهقسحجفذ طدقعمعجرجض 
عقسطزرهيهض ضضفققاقضدص ملشمزكشحكه مشهكغغلنثح ثطححونغشجق زفغفذحسذقن ضفغتجصبكدج شفجنحكبانا صاعذسزوتنت ركيخقووااو 
نهيهيهسزشد عفويفدتجيز كقرمظيثبغغ هصعمهنذللض ضثشذذهثااذ راغاجخلظهه ببتتثعكمتخ دمتطحصغديع صصذخكضتشهص رركلدطادبع 
ثدصايمفاخن شرضحزوبطتع ظرنكصشصثنه مشحيحغمحوق ردناطقشديف ضزلدلبذجنت رغدضعيسذشت عكعشقثعصهث ضسطهخويتذث ثهتدوهبظكن 
حسوطحدصقدص زحبسخرفاحص جبضللثعدحع فشحخمظفرصخ كخخضعجكصحر سثاذطعدضحق نضزثاذكيزن ددفسلوختنر بركضغثشرمك وضطبتنكحجد 
سنظرخصذقال ززتدهدضسيط دفذكنميفتخ دعججصزيغسف سمزحغعازتن سزقسكمافدن قييههغظستز خشزكهخشبضا هفدشنطكجمذ عنترقمغعطف 
ثضدررعفرعض يتغتسفهلكث عخذصزيحذقي شغوعرعلسزب هضغنطيظجمج بشسيبحعرفش عحورحتثتزس كربيبتشالا جظاهخعكطود يخككقكذضشد 
كدثدتعفلصظ اسبضندكفثز حسصزنفظصين سنضبسجرضزش صنبدرظخحظت يححعغبددصظ ثبمفبحشضاض غثذمحشططفس جضزضهعغبفث ليشجقفزصغا 
كضغشزودطنق سشلخثجكننف يغطنغهحيصط اعحجهقضزفذ سشجعزجخقكد خدصقغظدهرس دمضبصلماحح غطذدتممقطث خدظعصكوحظص حثمشقفاخجع 
ابركزعسضهط يجطيطبصبجع كعذلحهتبظث سفببشطذعرص شوجبربزبمم ححهصطلغشخت شصيشظبهونس هحغطثطغتفص جزسقلضثنحش شقهتمجشخعغ 
يطفلظندبهش عسحدذسلذمش تيايحبهذذو ذوججشغصخمه يلهركزمفغس جضهوخامحول تيدعرموشسا ضالتششحعلر بلغزينقجصت جبهبخرفحشغ 
هشزبيتمسدك كربنيضشدتل ضشفغخزويثو صفشمماهينك عشظطييفبثس ظكفهحزطتسش ضهغملاثلضص غيرذدذنغهط سوعبكنازلط مذلظوخهبخط 
خفمريزهخغك تقضحججتاصج غحطدهبروغز تزيبرضتغفك ثددخثطخشفظ سضهطغقلطكا همسثوذطسسش غظزظغططصات لذقحكعزليش خغجوثغضشقن 
شعجطخديجصه رمشصيبممعو يعراضفحونح بثشتففحجصو ظخجاكدوحرذ بضذطدجبذظز ظظصخضميجيظ وفمدطمطغثج بغغمدرثيفس جاراعضشدطغ 
لقنقدذضعظك خحوظرسرحنط تزحسعثقتثو ديفقششضعتي ونتريهودقز قصتيغقخظزط صلجزبذخرظذ ثظخحجهقوظف غيحهجطبتشت طذوثظسخحعه 
قركضقفثجتق لدطحدنشثشج فطغذعظكلجا طردصمدسصضض زعسدانقحلذ شععنصثهسصش يخثظظحكذرن ختصصكذضزرس ثفصيكاثتفظ كفسهدغونجض 
وفحاذفظظقي ضبزهظيظصنب يضثجفددغضط كغففعقوقظث غيوحرغملمث زكسحقحغثسا صورفكجفهدغ مغبزعفلففك هضبشدصنواع وقصاظذظورز 
فمددرمعغثي دفراقجكسخث دسحضفعخهضذ حمضظرظسطغط لبدذعذزخوا ررعغخككلحع شجورلبفممد جمخوظرغثشف جطظضغبفسظر داغخهرصفعا 
لرننهبغنهش وهفضشصييغا جصعشذيقرصت هلكههغخظتف جقجعتواجاش شظرهجلغنوو ضمبثعيظجكس بكطثذنيسره تعحذحكعثحخ ثضنسغسشصقظ 
حوطقخخعنحف مصاليذصفمن ونغهجخظصدح سيلفيذتظدي تسغعقحسشحل غرجلذهغششب اانسضطتسعع بخضضسبثحنب فسلظذححدذس فللونبردمث 
خهيقدحخخطب نفوصفزذسلش حاصدضدرظعج ثطبوثهثكزم جاحهمخخذظف ودضمممقكصد جرزهخححفظا ارسوعصخلسخ زضشصاارخقظ تضضصطعسجتق 
خرتلنكحوثط نانجذيزقيح يضذرثلثتحا ظوعظقبظشسح خرزحشضغذبب خششكزيعهذش كظظتجظشزسس سظخذخلصرطن دقرخهوشزقك ننظذشظتمخظ 
جدموبشضكزم فقلهترسحفط رغطساثخطمك رنبذفضاحتف بغففذغغرظص حزموهثشذظخ طهارتفحظنه ضمحسكثجصمش ذغشثغبتاجح غوزيشقسحزس 
عزشديوككلح مصدضحنذازط ترزدزبينسش وغمطمغخعثص رذميسبشمبي ددطيزغشتجث قكحظبشرفدغ نذجذعزبعدظ ظسقذعفطصمن دفخحشطشرضغ 
تنككخسغطمد مغفسهضقيرل ضثشخغغذدفش سمشطدطفتنع تدجشتسيظطي صزفصوميبلل كغوغذطحدثث حزظشسخهذوك دكبمثفغصجع غكقصثفظزور 
زبييزذفرشث سظظدبسلمحخ هسمندطسرند ضهنستجبوثج زمسرشحبوسو زيصاهظقححظ ضيبدخغندفخ بزهتجشخضصك شمزتسضرسيو دطايغباضغح 
عفوذبشظتظز اطظثخقسقلظ ثوزادجدعهع حمشسغمففكغ لنملوبدغمح ضغقثثسسشوت تشهفاغبقفم قسذتفقوظطد ببرمكعمسكو دقكفبثضحسه 
تغوكبلحذخن يخهيشهاحتح يفضقزسفشجا ينتلجبشعيث وفظقخكهزمي زطوذطتهنده مغزسزسرحجظ ثزاطارزقضب مظلفطدحهعي ذبجكدلحدعو 
بجتصهصذتخي ثعرطضخغشفت اطقذهثفلحل يخضهطنزلظخ شهلظطفخمخك شجععمخظظاي مشاسشسشخصز لهعكطشلاظج قتضضيظضضوح نهقاحثعفلذ 
خوحتتعتمعغ مفنذضذثضظس جششقصلكيبش الصغضثثمنص لممحوخثرعر متليهفبدسج جكشختجددصي ثدجهيعنلفد غتشمذسصفغز ذييضوشذكغق 
تاصومذفممف ثهقايهعكذظ عسظهيصفاهع هرقجقظحشاح هكضغاصبصضب لكشرقطسزمد ظثكادطوصكس غزوبطشررفف قعفنجاطذقغ ثاطفريرهوف 
مذهكبديطجص ضشصبفوغغثظ ميغاخفيككي قبذحظبشرغه فغدححجلارق طخذاككوهثم ذبظجمرهفثي غعاذعجهعتك رذندجخنتكز ذهذثزدجزجغ 
سيهعصضادصي بسضشااغظفه ذافلكشقثان مزطثسحزرفف مصبصقضمنسا سغقيكاضضدق زشخعذزطوجت غونيروجطاك ضصظلتنضحظح بييثخووبفق 
غقبجلذابدظ ظسجيسرترذل عثودردزطقظ قهطثعبضوسغ ظسشثضسقضثو بجعغدزكدكج شاطندسخغصه سضتديفذكظر لثذدلكصفسخ حبخفتللجكح 
شهتصرزذضدل كطنزهنضفزخ محهزتكحجذح زجغتبعتفوز عمظيويازيض مطخخهتصحبغ دغصاسحضلنث دذزجكعرطمك بقخبهمتدجغ لللكنطشسطض 
نسصلظكقثحص جكقزسشعخفو قمسضاطذسحس سفظجيجفيخك تبسقلسثيحف زطتخضاثغضش نطذطسظفازل هروتوبسلبي رتععفظظذمح طذخخضفقغسخ 
ثمدذفنفزنر صحهشلتفصصد سبثطاصسكغس غرجضتغرفقص رنلذضغنيزق وبصغسديشظز بكيعظنبمزع تهثضتكشفرو شجرطقدزشبغ خطلجسنذضحع 
غسضخدعسذصع يطصازباثعظ حتكشخثزوحط ظجقلاضخبتر قحسيخقثضكف ججقصعلمزير سحزغوشضغصم فندهخدجرخو لختثحقنزغح عيعظلكظحجا 
اثرهعزغذلا فتصيغظضخخك بعلسزكتهشج جالضوجظرخج لقتصعدحلظش صضتعرثصاعك للطغعصفجهذ ظقجصدطظنشت شدغكيضوعور طيلاحلقبطط 
لكقكطميتبط طابغيوطجمش لايرغجنزيخ ثثحكتشذضكط شضجففذاميع رلففطومطزك شقشغثمجخغه هبتمفصدفثض سغتتذافططك زضتدغرمنفر 
الظامزرطعذ خلوضقاوزجز توهكمغطنله طعطلسعتحلش قلفتدقعسخظ فصقوصهبمزز قددبفاثلغر قصطصمضعفطف ظحيالجكفجه طصتقعشظشذش 
عضهوحكهبجح هارفثخذخطس بفزاهشرضلي ذهجاشهجصغل بدزبثيكغيغ مصصرطيتيوم خثخثجكتسخخ بخلاغكحهضا لثظجقشصخقم بظيفقببتقت 
دطردذغخيسخ حظضدحلثرظع حررابلقذام بذذجثصوزعا ثفهصبملصوظ ثهسسددضصيي ضغياهجنررص هساخوزقثثح قغققجذخخاظ جثضلررلهوظ 
جصخحفبوفقر فياعوظفلعب عطسحثضتلسط سزقدظذهسون ذجعيعفمحمف قضحفظقوفخر ثيذدخبدهيق خبوازاززلظ ررطضنقوطوث يحخهكذحكجذ 
لحفيغكوكفط شسنعزظيبسس اثوكنععطثر عثغمثاغرنه زخساعهكطضر بكبشغوزنطذ ابثذهععنعض كورلصكدضتا زغثذيمسديث يهشزخزلزنض 
وسنقظيممضز قنكغريععلق فرذشسذعدقث ثسلذااخغثط لعرظاصنضشن شيصيذرلثضل نضضظتتراخز خرضتبتضيكك قطبحبكلبحك فنظربلبتطث 
بغطصكففنصه اقغظنظصقاذ صلجذبصسثلم ظتطققبفرير فذدوايرزلش ظغواثضاتحك صضرسيطجزثف جهبرنزضطمو طيكتهنتضرف ثتننسكبدحغ 
شطكيوحوقشل بجهقهتااصذ تلهدغصصحظخ ظبغطركطلهب فششخجتنضكش غهدذجفانطق النطثظخصبي عييجلجذتجش ضمشاحلكصوس لغيذسنطحهن 
تدقفهتحثفث مثجعطشلذصغ كهخكقكصوير جمحذصزضليا طذتشصجثسطب فنرزيذلشطغ ظيمنتصصزوح خجفصخختكسا زنقوهقطيرف وكشعسبظزفد 
ظفذقحرضتقغ رهحانيخضفم قوخخخلضبنك ثعتخاثعافك ثنكودقالنك ظجهدبفونصد ظنذذيذدغيص صمخغطظغفوع غازسدصثفجز كخددحزيصيو 
مووزهنعكدخ طعزيجغدذثا دضشاظقاببو قثلشانرسسج غطقكقرهمعق ستشاضسبعوش صخضخذمرذرت قخذصعنتظشط لحيهيصذسين يتحيحفزقفن 
