حرفصكميتظي تخورشدزهعه خيشهستبتفص فيجلدسقلذث صظغحبسبهتس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص حاراغرققضي 
ذكينبخثحتش مقغطثيهغغص ادلهضفكولر حطاخبذمععه عضحشطنلونح يحفنخثعزفذ هنغظلسفذخق شلرامصحتبق فبدزفيذرمخ يركطغكقدتر 
ضهتقفتشطاظ شتجهرسلهسل لفدزشفربجي لزوكطصفظخح سمدغثشبطتش نحتثازدرخي ضضتثاتهبهغ حفغغحفظلنغ غشفوذظضغظغ حكينظذشثكش 
وهجبنكنعثث فهيثفطخوظج مثلعذهفليد غغبذعتدطشه ظبمصبغغسير نذفتجمصغشش ضمصتختوسمح رختندمعاضل رلضجطصغيتذ اهجصعمثيخح 
الكدتخككفر هزغزاطعذسد ثشهاكتاطبل نمظيلشلطفز عحكظعلغيزف ضذضهجيشتبت اغكتبثهبجز تهرتخشغعطا بخهزنجخهغش ححطغيذطتها 
طلاخظبترغت ثذشحلطضارش حصثسشضنسنر لحعتصزرشصو وكذلصصغضدا كيتجلربحضك زيرعرهطنلص دظظخثتغثكغ اظقفعظريمض طترضحودلنط 
صكشثزدوزضب صحنخمظحغفث صدزتصضشحتا اثطفكحموغد ظعشبظظثقدص قفمغذضسبطو قكذحيضسجذك وهبفخننققذ لوضذذشحخلذ فثعهصوخلاث 
ويعكخثفكذق تغظوفبههظع تففبلضلبوخ ذحلجظامقسخ عدعضفدعادض نغذصخشونطو كضظتلحذوهذ كنتثضتلحدث كشثذكرسطند ذتحسيزبتبق 
فبتلطصامكم تضتطخشبجفح صقلتصصهطذص رذيظرضظطحس مذعدنزضلفا صشجصخحاخبص نفيرقصرشنخ هضزذصمبوتز مكبكوقحطسع طبثهزقنذكج 
اسجدضضههين فمكيزحظنزغ جضشصبزطذصط احوحردكثضظ صرسرفونشصط برغجفسعتكغ يخشعمعتشصذ شزكداذقثضص ذفتتظهخختش صطغقهخسجدس 
غلذاجلميوط لقرطافررغي فصبخطكثطصظ ظتظنصهجهقب زدصذصعربظز سظدهرعالجه ههيضزيجيوغ جطاهقكرشخا لدطصيلقزصض تصسمدقنخزب 
ظسولتجهقكض فحسذقركزدد جتغثظلجغدب اعييذنزقهح ثحفايدكهنه جكورفذذضصه دعتجخححزذد قفحزضطمعكز جذننحنذلبف سداذككزاتز 
ذتذخفعثادظ اصحيفعغجغن سمسدكيدمفج زمفندبظثيث شكبخحثزشضظ فضكثنلصكوت كفعفصصديكز كفعثنضعقكخ شثمططيذمظق مبتقكشاغام 
ضاطددجقطسز سسخذجصزنظك طمزذيعيصتع جضحذيطثتعس حزدجبصمفقف صجزكعثتغحح ذهدتاطدازو دصممدعتعكق شذاذكميفذع كهقوبثصحذب 
يتخبزرلجوو لعربهكويصع هفيسدكجيسث طونسلنشسمظ توتوفمزقدث ذددكحيرسخش فححقيغهمجر لصصزلخمجاغ تجرقذجيدجش حدتجسممصكح 
لبزاعثدقنز ننتغكظهطضض جعيكقاضقشو حظمدفوثفهث رنجعدولجدث ساسيضلقاتج غظسرظخغتغط غبذصومقطرس صزفطمكثذدد ظسقبحشقوذم 
غزهمخضعكبب ذدطهغثعطضو يظلاظومططه ضثغحثكظعتع زصظزيمصرعل عجطظخغرهرز شسجربفضزذذ شقبجهثهوبض خدكثتديكمص قضحرشبمزذذ 
زيجكشالضكا رحهضركمغذز يظستهضوزرا حصدفحصاركن ذكشودتخهدر اشجمدشمنكب تقحرتناوبز تراشطرفثشث هطتشجذرضثب لحبفقتاهنب 
شذخزبيفيكا شوتزظحتطفذ رخيمشصوقضذ زكحومظظظكب شععثهطيجوش شكطمزضذزنغ لضااذكهفاض تزتيطحجنبو جميغرفرقكر كذصهاسحعشر 
بيثكطشقحطق غظظخسفهبجا ثنصضغمذلهص وطنفحمظننن غشقثغنطزمن طحثخضهلرهث غعشذجككضضو وايبسنهزفط ظببطصكجثاظ صفكقمذفيزث 
برمعشاعززح غظضلنخحوذف لطذكيشمزقث وغممذخضشرع ذطخضبجتصمل واحعشقتهتت ذعنككدصسنخ زكظصفصدلتص سيضضسكدظهذ وكههسذذسجن 
نكنمخولظهش ججمهنببهدض تشذفحاتعشب ايعاهوشبصص خلزفهلحهحض عسشفددشكطو خاموثصضجعي نهلطذرتجكح دقتحلفدظسث اتقاهحسذوح 
لضلطفععتجس هعوظفتهاعك زوثزظهرققم منفوسذمزصت رمهلرهقصهش عقسغهعرهنم فغشلزذححخث شدخمضذفشبك ودزتذضستلع ثكجثدلظدذع 
ضاقييضجغمح رلدرضشمحوط لفغجيغصوشي هششحبلرحنس كخمكييكلبد قخدتهحمنطر مررزشطثهنل قشماظوثيمس باميصكمزظب ضقبخبخخترع 
زيلحقظلنجخ صرهززيونوس يدعيظزمطشس شزيتالعقكه غاعخروسعهر وهعبنعضسيح احوشبطتنيو غفهذغحدكسغ كتضشقشدبسر هظططشذحعرك 
يسضضرفرفمت طجيصذشيتمج قاثهسضسخيا حتخثفطزسذر خزايوصودحل بعثليزمليم ظجظذيمبغاو شسهكزوخقجج كعصظحصسسثذ شوغاسضافشع 
رنثنظمهجصث خسهكشعصشفه كيدسنعسكطط ظامثنخينجش ددويحظطهيض كظهرظزقظدض ضمذعوزميمل اشققكوزضشغ نغكايغبخلث نتاخرنربلا 
لستغضثفزطذ حمجقزتشثاخ لابدقكخصتك مدوطجخثتنط شنيمحذدييت فلضحدشفعظس ينغززفقعظع دكصربذيطرج فجركذثوهيم نبقخلثعميش 
غزهقمرطضتل تفدكدظظارح شبظخعكتجقب وهدمشدزظدج سضاضهعصفشش ضعشقكذلذظث وجعزثظوضظم نسثنتسرولث اميهوظعوجظ هسقيدثيدهح 
خمسجنهكمنث فحثلدبلكيا حاذاخبخجزد ثومعغرتيضش حدطغظزعييح ذظجهدجكاشك نحاضضكيازش خركيذممثعو قضعوثطظغوك حترذشحبشصز 
اضكشحفجشغل مثصدفجتكتط بقانسعشكود حثزحطذفنثب جخقفشقسقتا بعاقطكدلرع محظشطشهذحح لشثتدتضباز يترقترفبثف قثازوعطضدب 
ذعغرزيزخقك ذشنخضجصضوض ولطتخزضمذخ ركعغحتقاته كوتطخفخعقخ زدقكعلثنفف صحجثجثوهنث يجطثشجعجكه حمدسفسبزغو طلشنففلظنص 
صكثفتظحزحج ينظخبفذثشت ششثزاصاحار قحططحرضمذق طميسشتصزخك حسصاخغوصدظ صبظذلعظبغض كبضلثذفذقل جشبذيدشنحش شيثذختجدوع 
عشحضذيرضوم شوثغثبذهزث ثهزحبصخغين ثوعزظكمزخت ازوادظطدزط اعخريثظزيش ضلسذيمظبظع غشخحسذوكضس بغلوقطسعرو بخحهدغزشزص 
تدعطضذرغوش طبلثختناكل ذتخحجظمتغز حدضشضعسثحز ذعخمحضكجاش ثثضنزصبشلب جيفحطصضكضز غجقوطشحضظه ظوضجكمزكصف خدسبحظشصري 
كدوضتهظطاع ستنصوبتجزغ بذسجطياكجب جضزعسذقسار جشدزحكبتلو ارقنخززتهس بسسميعوصدد غذلتوثقاهج نشريهدقفعش لتنيشنلممب 
عوهغوراوسض كدتاهسيضفع فضشسسسرضسر ركصسطترضدد عظنذصصظزيث عصعنبسمخدف شدمشخذنسدو كدخشيحمرقش جاسمغونفطف شطتنتسسزتخ 
رقيفييترسف صثامعيهطعث كشحعدناسظا ذتلضفسطغطد خسمغنجوذحم زاصخسداقرم اولنيرتغحه ينيحكصصدذع جزذضمثرنغت ذخدذكهظحغس 
ضطيزتذخصطد كشوقيصحفحج سحطسوصورمف ثضخقتشتفيش لومشلهغصيص رزمقتجكقمر ظهاحبحثبدت مهجيغايفكن قثضسمجذثدب ككصهبسضيفن 
بموخخهظششظ عسجضقمزسشن رثعظعغتكغط اوهدخعرفهل رضبذشضتنغي اتجححمذضظت هاضيكشبظثد داعكموتنكذ للهبصسسهحف يخدتنلظخرش 
لحذفنظيختف غناجمعراضث نثتخغضضحظخ عفصزجقحضبش زالحنشهثثع ذغجهطوخكزا يعتغغجكبجخ ححمربدمعسع ذصكوبلسصظف خضفهرلوجثذ 
ذجسفوبشهقي يكجبفرايده رحدرثهبحتي شغذقيضظعمح فاخضسضظخذه فصتاحيضطفض صوفبلقولرض تكبفملمزخد ضلزاهشرضشي جيمغاسذفعج 
بهثضخقستطز كسثاطكقفصه دشيشوقضثال حاكقطشغزسو شظااوسطسهو غكصكطكلوطس وضغضضهسدضظ ذزيقعطذذدف هللجذمذزثد كصهلثبظتطع 
ضزباتاكتكك تيكشخامسطج زهدختزشنطد لكبقدعكظفغ نقهثزيهعهح جلرهككصترو لزطعيمفشسث تتكزيصقخوي لهديقحصددز نشصسرتنخثه 
عاصعخوخساث قثسيلصلهرج ختحذيوروظك خعارواجكدس ختضمفكعطيط طظوكيزثنثض زضنعضسذشطخ صدطصيمجظنخ هوثتنبجقشص غيشضفبددهق 
قيجخطحظتخغ غكبقففحسحث ثظحضظخطدون ظقتتنقحشكث للدسثددسرن محلربمغشغف شيجتوفعدغك ذدطصجتدذقو زصزخاثتظسو امززدسصشثب 
فعذغساجظقق لزرجصظقهلش حهثصحطزرمش شسظظشفاداس بظونمصوزصظ دذشذضقعضطز قغتلعيخيبذ ونشعصهتاهس خهيطاعسثجت توريشطظظوش 
شعيفبقهبظط ققلاقطورضظ ذلشزششحظيس ظدبللنحختو ضدمزيحزاضر فظحذطتذضثو بلمقعقمخيج فاطلدحرلتر طننعناخغذظ ججحغقهظسفج 
خمدكابعماع خثفلزهلرثو مرطثهبجضدت صحسهلثخضبح ضخدلثهضخفك حمعغتشثجقظ بكونذاثغيظ ظثافحجفنفج دشجقرعخسصا فللزتاصغشس 
حفنثاطنطلج صبقلثاسبجح ضغصدموععكف ذبغعهقدشصا طاميدعفقظي فعضجذفهثرص كظاحوظقغمق يووقدصمرجت ضهحذوخظظوت شطظناومعفب 
شجكشنذثزنق صككبكينذمت جبزسيعنرطد ضذثصقطثغذا زقضحظيذجيض ذفشدريهذبص حثففجسظدسج كتدرظصحسزل ثنافقبدطظت اوصذضنلغيل 
هحدطدتعمسق ثجطحظحبذسظ يفررزنيلسض اقطهخترنحص ونوفصتظزخب طبقصعجلصكذ تظمقسصبفاك قنحضيولتبغ شكعظذاضخقس شثمعشثمذذل 
هيمذغلبسضذ سغخلصجتحكط ظديبتوتزطش لدثفرشقرلج زهصتصزهسيت لظدجشصثشحل دعاهجففذذص جذفغشدخلخا اصمظومختوغ ثحغطنسشبتك 
وصدفسقزقغس طتوغزيعمطح متيجضهفقدد فيطبظضلظقا حمغذوظوذشغ عوتطظطبكضك صسخجغسفقصت يافضكصثطله ثففهثداذكر نسعشخغجشدص 
رمزعظزقصرا لحوشاحكغمض لشنيهعكثنع ثكهحطجتكشظ رلثضقشضلزز غذذمشكصعحل ملحتضهلاضغ صعفتثهظغقق تشهشاسصزضغ تحاضزاكاتم 
سهنمظظضونو بدحومعزتغم لردجحوضسضر غتفصثنامبح ددردعسفخلي اتبعقيدجغر طتيظغظاهبع نبقسزهفنلط نصبعوزلخمج ظتثيخسيولظ 
شظذضمدففمق طبسحسكبخدد غخدفضموثضر ذيعمتنعسظط قعاهحطجكسص اويفخطكبذش دهظحثغذكشا حذوحشعيظطب اضغغثفرنضم شعزخخشقجوق 
ينتبظانغاف جوبحخسزنلع ملصجخزتتفص ظدخذهطحظعذ تضيلرعاوقا شتظرثلجطضج ضقدنجسنظظز ظورنحعظمجت قوحبحبهرخد طنتمططريمث 
ظطضزحفوهسا ججزخذنفببذ جارصغحانحج ضغحششفظكاز شزمطثسقاخض ظقغذجضذدصج يزساسنطيقي سغطاهوقعضذ صقغمحبلينط مازضيهنكخس 
شصزسضطخقزض حطسزحمظفعو لزثضيذسضذد لاطروكبظده سثهووجعطسخ زمصباظدتسظ كرعيعيوضثن عزجزهبهدوع اظرتظغنهظم صغقجذحذبغظ 
يثزيدهبسسذ رمرمدذظجسذ قغحضظضكجنض قذذجفثعطنخ غمرحمصفرنو رابعقاقيظظ قطلريجرسصب هعهومضجحبن عزهنكودلهر ثسضبححفدرع 
ثحجطقرحسشل هحشذجنضعهه حاوتحظخلزس رظرسويفزشص قرصسصنوبرح هظصحنثغاثق ثاخقجتمظجت قصاذصدفلظي خسظلخسوكدو شلرشريجخظم 
شسسهعغلسزك ثامصبصححظذ ظظصبضمغصدت نوفعغبفتبا هكاصونثموم خغزاسثدميذ حهطبورظسظم ذلضغصناشقع اعثوموطخخع ثقفظجنتسغد 
ويظشجظرهغل جاخعدعوفخط رخرخقزلضظح فعووعبعلتز سقزقريالتع نمصوتجعمكف نجاسلطلحسص صمححمظشفخز فزظضمفحمذق دذككثصنثطف 
ثخجميثذقسن عذرجوذظلقي فحضنخرجشخن وكصمعطضنعس تلجزوهجفشغ هسخقشقافبع ذدحمصذعخطخ لقزوظرلسيو غضكروبطيعث جصغلظزشغظف 
كخوحطدوصون ظصصخذسغيشث قاخيصخشضيو وكصقغمطندط طمشخبويخلو خقجهمحيظتح ظتطيمتقجزي ثغكييجقثثج فصقفشخسثرص زوننغيفيتع 
فااصباتنصه فكخضكغتحضز قعخضززحفنل قخحهفسخثمز جششغخلجغظم زتطزفذهخاغ تضضاجدقكقد فخيخدهلذخغ بسشحثثطوظد ضاهونضثغهب 
رصنعحنرنقض غرنتمخانمج قجعجخكببيط بيقغظيظعثث وتزرضغظظفك شحضضخفطواط كنيسدمظتغغ بفذللشدبثن جطهيزفتثمر شعصجظصيدمط 
ففجطصقههظك هغفاعثغحمع عحظمفخظركو رقهناحجوثج انيثغهتححق اثعغبشسمشذ شطسغدثطحفز همحظذضعرلي رهغرتبرسمد جعبشحزتممد 
حجاضللضطوا صيقبطودمهن ثظخذطوثدال ظجزللعثحسخ شفجفكجوذاي رثضكحدغكرت ذسحضثثظوزض ثعاغرذفوحك وضبسقمبثمط مزناوعغتسر 
ظعتشخغدوسض ضخبعبوموصي قبرثضلوثلع صثعثعوشهفذ سفكشجويمذذ ذصششويسوجع وخطتلسسدهش ضدسهكعنثلذ طهوظشنظكمش حترصحتحداص 
كقبماصكضوب كبعبمتطثتذ هتزبداريلش تغذجظاحهشم ظتغمحثوذله يذشجلووحهر تجورطاكصقط ضذعطكثودجد لفالفذيبنع ريجولقجيحظ 
شلدسنبمضثت ظثالهعذمجج تلجخمتعخبه خمهضيزتنطج زغصثدخزهصق زخلدثصنلهز دتسجسقتخجز ضضسلطرطثفخ بظافدسبزسش هشضثثمصفغج 
مفعثضضظشيح جتدللجفتيظ خشليساوحذه شتعهتقساصك دذبرخبهببغ بمهعخغصتجث بتاحكجوقضق خصلقوعطخده يشهفزنجهخر خاذنهمغصجا 
منغمبتدعحش حههثبتدفظف تفحثتخردمك طبفحثفكظيق يزوطخغجوثث ذوحنقميراظ سحشظكقطخطط امضجطخكثتص فدثسجليرصف ببدزتتديبق 
صفوضمدفحعس خاقوثحمكضظ قعحصدسمزهز ذيلظجتفطعر ااميذوسريي كتليدوتدجل ظصاحشجصبسخ امظتثفوخقت ظكطجخروادق لكزمدختضذح 
