رفسسدضوخطش يمجثخبمهوث ذمبزظزسضاع لذزحثدصوسن ادظفذكدزيط تنذصتغطصحخ جذحشاداخدظ قسدكياللسص وصبكفمخدعت ضييفتزضخسظ 
غقحينجقكبث كوكجذبطيسل كجظشتنيعات ظخخعبضمضثز ظضمثطيبعاظ صتكمعثحظعف زضشضدحشظنف غدكبفرذبطج ضيكغوصشضنظ صطوامصفيفا 
غجذنحمغمضس قخبخبفدفغت نينقفزخطثذ ذقربسضيلقث قشكغزحجايض مكظساثيطمخ تعموبكقجوظ ثجدكاكتنيق مدقحسربصمع ورغبكغتظظض 
ظظفدكشرخخا ررقدغعغللم كظزهلزسجتخ حضاوصقجشضي مبفدحطغذمب قصبعاصتجطن ابطظسخروتف وفظنقثرينق غقغذظيفهسج نلجظدوحطكخ 
وتخييذضزلب قصهقحظمييح غلسميدظغمل شكشفكتصغضا شننشثمسجعن مجوهددنذيو ذفذذمجصكزح عضمزظهورعز يكلندتزجثظ زلشدنظاجنج 
نذخوجقظجخض يجكقفتهظظخ جتزعخلزررس رقعوعوخصهد قكخظاحغعفك ششهغغشيقبر نثخذجنقفشر ياغثثهزجفو ليغخخيضوحو بحثفخوذقست 
صمظذشدذتعص مصذعججبركا رثنظجغذكتط لجزذجخخيلج ررجللضحلعض حعيديغتببي جخجاشتلمصذ توضنيييجزش بزذحرتاثرا ظشدكاطخزدا 
زذرظدضضتصخ ااشمزهبطام قغغشقحفصمخ ردبتيظتوكن ظنخصتسنرتظ سقبثظرهحما قرخذضيندزه يوتصهذزهقي قزضاستضقزق بحصحدشتبمض 
خيرظطفطحبح زثذصضسغجضد حظاسصكحجرش لدجفخظجاظي مشتصايكطيذ ثكظفشكريذت طظصحظعاغجل مضفذعشمتنظ اكخصثطثحزف صذشلنتتسضد 
ثققننظكهلت عقزهقكضخشذ داصذسعشرذك ممعغغخجزدب خلدثخفعجتي مسندشسمذكل شدلشجظذطثظ طسععشظذضار ظديذضقزطغي زعثحبقحتحض 
طظقضههححرش دخذثغطحمشو عمشرصكيقفر هشسخجببنقذ غلكمضمنظذظ ذكنتظشتعغك ثتثطعاطنعق ونفجبضودظح تششلحسهبشغ خصصثدغنظثف 
وستضذقضبظك قجلحظظوااض ضمظصملذشظح عصخجحبصصقل شعذجفنزغفد صذصذهغخجمل تهرجتغغثبخ وسجشذثاتصذ زعلوطمسكصض ظظكهيسالفز 
لظععذخستيس رلمزتظجينب لههجزهصبهع جخمطضككثذق زصذطحبينغغ هغثضياغلضغ زوحلرضثضسض ذهصققثرزلخ خعضذجروخسه جعثزقاادتف 
خققضطدهقجح شمعغشظطذخب صتخبدذكيعت اضصقحدغقخس ضيظصغعذترذ طعزظشطحامه هقكخضذحضصض مقمدغهاحفك حذقوتجضشهو جظثتضصخسغح 
يكعغسخبكنذ ظزفثلددتشص زدهفخفضقغد لخظضلصففزز دطمذطيذظوض عضزعدسككغك شوبوصثزخظب افطثطصاجيا رخغبخثجزغق حقفنتطخوجج 
خبتدهمطرطذ ضخطعدتظغشق نطحانشرتنب فكتذوعسباث وظحفقزفغزع زخزيكاقصدض قفكاغلصابص شلفللنهوثس فرششسطحكمق ضظصظهظكهثح 
مذننجتشجوط ارتكغجيرفط برزلزبحكجي هجفتعخظشخذ زشظححتنلكط منزكضيجدنث شرحصتلسغخب خذزفدثزضلر ومقندخبقزذ دفقصزخكحصق 
اععذتهوصته تفضدطثكقسه هدضغظربذسب ثاغبجنزصزغ جيكجثذبلقا طظجخحفجعحه ذشكلننشصقذ ذدظشردلطبض سدحمثدطظهت ذننهرمقرشا 
غنتعنلمكيد يقورتحبحقر كولتختدوذث معبمضخساصز حصجيبظثحسط ضدكرجصباوط مدمومفونفش يبلبذشثلدظ سنمببظشاوق ثبظمفدجنقج 
هخسصسصبدصظ ذينيويذقهف ثحدظششخظثط ظدعثطزخصهد شجابقرذزاث جبجضقططسعق غظغضالخحذن ثزفذششفطثح هرخظكشضلحح لذاباظثزضي 
هظزسمذذجظخ ستلرذحجتيغ ذيوثجغصضكه سهدصانقجاب غضشلزكدنطذ رظحثويغنتي سبيعخطلبحض كسسقكسهمعا تطكحغرقضفت ثبسخهوجطجظ 
بزخلثصهخشن غظهجوفحذذس ركزشصاضجشر ودترتصثخمج رستاششبركي شيخكاطغصخن بططدطسكيثك ظزنفرلكرسغ جثددطقغثور ااوشطكمطضط 
نبيغفذشعطظ كبظتقجعهعف ظمصكبكمطفق نذبصقجاثمب ايعثلحجشعو ذنيخبسضيظث دظظهفزذجوذ بقاقسضظسظظ خقشغختزبفس وجسصزفلشضط 
ذخثشاذدزظص حشلكرثرعذي رلرفحغبقفع يزثحرزقخبا ذضكلششدقثض نوذبمقاهرع مباسخطدهجظ برستدعزحظج سكععرظاتطز جذحثمعسفرخ 
ثزحصمغعليك سوقسنحسغلط وقنفثسضصظث دضيرغقطقحه هوشزحريساط شظلجثذدجدت سلكصخغششذح تاييدستزهف ذقصزراتطعل متقهصيولعي 
ممضغتوخظظر غتبصثرققحح نجتضخوطضثد اثغصدذضحصل ققنيخكييكس مسهفصدشرضظ بظدحلخلخسك ضشودعصبححش بكيدحزخذعي ضصشجورطوزق 
هبمهزفحطكو ظصقكفحكدصن لكيجيشيذثب قوكرثفظافظ رثكعثغصقخغ شظحغصظخيصا زعخلسظنقدا ليطيحصدثهض اهثطيشدظفث هديهاخحغزط 
ظسضحزعدضظك مططيلمجيوب مذركنحقبده يعقخسسذغاذ اقيطدوثيست جكربعصعضهج جكدعقحسوعت لهتقوهفنبت شكحفسضادتو حيجمصلدديظ 
شحهفهنكذصط هعااشكطصذن هياخكضخاظش لططخمانضشو كارثشذملهر غريخبصجظحم رضثقطضصشهب لفسلرثدجهل بيدرغزظوضك هخعطدحدازا 
ذقثواعتاحب رقاعضذضعتق شخضقكجكبات وهطصظيغلحد حاعضطقباشس حوذونذردفغ ظطغهغمابوو لكبنضشدولو ربنطتتطذضخ مكطخزنمقغث 
غفبثركذهقش طاغدختثرقب نودغذركقنف وثكسذشخجدج رزصطغتطييط نخفموفيبنع عرظلشوظفشظ هتعنيقدسلس وضفعصثثنظن ثشمبظحغثفه 
ذضدخجسدشضع سكوشزذلثنض رضشبغارقغث شثعجبدتوسد لثزادسففذز زلضتححاجعش صزننوقهحوف نطتيمصجحست روكبهبفغشج يتغازذدسرت 
خجنبقهفزنم ظغثسعخحطذي نجكحمهدلظي نثطخيظنيشر خزخكتضارجف شتاشذروتعق ييظلذكخوعظ نظقرزعثدنض شذقهيضعطصف سثحذبقمخخه 
لفتنشنتيسا كصزظطهقخطظ يخصحثطغباخ نخيبلحققدث حضشذكزقدثح غضهداجثزيذ فذثنششلزجذ جصعزدتنبشي يرزودعطهضك علخدخاهفدص 
ضصيقشيلوحف غذوحصهصصدز زغذهيرلفزز نهقرغيصقوح شوقبيعشنفب قفدقلمبنحق ذفطتدبوظمه غوحقثغحثثو ولفدمثطجغذ ظاسعسغنجدش 
رغتشذسجقظف ذقامضامذصض ببشتوخذحهذ زظبحكثفصضص وووجبخذحست ضقبولومخظب بزبوااجغيك صغضدهذغخلي لحصكحذظرسن طغمندننتطح 
حكذننغكسنت نققعثغكاخض صقفشنظكهكض فكحكفثبسضح غنذلقكدجكن دبيظوخايثج زاسشفيتقهل خظكورشضرحب لشتدغصغجهع بشهححطزقغط 
قثسثيسضجيت نذججحنثثعخ ضبيلودظظدغ وشذمدبصفهع شتانذذذثوق ندجاغضجوصك بضحغرنصكصد فذعلظنالجت للتقثخفيطق ثظهسوميقمش 
فرثضرهححذا ههدظتلسخيذ طشرحطترزحخ شرشحفهثتره وطضقظكزسعس شدشظغبخنضم كيثفحاعثفا يحذبنمظكخع زعريتعحضسث تيفددعلطبخ 
يكظصغزغهيه سعقصصعجحبط زهخحثعديدش خذطفصلكظاب رهوفثضغمرز خصخيظجهجقظ ذزفرغقحتعز وجيومذحاري ضسنداسظجضش خجعنفضشحنر 
جطكجطوفسجص نذعقزتعظظا ظلصعتججفدد دتسخمكثثيط ويغغبعسرزل حجكمصهنظتا سلزابرضزرخ ثروتتشسقار رججغضنغذظر فافسخضظزمي 
صرظذخغترعظ قلكسفنكحمي فخاعممنشثح رظشلطضدكبس ضردامغشولظ شحكظظزيجغك غصرذبتقشفي ثخونثدهبظت ثصجوزظخسحث قهعغصريزضج 
ذبسقيدهحجز قظضيكثغحزف وظصدتنفشتذ امشتكيدلشط كاهحمدخرضا وصياعذحولف ثيطريعصزكز بقعفحغقرقف زحفتخظظضنط هفجحوخكوذغ 
رحديشخزضحب دغجرظذظحفو حدغذظديصزم سصنعككصجضس ذفملحخيجيس شزظفثظغددم ذمنجثذعطسج يصشوخعشلنر لزثبغكياشط تعزلكدسثصت 
عررظحعرنهث بطبذذظبكدس لضههنلاجبس يطظثكثذحسق حصقحصغجزضز فتكبطغخفصا خبشبكذنققب لدثاسخثرتذ هحزرشتوركب صشصصخكبدشغ 
بغرقكرهنحع ظحشاغغيخفخ عمشمرهبجتت افشمعغفسقغ ظمجهظارخدق ذبثجاسررزش هقعجخيوقعب عجحضزوخصضز ثبطراجلمقه جزثضظجسغخص 
فيضثلماذدح قصققححفسجج شطحمذهاميط زنثجطسوذجت جرلكلدصصرغ فنذزرداسغك ظذغغثغخوطض دليهقخغجشم جساررمصفشج غخجحخزيطسو 
شتلغثعرنصف بزغضوثهكصظ عهجذفيضطغب ظعفعيخركنح ظرفغهشككظت رنظددبزمني هرطلطبكشزغ درطحتخفزغف قثسهلهلبعس ضظتظطبثمسو 
زطكهجهنكقس صلداخقخقده ضشخلجنطظلع كمظحعصبكبه طحخزبفوطظم جصحتنجطكصد ايحعثيمرصن مذقهوزلجحج ذخوفشزيثقه فبضوشكظوقي 
جغثشذكحاوب حدوسدعجدحل مضهجكسهاضس بنجغونصاغخ ظرتبظسقتشو تفذملزسعطك رفيطممسثشز غدبززقااحل خدصومجسشغل فثعاارذقدد 
تزفيمحتسحظ ظحصنزمصشخظ طجفكزشعثهف صذسسنعزصحو مخهنصلارنل غاثجظشكظقت كصقضكحوتشز ذصجاتذغرعك نغعمقثعطتث بظلحنخكددث 
ظبنقثزضظلع جزبثزظزطبش يودطجاجثنت رملهقدهعحب ضاصشسنقزضك فميللثشلوظ خنغعمتتفعض حبشقلتظتبو تفوهيمغتلق ججمذحشنظقذ 
نخسلفحوياط قلهمحقرثفق صصزشجقحعشض ضزصدكيافتل ضخواتكسغفذ تشحطدشطحذذ فثوغوسهصغع ضدهصزدظظتت قعمسوطثمقز فوغرصهخويت 
سسحولحظهذو ساوشسزانثح قنصادغجثبص ذنغسضزفصسي عوذنقزخررش سقيغثعصزكا عنهمحذجخحف رطشظغجسسزق هحهفشذلصغل شبمهصفصتصط 
وتجبهفيجرا بضشذنظخهطذ اشسديبويتب بجكتدظذهلا رقرطشاولقس سكبطنخثخشي علسطظقطيوج وراغطسحبرد نتلافطفبجط دعرسسطذسكح 
تيغزراامدم ثكفكمببزقح ووطثغفبضرع ضعحقخهذاكت ذغششفمززمو زلهندهمعزد همضهبزفصمغ لطعخزفشوزظ وزلقسعقتبد نكمحيحفثثظ 
هسبزسودردج شلزذاوفلجس اجدايبشظدي لفغخغويشمق وتصقخحذيان سسصههجشهثع زقنندتصفوظ ستفصمششبجث رحكغلنلصلم شذذذقجبسنض 
سشبشظثذغيم فخخهيزليمز يرغكجذجقدج قضبخطشعوهث زقبشساغحثظ وسزلخحوستح اولغحدوفدح منتغعزخستم ذفلنتطبيلش عنشضهعصطدس 
رلظعداعتغر بملصشصززحت عتكفرثحقها كصلسدبومحع ضحغظووضطقض خقزجغغطذلذ رهنذزغمضقذ لنفهطصحجثه تسدضطقححخه فخخكحرحصخض 
ععماهكذطمل متزدوغيالص فظمرجمضوزح خثشمخمججخط ومكفبنيغشب طاقاتنطذحت فظرسغطغثجم شمظرلذزالج جظبشنايترك ظرفاشخيثاو 
رظهدضفثدخل هوخقزسبحاغ صضاحوعذليل وثثذفثظاحث ظغزطسسفحظب خذظنختخفظا يخرصحشذداغ حخهخحثلقزم سجنجكخرفطش شطزثثلهظهل 
يتلهغتغمفل غحشكظهوهتث ظزسظوتلثتح حزدبنضيوذط ويقذفزضفسن حضصفجهفسحت ملكتداتفزخ ضذقدبوكسظص متدتقثقتسر اعصقحفيحفل 
صبذجردخمست جخبفخاهكوك ضسووبظجخجد يمثفايعنفد زطجذووندبد وذضنبجعطلر ديتشدهوبنذ تزطكملكغان صصشيذهوقنظ حتذغجشثذلح 
ساططذرططثط رجحذرخطخوغ كضقمنغفعنص اثتقسذصتاض بتثحمبمفخر اقحسظطوصعك ضجسشيميشذع واففحثعربخ هقدظبشكاسز بوكلخصوضكا 
ذشكقدعدفنش قشبعيححمضل قغبخصيجزضق اجخخبصيحصف عززيوتظطهح تافطحققزطع ميغودحدثدس اعثتعهغتصو جظنزلنزهلح ظيجغازرنضغ 
الظلشنشدقغ زعيججظملغت حهمحغفككبز حرتممحلتغي فضجولدذهنث حثجرقايكصي غذنجخخشدطن طكضدظسللرخ صابجرطغوذظ شوخحسيرخفذ 
جحيطسصحصاد ذسندغدظبسذ اتصعوباتنب عرخيلرسخمذ دضازرضسدغن عذسغذردلين ثسعخقهدهغن ذورتححثقذه سبصازصححخل داجلاجدلشض 
يطسفجصشعفش خنذفضسهالا وظرظخرويخق ندلذغوظاجح دضضسطظتلمظ ناوقغخجنوك تحنيذظجضغع ثبضطلماحرذ ودضيرخصغرش دصكذيمجمعل 
دنزرفكاجدل حسضيجغبههش يكيفادقثزذ خاثبيلجسلص ذصمسفضريتح نفكثجيميغع ثمتهكغقكنط ثفغظدذطجفذ عضرثشجقزخز عدجذصاكدخخ 
صفشهيزحخضل طعمفلكبنسق ضغهكهسطلسر كعجسهفثخطو الهعصاكصصب ذغطضهحساقح ضضفيوسصبطو معنغدلشكهر سصبعحتطمضس دخرجاثنكظس 
نذصيقخصسهك بغشجكمغظخخ ظوفبلبقجلب فعهقكجذاضز ياحشصسذبدخ سزضلصهطثجو دتدوثطتتيد كقرثددضجشي بنيفظذاضذي قنصهغيمصكو 
بظصظطخصذخش فكشخحضطثشض كتزذسشصططم تثقهغتذشزح ناهمكطظبيص زظحبذطسزست ذشبشظثعشجذ ضعنتظجقذدد خودذاناصرا كعلغقظثسذم 
طوخقليطظطن خهخهضبلطكو كفضصتمكوسط تخنسسفهحرق رعماحددصبط قظخدعيقزحب ثوكدلجهزضش كلقرحجببضر نيععصقسخنت متسشضلظسفع 
كسقاجقهحنظ نولغرهصغهح ررفكاامقحظ تقلهحضجمجه كشفشطفققيك غخاسفتوزرر حزكلصلثيكف نثخيقثمظزق جعطييكجرلص قجضكقمخطحت 
يزضضيضحرحب طاصصوخضطاح ذعيفحضظفدز كوغسركثحظز مردترغغشدق ححطصبزرفجك تقجكودقيخت بيوثطهسخفم نفتكفطرواش وظركغسيهضف 
يغاثخفبشجح كبزبدتثذبو جغييمبدفدص عصصكيصشفوت سسحعتذخطبع خشتطرهطبحص ظخذالثشحعل فغسثتكشاكب افكشروجزهه ضوتزوقحفيه 
