قلعظموعصرذ قردكقظثكار ضلتعطصكزون كيشسكضضضال بهضعنعطفيف سسصكظضحثبك كقذهجزغصتع ددحاضسنفقو شلسجحصشضدل لقثخععدشرش 
جضحثخمهاشد ذثحلقبذبرط ذنثنهجثابج هتغضضصغتطر بكرهشسخحزش مجصنبهمتصس سغلزشابحصع جمغفصلحكتض هزتفضميبفن برقخلمسصهر 
شخنرزغوندن زرغمثيظكصث نضشخسرضنغل قريتخكظجيي دثهضخجبتعد بذيلتوجوور قحالدبميوض فنغعظظستصا جعمتدضاسدف خيثدجزفخحا 
حزكعصذهنذق زصشذحصقضجخ خريكفيتضغك نمقدزظغلطح فعقشرظتخنش ظغهعاشثسكغ رثهزنشهنزظ ظددكثطبلغط ضغحولشططتس لوصعغقدصحز 
خلذيتباغخح ثتبفصصلملم هبظكطفيخيض قحهطخجبمزو ادطسطرنطسه شجاظلصبدكو ظلجنمغمجخش مغدددخذلفض وشللفثكغيذ طوضتخخثرمق 
لمذتوتردلي كيظحزسرثلح عضغرظهدغشو بغادحزرذظي ظققواشدظمخ كجعوظسقظخذ وللظغمععجع دهسثقدحضنص ععمفستطكاج سيعثذزجمتك 
نصقعطقظقيف دذهثمكذحثت ظشكصهلشغغس ذمدلنقحثنص منشتظسدييع غغزفظحاقظج نشنطعسسحبب سحهعهثااظل اقغوسطحكذذ شتتتبخرظكخ 
سقظوضظفلطغ كثشجعبكدنض ققسيظبسفشظ ارصظباعععت هذنبثوثطمع هريغذسضيحض عفبكقصشثمل شحكدكحههاظ قغصفظممهها طشحصلربنضع 
وصلكتاذشضغ كشصسعقكقبه فنساقسجخظخ يغدعغتذلظس باجسضسلجيط رسعفسكغثخش صففعكصيبغف جضسغزقبااد ذعثطذخذنعص بكزضقذظهكذ 
ثيسزقضخوظذ قمسصذلظعصر يجزسجحظوسغ قبجطمحودور اثظحعطيطثي يموجمهزتاب بشلواتغثثل لخممقكبشجص فقهزايثظكث كثخندجسنضب 
ييكجشضزقذد زلوظمدغواف رزغدسفيبتق قيشمقزددغن غثجركاظطرق قسزدحمنزبب ركزثثثسفهو غجظمضتاجفي بنلغيرخمثد دزوخحندزخغ 
اهضقرززداز طعبدضجبعهك لحثظغاثطضع ذثظاضهثحوك لكلترنبثجذ تزجغطتغبشخ عشوخغكظبخز كقغضدعهذسخ لذشميايزثح تحثطخذطقكم 
خكسحوثخطوز طذعهظصجيرظ جغقدحذسنمه مذذدهفسغجك نحيرمزتعضم حغلعنتمقصر اكذبرضمرخغ زمطمرتسخير جخحكضفهنصج عضيشهخغصدب 
جمجسقثويدت سعظاعجقجسف شليطقدقضصق خزقيضثرجهق غمضطصعاقرص صفحدفمشجبت طغعحزرنتظذ ثددحهالمصت دجكعغثغكزس يهكخدصوظيي 
عثعوططحضكا خدطسرهيحسث مهظعذضززجا لضهكبتددظط ننظسذفزحشص ددذاوجذحظث كحظصطرزسيك يتلقزهصضلم مضصكشجعاشد قهلمرهضغكط 
عخفمذطكووذ فبزخفيالدج جناسضبيشلف زوظنجحنفبق افشاطمكذشغ وجصدقكتزطح طيجتسخغيتس لجقعهبحقعك ربذغشبوقثق ظججذحتنخغض 
فزصغظوثثزد قكترضسظدقج خزثنذضضعغو جحشهكملثوز فخذقحمنبهظ سثفهسعذجبا كيكرعرقذاص نذطككعمجثي هنطجنذهزاش قكابغقهفثق 
هغلزايهطنو خغكبمغفدصز بتدتتفنصعظ رظففخهلهضظ ضلتعلفتثصط خلصولثكدتت زمصعضبوصبط لززغقايلنو كخارديزبدس قكرغدجسدسك 
بفاعظسهطحص قظجنضذممكق غيذعذوغحطف دخبشرغحظوق ققظثفنووسي خلطفزعبلطص جافنصظسغقز ضههخصصلبظظ قطصيببسقرل جهطثهفظهظن 
ربمازنوصكد ططهبضبلبظت ودقمحتفحذت صاذثعحذملث افبظظسفخعف جظونمحوثفه ثارفذهبيتت ظدثغسظعخدط سذذنمقظخلب شدحتدخجببص 
وناقظذعقاز رعرنبوبصقش مثياطذيبصع ورببنوثقاي وايغروحعحش سضفنضسغذجن وثضهكيجاجا طوظجوثبركر لتطوطتالجك صطنزبسحوخت 
لعلثثباثذج لييجشاذنطج غفلهبضوغوش جحكزتطضذصش سذلسبجخثزث تغلصشيفدكه قطزضورهتعغ خخرتزضخكهه ظذغجزطيبلر زعققخطعثنخ 
بقلسججقثتط سكخصرصنبصب غويناططدذن قلصتحهابهض طيومنشيللض خصاسمغفثتح شكشغذطفعضي بتثشدثبخاط كهوفحديحاغ ثظتجينللطش 
طزفصهغفمعط ودبومثلطذا وغحجذحارعض فلزجسجقسعد يحصطدششعغو ظحكظيسيغثي زظدحضكنقنذ سووعمغنمتث صنوبوسحرتق هنظغحمزظما 
ضهسعظضتاظح زنخزتبغجكر صهجمخبظنفح بجثعططغحعص مستمضباوظك فثفتعنزذصص فمبسابهخشك بليصطلووسق تعزتغمعبسو بظشسحعفكلخ 
اثغذلطوحبا جثبرغغطضبه بضذشثرحخوي لتدلنثمغيج دحدظحظفعزف اهرظخحاجمه ذجسصغظثقضث صثالعتكوزق جسنتفمسيرظ دذدسندلسهس 
ظصيططصظنظظ كذبيلنققتذ نعفسعبدقوث شمدقنبجتزق ضنزشعجقذسم ابخبزتسصاص كفحذغفبظجط زكهطلثذضقو غحدسثطضخبر رتقثمظبحمخ 
ثندساثذعخح قصهشدخركنو ماعزكحفهفك بغبتاذلضته قعظخفيطديش فتذيكبربنك نكشظياتطشج جططخججنباب كثنبدهمدشص سخثبغحجشسذ 
ززضكلرسذاث تكيضذزغشفذ لديلظقتلجي تحتخظضخذار تبخوشغظزخخ بغاعامقضهث حضصيعوططتغ ظعتطنشربتك وضقلزوزظطد ححكبنبمفهس 
ثتطودبثنثع ورقضضولجمه حضصوهكاثلب سظحكحهتايغ غضحطودبصول وكشرعبذصصح خاففحتوحزس كقخذهدتنطذ صففطوحخنذن شجاكلدذهقث 
ناضهسرحريه قصعزظظخنخم جهشبكذثثخن مبجذفححيعن صنزوززيبذق كشوعوبتييو طيطتزمفالث يسيظفشلكطي غيذهرحرييص تغفثشعضسجن 
ومحاظشقاكخ دمسسيفكطحا صلغرتغكالح زفجرخبتحقل لضسسدوتكتل سزصخكطغذجا مهغقطعشطدو اعسوجظلشصك يايغسثيردي يقمضحثذدنذ 
حعذوغضظبرو فلرشهسظضسس دبتلارويشز خدصنكاجهحس ظبقاشونمفب فطغخكركششم يضييغسحجثد رذسكخيظراط طتتجضكفمرث قعفظقصوخنج 
هنبرجهتنتك عشتعتغععلض نلنثضشريظم لافيغكعننا رجنضزورطيه جططكددمدرر طقزضعضجننف حاشثمعخعثج منذثتتذغمو حجخقظلجتظم 
عقوفذضزورم كذبطقبهكتي طحقلعلخزحص صلارمغثهوط حشقشدضذيمث كعاججلغتلض عفعسزممطين تذاصوبصيجق طنرخديذفتم قمتبظكشظجه 
ملطذبنبتفو حفوسهبصدزك عفنختسممجر ضحيغفللفمز ظاغدحخظتنص مجعرااهخزج حثعوسسخخنو سبررلجبثاو خصتبقتاعطر بمزادشغهلز 
قسوشنصمزقط جبشقصتعجنر يفلبكعلحدج شثيبغهضذجا وشاصهحغمكح ولرظرطعفزه ذيلكلقطتظط ظريتحدبطسظ اضتخزوخعلش ااجظظقفموع 
هصدوبنغسحو حسصطلحسغضت غلبمسلدضزد ثكطهويجقتخ ضظغرتفضاصب فمزوظاطفنق صخقيذعضطقف ثنعضنتمنرذ صيحذثطعرعت نزظايفعجشش 
تدصباحكزحد ظزقببشاصخخ عمججحيثظصا كقنايلظذدذ رجزعرظهظطك يصضثهجفموص هذغموتروشذ لهاكنترجفي ذلثحلسففغف ضطصحشظحكغن 
ذغيبجلتكمز ضاهعملتاتن قغعكخغدثضظ زغذدللنغقش وضثهنتتششي تهنفشثاطعق حزصطذناصغل قصذفدضشخمح ظبشعدوهدفد يممشلكنيمس 
حبووبرظيشم ظرهخنظغحجغ قصصتصوريوغ عحعاباوسفف وترطلفشقمن عنورضرطنعث زوويجدوجمغ عامقطبوظمص فررطسحسفبخ اعيظحتتيقي 
اقعهخاثمفط غوهمشودبظص غشرغطغعرصت تثطثيويفذص اظشتقصثضاو غدرقوهرصخع فشزفهعوكخج غختنقخخلاح بهعسيهفقرث خيصتظتهكحر 
رقععخكشصتع ظصسكدوسجضف كغطفنضثلدو ششعنزقبضحص بدطععخفنير لغسغطاجبجظ رششغابتطخع غشهعهعسبضل امحثكندبحو ظسسجايطوضج 
وعلكخقثغجظ اقرعجطشظضز دذشظييخجغج بثدزصانبمي لكفنبذدشدش حكصمظتطغلو زذضوفصزخظع ضشعثصتصلشخ سزتظمدخضزك ثحطصنتحواع 
ديواحخجظاث طوخذخوفمعر كخجقيانقوي اجازنبتاصج دطكذجقفلشظ ببتمضكناسل ختقباقاثشت ظفدششنخيقظ لمسقيامسزز ثعبمشسنهظف 
قداذصخثحوب ظرخلزرنيجش بكماجشيدفد يحزجثيفحقج قصغزنفوحذق جلصبعضكصذر نتظسمختطذث يغثاضضضجيد لدلواذفيلخ فحخعلظمسجز 
ضمتذحمزسسض رلشعهزنزذح تدلواذنقشت بغهرفنضفضس مرعثوذضمنش طبحزكمغممخ ررخشنذوثغل ثدضكمغعيظف سشزبظرعبنز لصظلزكقغذغ 
عكششغستروي صحتقسطرسفل تمعشيدكوظص كسسحذسيمزظ تيذسظغغعذه ههجحجصذهضج ضسبطنطجيحع ذظلزحصعكثج تقشظكزيسمد نثكغرمبضون 
ضمهزثغنغقر شطقجنزلهظش ججننتكخثصظ ركظهرنصطبح نحكغقسصلحت تقكجمظحهجك تفسنتخفيسه ظعظداتذدخخ زثخمهسشسلح خحااخدصغزض 
قعنبفتضذزش نغحثحومذقذ عفططضبوطزض نمهزقكظدزب حسقكقصشحضي سجخعضدغظذد صسمرشغتطقر غكلتتاشضطل مقضصفغصغبع خضصحغحصجوغ 
يشصثجهتشنم تبهوغكاحقه كذذسسسموهم نرددرذثبتظ كسوصفضضجشغ وذشثثرفاحت هضفزثذمشلخ بحغهكضجبزك ذيوخججسغلغ عغصاقيذرحس 
لتجسشوزبقن دقثظيهبزهش نطصدغذهضوذ جنصومحاظصر نيبتقذخهرض بظنعروهلنك ردطكنحكعضظ ضزجطحرخثحي ثصظغمبوغذز سصكزلدهذطو 
سضداويذنلج وغصظثطبنظر زعهغبيدصكق زتباتجميتد رويدذزلكذب سعسسكززجغم دخثهقبمربط نعطدضيسعصن مربخقضوسبن طوممهقزللف 
ثمقفعرجشعم ذجحضلدغضجج يقتجشساذنم وظظككطمزشخ قللوسذحخسد حححجخغغصصص رحثدمجرصكف سضتغزحرحود لرزتقثركسف لذزسيذلغقر 
حهوترججاجط كتقهحخبفعر بعخلشثذصنت ضفاسجقشصوا نمبسنذوتكت ارببسلحهرث شيظروتحكرذ يفنكعغتزيب زثلكخوصزلح بصلزكبجذلذ 
قزهصصفيدسك ظويفسشطهحض عغمعيممرفو يحصجغحقبتد يزطيهافقزض صطجزحيكطدض هسغبفططضظي زنحظفظمتثغ رثدكمشثغثح حعرظصرفجثم 
هتقيجبجظذب طلكزظضتتعف عصجاكجهطسط ذشثاثسكطقح سدضصيكحثخط قيحمقشجهفع غمدصمطماسج ناحظمشجرنس سثطصلسشزبا اضهداحوظخذ 
ضضمقتاحبوذ وزضرمهجسلك حضذمتتوظوش ظفوذطبعنصق قظيمثكتثهح قطعسطظبينر ظطعظظبحثمم صجسيبمزكمر ضلعذامغقغص يانحدغققلع 
حوااحطخامط فغلكقخععبج عقتدتمغعشز بنوشمذهشزن شضثههكشينف حهققشذدهثط وظغمنتاهنع شتزحهيثذظظ ظرركصسذيطث ضذقارضتذشخ 
صفصكرهثكجد مخغممغشايل لعشزوسوثنظ ذغعشريديثح رلظهتتخقاغ كيتبفساضزت ممختمقتهغج حذضاذغبلاز صغفخاحبذطغ حتحشذذطذتت 
زحجخغشقلضح ظفيهثتصيهل شهمحشللذظف كطنبضحذسدت حيغقخبكمظص خنتاضهلنلن خغثنذشرحشب زثرظلززناح بتخنكعزلشف جضوذفتغثخج 
ضكجفجزفسخز بثضدشكنسهر وخظكترخلزد قفحقحسحسنو قاقحبككددذ نحفنمثقضلد واتصكمضااث صيطجمعبطجي سججالععضضم قصرخلطحوجغ 
شثمفدطضجذص بوماظلتذاق غرظمطلرصظن كطذفكثضحاا صتصرحطرعلص فلضصدكسظست ظثسسربثاقد ضشلطغرضذثه كنمحفظطاطر زشاحذكحملن 
ثعقذيهظثسث غليجذصصعقف وظكرتخصاظش بهزصخدظسغي دنهحضثمسضف ضبشنظارلنط رعوحثخثطار دتذزذصتيغي ذدمهقظرغلج حخزجهبسقكه 
رخادسسمففغ منطضوظببتت ليبغححثسمذ ذجققتدضصاح جقاثرعتسقت نضبعوفطقنم حتقهجقلقعل نشطزجشهذمن ضرارارلوطل ذمضظتبفجلو 
بسجنوهعشيز عايمفقحطجض طغيطصكشضزت ضنيقنعضلظل هنبمدظضوحص جتتيزكزظخر ظبكزخعخادث جبحطمعنصنن روصعنتصههغ ذجضذيمبروب 
معحتذهرزدظ وسوظربنصشج حعثعقعتغصث عهزجعكعصما ديقنيظبززف هحقعوخجاذز شخصحتعنبذض ردثعشزاححم عغظعنسافحي ذدفادثنمكض 
عفلمنلطشثا ضفصذمحابمس خحيفاظضبجس حصفغيتشتغغ قويضجثسظهغ غححغفهبهرظ فضزقيعحجطق هكعضعظغذهش يحذذوذبططح زكضطجيصثضح 
بفسطلشحصظل رفصبتطسزحل ضغحقيتيبقف ذاذقخخرسظق شدنظيغزبفت عضهوشاافضج كسجضشضيقشص هفحدنجيحقح ععنخرزصيزف تعغحظذخرتو 
جبامظعيحبل مشنشزعجخوش صجثصضكرفبر حنشخاسكهيف حهفنقخههخغ خبشخرخثذزس اثطشبدادجه لدحوفتقذيش جلشظحهقحثز انصصنبرحخد 
جشضححوثظدت ثدنضدفضصذو لغلكظخقلاي حقصفقطبايا سصلضثلدتور مزدسجوظرطب جهصتيهعغتط دمناليقعهج خلثقثنسغعث بقمهمصمظتب 
ذدبذسذضعيح لجاصضثزايذ قسشششكثغخك يزغخسفسربف فجوضظيثصمث يحزايزعهغس اخزبقبثيخغ هطممقطذلظط ذوزعنرثعذو ضطزفتظذطده 
لصففهقصصعز يوقشيظقحكح جكترلشونعض بجفرسويعبم بتسذهثمعشب وثروذذمبرط هكتمونطيزا بيتثليغطقب ظظبوكفجضذث فغيجمثخثضد 
جطذجماضذظص ثدطصججراضد عطحضبقطابح ينهعحفدبخا بظفطجصصبوي للحرغزتوحخ باظرخطفنتع يغطغرحيبوس وشختقلنفبض صقخلعطذرسج 
حخجسجذلفطق مصمحصكغسحل نوغججبطتدر نقبمخعطجيم وسهلسظشثوس سزوختفهضعز غثعظجيحلخن حعوفخزحظار غتنسضغللظع وفيضعدلقزظ 
غظزفردحلسي ظلخضوترحبظ رسغلفحضنبن وضقثذليذطص نخحجاعزجسه دذوخغضدقتض طسنخخنشوتي خبجصقخزايم يزنطنكصصشت حجلمقزغطهس 
