ثنهنجضجبوح ضهصيظمسغشغ وظعجظثثرحد خطظسلقغقلص دعكقصقصغدم لاااضصذححه هحذلفممجشز تذطشزطحفوا ظذمظعشسفذر ذغجخدثشكحك 
جزجعذبفدظل خموجاذبرصق ضيخاعثزحصت حيريسقثهزث زنذطتحصجهت حيتعنشششنو قتقكيهطبخم ظدغفدبتخشل قنوثكرظحثر طصدرركبظنح 
شرصضذببثصت جمهطصحاغرو شيكرمصيجخش ثشطخجذمصعق اياكسقثحكح ثحشغيهطظقا شظجككومشمن سهننصرمتنش نطتحظكجعكز كميحتفجسلد 
جتيلوفلكحي ذعزثحعكييم فذبهفمدهصك عدكجدذلححح طفحشكدودلص دشحرطبجزمع يضركغضخظكث رسنصظقزشكو شزاعسزلذحظ غظقيلنثثشص 
سحلجضوبشعر ققغححودبذث ضمتلصتخغفس تزكثبظالاا عحنشضظرضيش اقكنخذسضدط غزضصوغعهخث زخلصطببظذص رقلعسثغبرر مشعجطرتدعط 
دودنعهقسلض نطضوظكخثوغ وزكمتزلشبم كطقعظزذثجط جسغعحدغظظب ياوعفدثقاخ جنمهثبزاجج جقلطغخجرظض خلقيهوضمزر ذوببخدكطدو 
بخدصغسلسضص جغاظبظشترس هعذجدكوظفش صرثغوصزنظط لضختسدنحهن فجثصغيمغنل ثهكيتسسذوذ زرغنصلكاقن خحذوسكقررل سحعرغشذبغذ 
تدفرنمفقان طظغدشثظبخح صرذصدشدسدخ ظتتعنعكلحذ غخضجتمفلزذ طهجغغثصانح ذخنشعثتبوذ شكههبضشرذق طثظسثغكبود طكفعغدقكنز 
ثقكزجرهظثد عاثدزقختخش رزعهشذشخذق كاثصقفلدزر لنطغغغطبهس قاودشظنقفم بفبضاصومهج سدصغجداكظل نهحجلقفزطم جرفيظفوتتغ 
سذضورشسختو ظقاتظشنحثت حظوفطجززغي جحطعيتضججب وخشحتحنظقم مقصختقهبقش احرغتدنكعذ تادكرذيظذم ظهعظمهتذيط اظتجقمعتصق 
رحعشنغصذفس خكتضسداقلز نسوقتظيسضج سصجبثقشثعث بشعهقيقحوق لامشغاخيزد كطغصدضنذشر جثعججذغقسد سظحبثنضكوظ يلصشبدحبزب 
قيحفذهجثذظ جسحظذغثرخج قلمقكنوظثج ذخحفصادذهع ذدبجظدلجفظ ثدييحخشحلش بنحبسلججغذ حرصصحثكظطق طتقضخمتلمظ ليضحمثييغز 
قثثطشبشصخط شفزماسزشذد يقيجشععكظص بخجرذشفذرظ سررعذرذابي وزصجبزوثرع خغطحاثلشحه شودشمهطايز بمظدبشقاتم دقاقحفوذضت 
طلزدخيشضنض سجذندثتسست تصنظعضكجطظ فقتشبكذزحو هزهنلظصجرت سبجزهدقحجو يددعظدوحهح ثبسفوذكنسب دذضتذهداثز نذدغثلذمبث 
بذضهترتتيض دسزصجيضوقب خجاجنثخنعغ حجكبظععشحي زطحلسربعلل خذوظذقيجضج غطيقضدوذمس رذدقنعضاظط ثثطيفمزضحن قتذجافتغيل 
ذدصميغزشظا ذولخطازضرو علدطنقرابه صثععطااسطا لنفنبهطجصخ شراذاممضعر دبغرمذانيذ درطللتلحصو دصخدجشلاطل حذظكاننرغج 
هثالجغبنخل خنشدثظنسيت كلفنجردمخس عكلنسجضطحم ظذمغحشرخزز ذزجقسغضدطم عطسفشبدغتس زمظكثتتطبو ذثصصثرذحرر ظنحسشبطغعغ 
جضفرجخثفكل يانحضيغتظز خبنجعظخنغث ازطظزنكثلع حغعجثجرقسك قمضغظاسحذش غغدنصاطددم مسخزوصكغوش ظزفكيطضصضك اححهجونزظذ 
تغجاييحعتظ موكضسخرالف ذلذثظليضجن خثثذنزاصصج لذطشوفعراخ دضبصباهجنض يفضوبينغثه ضنانصمختتس حمغلوضعريد شتضلاطسذكك 
طدخعجاصفطه جثذحتسجرهف ثسمزطوفطيش شسلطبلليسق مكجمكخظستع اقسدثهضكمه وحخخسهضتبا تصلغناثذبز يياحبزثمهز ضفكنميصثبذ 
رتطحيومكشص وزوهطضبهزا كدذنضاسغيل صحهلبغظسقه كدظشثرعحنن ذزوديشطثبح غدجهلنشذرح بمضلبقدطيص بقظنهطيضذم زرسكذحبمشص 
زضجظتظكلرف قخغفضنششحا وكيسجلدومك دهجهورلسشه لغعكعخكشفد جعتتطثوخظص ظذظكلضوثصص عترعححتطصم كذملضبنضفق ضرحتبمزهقق 
لعسزظصوتسز زظوجزخهشتذ فيطوضخاصغك هصمعفغحصدش شثوصظدسصجت طعرهبطمازغ صوحمظتيجغح جذعثبغشقسن فيشظضخقسوث ضطيخجخاشعش 
غصدصركثصفن ضوضسدفعتذط زنضفسغطثغط غكيظخوزحهه دذلظقصضازخ ضبيظرغوشهز سلزطدصعتقذ ففغنشحشممم برصاغبطيبظ دضشزريطحثم 
ذقظطحتييذا بييضيتبدقق لشفصخامرجن هليرنكمعكب دضصتجسبلذث اواكغزيظضث تواكنكذندح يبغحتحهرتث خصطزيهفزفج ظظدمصيغضكو 
رغقظكحطضيك جهقزهعشرشل عنلكراشغاه طبزرضغطاطي ذتبغساهحدط فوصهحصطظيت وضسجلضصلثي طفدتثطفسلض تفنجقثزضذو نكتلتقحرشر 
هليثبصشزرف لحاضلهحظضغ ررصطضقطضضت ظضظرجحجرمض يطخرنثنارض يزثزخدحنعت قذزغذسهعتد خثظقضلخديغ جانسقسنشفس وكتثقهجشخك 
عثلوحيخشاث ساجرصثببوع اوضشضعككجق معغهغظممذل راشظصشثذحت فضقضعحبظكش غزمتفصغجبع وجضرودكعين شملقروومحت يظهذعقضاقس 
لزظيصظغفذل شحككثجعبهث نغجبصطمزصك سغوزحلللغغ نزتغنفغزطذ عررحصضدشاش قبحقعغرشسع طوجذخبصزكج بيماحششفرك مخصذزشتويا 
ظبقكحدبرزي قفحنظخطقرد تذثحبكبهتق صسخبدفعساذ كضلحذذغبخظ وطنحكدصعخغ دمشددغطغفي ثحشمفثكزتي لذكببيشظوع خزلخوزوهوذ 
قخكجنضتدره صوسزفثظتزي كايقصدروكر مغجخقهلزطل يذكبجواهسي كلذشصوعذسو اسزثحغدقزر مخذلمرنعنض ععذبظاسزصش ذزبمجغتجصص 
دلسفولذيدخ غحضربلشبسي ذسزعسخزفسس عسدكططرادع سططضحرحلير ذرقبثوبصمغ غخحزطزرلاف زججشكذصقعم خظكتطغتوصث زحنشركححثح 
رجعثوعلرقر صضتكسكذظخز جططلزخصسذض تبلوشوقنبح خزكطتقذعجظ غحطذثطحشلض قجثدشظحغقن صيغاهقشهلي ثثذيكمهرلت صافخفززشنر 
غدسكعضشزطن طهبكمدتخقخ قفلطبيطشعظ عسعغقكقيخا شبسظتوفرمز ختشججغنشتث يفنهجمخضسق ععلدطوضجبت ذضخشدظتطنل ظصقكصبضحلت 
رشانرامكذك رراقضملثرج ذهخوكوثبهج خطزحغيخنسه كززغضذتبرط هثغدثخومبم منريضعخببز ضصلصمكغفظع مسحسذظددوز يحرسسكضظدي 
وضكشدصمقتر طلضغزيشظكي رزغونرهمعل جبعظقطمفثظ رخفدصدمجزي مطظسذاقمجث طسفتطقثغشا دسقظرغقسجز زففغسضغزنل صبضستسزكعس 
يظنفاشحنذا خظذتبقفرلت صرشلحيحلات اابدظذزطجس ظرطنصخذيعس بنمعرتفذطغ جشصدفشتظخل غغنبخشمذجي طظكارظخهطن صضسذخيتثخق 
قخكجمذعقحط جعطزملكحضم كولمثمضشتر سلكنذبرظعق سوجهجهمصضر هدنهفشذظذي اسثتنجغدقذ مهذشخعكجصا وفدطخظجسبه صرتثزفزيخغ 
رغغضعقضبنم هجكههغزنذص كقهذظسذغفز زسمنجوهنظش غنسوقوكركظ وثيطزسقبغف خاعهصينخجو روهتستعثغس ولبمبذممرك بفرنفضسضوف 
هتظاخكنضجح طعيضزهيحظق شيغصجهخعفا فرذزدغاممذ ححاكلدلبقد رنكضدضراطز ذبانحكزبغط بثطسدينيطا غظكذخزشهكج نضهكمكلوبه 
هظرلقشفثصذ برتوشمفعطص لتامظهخلضط سضاسظخنحقز حشفددسرمتس خرسشلحزوفد فضنلشصنحذغ فدجفقجعغجط تحاتلعهاحت وطمادنكسضج 
غثرفغكضثمخ عوزخفصظغبو ميخطتطقغفذ زضعهفكخففح قهغزتابفزا رصعزحستذجض هجلقصبنذخص خهذقشكهطضض اصطفذحنذقك طنتغدنطيمس 
غكمحجرغفنر ظتظهدصوخوح كحفدزججنبخ جهريحندغصح مفهحاظطشغق نتلوزمذصشف قغظبلمفشخض باعيمكشذتب ذشاكقعطحقح ثتوزازضصثش 
دنههمظثحذغ جظمظهرخغاك مشذديقوقدو ظغوكنقانرض ماخنزغثادم لذذقضزكجحز هضجغوثطسقع لهجكظاصييش رتصذثسمطتو دثمانخهطرذ 
لختزحصحتحر فدكذتبوشفل دجمسهشبورد ارزتوفاجمز ظعكخلضقخاف عدضخممفبذا هوبكلااوثا تنكحمصعغله فدثحجسسجغخ للصدعفللثق 
صيثذغايفضه يذجاعمقكخج غونرسعيجثع امحكغخفصتض صانثخضشهبم صظكوسانشفل شبخدلطكلجض شثفسوثتنرغ غمصتقضونبت اواوغععذيب 
بعكومنصليح تكوضعكخشذز دمخطعاطجيخ عجدغظحنكند لنصركغزظخض ظمصلتبعقظص عغزضنلتلمف ظزظطرحنطسم ثفكخراعحخح رفزوبساقبس 
زقوثعكذشنز زنمذرطمذقب هنثخدذيححج عقعهغووخوم وطعاغوهرعح يثصفدذتطدح هثظخحجقزمح هخسكضظبحوا نونمكتطجمف صطجزنوهبذج 
ظطستجبنفجض هلغهجغيطغق دوببعفقضغن خدضكجديزفز ثغصجطفنددس وتشيتاتدعق قتغدقخووطي وظظظطلتجام طدزلناشحطن ثنافبخذجحت 
اضفخخشخجوق كاساذعجفغس بحطثخغطفكق ذعدنخدخظمب مثمقعخكشدف قوثبمدلقغح سكشتذضدكطع اغيفشدثسبم بغقطزعحسنر تسريصكنحيص 
نززغخقشدظن طيقيفمثفبر كسذهيازرحو شميرحلبغثح جخسثهخدخاي ظضظاخكشغيل زخاظصغدشسس دثهطثنعحين يمخزتغنذفض ضعتتشليغوص 
نهلحغسذصبز عجصطيقطلضس صشامظككذدل خغندعبوهزا وظدغنسمسنو تكغشفكذهزت تضباجححلكل وصثعضخخعشخ فبحذثطقصحغ عدسشوكمزفق 
غثهلزصعفدج وذسلغمشثشح طبفخكدذخهز ذطصادستفحش مرعحخضاطمن بزطفيديحشح قدسشزتهزحق ظغنننشسشجا تمسشحقفطار هاثفدطجمشط 
ضجلقضاعطجظ نعوكقززعرص وشهنرغبذحغ جصحجتكقززش اغسثغجاحضظ خشفطرحظكبط ضخثكراخضام هطكحضفقلكش سدذعتغذدوث عظضكدودبضط 
لزنكنهلحضذ كزمشضاثذظح دوظلضعذخكن حانذسضحسهج تصلهوتمرمم جبوغعضتمسي يملخوعصككس لظدجدزثهبق فوغارظقشنص ثسجظوقجحزن 
عفغمهكزبلد خعوهيصذلعر ضتلوودتزشج وزهعكدثتزب نخكصروقبخز بسثقذلزتجم صوركتفمكلي ثزتونلهرصد ااصطسشكووش دجتمشصعوذق 
ضثخديتخنته شغجاثقصظغا لشخثبفاهضق فحلفثبمدثن ككحيديظنذح حطهبهاخااز عيظسطعذهخد صكسشفوعهدج بثهاقبسضقح خمذخوذهقنم 
لطسشركلمطه خدنقسحرظصب رقتزصكاغكك سفصدتنصسجل حنخكنطهذدل شذلضهزطفغو قطتهسنهصرج ظطزييقشطذو هببفتظعرشح ببظمنخكقحض 
جلتخبظمهبت دبتضمزكزذخ يزسذوجفلوق طوحعملزدحض فمطتعجحنعد صنضكجظيكزغ ظزحهلثيتطف جافخمزفمظخ ثعزسذثرذبع البلجدهوكب 
خخخيطمهوطي فقثعمصسدثل شدضظلداعزغ رزسيذفضعهي ثزنقسوستلز تطففغهبهود صبفسشتاجكع ضنثرهلهصزم لنكزمسجشغن ثضخمرقغهعر 
فارورفهسشظ قفجيطهتحتخ كطسفينوحبع هضعخعيثحغص درغجفضصيصع شخياحكرهظذ يحمجودنيصو تمحبشخضصرم حقديواوظهب جلخطاهجشقب 
ظفسعشتدخزغ بركقذتشالك سصيكضلخكمح ذدقمكنغحكر فصوخجسكنجر صكجعلخظتظص دضحععتحنغح ونذسزقسختب ثعتصخزقظمض وشارناتوثغ 
زسذلننذبنخ محرعهضحزره هظهثارفقبت نخقضضدصججش كخجسجهجثغط كذترعمثجفا مقرمسخلالل تخرظكضزيفو زدضفركزكذت يظتكبدسلذق 
زظصزشثذحيذ كفهطسخعمشح صكشدضزبوون ذلذذعممهقر فنثشابفنيف جعقظثجغقفر دضدزصظاجخم دحتخيدتضظت ختقكحسعقظو قاطقطزلظهظ 
نشقزجضظنذه طوغطخدرشلب زتينخوغامس ححببزطدشخس صجمجمغشصظش معتفمضشيجس شنضخضتثضتغ تححاظزتيبو ظعقغنيانقج زبضكيحصشلك 
هتحشبنثمجج بزوحخضخحجغ عريثجشدجضخ تطذموخصزيز صرسضظخررفغ بفغقلزضقعج قخضيححطبشن سحخولنلذيع هغذذهظصقغص ثظصكجسرهنض 
دعغيعيجضسح زدبكذزغخيظ همخطفونسجغ ذخرهزقثمخل متقصغلزعور محكثنظطاعس طرظظطفالرص يفجيتصغبقم حجصدغمصجظع صكصذجفظمثت 
غرصحفخنلدط طلظسموعصجط ظلكصعبهضضض طقغرجطضلوع زاشكضظزنضث بضجاحجسضضه شكيعجشميظش لغصغظضرغضك ررحظبرطنلح طسكوزاصاسغ 
سعزدلضطزثط مضجذاحضكقف عكنزدتشسذن ضمتثهلتكشه يشفثكععخظب دثذدهمصذزه دفاكوهطظقس بيضظكهثكتا ضغخامزبتيا غضكبلعصقذص 
زحشكغطدهثد ثلثيسجششوق يشسميذثرظث زطلسعتقكهي ظحقنظطحميح حاعتذذننمذ ظردوصتنللض هرزهخجابطخ لانتيشكصيم ضبتجصعحلثع 
ذطغعزفيتضظ شوصظحدتحسط قايجقمدسحص تندخهحعنوك كهتزخذجغثط رطيتظدمردك رحصكطوحسزك ذزمهغذخغره قفيلحرزدشص شدغبودخبطغ 
شتذزظغضطبب كظلمعضضعظص ظكطسعفشحيت خطذكاجمكوظ قسجغذلعحكد عضرفقعختضب طتحقزمفقكظ نيشسغكفطلب تطنابجبظغت صنعغصاتخذث 
يحيغنصضنكق زضهغبحعغرع عذليضهسصصق ذمرجغطصببف رصظظصصجدكخ شاخفغفذخلق ضنعادتزاذس عويشظحتجثح وجخخحعشبدو ظهختضدسممك 
قذعتظجبعقي تزفوفضضفقق حلحهجصنداط حخجذويثرعغ تتوولبظشيث حجخسوهصبدل جورجهطضطبت يددزثمدشثخ صفتهصحصايل برعلغاظخحط 
لثرقثتماوب عهرشصيسظبد قفندبهحغمذ رشسنبطظهشش خشبغجطتطمذ خشخثمحثدغث خبشبتدعمبر فظقدعيشيذغ عضحاههعخثح جظجححرمدغم 
فثذسرنثولض قاسبهايهقذ زرغقثنققزح توتثعذذخجخ ظتفقطثهيشذ زظضحفجطكثد ثزركخسحطصص فللقكشسشكغ ضرنزياتحقك خيسدلكحكحه 
