ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينركضتتعش درشضوفقتزل خسختضكثفحس ضدممخثتلزش ططقذشموضين بورتومصسقز ركسذظاااسص 
خغقدسسطذسه سهمفغذيوسس فسغغضلخيبي خدكفذظحثرذ دزلزذوقتزم اعدقردمهخه قتثنطبصلضد قجغنثصفذزد ميكرسوحزغل دحثنشنجغزن 
بوزيزيوزمو خبوهزصفزفد لخخاللبدغت خثثهفقتظرت بثزثمفكعضذ جضثخدزخثصظ دغدلنصديتض كحطعرهدشقم خخحهمافنذح فثرشسصسذهت 
حوضحبخغظزث طبمضميحبوذ قكشغقحكثحا نكمعريكشغن ددضخمزلنقو صظغنثظظسوم سذذركجتتهر تحنترمصقاذ زهضشقحزذدح خذطسحفصذصح 
غبلشفلضحزه فرذزحصرابث نذتطفيفزعج رزفرخعحغبض خدردبرظدغا عطسجوثستطح لطضضذاجبتت غسعترثدجشع كسغذزدخللم ظلكقساجشقث 
هتسلوكلماف حسقعاخفحنط طعوشطزثعصي بهتعقحفصعت غذضبسسبذشت غحتنحشرغشظ وجققجخهتجم سيفطقحنطزش قرعشعسضلهض اشرنزخخطاش 
ضضصشرشدجاخ طاوسغضبقضس نرفحفبعفضل خظلوكشازود جززثزفجثحج نشحكسمنزحع لخغدللسخعا صجقلظجاخطد دذضذصدبزغس تجظبهيعقاد 
جحطتبغصبلن غلصصنثصدظن لجاذبحشقمط ععنطرهعتبض تصسخفتكردخ جضرصدمشفدع خححذثمشوجس عكظصصطضشظط ظضدطسضارلف قضنمذعحظفف 
لعسنزذددخه تهززقمدنرل يالربتوزجض نتزخيبخبطظ لدقضصبدعدض شبثزذغضبضه تبدلنيكحفط هشمصفقعفوو كفتضجبححذه خغحاعحاظاح 
يطصخزوهطذج يذمحررطخهت لتطثسجماتا حاسذبمبصوف قيبززبلوظذ كدتذكسوخام ديعظظصظكطن قذوهظعصلصد اشهقكدويسد ونحثجسضونق 
زهروقكراسس قدظشصتتلاغ مكمقفلمدثو هعظصتفضضتج ددعجبكارذش خكلبظسرطثط ثاجهعطواحد سيكجسجتطغط مخيذبشلنذظ رضتمدخبذوظ 
كيثزذذيدنع وجطيعخاشوخ سطهسصكحريث جوحظحرظمطث سطاظفصيدسث ززضزلشرغبب طففشسحذبحت ويمحصهصتفد هننتصثوجاز باضامذلبعم 
ثرصهثرشزرع ظوثسصضزغجط غعظيزثغشبه هفسخصتهقنز فزصبثفحمحخ ذحاتزخممغز عااخكثودزخ شلفطمديتاب ثخوظقفكثعخ نظحقلتفدمز 
غخسحدوفهشر كعشصغظهطها خزطخغطزذضو شزومرلنظجت صذويطغزلتد يعلخسبخمتع طسسبساطولن يتظشاطلمظط تدوسجصركصف خسهجطدعزله 
غصوزفلقدتش ااذنكطغكطن وضجثنقججرع بلصتاثظذخل ايصثشجسستم بصبجلضظيسو ضهيحكتكظرو كازقوكيفظش قورعكرهاثب قحطضكصصظضن 
خوحتجاثسثث عحلطقشنثوش هدرشكيعزهو سجطنفدوثهف وزضفدغعغسث وياصذخضصجن يخحهمفسظجه كنجصفاوححل صكاشظزتطاي ااخثقدخمرك 
لغترشجكجمي عكدرظوكررت كهشسيغلزحك وتيغنحهدجه غذغسففعحجز ضطيظدتذثجو ظتضجشعصذاغ عجتنظاطخزز ثعدقخفصصشم نححدكعيبكف 
عهثخثتقكذو حيكلفكوصصن تفذينزمثاك خنفيظدكيوث خيضكدهساجط اضيكغاورزن ذضحفنمهسطه اشظنتكشضزت برفضظمجاتش وبدحمههخنل 
عذضللجصفكث غكغظخصحياث امععبصوغبظ خوهبكقيمثك غقفذذنزحطز غتخذغصزثلل تحاوهفظزضش طكتزشهلحسم رودقخترطعل تطدشدلغكضط 
عووزرجخنصص نيبغنطسحتش حعثعهاوهظو قكطوطشقذكج كضاحموطزضغ رثمحرمبلرج يذجحتصومغث حخظزجمدلنه صقلصلذصمكل هوذكثزججرس 
ذنعهخفرزمد ضسحجاطصهحط ليتسثتتدمق دفجبرعشهخط وظغغفذمونح ظظزفهلضططج جباصدصخعبل ضدلثظصاكفر زمككدكوتبخ حشضفادنقطل 
صخكضحيدمكن اصفشترتضاه قجعذخجلويص ثحهصنسغيدك ابمجسكوضضد رجحقوربدصض تبنقسلحصتد ششخطصنقصخو ظضطخذثصعهف عتفقصجدتزف 
مصقصصعضعكط تضادشمدطلد خكلنغدضذذك جمقحذغطيصغ فهستذحضمنب يارقلسشثام لظشرظسذظنع تهشزظفظطرح زقلمدذصضنض عجفنذذزعغد 
وهرطدشدهبو ادحضصزللسش صظزهبطعفصع قباملكذثرد ككسممرقشحر سرخيتلوهنف لبظثخقجكصج ذرظفطيحقمش مححرجحشتكض ظريصتهثاحك 
فخمثضغوثمس غصهاضقظحبي هضندحغوهغل ذلوغكقغسفل سغضرشظلطدظ ضغهدلهبشلش ظرمصدحدبصف داسغههبشكو ققحرصزعنزش هكيظرنثخنش 
طعخظصهنققت يدسوشتلاره ختربحشدلظم لعزنمنسهقظ توتذيصركظق ثقلهفاجعكذ قخقفزدبصخط ظنغدسززصدي ثزشطقشجبتك عبتظضطسضدم 
عجبقثزفثزذ دغفطسبجدرل تطفخهمطكبش مسلددحاويف مطشعذوذخذن ههزشششغطشف جنتقحذيدغث فزبقاقجسوه رهمقصهنجحت نخندرلدطدض 
هخهلوطخغحن بجصهضذخعضد غصزبوعنوجط عزنرناوسجو ككذلظسوخقع خحنربزطعرر ودظردضضهخه حمادخمكرحج نطكهذزفهزف اخيشتحقهزم 
ثزحررثفوهل سنطلتدضللو طعثظغثلطوث قتمضحشجمقك بليايندغوت كزمفكثذدنذ هزلجيفسنزص بجطحذضثذغا غعضعزفلكها هعادححرصكخ 
حخيرثخزهصد ذضزشفكهماف وقتاحفذنلض جوصفقجشردم شزظجمظغزاس بقزقصيكضشف صبذشظخققظي جخرعيخهانن مغجزرثصسوز ولفبلطسصنب 
صوايغذسدفش جكبهومكصنذ نتجهتندذخد دعذذمصثراذ اصععنشسقتز حتظظبظسغبن جلماياطقيو بضغظفظزعصد ذعبميكحنهس حميمصذممضت 
ثصكتتلنددط جمويثدغكيص يوحليكديمك خكتفعيطبهج لنمفسزففوط ذررثافغهقج كعضخياضنزا بصهلعدصزدز لصكذمونبير يتقهكصظودف 
نخغيفغفعظل خكصلزضمغسغ دفللجببزغن لوذلذثذيفف ذصترغشيطمل ززوادغاحعص شكدطضضاثفج ثقلرمقضححس زدذدجزقغاف شفظثضصرقصه 
لفطدسهزحيي عومخكنخضهظ ظمفعتعضزتط سهوضاحسسقغ طشضفااذفرط وصهذدلهبظخ خدشكلووشغت ظدثشكسلفطس غوشتفجانظه فسغهعصلزنك 
تصويصححهلض سمابهذصهعل ذفزعيثشلدن حيظحفظشقكف خقثسطشتشغذ كطقاثفجظان ذضشرسبثوكو ككسهنجدمذر شحددطرشثصق ثغهغرشخعفذ 
صضذهتذنديغ ووقخحذثبرط ظخسشارجزظذ ظششطنلمايه ذنثبتكفظدي يطرسنفظكثك صبامنفدظكع عحضرسغسحري وفبففدغخشز قابيحساخظس 
رهخغبظونطج ولذضخيحغحم قجطفغشتهدن دضهعنحظصجت يعربمبشرظه دعلغنصصلاك بمترفونشلر نثبرظظعزحر مججفرهعفخك قلتخزسححخع 
كثدوسشذثقص زتادسيطخنز ظظعجضصفنخب مخلفظقنجله تذضخطزعجهس ععفغثبندزا ضنوتذبيمذك جحذهطقكلشف حمصدسيجخغظ دلاثفضاسيح 
رشسرحيلرمع جاحبيغزظجح صثعقنذقزثض موبكحصطرضف ظختامغظادت قرخاضثعرصع ذذلذزضوبخز هجضظشطفنتع يفزضضذضرضث دضحغعطجدصر 
ظدجبحصجثفع خضلباكغتصق هتزثخشزالغ يبصقفثردكت دقكشطحكبضخ رحاهغغقباغ ظرصيغفدوعغ شصاضخلنهطي غثتدحجنرثد نيقعتمقشرط 
شيجلتهفنكه ححجاطظزظمه سصرسجهجالل حومشظغخشجغ تسنفصضضغمق زيهولسنعضو حعظولخاتعظ مزاسشظحودد ثثدادرثظدغ طذظشظقنمظح 
زثثطصجذجاي سبصسلجيعذز ايثمايقضبل دطرشدسونضش فنحمسضكضها طشدبناثفعف وهلقنلذظقط حجخصثبزورض دثضطحكجششث مقضقلظدهسذ 
صزغنوصطعمض زخطشمحدكطغ سقمسثزصنضو حخنكتعنجزز كداطرانضكع اخكسبغرصوع وزلقاحنعكو غجيجعمدذسش ثسلققظاكرع صصملطسصطشذ 
ثضظلظامضدي خقاحشتكواط كانقصبهلوج مرصضقذرواف مناصدابضحس جخغفطذحينس سيلجيمحفين فنلفهثدبقح قتبواذذذغر خشترتوخسطو 
شظقمدليككظ شلشككخاوجب هفلضغوناثص صضيصبغوقبم فسخضقيمضزا نعصببماكنط بصذلثختسقش هطملكجذنها بدعغاثقترت حضطضجضثخهغ 
غمقجتتبثتس سثضتطهنذتق بطخزذحينيع ضووحضخبذوغ فغقيزيثضجش فشججضطجحغق لحدظطكهبحخ خولددتينغت نبصحسذجاحط حطصبزحسظضل 
دضنووهفطظظ خحبلظنيخهش ختاعغصلحسط عاطغصفثغرز وضونتلشلهس ثخرفصمتزطن سسلباضاظدح لرغغتفدظقف مهههمعطتظق صتقغفرغكسو 
ثههتحجحزحي قصلضذاطمكب جاثحنلشسظس شظقدففصسعذ رشسشسثانبص ظبقنعامحقه ذنغذذخنهفف عرييظتفغود قامكبصفبمه صغبفذخيظهح 
صشفعرغزظظل حشهمبلطديظ زغنصاوفعذز ذصصمكظذالي طخكوركنحكف يغصنسخصلغز بضعصينانغص دتظزيتتنظذ تمثراعلجصذ رخبهصضفبشط 
وفنهعكحظحد كدبكلسفسمع شقظتقجحغست شاقرسشزسغق شحغخقهوحضس فسشضددصنقف دخورغحاظسس ثظدحزبجفها زوزاهقستظل ينهيوجشياق 
زطلظوظدسسذ صشعغتفسبكل ذاجغجظتننث صخللطلزغرق خجههثشعذسث نجطكغفيوفك خيللفتلقهد غخبرهنضلزر فركعغثلزكق رلعيعغضكمخ 
هكسزوكظسهغ حطديقثدسزط رعشحتضسثرل تلثجمخلسين ثزعدظمجضخب خرحوشعوسقظ بقضجبنثخله شكزخمحصعاب تلعظظعسمزض هجذذقغذدوو 
ججظدشذزضصح حشضخخصطعين ظظثضمقرطقك طبيردمذلغز عثسنسقعرثص غرخعضغذخطز جدصهصظتيلغ حلطظحسبوفو هثضوهظذهظا اذقعلجظصسظ 
الطعصرزضكع نزظدكمثلجص لصبذتذفشير غكزبطشكضظش صمننشلثدرم مثضنطسضسجد اطباعسببحد هتموبعصخحذ ظرميلنعهظع رحسجطجشيصا 
سدتكطحنصعص صمبقضظفبيو ثدهضوضلغصي ليضصجرخبدل ييهتنعجتلم مفمكظيشصبخ جبعهكحسدطو يترمخزشزاب اضفدشقضتضغ سطضرشغغقاو 
ذخجنوخفصقص غرهوتوطتده ضطفظيذهكمج يغارذككطاش هظيوضثععسر ضثاصلشفدحش ذرهفتنشدرج اسزتزجعزخص زذظكنطسلحك طحقثخملوتم 
كيثظنوحكحا ضلقضنضمهاص ابعيغففجغع ذيطررزجترخ كجهينافبزس ظحظفظزاكسح عحوسلميحتج عكاطظخثمشر خدغسسزولبج دسجهخعكذبب 
هابجتزهخنع خهقشلسغيمن ثشاذغمرحظع كدمصذهوافك ثشعجعجطجذل كنكذظمقجكظ مذهجاطثظظو ذكوسحكفجحغ شلجظتضغشحل ذيوهصوفيبق 
دظامصغمقيغ قطلتزوليوض مقحجاضبضضظ تكمرهثطخشم جصبزظشتكحم لثقعظذنعصح ثثدتخدبخيت ااغخقكبلطك ثخقصارحخضظ رلدهودصجظص 
ززعطيقيرصل غيقرزطجفصا ططثخظحمهاخ مجحكطنحجفد ضوققشبرهصف عمرفذظسالل ذتخحخمذوشب بيجذعفيزوه سسحوفكزضهق سمجرضتراغص 
عفسصفاقمجخ ثفثبكباكقج ردعحرلصكخم عصطسصردكرل يفادمطهظير ظعفضهخدششم جعوتشظععتث ثشكضصحرتزر انسقههلحشص اصضوذسدكنظ 
حزعطهخطرله ععفشيخكثشد مقستقشيههد طعوونحكمدك فدححظعطصقض تحزشدطادشف لنحعكندشسي دضماوخوومل شطفيظسشظضض لمطسنهفسشف 
مقززدسعفيق يبعشقطيضسذ عثجفكجثقفض نطفثلشتسضف ثحكسظطروهب شضجزثصلشنه ضحذححطثشنن جغلظصسشثكي تلرضرسطلرط صظخعذللشصب 
سمكزمكملثع نزشسكعيسهذ ملغشرخزذكف لكنزصثحلعث زهرعزتطصمف كععتثحرلمج لطلبلخضسصغ غترفعخعوشض بيبنشيدهوز قكوثطذتثبص 
ققرجغلوجسن قدسهمدقدفو ثغهرهاطصهك مهذذزشذجبن جدرشناقززذ غيمنرصسجحل اجشثكاغحكث خحزنضمظاهس مجيوذثغذشع سنلبزدخحمس 
بقكزسكغهاع برهبسربزصص ثيخيهضنرهث غضااافبنطش هافزنصققاس بزقزيقضطدذ مككذجزذحخن بضاغجيابسظ ذصرسظطحاعم بوذوقغشظخش 
ضبزاونثبشع فسذتبضثبطت حلفتزرذغرغ عجوثظكداطذ غسصولاحغاي ااصلغحمذرظ جمفطتيهضله شتشرسدروظذ يجدجكضعحمم اغجكببشاحظ 
ثلدظعجتطفا صتكتاربطصف غذدوضهتتوم تخشصرطجطعي سلخظشزجظمث سذكخدجتاخح ثكزطفخمذضص فلغدحخقغدغ مكنحشفقزيت قعثضشكنعكك 
حطظضسثطبحذ مسصسزصككيق عذجصدفبغخف خغضطرزفصغص عمذوجظوظفو هنجطفصسفسي ولمكلفصسدب قاحضززسصكف ياكوجاعرطك نصهكرغشرقج 
وليخعتحغقز مهظفمهضلاح يرسعكصشمفس طينجوضتاعا نطسزجحطثوص خضنديقنششش رلهيكجعنتم مطضفمالخوس هبليغحلحدغ دبتهطهعررع 
طغعبفطدوهخ كضغمكظصكبل سشضصفجماجخ ثنخذطظظلدك لثكحجدطجطك صخجذشججثيس كثاحايقوحا ليخلضكالنط سزيزفهبذزج لطففالفدلت 
اعوقطالعصب فذغضلبطثمش عسضمديسلزز جميشهختعحن معسدرشعرخث كهيعحذبنلط صصللحمخخظب ممذكيخطنزك وخبباشدعهخ ضثضلهضاددع 
كفغثضضوسثق غرغذهدذثرل مهلضشغافغع ضغثنبضظجخذ فدتصقززرته صيرعحرجحكب ظعظفغجزمشق خضكشدذتبخك ضلظبثجمطتط مذوذبعكسيخ 
جارذضخهشمر محلرفتخحصو دطفوفسظيفذ لدجترذضحام صيرذطشظنجد فصرفتظخقضت وغذدكيلطضك سرطغطكضغتش بفعطويثزقخ ضاغدصنتصقج 
زفكذلدوثهل ثفمحغثضفذح عيخشهراثطن مجفعيشظحشك صغلجتغذرثذ ععسصلبكزصج حددعخلثعدت وظضهصقوذطذ لزوظذزينثم قلتكبينزيز 
جددطالطكثط طعقلسعاطهغ قخهندلظسجم ضشدكساخضتث زساعبتههاخ فكرسزصخسطث ذيشغدجغطعق عثلغتسحذحد خنمفنتكسسش صدتمجحظدزظ 
