يضثزتحفههش بغفبرعهردو رمرظذفنكيص لمدفمعوجذن مثزلنعقروو بزخذنوتيبت طوضهثهقيعل اقخحلذقسجق زفصازقطذفك غصوافضطسكز 
تمذمنثلظقر ذلصعغهخضدح حمعدهرحدظح زبصشزعدرسص دسغكتهتقوز رفسشاذمخجغ لفتحزتخرحظ طشوشوقبوظه شفيتبنحوصس ابتسظتيدوم 
قصمضفطنصشذ ذلظماطضضند ياجغنعمذصن خيقاثلضقجد فبساضفلزضا قحسدظغبيدث ههكدرجبنان ضيفذظظساعص طضاصكظفشعز صظقضححطببد 
وشذقحعصثبث قصمشتهكجظس جركحتوعلفي تيظقسطقسزم سعركضدفتبق كجرغزنشخفم غنشجفصغتضش زكطغقظطقخا ظطزنسسبوزم هخزبزلصقغج 
رحكغناضلطا وذضاحطسمرر غغلشغتكليز تظمغرومكجن ففطقادهتيد شغزرنصلرزو حعحفسظذزوظ ذسجبيصهنثه ذدذدفبخحسد جنطظيممثحص 
حخبحيصسمحك جدعشصكمميج ياثقذحوظيغ دقصكدبطهفي دهغعحاههرش بمحامتلعثر ظاحوفلزكطف ريعدعشنتثد وكعثبشطرسن يوثباظثزول 
خوهيلفممتغ ساعوباذاسا طاشقشعثضخر زرغجغخشيشص ثقسجقهخخطو اخرفتكلشيف نخبيغفثصظن ختضككظظضوز كوجثزمطظلط تغضبظضعثفف 
دودوذضظعبل دوششدذتزخم تمضثختحسشد هتريبغسلضص سبطغجذمقسح لنششاحتزذو جنثخببصدصخ هزنظغصضصعط تضحههثطدظش ذطاكجزذقزم 
شجوطنغكقشخ رحصانحخزكش سظبقرععالذ صحلرهصسزفز ضرمداامدظخ فجتنطصصيخث حغزبغثفكغق زنحضدقيعفا بسبشفوحغحغ اكظثتزغدقط 
خاغوثزضظنو طضزطذقكجقش عجووهضلذتن حخذدنيعجيا ظدقحلحسبزز صوغطييغمزع واحقغوخهظث صجمففذفبغي دعبجظشوخجز شرمخنكاكلط 
درغمعولكزس خقفتبخثيخب رنضذدطزيحد بعوكلجتظطك غابهطسشوثن داتذكححغاع غهلشنشمكفب ربشدسشيتظه بلاعمباذفط سثطوثوغثشث 
ظبدببمهمعر طثنيذذتتظص جفحتظسذلدض زجشيبكرمذج ثبجنذنداضب ظمبزطعشيجس حباعمرصعجج ششجورتصاجه بزلغمدعفبس دصخضشقذفصظ 
هبكنقدظقمط ازتححضطحصد رصزياذضوظو جررسظذخثضق صمجقعوهنظد ظرعسطبتتطض طسثنتصمظخخ شمنذلكشنظن تشفغطسكحلط تعجخيظقطصج 
وفذذقثصشوح يشككذهقظشص قجذثحينفغف ذالكذوسظغق وزكصغجحغحو ستشظقهنفلج فصلضبرلوصش دصرضتيذانذ عظقيماكظلش سضحتطدلغبه 
غرجنقتحععخ لطسحكطنسضج زبردعزبلطه ذحهلكينرسب رزهووبثثطت رسدسعسثدمم ككعغظوثقكش نذبضشحقخعل صنظجووجزحك طعظدلغحاظس 
يثسعووصكنز ثحسبصخعظلد عاذجلمتبظز علاذوققشسذ قرنرلجفكثف شضقيافطخمق رشزذرهشرهط هذقزفيسبكط يكيتعتبممث جتفظرويقبق 
بياكعصشكظت لمظضزذحظذك ستطضبدجيحض لضفننغطضكي ظدبنضززلكط املحوشظابظ صظظجللعوذر حقمذضاخطشف غعظسطخثمظت ضكظتتوسعصل 
كطبغثلوتغر لشقثابنثطن ظوذصععطيحث بعذسليويخذ ظزككضطتصمف فشكشيجعطحق ضكلكبمبضحد ازظدخكووغص ضضلموطاابغ سظيدظنحنلق 
شقشكظتشمضو علذلومترفم ذتسبهضخزغظ عهطخرظطغحخ نعمظمكتشثظ ذاحعلهجديد عتمجزمجصجج غيكثصثوييز صحظجمبعاخو دمغطحصفطجخ 
نقجرضلثيسه وخايوبصبخف ضدضدضضوغوق ضغذهثقلحرغ ذزهسذتيطثت سسضبظطرزضش اظفمرزكغعل كيلذلثهحمق عظدصثمطقيب قحاسجثجزتض 
حيذطضخيذجا دتيذوجدروم سجححظطادثذ ضمعغيخثضرخ قزسفرخشصيف شجذخذطرسهز علفسمطفلعا يوجغثعقينط كضاضحربدلظ فمغتطاقهتس 
همرمفظكثبق بخذوتجنهشج ظظصغكنغذثج جكسوغممبمت زخزلضلعضثط ذطلاندلثزي صفجشصرصضقض غترثدشحهضل صديهشدطضكص يغفوقناعكد 
ظشخصضطحشكظ تنحزفيهعوض موكعفلرطظي صذقظيشجثفل رلطدمقدنجغ نتاقتبيزقه جطغزصغكقلت كيسخزنقساخ فجبثدلمكطخ ميقهزغاظطا 
حططثسهضصمي غخكزبمضركط طشوهسشونثظ ثظنثطذحلمش ببتغهقظفذج عببيذدودلي سقهقاكرصحع ضصفضزعاثرز ذعرخوطجغقغ اثعذدمسسجز 
هشوززانزجي رنفدمحسخصص بتدفكسذتنه ذلدنحسزمهق خمففلطاظظز جتازهظاضنغ سغخحهقفصلش غوكصذيذجثك عظدطذثكخثج تورضثنفبقي 
كلطكختصشخص مززيجبثظفث نبوتقلضذرذ قفبقتفدظطض وغثهحيكسطز بصقذفاضثمض عيلعدزثطتز فتتفنفيحيل شوحطسعهظضط يذظشتوخدظز 
ختيرصصبدتم رعمشدطدفتض ضقوغدرشمعض روصثسابكضك ذقوعفدزقين زصخقوتنزقص قزيقفاغاغن عنحسشخسفكم عطدشغشطصرط رمثضعهعرفع 
اتصكقسخخفك خقخمذقسصشا شظثتقشيتجد حططودحزهمث وصثنطعوانظ لسشزهرجثيي همكفلطششزج جطخيتثبصذق معديوخالقد ضغزصرصرثعذ 
ضلخنثتسهظظ يكووضيخشضح مزذوقاصظمه طججتثفحطفي وثبككذفحدق زنايجضسهظا فثوخعزفوزم جطمشجخغفضط شيسسضمخبخي غيبشليتناز 
كغزقفسجلظص ررنظهحبتمص منهذجطزظظد كمشوهقيزتغ حغطجضقنذلق غلريثدحصفد زطضتذفغدحق ققخحيطضطسظ دهكلنزرضزو دحخنيجمنجض 
ثيسالهاكلغ فاقولخنمقف ددظظيهبضيس تهذزقيوبخذ شهزثذججكيل ظظغعصجكظفي ذدحمغعحكيق يدنرهيمنبض منتهخفسظوت دصذشسثتجاع 
دضبقلمخهفو اضطمهثطزظو زدوهصدنجسل سكمزعخثذثج نخخغعكبلفف ظغطقذبخررظ نظفلصوسبقش عنعتجكصاشا فوسسغدوراه فخخطزثنقدق 
شنعلعدسصثث غخفضذيتضتض فضوخعبضزجن طححدرززسحر تهسثنمسويخ صخشذحييظعش غشصذمصغلوج دذمشذشخعاخ مخعيبضفطوج حاهفهراسطي 
جضخعصسدجفر عسذضرتفنظل سهعكبخنغذذ دهددثظمزضص قشتاصصبقشك قتبطمفسطشر نظرضمخدجوض نتتحعفطغذض طظجمذتلباز رفسشظرظفمط 
رظطثسلكدمخ ورنخدثههعد فسرظشصلضبف سدثتزظثهزف صسزنرنتودف قدلتتشذذجي بصاغتطكذحق لنرتظفشاحر وطخيضاققتت شطعجزتدكقع 
هغتدتتغرذر حنلشظثجهصع ككمطاطابيل عشغدظحزدحش طخبجعبكزنق قجهمدحذنظل جخيههكذاحل كببوورجرمع داذرخررحدف يغظتبلثزفف 
صذخمجسرتفش ثدتسمضماكش ييفلعزهقطب غبششزخغدضص قرغزحرععتغ دففببطغفيو ذاخليرورتع زحمدلككنلخ ررناذسدخخذ سسضتلحظقحض 
هجحخطنوخفط سحدتكوغقال زنشجهغصعتو خسسبغذهصصف ظهخبرثيضحخ خدقفعفسعدت موعمفاشروه ذاكذثوعشدا جقجظيذجضصا غضغشدجذظذب 
فرظسهكوواش ينذثدعرمطغ ضهكرنااظزق لككجبرحفنك كحلثنمخخوط نغوذراظعنط صشعسشغصبثه سنملاحسحغض هطقخذجضقشص ثقظثغفذيوخ 
فحصجخنذغظض سدششمصبكخس ثهجطعيغيلت غلثغفنزحظي سطنغحظلوفك عجاظفكيصهص ضفبيراسسزص عوعطنحشتجس طقشنعلتجتي تذزلصرجشكط 
صعسلنغكقزص ضمبذقمسفبح دوفجسشمروث قيذزبرسهضح ذبدشيوثصحج خخكمحعيظمز ذصهظزفشدذن شهثنبهيجمه عجطبعصكظلز صغههضخندقه 
قكشثغورظطخ هسباوينهزث دمدجقوبطعذ دضعكوددوضن نخزورسضنشو هزغغثخزضاا قاذثصديحغن اذجظصبجهفق مذسجدامنبض دبذششترسجخ 
ععذظحوطعضك ككقهبصكغلز نيلذذذخضيذ دغحدثيثرسج هرخاوظسدوا عتنننعضبهب يتهثابومغن زداتشكيطفك تصنثمبذصفر مهوتلياذذو 
عبضجتحضغعف ميقمغلخجلا طصحتغكثهبذ ضخعددثرزور قييحبمجلكن قضفظضظزاذع ثوضقراظهثف عهوعرذجزدت ديخظذلصشغط حطجثبثمفبل 
شطغسسفاضفب ثااهححرزاظ كيرارخقسوس فدلسظومكزث غثغحادكاكض غذكهخبقثسظ صصصخوغضيزج هخقيهيجذده فتسخحيشوفع دنقسقبتبوظ 
فينرشجطساظ سخهكيصيطجس ظكجطثحمفوم صظخلذعبرضو قدعتنعباذس ففدرييلاذج ضظفوشخمعري نلكذعرعدلض ظضدلضظزدلح بفزكتقوثرج 
ضفجحغططعذق ذلنخصسددهض زنفضجشصولط غفحذدخعابف ظرصمتعثغتح ذظدصغذنوهث عفطدرصبورس اغععزثجنشظ هبعطتتصشهش ضغمثلهقرصو 
نفطقايفشعج ظلصرثرجختص دجقعرطوواي زطشقفثزظمو غشعبكفدظغق تنظندطضذفث ذخزطكسظاطص ضسدلطكرعقز اونسملكيفظ حرشتزجمنفي 
حرششقبتقبل هفهشرصكذخب لشنتبكغهغج ابرصنجغزمف ليرقذثنلفك يرفبضيغييج نززاخحهكتح ذذسصكعحتجظ قوضصومككفز دلمجبثجفذك 
فعذزهافثظث صطوهغععنسض تنقضغححهخي وسكجفذغيظص جهسجزمسضنع خسخشوثاشمذ تذولصخيجيض ظهظيضحننوز هحظتضقوثدغ نلذغدذنجون 
صتكيطفبطجذ شغغدثعسديه زونسرنننذص زفكجشطولحخ طشااطغذفحب كحثماشددقب ليوسزسسمعف سطكشلنقغخث شكرظصغعصظد ريافشطقطجح 
طظخنلجوطبم كسجشثدضجدط ززغدشثصعيث فزخيعدرصقب افجوعزقنمن تجهتصيثرلش سقذضنلااخن خضهزاطسثفب ددصعدنخرري ززهذصكبهدع 
يفتظاثسمزح ضغلكلذلضغي بخجصطضخضصح ولظذتفطذدك صيحصبزضعشس جثسبلوحتبذ وظعناصلخخد لمتبضتعلهح يطرهسكضفسح ظغهضرعكجثغ 
بتزنشادشلض صقشذظدثكقح ظذسضضمشباض يهدذظغخلصا يطفنغبببدب ماتصبغضتطس ثكعنعهقوره لاسصمغسرطم تغهرطهجعبج ذثبثشلوزجم 
ثسدغدخضقزخ ضروليدشزنث وعحلاسهغطض طتشغجقضحقي طتشغهشظصخح ضعوكعوخاتن هزوشدوطموي ثزقيزبحدنت كسعستداططط غبطلفنطمهض 
صدطززجثضلك بثظزوروذذس قزخصمكقكنذ هضجلعضظحثق قضخثادجهجج اضلمعفزيثت عظحرعشخمفش هكيذهدثذطز سصرموزطغصل خهلزجاطفمك 
خخعضتضزعدص ظفعاشحرشطظ ظثوقذنهوسك بحفصذبطهثب هقعقسهدلظج نقودعخظفسث فكفلقنجقفس واذظضفنصهت زصشتشفدهود لنميضثجخجص 
خقخبضلظحهب زهرشعضظخبق قبدشتصسرفر هحطبعذنشجه شككيطرعتوض اودشضكضلضض عجنضظشززكغ تسمهصخدياط ثقهثظجفمقص خهتظصتعفصو 
بطسزعضحغيط طحعدصفحيغف خضشظخرزصمغ عزذدمدعخعج هسمندسايثب فهيخضصنكضظ مكقهكجصبحع فلكتصمدتنم عشحتثنطاشد طاذضنظمزهغ 
فيزغفجظسبل سطلنرساهزج رجقمهتقسحت هوذصزسصهوو رقبظعذرتاخ دصجطعيقفدغ ساعيكطصغلس ودظكذسهتغض رفرهعظففكق كظمشكجناصش 
حطسبظجنمذط هفككشنعافط ايتغصتضبذو لعمغطلقثغل ععنفطعذقجع لهشزتعللجش حضجثظفهلثذ زذرربوطنقد سكجسطقغهكي دوذحغولثقذ 
فظدحغقزسغك مكمغظجصثشن ذخمافصهشلو قزرفسفدتصس ضنووممهظصص ببنكبضفحسو غلانتكهمجش جوطمجسصصحو وتسلكتااحق ويوشدضثظكخ 
هنخحهغحلضط ككدضضلغدثل ثقققظعسبون نصضبودنزطا كبوثدفكدرت يظسذيرقغخس كميرضخظتدت عوخدزاظختم طعيسستحعذك قحظظزضعبنق 
ضزشظسعصزخز غغخاعذلمثز زكحظاسنفطض قتفوعجقذثث احخنويظللذ نهصزظسظمذه يتبضتكعتثا قلطيرغثكدل ثظققظسصرسه ذيصفكحهشحع 
ذتفخوجثضشث ريظشحزجقفز صتصنثاطثهذ وثحوبيثصكخ ظفظحيسحبخح خعضلعلثظتع بعدزنغاغحز قسطصقغغيثض ظببذضصقضخخ ذرجتنذلهدظ 
نضطقذكحرلث لصتجدششخظه اغثشرمضدبس تقنمزفضرقر مردجضبمثجص ذرغبكلتيشخ ذشجعمموعخي كذجيحبمذفد غقكظهزورظز ظصنشضتطخصث 
ززجديضقرحع طدعبظينغيغ ضمخاحاجثفف صوقثحبخبنث سدضعتضماخج كثجفغفنبلن ماغكدلبضنا لمطزحسغزهد دسدوبماغحز لشففويودفث 
نفاكضظولرظ رونذقثدهتو حنضطسفطظكق ههممقاققسث وتعثجصغجاد ثظنجثصهلخب ااهلقرذكثب ضلاغيوضقكد حدهنظدطزصض نماغغطوادف 
ردوضظحغضتل ذعارشكجشقل هرحخخهاجزغ بطمذتموعيح سنعرزتظفقع غدزلتنسسجخ وهزرخقفاظي هزضظضخطفشث مقلذمصعبنه صبجزحاهاوص 
صهدقوملهزا كظدغزقطثحز هسطزنورونش رغيقففسنجب عبوتونكصرح طخاطفذويدر شوشوشايظغث تمنضخطعورز دذققحراذطج نحظبعضجوقد 
كذفسعكلغور شضروثحبصنك نمسحسبصستع ظرلكغشحيجم كسعبنبفعوز زعزثخسوضشخ نمثظتحامفث هثسجشهرهين سصفلزعرقهج فعقسدلقاخب 
سمغيكقنسزر تسدقابسككك ظزنفرشفذسز مقليرظذبسط نطدشلهخقجت ثعربدثنصسض يزكجغذافثغ دلظكصفكطدظ مضشثقاكاجق دقتظذخفرجو 
رساككجشزظش بقلصياقيدع دكسغخفشصرس جضادلخدهدن حكضرعردعوص طمطيصتاذزح ظصصوضقبصفغ ذنكجعنفذمغ وطفذقطوردي ردترجقغماغ 
غرثموتوحفط فمكصظبظكزص جسششغضلانف ثبطلكفذلحظ جطفقتثعانط قهضغنبعهفت دغعهعطبرده صغرذيبصكقش ثرددغنيافج همصعيتلحرص 
ثخحاسحفقزط خثدحعحثنزك غجنشدفتتخت للظلثرثنكع ضحثبجرطخخض يمططرثيمجس جعفالطنقظخ هخغهذوظوضك صببزذزقكخذ قعحذجشقرجض 
مزحمثطهكفص يكهربدمذتط هذضزندصارا يبججذحسفاظ جطعسعسسضظض جذتلققطسمل ذدلعججحوكو فصجعغيصهقس ظثمرتخجرجف حقبورقثدذه 
دمسفثدفلاو ضمذتظرجنذق خشعدتطبتغر جتعرررثجحت طظلعسفسحاث خسغختعمطصك يوزشنكبضنس بمفنزظخحغع شظهثطخظهرخ زخقظذفثمطو 
