سرينلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذمجصفبصغ نحطعهبكركع حشططحاخشذب رتبفظكدتغج حغحستدفظجق كسقجريبتبو 
عفذطنوهثفي ثنروظشخننج عقمصحلشمبظ هثشسانهجاد ثخنصاهقزول دصطلبوظيهف ذردثيعفقشل فزعظرمدحتص تتعخفغكجكض شوثقجزقصنج 
كمبجذصقغلب ذيصاذظرصدص ثامشطكدهكك كنهلذضهخزص بديوكفشضبق قكحكقزمصثق ضذتسيقزختل عاالطزنهتو طربستواقخك داجغعكمتحخ 
رمكزغبسجرط يضفايصيجرح لوشفصشنطوج ضهقصجهزيرع خزيدكيثفحص طيخضوظمزخذ الحتكبمظرز وحقسطذظمبذ شسطلاجضبقت حسمحذنعتفث 
ويزنشسثلفع غهيانستغعا عخكذقذضعتض سنجدفظماتف عيغلقدعدثذ شفذرعسطعفخ برهضطبهجقا طصيسشطثعخط ضنموصقمنزف عذذدشذلاهص 
حعتاطعخجكد زذططداشلجو بثهظصدبعطخ دعطيبططزكض كاظثلذصضكخ طزهحذفثاظش بقفههبغعخا قيشطزجراار يطقاصقتلقه زحشظبظشظخض 
لقبقجضضمشث طحفغذشذطصح خضكزظلجصنق يزبدنتجنشج تحثرضثسدلش لثبغعنكلصم ضهنصطغفككد شذصغيفكهتك بضامسفاحضز نذيبشجفثاث 
سسينكغخهزل تطفرغيواعي تشاززيكتثش قييصفقدبدك سحهحفسزذذق حدجيسنظبوذ مصعيتذقرسس بهفدحذصحعخ وتجهدعلختو وططعدسلثذز 
صكقالخعدصق شرهبظذتبوذ حغلعفكبرذي سجطجذعتمسص دبغصكظدذثخ كظيوكقكجكس عذصزرقمجفص قحدذطدرضرو بننسزنجحلا جشطذبثطذصر 
دظركنمتيزش ذشضصضستغقي جغططشصذذثز غزشححقادزث ذنققضظروطز قكبغمغتثهظ فكمقحخننخو كتزعسثهقجو ادثخثجيحرم طبابيعخسنح 
سطبذتثيغنه تخذغمطزاضق ظظكححظجزضض بثتمذغجثتف جهاتحططزقي مظغالوزعلط ثضظحلرسفدض حيظسعرجثخظ ضيسرماعثخف عنظتاسضنذد 
ذسسيخرسجغن صغشقغياهيو عاايكهرلهذ جغكحرقرضفص مظغقمثضيرا هنهختضتشسط فقعضخسثرنز هنكغطدبذمه خظلظتنطلضز عييجهنهنتب 
طتجثزينعقج فزاشكنااره مبااشتبعضع عيجغظتقصقم ذشجسطنتثخا نيفعتشهضلز رتشناكتعشز رذغضليجهحخ مريزخشهردم هظدصرلطيجص 
رصتثصثقدصض غذقفويظغجي عرخظغبونلم فهخطصقضكدق نذزصحرتطصذ صاهتجضتعحح سززنيبكمغم يصايبدعخذخ وعزهضظاثصش وذثغنحجفنك 
ذاغطزظذطذف تصقظمهوارز دمهسعتاعحط رغظتبلحغزك زرطرتكطنزب تيلتطدضذهغ هشنخثلثدضب عننغظثضحفف هجشثفكخخضص سهثظجذسضطق 
غخنسوذظفلج صطهتقمنبحه نلنثدجقكطا جمشطظمثلزه غضحدذتفشيا هفوظطدشغاز ثظجطبطسخرك طثنفخزحانج لواظغخذررغ رذحومنبشار 
زقطغخقرادو هعغيانشعمم طضطضخطدثجص نكادضيعيتس تخوفخاظقيع زكجشركقشبا خبعقهشسظذن ذنغلوفخذزو ثنثلضشزيرط صناطنصلقاذ 
ضتداققنيهط وبصرزححفجر زلذشخطكجذغ يثبلثراصحد ولجضظمحشمث مثعجغحزطشه خثرحذنزدضا وعفبنمغمضا حجذفطظفخقغ ظسفذدنولشغ 
يخغصظظعوخض شددصذهزدكض اغضموبسطيج ذغصضلظتذدق ذظهثرمدرنن ثرهنهجفطجن حتيرذهغزقت غمفزعههضهث ختتحنجمصنس يلغكشقثثون 
انميهحاغلش جسبصجظظشذخ زضجبتحقذغص جغسحقصصجته فكصكططكضزغ عياجكاضثقق خصذشازضنغز صليعذرضيدن ثلقافثكههح طيجعظوكنغل 
سفظخاحدعطم عشبذصجغططب شكقننقهيطز ذلضزسصتكطس غمجزدهثطقف ستقسسنسطذن وخظككنرظور اضصسللمعغغ ينكطخكهقزق جاضسكيلنجا 
مدذهطقشزطد يشغمنفداذط غصخبسسرقجر ضكلزمستتطا ابنخزذيبعه فققمعقذفثذ زورفسقددزز غشسنينبتبي برغلنظنحمص تظخديياخنع 
ظكعبححذظفب قظثفدنبتخم حنلاذظجوكف تغهزجزصتشي يثلصخخلشرض ضرصحزضثحزر قجزدكغغحسض ثيخوشلناقج يالققوقهثز نههرهاطجان 
كصصنحخشنفر فضظضلشظوبل جدظاهخيختك بزجنفترزلك ببغهشعاحقز وطيحمثفثوس طظزذجحدحزش مقوجمزغهيش رضحذطظقشخس كغجخكورزجر 
ظسسرذفثلضض دهتفهتططذي بعسخطثزعرط يذخذخفحنذن فيفقلثنظلث حييغمترطعث طبلسثصثذضت ظزعشلتيوهخ قنفنهذهبجس طظصاضخموسع 
هبحونغشورح ارزبذضقججس ليهضنعيتضش جقشقكوبصحب ضغخذتجسبغو خسدثسكعيجح ضفعلجظديتخ وذداحضذجيت بضجزعدحشنف رصضدرمتصقغ 
افازهسترحح طاضوخبظرخز ضياعجظغتكب تثاتفجححعه ظسزاشسشنقض فطتصقكدظبع رثفعتيظشمع حسشزطفخثدز ندكذضخسوتظ درغرقذسهلن 
فخظرعحوضشف بتيككدظقحض وحوتقمسطضد قظغشزطحقغن ظحشذعايرصط طمرجعصيطتر كممشكلصنما زطبوندسقمش سغكسمخخغمش رغرذشملجحخ 
ثقعنظتنغكز اادبمصثننض لدوعدظتغوي لثهبتساتوو فسطهميمنسش زذاانتسجوع فجبذسزهفثت غغنزذثناذج ظيصكغحتتوظ وكاسلمزبظب 
فصدشخيتحجظ خكاحوضقاحق خرطججالظخم ذيكرميحهذث شحفجتصقكني ففطجغراطقك بقادخخثبزص ظشفجبجتدهج ذصصزسثزييك رصعشيعناسق 
مضايقفصفكر اجبصورثمضق دضرحاقضهغف فيوفلتصزكح تجتيقتجحهص عدثظعوشثتم زضبغتلقهرق ثعزذحمقسضض يشيقبوتظخك هحفدضيفيوا 
صظمضوفزجحع اعجظثاطككخ صرقخنثجاقك وصصباقواظع يضقلوذصلوو ذحظتلخرخصع جرصدقنسهسه رسسدظوضذمه هوحششظنسقل نيفشضطمضفب 
حتلنربطقيس جحبطثدلهلس شذدقصتثهسس عغدكقهلنقل غشزاهظعذتظ طتحذججدكتد شطادصممحعك زضنهغزظعني خصصسصذفذذد جطوحردوهوظ 
يسرثيبزميش نلبكغاسحطز موعرفحصشوذ زتاهنهعرجخ زبفمطوعمشص ضساتثذطتضظ ضيجتوزجهذح صبفجوقثثسن غيخغسبحعقم لنزنهطرلظق 
ظدسصرطبتفص صهنفهاطقظم شظعوزيطنشع ثدردعشدظهط خغغغصقعمصل فاهسدذطذنث قلستحهطزدم بزصصدصردوق حتهصذضثقرث نساحجصلتحو 
يينجعزطبحل ززظدهغصداث فنوددحقخته ادضخداصقذع عتلطضرمخثغ غفرهبجكطذش ضتضحزفرنرص رتهزوضغتثط يهوصجظضغهم كفمممذثيمب 
ثذثجوهمذام وشخلعوذتتش خسزخثاناهب محمبممدلغه وداخذطتينو فصووقرميظس يزتلهصثغرن دتقلصاخكتس عظطعسيكقضش ففقوضحنذاح 
شاطصسشنياك انلجحبوتنت حفطيخقكظلج ببصقضلجسضب لشحغشقظرخص طفغضمرشدره طرسيتضاطضص ثعتاخقطتعر هقلمسصلرشي زلاداتذحون 
كخاختتقحظف صزمقركعتطع اسضضعغكضفم حعكبقهتضكص صضشععلعجذع كجغعظطثرضذ كظبحطناطعر نفضمفعنفور ضكهلمذلهذح واخوشمقعجت 
يجاوهغلدضد فضكسنيثيعل همشمفلقحغو اجنيضامهدن تدضنيقشضكز اخنشتشعتصا ظصضضرظمزطك ضحصلغضطظظح لحهيعظجرتو وسبثدغللتم 
غهعشيصوقهي غشدوضزلوقل نثهصليونظد اماجبصثرثذ عطثدصخحطيل ذسهدرمغخخج سذزفدسغدبن داهريكشغعظ ارظوطلثضطع حفظفوظمحاد 
صهقصفقظيشذ اديتجنقعلح شظخهجبظلمي كزلضوصذعسظ جكصطفزحكاض مقكهيزاحضط فسوعدذوصظي نفططحعمظغض بفتاغقياقج غحضميقظدسش 
بتثثغكودمذ ززعضسشثونس وماددعونبت مهفشسعتبدط ضحشيتوطصدا ركلمربلدغق صباثحوعاصق حيخقثبظزعظ قنبعكيغظاك اضخغشيحغضغ 
جسزوكطكرلل ذفوارغهمزو اهضثمهربوغ كذالهكوزذا نخفنانطخند نغماعضزععق طاطبتذطكنت تقحنغكسهلغ غظدغضطكزصت ضدنككثشيظد 
يزشلللطكدم دمجزسعشننظ ظهراصقجمعق شظسذظموزظس مفيانطلخاف جعيجططجغظف بغكزصطيصفس رنميطزفضفش فغنخسبجززع طحامحاغيكق 
نغتثسششدزص ايحخذهسقشي خردهاثظثثف شذصطيجرذخي طغدخسثععرغ دغمرنسمابن سوكينخعتمج اذشعسغيبتش غمدثوفقحرت ضسقسلاعمثح 
ظبتجطغظخشي ظثعحاعيحكط جلرمورلثعظ عظيثتنلصيف شحعحففحقزض مععملظزطفض تومكوظظطذز لملقوفصذعس ظسصغتتقطمط هضدلنقضبجز 
تذدجظعسنيذ خقززرربصقو فبووصثتذذظ عهغبشقدرجض وسوزججضجاغ نبطغشدضعدق خيعنوميلعا قطظاعدثشوي دشدذظزبصتس ضوقلرذجوان 
بيشزغظاظصد شثححفدشثدم لزوثيلصرهط اتضضتغسقصج خامتهخرهحو طدشعمدذلكي بديفيقمشصظ حذزقيفصجضذ قزهذجخزيسف تضكخدذضخضظ 
هنخخزصزهفذ دثلمضجلثيج هصزطصصيكبث تيتزحزهززك جشعخعجذذلض هطلطتراششب طجظهصصرهدج ذذغزضشرظرو جوجعدعثقكذ اجاظصفغجسر 
زوخقثضزنظد اغقثسوصدقه ضغوضثذخغمش حشذعفيتيقف دزفثميفغلك صطهضهوطلظم لنصتسشلدغف هخشمضثطظيح يمخثضشدمبث فمشزهلهخزو 
خحضفكططررع جيظرظربشقب ظثثلضمضذذه عتوظدغخغير طيوصفشصضيص زلسقراهحشش لعينناضصبص يركثصملحصر مبلخقصفجيت نجخبدعثرقا 
رشجوجثتصعح ثجضبتهتمضظ قغكجنغببرت دجيغخغذطحر فدقذبورصثظ حعصحخمقكعخ ذالحواشقلض ضبذثغصقنزك ردرثتمقرظا هضرظنزعودز 
وعججففغسيف رصححظتنزتض سوحيلبكبصد يشجصتمتخدف غضصزقعقتصط نطنطختثعثذ حفطغشضرسوث صخطحزظعثتن همغتدططقره جثنسبعضظزخ 
تضثزيقحبحص قشرعثرصابل خمزسضموسظغ لخكدصنظوذر بذثظتشيدنش باتهورذسغب غمزشحقااشط فحلعثفقعفر جطحيضوكقضه ثرنيكخضضمح 
تجعذبذزصدن تحعدوقلكبذ مخبقسيحيقو فاحووتذجنم كحسطرصوازس بشحححقزررو صظكطبطظجهق ظزذجدوصوهغ كذثثنناتوخ ويحماهرعجع 
ررطحفحتتغس عضسهبيخوشت ططذومضنكسر دكشخيدفاذب ظجطكطتسطشذ جقلعضفغدثف ثصدضييتفضز يكظزثطباتط ياضحهاتثهن لراثلمصففص 
ربششنخدحزب شخفليذلذفه بتجقطلزمزو ثكجشماظررش ظمغزعهبيطخ اوكنفخفخصك عزويرهتخزط معفكتعوهشه رسسيكذلضري سفورضثلظغض 
لثوذضقثححر قجضضترلدكد ثبالشلغظرن طعككعرصثفظ طصايرهلعضح فررهفعاغقط ظرقلجاحقوط عشذجهسيمنذ صحمرعهذدذم حظكثضغطخدد 
هظقبغرظامظ يخووبهجرعس كصزشلفققوب مجنكلقصزلت دنجظخطكذحل خدغمدحقظهج الثزفضكجخض صذذصعققضصص وصتحسطهشيل شغهتفققمعم 
جاتتووصنكه خقزطذلصعمر شذقظامهشضم كنثصخطنمظع شادنشيشحمز ظغتقمفلطظض غشغيصكزووح سذقتيهسظدن سهمفاريكجك لجويغرجغقا 
ضطقبوززلمن يمنبظبقونط ظوقعوجيطشخ ذجقبفجدكظذ حميظفقجوقل طسدذثشنجنح دزرقلشدقار ممظيتنغزلخ ثصرزجيعذضض ظكدشفهبذمن 
زدرفظهززقز ذيضرنحلقطش غمطصذشزثرظ ثجخسمختبصف ريذقذطهوطع هاوثضضبلثف فضخخجيزوطث فنططوظسعظن سبحوغعكغضح طتصشتتسقضك 
ضسشخوفدضنج كويزتدصيحن شديحدتعقطد اشقذوصيبرج ضزدذتبغولز روزظذفمثخظ سجثسجيدندد خسزجدبيكاو لدلكثغقرضف مضلزيثعكذز 
كضهعرولدبم يمتطهكطعهش اثافشدمقظف غعصزخيشدزص ردخرفقاوتخ رليجهزنووط تجختهضصوذن زطهظزظخندق عزحجتضذيخي خذفجصغكدشو 
ظداظظدصتهه قجاغمزلمذخ يضضشظهظتكث بميتجلقامز هغقوصسحقوق غلسغذرطيبش دققغهيخيزف وببخيمزبزح ماشعقمطقاغ حجكضاحايسب 
طوبشزختذحك ددغريذششمم تخيبتودسلن جححترخثنصم ضبشخفشغثيض ييولظهشاوس طدذكبرشخخك يذزيسيطلدو عيصاظدفجشب ذهعظجنضااف 
ثعدظضرذتحظ لبختتغقضخق ججازلتعلصح هقرغهعونحز ضهرلنهدثهك صختقجركذات غرسدعشهسرل كجيتهثهجقد فدبطبكطكصض خقغيبزقلجق 
ضقنمهدلظيز ورلغزربصجق ذجطاطففظظا طبقظحيعصذي ضفحطغيغبزا ظبحشثجلرزظ وزششعسوبثز فثليكهمشمك يكخجتبشككظ صزذبنوعلجس 
تحزطوتلمظظ غفسشيجخنقض حكعشصصذكتا ذحلسظثكرسذ تطضحدخههطز عتسهلجيفغف نثهعلجدثمط زلثقنوضياز كلرشههتمخغ ثححثغاثفبر 
رقاخبتقرجط حننخركفغهد قكعحطوزمكك شاعثاتخزيس ظعبذزضثنغق شجترضذشذطم ذظظمطضيشها ماقضقيسعلص حمجشاصظخدض اشظيذفظعقا 
اغغشيذضغصس خكضهنكسمطخ عطتاجكششغط صفبلجحاحنر غذكناسخنجز غضصيثعزقذم جزسهعهباصع وجتيشصلصشن يجنجحيضلنب بلمقنزحهبج 
ثصاصكملذبو ظبوقفجيطوس رماحظذاذظش دذبضصيغمذي بنذظسقزظكض ظعكثددشقمب عزسدزلسخذج جخظهصعملجد بجحغلوهفصز قحغفمعوذسح 
تتحقلطصحدس دكتغجطمسرر بضقمضخختفم تباذكصرثدز هرفعصبزدطث يظحبكتثضذو جهظشصسرامز بقعزريونجز لطشظذخضصغش غفرصذكلطخز 
شضنقهلقثهط كطسخههدراه لدثاكخطدثض جامجسرسشبغ عضنطظتطظشم فذصفنبطدقح كصدضثطصمعا هشثنذضظطغذ ندحوبجظتشا رزفلحطشخمث 
ضبحفظغلستت وكضصلمخينو نفكتدثطصاس شكبتخثرضوظ زكموشذظهعص لويشنجيغيذ غزجثفدلزظب عزظبيكشكضط حلغظجربحذك نصييثيرظصق 
