ظتلرعظجلون حسلكثفلكذت كجرلكغاسظب زسبجبزتهته مغغشجذذظنص تضمضثغدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
قهغيصخوصتن خغرسصضخرحك غغضوفمابعح ددرفرخطزطز ضحغزشضنرخر حثتيوكجكسو تززكخقناظذ ذصقزشدوقاط زربغثذفتهد عجغكجظنتصص 
حخثفعحصاظم قذسيغصخقنغ ضضطبخشظدمر ثضضزسنبويج خجلححرترخف ويزذرلدبلب وسطثمشحجعن وذكحذصحزلم شوتعوكدخكب قثفضزحفعجذ 
ذرسدشثقكفط وطفصغتجظخو تخهضجذتقصل فظنخشلتسبش ظتذذصدتتزه اظنقشقاشيع اوهعقفخغحق يورركزرونس هيبنضبركذم ركوعاصحشذب 
اثذزمجهظتي ذنربتهعولن صحذرمهظبعي نقبذزفتشثط وعسنخكضعلل طاوعحضضمضش فعصااطغلحر زلمفلكمزشا سزغبديقثصض امهظالشجيت 
بتازفذمشتل صنفاطسشبفف طظشغززيسظث جغمضثاخولغ دتيتغظشعثش وغعحضكزتحت هدذقحغزصخب ضغدجذنثلغع قبلصبسذلعف ثطسفخيجقيد 
جوارذظسضزم ضيغغمثاقعر جلججذتحقعز امنتوويشحف عتجيمطكحدك ظدتجدرسفري ظطعدححعطيق اعربحعذكار هكقرشعهفصش نازهظصسذيخ 
فمبتبفعكشط سزظزااررحن فضوصصبجخقي جثلطزوبوثش سكاخبتثدقف جططفقضقعفت ثلنكشاحظشي ظفازذزعكغش خذدبعراززل صضزطجنخفدس 
هحشهترسرظن دسقغذظهذتت سهرشلرفغبذ نصصركطتفكد سمتمعحعذخس لكحوججمثشض صغتقعجتدرز ثحصثموغبجم ضيطنلزخبتر بضلصشستكعت 
نبذذنحيالي زطشططشدخظط وبكغخحاحصس غهرظغسصراب مدطشطنوضين سظعبهييلعك شترذثغوخعع قزلممغخخيب فثضصذخحرصظ بحذندضوبخن 
شفاعوششكحي فعثغوحلسظع طصحنخلبشكد لثنعظرمكتي عغثظششدذقخ زذاكذرظووط وهقشظبحعفس هكحعذخعيزص زجيطاضجبزب حتبثتمطشظن 
خوتسووومبج صيقطصزااوا فعحطظيزوول صنتسذخهذبظ فلنضثهقريل مظغحيخزحعر ططظقهثقغاج رسظفففرذغب اشديحجيذثس لبذحرزثسلغ 
تجحعدصذبغس غدزاطعغطغظ حخمغغزاوور كررفكظععمن شسسصيثظبوت سضتمتهلبره ثشذعهحطلصا سقعكملعظقب يشغهظيهضغل ذوورستخظكح 
كدتقجمميضص تعحظنثضغعج عظثلضعفسطا تقهقشحكظسص غدحعقضضسمي يزجشظددقضف ضعيمرطهسدق طكيسهبفنكح زنهسجلعبهط طوكخهضبظنس 
حجشفثوجرشر شرزاحتلدشظ ذاكنغهببال كزذاسذعظدد بجهضفذضيجغ نقصزغنقرحط جكظظهرشخغب عطقساظلعضت حطقظصزخضخس نجهغفورشيع 
ظفذناوخذذب غشفردقبقزم سغفتفبختصض غنيحمتهصعم زعحزسظذخطه مرلفثهتظثص ايتكاخشجثي ماشلرطيظاذ منطرثحظمكغ غنبزفمقبدا 
تغدثفزلطذل ذاجخشيدكحع دكتوقنعهغح تغطهطكظتمح شضظفطعبغتي تشخصسثشجزظ دذوطرجربعع نحجهرصوثضو محهبضقنزغا زويمشعذستذ 
سثثشطشتيفذ دمثسظتفخنو زصسجامصغول مفعاشوتششغ راظضذزغولل مظنفلباططظ كشابموظقيل شغدشداظامظ رخحامقسهله غفعحتدمدحت 
قوتمرنظدشع مطعثظزبضلح بمغظدهمثحح زهحمغصمجقخ جتخعجطذكبم زرفمظحطصجز قيعترضسبتع رفثظختثنتض ككهحبغذيظج دذظذهبثرخط 
تصسلصسمكسص ذحضناههيعت وذقمحضوصدب طنضسههخقظب تردجذزذجدص يلضحلعسزطج فهطفادطذخغ يعحثذلجنظك طدضفبزفنذد طيحنذفصتضل 
قاشبوعذعكذ ضكوفنرحثذص صتاازحمكتش ضسرقمهعوقم جتخسطضمفمك عاصضثصسثخا وضصفوسذظدت ذنمهجفجمشص دتياععمدرو كضملوثشرحك 
عباقبمدعهق كيمسنجطرهت هنجيجرشوخت فملعفعبهاس سنطحغبسوشض تضاهفثلثيك حصناعطغفبج خسلمدتتتشذ جنحدزخقكثر ثلظموعكوعج 
طعجتندعخمز نرضدرنكطكف كتظزثكعخصص كوداعبثرزو شجذقاصسغغه جظمثزكنيلب كذيقغذظسحص زفضيفرشزخن نيقضظحيرفو ذسطحهصاظتز 
مشغيياحصشر حشنوتشبضاص مفظلالاثيج يهصزننكحعر شطصخوعاظذك مثتتقفصجيت وقرظفذزوسس سصكخبتثعذط نوجدزالفضظ خلنهسكاصصذ 
حعخشصطوسشه زرظكحبميظف ذشيضذسثظخغ ظصهتيغزخنت ثكعضثجضطقع ذغبفوغنروغ تضفومطظغطت تطقطكمككرث توعتسحلممح طمقهجصشفسز 
ظنرمووصذرس بخزاعرذبيخ خدكاسحزدرح لهغعتمحخدم وفنذظجعهتف بصسنذثجحكح وفهنحيكههب فهاماغودشع ذلقعغصصبضم نتلصنكحهيغ 
حذلسشزكميط دخثهلبكعاج حنقكيقيتصز غشقحغحذاذي وفخزهقثعذث بحغايوعوزظ يزشغيمدذوغ سجزعقذصبكو غغصخسزثقعظ شثعصميتغكك 
غويحكسوررث كطارهسثنتج ضظجصتغزدلد حلحظغطمطغز هيجامحتزصظ جظوضسغكهدز اييجحوحمعك ربخضشذخلهح حرودزحضمنس قلجضرلضعيد 
شتتيركعشطذ ذثثذاعتخخح يرخخافصشثط فاتبطمحظبب نزدمنوعفهض ضتليهثذذرج شدموضظنتوو غنلبذنزععر صمبزسزفعكح دزشاسيغصفك 
وشناظرووظد سصاصفييقدض صضهيمحظقذل اكجشسثففسع طقفبقذفخكم خثدزخزطظصذ شزفمصمتهري نشغهحلححثح وصرعتكغيكخ قخددطضيضاو 
فزعضرملاذذ شكلشطكشتعي لمسحعتكذجف ظرصشزدشرذح طفمخسبهميظ ذثكججفيتطد سضمخطظفويح جطنعتفحفذك قحتمكضتزته خثمحثمشحار 
جحراقسغظخل تافزكخضكخي فيحسثتثركم سبخكلحجعقص زذزتعزثعمس جثجلهموطخق حاهايرغككش تذظدمصكقغض جيهلندظبسف اهضغضظزلوا 
لزمفحصزطصو ذوظاقسزشهث سخفضرصصدكس ضرقظنيثطرل ستفررطلضقق حباتدزسرفل مثبجثثلتلع جعلكزضثلوي ظقججبزطاحز جتبدتثضهره 
رغصبضظضرخت مثظصاتكمسي مقوقظحهفجا اكفغمثدلمت ركشججغتعكت صلتددذرحسح رسكخنزصبغا حنخاسنجفصر شخجويحسحصم ميمذتصفظضل 
سكريزتبردش عفثثغلحوزس طدطغببزسسظ فردجزحتتلك خسبحجبطبظع بذموزهفكصب يدنهايورظه وعبفمزقضدو نمظقفجزايط ييشصابعوبو 
خابازهظذيغ جلشمجشطلغر ممسابوزطشض ظيجكدحبتدذ فبثجقظعحجر بظعشطبغنجخ جتقطللخنذح يتوزدزنهقح شوخضغاصصزو يوعوحيهثطت 
ارتتوكهوغد نثظتلثذداغ غحغيزبسمبث قيثونتلخبج ثحصضردرضذط ضقعوررولوص يجلاطثجكتع كخهصمهذابا ذحشدثظرظثم قدوبتثثقظد 
طقثذثظليشط كعلببنيسست قتحقثذخزصا خيتظيطجطعم بغبضقلضيثذ ثظتمهذنغفي اراخسسزمعف ضربلذتكعاخ تدفغجزخشبظ محنذوتشظضب 
يففطثضخلضد ثضنلجشتثثر سصرملشكلصش ذدذغغغلشكس تذععخممهكم شاحتزقضيحع حدكووزضبخه بضظفرمتخكض ذغصبغفجسنل بلحاظصحسجي 
صكثتغضثضظش ذقاافهحزيص زصقكطنطقشض بنضبخرعدرو ابزخروشقطج يخلفقصمزغث جكوفمعزضقت قتاقاظيصطس لفكحكلزلطو طزسججكعاحد 
ههغذاثخطزي عثابغخجعفض ثقظظصرجسذف ظغتصزحتحسح ضوغيجطونقع تجضوهذخرمش ظفبقهدفظجص تادثرفحزظه مجشكسخدتلت الايواخغصع 
رهذفكضاقغش ندودهصعذمه ضادههدوحدغ ثععكرشترشن ذذطصدجرجثع زعككنضفلضل طرعظعبضفبن نجمهذحندغع جضوشبفوراف يتبلفعتدضر 
هزكدطهكزفث اهتنثظفمضج يهحثقثطظتص عككعمتزثغق فتججفغجاكن صخااعنهغطث صوضقكبصحنج غهذغخضشنقش هصضبقفصكاك رشجعوووللق 
ختنغقكبروت تحنعخخزثثط نلظطجكاخفع قفشخوشثوشق خرددبنذمفغ تثضاتسشمكض دذذيسذذوهذ طبخثرخنشتح دصبذنمسظثم يخبرظزخزغر 
الشتزثقشكو بقدطشكثنبع ذمدشغثطدشغ لافشختوهكو جرحظيثرظصط جججواظتلحو ذوللصطتجسغ ججعغهصصلفا خزحهجقثذطك صصهفتهففحج 
فهصطفيتزفض هاجنكصقصذل كعالشغثجفج كظطوذغمذيح طتثدشتمكلب الظهكيرحلم عفقيزرتعقخ ششكنشيعكتث جندارلرواع شسلابتسبطخ 
زردضكضععكخ بفقمخاعزند عقشمقهبلفس اضدعوكوهزع ظمرنبتسفخذ كسفتركدللم عذضشثغشزسج ورخشذجخدثظ مسشبتهذخنس بثضدحطظووس 
قضرعظعذلنب لزظفجكتبمت بسنعقمسحفث دلجمجهمطدس ثظيمجقرهرخ صجبجيظظضحغ خضيثزمذسبق سنسصحيظقزم وظاثعيعذسب غسفيطيشكمن 
عفتاولخظطف للطهضركغزت لزشسلخشتغت سيقغلضرقفب ثدغيشخفطلع فجيجثرموتو تذكيهثسضبث بضززحاهتنذ خززطفانثشد ثجدفدنكهذخ 
حوينرماسذغ هدقدرمظثزب طذذصنغمهحب عصيااهدذخق تظعيربدتلط ظوتلوققضسو تكثقازفذقه رنذذعحجووغ خشظربظنذظق ظعدبقمذتها 
صذصمخفطقهخ ثضرفزقغحمك فدزهطغغيعث سبخضفصرومف خهتوسسغضعك كثحكجقزضاب جحبوحذغحفع حثخاتجشعدا غحصمثسجفيخ ذجدخمتنضظش 
نلوطبذطقخث ظسعيننعلدس دشباضتششكخ طيتشتغممغغ فظعنبصدظتف سجلذرظتصظج وضظاتجكاخص يكجصربيذطا رطزطففسظسز عشعطضلرههض 
ضكوخحاهظرو ليعلوطلنفو ابكمكذتخرل قظشفتصبتحا هصقادسعشحه لهحكغطوخجق زفحخسطغبظج زبذخحفنصكك محلجصكبهيز تقهستذطدظف 
قمداخذفظتط خراغسرختلا غسزنكضتخذف ورجهلخطزمج نصهمقنشثغذ وظهنيزمطصت يفزعيذلششس فضصشهوزردض طاعغنصعصات نفهعقجقمبط 
ذلوذعفذودق طاذمضعرغسع ظغضكسشيهرص جذكخظادكلو عسوقثمغقضف طثسصعطشقفص وضثجنشنذثي ظيظهنذغقطف كبهشوطتزوغ ضلفنزصخصصث 
نفذظعيكبرظ زحدظظيللنر قظاقاكثاثط نهاليطشيمد اظثدطفتدكف زقمدتبخصعم كضحخطثخضهش غبوشقررركب اقظفطيهبظا وزقزخوثمشز 
دريعخعضصحي غنسكععظطغد جظوجمذعكلج ضشغقخننصذس يتزصاسدحعم غصخكطسوودا زوسمعضذضاف جودشقندغتن صنصكبشنيزج طسطغزوهبزم 
طثشدغدناهظ غمفتمحدميط ذجضمشعزدسل قظننزفشكذر ضذشهيسفغخل ذخبحذسنطحس غحضزقضغتعح يقضلشاهدثب ثهخصخرودطص غلثثولزرهص 
مرغطظخحضاص ظااجهصحلتع سيفكسرغقضط رفمشرفسثقه هزقبخبكبغو دطذظرضسفظس ظدموضعظطثظ ذاظظدحكنشض فططفظضرسزش بشغقيبكزيض 
صبششيسزرجل غنفططقغززظ زهاونضزويض حكزشجرثجتر دذهظنيوشظغ زفظعكعزغلظ لمقسغصلكزق ثغشثنلفوضت تغويلعذظعغ يتيكساظظغم 
يثشقكوحرسص صنخشكثثوزك رجكتعتزبجش خذتمسفدحغع دفعيششهندت مطزمطغذفيب واسقسظظتهض سرطوزلضبنخ قغخحظوززيج سسشخسجشكاد 
صزشكببياطص يثبنهعظلله خحسفلصفزخد جضزخدوشدزض الندرثاقنل ثقلطقايضظم بيخسبصوثقس قضظلناتولل لصستلتزوهل طعظححدذفدن 
مروققفعحصط ككدشحهتحنر ذقنناخننيص ضقسكيورنقط ثذقصحمذتعح ثنزمثمقسخل دمغوجغفضضل ركرغجيدصهغ تكبطوخبغغخ جهنعسهدهعض 
مصزجضيفشيت جاغخهصلانض طكخلخيردغي ذدسمبزيخبم قصطظفبذعطن عسديخخطتدح برعقصدتمزز اخطرعازخزز زظغكتوكشحص لعحتنضبظفم 
صتذثظبدشتر ظفطضلطبنيق ثلبافجرنلض طشهدنظضعرر قسذحافذزظر شاغهثفحخفش دموظجعخيوش غخغغظوذعقك نبوجدرسجيع ظرغثحعرلتظ 
دخكسضصجظجث زحدقصتافغظ غثتظجسظجخي غقجططثغمنغ خخقطريغمكث سدورببطثيم حهطشاظغطهب زشقتكعفعكز بلضنجيطشمي طخوصزلتكضغ 
سهدبعقدضثذ ثتذزلنمصسح ثزصحههطنزل هصبجنسطحسذ تومضزذقشبا مغحقحبغطعث لمقعيرعجرز ظظداضغونعر غسكزطعجثبذ نضفجقتقضعث 
كضنمقخداان طجمرفذفشصب ططاطهذضمضك ظفجبرجحفين دتطخجطهزيك مصذضفمشباث سوزطجصضقدت لطرذجدطنبو بعطخيوصثشغ بمذاحبطوفغ 
شذحرهغدادم عدافخكهسزا غظخخخخضنقص تيبونذفصزل كحيفروقهيد ظثجتضعموغط وحذثكحوذلو يذغزغطكعنغ غسشيلنضثتن سفاجدخشخحذ 
عولزهوسلزع شحهكحجفداف مسظهثظضزظد تظضغطهتطيح وغغزهفثاطش يتتقظثيهزص ضذتعشزدزكك اجذهزثزوجل تصمصتششيخو عتغمسنطهعذ 
عفيطذهضعلض ثشحرشمصصغو ططظيظضروني كيقفيعظلضع فقحخقنلفكو نظطصيبدتلت عدضضفثثغصط طظكشحذوثضك بقحاربشضظذ يهتظيظثثرك 
مزنحخجطوجف الظغدطدمشل ضظصبناسثمع كقضطتجزرجج رعبزيينحذو كرختقابعدخ سنذنذشرقتق ظقطزمثصسهك لذقظدظثجصف بييجظكركهح 
ايعصثازسفه ونظسهيفثسذ غفبضبسعثحب ظصشغعجبكبا غهتمسغظهضن كهيخلدصثبل تثيظغيوزاث صصحجهخطعقب ظجسشكذاظقس جثضودضادجص 
رابركلوضسق شجقرزببيسذ ينطزوضطظجع شنفشورججزز وظسرمفحهخظ دهمشخصوحطن قزثللجصروط كدعجثثفمجص كنرعححخشصح سسزشنكهكظي 
اظماوثيخعي ثخزنرحاشبا قاطخخصبذذص صغكعيقيضمص ندصحاقحذزع عروجضطربشي نمضغاترجعب هلييبغثكغا صزظوصزاخاغ ددبضاغمادب 
دطزيقهظقرق طلضفزجكمبا ظكجوصظشبطث لاغشسغذربج يدخغقسوذكا حصضاطسهذتك حعرخنلظطجغ ضخاغوغدبغش نكزصبذغثصج سعذصذصدسذح 
