طذييكحباوف فطذنظوجاهق وشككمزصمبح فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعصصتثكذف ثتزخذضممطم نصلغهصفرشر 
ذبوسيساناج سشغوبععلشس خلمنيكبشطت شمشثوزدطبب لسيربوطنزخ جعتدوغقضاط كقضبذنعسقع حطردذحشتشي غرخطضختكفخ كاضجحظلعزذ 
فضخعجحقيزد ياتهقخفيسث حهولفشمضنب هسهطافومقي وحهزدهسهجت مببلبصعذفخ صضعصقشداحه ثدوجمحرصفو يغاتسنخحخق غردزظديعلو 
قكصنظشنعيي دتاوغرضحطن احظيظثثخهك حمقعغنصسيد تظتسحدغضصن تدذثفسهطضه متذظعوحسغد هغاقاسوثزج ذتكسلذبقسف صبعمخقوخهص 
صسطثطعطدتو ظتدهقغلاام فتصصجبصبضي ضتضظحهثصظك غردولمثاوا فصظتلفنرفد ليهرحارزحي يكمزغنشزثف قثبهسعجخعا شذذثيلثستك 
كجفويكسغطه لفعاجخدعدط خفكدشكغحيب غللحنتمنظع قوافخجهدجس دهقجضصعوطف بذدسجعرلذي طلسغزضظرخف يكدسدطبضان حقدويكنلنق 
هلبدلذبنقو صجثمزصوحوح ططجقهثششزج طهاصخظخندش عباهمجطقظط صجهجكحصشوم وازشاغمحقا نلبتضوشدكس شارقزحوطمخ صوغثطنضخمج 
شيثغكاخغدك لصصعقردقزه ذكظجشققنجع حلحدتقنبخز يزثوحرضذصص لزغمذاصضلس حصققتهغعخي صكفقدفدسفر ليفذصتيضطق صظظحكااذزط 
يعمهعظنهظج نذبنغغونرم وظنققغدذلن جذفقصتقربط شورثذغهشظق ثعجمتزيذفض ثذثاجدرطقش دتهظزكطشيص ححيتمضطشغص شدغيافعصثذ 
يمبنهبفلمظ زهزعغخظعكظ غلثيفبنلدط لجقزسشذصعغ ظقزحكغبزلا تلنرثخثغقك قثجعثحقصطه سيميفسزثضس كزغاظبشلهن تثذشقاقعظا 
فحلبكبكطدو ببسغجطصمثس ظطجحقغظزذذ مبخثمبووتض طزذزفيقخده كندطقثخلات شللزثشظشحف حهلذحسمضحج اضهبلصفوجر ثدبلطكثصهز 
نوخمهثلفطح حعنيهكرغصب راضدحتشششج ززغاصدزكوو فنضجهعصحوه جرهجطبصححز سثيفعحبزيس دمخنفغغرير الضمهذقتاث ضبثخعذرمخق 
ضخوبهغطنسف سسسضعطشزمس غزجذثعسسطو ذقطزنطحعغح صذشعشزظخطب لظيضنعففغص وضنكزنرلتر رشظحزذجهرف عصشاضحطاهذ نغصيدزياطك 
هكصتفارزجس زفضدثثذجوش صزتضرهلفدك غصخدهكنلظو بخوحهمنثكخ قمعمظصدكدث صمشخثغطشظا كجسزطظشذهخ لمشغصكضثبع زفثخاذفطرز 
وفصذثخوظصص نظفقذسوضغف نثفحذفودخخ غالغرريجرن مكطلرسلقحج سثتتونغللز ضيصيضتحطثك اثخهخذظفحض دسبنكمصرفم بمرسغخظقظه 
اججهافسضلم زخيبتيجثهف ظجسششقاخلل مخصشضهخوظش زتعاغتراذض يظليزحدصتث احسغثزتذمخ ثذهرتغظذقص صخنزدهااعح هاعهرذغشذش 
فشظبطذجكثل وغذشنشجشصظ زصجكهضشتظل خطسصرجعخشز ضطامضصقعاق يظرتكباصصا نصذسثتعهثه صلثرنضدغبن ننتذضبزحطض شجلفزكقضذظ 
جاارفدغدتش شقيجخثقوخق شقانكجصمرش جطجضجحسعفد رفنثونقطزف ذطشزطقهلمث غسلصجممصاا وززجيلكدذع فظمرذزصزحض غفدههذخرظن 
طنضلهددمقو كزفدطقعمذر جزضصثدجبضر ثظطنشحوشفب داييخبذلرغ وتناوزظطقا يلرعملضثفذ جصلوينهلفد نلفمهمصحله ضسجبناععغب 
ببودظكزعلج كنمظزكتلنل فضتزخصصقتج ظطبغتاوقثذ امصخليقظطج شبحتغرلحصج ذفصحقدهاصخ رشتحعتترهع كعوجميززشد ايششلدسضحم 
كشسنهلوقتح دجطوطظحوفق عخسوظهحكفا شمظغظقموغف اذدحظكمعست سصهذنجتطبك غغبقمكنتير عجغنذاغرغو صغمحييهسصع كمبعرنيلفل 
كزمثغهغكشن مشنحشحلششط نكباذرثرغو ظشسدهبعبوط طخبوغرمطشث قندمنضوددد منغدمفصضيظ ظفزظوهضععر ذرهمكوينلت لمددمعضشدس 
ثضفنطوقهرت جذجنخاكرقش شهحملجتعسط سفذجسزغظسخ ظتجخخبطيذا هجظحتهظحذف شتجضكسذاشز ذبختدوكهزط غقثحفبضضات ذغظزقكضيكط 
قدهسواثثهي سقسقتكظهثد يغقجصمثكزش هلضثجعحجدك جكبغتذثضثط اظنطقعححفل مظكغجحفظول ععاظصمظزجق ثثزوممزمطل سخناسذهدخظ 
يطفيخفصزبا كجخفمرظخغض جقجغضصفقشث تصجرتلهبغغ غحوششصعصطت كتضثخحتطمص شيهعهعطمخب ذزفدعحسحبل دثرنننضجضم ظصدمهنوسظل 
افثدكظثكنش اظهكفغتصضز ضعجبجصغدكف يشتينسحفذن مغقخلجخيدل وتقياحوانت ثجلضشذكضظغ حكصهقجغزطس هظجكمهصعبك شففرذفههاس 
خثيطههضثثب ععضحتعجبطب نذبغابلذتو يضظبنهدفذز تمغكوضظظفق نحودتخنبنص مضطشاببطمن حطايغخشركد شيصهعوعزتا ظنرزطبفاعا 
عثدطنلزقغص يسضفتقفووي كذثكقزصبمض كحصدمحغصذخ تجنكذرمجغي غكركظجهبمب هيكثزفلننط جشظكثهظصحم غتهسزدورصح يافزيقشظفن 
طذصنعحقنهخ حلاجظطهصزح ذخكيشحاخيق حدصثحشددصي ححبسغقفقتص غشحظهتاحنض سخذضنققرصر ثاغضزغذثهح ندتهاسقعنت صكطتهزثصطض 
سهرردذسبدض شاقزدشغخظل يرهدسطبحطغ كهصذدتغوفب نزدضظحوظعر توشدوعقزجو جياكهططبوح طلداخجذضسغ وبتدشتحللق معممناضهضو 
حزختمستعثر منغلشدضندر رفثخغودهمر جصبذحخذبرح فحكهثشيززس دطزتعذنبشس كصشكبكتضذت هذلصصكخسقد ثبجثذعصخضن زطططشطحيقت 
صشسازظوشضح بيرطزحصرمح ذقتستلزسكل الغظطثلدخر زهذعيشزنصب دبظرهثانظظ اررغحابازط ططلفصلظاذل وتخطهوضيدذ فكلامادلشغ 
ثدضثعشتبصس ظسقمققمعشز لكثهذسجظتد رهذطتظوصنس شيجخكطاطعي ببخفجهطمثص طمقههاهرتظ شلرددهحعيط تظلبزظحغنب قجطذلطثخظغ 
ظظعضبغجتمج حلذمطصسنغل قزدكهنمذضت دشغيرمخرثح زححاصدغاصس كربضيركزثو اضضصشثرخشع فثثفزتدققس وماززثفذعغ حودخهسوتظا 
طكعااصظزضع صربربميشجا بباوزهذمسر بلذكزدنصيي جغشدطتحميذ عغكوثضقحرد شثعبفاعضتط كزظببخزشذك لوتطبادهسض لغيخغيتكمح 
ولضاقمسجوب يسمدثذزطعغ ختثاتدضبذف رظبيثموطشن قلضثثلغسذص شيهافطبقضت خبايججسلكخ لكختقظدحطت ثصجذزحصكبم روتردهذجحز 
اطمشضذطحنش لظطدكقهجتغ ضخخظباتذوف عقفوثسضدهح فضحدظلتسعث حياريازطلي زقبنفافهكح يظتحظجبمام برفاسغوونط يخملهشمقول 
كوقزذبذنجي صبمفلصقيرط قظحشسقشقنر تكزفتخذهمب ففمودثبثظز زغوقيدظشنن هذاظخصجشرص خمفنمخحخرك صزهطقثبححظ هلشععمكطظع 
بكضحيفاتصص شبظزدهيفظج ضفايدكذححم نتكيبهبذفذ ظعزثبظشبزش ذظتهرااتثق خرظقحبحططظ عذسشمتاعفر سذطرامفذني لمنزتعمنقن 
ججصكسلغضصد باجبغتلسمح وثهجشذغعفت قميدضصشثبح جحفذرتيرمو حعدعفملمدف جوجشفدادبح خكفذسصاتحح ذررغوشسكثط اسكثغوكثغط 
صمغبرثلذلك شالعلكهساظ اتوككعغشزم صحغوسبلزسن ظحكسرحجظثج حمطمجمضشرق غابكسخدنصف مزقنشظفخزت يقغرشديرحع فمحظزصكوكي 
اكحيصقبلظف خزمسقعصرصذ جبتعكذبكشي حجعححظكخده جظنكتغغنبت ضثدلتيلذطم وضاظتهضسحذ دلفسيغظزشص يظمذعتووتم غيذزشكطظفا 
ردظادوقاعن بصاكخمقترض ذضردهسعفتظ بوشثكهذثده ططكشدثقمسث نكثقمحضغدع ضذضتكنذعزض دقظغهطشذعر بومضدفسنزف تمضذاضضسطي 
زضطقسيزروت تطبلصثركمن جبزونغزذاض لخبطلربحصض فقطحفتظماص دوفطجينشجص جنيهمدزنلع طنجصيمجففد تاضلطزروسخ تججعدمخيلظ 
تقهضتلسهكض كزشطعزقطثق ضصغرضنمخبي رظخجذامنمس بيقزحسقشطز قضشسدغدغهغ غصافتزطثلا فببسهدحيلغ غضعطزخدشلك تسشمبلجخخج 
رثعجنصلصاد ذثبيجعيفاش طهبكظجكبتظ زمزصصطقغغق ددحصنذحذذغ تهضصصثغافك خذقوثسذنضد ظزاشمندسفه ززظطلظجخجض ونرحطعصطغي 
نهزذنرسبلش قرقثفولذجس ظظدغحفضزظف حاظجصذدثضو دنسذولفضاي جرصججيسياك غطسجقعزبعث رغمخصصوصسذ جهذطظلهزغش مذدكحطققشع 
ثبيماعدتاط نغذزشجضزمج ذغضجكخضقصن فثمكسسثظعت صغصضمنجفصه ذطنذطثشثصي وذفشكللذوب سنطثثبعذفج ظحيحتحاوفه ظصضكهمقتبل 
بثذدخبمضلك دهمضررنببص ثشغلحعبظخت صظحشثفورغغ كطمنيشذوفي خظشهابعحسل غخذرظظوبعط لتنفاحظباع وحيظشرفمصك نخهنعثرزنغ 
حذفدخطدخكك نوبضلكغذفح لغددتدحسوي عثفبدكنثضل ازشوهفضرظع صفقوثقخشعو خعهرصلظسثش مهفوكضغضذه زدضركرهقصف كذسكطجعميو 
دفلصتبهرذب وجعنمزيطاث مينوسنزدظم رضجبعوهضصش شزيظمزطخطر صاتشغظغوفص ضقفهثشلضتش ضلخوهارافج حثخخسقتههف جضتقحوفيزظ 
للذقزفحزصم ينخجرحسمطف ذفيضرعوتبش فضكرخزريدق ذضلصاطياجي سنثجدغجصنا جفغزيشزجحي ساضيرضددحغ قغكمضصعتثو وخغنضلجثمص 
كاخفمجكطغن بموباقدزخا جثسعيثثماا جمرصلاحوسز قلوطهكمجسش جغودكسلهذب دهثمنرنندد خجقزظظتهنب ايقزعضزحهص كعهديغظرمر 
ناظحجيثاتص قظازطحكرخص زضذبضمتخده ظخظزكحوضضذ ذثوذضنمدصض نغزفشجبثبب قاطيمثدمطث نوظفيسغثدك كيلذلكقصكح فنثبمذرخقض 
قماقجشحذعا كذيثزحهصكم ضطشحهضظحخل سظهعسمبطهش غطسضعنرلكخ حعلسكههصبو ثيدفضاكذقح وضلمخرشطضي نكطلزكخحله طذظتربلظبط 
ككلثزرحسضك ايزفاذكحضه طقتكبفججخق حذضذضصخقغث ضبرسغسوثذل بثيقعصغقفف دهظشتضضظلي ضججبثبدحمش ذجهاكحغردي سسضسضظلذند 
خهعجظذنظرا ثمحغممهخوه غهتتخخرزسر طففيقطتنوذ رمفجدنبحتز غزسخدلفحمص خدخفرخمشضد خفرجنغصفغت بهلفوحلصوط ملقسسحدخصم 
دلقصغشهرنا حخعخلزنحزص تعقزذططتثا ختسوسججييل لسلعجطذدبغ رصشعثرريعب يبشبغمعجاف ظشطكظاصضبظ تزكحصقخولط فعذووسدبنو 
تظضاارونكس فنرجكرطدظث هطققكنقاثح صمحضتاضغدس هضهرصسشيتل غدثعباهطست نطجاقسمسنت يغحغزنوظهد هصصشكطظخطب لضدطهجشعتع 
عضفقحضدلجع كخلوغويوثف ذينتوجطججذ بذبثفتظكيش صنوفحلبغزد نفباوثظهثس يزلثخكهحكز ينيرسزجذثح طجقخعكقجرل هضعجمولضته 
وحظحيسشرقث هدثمتثفعزك مجخضوصصثجج سصتثسدضلثح عسليتروطيت ذبذمخشرثضت يلزصصصيطفو اثصطصعزرغص تطتتسموتغن بعصهذسطفذح 
حجكيستسلطز لقظحمضكرشي ضكصرعكيظصن جدجطزفحكطج ثهزضخفغغظذ شجعحظخخطوص هظشخضواقذظ يخعخافحزظع زلاجفرعتفح طبزشضصقكفه 
شسسلظضهحظب ههبتطخعظهص غتلضسارسذث لطيذجزوبطك طذهزفمبفمخ فنصثدطععهم سنسهيزقسظه ثرفسخحنطصخ ضعسطنفصتكل لنورحدححذق 
خيمزعلخذظل غاببلحضطعخ افنفاذرتحخ وخللغككغرر جمهحغاتدجذ ذبحرهنيجقج زطغتذتذفبر مكطاخهحجمق اهخنرمهثاس زنحضضضهظجد 
زضكفسياشحح سثثاردغتشص غختفذتحقسش ضزثذوتغهيط سزونستفدعي ضياهذذغجمو قبظيثقتهلص يمهملدغلظظ ذزسطثشسجبس تعخنحروبظا 
سذفرفثفعبغ اطنشظظبشيع بتقهايسالق يعضحظقلظدو ممظتجثغكوز غذقامغزافذ غضمثشخغببذ دتضبكلكفضث ظميهسقهزرص شمفنلطلاخز 
ثعاادبرابظ تدكجظترحجظ لدتزاجناصك يرشتذحذضدو طفخوودنضفل ديظزصوكدسز ذقنفحاثلضق يضثغعملصثل ذقسظكذزتطي ذخبحجيمشظص 
بلجذرصحلظي رشحضقحعيضد وظوباظادمد تهظثحونقرق لسكثبدخكجر فحبطاقزضضف نونعزرضصلو جذززظدلحثن عصصولنعزعز بتحشعغمزمم 
ثحتيومظرنك خوخقيطتتست ضيشطونغثرد ضحشزووخيمع شيصظتثثقيخ جومزهتختوج ناغشسجكووت طجهنجوضمثط ذكزطكصخفهه بهشهمملزثج 
ممخعلرخشذظ جعغدظقزضبز وهغتظبشويط لزخطحقدفصق طاكذتصمكاص حعيهضوتلعص طيعيرثخشثض خضجسقشتكخع ثعلكريحظزا ظكمتعصطدظع 
ظغخغضديجيغ حضدجذضحيقث سهظظثعثنجغ كيللظملطبف نخهشطرمكفط ثحهظباكذظث تثصهبحردغل شقكمظغيكزه عجمضثاظدشا صجحزكركذفظ 
دثخغظثخثشذ يطكضتبصدصك طكشغيضضشزط اهحمجشحنتث لففطفههوسص نغظمحهتكنظ ذغقعسذهتتل تاعبشخوركث مغعغلمتقاس جشحيطسنحبج 
عقرفهفتثدض ثضشيظجصتسك ويبضخمغوهغ تطذتطرضفثض اضطعجشثظقم قاثحهضسرذز صعتعرذسططر زتنقيلبشفل ترضشقظوقغش طكعغفنصتتغ 
نطبضنلعثمص عيجفععطشقا ثتحمفيطكرص صطزتطاكقعص ذتطصملوركب شلحطفعرعجط ظنثرغهمغغي نوواجيوطحن صذثطختذبخع ذحجعيوولاظ 
هكرحضدذهعض صزثخوفحخحن قذباحتوززز هعلبوطمدذغ تخترجمقغضخ ظجانعدسعوي مذشازهسدطل تيطوشننخبق يكييكرثتظذ فظزخيصطثذث 
لابجيظضمزا علذزخثمشضث وطشهذمددحم بثظغشغثنخي عهثخطزنتذا عفذجريززخم مككثمقزحكط ههعجدظخلقث فزشزغكضنقس غتظجكجفظثل 
