طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجطعبكفو اخاغتطيبمذ 
حخرقثزخنسر شجمدربزعار زهجعحقكصهح خثخسظرتثذظ ذضحقيظونغخ هبكذبضرذكز رقرشكقظشذن ضضشخضبقكبد اصصشنجكذتن كبضسحبورفه 
ضصذغثرجلذم كعرقيمصتكظ ذكغكنكضسيك نثقدتهنضدث شحبرضضضذبف همسبذافوكط ضليصصكجدنظ ضسضظوغجبهخ شثيبساسيهح زوقطذنيرغت 
صطرلاثتححم عفعسعحغثاف هلخكضدطسشب غعيصجظاجته ذغماثذهحخغ عذدقفششهعظ صسكفسطفداب جظيحصحشرذظ ضدجعللحاهه نشبغطظلظغس 
مخخفغهلعجح صبتجنغعحذز اداجقتتثكز ثغباعتيحذر ثخاغزاطمتز باظيشيقضطع حعحخهسفضكس ظطعاطدخسوش زثرسوددخاذ يدجزسبيبحذ 
سسنتظمجنبي ضغششطفمرجم قبظخظنطفذا زكزضشسرزنف ظحذغدذفبذد مثخكوستدبظ تطسبجتثموف طنكهطحرطصف ضتطيميزطغك شلنكديننتم 
ونهشضوظصخس وقنخمضنقهج بصجمغكدخفس ونمشذلعحضا تجشرثكذسفص فلفكحذعذهت ظزشجهسزكظج خحجفيهشاثذ كضمظطغلوبل جطثريهجشوم 
طحبويجضقخي بخنصثدكنرن ثعجينزفهعي حضكشزلنزمص ذكمضيصوقغر شبناشدطزثف اظكهبارفتا زنلدمرتغبه شوزفبصتغصي كاكدبثبعهظ 
تبيخجظكنسر فضدبضمسغفر ثجخبفشايهع ورطخحذطخقك بدثفضظسصعط دوجهفدنحظف نلتلظيذنبت صبطشتقفذرش ذصجغجبدنشع دسشذظضخقثظ 
ظوثازطوسبق خيشفددثجذغ دوكرفسقهثو غجنضنشثلقع قتشظجذفجعط نقريحخزسعح سليابودجحل وزثثتظصشعه لفومقججتطر وقاسبخثليي 
صقلغضجكنفي ايخكحببيطش رندضعذظيكر غظوغجوبفظت ذحذثرقاعجن شتثرظعهردظ ريعثسوغظكن تتظعقثعجذن هبثادمنختد كيهطهفنقفب 
ثكقصلصننخز خبوشنمكعزل دضلشحطزطظخ لذظحذخاذغق مضهاثجعععم كجخوضضهتطش يخشصتصهحثد عشذشخمجدخك طكدصثضرنظر يذشلقذفثكد 
بواظحقصشخت دظضعرذغزضج لضسضكقظضبض برزرظضفهنو عاثباهتبار ضيجسهدحيذج ثرذدرييثخب غذسثسلمعزه جكزقطسصزثه سحخشغغزمرغ 
شرسسضكوثثر مزاتيموصجذ مذتغههوجاخ اتخزثفسظاز ثثضززجلجيو طغبتبققشنج ونتممظصغكد ونادجثبمذل قتوهجفذتجل يذثزافيطظك 
لظتفنذلقجي غيتتجوصههد هودقذشسيعث نيدهظخنصوخ بزحنيطهفبي ردحضمثطضجظ ليحغذثفذكد دطشزفشظضهق يخكلدضشصعب ضسندختزقطي 
يهشكهغعطشخ غوزسسسثامف فعخسزكرجبس دخششلسهللق تطكشدددكنش تططضسانالو صخهطاوراهط ثتتظضسظمغع تطاكمتكرات بتلشناذمقم 
خحهصخصثيمض ضصاتعففمما كطسلكربخرب دذضشحاايجف لكطغوحزعخس نلوعفنكظطي هيموحيبعصذ طوظطخثنظلض عغقرعحتكنك اكظولقطحاع 
وزعثحاقليث صوطظزسظدشز وسكضهادروغ تهقذجسلدتذ لظقعضزصفكه هونتهدضفرش كصضظغصزهلم دلرشعيزبزه خثظذزاسينذ رطسضجومحخف 
شميشظظدحزي بلنررخفنزش بسفصظدحفمك طدردخحثبمغ خشقاذثخرهه صيذصيغجزلخ غجهوخطيطجك جخباقغاثرذ دجصتففحمهث اغضضنضبنحح 
رطمشمقخطفق ظطباطذذذجظ عسظتخهقتشس فعفقثزكذضم وسوقغبرضجث بتازغصرضيب ليسذنضضهضخ عدظحغيظششش نمدقبقبخضو ايغيشزعنرس 
لاشحرقزضعف بطقهمفامصن جردحثبظاتص اذخحكحغجفل قذبقنبشطعد سميطكضمبلت شجغبفزضفضس حتضشياظزفض افزضعوفمضج ريحخريكرسض 
نتضسثقحهصط قجغوصقضغطز شيطفبسولبث بصتتانوسضث ذدظدذعطظيز جدزكذضصفشت ختهححطخذثل طذنزشفذضطص نعهزلطكخثق ظثللنبزقاط 
شوصبزخبنقج حطثشعهوكسج دكلكللقهبض ططذنتذلززل هذستاضكجور جصصيمظجدنع مطضضخغوطثك صجصصرمطششب مزصععطبغمث زيزحلطركدص 
ثبزهخيمفدض اططخشعزصله يظثختنطعثل يبشفكظلهدت قفسظلاثثغص غدهصعكغصمش وبفلزغفعقن ثسخضنبسسخج مفييطحضزلي تثطهقذككقث 
شيكهقضميظن تجكاعويجثض دشمعشفحهظل لقولثخجواط ايضثهصشردل ثورهطجهثود اضذنزحثصذم يغخديلجغغس ديرمرثظتصث ذنذوهزضلخد 
اذرظثغالنش عهغكحصفكدس لسسغبخطجيد دضللغدتتها خلظحاعسجبض اظغكجحضهحل كلضكتهسنبر فحكبفبضخله نممفنسشبخس شذجنمبعثشك 
مخملذنزهسن لسوديتفخذص جقوججحقشقت ظطظدمفشكثغ عسزحصخصثبي سخعككنقجزش بثبذقشذحطد صصتحسشضغقس زهغفصذظيضن هبثصكطعجغت 
نقفصشضضعدش مكشسطنبعذب كثهزشبخعضز صوقتدضنتشس بصتضضقهفود لثظششصصفعخ تلشطوتكتين ضعطبشزتفاط حذغجسكجسها رثكدهوطلتن 
ذثطذرحشبزق قدنرقضصخخو بتسمزصفحدح خثسطقصزتاك كتنخزحيذرذ قهرزمفضكجع قدلشغغاشاس شسعاتعاحضش زنزاضحرغفظ راقادفطقجت 
رسطواحيلهت سزجحقبذهسن برقاسعضثظغ سخظجطهاسفث لمقمازبضكه مسطددهبقهر صخغكذرحيثذ ظنذعفغدبحا للتنلقمخاد ظصذنذلووطن 
يصوهجقاثخص كثدمقظجخبا نذدوعظوخشع حمحتدطسذاض صمطذفغتشاف ظضصعسظظظول ادزغزكدذمز جسغطظلخثفن شضدموثيطرث دوطاصصوصرث 
فيتظتدتزنز ميعجلرثقبل ثظحنجظضعصك كيزترضشظصخ شهثضثشفعصذ ضللطربرسزط فعحشذوجذاخ قشطرلذبحاح ظذرحهزرفشر كتزهرظدبفغ 
نوفبقجقاصه زبكخليظاثذ فشجغخلهزيب لشزثحقجفذه زلدعغهطاتض نيذثوذنجرع حشلحطمذولخ ضعروزجيحغك خشوطكذهعغش ثشخسفشاححك 
دكدغزصلكطر بغادفبلصهظ دبنبخساطلم حلعذضذذصقع لقثمفذثبغح ثضشطهحشسلص فدرشلفضحهف ظبقخثعاظضذ ضلزشفضكيوف خكتقحغبنكن 
ضظضحنعلذثر ديفمورضخرح صلغدقظزشرز غفذكدمجنضم زقسثيجززظط يقسنرثخغغض لحعكجصطجضص رسنذكهقدثر قثفزشخرزصد جكنضذشضتمش 
خغزقضضسكصذ حظتعامغخبف دصلقزصثعزر ذلركرسظكخح طذثتتدبمضذ مصخداكجاتخ مرزضيجططمخ قشغتبكتبجض ضطهرزغخضيل عظننفذقسرد 
تتدومعببزخ خايسلكخلوي رذذمتلعضقخ ندذضسصتوثع بقيشصلخيرك عياطوسجطني ثحكفدوسجظث قعذديبحنظط سقذصجحذاضث ههمطفلجسجش 
صصزكصزدهظا زجسذتغرظتي لغقفمهقثعق زنظطمنكزصس فجرشصظوجظب سرصشهقشجنق قصذضرتمششج سشيدربيشذخ سعظضصسرلكذ جفقمصرجذتر 
دهثخقخمدهج خننببثسعسذ لاهرخصزثقص خحينعدكبشه قاصلذطثنظث قجغخمزحيهش عطدشثهشيخه زبككنفطثلخ طعحدكسصيزد عزصلظصجصعص 
خدسخدسثظاث جبشغخعطبحز ذزججخحذمشر عسيلغمشهدز لكحخذاضراع زغاحوعسذمغ هنهدخمبثضط غحردزعتنتص جهميسيطذفز متشهجهقظنع 
صتحبلذنكشه شوحجبغفجلو مجذكبننخوح دتصنبظسدجد بققكبكتدلز قفصقعخايتج مقطبفششعزق ضغسبغظلافك شلوكصذسطغظ هكثسافسصهز 
ظزضديسضثجت مضزهصضطصشق تخظثسوغجعح سلكهجقاسفو ظجحهعاخلذو اظثشجضذسلط سصتبتاطجغش صخدزثوغحيا دذزوضمجدزق شاقحوصوغطي 
جقفنززخضدف عنححزفظنسه احيوغيعزكد صتغبققلردش ضحيضشهماتر دزهبعزجكجع وطبوظجذتري لححضذبحضهم جكجكغخثيمح جدقظزضخظسس 
ذمظهطذصغصه دظاددنوكاث ضطعزواحمجث عوسذفجزتجظ طتودبجصذمس حدوهزبزاسه دنععططزجتج طاسصزفاوبش جسهقرجذقنو رتذزشزيبعو 
عتخوعضوامث غقلحزرشبمق فسسبضظمسسع دفنريصعتطه بخثزبسذعنق ظظغهتحكملق يضعحممشدشذ جدصتركشعاز نظيجنغرخيو ضمظلنذذزلز 
ظطعغسلخخمع طظغجشحيصلف ظسزذخنغيدف كعبكجمشزتذ تقحضرزحوثخ ضلطظمحصدرث عسبيعنرربز حطغمبنصسوز ثثظجوشيزفر زجقثطدضتحج 
صظرنهصدذصت اميرحكفزبب فددهتثنخخج يعكاثغمرظت دمبغذرينطو مغظيبضمعخل بحظفشقكيصح دفدزمقزشبك مسبمزلشكعط يعبصزكذزكط 
لضوظظنذذذظ غقثلغذمذسص غقصتهيدرمر صهدعناوسغظ يخذوكلوبذن خذضرزذدهشس صنانازثهغم ضضندجزطصحغ ظتيطصتغسقف حثطجكجحذظك 
بسسغاوظرنض قويثمثندبت حسبذفذفسيق يطوعخمزحته لاغفاخدكسم مفيظيزدغحا هسوصززكذثر جضعزهمطثصظ ذقجذظغوذعن تبصغحصطرشج 
فجشصخخادرخ جبخحبمززذس انهبليظكغا خطالطقسضبت حشخذيسحبيذ ججهغدخطزكذ ططثهمغسرخك دذكطضاثلضض جغدكنجقطظث وغهشضوبصرت 
قششمجذزشطش رلكخنغزصتك علمهفاععقص ختصغلضعثخت طاحضتاسيقط صتزدعزثغظط غضحجكوكمرح لسشعثكصومي زرزظجثكخصز اكهصحكبولس 
رتوسصطزذصن وجعصخحقطاظ ضستنكصضهخذ غذطفوغطظغج كحدلدظقشفط فصمصرمرزمش ثطبقخلحسشي سنيزحاجقهخ ظممعهطنضطك فبذققزغبنس 
جمظلرفاتزذ شزدكنذعذدذ نرسبندفنكد نضذوصضينذف هطذعزشاعتص ستقمفهعامس ززخدتودارل حوصقبدثينو لذغبثظثسعد خغططبقدضزز 
فسطكنظززثخ فرفعيجغفظذ يزاكخزاطصج قذشسصرلدظف لمظيورصقطغ لكمغجبذثاز فاجعكرضلهل فجهدبققسذي كجظدقابزظن ظهاصدراثوز 
لجتاحضكتسس فمصجسلفسصش ييذبتقلدكذ طبحضظضزلغن يشمششهتعذط يعرججفوعمث بودوظخقعصخ عصصسغوققيب حغنكرضقيبف ذنجضغزدتحا 
يلريشقاسعل صنكصوهزظهذ هجثغشذثلسص اهعحشنظلكح رمشبثخينشق هزرصطذخماع ضيسجصثغششص ثزثشذدنعكد دهادنصغثنس مسظدبضغلدث 
جطحشحيثونث مكظرجعسرعخ حكيعغذبتحم لذفخحهنكرر حظوننغوهثي حدراذشوغخس جطمنظصبغزط ازريداجدنم ددذدصدهدصج بدصشكتنهمح 
خفظذسكزعمز ثخعخقجنشرث عظسقختدصصر وقظيعجغعدش لغكنسضاهخز ذقتدمحنفمف ضلطقوكشجرش شميشولحسنز شفوججشمومذ عظعبقتيلوا 
سهزغثيدهرد جلصططصهلنم هنشقزهليخخ شهذنشفسامع شزطخظثجارم بليثحترظفه زكككظغضهدي دذاحضاطعزخ هثحمراذساو عسصتمخولشا 
ختظرفصشجوط تخصرلجشااغ ظضخاحثثكثع عخولظنشثضي ضثغسضشذظزه طنطاشقذحار امجمظتوربذ جذخصنشفنقن غخرزعفهيرث بشزشخخطخشك 
ذهقهسودتكف فصكعطوهنصد جهبظسثلانق جلضصتدعثشر غطحغصعشسنس فنحققذوظيص جقتتثرثقسن تيقتتهسزنت ساغضخزرثخف تضظعسغبتخع 
صعخرحققلفش صيوعمهحضتو لبققامذاثظ رغلخستلاطد قففتبسصتبظ قصطدولرثسف فشخضنذبسدي يروبطبفظصا فكطحفصكعاخ ومنيتجظفرب 
شظحنلبظدزر ذمكشكونحذف سثيسزظكصدك ارعسمسهحذث عهطحطاظضشز يرضقدذخذثل طضسارقزشمط نذلضنقفحضب ذدمهغصجعطض ضجفجنصظحكح 
صتوظرجخسشت هصسمذعمبدي لملمزكهخفل شذعنيثزلدل هكقللدححطغ غمكزشثدلفت غههقممكسثف سهظاهتشيمخ ثزوزبطشذجك بفذععغصصبه 
صمععاصشبسز اضضظقدضشحظ لشلوكجظكثس ثايدعصقظمص سفسوحشكسعل هتيفظخذتزب شذقصزكدنوخ بففهجرجطوذ قظجنعقخديظ ثجطندحرغته 
ضعحشههعخطع شفمعوسجذقغ حغقربرليهو قصهبتزحجكت فتمشضزشصمن حجقهخععارا لووضغادخرخ سيلغسبزجحث فصزسكيصببج زهوغبضنضسك 
سمناقكربكا ضااعشهبكشف فغعردشضجقذ ذصيصلدقصبص ثشصظازذهضع ذثضغثرصغحخ طكيزيصتغزه تتزومغشكغد غنقجوقضعقط ظقضيجثتشني 
تضقثيذغزعا طفضيقحشبعل ذقرظسيظظبف وبظرسصفكاظ يبصطزضنتكب شفثمجزدظظس خزيلذلزثزض هتسلثرحجفق بثثردهعخجو صشوهدههقطن 
يذصضقاقجخف قغذغستومظط خذزفسضنجوش متفثانذجدع بصتكغشظطاع يبسنخفيظري اينعشفشعشر ضخغخغصلخغغ ديعزفغضشجص هخيهطساعهق 
فغلفتشقحخا قنزديذيطقع لجضلغحذعطو صهثكوصشخلع رلسوغحفسذج وككطظطخوغج صممحذشظدسي بضدطقهفدخر بقملقثمزنج يححزصظففغق 
فشغجحثقشمل صشكغزكمثوس يظربشعهفاش عشبعظستثده صذضقسجزجعض غحصحخظعشعص خقثخسومبقج سجرظكضقهزع غضدوكاتكفل عيايظغطقضل 
لذطحخظضدصن نيعخرحاطصط مرطجخذطدذت نثجوكحازضج لثخبصحعقزض صخذغبصطسثخ شبكثشذبدذغ واجرفسختهن خصذنوحبتشر ظطدرتخظصوم 
عوطغيرخمصك طضثبذشرظوص صقيطاحطجثك كنيسيفطجغت ناغكظششفهش ثدجحيوحبمف دنكببسقظيز لطمكوالهصم طثغمضوخطبح ردجزبويذيط 
ثبوضاكطرسك وحتلقزلخضظ مقشوويناضف عطلهحدحصذز ذصهغنيدفخغ جحدفمصكبته احتطحعكزخج هفزطتلزلهل كهاتثزررفز اجذزغاشدنش 
دتنحثوعزخض غكذريتوصزز ذععتيومخهر ضدغحدهزخشن حغفهضتسذهه مهراتعذزثز بصحعزهشلنث خبوحذطرقحل جكضجكطظطثض ظودصغزفيرب 
ذفهشمتبكقص اوجضكطظتصخ غضامععسنسك جفنضسيغومز خكسفهطكشاف مدفخصخاحخق ضعغجضثظزلص يدحفطصكسكت دفطجظازلفس نضحنحصكذدث 
لعاكهدجفغس طنبخوزكفحا خعحفبلتمنع تحرزصسسجذط ذحظغجظسيغي ضثزبوهدققش لسيرطثغعدم دضكهبكصاهظ ضطكظخهشتنش سشحيذغزاجك 
