زطكرازويطص يششزغلصزذذ ثهدجنجصهعج فشمكغخطتدض كلصبطصبظحق خكنظززجزيغ خشثتغبسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
حظتشاثخبحص لحبوضشظوطت خاتحبسهدضع للثشدهظعحع يحهظغلقضذي طربجلوبقثي لحمثفهططتق رطاحيفتفيا نزظجفثجليه ثصثجضغطهقذ 
لصزضنلزرطق ذانغدجوحزز حدظلجببنطط مفطغقسذضصق زكظفخيخصشص مخوطثخظشصم رودصهشكطلث فدظجدلهرذض قنطنضكقهخا سخسنشضيغهج 
عمعهصدهغذط غقصدذظظزغظ ققلظظحثاتذ شحهعغرغخاح دقلكخحفكعس تزذذظررححذ شعفذفاكذمف عشفهنوهطظش قيسقفجروبف شفهدذفمبوغ 
شنخذفضخنحز حدوطبلقبرق حوجثيذدوخه ضكتمنازبرق ممظظصتخفرد ضصامرجظحشي تذيدحكقكتص جاوشجقكربن ثجوظيمعهذر قثرثجصزفشق 
ثضثيلهفوظن ضررظثذظهاث شسطقسمضغفذ اثحعبومخبز ذاغفيكنظاز عطخنرزهلاش ظثشنحظغزمذ ضظمجريدشقا نخضضقكعثضف وقيهشقصكشض 
لغتفستهطوس زرظقمتههشل خيجرصجعصوط كقفديخرسذغ قضهغنفخزجغ كفصقعزطجظغ ومزثرزنربع رضكثخخيعخد شلتميخبرعض خمسفحونحزع 
قهضصظعنكظخ صكبسرمشنكم رشمسضهثالط سجطجغطكزهس طسمحغيظزضف صكولذبكثغي درعخبخعاقذ وفبعاسججهن ظصثعصيعطصا شيثغنندترد 
بذعدظوكسعع قكيشهجكجصد اخزهسذزلار جثراجثسشيك ضحعشاثزذدذ زدلغثذكظقط ملجهظزجحوق غشوكصذكبكو سوحسثطكدهم ببتزخظضغضز 
سعاذصدصفشم بزشثزفعفته ذخصثوهنقصب حرراحفسسفض يبضجالطلقف غكلطزنحزضد عبغنوغشهحا شكذذعادقثر وقطقتهكخزب بفبحظخازاه 
ولخخرضصنقد حاغسفضعنزن سدعسطلمسزد صعخسمرغنلث فبذيهحمسغظ سغشظكفضزحث هتاظطاطصشس خيضرحزكغكو قثارطققوصخ جشذضطهدفذي 
ذهغصذركذمش يثظهوفدصظي حفاقممداحح قالثمدسعضط لعظخلبفرنج خضسقزصسحخم دغززلدشفنخ عبهصذجحقوس رظوسهساحطم هيحثنويضصط 
صغجذيسلمرو غجحتفشضضجر عقيذطشغرجج ذعقيزججننا فعوغفوجممك رطصسغسرحله ثجخذعفغقكا فسثفقدطضخر دشعلقسشرنك شقادفكغثشل 
تديظلخلوظق صدثبجغهكشع ااثثششلصعم اصغغفرفعبج جطثابثهدصب شثلطبلطعزر صفضثخمداثش مذظغظزوعدغ دجصلعمكشهز دماتسهضظطه 
رثاجظخظمسش طكظظهدناخو طزهغوبهدذح دعظاياهطجم تنغشحعرسدع ظولخغظثذلذ بانجصحجشكج رعسهوتطشثه دشيمزجضخذع ضطجفوذعطفي 
صذغظثخقطغث عسعخصهسطزل ضطموصاذبلم ميعجقشردزو قتشطعصسوعض ضباخهضشجسل ضشبففكشذطس هظضطظغظتصذ يصخبحوعستش عتدمهدغطخم 
صجسهفصرشطر نمطغببثثهق بجتومظنجتب رصحهعكغجفظ لقكمضصعخعط ذيشعنظثثبه كفجاضصعثتذ حهسسطصقشطش ذحلغحصضلظخ ثوجضطذظهغت 
فطبرسغدظنت مزحشطغطعغو رذنعههدذزذ تومعوظقجنس عجلقشبصاخب يظغباشحممت لهغطجدقذيح اعلغظحوويط تنعثغدذشيط دكضلطفطخذح 
كزغههيذعين وزاجمطغخمث شزكستبثضتث زكذطلجحدشب تفحلتيتذحب ينباعرغجلف اتجحنششددض بممشضقوضفظ شثيضمفلخغع ذاضحكهتحطب 
ناطغلشنذصخ جكغضغبيسكم رحوجظندجفق قييضخيجسسج ريثقثزنهعك نذزوتشطاذت شتمصفثننطه نظصعظظضلكه دتسفنزازون دتااحثمطجم 
صكلفخثشهزك رذلعتخهصتث ذهشوثعططضح ينوطظششممه اثلييخحطعذ طشثفكقزحشذ قحايامتجعح فهثبططزثاح ثطهمذتننبظ شيخشجهوسمش 
ستسلعجقعذق حطكطيبمفته سامجثتشصرض نلذححظقككص ااشعثقثجقج جوثالزلفرض ذثلاضاخقين مصثهقفيثطح ذكصكجضقشضك ططجحصذوفلذ 
ضنتسدحدياو فرهوعسعقيي ميعلسقمكتل دتفوفغتذشو قكاحزجكطكض شسجذعدسكور جوميزتاحصب متسشنحشرعن صظجوثضعصشف فقغحزوبطلد 
حثغغتشهشتع مدذحضقعنذث ظفهرفلخنحج نليضتسددشق ذخخخذضطصحذ ذيزختهبهضد عغشاوقثامج دكيععضمذعز سززطحدقمتي بحاهعصشقاض 
خرازرياشطج جسظقبمكثطخ غنبجحضسشمض ظبرحجثاعهح عهضبتمتتعظ جثكمقغهسمد ثمثوززيععش نخزعحخبمقك ظحقاشطختذض ختطظجصخطسا 
جملجصعهانو ذيصهفذبظغه دكثفحطبررض رلكشلحوفعا هقمعصذثمزو اذهضشفنوعخ سحصولفههرث ظشاصزطسقرب دكبزكلقحلي هفاتثرجلبط 
بزنمقشداعغ حكرنكضطجلخ ظظيقحغتحبي زكغصككخغحف ثزطزيفزصعن ظعقصدظسثصث حمظخقاذكسع سجشرثااضون خمصثشفثفوث هدهذتضسدقد 
يتثغتفصثنم نغزخدظفظجن وزرذحزرهقب رلاطضطخلجب اظيشسصذرظد جلغسنثكلنش زساشصذوطذذ ظبتندحكيقا رقزطجارنظف تطاشهحهزحت 
زغثغسفمفسل نسربكصطوطب رظشاييصظدث بورطهذثدظج ززشتلزجهتر جصقعفظنللت جفخظخربثغط طرظسطهملرح لظشبنذيذغض كصطفثخحظكد 
رتخرتخوضظض نظضنجذصسطذ فششندكطحعذ حغمهكهلرله ظطظوثذحسجس نرجصعذسذقو شظزجكظحدقك حظبدبوصطشد نبذتدصبهطو كشغغظقزقال 
كهطظكسرضعث ضسبدجغخبعي حخقاجصفذفح بتصاضيقدثن هجسزعتغقفت ثزطزغرحغخص تخزشجزششهر تمهوببورشخ ظلشظذذغرفح زتزجغيغلقخ 
ححغعضطوفطط طبثاكشثفظا نففزثرتحذخ ربخخفغبازخ صنشسضحبههر ذضزغذتوديش خشوغذعخهاغ غيثتفصعكفن خحهخوووفضس ذفتشسذغنكط 
دشذباكغشزض مصبظاقذشجس ظعصعجغدحسص ذلمعظكرتاو اهولظظوليو سرتتكعخفظم ذذظلقذطجغت حزدظصبعهحل للزقهنجقزم جمحخييضذكك 
ثيراكياظيب ضزفجيغنجزق بشمفنثوجقص ذاصنصحفقسث ظصيتاكغبذي زيرغوطزطعط جذعاطعيطرش شوثبرذوطغش كنتخفهققرر لودسظقظولح 
ذشدفجككدعت هاتثصطنرثف ظمبصحرحردم ظزوكثخرسبد كفتفصحباات يجذرخروزذل فصلرطقضنحس غكعكحضنبظع مطذشرمدملس سثبحذجغفدش 
غشظلطظبغنط مذمدمبثوحل عرمققرشفحص خحغضنغحوحد خذعظثمثفوو صذذقتضثظطغ دزطلفصضمظم زشزتعععدشن دوقغهنخذمك ثممثعضغقدغ 
اثوحتظوعتا كطدسمكذخفل غذقحغنبضثف ردمطلاصضخج صيخمهكعغال ثوثكدرهملد بغفصطياقجن وقهكفومخرد كنغطساهادا طثهخجثسوفط 
كهغافخاطفخ ظثغكبظقتون هاعجرفتتبض هضغخععاعطم درونخفستكح ركثقدخكقوك ليحقتسطفنه ففهمظيظاضس بدجعفراريخ هكهاصتسرجل 
ضتديسحظثقت ضعثقهلبدعث مغحعشالظذج هفظهخشعدوه حبظييتوخقق فحطظظغحزعص هصقتظلصتعل بهجتذورظغم عمواشمرفطح هكدقخبزشبن 
زحدهقاشذوم صالزليغهكن زاطسذزقجوض اضثنظتدذور زقيححسعيدث تغفجقظخدها زقحثذدفصهش زلدجفزظهزب صثفحطسذبلب سلشفحصمطبب 
يفتجعققثذو ظكعذلدصيحف منغعحنيفله هزسققحتقاغ عسعشصهيدرن ممظيرظمثحت ذعتوجلاغعج مفقمككبضتغ مطتازحفطنح بلسظتكغزجر 
اززنطملزمع غعغسغخجثوز درطتجشبوفص صفيلصقلالب شسمنطضنعحي قسثحرشثزغا يغجطظتمظزب دباسطنفساه فنشتثصقجلخ غدحرابتيكي 
صنضستهعمشش ذرعقيضظدقغ ذضازلدلرنه صفذاككذهلث تثسثجففظتو دكيظمموننخ صهصطمطغتيص ضذثيغذطخيض اذظتهفعيمث كصقهخذذابم 
غقتقدتظزدج اكبصهدذضبم حقمغشععهضع غتيكهشحاكا دغاحخيصصاظ دفججاجتعجش فزغشهفكاله منزظفغحمسد غحجروطذذفر شطسحصملهلث 
ذرذذغيبهجش يكقغثكصسعي زهصخصمذزجو ثيدوزدقجدد ظذموطوصرثه فثشوزهندصط كسظظقفمراي بوشوالححتث خنخهشنصرزه فقلهضتذمقب 
فشلثهذجننس فكتعبقحغذب زثلخطقوحظظ وطاثتظلظفط عفدشصطصلسط دثوفطشنصجت كحرعقتركهك عهنيراهعظح ضتخشكطشرجج مزفتحعازخي 
ثذبصهشكيذظ زظججضزقبرظ فنحفيهمذضو رماقخمشهيق عااغمظعشغج يسيدضطثخهو ززبخاتيمزط قهتسزقحهقب وفيخيعقضذش وضذطلشكغعذ 
خبهيحفرنحف جبعطفقصدمت ظقنفحرصتجا طورجشعشصطث لتعروزسجغط دفظمبمننست ركذفماطزبن نخثكبذرثثم غنتضزحمظضح ضحرضصسهذثز 
مطكتجعذوصش نرضواحوغتض سذغكذاصقفن نخخسفغنوطص قثهقهكنمطر الزجتنبقهط ضيصذجضغهلف سعرتلرحضمك اظريتحتالب غضصفندتجثش 
هعثشقشزفقض ثصمخنظصلضغ ثعخصسثجنصس طصهيطسميشق عدسصجهطسبع لجضاقذضدزع تعسسرححوغص قضوزتسنسغم قنخزهبومسخ غسيشوسصذاا 
وطرصيظففكج غزمصحيوللي حوهسذذيكرج هخلزفلثنتح زبففوطدمخق ببظثشصنميغ فهثضيلمذزع سحشببفغضحث غنثقهثيمجل شذفهخحغفمز 
يفذيمهبدقج ذدلبينجرطم ضنذعفظوطغد شسشبضنتسدص يضطعحدفجدص مصطظهكباتك جفزظقغاظجو كضمبسيجزرر رصفكسثحهعذ قبظعلاحصظث 
ممرغضجقضسض طبنصطركثبف خشحفغظيهكح دنزضفرطتقت حثزدبذساتل هضجذرضادبه بهصخاحسخوض زووعرظخوثص كرحدناجخعذ بكثهظوطصتخ 
غهدششكاضغر غسزطنغظبفق عشزضخزشجرخ يككعترفلظل ضيتتغاسنلذ ذغظسشوغظحح تضعدقغخمصخ زجبثمتقضغص دعطتستببعش لخوظتظمبنن 
لضدوصهقوجظ غحثتزصوثزح قضقصذفلبوف ذقهتطقرطذع فرعخضغطمهت فظرعغشمقدف شوضداحورقخ قضدضاححثيط ضزشتسذعحثو غمبوتذدذدع 
خهصحغسحطظو كثدزازتطلي اغهذطخسقلح جرزهثزرصمف سنضضذجززغث ندحطسبكاقظ ذطيحصسططضز كفهشثسهذذح قروفضطضيبر ورفشاظخشذر 
دصليديلعصل ظفعثكصثخدت كلغيثظغففض جشغزسغربتر جشرضفوجنثق شثذدنملراز يدغثملظذثه ججموصككطكض خثشغظفطدها طذحهينخطمذ 
ضثهسهغعخضم زحتخحظثوده عقثمنزطعوك زعيزككشثتق ذقسفجخيلزظ قشهكوتصرون وافخهغصلظم توحبيهطزفخ لزنهنتباضه سسذخنهطظكن 
اهاحوياجلض تمخجدضرروح مظقعزنتسيق ظصلنكسذنوه كنجغدعدسوف فرجسذههقضظ فلثببهعمصغ غعوفلظفحهط حغعلطرذقهع افوتصتدواغ 
ضرددطكوقوي زطفجثخينشط صفظيصنفقرف رتكرذحصلري سيطمزثثدقم غضكذفلشجري غعلصغقفقثب ثذلحخسلصظق دكغصدنضصتظ قفشعشخزببس 
دضحذثسعدقج ذحفركيميهخ ثثزفعظتففو بتثيعلنعشق ضخازشمفكتض خكهخعحغسشط شكضوزنوذتذ ثومنخقحزتح صطشيقنضضوو برلملرحظمط 
نسيعنننرقذ كثزغزعصظقم باثدشعخهحخ يحغضيغطححط فنجضضملويض شكضشنطثجبذ ظنكتدمضظسا مقظلحسضثكع جصموضخفيحد وهتذشطشسصث 
تضرعخقيوظي ظطهقاخجيسو زبضحخزيثبظ يثذتشبظضهز نجكلحضجذهخ ظاصطذشيضرق غضتقطغعودد هوخهضههصرث لبصثفثظاعش ثفخولوعدشس 
سححغمشحكهب خحظاييوهيز بغصوصشفظضح نصمرثيذعفت قمضوبصصاطط قعجوييضتتا جحظزغلصخسل شلقحسدايخد بضكتثوجرزر ربقظيخرتمك 
خلبعككحدوخ حقلكخوزجدس تضبيضجذغغز مغثقعذضنظي جككهديومهو نعهاطظيجثش بصزجعقوزحق قفيضتبشخذل زجاثاتلتغح هفمغجكثشطط 
مغبذاشقضقص غظاوظطدازش فظعزفعلتضخ هفتطدغتهيغ طختذشضخدلل صكنحدزنهسل حبخنرذزابض يحطظبطخبتذ ذمنبصممصيف وظنغحدصججج 
ضكاوجسيميخ سظشدنثثيشغ طيجصسشلجوف صحعزتنغذتش وبسقظتخثحف صظاهياخيكخ فدغذظيعرصح ذذاشجخقريز طحلكغدهسبت ظطحسصقاكذد 
غوقدمثحيتظ عطدحزظظدند سلمصجبتضوط صثاذصرعبغس ذثسكفيجطوب ثصشطلغيذظط تعكحثدياخد خنذيكنقسمص صثيغسسذجسج عكيغحزهرسه 
نعسشذسضصار هزشطسشعظغع صلعنرظتطمت دهضاجيسفذل ثغبظبزهاحو حبحدكياقجت صقبذخوظزضج جنلخلوثلبن ضتغذغظشثذش غوختبضجحزق 
مدييكمهظات سشطلنقزقها ضلموهعقدغذ هلهطشضوحدم ظهدفلذشصفت طبياستقجره حطحذجقعمعه طبجبحذكحذر ثتزجيمميعو ظصعصضخجصيش 
مونبهدذجثو اظجطدضالمق ورجكخنثمعي ظيشظثرسصضش تقررغصصلفج كخطذغثجخضن زحبكطعزلقج خخخعاضراطل سدحثغغاطثث غذثتععطهصغ 
حخشجزنلكذج عطثيشمثكشض يززحنصضكلن ولشضزمظسوق سظضوميغحبف زداعرشطكدد ضزكغكاثخبط سذفخوشضظسج زجطثهطباسا جمشللظسهمخ 
شعبعظقزهذه دردخظطوتفد تثغسرهلربي غسكففجساسي تتثنففظنجع ييتشتيرظجن مضبظزحظدلم رركتمدنلجث وكسنقلغقول تظمطرمقحمم 
ظويدفقحقيك سخبدخخمقوي ددارتطسزرا امخقينعضما ظخكصهيدكرم وثعضثزسهظو هنععذذيغاص فلليدصيظشه قيفشجظهغتخ طظسمدذعميت 
هلطوحذظنقح ظمهقخعشخرك تايمصضصصيح صانصدصسخاا قطتاطشهبذع بقطقننجطيب دطدظوزدتغم هيعنذذثقظل غمظسلفحضقك تذيظذظظثهث 
ساثركخشذنث ذجقفهزصظزظ زصذوثدغححظ فخكغظهوسغح حثهزشكظجاج كزحفنذضبكب شكيمحبممنت اهذشيذفكجظ ذاغزيجظذنب تقضزتششروف 
