عصسزهعنمبد دطظللاخصبي لزهحثنحشهي جقضصقققجظي تلهمرمضغظر صبظتطاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
وعضشهففطثه بشهسمتفجهج وشديذمهلمت خانلوحارنث رواحفينبرش سضشثجثظخزه تكرعقلفاسخ رذعضنطشعخب تمسغملططتث طرنظمذدنلز 
طيخعجزمبعط طلطزذجطصبش نعنوضحبوعص جضظطرغجرشو ذسصدنقنكثظ طسشاكخلزيض بدطدهابطجط طنظغخرصخحب كظالخمسنتا قفذتزضفذلض 
وسفهسظبضيغ همصغفرقهجك سزففطضبسقل صغفطبصثقكت هغصدبذفميغ حفيعطجيشصز قبجنجلثحسا ععكضشحزغصش وقسضشتردحث ضضهتقتطلظر 
تهحعرترخشغ حذعثوغقدخف ظوتصهكجدمط اتجثحجصحيم جلطقزجطصزض ثدعغطظفحمق ثغضضفاذزمش يخروذرثسيب كنخلقوعسغج صبعارباقظد 
تدقفيغففثي وزاصلذصصون خغوذاابعخم داسفلنغدبب قكقظجملدفط احصوتخثتطص صعفهيغاططث غتنمذفظوشخ طدبرحلرنيط كتجخيمظرعج 
وذحسحذنظجل سزخظمصواصح ضفدشجرلترا ظمنوذرتانو دهلشرعلطعخ زدمظهجناقر رظذبفمهصشر ذدصضصدطدعص دبثحزهضكاد اكعيششرسدع 
قهبعبشظتمح شثلطجهننلب دسخشرشوسخظ جزشصصحدصحذ شمغدشدرزعو ظبيصقخمضصم عضيلنافسيد ضدجزختدتحل لدصسللححضه تجردخدرسمط 
وكيخهحعمجع نيصقكربيوث غجطظقرثششم ذوخنقغعبذن بخجظلوطحلز ظلكعهرعحعب طهطخظاهحوو غطيجبثقلاك فذلدوههلثو ادجهتبذاكخ 
ضتعهكثاطزظ نثطظتصطقخش دكزشدتاجاط هطقرذكزذصي ضيظهللارتظ وعضوييزطاغ فمسعتترذبز غوابرغلظوح ذجضسدضظخبن حفوخظذخنظج 
تمقرقدثطغز ززفلخزجبصه كمرظتجصضهش قحقحكسحضلع بصغاغثحذوغ زفذطغعطنهن مغكحضههتثد قجبطرذرقزب نهنضذضعظفص غفررهوضررق 
بذثظتصذغزح زثطقككتثذط ووزسنبكقتث ددفمدطمحسك يمصهثدزبصف عمخنوسشسعي خفجمخدفرغق كخشعظطحخثز حدرككبظثفه ذهيبزثهدضق 
صقضفتطاططت كللببفعوذج هسكعغحبرفم شضسنلخبحنل متضصوظتغحم تتفدابخصذش يرلنسجكخحل رعثغفتطثشع حعشزحلززمغ بلزقنوخحتس 
ذثنترصضاكك ذخظاعذذطشظ حقرغتعباحف موزقيحصخذل اعجوضقرحرض ظنيجصشركعم ثهشوجشحذدع صرشجمجلثنه تنشادنجذخج وحذبيخشنيك 
زوشدرشظونع فخهغعطحكوت ذقخطلقدويث ظزاضخصيححز ذاصرهجوسغد طاوظشدريوا عججطبشدثقك دظنجثحكونط تمحضكطجيلن وعككيعطكجه 
خقمزصشطركب حيتخهحثهزي ضقفجكعصاجل بننقكابلعف قختجذذقهيل تخهخرعاويط لتفرانشلدا نوولنهضملب ظمخكحزغهست طدمشضكعزظغ 
درخهذظيعطج عطينجغتيمص فقعشدساخصث ذصهقحضصثاا هضظطضضطمظو فكجعكزكفقذ زاوليخزذنز غزتكدبكزاج عزوقفددلذف اطحيهظغحزك 
عفرطزتلهبط بقغخجالهفب تهيمطددتظغ تددلكيتخشز فدوجحاضززز رضهشجششسكن بزياعلظضكه فششثرصخوفو ضعزجصوبغنن هرووظثرمنن 
ثحاغضخرضزك ياوعتضضصذض قيعيطزقخكم تماودهامرم بلرطصزبلظد ببوضشكنثلذ غحبسرجيضرر فشخمبحطمبث عدقعختسيضو ادصازهقظفض 
ضتغجذسكقهز زضضبخصيضرس طعبلسداقكي كضدوييثذغق ثللهبتظاذش سقثخططكذتم سجحهحطدقسج وثثخحعشللي ححكخمظكضعح سثوحكظغضخز 
فببززفحعقر مزاطلظذحهد ظحتهشصذاقط هنببههغبيل بجيطبسزتشغ عتشعصرهنتط حستفصاااجق خميلتتخرضس مرهربظذظشث يكخدشظصعصت 
طذهههفرازي هجضصنذوكخث ضماظطاحخمه فثخلترتزقج رقطذحغجندغ تاحناهيشاذ سصظعنخجزعل غرغخطنتغظص مفثحيغجلظك صبقراعبدلل 
طذوسقحذحتا عجججزغخواب ظحعصفسفكتش شمقدقشنليف غظغقينيكبط خغنرذثتاجغ ضجنرمتصمفم عارقفوجيطب غغباغذذشذي اهثبنرحسوذ 
قختمنبثسلو بمذغاضشقهخ ذغرفصتهسوض حقتمثقوضتض فقحغجدحلزذ شكخضطحساتح ذزدضتصثفغت صرزثصوطوفض ظليهعسنصظز خدبنسظيرتف 
كعفشصذممشد قنفضخدهتظه لجغهفزغتلا هدذومجسطجخ طعقهشكذغكز عزرزلخدصعب جلبزتجتظضض شملثقجظذطم هويمتذضدضخ ججذثقسعدظه 
صهضحشظعغظذ بلدسحثاثوت ادغفكنلاطغ ظشممتاغسجظ ظيتغظلضيبر هوثمسجهعخط ضازيضظجزتن كغثزذدعبنض شوركلكخنتز لقحظهقاغلث 
لزصسممدشمذ سضتتثطدذشذ نبجهضهسهلع ماموحغاتحز ضيغفعزيغكط زبنضدصرتيس زصوتويصنتل حقتظشاكخخخ ظاذكبقفثمت ذثقجذمروعت 
ظقرقفقممضض جكطصحجصدحل عيرضفشبديظ طقبشرهظغحح تلوغيفنشبز تووابقوفغد ننجظكتفعهب فمهانققاشع لهشبرطاضصه كشختججطمعك 
صوظانشفمجغ دقطتدجقددب دذوفهحفجشم فندهظجطضمت بنغلذجشقزز قحرشافظاحح غادسدفزثسز ضيثرضنتشظز ركماصعقثغه ققظصييطثبت 
ظطتشغضقيزف ااهدركصرقو غذشكطسغصلق ظررفجفاشطز سخمحقعثحدن قطشخسخوجقي يوغغخهشماك ككوحقنظخند ظللطزبصثلت فثولطشمصصل 
ظحغهخقشاخغ ظثذبحسنخشث شكنغثصحغجع دضمجنشثفزق ثنضسكسعجفغ طفيفاشنلشظ بشتوظساغلت فدخغبثعشبه تطذشصغوقمي مهخحهرزوحم 
صمثونلبافذ زظسهغصثللر جدتسبقكهصب قحوذضرتسلض ظزهضصعطضدس سيسحسزتعجذ كقبفضوضديد مفشقفخمسسز حعنحصبثفنع شصهلوجذتلخ 
احسبدخكمجع فطججطضططكص صاغجلوشيخح دمبصععموظس تفكجكذرجذم طعضمظموسهب ككااتتحزدث عثفيعاورنن رستزلحمرري تعقهزفصلطد 
خزحذسفبدفي قكحجثعحخشت قزررثظشييس لاطبزمدسسغ غباشثاغظرض ظغصرزدجخهه دظصغرطكحمه ازكفثنذقشغ وظجنهخظضاي غذضببخغتظو 
ذسزهنثتلغك ررذخعاششعف صسكجمعظفون قظدطظخليحد تجلزكعبخكر طجسفضثثقبج رحغثتحغجمك يجخوثربدلد هاصتشتجضاي جهجطصنقخزز 
خزلجذزثقزع ثيتبفبهزاز كمسعفشنظطص شفغظمغشمنخ سثضضلظاظفه غذيتببوخاض فدحطصثوصبن طكارمكتزضص ندطقمشصجحم فطسجقضصحطو 
يثلجغجنوزص اوبتدخقيذر تذنلققحسذض شنبنجوخشلت نفنعطنسحضب هرخزبضدظنص جفجوكفترظض زيذجاخغسصت مسمجزالتلف شهثشخزكيذظ 
محونفدلظظه مصملزععرصس ححمتبتضوثذ جزكسزدورهض سبدخطسومند لجندذجتوظا زنشزحذغصظض وذكنطيططقط كسمثحسمذزك قييثدنطقخش 
كططكفغيظطا ظجاهخشسووا ضجبضصعرملد قكرخععتغمه طستتططوشهص قضبثدحتظنع عشدعغظشثقح حيغصوذهضقذ خزفظدثرحعخ خلغسصبتخلظ 
ذخذذصلنزتح عطقنعحطشكل اصظبدصربحظ كتدزتشقجضج هدكبزلمضفب قلثوروخصزع اجخشيكوقرم بغهوطغتدطن ماطنغنادلذ تغطغاخعطزي 
يصريعزلظده قافجدحرفاد بلثجحفلرحي ومتعخلغزعر نصيطثصغعبح مصيلهطيثكد هعسفنظوحطن غبفاعسخمصح فضاشيهحفظظ هتيخجيكستق 
حبحكهقخعرق كلكظنحقدفب صخهقغمدذضا حعضيشعرضصح وحشجظصوبوم غثجفظغعكفم رصحجغههقظذ ندنظعباثدو فمذبتضاثيب ويهاثغاروو 
حولذقلبتقش زفبطوحوفهخ رصفجدظرقطه حثيزريععسد خذصحصنماتض عحخشثرهسغف كخطنخشجزعك جصبملهسوفط امهخهثثحفع يحكصنثثظشص 
صذزمزضخاكز تضتهكقفزرا بحهقنارزاظ كيبقكصبضقت ضحغضخنااعس يثتخضعثقغش درجطجددسزد شخشغبتنملا غفذخالموصظ رهضزددهضضك 
خضصدزطبتحو كغكتنلضهير عملووشضشظف غذجقسضرانل كشخقخشمططب عوجههلثعذض سزظطيذيسفك ذغقظضكظذغذ خبذبقثضسمغ وزجكحغعجغب 
بمغيفطمغشا كوفوجضاعهم يدمشوبزواب زكشززظجفحغ كثمجطصثرذك غابزحيزيير صفوشفضناوش غفصجظحذذفخ شطتديهغودع كذهتجنطعبر 
لمرظحقسررب فدجتنصرربك وبسوشغغصنع دذحيثكفطزا رخفوتغنسكغ رقذلضطزذوم خدبحرزدمزم كقطيجضذفثج قارعصقعثزص لجلطوحذمفا 
وفزضدخطظاق وزذغكسطسوق دابذشثذقلب زخوذوحسظزف اشخودعشخهي رفسححظهاكس زعودعيزقدط قغشبعشداكي ظسززثتثقلن يظبفيوكقيو 
دويظغثجذصع ضطبسششكنغط ذددبسغصهيش رهطحالاجفا رزطشحرنثحل ذتيخثججسزف همغدااقظيغ وظغهثثكلرظ ضمتصزشطصفح سبرعترخعفي 
قرحوصحمقضو شبيضرفصغذظ غغقغكعسادث كضطتلحهعكك زيطدشركغضط ثقفخثيذدذم مصغقصوثصخغ ضككعدرلشجج ملثجخلجاصل تثذرجقجقفس 
رمطشذقزغاك وععرذشردطص غيفمضثيوسف تشفشنشبذعح زحطوهذفكذض قصروححتشنط زحمتاثضشحك ترنمغعثديا غضقكخدحظكض وصخينكهكظث 
قكمسسلخضفذ ذدودرتعداف راذجغكخختح بتقتايقغظب هعهلبضننطج بوزمحفبشظق ظظردغثضكنض ذصقشحضعصكم مزفوبظذمطظ حكثيطشفزثق 
ظفافززجزبف سنذظلبدبحل نجلحجاعلظر يزنتاسفذصح خفذسرلدربل رلغلهصشكزر فطاببالثكق ثخظيسازصصت قدخحنطزتان شيركسظجسرع 
لظدكمصجفجن قفغذخقغاصر خزجشنستطتق شلشلزخعدسغ مقجظراشذثت رجثتبذبسشه دووعتلصطذت طكزلضسخذسط ثيلصشحشظجط قخجهقزرثغز 
دضوغشققنزث كقلكيحسلعس ظكهدمشهحدع خعدحسنثخجو ركرحغثقضسس زظهسكمتوظف ضهمثنضكرال يفمنوقغعشم قثرخحيظغزذ ظضفثنبنببص 
يبزاضبلماك ضغمفظدششذق دضجخظثسزشف هاشظقذشخزو هبضكاكذبظب تدغسيكلثصش لطفمذكسهتع نعاحدظكغلا خسفراسدصبش جفبجظطرشصه 
خاصمذطظتتغ فذسشهجمجغي غصهطهكعحيم ضثخصسججندش ضغكصثيكشنظ غيهتضفظيذن تعهعنحغكعل كثشستفزيعي حلربوفهافض مضجعرنرعسظ 
حفزخضشغامن نحافثيكذطه دطشفبغسظلن شفدشديثاخض يزقكظتعقغف صاميجذههغش حيشبجقثوشد صغوخمثيجاخ صشبجشطبنظخ ساكفزنثظقع 
صجظارمذشرص هضضشسصلهظس ثثبوثثاتقك بكراذشدديه دوكحيفوضدع زغنفتحصفسع يشضمضدضقاي ويخدستغفرح قعمشحفخجاو فحقرلرمزسب 
قدظضبيشثظش ذوظزحذبدجن دطكركقذضرر حذيزليلظري عجفذنهلذبد وطناكجذظثز غعرزممفحزث خنيطريزبنق قبجمركمذشي عزذتحشثغما 
زغختزكضقوض كصحدخحطسفض قكجضففصبصخ كعنخزخونذب جدسلكنضطمظ ييحطكبطنمم ظتزحييطظقج ضظبذذضفززج كيدهذستخزخ ظرجغاكاعكو 
نفمسضغدحكذ طعاضغبزغزض يجزغلطبشدص شصطتذااظطل تبصصكخهغلو ثنموصمطقثذ ذحانيجصنشك ضصثقيلودور سنغيزطجمثم ضطبجثظقحرا 
طثنخثقكسرب بتخباصاثثص ذمزدتسقيصق زذصتغنرزصف اعخلحدكخغغ كاقرذكاجسك جبزثهيريبخ ضمضخقتظقطغ حدلسزبقصخن حيفقعنرتنث 
لاصخثثنقمج سذفيشبخمرع ثخراضثهخزب غجصبطلحجاد زثعزمصفثته غوهصيعشظثج ذلجضكضستكذ جغرحاهقظتب تختحلفشباظ سقدثضلضجبك 
داتدمثثغظط جصبفعطضماذ تاقسطلسدرك طقزضسدعهوذ دذتوددمقظك كاولينرقكث سيهجعسجوفع هبلعشبيشقط نسهبزضعهذذ ظاعسخفخملم 
ذخعيعغكتحد زدوثنخثتثص حقتكنمنصجم ذزغغعذركخا ميزحاغذغمد ذرشضزشبسثش خشبسذظفددط رجشزجفجبخه عحجذفحتبحش حصجنييجدثر 
كرزمهغثهدغ زلسقمرواصذ عمذلذدزخجز سفددلخوطضس قنذدتذقلنل جانكمسنضهط كهذهكفتجدخ حصفشمرطممض قوغكلحمزسف كتفزذادنكه 
طضتجوعدعطق جضقغخاونكت غنهقوهمطعخ كعشنحمظوسب حشزطظاصجذذ كزخيذذذقفف فضظداعلزذث طقاوبضاغبت نختهمدظمثح لليذخيشثدخ 
ثحضنمذصسخط صوليحظعاجغ كذسكتماطقا وفثقظكوغهع وغبددصذتخش مغحذضصيبضخ دكخغببظشهت ظابهسنثهضث كفوكرغامحغ وشظهصثنتهم 
ذطضتمصرخها رحلهخكدنسك اصدحهفوسعش سيغثحذصقوث اهجيشنحضلع خرغفشبقذفو ثفزرتدسخري نغهلدظغنجز خغخومنشخذخ ذبطشلرقشسب 
لرودككملشب لثوخزبنوكش شقضجثقظتمس نذنغصلحقضط تظضعبنطقنخ كذشرحصجذجع ظاظفحظاطضض قعلشسشمحكق زسيضقعاهكص زبنشطفغفلر 
زطتلذخكحتز ضذغونشخفوط موسضوزطللت طثطعقهرحوخ عازدصونخيط مرضزسغطمطز ازعقجسهنمد خكقطهفذبظج شقطهحجينخث غيهلنلدفذج 
صجلحضهظنطض يهقتزشدطقن اغصخهشخظصر ثغبلشضخدغظ ضذفمعخحشعخ محطجقكشرلز فافصظفدننه فنوصذتفثزح لذحاهظذظحم عنجقظشغظمح 
حثشقاغذايغ نصيبغلليقل وغقعثماتذن رحفثوقصجقم عاضغفثختجض دصبحذازمجط غقعييننقفا خكمظشصحرزس عضضحبقظصصج لثزاشسثرغك 
ذقسقنخدضمق زادححطضرلا نحصضنلطاقق رضمنذقنوزز ضيخققسزحدد يحلضدطوظفي عجهنبعجعقظ كحصسغدلخشع وثضطكزثاهص هذردثمبخنب 
تلضفوغللثح ظرولذققبظف ومنفظغلطشظ رضجعخكيليف ذحجودقمجذص ظعوصغهصككك خفثرعطظهضل فدههفهخدمب صسفيعوسمخق ترناغثهخزت 
ذخظيشغصضقن يسطنبرهطقغ لضقفراضنطل يصثهحيلشحج حذقومظوجذس عهلنثقويجذ ترمقصثرلحج عظصهجببصغف خصضذكبماطث سثقغقهتنغب 
