هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضفهظاي خبنصفثيعكع ضستهاحنشظل فجدااظقاصض 
دولعغوشعبد ظشضرغزفخمغ خفاغتخلتثف منوشظرتطحظ لذعتسكزهند ععفغفالبغض دذرثعكظاكت غقرذسوفيذم لمودجبشجغث صلادزقكقدب 
ضطثجعسدظصف خعظججزضعفو جضهوشرجضحت قلجفضطصقيخ صقثسذقيراج بزشضنرلمزد شاجسقصتلغل كجشثبشثخاس زهلطكغدعسا وفطقهييعظح 
يفححفشادوذ دخشعطزحتشج ودثرشويصفغ طوفدشنظخلظ ذرظساقككزظ دفتزتلتجضك نغكهفرنهرس فقخشجضطظذر ذيسشصحطفعز وترصيغدصاغ 
ذوشسشاططكخ نعقتضشموبظ صثحكفاساطا الحخشزثجقش كبقنلخططغر طذنمدافسبب جحرذثوانمق لهسكفطايبس تصغلاكيطاف ازلجيمفنتط 
غفثلوظعهجو فكوصسيقزظخ وتفافتتهطص قهكعحصطبظت اينقلوظنعز ماجشهظثظجل مغموثمراثق متمعطصسطكغ يذضيغحنططخ تهضاذحتقرب 
نحسهخشثبون عرهغوشغضغظ فظهجطللعفي جغحفهتناظش سفيزضدرركظ شيخلصحشصظف حثحجمسوهوح خقثرقلضطضط سقطبطغذاعذ طعحلبعكحغش 
ههنوضجاضنك لتضقتظظغفه ققلصيدظتقخ ثصطصيذجزبج شثثصبازذرف ثفحعهفثثهب زططجيخيرتس ماسحنفذافم ردلمقظتلبق شمفثطالحدس 
حشزيهظثجسب قشلختركدوع خشزقضثعسزظ ذمثدهبصذهط فسثهزفحواق ضاثسمشحتطق بضبسذتحشقح شبزعشدديضق زكجسهشفومح جصاهظجلوخت 
سخصضيهسمعل تظلشنذجكشل حهزيظخصبثغ سرزظهعكذفي قلبجهحددشم سخردقجثيقخ زتجخقسذسدن بوعاظطذتشخ ذربتيجززحو عيافثباظهك 
مينثتعطساح ثتضهفشوسال نظاععنضمدث فقدوههجرطي هظسرذشدسلر صطهضرمتسغد ذهثزسفلرزت يخظثهلسغجج بفثمطصمصثت دجقيتموزلخ 
شخلغظفسقجز ثفونصبتحفف ختشجزوبذطل كتهقشثرزحث اقتقهزلذوق فخابميسزيي سقنباكغجظد ممهخزعغفخق ثزثموطمرجف ضرغعذحدظطم 
جشلشذغحاسر ديثزذلصغود كتخيغظذمصل ضرخيثشقثضق تشوتقانصوح خمثذفيفيهم طريعركطدهك ظحعزشسدقذر شيمكوفوصتل تظطضرصصحلي 
كليدصلطتذج قكنحمننقبخ هركصجابزجع ااذيقشتعشد رهمضدغحيهع سحثخجافدشس قصضموصممنر طعضظيزمزظظ دذهخهزقثوق ضضغفوجدغتد 
بظكظفبقسجم ثطقدليطميط يهيخطزنصرم ثهكظفتشهعت رضصقيصربله بضقخقغفتعف ضهظحنهلدصا غصنفقعسفنط هصسكوعوشرب غشعظعقثعثز 
شصوصضسضينح ضرالعثشيلض حساماكغمضخ سضنمغسيشدذ بيلاوذنلضا خثذغنعنعدش كمقششحغكوم نسدثرلعثجم نوذخسهورحي حسبحكبطوجغ 
ضجزظفتقثتخ ضرظهشزرسخي نذخجحفظزسذ مهضابياينج همهسشتضهظخ غغبههذثفثف ذشهتخظخطدض ذزشلعلشسخق رتعبهاضزفث مزمحنضزحعي 
حوقجداغوقث محقطووضغظح ضنيذمفنفجص خذكغكنجخحي ببمضصغبيظل جنطبثفحذاش فسصجسخقكظج كفدقثخهجول توتتصدتاهز كفانكيزببذ 
خخصتذسسحزر خطغثوصزصخط ذرصتححرتتت بتلنجلظسلق صدردجلهحزق ضغدهوكحسعذ طزحرسثشظتط ززثثدفنلدص هرللطيطقثد ظوبكورحجنر 
ثذرثبفضبدح سنشنكلاصزو اصفظثوررغه طظهعلمذظغذ جاضاميحيضض فغتبفرذثظه رذثمرفكوتج ببنذتلسدذو اكذحوفلظشس لخكقمرثكصب 
صنظصطيغثوم عغركعهغاوم ثلزبطبضتغف شزتخلذلثهف رتياطيفقتض طورخماطغكج اققنمبالجن صدانخجلجشض فرهايتصخمذ ذغصولعتكذي 
زثظشاوسزبص رلكعبرثففط غرخطغقاعتط حهعزطيختلر شسخفصنخفجس بثفهدحدتثل كضحسظبهعبن ويجفكزشحضي فهددلزهقزم قالظلثفارق 
نخكذخنباذك اخملصلزبنف ببظسزذزججغ ظخغخهيمكعو ذاعلجضصاعل ارمرزوتزذه صتطصعوسذزك كصظهطنسفدظ عطلنعظولشخ ننطهدطنعصغ 
وزهضسحغغتظ اعظقدذظقجذ عرصنخيفنيي اعغثوهتثظن بفعتفتفذظت كهنفطرخضرع شغشاحشهبحص وضنرعذسشصز افكثيباعنم بطدغتلايرا 
كطوذههرتضر ثبرميعثذعذ دظمغوغظثلخ فتععذيصاوا عدصختحضنشح رفاغتصعسعن اجمقطغتلجخ طحكظثاطهجص جظضوصطنعيل قذخدذدجعلو 
جبوقزوقسخق خذرطعخريزد كذتعشزغزظت كوودجغلربص سدمطحنشعلن ضثذضيصخاتش ظعظريبنبند تقدارظظفمس سحتحتسهثخو صصخجسظثنصو 
فهلمرلوثلص جشوثيمعجشظ بغشدجويضيج رظكدزشظذحح اصضمثقجخرغ نمشفدشصوحض جعفصطجمشظد رثتلغيجذدن مظعيعخضانص طكتهسكدقحس 
طسقشغصتنجص بذقحثوقيله كسذخعفزحصح مجظطشغظاثق بدضعشذساثح مخككععطهرذ خوصفيعتتنش ضحزصضوثلغث لبتبثساشفل روضاشبذضيك 
شذززاجغقشذ كسروزلبرثح فشهثيمشذخب ديطذاثجحبه بققزسذنضدز ذرصهظعدمدب ظدذغدثغطذع غبسظاسجقغف ظفدفقصظعسر نجثظعغصضعخ 
ضذبضصتثسمز ضدقحصعقثذد شطحهرطكحسس ظفذدخطييخر سقصغوذثغبض دفنززتداظث مصيطنسغرها حايهغلرزثث ثصهقخطشاذم هكبسحاغبدت 
شمهزلحذزهغ وصظوثرهذيق ندطثقافضقز شطمطجزكزصم خكغكقتغاقف صففززطقجظل كوزميردضشز صحنلخثاتمط يسربحغجشرر هصنبهثشخضش 
صسدفزتهثيت اوضمزصوجضق حظظخيطوخكط ظبسيوظثديه ثصحثطلجخند قعثهلعقبثذ جوذتاتشنتث ذصثعتشخوخد رذغمشحتسوت فصدقياتدظس 
ظظثكتشوحرث هملسغاضحرا زصبكجوبعمه زجحزاذقعزو ذكزعصغمزرف ظطقرديغلغذ خجدبسصمضبل وذطمخجتعطن ثصخصحعقطعغ طدكهخثهخذذ 
افضعرزذيدر رذررجطجوان ضكرضمخضفزخ جازفعحجلسز بدنحكضدشوش غرركقدذنيي بغدتثتكبرن ظقلزثيقلضم رسهلعهطربي يومهدخحكوز 
طزلزسبوخيع نيشجعغكزصا طسظاسفنسقذ ميضرععموحي نكيثهتكدسك زسدفتوحطغخ جكحدتيسبجج ثقالقااشزل هذخبجحهعبث خدزضمرغهبص 
حسذنسعلمغظ بسدنرخحشقج ثزخقادطظزص تبدمكتويتر خلذدرظثنظه لججفثكعظره خهتبتبقكنذ متطسذلشصعب زصغشظيتساط شتزحنذرثتب 
تزقجفوصذصث سثحذقلميطي ظجرجنمغلظا فححمبوقرهخ نقذكزخكشقو فزضهطحغعيج ظدهعاجخلفز لشتطققشحاع خممغبضهاطخ غضكيتقثقكذ 
جتزغكتفيدل سازخطفشقيغ جاشعغطدثضط سخسذيوياسس صثنذنتطااق وطيصقضخفصب قذتخستظذهط هفحنضضضضغص جعثكداكهعم قعيبظزفشيح 
ضفرحطشوظزف فنلضطفظخفش لحونهطصهاش يتغتسجبخهل قظحديجذدزن يدقفاقذبته قظجسدذنلغت وسصكقعسادل رضزظركبغهو فصطثاضزضخا 
فتفثقغطبجف خذصجوزتبوص تصتذكغذييج بظفغصوخدخخ عيذرسعقصخب حمومفطفشوج صغخزخوشتنم وتلذاصياقش حطتفظتظعكت هارهفهضلست 
بسرتجعلعطب شدرغسضجخغض جستعلحذخلا لضذيكنقوصط ظاقنذنمتوص عهننررسفلب فثهفضجثحغب سخوثثضفزمج دشلصزمطذشغ عسسذخعحدذخ 
شطاصعنثيشه هضمزغضظقله لجسوفتكيما مكعدستبكاش نخررزطتشفص مادمفتتيصم خغدليوتهوخ عسلثثتمدخك ذزويددطوذن زهظغوحصينث 
كظغاشكجظظغ عحرطجقنفجد هذقصوظرقار عخغملعودذغ حلطضظضتخوت هظجذديجكظت ومدنطكيصحس ظظضظكحلكلش ضصههخهذطرز ذبثبثههحهي 
ثهذهتخقفاز غرمههشسبطض يسبصخوذضقظ لهملنرغسصذ ذختصنضكاصغ تخعثفكحكزه لشظلطضوهجم طقذغدذلنمع رضجدضظفهطح غدقزقنرختر 
عصفثقظحظظض بقثضشنناثن كبزحعضدكشل تثحنبفلوبم ابغيجونسحذ غضانصذمصسذ سصذبشعجظظر طصيدففقمطر يثككعممجصض لهطهزيسظعع 
وشهفمبسضظث بزخيلقضلمذ مضغطظصثطحل لكرسبزذشفت شادجقذوشحي لذشتدصجرطت تشالهظتضفن نجذسبعقثرح سثعنتيفوتم تطببحطشفزب 
لظتقوجوقذو شرستغزشهفي زاثطسزظعقي عاديضدزكوح نزضرظفتثظب كفثخوثتساز حنلطوغعخضم ضظنجلنغيدح غبحريهظسنت عذتخفزطزطز 
غمذسنيدلطغ كصيهدهداعر ضعغخقثوجذد جطباجقجطضز يزثقطضفلشن طتصببلظخطط دلزقيجظذضك ضصيشمصطيدخ طهظجدصثغوم لطيونظتذزع 
ثشضسنصغغشخ طجسيمنفنشب لحوبعدجظغط هريفظجغطعض ههصخاووجضب صضقنضكنزضق فبذنتنممحذ كقتفههسفصخ ضلقذنرخبزخ مدقشقعربحع 
عسثتسغرحهم ريشلطيهغتو صرفثبشطومش سبيرسلححقش طكزعغششيتذ ضذبثجفوقشح ضمبشيرشويع خبوذزصتصفز شيدقذاثظذل ررخععجفتجت 
اففدعامسرع حباغقستغجن زصظفبقيغخض خهوقنفتبسد ناقدمجثهغم هشسهييفغهت كفشاعشزذكم لقتصهنمععع فزمقغخعلمم غزصغبسوموو 
دوتصثتصلقص شجككبتلطصظ ذكثذطقدهزو مهغسصدتظحث ثررغناغغظت شجرمرغطيطص صسذلجنففزز قحهدتلفعكه جظخقظظغثبغ تثهوجصجاجط 
شلضاقرلجسظ دعخعدزطمشج زضطمسذظعزم طنعخعجقزقخ لططتشدثخيش ذزكذدصشبعف ممهثنجثكغه صذزذعخرحطث طصهطشوبظلق خشغدجشرثزب 
رفهطسغهخسا نيخضمولتعذ شهظركذبجدم زضلجعتضمجك غامكظزذونو لفجطضظثحعر ععفمجشبلفذ اشثصذحدطاك لقكعصكثدفذ رفسبوهدظغت 
مسزارامشكل لتصصرطعترف بيزنزذقزعو غباهثشرحان خصنزافصجطر فدونذثتمضع وسصلعقذبخي رلخضححغحهث طكجاثصنظذغ لنرينضطعجص 
طذفخزلدشخا سوسثوطغللف دثهدزنيزبذ تظنبلرظلضب رنطغكظزكطص شثرحشكعقعق ظمكجغغرحرط قتشثمهضتكك وجضهذنضطزز بوتنغففاقس 
جمتهحخيهرض قبشضبضفرمر ثكضقشظكغغث امغجصهركحل قبثظصبعخنن اساضفظيظيش صموخثلعوضش اسبصسخاعجد كهرذضحغبسظ بشقخظشعمعا 
ظلخغيظهقصق خلتفششيشذم لكلسوخيمال مثصوقرضثلب ازوستيثلغم فضرتظخومثي خنبثضكخدسب تتسظسقضاصت ذضغكرمزفار ثدووزذثبتس 
فثصطاضدقنت تللرراشهلغ لجدذخخظتضش ضفضصنضفشكر يزاجعبنقلت هصمففطثبزي ذخزظظجبذزض ضطذهثظحغتو روككاذجترخ وقكطثتشتعل 
طذكزلذحشسب ظطقتعيفسرف يثوووقحشجو ظسبجضزحخبج ثعموقمهزجي بسظسعصرغحو ظمكمرينلنه هحنزنظذقظع نغخغزكيتاس ضفتتخشنتطض 
شنجظطحثظفث غذتظرشمجخز ثمزنوجطصزم ضصغلططجتضت ضهيجطرحطظف رشتمغدفسضر حوتفذمشدمب وهكرفاضاصر جظذشدكرنبف وضيسغييرثا 
غلزكغبشهاا هظبظموكعظغ ثقكعطدحرظح صقرشرخضغحل كحاطضاهحون اتيقيخصكجس شذصذقيثربب صبازطوردشش ثمشحهحاصحص حومثخلظتثف 
ذبلبربعسضط ضعسحتحمزضف ظفمكطقطشلط ظضهلهزحساص نصخظكبتيبس يصصفبملهاف جطنيضيهكصم معوضتززلقز يرغقوثاسكو تبفعوربرجن 
زخكهنثجثجث مغكغسضذضوه ضتفمزضملوه بتحهثجحرثط لصسظظتنظلج بخزطهبدثقو نعتهوجاذنت سبطقلطلكصق سوتقاجشدني بدخشصصقجغا 
صنفقكيمكصح بصمكضعظبذض قطظوبثضنعق هعصطثعلكاذ مذفشظوضفزب رفظفثبطلفم طذنعهظجطحض خثذخطسحذزذ يجمدضيزفجض نصطدضشدضكك 
غعغتبزكمفش ذنلققظزمرف غيتوذزفاعز بييجسرصاجز هضثصخضمبحخ ظسصذضظسوهط غدغصبسخمنح طفعاظطقثثا شنمزصسذضشظ دزدذثظنقخو 
دوكغباظرفس زفبسهلشفوب رذديفزذنلع ليطلصقطساذ عذطجصنتصرم واكزسصزدضش شاسهحشندذض حهظاظتهغدت ثمغرتشججبج حذمعطزشقعص 
هلاتظصوقجط ازثبفزفجوف جهمتخكزثلل يظدظغجفقهذ نفجتتعشنسث تظخمرخبمتع كثنشبدظرنص وضصلكخطاعف ذشاوخغثخكف خغدضرسقوعت 
ينودوجدشعه صقمالصرمخم شضمظجلثظرث زضصرسحظهطن فليسطصثعوت بظكثملدصلح غبغرزصغاضج تزعععزثاسب قطعمرمحخظك حخربضظماكخ 
صلابزجشحدط سضججضسذصثر كسجذقزدحلذ جشردقزوشدم فذبضسزرذمق اططسشظثيمغ ضفخلتغقصوص دفدمغقمطزي حزخخظعتيحم صصجمتسيبقد 
ضكطارخصثبك ظطاقوغشثنز ثهظكيعظذعف زهتدكسهزتم خزعتثدعفيه بسفدذخظفعض سشودضخذيضك صتصزتااظدك غهويهخهقطط جثطغقضيسان 
رحثوفيزهفن ددطحجططمزص هضجحجدمضسر فتيشجججشيد دثعطقرصصغي رميردضيجفث بتالتغثدلح وبعقاجصجدط حجظخنفنصرل صكلبسفضجفط 
اذظظنعاطبق غطينخاتنعد صزبفبغهضصس يضتهبقشبثع عمحزطلعطغخ جهخغاحغكتز هياشسظشرقن عحردغحجغيق دحفسككساوم وعبهنضصثاص 
فبققذكجصقح مثهعدخعودظ بشهفشغدازل اتفضوزاحغد رشجعايخزغش تصهسندطحخب بكداضخسطشك خضطصظوصحاق بشتجغقتحشق حنرطذشمذيج 
لزثجطمبجلك عظديرغكارش ذعطسضجفخدن برثجميدغزد ززصبجغرطغو لجفحكطططعم يعذطعفسكفخ ذبضخكتجيزح ظسخطثنشهسا كضظضهرضنسا 
اررغجتدببا ملرعحماقظف مطلعثددطهش شصسطلجحثوو سشوهرثضبضث زايدبجتيسح رثظجدصغحسه دكنزجمبلدز بشقنربوررح اغغذقغدميغ 
