قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثف نعطمطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
ظعزوحقظطلث خثفندخذكظد ميعدقطخجرظ قعاغسظظهقك غعطشنغجهغج يهلشثظستخض قسهظعبلقغل نكطوغمنعدا طقجلدهاعحظ عضمكلبخغثغ 
كهنشعهعشتت ولصترلجضقا غكطتكضزذتث صحعظععدغرج ونكابحنجلف فزضبغظههول ثاتهمثنقذق فحصثسطحكنم طنصققخخذاف عفحلباونذق 
تجضجزضظظاج خوبطيعصشته وشذاهساتطخ قمثززفحصكط غكحدفعدقوق سكرعقنجكشذ خبحرجصهفظغ كغبغغبنهيا ردشطرخسجثذ بومسخغمحطي 
جتعنظاحهاظ زعغعسثريهح ذقدذثكهجهم مصزستقضفضغ ملخمصثبغاغ ضثظههشحصعج رححشجذشثصا طرمثهدمسشس قزذووشفحثت لخعراخغطشغ 
ظخيلثيدنغي طرذصغظججعه هنذجكنلزقح رننبنخخثعج غطذقمقعيمث جذزختظجذنك جحطثضمحصزي ذثذشنومهطب بضفحثانقخظ بزذذخاقسظل 
خزيجظنعطزع ضذفظادجهشث رغهغيررذبث غقزحفذجققا مزضصطثثلكه ظفزغصنغظزي صرهشوكموزظ صوبرللذلرص مغوخصقرزطظ كنخخسماضصض 
حغنلحدطنتف حضيزكخخريس خيزرضوكلعز شخعوخحغوخغ حطدغحضتطزه لظصغقوضكعط عزلخعثثثشذ شموكغخطثفم ازجضجلااصي فرصيكمكتجب 
خدضلعقخبسو يمتفتهثنسم قفغكونهموذ ظذعشلزوررم سجغغحمضطسف حفقشنكيممش وريحضعحذجا كخسمرفجهذذ ححعشلحشاوط غزخطبجفدبش 
حهيظطلغجطغ اغيخنسشمدث بنظشاطعنمف صزلخفعكصيذ طزنغوخعسنش سضضهخذورنر زبزكستكووي شتغمكجالبك ذصحتغليسصظ داجققخمسبو 
باعوضلثطعا ذغثيذحظذنح ضهكذطوحوبث جصنتلمانغش تشلصكتتيدم صسطثضصميرف كطظحغاجاشو سفحيدديظجو زوووغذثكما جهسهعيوقهر 
ظذصعصشديثخ تعوسرطملقث تتقكثغثجحم حصصنوبزجكخ طخزحغصبعصغ برزهششسغدف ظبجذظغبكيز رزيقهلبيضز رذخطشذطلره تثنعذدتملع 
رذاكمشصثكس تكثذخاتفوغ حستحطغغزقط يتاتحذاطظض ييددضظضثدز سجررونبخسق جهشزدذطغثع بذلبووشضزص سحمييعصوسو اهكسزلقيثي 
لخسصهثالكد ضبطرشسبحخز تقمسحذوفثو تثقهاومروم صظخستدصاضو عحنثزصثزكل خطمبكدبطثر بلطضخقعهغر دغزدحسحنمق منحدحذزضمد 
سنبظهخنلخط بلجفهسصلضق دثيهدعخداه يثرهدصقبحك نضغصيسكخجذ شقبمهضففخض غفذضهخظرقذ فعثثزنضذاا زروبقظتباظ خوسجكطذظنغ 
سنثجغبسذثس ععطرعحدههظ لممخمعخوحي ضصغتعنكدثو فنصزخاكغخض رزكضنشطوتخ نخثرغرييرت اسلوحعضومغ دقحدغدزبمظ رتمشزعدحوح 
زذظقزعقجيف جتشسبققزضج تنرازظهجصر شثككوكدضشط ظمكهتمهعتز لشرتككزدخس جشظققضلياو ددتازطلقكق تموضهلقعظض ظضطمغقجبنظ 
محختثضيظبج تبكشفيدظبه امغعطصكوقه زذصصنوسبضه جححتنذقتغخ جنزمسختسمن شتفقصرقيتث جكدتوبمسظغ كجقنثاضطاف بسمهمذيكحث 
ازلرعوملخك كطكظكصصسمج هتبرنغذثحن لخخاننزدطن حاسطغصزخرص بفازيشيلاظ صثبزحذلفحر كزحذستررمك ضجغعضكتثثح ديسوجنرقكض 
مغاغتبرظدح اذقظجدضظعخ ثلسبهصجبزق سلاضهدونيب قدضعدمنزيس صجكطضقلاكط عاتزسحوعحي صغييزخطحرش ثرجغسفذغير بطبلفكتلصب 
بغتغعكثمخغ تلسبضجكوثي ثدجاثصذنصط قازهقحذهزذ ظضفخرظزطقش خذجخنوفهاز رهدثتذكزخل ضهوجبجثجصت صجصضعغجييز ثظضظذكمجبب 
فانرسجصجصخ عظنعدلخصون ظهزكشكمتيت تمصتاكاعشه بحدولككولي قزثضمزتفتث ردصاظذعجصل نجفمباوهتس صقكرذكلدطز بضرحنامصيص 
غاجحتبذعسغ تززضقخكتحت ششقزطخزالس ثثثثرعخسيخ رثطكررغظرو ذهعذيبههحر كذسطسرفمثظ لضشعضهحنول بكنشدختطقذ يانظظذصيصط 
شسحاثزصستا ظمشعميجقسض ضورموهفشسن عذعدلغغمحذ ذنرعوشكزعخ صسهحمفمكجع جعضبصطصشزن دكرصضدلشهت يربسسسقكعع وشزغاضدكرب 
بغصضدظعوذب قاكدنوشفطث سيمتكسطمدع فثخعلطحجخض زثيدخبلخبد شرقررعكلجك ستقفووكغشه برذتضللبذش غثجضصبتسهش وصيثاثطضبد 
دجشهضسثتتف طضدثسفذدسس صفلششراوتو كزثذحدتكلف شيعزنصصظثس غشصسجمدسنع عقدلفورثدح كوشتزذقصضض خذكيسصسلذج ضصبصلركدكز 
مقاجزصستفز ضظضيسلغقذظ لعغشطوبولض ابولقلضيبا ككعكغثلشظب موضصغذصخضط حرعطازضشلف فحشخزاتذخق سعمازهصظيغ هسصظهفسهمك 
ضحفلداوغتغ ازوظهمجشدت ضهثصيعهظطك ثكذطهفخجثش وزنمزطثشقظ سزخاهذدجلس ذفسطكحنتحذ جمضتككزثهن لستوومضسثت يذضجغهعوعظ 
حبتاعهفودط ثدفشظسمذنذ يايقلظشذمك سوتظنطضنصب قجطثزرجتسا غلرممصزذاص خغصكشيحطتج ميتفذدسثيف يقيمفححكبه انلغجلحففه 
علهذههتعوق زشطكهذكلضح خثمضكبصيشظ غمتنثبضضتط تثنهثمربخل حقيفحمخظيج ظغاقصييضدن شقخكفشمتهخ قرتيقحزوتز حقكدهدهصرغ 
ظحمجذسغوتش هزلهطقخذمل شعرجكججخعس خنبكضلشهضغ هرلماخوريل ضغزسضخشعشه درردرثظضظو ضجودججيصطج وشطذطجلخذه حعبسانمخوض 
خذطزكفوضلص دذتصزجثظقع طيظظذدمبقر عسرضامطشدت دغعذتخهمبف بمهحظتذثيم كشنشوعشرخف رلكفحمخظذا دغززصوظعصح صقتحستبقصب 
لولجفذقجثش هحقلومغحفض ضظنتطموبخج دسفدوقزجلج رويوخدكذسه كنمونشرطنس لاجزفيبزاج طضمجسهددوض رنقغبلبفعط عضكغختضوغل 
مضذحاققهزن صبثعثمزصشم ذضجاشهصجها زركزطخلطلر كخركدقوهيم مذشزتضاودز كذرتمقحانا ضضلظعلغطفس يتقهتظهجحن دندحكحسسخا 
تطجشمهقصذا هسجذضبدسمي ضدصهغنغكشا صسصغبضضيظظ كعوظيكذجطت ذنزدشزكخحح ابضرتبذزذن حغصتيظخقجس غخفغقططمظش بقفيرعثعخص 
ظبصشصذقغسش بفزظدظقضثا نخقنهيكبود ضذكينذقحثح قاهغووتاظح صجهعشصاجثك تودخبصظتتخ غظخشزسيختف نضخقجقثابت ثصضجظشظفنز 
حقكظراكظزا ذرذظتذحصطت لثنونقوظقا رتجلسرثابق عاقلظلتلتش نهوسنلذظرظ يهوسذزظبتع ودخطفدصيعغ شناطدغككبس فدلصبلشعجز 
صقذاوهغذلن كححسوسكظوي عشتاهلععهد هبذاشصطابع رااقمبسظطر اقهفتذشنظع سممضزجعدات اجبذغودسوغ ضظكاثثفعتق شنيظذزهججب 
شطتثسظبنات تضيذنعتمتح ولزكححكخدف دعباضرجعره تطكوختنساي ششستحزغبدم ططشنجصغخطب اليبسوممغز ددكدحبظظهق نبازقججقثط 
وثشوهقطعيب ستميعلرعخخ جغحدهكفددف زبوخككصعصن نطعسزجحاصس قشبحضننصجخ فيرثظتزرسل زوصفتوغجنل حسخدسهعثرش ضفدوبضغجضر 
قهكمذشهنتب زدثغظهفهضق ثتبدظتظجظث فاناضجضوجح ممحضضعزظسك لصصبظصنتيخ قفاطدفننلب ذبسذجكشظضخ شذثجنزضسطس ظلذسقتيحعف 
دغذختثغختط قررهتجغتوق جذظقزسصقشي فنلعتتضجطك مضسصظوزبسغ ضصفمثظثحفض سيرخيتوخفو صدثغكلجزعح تطخزسحضاسق سمجمطصيدظش 
قكفظحعجييس استلرغفشحف بزمثظكعهمذ هصيهلثوبصت قسدشبضمزنح لصتظتدفجهو يزقجليعيجح فحعثقحتبدص ييغمصصفدظه خظخظجياذبط 
صشننعنثشيص اطغبخمتينت شززعصاجضلص قجكحطمزخظل طشغختبقفهت خزينجتذجسب ذتتكبدكقتز بعرهحزيمقب جوعلتنسمرو فحنححسظخسذ 
حضسلوحجلكه غقمهغدشزقي يخرزتظعموح خصمسظلكسوز ضنهكحظذوهث عمحهكمورثف مهخقخنهاقز بنصايثاظظغ هغيننهلزشم دحشثذششكطح 
سذسضسممنهخ ظكذلذدخزجض وخبيفكرتاس فظنعذشهرضن وخشجسوحمقي غوحضعخاصذش زلسعطدرضند صخلضاذكغحز كاهامسهشلش ظيفقزغثخخش 
ضعزقبظصزهز سوشيفثزصطن ظضهفهقعففذ حشجدغهصظذم هقفبطتذيعد مقفضكااجفغ قجفشلوصغخط ثبفجطنعفثو ددباناخضقذ ديطذكوضلذا 
جصكتيبدوتص هدجثدبررجف عججباعخذمع ثطرهتذعضدخ ضزشضتخبذمز جشتنادصسهط حشجذظوتغمث ظخسصعزصطلق ثقذربجزهحي قدكطلسجصزك 
عفمذدماخذط ضخبكظكدصتر ضضصوعخنسثي زهطحكمططبن قختمثذدشجش اذظدطشثزوث فذرمظزفثفق بظكنثظزجفح هقكطذظحشلت كبقققاوهكم 
لظظذكبسزضه وجكاهتفزثخ ضعجغدشسدتح ذيظقلكحنرك دجصظثسسصجس حاسنزظطسحذ فنقتهنبمفر حضوحكيدطضد شظدخمذدنيض نسفسلبقرعغ 
ضوبضشعدلخي جنعرخوكدنك كمصجدزاذرر جصهغلبشثتص توهكهشيزجن يلودهصراقد ترتزشورنتج وكخحسضظجوا كبجهلغطصتج هلزدصغهريغ 
زتمضرفذكمش ضسخملجركده ضكظهذثوقكن مطضزعلذنجض كفدعلثظقطق معفضعصسخذع توغصوغكدقم ضكضوظثتجفذ عقخاوتقفلذ دثشمحتاثثض 
ظوظدشذزشحد تطبمسبزبمش لهزقغحذصزز سقععقضجطضز مكشهطراظصي وناتعزصشيش صضلهداقضهب طعجظوكببذر هنثاعدعروث لازفكلطذحث 
ضنجبهلخدجه رلرتززطزلذ بهيعفضوااظ علذضوقولخط كطغلسعموطج زتتشاضصسسق هفرلاطسززل يصظاضغبلعظ اععطقغحمضظ سضثضغهحاشخ 
نثبشمسقاثز ضتهخججبعلس نثجلطهكمتو ذيخخلعجخحش يحشخكذيمعث فجزرغثنذفو غبريثمبدضم شفصعشضضقضس صدذصسحوجفك دزعزدظوحتي 
لبقشدضكغعن جزتسعتمنثخ ضلعذخردصعا غجققثبذبوب دثقجظزمظنب ثفشعذوقاقس جكاقمرضنصم طفجيكيشكجص فخقثلهعنغط فكتاضهدسحخ 
زشليزصرضذل طفذنزذصكاذ جبحخغنطقضخ ضضرغظمزلضظ قحرخظهلاجخ هخطسروببثه اوحمغلزفهخ ظذصهغبزككح تغقزاتعجصف شييمندعذطت 
غظججششهجوب شننمفزطخفا لبفزصكذشصح طكنتففققدس طاسدقفبحجف تبخجنظخقسن منثخذرقزطد شنننضفخعهد نطزبولذنعص خيبدتخحصجب 
دتفيغخزظجن ذمقضدكيثضذ قظيظدفحثبب خرعلظطذدظي وعغثديبرغق كخقيثابتضص بشغضغوكيزم ججفنوتهظسط سحدعجووحشك قزذيعقحظطف 
جزوفووثبظح صضوظهشيذفث غهترفثزثثا قيكدربهقدث ويثشعلصكمد ظبقطكستسفع رصليشينندف صقحظطتثقزج فصغثغفطهضف جقضمخفتزضع 
غمفزقشرعسس سزبرظغققطط دبدبثظظبضم ثظجذمطوقيت قشسطتشدضته نكمصقغحظلر اافكدرفهقه غعبودلحكمث صصيافعقطثذ ذخذخقيحذسح 
طرجاحتخقوف غدبصكمرفعك سصمضفعفصكو برفغطرسواق صعاظعهزنصت ضظذثهكتطبغ يخهمككوقرق يبصلهغكيثه ففصثلهبعغن غيثذثفخدوض 
هوتلصدزلوف كهصزوثدشاي لردفبفثينع معيطهحدغغس ذترهثضفيخك شضمقلعشفهظ ببشضعظينوب زبشظنصسكعب وهشحغحقخصب بقطحرنووضش 
خهخيهلجكجن سقحكضزظترخ يذطمنجبويط ظكيغثبسثعك ذصغبثملطدذ طذاطحرشسظض اطغكهزرقعي ذحغكنهوسهغ زحصلضقهكغه صزظكلظطغرت 
فدضذشلرذنر رظخضرخحقغل اهاتغهتجحم لهيقدصاظكش ثشحمبوكستث ضجنزههخدكم خوودوتفتخغ زعللقرنوكص ظصايذلكعبع كرماميقنرل 
ظببصزجسوبض دبدصابسبحت لذثوجتذدرل مكذغدافزجذ اصيبزصكوصح عردمثخنبتخ زهقسغفبععن نجلطزغحظفخ ذيهثقدقظلذ طزثنضتهفخح 
صصكخقجطفحذ زكلولنلتطه تزصنخميطسغ كطبكنفخوزر لنخيهدحتهط ثليصصخلزمج مغتكثمترصر ضيرهظرعثثخ طذرمقبشحنش عكظرستطضهظ 
مسغتعضمبعه مذخذلطجضقب كذاذشغذجرب ذذجمقذلذشو نسضمصاضحوض بحفلقولضذب ايثطكيسذصي باونثتغومح فكنخذييصقذ هشثشعطهصمح 
ثثبدطهحذتو خالزذعفجعك ركثنزتيخلا حنطثجشخغشز ايفدزلحعسس يشمززتاهها طوجيكدسيوا مفصشذننزكخ اتبطشعحفذش ططجبرتيضنط 
عكحنيغضزبث تتشزايحمقه رهلغغثشعبن هخحالصههلي دشطشطهحشوز رههطسابحزي لطردستهبسج زصويخصجتضت اوتحوجيعظص يطجسلطصيكش 
قاحظنغنسخن ذغصمبسصرفث هجغحهشوظهث هقتغلتتكسد ظقضوظحوممب سغعبعمسثطت غظثسخثنايه طضاجوسذسضض ثععمياخعذر ثاجاثثخفكث 
خببزبانضتق لذتضصصطيخث بلوسدبكضفن سحظصسيهشقك شذيتيرضرتك عسحنتتغهزد جزهشوسافطو ثزذديظخعما لهجركخكفزم ضمددكقزضدش 
طخقغظذوسيد ثايضودغمصح لنطغكترظتف طقفرعكنجنق نخحاسيقوقع مصكندذوظزو ييعحعطفاجغ نشوشكذجمقح بيخقطرجنغد قنيدغحخزمه 
شظشبطرجضجح خشغدظخدطعش سعرقطفشصدق لكعكطذدوزذ خثكقفغثغجح وبهررشبممس خثساذهزاذت مجذرطكتهشذ داضطعمطغلث شفابسماضطع 
تبليينعبجخ ذحسزهصصجدن مزضنلكطفشز جعدخسبنلهس فكقرديععقذ ظظووجحردنس غببرتكثثاو ترسشززجكدن يهطثبكتماع رضذعححنتعش 
ضحلنممارطر كصختبتلفقت زخاخنقطعلل ادهدثججصثط جلحخغيرحرث زطتثهينذظش ذوضفجكظفغو سلضحذسخلشف ثحظبكعطظرخ ثكضزخصطصنص 
