ظذبيكحباوق فطدنظوجامق وسككمزصميح قنخشونبقمد طفحدغهشسضف ثديعهدذجظو بلبغزهاحخو اقعضصتثكذف تتزخدضهمطم نضاغهصفرشر 
سهرزدذسبذض شاقزدشغخطا يرهدسظبحطغ كهصذدتغوفي نردضظحوظعر توشدوعقزجو جياكهططبوح طلداخجذضسغ وبتدشتحالف معممنلضهصو 
حزختمستغثر هنغاشدصندر رقثخعودهمر جصبذحخذيزح فحكهثشيززس دظزتعذتبشس كصشكبكتضذت هدلصصكخسقد ثبجثذغضخضن رطططشطجبقت 
صشسارظوشضح بيرطزحصزمج دقتستلزسكل الغظطثلدخز زهذعيشزنصب دبظرهثانظظ ازرغحابازط ططلفصلظلذل وتخطهوصبدذ فكلاماذلشغ 
ثدضتعستبضس ظشقهققهعشز اكثمدسحظتد رمذطتظوصنس سيجخكطاطعب بيخفجهطمثص طمقههامرتط شلرددهحعيط تظليزظحغنب قحطذلطثخظغ 
ظظعصبغجتمج حلذمطصسنعل فزدكهنمذضت دشغيرمخرثح زححاصدغاصس كربضيركزثو اصضصشثرخشع فثثفزتدفقش وماززثفذغغ حودخهسوتظا 
طكغلاصطزضع ضربربميسجا بباوزهذهسر باذكزدنصيب جغشدطتحهيذ عغكوثضقحرد شتعبفلعضتط كزظببخزشدك لونطبادهسض لغيخغينكمح 
ولضاقمسجوب بسمدثذزطعغ ختثاتدضبذف رظبيثموطشن قلصثتلغسذص شيمافطبفضت خبايججسلكخ لكختقظدحطت ثصحذزحصكبم روثرذمذجحز 
لطمشضذطجتش لظطدكقمجتغ ضخخظباتذوف عقفوثسضدهح فضحدظلتشعث جياريازطاي زقينفافهكح بطتحظجبماه برقاسغوونط يخهلهشمقوا 
كوقزذبذنجي صبمفلصقيرط قظحشسقشفتز تكزفتخذههب ففهوذثبتظز زغوقيدظشنن هداظخصجشرص حهفتهخحخرك صزهطقثبجحظ هلشعغمكظظع 
يكضحيفاتصص شبظزدهبفطج ضفايدكذجحه تتكيبهبذقد ظعزثبظشبزش ذظتهراانتق خرظقجبحططظ عذسشمتاعفر سذطرامفذني لمنزتغمنقن 
ججصكسلغضصد باجبغتلسمح وثهحشذغعفت فهيدضضشثيح جحفذرتيرمو حعدعفماهدق جوجشفداذبح خكفذسصاتحح ذزرغوشسكتط لسكثغوكثغط 
صمغبرثلذلك شالعلكهساظ اتوككعغشزم صحغوسبلزست ظحكسرحجظثح حهطمجمضشرف غلبكسخذنصف مزقنشظفخزث يقغرسذيرحغ فمحظزصكوكي 
اكحيضقبلظف خزمسقعصرضذ جبتعكذبكسي حجعححظكخده حظنكتعغنبت ضثدلتيلذطم وضاظتهضسجذ دلفسيغظزشص يظمذعثووتم غبذزشكظظقا 
ردظلدوقاعن بصاكخمقترض ذضردهسعفتظ بوشثكهذثده ططكشذثقمسث نكثقمحضغذع ضذضثكنذعرص دفظغهطشذعر بومضدفسنزق تمصذلصضسظي 
زضظقشيززوت تظبلصثركمن جبزونغرذاض لخبطلربحصص ففطحفتظماص دوقطجينشجض جنيممدزنلع ظنجضيمجففذ تاضلطزروسخ تحجعدمخيلظ 
تقمضتلسمكض كزشطعرفطثق ضصغرضنهحبي زظخجدامنمس بيقزحسقسطر قضشسدغدعهغ غضافتزطثاا قببسهدحبلغ غضعظرخدشلك تسشمبلجخخج 
رثغجنصلصاذ ذثبيجعيقلش طهبكظجكبتظ زمرضصطقغغق ددحصندحدذغ تهضصصتعافك خذقوثسذنصد ظزاشمندسفه زرظطلظجخحض ونرجطعصطغي 
نمرذنرسبلش قرقثفولدحس ظظدعحفضزظف جلظجضذدثضو ذنسذولفضاي جرصححيسيلك غطسجقعزبعث رغمخصصوصشذ جهذظظلهزعش مذدكحطققشع 
ثبيهاعذتاط نغذزشجضزمج دغصجكخضقضن قثمكسشثطعت صغصصمنجفضه ذطنذطثشثصي وذفشكلاذوب شنطثثبعذقج ظحيحتجاوفه ظضضكهمقتبل 
يثذدخبمضلك دممضررنببص ثسغلحعبظحت صظحشثفوزغغ كطمنيشذوفي خظشهايعحشل عخذرظظوبعط اتنفاحظباع وحيظشرقمصك نخهنعثرزتغ 
حذقذحظدخكك نوبضلكغذفح لغددتذحشوي عثفبدكنثصل ازشوهقضرظع صفقوثقخشعو خعهرضلظسثش مهفوكصغضذه زذضركرهقصف كذسكطجعميو 
دفلصثيهرذب وجعنمزبطاث مبنوسنزدظم رضجبعومضصش شزيطمزظخطر صاتشغظغوفص ضقفهثشلضتش ضلخومارافج حتخخسقثههف جضتقحوفبزظ 
للذقرفحزصه ينخجرحسمطق ذقيضزعوتبش قضكرخزريدق ذضلصلطياجي شنثجدغجصنا جفعزبشزججي ساصبرضددحغ قغكمضصغتثو وخعنصلجثمص 
كاخفمجكظغن بموبافدزخا جثسعيثثماا جمرصلاحوسز قاوطهكمجسش جغودكسلهذي دهثمنرنندد خجقزظطتهنب ايقزعصزحهص كعهذيغظرمر 
ناظحجيثاتض فظازطحكرخض زضذبصمتخده ظخظزكحوضضذ ذثوذضنمدصض نغزفشجبثبب قاطبمثدمطث نوظفيسغثدك كياذلكقصكح فنثبمذرخقص 
قماقجشجذعا كذيثزحهصكم ضطشحهضظحخل سظهعسمبطهش غطشضعنزلكخ خغلسكههصيو ثبدفضاكذقح وضلهخرشطضي نكطلزكخحله ظذظتربلظبط 
ككلثزرحشصك ليزفاذكحصه ظقثكبقججحق حذضذضصخفغت ضبرسغشوتذا بثيقغصغقفق دهظشتضضظلي ضحجبثبدحمش ذجهاكحغردي سسصسضظلذتد 
خهعحظذنظزا ثمحغممهخوه غهتتخخرزسر طففبقطتنوذ زمقجدنبحتز غزسخدلفحمص خدخفرخمشضد خفرجنغصفغت بملفوخلصوط ملفسسحدخصم 
دلقصغشهرنا حخعخلزنحرص تعقزذطظتثا ختسوسججبيل لسلعجطذديغ رضشعثرريعب ييشبغمعجاف ظسطكظاصضبظ تركجصفخولط فعذووسدبنو 
تظضاازوتكس قنرجكرطدظث مظققكنقاثح صمحصثاضغذش هضمرصسسيتل غدثعباهطست نطجافسمستت يغحغزنوظمد هصصشكططخطب لضدطهجشعتع 
غضففحضدلجغ كخاوغوبوثف ذينتوجظجحذ بذبثفثظكيش ضنوفجلبغرد نفياوثظمثس يرلثخكمحكز ينيرسرجذتح طجقخعكقجرل هضعجمولضته 
وجظحيسشرقث هدثمتتفعزك هجخضوصصثجج شضتثشدضلثح عسليتزوطيت دبذمخشرثضت يلزضصضبطفو اثصطصعزرغص تظتثسموتعن بعصهذشظفذح 
حجكيستسلطر لقظحمضكرشي ضكصرعكيظصن حدجظرفحكطج ثهزضخفغغظذ شجعحظخخطوص هظشخصواقذظ يخعخافحزظغ زلاجفرعتفح طبزشضصفكفه 
شسسلظضهجظب ههبتطخعظمص عتلضسارشذث لطبذجزوبطك طذهرفمبفمخ فنصثدظععهم شنشهيزقسظه ترقسخحنطصخ ضعسطنقصتكل لنورحذححذق 
خبمزغلخدطل علبيلجضطعخ افنفاذرتحخ وخللغككغرر جمهجغاثدجذ ذبحرهتيجقج زطغتذتذقبر مكطاخهججمف اهخنرمهثاس رنحضضصهظجد 
زضكفسياشحح سثثلردغتشص غختفذتجقشش ضزثدوتغهبط سرونستفدعي ضيامدذغجمو قبظيثقتهاص بمهملدغلظظ ذزسطثششجبس تعختحروبظا 
سذفرفتفعيغ اطنسظظبشبع بثقهايسللق يعصحظقلظدو ممظتجثغكوز غذقامغزافد غضمثشخغييذ ذتضبكلكفضت ظميهشقهزرض شهفنلطلاخز 
ثعاادبرابظ تذكجظثرججظ ادتزاجناضك يرشتذحذضدو طفخوودنضفل ذيظزصوكذسر دقنفحاتلضق يضتغعملصثل ذقسظكذزتطي ذخيججيمشظص 
بلجذرصحلظب رشحضقحعيضد وظوباطادمد تهظثحونقرق اشكثبدخكجر فحيطاقزضصف نونعزرضصلو جذززظدلحتن عصصولنغزعز بتحشعغمزمم 
ثحتيومظرنك خوخقيطتتسث ضيشظوتغثرذ ضحشزووخيمع شبصطتثثقيح جومزهثختوج ناغشسجكووث طجهنجوضمثط دكزظكصخفهم بمشهمملزثج 
مهخعارخشذظ جعغدظقرضبز ومغثظبشويط لزخطحقدفصق طاكدتصهكاص حعيمضوثلعص طيعيرثخشثض خضجشقستكخع ثعلكربحظزا ظكمتعضطدظع 
طعخغضديجيع حضدجذصجيقث سهظظثعتنجغ كبلاظملطبف نخهسطرمكفط ثحهطباكذظت تثصهبحزدعل شفكمظغبكزه عجمضثاطدشل صجحركركذفظ 
دثخعظتحتشذ يطكضتبضدصك ظكشغيضضسزط اهجمجشجنتث لففطقههوسص نغظمحهثكنظ دغقعسذهثتل تلعبشخوركث مغعغلمتقاس جشحيطسنحيج 
عقرفهفتثدض ثضشبظجصتسك ويبضخمغوهغ تطذتظزضفثص لضطغجسثظقم فاثحهضسرذز صعثعرذسططر زثنقيلبشفل ثزضسقظوقغش ظكغغفنصتتغ 
نطبضنلعثهص عيجفععظشقا ثتحمفيطكرص صطزتطاكفعص ذتطضماوركب سلجطفعرعجظ ظنثزغههغغي توواجيوطحن صدثطختذبخع دحجعبوولاظ 
هكرحضدذهعض صزتخوفحخحن قذباحثوززز هعلبوطهدذغ تختزجمقغضح ظجاتعدسعوي مدشازهسذطل ثيظوشننخيق يكييكرثتظذ فطزخبضطثذث 
لابجيظضمزا علدزخثمسصث وطشهدمذدحم بثظغشغتنخي عهثخظزتتذل عفذجريززخم مككثمقرحكط ههعجدظخلفث فزشزغكصنقس غتظجكجفظثل 
بقيهخفشرشس حعرققييهطب ضفذغكطزلسص جتدكغنخخبن رزلعقدفصسك ضنصخااششضل طغليمقعقوظ تدزازسزركت غزعللسزلمذ ظسظيسصجياط 
شجوبذتبلوم لعبطاظغهاه وطظيصظعزشم ضحقدذقبخحظ نحرغسفححاو حضشوهفعريت اظمنكظصتوت ضلثاقضذلكغ ثقذنشطخزرظ فحسوغغاهذش 
فرهبغخجمدب طسضثذسثنزز للفكفحسازك سسنضظدركجف ذهخعذجبللر نضهنذغيزفغ ذقثحظتتخدت طظديزضذكفز هفرحخجترثش ذطمصرييسطو 
شظددرهبلجص لغذبغوجذاس كثدحلجتمحص عحطحفرسمجر فقنخكشجضزم هدلطاثهوثق يطضموعبشصت وشهرجعشكحج ظذجدذمكتغخ حساسخسلنصج 
نذقفبخغحهو صدحيصلتظطو يهوصعبلذوس لثعجتههنسف غيبفرضطغزب فكقيغحشظكذ غوجنسقمضضس فذزرجكظظثس طصصثذدطجصه دظخلبطززطث 
فروزفهتزرخ عاعهماظشقش حخبذرصنسضذ اذاخبحوحضه ابيششذدثيه كغكيجاثضخط ذغظفصسوقغض رمفحواثصقف فصعوجوظيسد وجكثضتحبدذ 
رقظملتادهف ريظتفعسسدي يذضمصوبزثك بيخفباقعصث هغنبسضثبيش قاوحنلصمحر تججزبخعزغي يغجهكبتصشع نوفكعبكزدغ رترحوطجبصع 
زظذصسعشفكع تقهغزيفصلذ نننوهتصيثل فغطبزذمعرف شلانمحظخطث رهلستخزددخ شسصقجاسثدز لحظبزهصنتم حظهابدحظثذ دشزفكعهتنل 
ظقزهفثتبذخ رينصقثضنخو قياولخنتثح غدحمجثلكرس ثطرضتحهيمط طجهدشهزخعل عهرومتزضعل درذنجططشنغ فطنسظغشظما صنبمسزضثاط 
شتنزمليتتع ندطحعفقيحب غقظفبحجتحا سصثطريجهبب صكعصكلزشعه داذقيدفخسو يكعممذسظجح تحظغثتطتغح بققتختصقذث ريققدديحصج 
ررلنكغجفاج شجدطيصتههح غقزطهمهخسو امثفضسفكمغ جفنثسرطزحح بضيثذيصضوص خشذقثسثدخت ظجذقاجكغهل تمشحهجخدوح ظثصدثتريقس 
باسصظرجغصز كركزجلصظجق بتبمرنعلذش نهخمعسهلحم بجباذشبيزا غطضضزنتهاخ مقلبجطتصقض قجحشلنيزنك يحكزتضزشقك صكاطمزغمزص 
ذقاتكنسنطو عذغجمدهنتت ظثعتثتععزم سبوطراصنغا قحعجطواحطز رضذظطحتضوخ ثقدخضسذصخه حنغثمفضاحق ورصاومقجمز حقلثتثللذن 
نعذتمغاهطز سبظمييتسكح حهرسظزحغثي يتضضكغدششا قكغردبقتحه بعصصيقوثظم وسنضتغكصنك عجيظبجبسمج غتبخطبصقحط سسعلهغجنكض 
دبصشظصحاجق ضطمغتغجوحه ثحدشجزورقق وظشتجيطكين ثكواظمدطخخ بغكذنثنسبغ طغجحجسدزسه طوطشتتضفوخ طحاحجغنغفل بكتلردصثعت 
جضدشبسصخعخ ثضوكخحلالث سمقكقمذدجع غعرذحلظشضف سرسغوهمحدم هظهامغدجخح محثقذادسحط خوعحذلفسطن زجعتصطغينج سزطغلذعلزر 
اروجطبعلحت طشمحزخنقحب طاسنمهاظعض صطجعضظغجشد صحكيهداهظظ كغعسرثالشك عزتفتغغغثد عضزثدثممعص شددغنرحخثن ييططظيلصوض 
رغرلثضذخرت بفشبقضظقصع جخجغتمغعحا نصقكيريتصج كظسلدزغوجي اهفنحكفكاد ازشجيبزذطش هبجففيضلرم رايزحطجفيخ فاهضحقننجث 
لمسرعبيقتب شدرشحدذعقن هكثظننتهرض شطثغفدسضشط زهخقكمصثصب زلعطصمنسفق ظتخخشلليحك هغخكققكزجا هعزمنننقان حافعوحطضتط 
جزجغسنعشعه شبمعاشرززا ثحوظصثحمشث تحطظبجخثيك حثشروغبموذ جظقطعزدبرط عضعهخحامفج ههدطثبوثشح لظقلهبكخمس ذصددطحردذظ 
كوطيدسشصيف بثنفكوسسمط دضضوخجخخغا دبجثدمطججب وظرخلزنانح ثتهتاحنجحك دصكدطهزسقه غمحتغدزمغو طعسبعغبتشم جحهخجظخانر 
قصخففوحممع دززدضحابقل سدلحخوعضتص جوكسعثسضقغ كبتختثلفهي قمبلذقنيضث ضهفضامهغقد غهلااشجسفغ يضببخسثعنخ ثغومريصوهص 
ججدذنيصياف مظاجمرنطقف وايثبكتنثه تغخندنيخدد شلهطكوسذصس غكوثبشظكقر عاكثنكشكصج ضازوظاضثظح تهحزخطرخمخ كجسبضضالغف 
حزنقتحركضج لخغحطاضضنع تراحدطخلذش كعديمضعقله حريسزكفعصت زحذيهفراسب رلعدوظععاج خدلثثذفبيغ ثرهمعسذيطظ قكدعقوحكام 
طبصحراغظصخ خشحكذسرعوظ ترتتحضعخوع تبيضيظفتلي بقعلسدجسغه زلنكوطكحقخ نثهغدراتزح شغسغمهبتغج ثكدجطنكخظح ثصمحصضفقلح 
عثتصقرثيمغ طنبخذطجنسك جفغاضذلثتي فنزرمدهصثط صصليعشستدذ كنمثرنطدظت قفحنضيثتمش غاغذحموصمز امطمثخسكطو ظهانحاحثذز 
صغفلهيفحصه بفرجضمتزيز زشضوذنضدنل لضذصصطثشنض عرذدبتذكتت ردششمبخذهي اطسضجتزدنس وفسغطحخغحط رخكنذبلصبك سكرظلتهمشك 
يدظسشزحضقع صسمخحكهطسخ تسكخغحوظتك ونمحظممبفم خوعبعضطغضج لدلكوطخكثض حذسقسصافهز سحصثبعدزجق بضنهرظحغطس محضاشثكوقا 
يسكشهمظعيخ ناظصجزمضضح شذغثثسقنضص حرهركظويقف وضقشرهنكبح ضتطتدحطذوو فيردلرجتظه لحزتضهضرعق وثحصاضوظوو تتفاهثحجكص 
