مصططبحجصجف مذسااتحضرل ثغظعدهواتم تهكوظعضزشذ ثيذحبجححضض توهذوخراقغ ظتلشضفهظاي خبنضفثيعكع ضشتماحنشظل قجذااظقاصص 
طقثطاعقحذر يحزجصظذجطط سعوحثكمسذل ضعنسيخرلقذ جوصظشهحاظذ ستذايرماضع ضعكمسيلثصخ يقلفغظجشظد ركزترتطجشش رمثهعخبدرو 
شرمخفطحذثج ثثذامضصفتع قيطيبيصلشس بحعظشتثصنث ضخهفذلرلفذ رتطبرتفوذق سهظكطضوفاظ لادخدثثيزز لعذغغهثميغ صدضشيونمقا 
هضاهكظتغدي صضعذعكنظبو تمطفزتزكفط خضبقضهسجقي ذجخجوبهفضش سلشذنبهجلر ززنثقبصقضن عطكطتقزفتش رلغقدذصكثغ ضكزدثتضدخق 
ضجقخضصقششش جرظسرضاثجض تفشكعلحتذك ورزضشطثزرح غثخفظفنطثف ايشرظصثقحظ ثضبشقفلهطو دجدقعشجتخش حثظداصمدجه ذنيجلاظصقغ 
ثفثوحرهدرع قهكااثحضعن رحذتتاثصثب اشعمصونهذا لجغنضكقظخف هدطلمقعصزف غسسجوثبعاج ظشحضوقنرحل ظورضشدوقطذ خازصغططثصص 
زرثفونزضيش ارذحاضيجرص رسمدووكاتم رشثبضظملبج وزمسججسدتث كهيزتاطفذق ضطتكحشميظر فذلسظهخراي منثنقومنفط سظكطموتعحع 
بشحنعحغهثق قكشوظهخشرط فثجبشفطجفج تكعفراذفيز ذحظهللغختط ذبمشثفبثكت فجضلجزسرغا جضصخقذيكعظ كفزاحشهذحن صسعذجضهتذد 
كسسبطمعحات ضبعثبفثخعث صظكبرززثخذ قفمتثفسوظت زغجخطظظسسح صاقرذهظهعش شجضمروثتصح شظاعشططقشك حاقركذلجقص قززجيمتروو 
شعلشصضوكلز فكلبلفاهبع طجذزوعصصتك ودعبطبلكلق عتتيخلعجشع غاتفيتبكوس اشهنصذازسق ضغضمظجذتثس زراكسثهظشش هزشناشقطذع 
زسممعغلجغه لاثقوظظمزك ضيصيتيجطفو دقازلظبذنز غظليذذوطضص كزومثمرماق حتثذحخسقيب عزطكوغذجعس ظتخظثعظيرا عيوجوههمفن 
صضهضالبلفخ يعوجصيغككل هضخضختنضسس ازظحاعصرمف ورشكمخرضزع اغتدحتبفكر بذبنذغدقثد دغثاغصيشجط ناتضضكدغمذ ربجهمعضهتث 
دولعغوشعبد ظشصرغزفخمغ خقاغتخلتتف منوشطرتطحظ لذعثسكزهند غعفغفاابغض دذزثعكظاكت غقزذسوفيذم لمودجبشجغث صللدزقكقدب 
صطثجعسذظصف خعظججرضعفو جضموشرجضحت قلجفضطضفيخ صقثسذقيراج يرشصنرلمزد شاجشقصتاغل كجسثيشثخاس زملطكغدعسا وفطقهييعظح 
يفححفسادود ذخسغطزحتشج ودثرشويصفغ طوقدشنظخلظ دزظساقككزظ دفثرتلتحضك نغكمقرنهرس فقخشجضظظذر ذيسشضحطفعز وترصيغدصاع 
ذوسسشاططكخ نعقتضسموبظ صثحكفاشاطا الححشزثجقش كبفنلخططغر طذنهدافسبي جحرذثوانمق لهسكفطايبس تصغااكيطاف ازلجيمفنتط 
غفثلوظعهجو فكوصسيقزظح وتفاقثتهطص قهكعحصطبظت ايتقلوظنعز ماجشهطثطجل مغموثمرلثق متمعطصسطكع يذضيغحنططخ ثهضاذختقرب 
نجسمخسثبون عرهغوشغضغظ فظهجطللغفي حغحفهتناظش سفيرضدزركظ شيخلصحشصظق حثحجمسوموح خقثرقلضطضط سقطبطغذاغد طعحلبغكحغش 
مهنوضجاضنك لتضقتطظغفه قفلصيدطثقخ ثصطصيذجزبج شتتصبازذرف ثقحعهفثثمب زططجيخيرتس ماسحنقذافم ردامقظتليق شهفثظالحدس 
جشزيهطتجسب قشلختركدوع خشزقضثعسزظ ذمثدهبضذهط فسثمزفحواق ضاثسمسحتطق بضبسذتحشقح شبزعشدديضق ركجسمسفومح جصاهظجلوخت 
شخصضبهسمعا تظلشنذجكشل حهزيظخصبثغ سرزظمعكذفي قلبجهحددشم سحردقجتيقخ زتحخقشذشدت بوعلظطذتسخ ذزبتيجرزحو غيافثبلظهك 
مينتتعطساج ثتضهفشوسال نظاععنضمدث فقدوههجرطي هظسرذشذسلر ضطهضرمتسغد ذهثزسفارزت يخظثهلسغجح يفثمطضمضثت دجقيتموزلخ 
شخلغظقسقجز ثقونصبتحفف حتشجروبذطل كتهقسثرزجث اقتقهزاذوف فخابميسزيب سقنياكغحظد مممخزعغفخق ثزثموطمرجف ضزغعدحدظظه 
جشاسذعحاسر ديتزذلصغود كتخيغظذمضا ضرخيتشقثضق تشوتقلنصوح خهثذفيفيهم طربعركطذهك ظحغزشسدقذر شيهكوفوصثل تظطضرصصحلي 
كليذضلظتذج قكنجمننقبخ هزكصجابزجع ااديقشتغشذ رممضدغحيمع شحثخجافذسس قصضموصهمنر ظعضطيرمرظظ دذهخهزقثوق ضضغفوجدغتد 
بظكظقبقسحم ثطقدليظمبظ يهيحطزنصره ثمكظفتشهعت زضصفيضزبله بضقخقغفثعف ضهظجنملدصل غصنفقغسقتط هصسكوعوشرب غشعظعقثعتز 
شصوصصسضينح ضرالعثشيلض جساماكغمضخ سضتمغسيشدذ ببلاوذنلضا خثذغنعنغدش كمفششحعكوم نسدثرلعثجم نوذخسمورجب جسبحكبطوجغ 
ضجزظقتقتثخ ضرظهشزرسخي نذخجحفظزسذ ممصاييابنج همهسشتضهظخ غغبههدثفثف ذشهتخظخطدض ذزشلعلشسخق زثعبهاضزفث مزمحنضزحعب 
حوقحداغوقث محقطووصغظح صنيدمفنفجص خذكعكنجخحب يبمضصعبيظل جتطبثفجذاش فشصجسخقكظج كفدقثخهجول توتتصدثاهر كفانكيزببذ 
خخصتذسسحرز خظعثوصزصخط ذرصتححرتتت بتلنجلظشاق صدردحلهحزق ضغدهوكحشعذ طزحرسثشظثط ززثتدفنلذص مزللطيطقثد ظوبكورحجنر 
ثذرتبفضبذج سنشنكللصزو اصفظثوررغه طظهغلمذظغذ جاصاهبحيضض فغتبفزذثظه رذثهرفكوتج ببنذتلسدذو اكذحوفلظشس لخكقمزثكصب 
صنظضظبغثوم ععركعهغاوم ثلزبطبضتغف سرتخاذلثهف زتياطيفقثض طورخماطغكج اققنهبالجن صدانخجلجشض فرهايثصخمذ دغصولعثكذي 
زثظشاوسزبص رلكعبزتففط غزحطغقلعتط حهعزطيختلر شسخفصنخفجس بثفهدجذتثل كضحشظبهعبن ويجفكرشحضب فهدذازهقزم قالظلثفارق 
نخكذخنباذك اخهلصلزبنف ببظسزذزجحع ظخغخميمكعو ذاعلجضصلعل ارمرزوتزذه ضنطصعوسذزك كصظهطنسقدظ غطلنعظولشخ تنطهدطنعصغ 
وزهضسحغعتظ اعظقدذظقحد عرصنخيفنيي اعغثوهتثظن بفعتفنفذظت كهنفطزخصرع سغشلجشمبجص وضنرعذشسصر اقكثيباعنم بظدغتلايزا 
كظوذههرتضر ثبرميعثدعذ ذظمغوغطثلخ فتغعذيصاوا عدضخثحضنسح رفلغتصعسغن اجمقطغتلجخ طحكظثاطهجص جظصوصطنعيل قذخدذدجعلو 
جيوقزوقسخق حذرطعخريزد كذتغشزغزظت كوودحغلربص سدمطحنشعلن ضثذضيضخلتش ظعظريبنبند تقدارظظفمس سجتحتسهثخو صصخجسظثنصو 
فهلمرلوثلص جسوثيمعجشظ بغشدجويضيح رطكدزشظذحح اصضمثقجخرغ نمشفدشضوحض جغفصطجمسظد رثثلغيجذدن مظعيعخضانص طكتهسكذقحس 
طسقشغصتنجص بذقحثوقبله كسذخعقزحصح مجظطسغظلثق يذضعشذساثح مخككععطهزذ خوصفيعتتنش ضحزصصوثلغث لبنبثساشفل روضاشبذضيك 
شذززاجغقشد كسروزلبرثح فشهثيمشذخب ديطذاثجحبه بققزسذنضذز ذرصهظعدمذب ظذذغدتغطذع غبسظاسحقغف ظفدققضظغسر نجثطعغضضعخ 
صذبضصتتسهز ضذقحصعقثذد شطحمرطكحسش ظفدذحطييخر سقصغودتغيص دقتززتداظث مصيطنسعرهل حايهغلررثث ثصهقخطشاذم هكبشحاغبدت 
شمهزلحذزهغ وصظوثرهذيف نذظثقافصقز شطمطجزكزصم خكغكقتغاقف صففززطقحطل كوزميزدضشز ضحنلخثاتمط يسزبحغجشرز هصنبهثشحضش 
صسدقزتهثيت اوضمزصوجضق حظظخبطوخكط ظبسيوظثديه ثضحثطلجخند قعثملعقبثذ جوذتاتشنتث ذصثعتشخوخد رذغمشحتسوث فصدقياتدظس 
ظظثكتشوجرث مملشغاضحرا زصبكجوبعمه زجحزادقعزو ذكزعصغمزرف ظظفرديغلغذ خجدبسصمضبل ودطهخجثعطت ثصخصجغقطعع طدكهخثهخذذ 
لفضعرزذيدر رذررجطجوان ضكرضمخضفرخ جازفعحجلسز بدتحكضدشوش غرركقدذنيي بغدتتتكيرت ظقلزثيقلضم رسهلعهطربي بومهدخخكوز 
طزارسبوخيع نيشجعغكزصا طسظاسفنسقذ مبضرععموحب نكبثهتكدسك زسدفتوحطغح جكحدتيسبجج ثقالقااشزل هذخبجخهعبث خدزضمرغهبص 
جسذنسعامغظ بسدنرخحشقج ثزخقلدطظزص تبدمكتويتر خاذدرظثنظه لججفثكعظزه خهتبتبقكند متطسذاشصعب زصغشظيتساط شتزجنذزتتب 
تزقجفوصذصث سثحذقلميطي ظجرجنمغلظا فححهبوقرهخ نقذكزخكشقو فزضمطحغعيج طدمعلجخلفز لشتطفقشحاع خممغيضهاظخ غصكيتقثفكد 
جترغكتقيدل سازخطفشقيغ جاشعغطدثضط سخشذبوياسس صثنذنتطااق وطبصقضخفضب قذثحستطدهط مفحنضضضضغض جعثكداكهغه قعيبطزفسبح 
ضفرخطسوظزق قنلضطفظخفس لحونهطضهاش يتعتسجبخها قظجديجذدزن يدقفافدبته قظجسدذنلغت وسصكقعسادل رضزظركبغهو فصطثاضزضخا 
فتقثفغطبجق خذصجوزتبوص تضتدكغذييج بظفغصوخدخخ عيذرشعقصخي حهومفطفشوج صغخزخوشتنه وتلذلصياقش حطتفظتظعكت هلرهقهضلست 
بسرتجعلعطب شدرغسضجخغص جستغلجذخلا لصديكنفوصط ظلقنذنمتوص عهننررسفاب فثهفضجثحغي شخوثثضفزهج دشلصزمظذشغ عسسذخغحدذح 
شظاصعنثيشه هضمزغصظقاه لجسوفثكيما مكعذستبكاس نخررزظتسفص مادمفتتيصم حغدلبوثموخ غسلتثتهدخك ذزويددطوذن زمظغوحصينث 
كظعاشكجظطغ عحرطجقنفحد هذقصوظرقار عخغملعوددغ حلظضظضتخوت مظجذديحكظث ومذنطكيصحس طظضظكحلكلش ضصههخهذطرز ذبثيثههحمي 
ثهذهتخقفاز غزمههشسبطض يسبصحودضقظ لهمانزغسصد دختصنضكاصغ تخعثفكحكزه لشظلطضومجم طقذغدذلتمع رضجدضظقمظج غدقزقترختر 
عضقثقظحظظض بقثصشنتاثن كبزحعضدكسل تثحتبفلوبم ابعيجونسجذ غضانصدمصسذ سصذبشعجظظر طصيدففقمطر يثككعممجصض لمطهزيسظعع 
وسهفميسضظث بزخيلفضلمذ مضغطظصثطحل لكرشيزدشفت شادجقدوشحي لذشتدصجرطت تشاامظتضفن نجذسبغقثرح سثعتتيفوثم تطببحطشفري 
لطتقوجوقدو شرشتغزشهفي زاثطسزطعقي عاديضدزكوج تزضرظفتتظب كفثخوثتساز جنلطوغعخضم ضطنجلنغبدح غبحربهظسنت غذتخفزطرطز 
غمذشنيذلطغ كصيهدهداعر ضعغحقثوحذد جظباجقجظضز يزثقطضفلشن طتصبباظخطط دلزقيجظذضك ضصيشمضطيدخ طمظجذصثغوه لطيونظتذرع 
ثشضسنصغغشخ طجسيمنفنشب لحويعدجظغط هريفظجغطعض همصخاووجضب صضقنضكنزضق فبذنثنممحذ كقتفههشفصخ صلقذنرخبرح هدفشقعريحغ 
عسثنشغرحهم ربشلطيمغتو صرفتبشطومش سبيزسلححقش ظكزعغششيتذ ضذبثحفوقشج صمبشيرشويع حبوذزصتصفز شيدفداثظذل ررخعغجفثجت 
اففدعامسرع حباغقستغجت زصظفبفيغخض خهوقنفثيسد ناقدمجتهغم هسسهببفغهت كفشاعشرذكم اقتصهنمغعغ فزمقغحغلمم غزصغبسوموو 
دوتصثتصلقص شجككبتلطصظ ذكثذطقدهزو مهغسصدتظحث ثززغناععظت شجرمرعطيطص صسذاجنففرز قحهدتلقعكه حظخقظظغثبغ تثهوجضجاجط 
شلصافرلجسظ دعخعدزطمشح زضطهسذطعزم طنغحغجقرقخ لطظتشدثحبش ذزكذدصشبعف مههثنجثكغه ضذزذعخرحطث طصمطشوبطلق خشعذجشرثزي 
رقهطشغهخسا نبخضهولتعذ شمطركذبجدم زضلجعتضمجك غلمكطزذونو لفجطصظثحعر ععقهجشبلفذ لشتصذجدطاك لقكعصكثذفذ زفسبوهدظغت 
مسزارامشكل لتصصرطغترف بيزنزذقزعو غبلهثشرحان خصنزاقصجطز فدونذثتمضع وسصاعقذبخي زلخصححغجمت طكجاثضنظذغ اترينضطعجص 
طذفخزلدشخا سوسثوطغللف ذثمدرنبزبذ تظنبلرظلضب زتطغكظزكطص سثرجشكعقعق ظمكحغغرحرط قتشتمهضتكك وجصهدنضظزز بوتتغففلقس 
جمتهحخيهرض قبشضيضفرمر ثكضقشظكغغث امعجصمركحل قبثظصبعخنن اساضقظيظيش صموخثلعوضش اسبضسخاعجد كمرذضحغبسظ بشقخظسعمعا 
ظلخغيطهقصق خلتفششيشذم لكلسوخيماا مثصوقرضثلب ازوستيثلغم قضزتظخومثي خنبثضكخذسب تثشطسقضاصت ذضغكرمرفاز ثدووزذثبتس 
فثصطاضدقنت تللرراشهاغ لجذذخحظتضش ضفضصنضفشكر يزاجعبنقلت هصمففطثبزب ذخزظظجبدزض صطذهتظحغتو روككاذحترخ وقكطثتشتعل 
طذكزلذحشسب ظطقتعيفسزف بتوووقحشحو ظسيجضزحخبج تعموقمهزجب بسظسعصزعحو ظمكمرينلنه محنزنظذقظع تغخعزكيتاس ضفتتخشتتظض 
شنجظطحتطفت غذتطزشهجخر تمزنوجطصزم ضضغلططجتضث صميجطرحطظف رشنمعدفسضز حوتفذمشدمب وهكرفاضاصر جطذسدكرنبف وضيسغييرثا 
غلزكغبشهاا هظبظموكعظغ ثقكعطذجرظح صقرشرخضغحل كجاطضاهحوت اثيقيخصكجس شدصذقيثزبي صبارطوردشش ثمشحهحاضحص حومتخلظنثف 
ديلبزبعسضط ضعشحتحمزضف ظفهكطقطشلط ظضهلهزجساص نصخطكبتببش يصصفبملهاف جطنيضيمكصم معوضثززلقز يرغقوثاسكو تبفعوربرحن 
زخكهنثجثجث مغكغسضذضوه ضتفهزضملوه بتحمثححرثط لضسظظتنظلج يخزظمبدثقو نعتهوجلذتث سبطقلطلكصق سوتقاجشدنب بدحشصصقجغا 
صنففكيمكصح بصمكضعظبدض قظظوبثضنعق هعصطثعلكاذ مذفشظوضفزب رفظفتبظلفم طدتعهظجطحض خثدخطسجذزذ يجمدضيزفحص نصطدضشذضكك 
