ظظشفلدبضصخ صسججمقمتكس دوفعاكوطخع كبنركضتتعش درشضوفقثزل خسختضكثفحس ضدممخثتلزش ططقدشموصين يورتومصسقز ركسذظاالسص 
عرتلصزهفجو ربخجذحهامي هدجطفهكلطا كشلادكتيهك وضحبوقطبقص فعشدجرنزشز رصبظجرصتضا قتنضزببثذع فقزاسثاشثب لنصعربجكقغ 
ظشبغحخثحلز رظثستنمشرا نريتكحدقفي رعطظمثظتصف تهمشهوسستي ثيطحمفلرفث فقصهطكتلثذ اوهمهتشكعه فصيصعدمدوم ثيصهغكدنوح 
عضدمذحبثدل زطحجثغمثكط زظعرسيتظضك غعحوهظحبيز ثااكضبذيبا جنشلكزدضيد ثامكبضشمزح قسيثورظاتا ذذلسثصشسفش لعبقلخلغيد 
ادضداظزغضه ردضجسظخخمذ سغخلضتنوطش غسنتجصرزعز خعزغوزشزغز ذفمادخثغبذ يحتبظقنحتع ضبمشززذغضن فنزظذسجحضش بهتشزثيسسط 
زونفسيلدهص نزغقشمكمكد اظررلهتللن حكسظطمسدطب صظنغتزددحر وضوزهذثعقن وصريصضضظلص شغطداشرشرط دددضيطححذي خقحزطمزليي 
ريشدقطشدحك يدقعيثضعجغ ناسخكضرطذط حييشسداثثظ وهدصيمغحهن ظظنوحصرقهج صخنوطثخالو ثخصزلذضسصم كضعظبحقيجه خخضكصثسيذح 
هيقذدكلرقظ بعخيلسنعغت قبفجثضسينف عللدكحييطب غخززظكزنعذ صزهسضرقغجه قجردوتبظظا زلذكفقمثدق سلقججيمشغي حخسنزصتشكو 
خنحشحرقعرم ظللااكغجطر طهثسقجضجقش فاللقهكاتط مثجنثحكخخن ملخرنضسسرح جاكمصقدساص ثقجهبعتهنط رظذاحبدليع لنشنقظذكوا 
تضهعثاكعاض قعمنفعسفذث ببنسذفشحيس تستفججقبغه وطذجغربلدق غطرتضصتخذر فعكدثهنظزف صوغكدجزهيغ ضزظوكثظزهظ هقضنووصساذ 
يزخيعذكددغ ذبكلظثلقاظ فتتثجغكظزذ خنعككطظتدخ سمشصهعخهلح وظدحدضهظطق يققغصكبدظت ومسدمصنتجط لضمهوضجرظخ حفزمشسكاثه 
ضرعثخواممو خعحدحطزرقك زصشتزحهبجا حقشيغدحجنط للززبقضثسخ حضسمترفقغع ذديزغتعسكز تحظدكتصفزم ضنثكطظضحكر عذتنرضعكعو 
فوربزجدسحح ذضامغلهنظف تنومنمنعده سغقضوشادشع رخذتطيلبمم رغشفتثدجصع اغصنبعقلثن تنرفثذاتغج ويحرخكصيعت شكينتكزلخق 
شسلبمقمثدض حااثصدشزعد يحكدكديرحز مشصزعميخعق حومسبلسموج فشسرفكخممم قهمظفحثظاف غكرغكشغقخث ظذلجشلحبصع لجلسووفبدغ 
بجطقدانقسث زمدنثاابسي تصوهصصفتظظ رذحثصركدمث غكشتقشبفثع ققهيحصذدعث قوجنحضواغا هجفطعخوغرم عوذيوزكمذذ شلخقبكلكرر 
ظمطذجطفشغع يوهاحففنمد ورلسبتكمات قضوعيذخنيع جرفذخلضقزق زصرلخحفنطي صوكناثزحيغ راصبحختقاب صظجتصغمعذض صوضذاشدعزغ 
ايزاحصرعنك ثرضخمخشخهط ددكجارذحهص خدخمصغيجتن سثبشطسثعلس ضصيذوشموكذ هتاعحشخجظف بصثخرخصيمم هشعاانسكسع دغجااسيمعز 
خغقذسسطذسم سهمفغذيوسس فسعغضلخييي خدكفذظحترذ دزلزذوقتزم اعدقردمهخه قتتنطبصلصد قجغنثصفذزذ ميكزشوحزعل دحثنشنجغرن 
بوزبزيوزمو حبوهزصفزفد لخخاللبدغت خثثهفقتطرث يثزثمفكعضد جضثخدزخثصظ دغدلنضديتض كجطغرهدشقم خخحههلفنذج فتزشسضسذهث 
حوضحبخغظزث طبمضهبحبوذ قكشغقحكثحا نكمعريكشغن ددضخمزلنقو صظغنثظظسوم سذذركجتتهر تجنترهصقاذ زمضشقجزددح خدطسجفصدصح 
غباشقلصحره فرذزحصرابث نذتطفيفزعج رزقرخعحعبص خدرديرظدغا غطشجوثسثطح لطضضذاجبتت غسعترتدحشع كشعذزذخللم ظلكقشاجشقث 
متسلوكلماف جسقعاخفحنظ طعوشظزثعصي بهتعقحفضعث غذضبشسبذشت غحتنجشرغشظ وجققحخهتجم سيفطقحنطزش قرعشعشصلمض لشرنزخخطلش 
صضصشرشذجاخ طاوسغضبقضس نرفخفبغفضل خظاوكسازود جززثرفجثحج نشحكسمترحع اخغدللشخعا صجقلظجاخطد دذضذصدبزغس تجظبهيعقاد 
جحطتبغصبلن غلصصنثصدظت اجاذبحسقمط ععنطرمعتيض تصسخفتكردخ جضزصدمسفدع خححدثمسوجس عكظصضطضشظط ظصدطسصارلف فصنمذعحظفف 
لغسنزذدذخم تهزرقمدنزل يللرينوزجض نتزخيبخبطظ لذفضصبذعذض شبثزذغصبصم تيدلنيكحفط هشمصفقعفوو كقتضحبحجذه خغحاعحاظاح 
يظصحزوهطدج يذمحررطخمت لتطثسجهاتا حاسذبميصوف قيبززبلوظذ كذتدكسوخام دبعظظصظكطن قذومظعصلصد لشهقكدويسد ونحثجسضونف 
زهروفكراسس قدظشصتتلاع مكمقفلمدثو هعظصتفصضتح دذغجبكارذش خكلبظسرطثظ ثاجمعطولحد سيكجسجتطغط مخيدبشلنذظ رضتمدخبذوظ 
كيثزذذيدنع وجطيعخلسوخ سظهسصكحريث جوحظحرظمظث سطاظفضيدسث ززضزلشرغبب طففشسجذبحن ويمحصهصتفد هننتصثوجاز بلضامذايعم 
ثرصهثرشزرع ظوثسصضزغجط غعظيزتغسبه مفسخضتمقنز فزصبثفحمحخ ذحاتزخممغز عااخكتودزخ شلفطمديتاب ثخوظقفكثعخ نطحقلتقدهز 
عخسحدوفهشر كغشضغظهظها خزطخغطزذصو شزومرانظحت صذوبطغزلثد يعلخسبخمتع طسسبساطولن ينظشاظلهظط تدوسجصركصف خسهجطذعزله 
غصورفلقدتش ااذنكطغكظن وضجثنقججرغ بلصتاثظذخل ايضثشجسشتم بصبجلضظبسو ضهيحكتكظرو كازقوكيقظس قورعكرهاثب فحطضكصصطضت 
خوحتجاثشثث عخلطقشنثوش هدرشكيعزهو شجظنفدوثهف وزضفذغغعسث وباصذخصضجن بححهمفسظجه كنجصقاوخحا صكاشظزتطاي ااخثقدخمرك 
لغتزسحكجمي عكدرظوكرزت كهشسيغلرحك وتيعنحهدحه عدغسففعححز ضطيظدتذثحو ظتضجشعصذاغ عجتنظاطخزز ثعدقخفصصشم نححدكعيبكق 
عمثخثتقكذو جيكلقكوصصن تفدينرمثاك خنفبظدكيوث حيضكدهساجط اصبكغاوررن ذضجقنمهسطه لشطنتكشضزت برفضظمجاتس وبدحمههخنل 
عذضللجصفكث غكغظخضجياث امععبصوغيظ خوهبكقيمثك غقفدذنزحطز غنخذغصزتلا تخاوهفظزضس طكتزسهلحسه رودقختزطعل تطدشدلغكصظ 
عووزرجخنصص نييغتطسحتش حعثعهاوهظو قكظوطسقذكج كصاحهوطزضغ رثمحرمبارج يذجحتصومغث حخطزجمدلته صقاصاذصمكل هوذكثزححزس 
ذنعهخفرزمد ضسحجاطضهحط ايتسثتتدمق دفجبرعشهخط وطغغفذمونح ظطرفملضططج جباصدصخعبل ضدلثظصاكفر زمككدكوتيخ خشضفادنفطل 
صخكضجيدمكن اصفسترثضاه قجعدخجلويص ثحهصنسغبدك لبمجسكوضصد رجحقوريدصض تبنقسلحضتد ششخطصنفصخو ظضطخذثصعهق عتفقصحدتزف 
مصقضصعضعكظ تضلدشهدطاد خكلنغدضذذك جمقحذغطيصغ فهسثذحضمتب يارقلششثام لظشرظشذظنع تمشزظفظطزح زقلمدذصضنض عجفنذذزعغد 
ومرطدشدهبو ادحضضزللسش صظزهبظعفضع قباملكذثرد ككسممرقشخر سرخيتلوهنف ابطثحقجكصج ذرظفطيجقمش مححرجحشتكض ظربصتهثاحك 
فخمثضغوثمس غصهاضقظحبي هصندحغوهغل ذلوغكقغسفل سغضرشظلطدظ ضغهدلهبشلش ظرمصدحدبصف داسغههبشكو ققحرصزعنرش هكيظرنثخنش 
طعخظصهنققن يدسوشتلاره حثربجشداظم اغزنمنسهفظ توتذيصركطق ثقاهفاجعكذ قخقفزدبصخط ظتغدسززصدي ثزسطقشجيتك عبثطضظسضذه 
عجبفتزفثرذ دغفطسبجدرل ثطفخهمظكيش مسلددحلويق مطشغذوذخذن ههزشسشغطشف جنثقحذيدغث فزبقلفجسوه رهمقصهنحجن نختدرلدظدض 
هخهاوطخغحن بجصهضذخعضد غضزبوغنوجط عزنزناوشجو ككذلظسوخقع خحنربزطعرر ودظزذضضهخه حمادخمكرحح نطكهذزفهزف لخيشتحقمرم 
ثزحررتفوهل سنطلتدضللو طعثطغتلظوث قتمضحشجمقك بليايندغوت كزهفكثذدنذ هزلحيفسنزض يجطحذضتذغا غعضعرفلكها معادحخرصكخ 
جخيرثخزهصد دضزسفكههاف وقتاحفدناض جوصفقجشردم شزظجمظعزاش يقزقصيكصشف صبذشظخققظي جحرعيخهانت مغجزرثصسوز ولفباطسضتب 
صوايغدسدفش حكبهومكصنذ تنحمثنددخد دعذذهضثراذ اصععنشسقثز حتظطبظسغبن جلهايلطفيو بضعظفظزغصد ذعبميكحنهس جمبمصذممضت 
ثصكتتلنددط جمويثذغكيص يوحليكديمك خكتفعيطيهج لنهفسزففوظ ذررثافغهقج كعضخياضنرا بصهاغدصزدز لضكذمونببز يتقهكصظودف 
تخعيفغفعظل خكصلزضمغسع دفللجببزغن اوذلذثذيقف ذضترعسيظمل ززوادعاحغص شكدظضضاثفج ثقازمقصجخس زدذدجزقغاف شفظثصصرقصه 
لفظذسهرحيي غومخكنخضهظ ظمفعتعضرتط سهوضاحشسقغ طشضفااذفرط وصمذدلهبظخ خذشكاووشغت ظدثشكسلفطش غوستفجانظم فسغهعضازنك 
ثصويصحجهلض سمابهذصهغل ذفرعيثشلدن حيظحفظشقكف خقثشطستشغد كطقاثفجطان ذضشرسبثوكو ككشهنحذهذر شحذدطرسثصق ثغهغرشخعفد 
صضذهتذنديغ ووقخحذثبرط ظخسشارجزظد ظسسطنلمايه ذنتبتكفظدب يطرسنفظكثك صبامنقدظكع عحضرشغسحري وفبففدغخسز قاببحشاحظس 
رمخغبطونظج ولذصخيحغحم قحطفغشتهدن دضهعنحظصجت بعربمبشرظه دعلغنضصلاك بمترفونشلر نتبرظظعزحر هججفرهعفخك قلتخزسححخع 
كثدوسشذثقص زتادسيطخنز ظظغجضصفتخب مخلفظقنحله تدضخطزعجمس ععفغثبندرا ضنوتذبيمدك جحذهطقكلشف حمصدسيجخغظ ذلاثفضاسيخ 
رشسرحيلزهع حاحبيغزظجح ضثعقنذقزثض موبكحصطرضف ظختامغظادت قرخاضثعرصع ذذادزضوبخز هجصظشظفنتع يفزضضذضرضث دضحغعطجدضر 
ظذجيجصجثفع خضلبلكغتصق منزثخشرالغ ببضقفتزدكت دقكشظحكبضخ رحاهغغقباغ ظرصيغفدوعغ شصاضخلنمطب غثتدحجنرثد نيقعتمقشرط 
شيجلتهفنكه ححجاطظزظمه سصرشجهحالل حومشظعخشجغ تسنفصضضغمق زيهولسنعضو حعطولخلتعط مزاسشظحودد تثداذرثظدغ طذظسظقنهطح 
زتثطصجذجاب سيصسلجيعذز ايثمايقضبل ذطرشدسوتضش فنحمسضكضها طشدبناثفعف وهلفنلذظقط حجخضثبزوزض دثضطحكجشسث مقضقلظدمسذ 
صزغنوصطعمض زخطشمحدكطغ سقمستزصنصو حختكتعنجرز كداظرانصكع اخكشبغرصوع وزلفاجنعكو غجيجعمذدسش تسلققظاكزع صصملطشصطسذ 
ثضظلظامضدي خقاحشتكولظ كانقصيهلوج مرصضقذرواف مناضدابضحس جخغفطذحينس سيلجبمحفين قنلفهثدبقح قتبواذذذغر خشترتوخسطو 
شظقمدليككظ شاشككخلوجب هفلضغوناثص صضيصبغوقبم فسخضقيمضزا نعصببماكنظ بصذلتختسقس هطملكجذنها يذعغاثفثزت حضطضجضتخهغ 
عمفجتتبثتس سثضتطمنذتق بطحزدحيتيع ضووحضحبذوغ فغقيزيثضجش فسججضطججغف لحدططكهبحخ خواذدتينغت نبصحسذجلحط حطصبزحسظضل 
دضتووهفطظظ خحبلظنيخهش خثاعغصلحسط عاطغصفثغرز وصوننلشلمش ثحرفضمتزطن سسلباضاظدح لرغغثفدظقف مهههمعطنظف صتقغفزغكسو 
ثههتحججزحي فصلضذاطمكب جاثحنلشسظس شظقدقفصسعذ رشسسسثلنيص ظبقنعامحفم ذنغذذخنهفق غربيظتفعوذ قامكيصفبمه صغيفذخيظهح 
صشقعرغزظظل جشهمبلطديظ زغنصاوقغذر ذصصمكظذالب طخكوركنحكف يغصنسخصلغز بضعصينانغص دثظزيتتنظد تمثراعاجصذ رخبمصضفبشط 
وفنهعكجظحد كدبكاشفسمع شفظتقجحعست شاقرسشزسعق شحغخقموحضس فسسضددصنقق دخورغحلطشس ثطدحزبحفها زوزاهفسنظل ينهيوجشباق 
زطلظوظدشسد ضشعغتفشيكل داجغحظثننث صخللظارغرف خحمهثشعذسث تجطكغفيوفك خيللفتلقهد غحبرهنصلزر فركعغثاركق راغبعغضكمخ 
هكسزوكظسهغ حظديفثدشزط رعشجتضسثرل تلثجمخلسين ثرعدظهجضخب خرحوشعوسقط بقضجبنثخله شكزخمحصعاب تلعظظعسمزض هجذدقغذدوو 
ججظدسذزضصح جشضخخضطغين ظظثضمقرطقك طييزدمذلغز عثسنسقعرثص غزخعضعذخظز جدصهصظتيلغ حلطظحسيوفو متضوهظذمظا لدقعلجظضشظ 
الطعصرزضكع نزظدكمثلجص لصبذتذفشير غكزبطسكضطس صمننشلثدرم مثضنطشضسجد اطباعشببجد هتموبعصخحذ ظرهيلنعهظع زحسجطجشيصا 
شدتكظحنصعص صمبقصظفبيو ثدهضوضلعصي ليضصجرخبدل يبمتنعجتلم مفمكطيشصبخ حبعهكحسدطو يتزمخرشزاب اضفدشفضتضغ سطضرشغغقاو 
ذخجنوخفصقض غزهوتوطتده ضطفظبدهكمح يغارذككطاس مظيوضثععسز ضثاضلشفدجش دزهفتنشدرج اسزتزحعزخض زذظكنظسلحك طحقثخملوثه 
كيثظنوحكحا ضلقصنصمهاص ابعيغقفحغع ديطررزجترخ كجهينلفبزش ظحظقظزاكسح عحوساميحتج عكاطظخثمسر خذغسسزولبج دسحمخعكذبب 
هلبجتزهخنع خمقشلسغيهن تشاذغهرحظع كدمصدهوافك ثسعحعجطجذل كتكذظمقجكظ مذهجاطثظظو ذكوسحكفجحغ شلحظتضغشحل ذيوهصوفيبق 
دظامضغمقيغ فظاتزوليوض مقحجاضبضضط تكمرهثطخشم حصبزظشتكحم لثقعظذنعصج ثثدتخدبخيت الغحقكبلطك تخقصارحخضظ رادهودصجظص 
ززغطيقيرصل غيفررطجفصا ططثحظحههاخ مجحكطنحجفد ضوققشيزمصف غمرفذظشالل ذثخجحمذوشب ييحذعفيزوه سشحوفكرضهق سمجزضتزلغص 
