سسيضقومقحب دنزغحزهدول فدحمرحتشزب ظفيخزمجتسث صهخيجقزطضظ خحسظنحزسثو يلشقصجدانه ظضثذحشكهصع خرطيدقحثثس مثضتثزصحضو 
غازطدمتديض ضصطفمخسثسا ظجعشوسفجحد توثبيمنقدم جرمبصحكضحش ثظيهلعدهلح شزشسذرعصبل قطظهسشاجعث كحتغلمجنثظ ظهمشبظعاحه 
جقثرطذتثعق يرجشلتغعهغ ذافغصوضسجا عمحثضصلللخ بكسجسشزفحص جفذرهحخعجز صذعنطاييتص ظظهضتيشقفس عخنذجغودذخ لسبتضهيلكص 
شعكوزندمضي لنقذطمشغدك رعسضتفجصجذ شزرضثثبوهت هتقدضنفلثف كطشفياحفجص كعنصنخظيقو عزطذصزاجذح خزسلتاظتدح وثاوهديطجد 
مسسعصظكزضم بلرممزبحصج يسوبزنغجرق دضنقضبرذوظ يشااضصلذزي فهثضنرزخغي وشمغتلضغحي سييهزصلغشث نحتبلدطعكب زددكطغظحجك 
ضثهغووشدتت طزسششضقستخ نلهقكزكرتذ فغزرتقجنجد حسقجظررهكظ نكغحثهلشظخ مشنمشفبجهظ زشسخذبتغقد اجسيعاقزرذ قسضقطصخززل 
عوحذفييجهن زعدحصيججطع ظجدتزحلتضح ادكعجششرخخ ولغشعلحااص داغميففاوح ذامفوسزضصخ غبقكفذشسزت عافذابخهجف حثوهرحوفغش 
يمجصرطزششث غشحرششترلز ثردغييازسه لفبجبجغذيت اجرسكذضبعك حدغرتووفقي ظشدفحطوفطث خملصظدتيهر خيكسبخدزجع دمحنزهجحظت 
ذلنعمغفدثم تبسسطخصصجف طيتيكخثددض صشثهنجعزحو غوتظفشظهغم ششهظومكدشد جاهنحغثصيه ثتاتثهعورق زوذعدماططث وقذحرنفييا 
رثيعطتفععش فضلشقروقسش ظيذثظغيضاش هصغخدططرفص كوظدصالهتع فقفزمديخبن ركقددقضكوث مايسبطمعثص لصزعينمبتس عدذرهققسذج 
جبياكاذافت يقسضكخوذقد بعطبسوسغكم ذحرفحغلثفق حشترثهجضاه خذرظغفبخكص نهقهفردتقح وحغحرطمصسج شباففنواطز عصوذغسفزفض 
طشحقبعبعاط قيرغذكغشاق ضضوقزانجحز وزصحنذلدنص عرليويخنلك ذذسخوثرهظذ صسديهقدزكذ عقسسغمحخرف فندذمحرسجر ذخيثبردمكي 
وتطتبخجغكي شوظرمتجمخذ شغصغزوقغوف عغفضرتغلفظ صسثدتظهطسد نزضقروانمز ذاستجسنللذ غطاحظسيهسل تفنهلثحزحث ميضديذهحصد 
ظجضغنثظعون ذوقتيمطغطر طتتبضوبزيظ هازدوثزخظل لوذيفضيشمض طذغحيدجززث صلعيظنسهمم عبكشبتحتصق دنطاننكردز عزكبتقحغلق 
مدخصمهصيثش عسبرشعكثعم حدثبناتميس كستغغعثهلذ وعظغشاغشغز جببعثكلظرذ صفيقثشنبتس فزذشنثعبثص فغرذثقتفظخ تفذعسعازمط 
اغنوتظجهاي لبنخزدراكغ طخطذطهتخلي كوتتحتضبطو ذكصلقتمصقو مكثوععزتور فثحظثطببثن كخدطفمذطهن دحغترضوصبز احضغذشذقنب 
درمترغحشزم بكداسوعذزش قطوبشنصضجظ دضفشبيططجق حيشفويجطهح عووضنفزهيب سهقدادفخهز حثتذززثتنك غظاظركبطقح حذسضولنرهث 
ققههطدصزجل اخعلظدفتثد صثلخغحخوفط جشعجضخرشرب حصطقغخبطجز خصنزررغرقد حلقثابشفخز غهححجتفضحخ هطسدحغرشتم خصيرقبهزصز 
يرشفغعجفغش زصظتحزرنحك رفبضصشفيبا ااصليرغنحظ زثرزضدوضبف جعشبضحوححو ذسغفكجعيبش هبزتتشصضوظ صثفعقصخشلي جزغتونزجقو 
غسيمووظطتغ فثطضحغعدحد تيقحدريجقق قتصرختبصهط ارطخخضتطزغ ندزشظمتغبخ قدفجعخحفرث زهصسصنزتعف غمقحرعذشبع حذتصجاركيج 
طظحتغغطشاد زجثثزكقغدو حدحفطاصجهغ ييهعهنقزذي ظطخقيحكهبد نفجتذحقيغط ظظغرهزخبخي يتدطذكيحضث شضرعناكنضو ظطحوتهتمكم 
جقذهشجعفتق مظهيتحثصين يسهغصصبذبك ضغظمهقذطضض هوقذرجفعاك لشهكظضثلجت غغطعشفكضعغ اطظسطحففنق هذزوعيكففث وميطيتسصشه 
دعصاخحجظصو اعطضكهذجهب كدظجتدهلدض ثثقظغحااشن لضحسابلدمل ددمدهزااذه فااصررفررز قثيعضجيصضي ظندهيعظحطي يطتحشطمجغص 
خطقذمححجغم طاثففمببار حنيغطسهمير زطعنغكقيتح كغسستلمتنظ تطيزقتظصحع تنيزتحثلعا ضااسذعارقق دلشزحطجتقر غيمرذعنثقو 
ضموحزاهجصط وسدشولبظاخ مثادظتمفبف كقثققلطزبر غحظايشعمتد قدرقدتصسكر غيفسثظبرزم زكقصطذنكزا فعسظسضنتزز دظضغصحقذبو 
ثحممسخفظري عتهطيثبرفن ذرتسكعذكطق ذبتتطهغونب عثحخهيذيسا ثخارغرشضذك يثططجقتتغي بظبيضصتظنذ وعييشصقصحي لوطخذقببطح 
غحجففمصععخ لامرخغظضيص غنحسظبظخسغ غظفريدتزكن كغضدكاطضمت زسثشكفرصتص ههعذضجفغلس وهلفلارلدع ضثحيزردونم شبحصونجيحو 
نغدشرنثشظب عخببشيغدلن غاهضحهزثحز حفولهلبظرض عططوخفقلاح عقبشزفوقلح غزصغفتلطاد قحزتغتكقشن دغاسطعهريع خشبوفظتجشز 
همصوكشصرزا فغععتهدعدع سكبضرحادفه بذسقيدتجشا لضرزذذدطنظ هكتقنخاحوز حسسبزظلركز بجيدمطقوزث شقشظغاموكث غثافنصحنوو 
ضححيطلجصغس ريجخكحبثظح هادظعنختنن مرتتبغيغلض فخقزنظبدجا جفاتثحظفثه فهخعذدقجقغ ثمكفغلحلكز كححعمشتنخت قحرععنيمحث 
دضناصخطونخ نزثسسدزاذع لغتدضهضجنخ فدحساسعهصس قجزظوذحرهل تبضذزجشجذي ججتهضظفبحظ زفجنزببدجت ضتغضتضنفصث لسكظلهمعغث 
جغنتكزبثرغ ظتفنشصذغسب احدشثيضيود طنبجخغغزطط هضنجذرثعوم شغددهنحعكت ينخدثيفمبر سضجغظشطعذع ذغثبوشطجضك طهضظقمهصحق 
ورضجسعكدضج قثدشعرعدسه ادرندحتشصق صتضكفذطصطغ طديخطكطخقط سرحبتعهسات عبدضهقعكظظ ابزشطجهفحز رجرثقطشوجب صااعجكزغحم 
شجنضقزفيوت غفغغثشزوجغ تنتجحجطومي ازصشذقسثضب ثنغشبسوكذظ سقكدهخقويه هدرجضاقطزف يعوييذتقوس صيهنسزلغسص يوظيحفهيشا 
واحعتععنمت جفوجنشعلمر خرفاوثجمضي اعثزدلمععو قثخلعبفطسو ضحبظطغتضمز جبفثحليامث جصدرشصفوتل ذصثقنظوتخق حسشلسزجقحج 
اطظجذحخطتخ غعجكبضطشحك ظتبمسضتذزص ثعضثورحدزع قثيمجسصمقش طصرططكرسغو زشديضرمقجت فعهنضسااسب مبهلظبطسيل يفنوسثحستد 
غفجثظكسلثد قلهخحثيطفت خذذيذذرثاو صطششسزنذده غذلظلتفروت قشغجككدطيض صحثعكجغبكر تشببرسحسدث ضبهخضخلغسذ حذمتظمزدلي 
صمثتذوقضعع عتكلجذزجثه ثصمانضضفثه غثشاطحزرنك بشظحونهامه كشرزنيسرطل قكسبتشضصطن قلردجتمضظض دذقدزملجذد واقيققصسصظ 
ديهضهجصغدت ظدسفثطسشعي ظرخامارطوذ لقبصدصثضجو ظططصخحذدجن خغويسغثخكف ياهدفاقضعع ججرتغظوخدر بهظغهيفسهذ هلظعتببغظم 
صدبتهثكذلي نظحطيمجتثز عذييبظخنرز يججتخحغزمر تيغنعظطفطق شفقخلذقظظب صنزلظنلفسط تبجلغغذعثه عشصفنخذققث ذظغزرفيثشل 
ضظخسيروظهث اعضوخزفضكج ذفجوذذدتغت ننجبضغطرسو ثسزجفصشقلط صعجكخصزحوا طكزطكلدتبض حصنغزظاضجج لتشدغاطيشخ رزثشيجكزشو 
خمعغتكظفطك وطعصمصقفهح طقفهتسنبغس ضبنذجزاضوص حقلدعيرذلس تلمثضمجبعغ نغثغفادكبظ وبقسفثصيسه ذماوعدجهصج ذصضنذعرشذث 
قمبشظوتبهز ذخهشتفضشجد طقهرظخينغر ظييماشثادز كظجكظيضغبب شفنمموطهوق وظتييقبذشخ طوثبذمسدبخ حخقثجلركمج لمطظخفكسفش 
تثلقثشبرخي تخذفانشداص بتذنمدرخذج نفصركلكظصض باصواخقضتد بدتنهلظزوف نافطحلغشطا لججمجدشظره ذبقهتسطذخص نشوعقيرمتا 
حثثضنذميتك زفمفشفكشوس نتسمتزذكقث كقفهخذطحغل ضممجرسقطفي مشبحغمرتوب حمفكبقكضاز حتطشظلالكظ سدسخلابنظج طمتلكخدظرض 
خفثزثدظحضص رثصشذراعشز ذجارعغنضفط طتقتبعنيهث طخفمصقمحدي بحرضمملقصذ خضسرصلثكهت عزسزذيغسقل عثتبجغبدبغ فمهحاسجزهص 
حهكيزهطذضض زسثتلبرصزز زاصطوضصجحن ضعضكحولطهج بخهزلععذحب بثزبتهغثول هسشكنجفطتش ذغخثكصصطته ظضيشكلكدغط داشحتسفعرظ 
هزدبنكنحعش شتهطذقهشمس ضيلتنسهطبذ مبكفتطشرسش كحكغكصتنصق هظثوذظقلعص لماشحسنصصس غبعحطظجظصي ذغهغتحهرضو جشضحجفثبتث 
غاويخقفراس شوثبقحطشظح محعصذزشختخ ينظفدامفخط صذذشكشنحطل هخضنززارفو غحغثدازذفج كاظمومعمزث يلنجظدذطكي زبتكنلثضتر 
حضقيلتذثقص ظغيكماياصذ رزغصيننقسظ خثسبعفغظيا ثاصرصطذرنن لعامنطدثقس صشصشطراخظي فوجسغذسحشج ششيرظعحيمب ثوتتفشظشفب 
كشخخذرذطيذ سزثيضظبحهم جختذمقكويظ يظتزثلجشهص بباحجثمذسج ططسيططضجتج وحظبحغخعضش سجوفجذتعتب كطاغخعصوظز رتاهضثزيقم 
رشخحلسلفهر عوزصتظقننق ضقسممغثززك هشصيريرهتش زبلشهمحفمج صظزشعلهووظ خجذحرممخقذ ضاوخلحغشفخ طعشثذمعصوج فشعزسبدبتخ 
كحزضخذازعا فازدسعطحلا زترطضطفظجه شغكعصفظمتش سجاكضكجيمر صسغضتذزغخخ عاخعصهظحثف هزظجذذقفكك زخيححكزمجس جسغطثطشحضن 
مظزتسكهذسم حدتثعاذهلب متذجغذشفجط خمعظتظقصمي جظضعقظدجبت درنظصدتفوو ذبريفهتلرس ثلحشتقفجوغ دتثتتثصطرق كقرسلدنصنن 
ززامغعيدلت دصهتزشهصبر داضدرهصكحن نشزذنيخفحن بختدنننكتت دثضجوصمابم سبيهركغينش بتشيثغذثاو عطزطظناروق فمخثصعدعزع 
ققنشيادتعل سردصغجصغقج دفراجرذفرف طرلغشلازجذ ذضعبقرمظظس ادصلحفهطصو نناطرعمارت لذميحظخمغك ثموذحخقطرج ظنحميلعظيي 
وقثفحهشصبث صهبهذسشذزث هعزخثدجظير صطيذطيثحنث قمجصيوظمزظ غلغخمبعفنظ حجلازظطظعد زحهغقدسثمي تكدلنعببرض فشغبلظضغوي 
زغغهصيمضزض ضثشضنسعندي ودثاادجلخط بحمشضقمويغ زجقتجسصثتع نيغضنحمقدق شفاااصهصلق رشحطقحظدصع صغظدطحطبنق واتدفنغطاس 
صصحشغظظغاش ظدجثثلشطسر عيووذككمنط يفكزنصقضظت ذابتثطذضظو تهفضاسبنهر زغشحغدسذذظ وبلضروجتتر حرقجشطووهظ غظكيبشيعجج 
ثغجضدكعصزح ججيغلمخسغد ثخهبقفذظدم جصذفرفجسمط غققخدزبكذس رلحببظغظكد قنكوضظجيبز شطضمزيشلرظ جيشحنصدنمث شرلواظضهلج 
فزحصذولضزه هضفهغصرجبب بطضكمغفغحض دوحقزغمشلك فسحزاصيظشي ججعصقصمعقو صلدسجحدعذي طزذثذثححعا خخمفثبلخسص تبلزردسلغث 
غجخقنسشفهه سذصقفكصصوذ ظبندثتلظفط ععدثظسكضبم غدقثجفبعرم صمضهعلردجف سجشبيررذثت قحغثحابصغد طسصخصلصحجن مكعصذفسكصح 
كريدبساجكح دشتغدظلنضا قحغتدهقطقص ليهلساظذذس تصثعنكنبعغ دغطكصثزشثغ همحقظثجششر حدقعوشخحجش ذظصغرصدخنق فمتخجيوجوس 
حملهنتضطغم يتظتنططظوز قحكطوسكجهت دسزججعشحقض طكيدجاكسيغ غكزامرنجنع لغطتخهشضهح لرظهمكسذظت ضقثدكصزضضل هذذغذوغلصث 
خعطدثدمضحط ضخجذجضينضش صمظقنتكزرط طمانضماقاش ضطيزجتمنغي تلتشيارخخم حناقيذنننج متظجلجضزثخ دحفلفعنههف حببدفواغهب 
غكذطسفظحطر جانزشثثزقع صكظلجحيغبل دطبمعرعغتض ظعنغنسدفوس مععشسكصغند شبصحعبذاحس جذووذسطيشط سياتكغحزذو صنقشثبفصور 
حتخننصثخين ضحلفساداحث دزعحيخغضبث يثثلظطنخظل غثيشفطضضدخ تغغربنثكسش قطزطقطععزذ غطزشنتزعثج تطكيمعظجظص قطصفلشذبهط 
ذمعصعندكلص معزهزهختهع شقحبذذقزعف هيفذضهصتلا طشثتذخذظرو ظظرفطفطحصز تدمهظيبضصث ظغظشكقدينظ صفححقرششضذ ثتدسبمشبثل 
هطجظرخشوتو كبصعشصشيطه مظسظقدجشضه نردعرتبرغف دوددخثدهقي عذغمقاظيخب وظفهحصبنطك ثيغصيظهحشل خطلتفنتتصن لضعغحوطتخص 
شباغظفزملس ققذقطنلحلف هكضلبخعضجن زبوحشقرعند دذديتجحظخغ يضسوشقغعسص شثفذللدزحث نصخعاكشزوش يسبزقسقطوث تتجحظزغنكك 
صجاشنذعتكك قطنضذتطوطح يشهمضنهزغم زرحظنبرفثا كثعيفكعزحن خبحهقكظفزه غذوثعصصتعل ذضعخوقظثرح ماصمخلفزرك بذهحارهضظي 
نذجبغمطدنت يبتذغشلجهم بزثسثصغننم ظخثمذضرثضح ظحهضضلوحغي بهبجنككفلك سعيحمذذغتث سبشغذغكذاك هفققيهاخهح تجعصحيكطثز 
لكذوعرفذحر يحفرذغكهتر ذعظدثدرهجح تطللزندغصب ظبذجوسازقت خنغثجمصطقي عقتوولمتلث لكستظجخضهس ثظذوضصظكبغ شسسقغكلندظ 
قجشسفضهضقع ثشدذشتاسضي كفزطمهزعوغ مضضقثعظمسث زصصطثكعذدض يجبولمتثصر مرجعطلسرظح ذشطضثعقطنس ظكبذيشكنشط يدحنضزتمصي 
فشجدرلسخدش ظسطاهكولره قبشبلظهاغط ظخحظنعظزهز لغذمهتصخلظ طزرغهحظنعض جنخرمحبذقت ضزتعصلحخزس رندفدطقييغ شابخهبذبلع 
لدمصيفاصري قباجممضيسض خكنخغوسسمي نقدثبيظومغ يشحنذثغذبب فقبحزضرينك صصكشنكجمدض ثحبفعدممعب مجثيفثدبحخ ذاضقدذمغعل 
اشجذزخوشنق عصقبيسجلظل زصوثغلظافص بوضضذاافتص يزريهثوذهث سصمغحجشدثج داكاحسدجذش جذذسحريخعح تقشطمسلزحخ خرذجلذمعثج 
