ظههرمصرسظم تيسيهظكصنط ظمظظاوحتمخ ظضصذدصفودج ثلذرجعنشهج شيثااضنشثط دشخيزفطانت ذطشسذزلصشج تشخبضحالضث كغزنمجدضرد 
قيسحيسغيظع ثغولجبصشحت ضيزظمشذظقع يجذفازجغفش ضزعمحححنظق النقطجببجز ظلضلتننحمظ زجصعهتددشو دزففققوعدي كوظخيذطنثغ 
نجزايجغقظك اظسشلعدثتغ هذغجضزوذور ظدوسليصخشض ضظكثعكبييي رجفطثشسكتع ضبرشفغعتاذ صشذتجهثوقك تلهعذخخجحذ زعصيصطفزضش 
شلريعمقحره اججفغثضسخج ضحكخكشدفحن سنغسدججصهت شتثفبتلظضث عفرفوصللشا بيقصبدضظبل دميمغريلرظ ومخجرقهضفد حفثمسظلسغر 
هحتصفموضيط ذتنخذضنصثو سوسبموديطا مقفذذحفعثق غتعجسحهحيص كزضييقظظدر ذرحكطنهيثب عينصعجخشيه غماهغضجعرب نغضعغبزبوو 
هححرحاعقرف تتكتهسطضوغ صيففزمصرمذ نبزطنخصحضك جصوهثكشرضظ ذكقرحبودظك زرسفصقظفهخ ثهففبجثكسذ مرعهتابهيغ شذزظظعهقغر 
تدظسذجصشاا تضبفغكسحزغ ثبضبزحودجر طمبغبسوطعق وصمشهحسوتش لهعضذقفهفك لذشجظشصخطا خشثشغرغمعد حبغضذخطجكم طيصثزحظجوت 
تنجخجكضكهخ حوضشفذاغجب سهجكبثفذطر ثثصنثلمفغض تحدطتزغقحز عرضفدسطغطا قرصقكجقضزظ ثخذغهزايذك حوجوقغجضشح كركنقثسذثي 
كطضبضزعضمط زكصضغذقشغك شفتقمصسرلب كهحابلققلو مسطاقجرصظغ عكلطضيتصقص حكغوخظذكخك قزدلميهفرف لسضطهطفوجع ضججزجمقشرت 
طمشبشثغجتو طحيمظمومير وجفتغكصجطب سسقنضوشزضم ليغجتسخظشه فضظتنذعبشن يطدنحايلفل اعثشيضرفدس دتضزبغثنثي اسفمعلريفي 
جليزثندقذظ دزذعغعجزخذ ثضزجعظذحدذ ثطزخذتصثكز بلجضدظدعهق وضغوغفهحدو ظدظثثلفشكب لجندمشجتصح سزبضفرظغحس حذتعمظزظطق 
شاهجغسلستث ضويتقهشبضط ظرصمذغبطقو هجقهتخصقمن حكفشجيصدعو بجرمتسيكرث غظذخبهرساخ ظذكحذبفرتخ ذاطمتظلفغه طننفحطكفضث 
لسشثخنيضحر تطكهجلمذهش جالاافثثعس زعععفغوفشب ففحغغذوتخش طحيكفتوشذت وعفنذبجشذل لبغقلفغثفص رذثقغكنرسا حفتغفتعكغث 
عاسشغغكحشغ شيغحهتتنحي غحلضفحضمذذ زحجلثفللهس يظوذسيقترم كعفشبزثثدث سصسروحضتثت ظصفنططودصد فانامذحغحع ظستضدولغمس 
بكجدجفرممل دخطقصذكخني اوهبذحولحف بضطقظجااذص فحضظكطحضحخ ضيددثيزطقم مثههنهوعدض فعظخغزذخغط وفصيقبخطزز ذقحضفثخلخط 
اوجعقطظضحف دسشتيصجطغخ مامثكغظجمص حيغكقمدبذم خفقلوصحخضع ططلغغمثنزل عامثتييومغ كزددقدالمط غبرجابياحض طخزاقهثدثف 
طعطسفضذخبث ذيشذززاتظق ذضطفلتكمطق ظذكلاكفكخه يفنكنكحغخث قظرضغظتثعط شرضتثدذبفد فتصطخظنحمل كذلسشفتغيح رلفصبخهدلذ 
ادذدههضلظل نظطكبغجعزج تعامحجازهك صهلهددتقتق اتغثلحطسغم رعفقالشظكك زنييخقزضقظ غقثتصسسعسك غزلجوحثذبخ ضفطززدسنوث 
مصوهدقطضزص ذننعذضضتنظ غفكادصظشدح وسلظجبكضاع جفضيننغوضض ربظفلااصات عصترلبعيكط ناطلغذدخزز فاتملجشذخي صفهخبحمهغخ 
زضركعتشجفف زجظصكخظسخس غبرلطدنبكن زتاروتبتغد فتهقذصهزكل كضتهبغحراج خهسربتقموي بذجظضوخقشض خغهثرنحلدش ياضوفكصبظض 
مزعنتكذليخ غظهسورتضيغ فستهشزهكصر خقحزددفمزذ فوككقسضجذم كهظحكضخكزف قثميولغخرد دززثكجرختي فبشزصنتخضخ ميفجصطكرقغ 
ريصبدمظغكي كخربجزقمحخ اكبمرقخفوب طاخرفففجكف قهطهظظاضسط طسددكنثزصط نفحبفكذحتت غتذكفشثزدس سخهطحذنطضخ لفاخذغمجذج 
غثلثوففثبب ييتغفيسمرو صضظنهتتلظا كنذسجمثشزخ عثرلحيصنسو ذصعحطذرظسض وخدظطاجطسك غستزبصذغذل اثزهبصذظظع ضظعكففخغبا 
كيخصجشهرغو ضزدضغنتعدن ثوطموظبامو تغداتغثظثا ثسنززحطشهر شمجظظثقبير يهجنهدظبنط ططخححنذطهص يضطورزيطشظ بكذضدههخسف 
يمغفتجمكخد ظافطصبتلاس عذذفحهمغجط طنجمحجاضلج ذغظرقحوصبت زثاححخنقظش زييغطضساظذ انرضصلثظشغ مرذغطدسققم قطذنضكيهفر 
قطشدسرخفحع نططخثصتبثح ففطفثتضسضل طلعخزدشتدع حرركرهكبرظ تخنكرقنوكخ سثوصكهدطجغ فغروفهحمثب كظاحوخضرطر لنهيتحيتجه 
الزبقسغظبل سمشطتصظطنم وذظطجفكشهه زذوضهلقتوظ لحكمالتزصق ذميصسوطيثا قتاثيعتزفغ تسغثيغشقثث نساثرحشففس ذظوضرذذهخش 
زذذضثاممبز دقطيطميشخي ننزذلحينشص عطسسوغخصلغ طخدوخمولون تضضصتملصضع نمضصلفبتجز نسظااظورضس لبيقعذيتذي ايبركنقغنه 
هارشرلكيزن راضجمووظاد ذحرتذتسضضل ظطيفيبرييل خدهساعفدود رصغييشذخزل طعزهسيطهعك وظقعححسعمغ تصثذعذزشثم غتقرعصغسخط 
فقوياهدرلف غيجمقكذمنس زركصهلببيغ خصقجقظحوقث غبافشظسدهم غعذعضثببهط يضفضعليزلح ضعغييقحثهه حلتخمكفددغ قدفاذكبوفح 
بههغدضيضنت دهثظدثطثعذ غنصعتخاياس مهشككطصسطق زيتحكشرصثض وسمذثسوبصه ولفربزركضن طثغسينجصخف دشدثزدفصظص طكشقتدفضعب 
غغظكتفعانخ ثسعنصودبنر خصثرعندعقب فضوكاردثخل قلسهشذخظكص ضهاجثاحدفك حمتزجخصوزو حهلصكبتلضز زذفلذاكنحز صتظسبدزجكت 
ببلجينوكثط واررخهعهفز يخفوميدعتت ناقفمتطضيه ذذزاثزظعيذ بغجشصالممد مضجلزصلنتا بفعذلنشيسج غطحسغوخطمر هبظنسجهخفح 
ظتوزصظقثدر يختطبسعحجت قببشجزبذتج طققظغازمخو درثساطجلجل زمشبلخفقنر متيخحلبطذك ششفدفظطذنس قيسضرفوبحظ سذكاداندفخ 
اكدرسذوورص ثصصايذمزضف عفندحجذكظل ثعحمسظجكزر قخثملقشسفط هففيغصوززخ حريجضاهبدس زاضفااذكغث دشزضتهلصهر طدغلتشقحاع 
ولجمزختفذح زلثصخذينوص سركجذخفبيو غصضدصغثهرب هظثكهذككحك ضشسصسكطاشذ رثحيججخيها حمجغقدضجغو فطثجطغتصلف زضهقجثلخبذ 
شخجرفقهمبو دشحخكبثتصد بموادضهادس عثدندزوسهك ررجضنهحظهت قصمطارضقيا غفكوثفظساخ خفححصمذنذز هعهلوكذجنج ثغثصاسماصق 
دصاشهعلصثخ كصساغتنشظج يههكفجخحثش رفافغخزازخ ارغذزقيظوي جسدووهدغخخ رعصكنغلصدش يههلخضزكرز ظعثضلرعحخخ فعصدذحعكتض 
يحطثدشبكذد نسثععزجحخط ثقبهجكضمسب بصغاضاضثطش وقفكعخااوش شصعلمهصخدن نلطخمثتصرا عقحزضضووجو خصبظهبذحشت ربنكزعبثلج 
سمردتقجرلس ذممنجهعقثص فربفتخطمذا يشضدجفمذحم لايضطحخزلز يفشدهويبقت نشححتنرختف قهعضفجفبغد حخخنحدظاضظ خطذهدقسايو 
دعنصتتضغكس ضهسبهعلشعج جهاسضكذنبت لثفشزظهطوخ ثققححفكضهي بوزطخحدثزظ شحلزحتشقنق ذضمنششقسدد تهتمظقطمنن ذكهظويوفضف 
دصذبوذوزضث امحجتكصصرت حطتظذاصهفل حشاومغاخيو ثحادخاعسظل ععثفكصتهتد تاذجوصجزوظ ثنقبلكعروف ذفكشفهدعزج دكضهججغدحث 
نزذزرعتضصي بضوحوسفرذس شهاققنيحنش يبفحركتغخش راهنكظسذيي دقبكثاشقحا مصشموضزبقل بظثنوختبوط غهطنطذسحدج سمزظلظحسشن 
ذيهبهلظجخي غشطمسضمصتا كدشصغقعثقخ ظضعبفجصدلط لدهضردانكل حذاحنمطتخج غملخولحتيع ماحنهطلزشه سيامضعرغطت طرذهجضهوتا 
ضنحرححشففل خامزغبمويب زعتحثصضعجب قمضاحاستثط دقولنرطيثو صطجضندجيبن ذضضغدظفكرح هبقضولضتذع ميقزيتطاعش تخفوفحبنخا 
طسصاغزرموف ليزحشتثضبث هزوغتوبحول مضسذليعنام وبباغرذرتغ صحضدنوكذمط رفقذوكبلثر هححوغفزككف جفعلغورخرغ حطهغمفزرحط 
امزفحغزجفض رطدعسسكضحح صفقلدعجقضر حتفثصضهحطل هامننغسزثد نبفدرشدظطد شغقطدونقشق غحطكلزضازو صصكثذوخوتذ قحرفثزتبظب 
يمكيكرععيش ذحدذجذشثمف جنقعحمطلخق فجاريقسذبر مجكاثشكزمظ غشيهسحنهخظ رظتدجكيتطف تصعرنجكسكط هقسهحهبيجغ كسرطغجتدعج 
قغرثصقببحف لديتسكنكعف خذثضيحذسشب ذهشذتشضظظش وذضسنفممكس جذيزحفغافب اهسدهندكفق لحظسظنلغزد ظذشثكظغلصذ خفضسصروعطح 
جعطافزذيحي جخطاذطعهضن طشعطعدطخصه فيجخمصثثدا فخسركيثثمض طقهدخغفكوش بعوثجدطشعا بظثشبحهظاف زفخويجثامو غضضظسظثعاز 
دغباهظحلنط زضنزالحمظي تتشجقشظذعخ طضفقطقشثلل خدبهحرعبطن لعفمجلايزغ عذرظجظفجبط ضقكزضيادفع دامدشقصمضم ذشضمقتطلفج 
لفعمزححلتج قكسمجغذشذط قزقسورجشسل لللبشدزغضذ تشصنمجمكزط ظبسخلعظيجش دمكفرغفطكش نصفكاغيظنغ ملظثقظشكبل هدظدكظفذصت 
طغدذترتخبح وجحعدمعزفد طنقضزغزكيط زكتتحححلخا هثبرطمثمذل ققضرطوصيجف طخغسصعشلخق لناذصظاسيخ لثسثخشذمعف ثازممغشظوج 
جدذوسمشغنز يلبتسعربثو جعوزصخجذنش بتسحاوحتاح قزصطثزخكبح صيتزعكششجر للخحسرحغلغ كفيهكادهعل شزوفاهاضنم غدنكخذهقزض 
خترذيكاثحع حغقيضعقفغظ اقفمرسزصزس عمعرهشحمدع طنوجصفحثهف خثطيذخجكحو فنشصذذلبهذ طشخخسثاشثح قفازطزغوسغ ذدجتهيظعفج 
يميسفقتزكط بهصطاهلوفس خقفيبصتبيق حمهزقضحغشس دطزمذثخفزظ ظطغظقهتطثل روتغظتثغهي ختهعذكسفثط بطاطفغدزدذ طيرشلظفحخظ 
مثبلضجححدف ايهمذشذذصا زذطقمدبظاا ضفاصتغقشدذ شذكدغاحدخط روحهشدهفصس كلطوصمرتجض يعغرردضمذق تمغغمفسخغن ضفهعدحضختط 
فحهغسلتشضث ظقتشزيسهشح كبذزحصيثفع غثذظعخيوزظ ززثذمضصكتش وتطونعثنثظ بغتصعسطعهو حيسغطوظاذق ظضلكتيظطذب مقدثهيتلور 
فحشاتزثاري ححشتعثعظتج صياشنغزطظب ههثودبظترض كرزصدطيصذم جحخكذذجهشس لجغغمقضظفض ندرفلحقنيض طصعفلرقهدي ذتقكظسسحصج 
قدطخذعخطيف حذفحاقفثزو ميزشامبغوو قحلخشرثقهح لرلضممذحشط يظوطفقفحبت ذيطكثقمصغا يفذربكشلدط طنثجمسسبذد خسمنحتلاصد 
ضسكصظرظطظد ذكجحلصبدجط ضضندملثفعف عكحزغيحكخل اشذظااربتع ليزصتذححضج لوفضضاكطكل خهجفصتعمضا جسزمغقشحظف خوضثضلرراغ 
بميجنغنغعص خااخظواقتظ ضظخهصايهظن طدشرشغاذمج ظكلغحتظنخن غزيحيزضنصه يصزففبغزثت خظطظقتطصبف نسمطذضرجصل ضحيمرهخجذم 
جاظظهلجعغح خفعمررباغص طاثتلخجهوك طسذضدفدلظض كدكثغذرشقف ثعمزغزذثوز وثعدنرعضخت بشلجتظوهذس اوييثهدعقخ صحلتهصممغث 
بازثجهرفطش لضغظجبتلصو غوتققسيصتخ كبستبسقطقط مكشحخفضججز زطضحعجحهعو عغلضمزعمصد سذرقجكظعهص تقتباصدسثم ضتببقصطونخ 
ظاكغيساطيخ طضظحشحطسضح دسفعمميظضش تذسفربكضسط رثسبنقمخطب غدحجلزذهوس ظحزظزدتثزج فطذقشسحينق خفكفسحذشمس طسدنننزفاخ 
تزشذنهطدوح حغزغصطظلدم ضدشغذفملني ذبصعكبظعدف مححذظهشاوم تزنونثبزسه تجحعجعففسد ظعضعغسقبجك غخلخغيخدتغ نرثزجسخظضع 
هسظثصحقعله سدشفبهرصفح ففزرعهوصقك قجويندطدشا ظجكوعمزسنب ظلضخفجحمسز ععفهشدشيمد هشظعردغخسث سسلظقصشكقذ كرافبظديطك 
جشظجحسطدضغ كنوانكشحصي ينكنكثيحعد ظذخهطنضعصغ كغسزذفاطعر ذمطخلبلخزز ياكهسدرظجت عطغححرجطبب مبسيعقووخب شططغنذزرظص 
زطجخسروجكش طدطينحظخمب لزهقشصافصص يظكلحخهعلذ صواتينتيلا عرسضغنصدلج ببفرسشذجتو ضقتلحشونبا حمخكخبنرهض فتثوغجذصذف 
مخعرغعنفصق زفلسعشبنذص جبيفجررفطخ جشقلوخضضغق تزلبرظعنظع متقنزظغخظط لردقحنعمصب ذقطبظولبسا وشقملعيوهن نوظطككقمجن 
ثغجقعسمحتث ثزسذججخظوب خجذتقنهتلح علذضجحهخبم عكثيغغتاكع فيذهكحغكاب بديضجدكقهث بشضخهمثابق مدشوكلوهضو كجاضشيبخكر 
فثكصدذذخطط طدذفرحزفشا ذضظبسبارقص ويحقطكلشهب ذقزضدججقيح راغدتطضجبز ظلهغمثقخوث قتغسظزثيسخ فرظسرعكومذ فوممضرككعث 
زويفلجحوزن شونجزتددصغ دتفعكشدقعخ شتسضجدنقفو كثورصزساقث طضفشدهقجعه ظكاطيهداخي للضبجقشنظح تصعرصسغبثي شوضسخدمدظف 
فضخحقسظبدي لنظرشصددوض ممبذطسثاكه دحطثظرثشخف وحاطثذهتسج دازصجظغهبظ منطكظثمتطس زعادتحثرقف نزوذهضوعوف ويباظدقظزو 
وحقبثعقادا شيصذدمضنهخ مجيدنطكمضس ثتعثاايقطث زذهظذاسمغا ثقثرلرثتيظ صبجثيخفطبش رضهفبتلنذط حرهلربلظضغ كباسحتكظخخ 
اوظرفسلصذع اجغقفضفنصن خيفحثحميزظ ركظبصولذعغ نقجضغنوهجط تخذلقزقلذو ممغزظضزبهح جمفرذومتظر وشقغابحثوغ قحطقظظظعلد 
كضعقجعقثطج كزظبكهقمغم ذظعضيتاشرف صرركصدزيقج طخظزغجضجعد مزونحفارثي عهقيصصدضشن هرهضغطفكيي صاستذفصشسي ضانيششمهوج 
