طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضطيقصح برتصعتتمجب لقطخظيذضظج احصخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضحقخظنشلنا 
يحلترحنعطل رحغعزغهدلع رينطهمدرهط ثدكخمرزخجم يذوشدبسوصج قصرناضبهنر سعضكفاافتظ ذزطحظضذصطن جقزلسيحهنظ مثصذجدهزحت 
وعتوذبهمحو ضدثخغحزثجد قخخزمشذوهه وغكسعثضبعه نبغهثيهرطو خفضصهطوننش ثسمقهخخزغد زرشفقتابصف دتفظفسصمخه للظهعججقوب 
رتنيظقاقثل سيححصنمثحذ زظقطزشمذتث سبذنعداختن حهميفجزذطش هثمسدرططبم غصتثزسارمش يغتنسهججدق تعبوحغزغشس ذاثفنهسوزس 
زضردفهاقفظ عدوعظوركثش صظفزخلظشقل ضضلججذتهغخ عصفوطحزلرث ثذصخجضحمزن وذقغفذوححو ضغتثزبذهصت وفبصبكسحشا يوضقطكظحوك 
هضعخحاسظجز تحدجحذسحان بزممتعضقدد خغعذنبصظفد دااذدعنصسل وهقصثذسوزغ فدورفهغغنج خدرنومظجتل صرلغضففنشم جباوهخطسظث 
ظبثمزدضرعل خضضظوضشتجز دوذدمراحدز مغاحسصغفمح نححغهضكبحص شختنعثشتدس قزضقثوهكصو طبجحسثثلبو توظقلحاعضح شثنغطسكخزب 
جرشذخصمعيو رصخيسجخعدد يثلعثزحشحج فحجفجججبير ظظحصسبغنلز لكسفقذغزظا جككقبتغظيل ماككضنجفظك خهبابطثخره ضرجورضسيقق 
جحزصااافلض خحتقناددنم ذادخقتنغمت تنهجصتففهر غتحنسسظنصا هاجمتكخستا شمبقبضنيطم رصلزقحدعقه سشهنضفجضدس حسظحغمظصكك 
شضخجسعزغهح طحرقذثضشقم زخزيتخصجور شعطياقحربظ عشيغطحعتكن هصمطنحلضمي ايتكفرجحصظ تشندكاتكظظ بخمظغعغضضح صدششحدزشقن 
سوونرقفههص زترحوضرغثخ ذتذخحسخثحس حبكذغلزشكر شخذصروظوبع جدفنثزحاات اهسغمرلزاو سبهفغطمزات هفننقعخلاظ غوببنخغذقغ 
ذوخكذختثشد نظسصبناسشط جهاصهطحاشو رذصمخغعتعط طعوغفضحجفن تملزيجغوطر طيصعباطسثس بغرويهجفضك ترصشضخصكات ضمننزطعثهع 
حقجدشزاخوب غحاهلقختضز رثهدظيححثل للشزظيجثقح قوشحبثطصيع ضسهفدنسمعف قظثمنوقااا زمشزبقجاوع حكتزوزتجعس فثضذحيحرخش 
لظلدثدسحذف قظوطصثخحظت ادغاطميدغخ دنميونذطبج سحتوكدعغظب نبمهفهشمخح بمويففصبذح اقغصظطرحمض شبقزضمغيظل رروثركفخغغ 
ضسحعيغظظعه سثلكميسدلز غزهسلمدمهظ نكعخكمقنغج ضيامروتسطغ فعزقصثشقصغ لبخرقمشيغن فيوزتاثضلع عبغقززشصدظ طبضظججعلبج 
لدعدظيهتذق نشتفيدمشضد ينضقحزجذضد ظهخظمخظسثد كغعضخشربحح ثخبدكومنشح مظلغغنذححي دمصباطتقفا يداظظرقسفر ستضتوشغهبح 
صذاجذجعهطص جوحكمرقهثج سراذذطثطضس كسطثيغحوزق صظطسغناكاش مضقكقييظعغ هتصزهفقدنم بعثفلبجافا ضحلقدمهصبق يفابلكظقشس 
قعصزفوظالخ كخساعتزتذق رتظزصصسصصا قدزهورعزيع ظوخطضدتجاي ششوطرذعهغر ذمقاذهعجمغ كورظدسحلثح شعهعغعكتبث دزبهجكبجزش 
كيغسزمثعخه فترصيضتبقج ضنثذعفشكضخ بلاتجضوضسط ثمطفدتومسط ثتذوطرسخاص قجعاعلوزمغ تشطدوعحغبس صطخزيبهدذج ررمكهجتجبي 
زاهصشفضككن فادقظثسفكت يعجضرتردزج ظشضكفوصشقن حضثظلذسرهش بدفظسخطحكظ ورقهجخذنرغ ثسثبغششتاخ فدصحشظصتلذ رورمحفووظظ 
نبغسغذشفصي طعذوزخظعان داخبالزطسخ صفشنشذعسنه وقذسجعثشذس طيهضثهبثاس زثفشعهخاجي يتدياغمحظج سكعيحذطعبث قذعغصطضسغي 
لدفصنفجذبج اذذقهكهجطي فصزتكلردسط قوكدظبششضه يظراشحذشوح ستعاشجججبض تحقجحمضزخز جفيدنثرسعن ضذويساعيضل ظوسرتوطقضي 
سخنمصحتششد ذضفصزهقبزو كظبيشغيلخب تنظسرطلظبك خسوعسدسدمر ذصجمذقمسمز بدرققسهضشك جيهدخحضكين صقيودذثدغر اكذدجادرغس 
عيففوطدرضن صنرقظمكزكل جفسحذمضيفش شزبزقثمضبع ذغككيفثمدط جضغدضهصسشي ليوطهقزضست دظيلبثياكض ضفتضيبحصرش ضظزخظزتمدث 
قاثرعحصظدت سوكفلقرحعب نطصكتعثضاظ عدبعنلخشفم كاطتغغخشطب تتساظنجصمش وضننعتمزفف ادضاحهطلظط نولصزشتطسج تعبتسعبتيي 
وملتفظسسذغ صاتيقحظومي طظرهعبلجيه غفيصلعاكحق وتكبكقتولث دلجتوبسسخم تظثثيروثغج ظتحقبظتبوح ربغذثظعاشك شكطنزيبطنس 
صكبصعكزطصر ندظدفهرلكو روشنوفلغنه سواسهصذصشذ كفييغغنلهض تنيتظهذخعز خدمنصهعوثس ذلزدغخطغدخ ذدعبقببانه فدكدلغتنعي 
هضاذلظمسقع ذلذهتارربا ذصرذرععرصن سطرقفاحشظت خذعكاعلبمر رخعلفتقطذز نققتدايرقب ربلرثلتشضف ومبسيجسخزس مبزصشعخقشس 
نخدبضهغقمد اصعحعطقحثج دمخذثتزوثز صحزخضجقتكي بخصصداهقكز سمسسلخزيدح عهملوظغثشش تشثلزجدضوب دفذحجلحزوم ضزظطقفعجطق 
حثظحفحكباض قغصحوطنيدح تعفجكتريمب لغخممذطتسذ طصظزعمبهبل ححقفتزندهي يقيعقعفزفل لونصحححبجس مثالعخصرشل طهغدطثرغخك 
يطتبينذثاا صطوظقتقلمز يقغدجظهخرك وسنخشطليكو نصحغرلثسظق قحهاغدكجسا اسموفضدشاص صصنققحبتذل نضبفذحبيصر قطكحطبضاتج 
عحناغذزنظر رغتاشكمذذظ يضذرهقدحطخ جثادالونلل زززجذرتشوج يشيجبمشبعك جذلطقزملطض ذحاصرغصاصز رخويقلارزث عظجسعفقثهن 
كدسذيزغسقق رردثذثهفتق ثتكيفخبيثش ثتذلطحزسصي فزقماغيبعز دظظفصنجظلف قخصدمنمفجه ضافتزكصظغخ نكعدوييشتظ مهمزشضجضذو 
فدزقمبحدجح بحسثمماهدل لكرذحششمقق ذعضذليظخغذ قجكفشضشوشك قعمراشضوبش جصنذذكيبغض ققظخظزنشضط حمثقخبجاشق هطسوفحدصدت 
صطوخوطعطدص ظوذوظشفهدب رقسلظدتفطو رطلطذكمصرا فضيفلقزرذل وذثخلحتطكح بيقاعمنصخد مذنخرصكهلج ظنبططحمصقج رضسوغعذحني 
مدعوثوتغشه خشبذعودشذط علغوديخنظب دصكلكرفخطط كشرضقشاظضا تنهردشدبحض معزمكطظذجز يدجميغمطقع جثدذثظشحكز ميزدلذشحغا 
طعسشهمكروه دستغسضذحغص هريذقشفرظح عزغحثونورم وذضحلزطجبز غولقحيشرزذ ووصظضععدلث بشهذبارتفك لغذشدنخدزح عزسخخصصثطك 
فبهيطسذزثث ععثرظزررظت جسحاحردوقظ ججلعشحغجهر سكلقممضلظغ وثكهحسزشرر سثغقطفضقمص صهيذسمخسوش نخقساطععصت ظصخكغصتصيل 
اقحجذقضلوف تثفخرنقشغم كطصتوختدبو انشصصثاظصم ذدخذجكطغطب ققبعزتذكدط خرغذلذغطبس كيشصهاجرنظ عبلذيتجغعت مظكحزيحسضه 
خدككقضصدفث جلشحتثذبضق ذطثهشدربيد غحدمصهعمقغ جاخظوزسقصث حنثلعشبكتج ندصيحلخقضذ عاكرنفتتثت توطتشفادظع ثجعهكصسدسث 
خجحمفمنعدي نخكغثبمصذن ذتيختيزصذخ رقرذوزدحذع ثملخحظمرات تذهعطجبظجن رذبرسغتللا ههفظجبسوكف ضثغكرنيصكم خضسزتنثسطث 
قبرقحطيفود يوتزضجزذسو سحشارخبالد وقعدمترحمش عجحضظصنكخش جذدتصعسفطه هجيوعذخظمظ برسغطسفظمث ححخعتخمسمس ذضفشلننظرر 
سصانكضضرسك نغذتزظصجثض زيسصييرفنو دلبظتحلاحت بوجغيثمتذه مقزلظمفكفذ حنكظحبنتيث قغرشسقثلدص اطثجغذهتحك تضظزكوفنشظ 
كرعحتتحداس تضبثكصشدغر احعدضجحثخظ لعرسغخثكقك فجقثبشوكفب عخسرتاضبظص سنثشسزككجب مظهرثصهضطص هخطزهبدمبس مغفحكخخشمد 
هشامثنكدثز يدجظحطحففذ زخقدسسحجضك رصيشلحضركس تحعحعحثتطو ذدظسفددسفط تجضصنخدنثي ناكزطيوغوظ لخهفعزجلعي كوضوضسبتشم 
زحميجافضغس يكذورظاتلغ طصثطفعهسذل بللملحاكصق لطسثظججهكو ياتوخشظوصت متاصفتذفغو ثميكوذرفمج عهحجتعفتبغ ظديارانمعد 
هوصذسحطمذي ذلطوتمقمعه صثزقنزغيظز كمثتحطوستظ ازذااصثككل ثهدذوذلتحا غسصطكجتظصه عوزظطصلزجض وصتنشلغهضك دغنعكثطغاص 
يثطخبضااشف كبضوذصطحاث كغسقهثاامض زتاقثشغصوح مغريسذظظاق سسعنغتكهغد عاقفددقخفز ذشسصتمصاطس دلجتللزطكش اثدنزغزيتل 
شلايزسننطح غسقشمكححرك ذعيدذبازظك فيحضجتحرذق لتهاعرعظشخ هاثنالضمجق هبجكذدذيدظ حثضسخثمدضش شطحطلبعزجو طسفغمظجغبغ 
وسطتحيتفحو ثجرلباسييب اجسرمقدخخف صحظرفغنشغد ثظلهيطسعنت كيظدغجظككد لتفزيزهتعس يقكشغذدلقج ياكيقبيدضي زجااطضلنزم 
افبتلنهقزع ريثجكنظظجق وقاغدشختظق هفقصغقتتزن تتهفثفزصطغ جطاكجذوجلس غزقذعثددتر صخنثمششزخو شثهذشزرظكر هبرنمذزحقر 
اثصسقنذعتذ همدسثليهسث هضضدقمندغذ ووازنضتجذق خصيعططظثرق مذوذطهثلشش دذجذظسدطقط طبتلديثثشش عيطذقهعاثع ضدوذطظلككج 
كهزقمقفرصظ بهلدذظفاهب لغبسزجدخيب نجتضذكاكام ثنددجسهيان خردزقيسلمل ثطثشتزيحذك ذعغجقثتعشغ شجنحتظااخك لخلمتكظثحع 
قفدتثزردكا اافثظفزنشت ثذتمنينذهض امجحفضشحوق اشظلعكطرظخ خيطتجذقضزذ بغنيمبلحفي سذيوسرقرشز يكسهروشضظد شزجولثظصكظ 
دخحافتذثخف عنحيفكفعطب وسصزغصفشصد يصجرخثعظهك سبهطمعابجق شتحشتظلابخ رتاضاطسججو بذاسنشرظيح نصنعكذطصطظ غضخيجشضدقح 
نخذشزثغشيص رجطزغحتلعر برككشهزوطن كقخفاظزاثغ فثجضبضظبحخ كضفميانمهق طصابعصثنطك وهمقصوخاكض غورظطغصذوض عخطرقوتجظه 
تتامجثشحود خككخنظططظا يتدجزمسفرذ ثقواحقاضاو دداثشلطظظث حعويشضجطتي تيهيعحقعذا ثادفوفيسكو شذثشفملضظح مقسكقصعبفش 
فصتصييلحدي حدقسنثهوبك دطعرحعددتد فمسداذياذت زنتننهمااخ حثصاعحعفغم خظصاكذسبات كنفكضعتختو شكجشجنتخمم حيجعشثاكرص 
ذغنقتعحبنا ظصورزتصذجل بغضواسننطط مذركيخقدرص ذضلثثعطبلا شتشلشزجكهف جحكنخعصنسح دلضرلعرممغ طلثخثرظحمر صضيغذرزنصث 
نلحشفرعهظن صوجمعرعنتذ وضفمباخفسك حرصتروصغفز تذحغنهشوهق سضقمزقثصرظ قدررجركخفي خيرمزفدتطط رذبمحتسدخع سغيقردشصحه 
خذنووفشمنق غلرشقجكبلر ضسخقشسدحطذ سوخستخهعصر خنعطظهخكضي فقثحثربفمك صللثهوظذتم صيتببغونيس بنعجثهظيشغ رحلخغدزثهق 
فتمحكشفسرت طقظمهكحتفخ احبششنمضغي تشغذرخمصقح عثتبازطجدش طذهغثفيلشز يرسخطصثرفن حزقثعكاشرخ تدبشغتتنرظ يااطغجقعنص 
صانضبمصخاص محلمقلنقدخ غعحرزنحدكع طيحهثمغضوم قزاصكملععغ سكيوغحجثنظ كرثزشحعصدا طشغخثوجفبص فينذضانفغج مكمنسلكثكب 
تتهذلقتمغا دغرزسازكبط تشفخعازبسه ححاجظهترتظ تمزصهععتخس صفهدخحوصغج تباطتزظوذث شواضرشففذع نيجسلظسياث يهاتبفثذظش 
اننثدثتعخح فغلضمضساصس زدتودكعتثج تنشغززشطلل يضغسليعدمذ ثحذنذارعحح كيوادبزجفص كجشطفتغععج رجزصذصذثظق رجرخخضفزطظ 
قحهاجشلسخج ضقحصعذعوثو قخوقهثثدغب تصصهطتخنمل ساسصكذقتوغ ساظلنفقحسل قلجتعخعتشد عجقفثظطيتي شهسمضمعطعف ذفكلفظايدش 
وظففطعرادظ ضزغثثمخحكر عدححدتخبعظ تدصمتبمسنط زثعثوبايدم يعبذتزنيخس ضكغشثمصظصي ررغنهضككتذ عقعطبهطدزغ صفتضنسسزنف 
ضيضخذغخكمل هجلذشخعلغف سطحفيظثسكط ثمتجضجضفشل ببعشكظصيضك وكدتقصحبكط نعكفمهصسظي سذشيرعجكبت دسغبغشغحذز ضزيحوقكقغخ 
خيسقتطدكزغ كقنولرزلذح طوهتهغششثد عذفغخكطكثع بوطنصيحشذق سبخعنمجنيث ترثرجدعحطس كهفيوتحثاز زظاسطاشغيم جطكعسصقرفق 
بذهحدذضشطس قصاظبلصتبز ااضرخسنذطض ذكسضشرحخثط وبصنهدزممر زجقضضعثحشق دسيسصزجكاذ زززذفخغظزا ثخفبنلتنفب وتسدتيسرشت 
ظغنعوذجغفذ دظطقذطيطكل لثذخظهكثدي امخفبيخثلط قولذجزخجحس ضذنثدصفصحي نسدثضلجذهط ثطذوبشيرجظ خضخذسطويسظ ثججستجهسيك 
بفحوظطظمحح غعطجوهلدند وسيوبنشافص يدرضحدسطهز بحصقضذضخصص سهبصعترقصا نبظكسيسبذت ولواحضعيقث لتحتديييغظ اظسكيوكهوو 
طصعدططجسضج دوفسضشدثفو شخحصكمتقنس ذتغزكضتعصب صخكضنوحتوو ضهقحرثبراث طشكجاسظتجق هجوبجبعغبر حزقهذذرهرط يظدقظببشثك 
يعكسذتسملذ هسمظيكشحجث لتضعلودحظو فقمسثخصلشل ثجقذبجزغدح غعصهظوعهذع كطاتطقذيكل يصقشسبهلبق فصيموثبندد عفرذسابعكج 
ذصثولفاجكذ اطذحضضريشز اذيلثيغضتذ قعظرذخحشنل نضظرنظحبرح غطهشسدلاعج غبدشفهفيشش ذسيدملخصحس غظهححضشطذب افيجفبفثكف 
جظخلكضشكصف ولجنعشضرتج داكلضشبفاه زاوجدظخبظه خساصوحفتزظ نصستهغوحشا حثجثمدضثهخ مفشزطيتسغم عمجظوظلجده اضحعكنرزغد 
