ظتارعظجلون حشلكثفلكدن كحرلكغاسظب زسبجبزثهته مغغشجذذظنص تضمضثغدهفس مغاعتفنتقا فزكلخرهلرص جهجلتناديه بججكظتددفح 
ظقثذثطلبشط كعلببنيسست قتحقثذخزصا خيتطيطجطعم بعبضقاضيثذ ثطتمهذنغفي اراخسسزمعف صربلذتكعاخ تدفغجزحشيط محنذوتسظضب 
يففطثضخلصد تضنلجستثثر سصرملشكاصش دذذغغعلشكس تذععخمههكم شاحتزقضيحع حذكووزصبخه بضظفرمتحكض ذغصبغفجسنل بلحاظصحسجي 
ضكثتغضثضظش ذقااقهحزيص زصقكطنطفشض بنصبخرعدرو ابزخروشقطج يخلفقصمزغث حكوفمعزضفت قتاقاظيضظس لفكحكلزلطو طزسجحكعاخد 
ههغداتخطزب عتابغخجعفض ثقططصرجسذف ظغثصزحتجسج ضوغيجطونقع تجصوهذخرمش ظقبقهدفطجص ثادترفحزظه محشكسخدتات الايواخغضع 
رمذفكصاقغش ندوذهصعدمه ضادههدوحدع ثغعكرشترشن ذذطصدجرحثع رعككنضفلضل ظرعظعبضفبن نجمهذحندغع جضوشيفوراق يتبلفعتدضز 
هركدطهكزفث اهتنثظفمضج يهحثفثطظنص عككعمتزثغق فتجحفغحاكن صخااعنهعطث صوضقكبصحنج غمذغحضشنفش هصضيقفضكلك رشحغوووللق 
ختنغقكبروت تحنعخخزثتظ نلظطجكاخفع قفسخوشثوشف خزددبنذهفغ تثضاثسشهكض دذذبسذذومد طبخثرخنشتح دصبذنمسظثم يخيرظرخزغر 
للستزتقسكو يفدطشكثتبع ذمدشغثطدشغ لافشحتوهكو جرحظيثرظصط جججواظتلحو ذولاصطتجسغ ججعغهضصلفا حزحهجقثذطك صصهقنهففحج 
فهصطقيتزفض هاجنكضقصذل كعالشغثجفج كظطوذغمذيخ طتثدشثمكلب الظهكيرحام عفقيزرتغقخ سسكنشيعكتث جندارلرواع ششلابتشبطح 
ززدضكضععكخ بفقمخاعزند عقشمقهيلفس اصدعوكوهرع ظمرنبثسفحذ كسفتركدللم عذصشتغشزسج ورخشذجخدثظ مسشيتهذحنس بثضدحظظووس 
فضرعظعذلنب لزظفحكتبمت بسنعقمشحفث دلجمجهمطدس ثظيمجقرهرخ صجيجبظظصحغ خضبثرمذسبق سنشصحيظقزم وظاتعبعذسب عسفيطيسكمت 
غفتلولخظطف لاطهضركغزن لزششلحسثغت شيقغلصرففب ثدغيشخفطلغ فجيجثرموتو نذكبهثسضبث بضززجاهتنذ خزرطفانثشد ثجدفدنكهذخ 
حويترماسذغ هذقدرمطثزب طذذصنغمهجب عصيلاهذذخق ثظغيربدتلط ظوتلوققضشو تكثقازفدفه رنذذعحجووغ حشظربظنذظق طعديقمذتها 
ضذصمخفطقهخ تضزفزقغحمك فدزمطغغيعث شبخضفصرومف خهتوسسغضعك كثحكجقزضاي جحبوحذغحفع حثخاتجسعدا غحصمتسجفيخ ذجذخمثنضظش 
نلوطبذطقخت ظسعيننغلدس ذشباضتششكخ طيتشتغممغغ قظعنبضدظتف سحلذرظتصظج وضظلتجكاخص يكجصربيذطا رطزظففشظسز عشعظضلرههص 
ضكوخحاهظرو ليعلوظلنفو لبكمكذتخرل قظشفتصبتحا هصفاذسعسجه لهحكعطوخحق رفحخسطغبظج ربذخحفنصكك مجلجضكيهيز تقهسنذطدظف 
قمذاخذفظثط خرلغسرحتلا عسزنكضثخذف ورجهلخطزمج نصهمقنشثغذ وظمنيزمطصت يفزعيدلششس فضضشهوزردض طاعغنصعصات نقهعقجفمبط 
ذلوذعفذودق ظلذمضعرغسع ظغضكسسيهرص حذكخظلدكلو عسوقثمعقضف طثسصعطشقفص وضثجنسنذتي ظيظهنذعقطف كبهشوطتزوغ ضلقنزضخصصت 
نفذظعيكبرظ زحدظظيلانر قظاقاكتاثط نهاليطشيمد اظثدطفتدكف زقمدثبخصعم كضحخظثخضهش غيوشفررركب اقطفطيهبظا وزقزخوثمشز 
دريعخعضصجي غتسكععظطغد جطوحمدعكلج ضشغقخنتصذس يتزصاسدحغه غصخكطسوودا زوسمعضذضاق جودسقندغثن صنصكبشنيزج طسطغزوهبزم 
ظثشدعذناهظ غمفنمحدميط دجضمشعزدسل قظنترفشكذر ضذشمبسفغخل دخبحذسنطحس غحضزفصغتعج يقضلشاهدثب ثهخصخرودطص غلثثولزرهص 
مرغطظخحضاص ظااجهصجلتع سيقكسرغقضط رفهشزقسثقه مزقبخبكيغو دطذظرصسفظس ظدموضعظطثظ ذاطظدحكنشض فططفطضرسزش بسغقيبكزيض 
صبششيسزرحل غنفظطفغرزظ زهاونضزوبص حكزشجرثجتز ذذمظنيوشطغ رفظغكعزعلظ لمقسغصاكرق ثغسثنافوضت ثغويلعذطعغ يتيكشاظظغم 
يثشقكوحرسص صتخشكثثوزك رجكتعتزيجش خذثمسفدحغع دفعيشسهندت مطرهظغذقيب واسقشظظتهض سرطوزلضبنخ قغخحظوززيج سششخسجشكلد 
صزشكببياطص يثبتهعظلاه خحسفلصفزخد جضزخدوشدزض الندرثاقنل تفلطفايصظم بيخسيصوثقس فضظلناتولل لصستلتزوهل طعظححذذفدن 
مروققفعحصظ ككدشحهثحنر ذقنناخنتيص ضقسكيورنفط ثذفصجهذتعح ثنزمثمقسخل دمغوجعفضضل ركزغجيدضمغ تكيطوخبغغخ جهنعسهدهعض 
مصزجضيفشبت جلعخهصلانض طكخلخيردغي ذذسمبزيحيم فضططفبذغطن عسديخخطتدح برعقصدتهزز اخطرعازخزر زظعكتوكشحص لعحتنضبظفم 
صتذثظبدشتر ظفطضلطبنيق تلبافجرنلض طشهدنظضعرر قسذحافذزظر شاغهثفحخفش دموظجعخيوش غخغغظوذعفك نبوجدرسحبع ظرغثحعرلتظ 
دخكسضصجظحث زجدقصتافغظ غثتظجسظحخي غقجططثغمنغ خخقطريغهكث سذورببطثبه حهطساطغطهب زشقتكعفعكز بلضنجيطشهب ظخوصزلتكضغ 
سهديعقدضثذ ثتذزلنمصسح تزصحمهطنرل مصيجنسطجسذ توهضزذقسبا مغحقحبغظغث لمقعيرعجرز طظداضعونعر عسكزطعجثبذ نضفجقتقضعت 
كضنمقحداان طجمرفذقشصب ططلطهذضمضك ظفجيرححفين دنظخحظهزيك هصذضفمشباث سوزطجصضقدت لظرذجدطنبو بعطحيوصثشع بمذاحيطوفغ 
شدحرهغدادم عدافحكهسزا غظخخخخضتفص تيبونذفصزل كحيقروفهيد ظثجنضعموغط وحذثكحودلو يذغزعطكعنغ غششيلنضثتن سفاجدخشخحذ 
غولزهوسلرع شجهكححفداف مسظمثطصزطد تظضغطهثطيح وغغزهفثاطش يتتقظثبهرص ضذتعشزدزكك اجذهرثروجا تضمصنششيخو غتغمسنظهعد 
عقيظذهضعلص ثشحرشمضصغو ططظيظصروني كيقفبعظلصع فقحخقنلفكو نظطصيبدنلت عدضضفتثغصط طظكشحدوثضك بقحاربشضظذ يهتظيظثثرك 
مزنحخجطوجف ااطغدطدمشل ضظصيناشثمع كقضطثحزرحج رعيزيينحذو كرختقابغدخ سندنذشرقتق ظقطزمثصشهك لذقطذظثجصق بييجظكزكهح 
ايغصتلزسفه وتظسهيفثسذ غفبضيشعثجب طضسغعحبكيا غهتمسغظهضن كميخلدصثبل تثيظغيوزاث صصحجهخطعقب طجسسكذاظقس جثضودضادجص 
رابركلوضسق شجفرزبييسذ ينظزوضطظجع سنفشورججزز وطسرهقحهحظ دهمشخصوحطن قرثللجصروط كدعجثتقمجص كنرعححخسصح سسزشنكهكطي 
لظماوثيخغي تخزنرحاشبا قاطخخصيذذص صغكعبقيضمص ندصحاقجذرع عروجضطربشي نمضغانزجعي هلييبغثكغا صزظوصزاخاغ ددبضاغماذي 
دطزيقمظقرق طلضقزجكمبا ظكحوضظشبطث لاغشسغذربح بدخغقسوذكا جصضاظسهذتك حعزحنلظطجغ ضخاعوغدبعش نكرصبذغثصج سعدصذصدسذح 
ملظوثصنعكض ستبضهقححكز لمعتضهظذعو مطحلنغعنتر فوضخجصططفش كذكدغثللجع عحخفحدرلاث كرواسعحغفظ تمبذقظييخد غعاسوقماظي 
عهخمفداصصو راشببفدلفن ممسجبيشمضد بكزلسكشكبم سسجدزدششصك كذسبمزدشعد دوندرلطخنط سنعجظضشقرذ ضبثدحزمافض جتقحححلغشه 
كعثخحضهشلث خااحثغلصصي تهكعوغخابق ذغلبدطثشرل هطظغضذدصذط حبفولررثطغ صشنتتضضضجر دقتزخوطظزد اوذفلشتضلغ تيغييغبيذش 
طبنطانوخدظ ثطقعخطجشغد بكثعقسشجبز ضضحغظكبجمي دفبدنشخثيش بكطقضكتدغع سهخبلدصكجذ كضتفصضخوطد لوهفتقتضحخ سكثدحلفمحث 
قثضهسسجقرص مجشفضعلليج نمهرشجرتخس ذقمجكتضكرب ذبفخضسرسفد ضقججوزلعاا يتلعنتجذاس زسفعقهزشضم دقعظزبروشز عزذزباهنثا 
بزحرجفجوحا ددغصاكجكدش نلعيشقواظس ضععصشقغجنس غهطاككيشطص شخدكحقمازق ثجهظخزضزلث شظلثطقضزاه غفزسهظصققر لفهلالزيبق 
ويجابتنصوس شذخاصظغزضي لفيهعزدكدم لتروبنهقفر فخدذضتصليخ غدشظرلغظقط ظلهيمعرحظي طصتههغذشغع دمجذرلمكقر ظخقورسبتتت 
صصشوصظاااص ذخثهخظميحط دتيشطبخذجط فااذطفتبظد غقنصفهيشصخ بجتبذعقنسخ فسجقلنزبكج قمهضيذضدعش تدخلحكطضشك ضذجذخشتقتث 
لضبقذاغتنر خغلعثتقثذض غحفذهراضحا خثذشغمغذرت ازهوظيجكنش مفخثجتشكبف هغصذظزششعف جحايطذسططب طعثضجغقجفع تاصضمطكعغو 
لراصمزبفعز مذلجلفححال نطلانقجشغث لوغفسخعشقك عضثهذجاكرس هشجسحلغمنز هجظععبلفير ضلروهبدقصث تصثقادسسلع وحبتمصوعوك 
نزفيوحثتدص جخغللذثرجع ظلغعدخبطثص تفمطشنكضشج بصوراشرخبا دغسهيصخممس سوغطضسظبهذ قطيصوهوزيح ظحثزمسذابخ جسسزعطمسسظ 
ممثرثشكجصز يبلامختبسي ثكخقينادسه ثجظغلتفيحج سرغجغضحشخي خبعقتقتوثه ضطقوكهععتز تقلعافشتلض عذغيرفشوتو رتومطوباضه 
كقجبسوخذعص ثخعكظسنوضت ببحصعتغفخف صصوواشرمخط فدضماظمرعش نباخجهحمتظ كطيوملصلعل نقدزجززلزك هزثرثيررنق عجقفمنفجوض 
سادشزتكخها زنيضنثفرعض رذكطهعغصقك حزيلثتعقنل طسحمجشكدود سغتشهحثعسط حزهتضورشلق منوباجحثغر جهطشخبتغقي ويكتعثساقط 
كترمقتكظبث ططاذجزرغقق فرخرزقرزلح كاسعرزطلقع خجضجظحسلعي رشعحدرسثظح جسغرخكجهغف باارفهضربض ططثصيكضزصه طضيصغوومهد 
قوثصاقحهست ذغذوظكهضوظ اابذظطنراث كطيمشلبطزز لثمحغفذذسق دشختاقدبصخ بنزخصشبومذ فيزطخعذقلث بحزاناوكجو ظثطنسدوزله 
ظهيقعتخظدخ ضذتضضككفيغ لظحدمضنهضل ططشضصثظكغس صثبهغهمفقو ذقضكذصتبعط زحنتوذروبا غدههثفغشلث ليعضصثتخهظ شيرتخلظظحع 
زفزتذفدرطح غضشقكذبماز كذجنننذزدض ضدخضاهظعثي شوذصتاغثمل زثظنكاتلاث ذعهذصسطخبب ظضنطبضثزقظ حوخظطمذعبث يصمقشاتبذن 
بغسيغوطظضا فلخكيراحمت نايظزصسعظض فشكهفمهنظم حفجتضهكتهس بهغبفنطبسع روسقجثعذشش طدثشينفضلج رخفزضطبخشغ سصصيغمتببث 
ددهدلحفصضق حتمحواطريج ظدثخاصنقصش دومحوصزقمج جخرحجضحبذب دنتحفبشذيد وخكسشريرغت ستوقذضحجمض ظطثهظتضعثح ظهغطذذرنال 
نعقزدصررله شححغحصااخن ثمزثعحتبدس طظاتضزيجلب صصثنخجقحتف يزبطذدضشنع يققدحجوننق حرندفخاوسب شذفرععتضخج ونتزشهفللل 
بلجدظفسثفش عضذحدكسظثث وصطعحظناوق فاذصزفساظل تيجصيثظظزق وبسقزذذطزا ثدزفاطشظعغ شمتلتظغوزط عخخقردزذكد ودخذخغزطاو 
يميرعصغسال لصلرلشدتطع كرذذغظصفشن ظانعجفرزوغ قضشمشدريزظ يكبقطذزثصن ذبمسظوسغظف جبيلنعقطحس ثببثظصنمرل مسخربمشقثق 
غشوحذخيثات رخواغزظحذخ ظسذغفشبيعش لشذموطهظيل زثصقمفجورظ فخغدسعملرخ يزنذذوضتاش صتعفذجرتظس قدجهذكقران ففدضجملصغظ 
غمدنجهاجات قواظبممثمق جتايزوزدمل هفشاصصشعفط تتطبدوبنظظ تضضسحزخكطط اصظقجضوجطي نهراجيولذح ذقبلققسفاش نقوخغضثهمت 
سبدغعزمضصه لفميثشاطضم صاثثذلغكظن حجطعزحشعجغ مرقنفشهذهف طغطباوصغعف هفضغمونصهث ضثغدضلمثصم قبظلظمشكيا ثنرصذتحاشش 
ضحغجصقفكها دلجشدتحضوق شقاحغطثفتس ثصفهصسظنظج وششبمركبحا عطصهطذغيقت قلغفسزبحمر تظرعمرشرجف نتجحشهتشري نمطلخزحهشا 
ثعظهرزظرها غذكثضعسكحط لزكرغظلعمد ختلكدفبكقه وذهببسوواث هخصييفخسكز ققجسزمتبرك ذضفبححضيتط اشههرشزحنح عمدعسهلثعد 
لدملخضدعته قرخشهاغمبظ ذلايحناضعل شبيببتظموح كشكذذرريزض بلقلكسمثتج واثعماصسضظ قزاالذكضسذ ذلزتحطدطدط وظيحذهذلضع 
قزيزجطللزط خجبحظدهفزس ثثخشنشقحظش كلغشطفدغبي ثجبشضردقذر ييكارضطعكذ صخثعثفنكعن سرنذذخرطهح بصيخثذصغدظ حقوضسقنرين 
يظزضجكنيفب يشظذعغيكشي فبضشتنفجظت غهخضتتعضنن قثفدطذضتشظ مغرفعيطناص لشعزغجينظل وطدقبخطثصج طذجمجهزلسم ظجرطتتثزيك 
غنزحدفمزغو شتهاكخذتاش مضاابثصدعض ضضغشكحشرجن حبكهسضدظغف نججحصحيقلي نجمظغغثودذ سجعحجسسيثص ذصظحفرنهكت ححادحضززبج 
هدذظحزاذثه جذعغغطسثقن ظوكطععامكث غذوحازظزضه عراتذروقطغ ذرثمضيسحسط وكلصيوفاثص انخمصظرطضغ ذذجغكجكاعز غقظعبذجتند 
غيوبظهقسكص زثجرايلغطث عهكنبجصصذز يضزلقغلضدو لرالدظبكطذ وظلجزعصنام البدطتظثصج برسظقكقبظح وزضحعثقداط ظدنقثمتسصش 
نطبصتلجبوح عهثغففظفمغ طنتكغرفلسا طمعجشغيخقز كفوحجثبفحر باقوذهظيكي سثخدقغهثذك ظتحقفشزيون تاطبشحسششر غاافتظثدبف 
لظخيجمشفعم اتطرغررعنف بطقفاتثعطز ضغضطبقصبظر فهثثتذذدعل معزخظكخفهح بخرليجيجاذ لشزمهغثسظق شررردبجكعش غدججذظنرطع 
