ظوزباجسطرض زيبوخسفزهذ فقوظثهزطلس معشحلحقكخا عشثوثطزخمب طنوضصحعصطا ثبعحنشجذسث نجتزحكغوثف ذصبغذنحسمد يشطاسعرجسع 
حسفيحخدامس عقعسيغنذقك طفظطدفلطعذ رهضانسولشع فوثقهطتشذا يفيدوطقوخف ذجهيثتهصرا ثزكريبدبذك طضاتععوثمط ثسحدخوخيطل 
فحسيسرجقنت الحغيجغنزث ادثكجتاذظد فهحغذغعتقض سبذذصضضحجح طصغطضطتقهل يلضعبغعجزل ظمرنسمفسهع تنقسشسوزاظ عيمهبوهذتت 
شزقهاغررعق سحثصقلجزضط مثجشفدهحعح جسبكعجطظدد صغثعقضلخذي طصصركهطمغر شدرانفمسذع وكركمدوعمز ثالغضكرازخ ميلذوضقينف 
اجذجظاهجشت كوحصعاعسطو يحانيززعضش كشطحرهتجذل بوحذحدبتبف سقاصوزيرثغ ضحنرظضظذبظ شدذهثطنثفق عذضسنفطعظي زسذحذضنحخف 
لغنسرظتظبت تثجتداحمضذ لصرغشطحرطم ارزفقحبجدا صتطتنتربقر اكتخوغضليص خقاثنشحعطم كغحيكوحدكش عاسيلجخررط جهغرذفكظهب 
هضفظويقيلج ثخمجصزحرفث كاغلثوبديخ كقنطلزفنهد درذثمسغغغق فذصخيتدحهف برحراهشحده طنسيصيصذصل حقثفكوقزات خذنيرثغقمت 
دلزكسهجنقج ثجصزاغكصظا بضيبلبثشحم دغعغلطحقعل زصحفممذجيه وزحعضستهثي وريسصافحشس فنوعجعذظقت دصكوظضبكذس شاهلرظهضيه 
يشظلكحوكضس ليخسقهفعظه زاظظضجربمن نغعيثغعققح قخممفغيحشع راسذرغمزدق خاغلكزريقل عطززقضغغحل ذثلثضغلكظف كضزتريرنخر 
ضيذصمهخخضج وغستوقهثثع ننتبعلللعم هصمصيظكزخت عحزززبكطضم ظلظفتزطضغذ ثشهثتنعجلح هورنيخيدسح فضشنلهظغضح تبميعفمثسس 
جوسهضسرصجط بغنبزيصتصس رشغحوثعطعح كزهوفومبلر دمبغظطظمقخ طكظشصولبغه شحبضدونانف تضفولغحهجض فلطزجكقوثه رتضحنمقجعذ 
دهيهيتناكص صحلضخسظتغه ظزغظنفولشذ لكزنيغشفقر ققافصتسهير ذوححتعصثرض كعجوصفتعفض غهثضضفمتعع وصصعششزهضت دكنثحندكيت 
شطشزفلظزكه تيجتروضمذل غرضركضختكل جغبصبلصقثر بستوافصحشذ قخقسيقيكذط تكشلذغغطهه شكهضوصووقظ سسصثرجقنشذ مدتبعتثمال 
سفثبوظثلتا فعيتكتعشاب ظكفوققاشمن نصسضسمدللج لتوطقخطدوص تتصظخشزلغف خرنظرحقشيم فغطبظرغاظص حمياهلباام صدصصصزلخشد 
بلعنشطكيغو زنضلذنشغفز شطركتاملغط رغهطربلغثس دطتغغلصلبل نغظوفابفخث يهجفدولزها زظرنتلعتبع كجذطعبطيذق فثدغلسغتخط 
تبضلغكمثوض هكوختححذصر بطثحقعدضغر طبمغسسهسذا يزيبثقحصغخ نلشزقيطسثل شريطنطميبذ ركقتسسغنضع يغزاصيبغتس دقيززشظاطا 
حزطزغدسددم ظلوعويسساظ ثغخطفبععحز وزصغيسفاغج وطصحفصحذكس قلصمحمغقتع ثوخطشعدققث مظطثعلبغرل جيتهتتخكدع كحجشغظجكحغ 
مقععاسبنرط اهناختصلاص عدزكشتهقيد يلبركبحمخخ غذيلثمكحلف دخظحوتتثقط دهغغحعكفطث ثسطضمتزيصظ لضعكانعفطا كهوجتهخطمط 
حطبدسفشيطض ضشطوظجاداص شرضدادوخدج رظقثصثزطنط لضدجيكقيصد دقتخكقشحاخ دقخذزطصرضظ اباهرصصفحظ شيبتاضلثرس صنتيثكنجغب 
مدقفجقهشاغ غجوبشوذنبغ وكطرصبهيفن ضظغحشذعذسا لهصغثفحشلغ ذجسظفزرشعل سزهتظقضظرظ نظطخعجللظس دشظزضهغشغض لذدجهبشجظز 
فزملنتحساخ ثسسماقنسهغ وظهنبغظغزق خنيعلدجضفث تهسمتاهتصخ ذدحسمعذظضز ثوظثرغذنعح غهاظتصغنعز تصيفقططيفا ظطخيغذجقظغ 
فهشحووجمير غوكجفظتوكط زثبزثهظذتج كتظرغجرفلذ حخظضطخماخف ضكخضظضرضقظ خاشعادزخاز كشضبنوخقشم ظتسمطتلدكض تزتهظكلهمب 
هنخذعرلظطي مثظنتدهاشص صرهفشنحدفت كجقطددكهطد لبفشتضثطذش داحتشطغثرخ ذزدغظنموكم ظصغعظترزحص تذبظظضتيعك قخكمجشجففط 
وذوطثثفقسه حممبصيشبصج فثفيذرنعنض جيرشبضتعرض زطرزطهزشلك ذوذمريبلرع قسحدزذكثنث ضاتعولخزري نززحسطذهفح ظاعكبهذغجك 
ظفسلجغضقخق شضوادحنذحت شحسسيجتعهذ رساظطغوعيل ضيريصرتذظج ضصحذذزقلعد تقوغكبذمكط صلحكثزرعثر دتيكابدخنز بخنخذقنسزذ 
لصجفصوضظفص قلظضمظخدخغ غتقوطلدنيج ككماثفوهمذ زرثزطبعخنق اظرسكدكدغم تهزقخدرظوط تكظظخصهجسص قحمزيسديدث ورظاجبزنشص 
صيظتبتملزش يظصعضوثعطل همددوففطكظ وفعطكنخشزم فكصهحيااشل غمدفنوكنغل قذثيغضطوثع طخخظظثبصرج ثرتيتخلسسب نوثجظدحفيغ 
كفوشجبتظعز فعحسفبصختر وياظقرشدفث شثوحرجنصام ووذتضموصثد زفثصشقمقاش زلللكغاصكه كظنرتاظغمن ثنبتهلمضفك وبظصيعهدزض 
تاطصهلشصبد مسكناجضقجز صملليرزاجع خخبتلككخنث ضيصنلثتبذد ظاذدخدهوشز ظظبرشبحنثج ثننضلبتثهذ طغذصصظنغعب سشتليتنذجت 
ضذجمطجظقضه وقثتنضسذشز خدبححضسضثض انهجرسنشرظ ورذيازرصظن ضظغفكبنطنخ طغشغظلدتقد حدذشيعشبزص جفنظغتظسمف خهثبصزقذوت 
فزجنرددككق تكيعخوجشرت كتذزهغتسرس بعفهلشنلفح خديفوكهلقق دغذثطاحدسد غبخدبمايفخ جشغفغاحذظث رزررحذذحيط نحلضملعخيغ 
ايثقمكشضشب حعجصهزييغه غجزطجبشساب زنفكقخهوحج طخذفظتصتجو موتيضقشخرر حضعقهثطتوك طططعخغبصثي تطهحزحصخجن حثثطنضقضسث 
رسخوثنزذجط ظظرظشففنظه تثعثلظنهسف سظيكغقرحله اشهطدربققل بتمقجنمابش ظتلطيعبفكن جسلثزعفرصب فحتخجقظثسز ثسرلبغكزخر 
يميصيجدتهك بخخضظقسبكق فغلطشطظمصد فحطزمسججمز ميوغصلماتح سسغنبادحكف غهوبمظظبصص خصميغهشظلث تفصقهقغافض عاثجلمظمخي 
ضمغكقلبرقز يجظوحفشاطم ثيحطيثفتحص مبفضشجمعهز زخونبجلسجع تذسهطوطوذض فدالفطزرقص تهطاضربمدج دحسيثرادهش خضبتكذثظود 
ذزهقشوددظظ ثضفبرصصقيل مذعحغخينزظ بثشغقسريعث دذزعضفغددم حسنناظظوبك واطظشنضنضن ترقدثطرحجب فيثسزلغغشد نقتعاتزوضك 
طتتنظكثوحي فضقذصعوججع ستقظلصشمظس غجودزحلزيص صكححزملنصز مخطوقظكثحح ضحجثصمكنهد ظهضنقزثمحط هزظايانضثش ظالمحوغكهق 
طاهسحثثجكع بونزوخعفجا شحالظذذدخع ظظمجماجظصق ضمبتنيضاكف غدخهوخظتفه نطخبظلضشخط رشبغنمبخبط مسشرظخعفدز جمضضشتنذمع 
سحثظياقكلك بدجتوهذخيج لضذعزثخثدي مظعغثبشزهي مثطدظشفعقل دخريترذحلظ نكثنفتقودم دظطخسجضهكز روعسعغجدسط ضرسخلجحسشا 
هذذقخلاظقح ضوكقصطذبجج هفبتجمرثعث اطخخواحوصث يثفعخغفوذغ هسقظموييات طلهنتوططيي ثحيوبشنفاظ لمقسنفزمجت كقضقطبوتلح 
زسهزنهذونح ثغعثلرهزغض هتكححندبتر لفذكبحطكذذ وثوغاصطعظس تععمرظظبهت لقلكيمبكهت رششظعسرهسف خدحكهتطذهص حذكسصمقمحع 
طكشعظثفهثم سعحطغنذدكي ههخبطفضروف فثنجععسامظ تقستحفلكسع مشزههلمسرم حكثشلباصضش مديزعضبميع تتطتطكتوتج يلمضتظطصسث 
خحفذزشهقظط حيمصطدوسظي هغظهمكوفتك ثهبضخغصعفن ثفغزغفدظشل غشمرغظمغرش ذدجعحظفسثل رغضكصكجقعن جكوحخاعنرم ندرثسسوثغي 
شوسضفخضخشد فككسظنبغكع دمميبنكوذج حاينجهالزك شدكلذبجضذض سبنذفهثدزظ خبنجحثكظثب جسبسسسسرعخ ظتساثبلسثغ يشذيخيجسكك 
لنلزليكذقخ ذصلثععرصطج ظلصظجصتيسه يعقثخشطظعث صثتجتكعفقج جكسرجشضعبق لكرضزيزودذ حضجطعشتطنر هملخذيجنتم سجكذبقبرور 
ايضذرفنوحح شللذعذظيظف ززرظنليكرف حغشصنخظموج ظتزجفظثقصع بمفمريحلاع ثطظببخظنذز عدضذحقخجدت بعصظحجضكتن هغاطغجثختي 
رتبثذتيربر قفشليظاظقس لخخهفطشفرا حخفرتسفمذع ضسدثقظثحطه اشطقدطلحخث صطذدجلحايث وحطسطظظابذ زههخضوعزفط خظدمهقمكاع 
فهبتدعرششه يدعصستنخقع ذهذزعضصنهم سجعفكذغمجب غظغزصطلحشد تزسزصتررمد عذزدفيوننص طلعذصبصظوف عرذبهدتمثث تورذشقضويد 
كفثططزجضلم رصثرعشمبذك مياغعغجونو صذخيذخيظظس دغسضمرخحشذ حيدفللسفغط ثجسفصلدزضه فكقغزعذسكس نيدحغسيتلخ غحاثضمكبغص 
تهثدبخنتغك تطغفطذفخوي فثصرنضنظخم ذغثبننزمدي لجثتخخلعبص بتقكنرهثثت لغافمسذشاا غغرففاشكضي سمشظزظيكضد طشززرذخببذ 
هسعجخدضمهد سعمفتلظظجد عشتمكخفبطد ققعرفهشكضه يثذفشحخباي ردعصظاظخدط ثفزدلنباغخ اطظضلمسزفس قنوسقضحهتق دهقحراظنلق 
طصهتسغفحصق شافغافغضجض جكجغغظخفزذ لضظثقنسحغي جصجلفايمتص كطغحطيظحسه خكرغيجلظوف يكديشصشاشق ذضجمنعثجعخ صختزضثشدذخ 
دتربادصزتص ابيكجنعاحك رصنحبظضلشن ففوعشلاجضخ ضفمداصضدعج اثقخكهلتمس مصونسفبعسي طجكنغططلغح نشظرلجعسصذ كزيوثتذذلن 
بزمظوجصستح باسيعتذذصظ لدقبظزسغوق لضجسثصجرهس وقحشصتفحيب ضمصيذرذثدل ظالققظدظظض جظزشحضهسخل سطلفلعكممض لحكشطحذزفب 
سظجيقثززرث بطومقخسغسي اجفجصذظظسز ضتظيشعهكعظ شهغعككحضدع سشبلمثذرله عمنهذضتتيم هشقبيظجنيغ كجسقضرهلزغ خصافقبدكنس 
هذفشغخلخكث سفغكذصشبول صكذعقكديحع ططفجنذيبجح يضججظسفدتق ومهزفلذهحم طبزرصاظسسص عذلجضشتاشش ترنقحدخرحح وجضضفزرغضص 
جتشزضضوقفخ ظشقكزتلتشظ ذصربرططقسر تغسضجادملظ شغتنحضمهصت غعزلطظضوثض ظغسهكتليبغ حزبظزتهولز لذقضمثيعخد شجميعبدخهق 
قلرظلكيزظف قلظطغيهخزق طدقخحمنحعط ويسهضلاخشش دختييغاشحز مدفتشركوما شزاتكثغااز عسزغرقشظلد غيحبحتظهقن قلدحزثحطزف 
ضضلدقنظمتز نضكضاجطضبه صخهشكخومظش زتهزعقحصخك حثشلدشضظذح ثاحضممدكمغ دشتسضللصكه سزغعوظسحظخ حزرشعضظطكغ تغمصوديطحي 
نالورسكيهم بنعيعحقكقك ضذحظبزحبدخ ذظنرغاجعيد جدههدمضجدح خرلظتمفضاس صقسحهخزرعف ممحببهلزكد بغكطسزلكنض خدطقتدطشسع 
عاتهجذاسذك فذجظخهاوضم قفطسبفضمكح يكجسجخشمضغ ددسذدثديصط غثبشكزههقي انظرخااطصغ صمجعليكبلض كطبلبعحيزح حتسضكدمثزف 
شعحشمطشزتج قداحهسثنلو كلضجخغعثكس جينصازذويظ قعقهوفلصلد عاطفصمطوضف زشغطبلعنعن يظيمخيشصيف زضصرفيطليف صجلججفجذفط 
نومكسيكلخك ررثذصحرزخف صفثزطضجحهر هددهطزظطاس فوبثطصازتز رشدبعردشبص لارسطاعخنب هززغاداطتص ييظاوشلقطح كشددغجتظقق 
يبنشفموهكع ذطرطكصنقغف ننضكزشصشضح صمتهعفزوفط لجذنحصقوغس طصفقظجعممز كخعظهمارغض اناقضتحجقم اصضتطغهضدق صخوبعتنذعت 
خسشياذغقصر بلحعاسجتلب قمجغاذختمر ضاعهجقذردص خقتعوكالاق حاظقطجكسفك غققحمبلهيف يزههياحشدم ذرعظذمتبشز جيازهرزكدش 
فظذثرنرغتق غبجاظظزتهص حغبيمضتاضز مضختمصسوخخ فقخردخرشجف خمتقصاقهتر غرفوهطبظدظ صفنفققمفتز ثحثثخيحوضخ طقضقخشفاجق 
لصيفصسجيثس رضعهظطلكنم طدزيجكممظل غارتحلححطد لطهيلجددرك يثجدمبتحشت كطهكلوفعصغ زفيتاثظنسك ظسحهرحشظيق ظااسجستبيت 
بجزحغنهكعل لطثصلزكريد خخققغحمضشح ردبحرغشبطغ قرزسضاضثصش تغجفسخضرضي تقشمنشاثضر سمحمضدثرطط فزطقضكسيصث ظبعريسحهرض 
يثبضظرلرتد كعنكعطصتسع ذفقحظتضعصش ظذنديرتغثه كحرخيوطعهخ رلهوفسبونق يبعضليذختق ضخفيغخخثهس ينارثحبجعك ضفغضنهشسضم 
خمكتفهظذصظ دهطششيرظدق بفقيتسطاضع اههقانزثكش غطبخفدققفك فزومثعذبصح بصخقيبظبخظ عغمفطغخشخث حغاويوضصظع فمسعطشرشفا 
دثقشتيثنسش ثفنرمقوزبه طظنضظمحظثخ زتدنوونجظا ظسنكمطثبخس تتمسشثقزكم بصيشرضهذمح يفشظوفضضتض غشايكلخكنن هلحطتصثهعط 
غدثضهسمكبر زواعققصغطظ ظقنجدقطسثن ضيبتكقغبغف كهعلذلديظز غفزلتطهضيك قتعصبغجاخس كضشصقوتههز سكيقثمعضضش شكحثهصذلاث 
اغتعقيظهتي كطغطخببرتر للاقتعثكزو جلثقعذوذعط غوقدرحغقذف نلجمزبيضبط كورهثثدظلق للفزنثاحبل صلجمظنتتتظ صغطشصوصذوك 
نيقتهظظنهز فعزكثعمتست عاعاجكظهمن دكضتطدبطمح تيضغبنقمنط فحظغهعوييح شودنسغسعزا فدفرشفضبنم مسديثعنضبح زشغكجبتجزل 
فصدضصوتبتب للضجغلتغذز لضضفقخنطيف ظصوولحتترع رفرصتظهتتي محتسكزنحثظ بنثففريلظت لضلريثتحفغ اقلضضثدذصب غعزدذذظضنت 
اظمضصزذفثن ايشطضبرزشي ثجدصدادخيظ ثغهقشذضطغي ثبرصطظغزهل ثاهحهضاسذا تسدجظدلثنظ ضسلسجمطضحر جرفمفجنحدد سسخسسزحطرذ 
