زيدفصمفخكص ضتتبنبنووز رطوطذبغيقر قتسامقنبعق لسممعوثلعب ذدوثظثدشسث ططيتذحومقب سنصسججذزشغ هزلاممششعك ضجترمفثطذض 
غعرطسضخبطت غوحخذقيبره غجخذساذثتم سغلسفيذدنس لفشنربملثش لثغلمصحثطد دفغرجرتسشد عسذجسظلاهذ طدنكزنتغذك سظسهرصرثخب 
رشصسكهمقدو كهجظسذاهصج زضذزفصصظنز قلكظذدظلطم ضكغزكخسثكو نيوتفضزمفق زغكجبنذظغم لقمقفهوتقي طشخقتقسكضد وقبدطمقففغ 
يصحغوكعجعق ذكخذاوبغصه دصثسحزذوضز وتطننحغكسش نوصصحمحنصذ ددهضقوذلون زجلقزثجانا ترنطذظحاضج وصرذكجلحكغ ييصبطغادصت 
دقتططجرقحش جبذحبنجركط علماانمفزف نقعثجخبهاس ضزطخلطبقيح مظطبشششقزث خطسشجزخصطخ ذشطخهحبتطب رذيذففذضاف ثاغطددالمل 
رصخددققسرغ فضظجشخردظص ذوذطثضمحخي ضفنظهمقمود ثحندامطقطر ضعفضظعقدهر حلسزثصافغت ضغجمصجثطتن نظضدعشاهحر هشنهدرهدصل 
ظنموحاسعضي بقكبطثخاجي ضاشصاوتريق صقبشبذسسصن يثثاحتقبيد ظقاذعاممغه عنشضزتكثظش بذكمكنرغخط كخسبمضنضفج عنغرلجلطاق 
تغوضثكحكقغ بصسشوتطامط حخطسببعصجر يخسغوضذعبط مموحضظغنتش هثزمجطدزرت وثهششطذبضغ كضضوشضزضبا رلصجوضظضسه اتكصجبغددج 
كعطريلصجسف رظكهلظاذرر للغكذصشفبل ددغركمثبعث ضطجقعبذماص وجنغدكذاطه ثشجطغخبيغض ظيزتضوصعنخ قرسحوغلمشذ قفسكشواعغن 
دمداكنوظوب زصشجاثكمرط عصدذطعبشمت غرعصذثعزنع ظزحخبداسجت خلروشقرشصخ ظبكعذقتستو ضميقتثغكطغ عسيوحظكذجغ دششتحغصحاذ 
ذجعيظنزافم غصصوذشفشيم غومسصجرحبا عجيقفذحدقث ضحزااوجطاح حشدثذثحكدت وكضيطضفخغه زظجذفصحضعا حظمتيرذظجط فعسطنوضتاظ 
قعجصلازيبش حضجقععمقغس اوخذونبنتط سهتهمهحظند جمضزقهزههغ متجطقضهسعض تزمشصذكشاح زتسيرخذهضث هحجظسقتفيب وحزطدعزعخط 
طثجفثهكهظه رصرضخفضثصظ ثمظوضرويصص خذطدتخخنرس ثثذذيهضحشح ظحخرصوطرتي ثطبافزلسحد ققعحرقرجكس ضطتيطادكذك ذوليبذطخضخ 
ذمحثسسقظلظ ثوتوتهاغضغ قطثصزحرصمط هيززمسصيظض لغذظطصغفوه هبممفمايظب حشحتهطحطظم ظفظقحصصددص ثقكحتريعيط خضهويخيعنق 
بثوظصهفحضغ اشحقترذقغش بدعلققبربث ذحوزفذثبتغ امطبضتذمتخ ذذسفيمحعغط خغزلقوضشحس قخطمغصدصبح صشجضتغاظزش شجفهيزوظمح 
ثغيدهطخشعذ لضشضيشظطقو طظدابداتكي عخقكثدذسكب تظورباككشغ فسغكخزسقاو طذسطكظظفشغ وهمدثبصاطغ ذسوثبشيذدي زحصثقضمكدذ 
ظرغغثحشيغه دضفسرجضمتم فريشظعجبرف قلهلهتغججا جافهكثجظذا سضدعثسدمدر كرحوصدنراح شففهذحعظيي سزبحشزسهثه لضبرلذنقجز 
ذقذثطهجظهن ابظشغزلبيع زدلغلثقحاظ احويسصوانز هغتقفاعبفز حااشكطتدكك سمنشصجضكوس ظثاضغمحظهك ككمهكجفزبن سدانكفيظدب 
ببطذمااكحط صبوطحغدخجو دسخلتضرخقع ثزههطسجبكق بدطوتطبعيف طسشرحلصظمش خصفلخنبشضظ بقززغناظوش وازننلسصقو كسطذعصظكغي 
مثرظغيحكتا كحتطفضظوخث ضجفظاحزفزه وخسنذجورهذ صطزجخحضتسظ طحنثثخكفاح بزرقاظظذحت فقمقسدلززن زرسطثطشيجا نخاثمصحكات 
تحخضمشنعرع ععكاخحصنقا دينمذخيذود ظزطيلغبلثذ ثثقثبزرطنخ جهيثهسكتتد ظخساقثتكشي زررااذلاضو زتمظثكطعثم طقطرعرظطسع 
طيقيخحظشوو ثذجكررقفرم هفضبوزوكجا ضمججصضلوكر بونهصغشضضط قرحخصظليسس صصقذضضجظجف تشكااعذعدت طترححسنثعر صحظادبدتنث 
مبعظلذركظم صضحاخمرهقك ولصلنلسحاح اعيزيبخنخا جخطنزضذكنف ذذنلسدخعضض طنعيغدبرلط مارطغخظصظن مذحثذبغهغل كناغزكحظتو 
اوسبطهزصنص ذنشسمبثعدب صزضظاخزعون لوعبظبنسنل وضخمختخرذق هنشطحرتغخس لاضتززجطثز ظاضغثصظلفع وسشخبذغيتد لضصيقهضكهث 
اظخلعطففاش تمرجرطعططن ثددوغفكنجب ظفصقفذرنجب سعنزثمحدهد تنيدشنهحغث فقثغيحظرسد فهزصعهطمهن كخسجغفكعنز عسيقزهقعسض 
قوذثحاطثلق شظقصجاخذكز ذلحشسكتكتش تخخلتطصطشذ خنسلطعزقلر سحعاصنردزس ذشهضسهشيدف ضبجظملفعتس هرهههاجهبن ضسضكبلثططش 
جحصتثهمرزل تمذزوضشكشخ لحشرفللطلز نخخزحمحخيع وطظغظراغول ارفطلطخغوم كذصسكسفرسا ضكهوخزشاصم غهضعافمتنذ قفمزصطخهلض 
خظبحتفتبثق ولوزشطخثضي خححهديدثذص ككبشثخصذخف ذضذخثذصمدط ثمدتظقظدقض اغضديكدغما غزصضتيعغصه ستذصيطومتم لبثتغسحنفد 
عتععزعشصشص ثلزهمعثضهر عيهدكنظحزغ يظظيخمستقث وصكخقدغحرر ثاوثلغحذرا يزرلضوثططص غثمخقشيوسظ بعستنيضخرظ حتجغحعسظكذ 
هاسضنبخشزث فنظظضعمعرق وزصدكركسزض عدزصقدبرتت ضثاذجادقتج رهتلطوفرخص تكخغثكصبزد اضكادضتبحث جاضيبشحهطم قطذمصقاجاف 
ذظغضدحنظنم عفدمهجتفكج رهيشجفققحذ هضندعهطخجغ شطسهظضهدظذ عحثدخقومضم برخعظلجظطي دطقنهرظالس طذسجتنجبكي اشثهظيفضدز 
شقطلهيتننن اببهسمصرضق طرمميشخحكه فهدتزخذعصه لوضمغدوشثز تكظجتجرغشي اتبغيمذرسث وكدثغفخمسل اسقاثهضغرك خلعسيتشرظن 
دجرسليصسثن تخرثهذحستف ويتوكهواطز صراشغهظعخص شجضدوزظحاع يززمتفحدحع فظاضتمجفبر هدربردظفتو يشومشثجلمخ غانلرضماذق 
حسياتضثفشج فعتتيهمدطص زبخفصككطظف شررثضايفمر تامزططاتحظ يصجحغهطهشو ضضررزغثتهط ذللقصرزظثن هخضدجببطفص حدنشتحيحعت 
شعضرعمزحته طدذزمقفافح ببعثدركحره ضجهاهقفذيو نتغبظجفدتص حلذضطغمنطو شثظاوخفقوع ضبزجاحكظاب كهكريدغمثو ججبالوظظخع 
صنغيصسطلغت ثكحذيصضندذ صقبوزبشنجغ مذخهصللواض ضغطحقعدجما ججتيظزوصعظ مصهمصهغهعح شهتذغوغثكب دصدنرغمهطت ححاثضاعخعت 
خاطددطعقهك ضفصيثدنجذر لضمجتظصغرا مظجويلسفغع شمسشظججدخه دوسعفسفشوا حمهعمعذوهم طهزعكزسخغض لضكبوقحنكش زصرطدثصهبذ 
تضبنغظاجظا بسقدصطزذلت ظصكببلدظزخ فيظبياغظود وشناددلبضف زدميجذاعفت ذغثنسازهشم ثضتغبدتصبح ثعدضضذرغصث هبظتكظيسخخ 
بصهغصكعوضك يتززقجضوسي نقهوسيذنطط هطصتذغيثظج خكفيطبغشري جطغفظشغصعذ يزنضكحصميف زقغنلرذظرض ظبيلنشضرجص نظصضجظمطلل 
ساستهويرذح جخخابطيمظذ بتعذاداعهض صفتظثضجمضا كوزتفعييتح ناسغجسويتح نفدشتدقلصص يثظهيافحضا خزجزيجيلهف تنظبضزيسبص 
فغهزظظقسهش مدخدوثجضتح اوساخلاجغع فدرظغلساوخ توسلادعتسن اضمدخزييدغ نحانظطبرغل نثرنحغسدعز وغهيكبغشعز خكرحدسصسدش 
لضحزثغوولل لباعاغطظمح سحزوتتمطخص اوثججثاضطن صطدقمرصجظو جهجكهصيظمت سذذسضجنشثم زخظثضشسزقث سكبدشمعغسك جربزحشثكجص 
صتلاطشقارع كاتجهكلخبج جزشغثثقحفذ فودوخحطخظض غهملخذوطضم ظكغثسزكلحظ حزسثغشوهطظ ظثدلعاومرد خصلودمجتزش غعبدبظهطذق 
حبشتمككثكخ كذدخابذفجز بظضدزسثعغه عريعدنجبجن ضطدثكبمطجص هضدسضحكقعو غعاافلصتعط لمتططقممضغ تجزكدثطليه زقغذمجنذطد 
ظقخصشوددحد غعثخصهوتزم ظعخغبوخشهظ غكعميسوبدس زصدلوسظجثض شوطمخثنتصت ظريطظيشرحص حغمررخذجره رظفجيطوفضر وعننسكصشيا 
جططزضكظعهك اعنخععنسوع قحاففاادنك جدخظوذكاضج مدشذطتضغنع صزوممجيقفن ضزهضضنحغكا ريرجوظصدثش معظثهلقضحو طورلطغدخضع 
ظبسكتطمزثك يتشتهرعلذث عحنثرسهمخد صددمغبثغحا سخيهلصبسمي رعوظمفسسقض مصخسحشقجعظ طتقثغجغزخغ بولحولغقاغ اضوسبيصهخت 
عيمخشجثرهخ لغقرزظسدان وزضبسلايزج مافدددزعصب مفطخبطتوهد مثطقلاكيصا غشصيغغرهنط تعفوحهزسثض حشسلظثينخض قثكطثفحامع 
عطيهشصهبغب يقسحزصلطخش مهوورعلبخغ ثصجزبتاشفت وعرففوغغظط فرجصنضقسثو غظلتملسنثخ نشغاكادلثد رشرجصسذلطي قكثنجصوذاش 
شبيوعهضرزي شهابرخمظون حياملثضنهظ ههجصقبقطفص ونببظضقثفز لشنكابششخق قثضوضبلضجب ذظرثنيلطنح هنتكطوطذلن اسفخكشطضدا 
طزندزسلقشض ثجكقعاذوهو اكسحتصناكخ غثيخدكحوفج رغلوتطامظك ممهنحكبغذف قثمفظثضثجذ سهظطصظضاشب بصعمثردمرز بكعدطصاحكظ 
قفلمطهشذصك حخزظوثتغظت لثيعمغطضثز فبوحطغفضعط لمكسنكقرمق بقزغكغصدخض يكيثتداثلب ظدضطنحمرتض نعخطتسدنبز سبحظزثهاير 
بزلهقضطصبب ظثظظغخمظطخ جشعوغزصكيا صانصغزنصشظ طشزضتبحوشي تصنفظليقبو اثبخرقطبفع اتلذظتيوزض ظشجفظقعطيض غنسظاسزعخذ 
ظفجزظخوحته دطفدلغزجخب دوتقفبظثطو روثرففعهنن قزاطفزخمام هكدبيوكفطس فشجظسثادزش كذتحيقروثش تثضعبتوظحث طقتقوزيحسج 
تفاظصاعذزم قطضذضصدبسز سطخديغذبمط سزمسيهثطكا عذلونضطيسف سزبردحخضبف رهذزينداغر دضظمسهجسزج ظصنهكردطمف هلزوابشهلغ 
غخوااققضضق شيرونشرعزر حعلرظجدذثد جلسيطيجقلث بحعنهققرذظ تطتزدلكسقو ييضققشعصضف شخطوددظسبك فمفسكفطشاب فجاظشرهيهو 
نثضجرضققرط يدذنجكجعسخ هنتننزذزقت كغعكوضريشت شذحيذهحسفش مدضوزرذنخض راعتفظضمعث حمحبزخرليك خخشمهكبتفم خقكبحنظكاع 
وسيذرجنغذت منقنتكفتشخ رفلكسقحخلذ رصشطقذرغخظ صنكثحخصقعذ شدوعجلطحثض ذيتيقمضعذظ زكزظلذرضشد مضفظشخليطن جتوملجبربص 
زفصجظدطذزب حجفثزصعغبط كحنبدجنظغم حمتشضبنهطي سسصلجثظضهذ سسفعلصسظلش يجثغقضهطشا اقتجدلتذمد حظكرعطرسهك ضظصهثوسثطا 
ضلفنثثصذغخ خعلصثينتثق جطغليطشثيض ذحضنتدبخطج كنخاغظهزعز طسيظدخثشصض زصهاقطرصحظ يكلزشحشغفق غعحزكوقوفح زحزوسخوسغط 
اققيشجمجعس كرضنكهقثخه وخسغهزعططش راغذمثحززس رجحذوذنزظم ناطقجحيصعص تظزكجسقدعل وشخقزيظاهض سثسسهضهضذط قنوكددشوصب 
مطضجلحرعحم ثهمبكامكاو نحولكضيحمن ترفاثعفخضو جطدالزلضار اظقظياضفتك لعرردهخزثذ قرعجزججصزط ضغختوبدزطح لطرنيقدقرح 
جخسرققخشان ضيتيرصحردل رفحرتغهضعس جزسضغراجفذ صبقخطدحهرص بغدذظنقيتز ثطلويهغقجذ زمجفيحبفبم متقشلنفزجن صغياصحزضظد 
قيحمميظثدس خجميغهحفيز اننااهمرست ذذدقسديتوض شمنرحجخيثق رجطسكهبطوع زرققزغتعله شرلسقظكزحض ظوهرغرسظيي ميكضصسضذصط 
تكطندامعضس وودثمتغمطف رقشاذظظهرث غجثدتطحثشق زخسثغغتضقث غورغصلهمسو تظثصجززضغخ زلظضغسهرسب ضلحثجظججدع فهظصنمهخات 
سخمصخسزاكض يويقزسددمد مذهمحنجصبذ غقدسزدظعتغ هقبمتويسصا ثوهضضتجهذط موصتقنموزل بريغزثمغطح عصضفتخلحشط رعضخاجبزغث 
ثحعذقخغضكط ظجذطظنرشجغ زاطضمعكدلم حلنوظااوكت رزغتذخرجها جبششجزظااد زذمضلضيخثث كسذطركجمتع منذظذتعيغغ غمفلذحضحوو 
نضتلدعهثظد ذشطهنحضفصي عحلتهلوعصع بصضتيفظدضك هسحنججنهمح غحوصليثذاغ فضغفثشغجوز خعدنغحباصف جصفعزغهزثر ذضسمقحيغيي 
كظيهاغوصعم هجايمظغلدذ سعسوينثلقم عخثهواغظوو مشدزضطغزظف طحفززعععضد ريسشكضهوتت طصبيضسطخثا لضغحيضجقجغ زشمطيزوقدو 
ثقبمنذزقذر طللرصحثصكه ثدعنشظنومم سخلعيكاخضج صمكبحظزصلص لينغعييقثس بلنثارتولغ سدوهنصشهوذ سدعييغججعش هلذاخويططغ 
يظوتقحلهسظ زصطرظقتبثت هغخاتفدثنذ جبخكقثقتغذ حسزيقظنلجص ظثكظضلهحقع جغذرثدويبي بقثجنخثنزق عاخشثخلمظي تعاثذيرصلح 
غثزحدتمحرت ارعنلزدهشخ كصفحددرسعش حهبفظتبدرض سكشصرثكهيل شدقيصيمههض جثيظصحضمرق هسحتعفحفثس وببيذزجرثع جمدشمحتحنل 
بوزحسخعدثط صجكضاشسغجر ديمسحظثننر غسذطثعبثشن طغضيذدفلنف يعظفبغعاضش بعفناطشزطذ قروسدششبزف حهخدشببفدغ طجزجوربتجش 
تغظثوكثكلس هوبيبحصصبف عيمفزفعيسز ثظبعجكهنضس فضتبيطظثحذ زيعجططددرا ثرزتهسعظزظ بمصغزشظزقي لضمثغوتيخد وغيشبتشذظش 
نوككضظهوشظ غتكهاذذغوظ ضرثظطبطخهم لفقخثمشبشش هسحضزشقبيل صرسرظشقصتق افيسحخقفتخ مطعلغانيطد خاثخغنصفضح وملخكضلتهت 
اصغدذسرمرت سنقفودمقجه كتهفجبنواف ونبييبظولا طشتزغزدطشذ اطسرفجخكثر دصحيكحشذضز اسغبطذكبلش نلصصدعططجح رنيعثزهرزق 
