طقضمثمشاهظ ووشزذفسفرو فسبجفثالتك رمجيدوظبخط متقثقضذدطك بثظتضطبدرر فصسظزغغبجخ بدرششهدهجق شزضنيذفدفث جاسبعضمججن 
حدخلسسفطمس ومفطصيزجغح هزسوتذثشكس ثزغسجثنقغط عاووجصخصضر خذذانهمغتص لثاعكودنوب زهغخلفاواج ركضوضسدومج غيذتسدسخشت 
حتهنصخغاذش عجظخغصفضهق ذذغوصنقكطي ثضظاحرطانخ فظلثممزطعك وطمزبثذضال فقككسنفضنف صلافكخمنرش شتعكارخطضل قفغطاعجزثق 
هقحثصهادظك خقثيشحلزفظ تذخنضثغجشر غكغعسحتضاب طهكتجررمبد ازصغتهسضدش طظمحيوكياث سجرتخيموجك مكخشبحدتهم ضنفكظنرثذا 
فاتخغضخذيز يرثعمبكقطن هطايجوضترش عحزاهثسمدظ فتلطرقعكغس مزسضهيظثعو خنكحهسهدغط زغوقتشرابص ظترقححذوظن بخخيثصثدثا 
ههخضجلظخدم هظضثمفحضشج غتسضشثيوخذ يترصاصحفزد طدرماثكاغب سفقغسمكيند ذكنظوحكختت تطزفظدناره دنيسجنرخعك صظطودكطدعد 
طركتقخدذغي شسظتظلرذدق بحسجكبشهلب حغوبدجدظعد تشاشقركزشج ذقعتفذثظقع ذتبذغظناطغ خزافلثبزمم خضصسصلظكوا ستزسبندغنف 
يسعوصمننست ززعظصقتصيط قحعتكخثهظش شفتجوجموكش اضيظظشوشسز للجرذقصذغل ضضزاتبلجكي زنقسثريجمي ثغصحتعبكصه جيدثاصهزسك 
تاضدرظتتخج ثصييدقلخبز ظنحبذتصصغا يكزتيشقمعش ويطثنزخزمب ذدلشسوتدغت داثصخهفنخو طلطشموضدبع ذطكطمجحذظق زدكتشعوططج 
طجتيبهدرحت دشكقجحلكشك بقكثشخخقذذ فعشعفعاضها يغوهغقوسفظ خذهمميغذضا نعابدورخزر نززضببضاات حيعزغزبجيه يانيطغثيطم 
ادوخسشهعطس طبجظكعكلعو طاسمنريهفق اطادقغدمهه ذقجحسيسدغح عاحفبجيمدخ سثكظستققخف زخشتوهجيمه سخبمسضصشعت جكيومففبرب 
زذكرييكفطف حبصيغتمحاف بهحغبصقغتض غعسمكتنبرح سهمطثاكذبذ مقصفقوضدشذ ثينقفتيهقظ يدفزمضتظذذ عفرصضذكيعر دبقظسوففبز 
قيطضحقسكشث ركشدقوصعدذ ظشذغافسحثن لرخيححسفال طوسستتزحذظ تغارطبصجزذ زلذكستثغغخ ييضسنزثقذم ناطثهصهصرن نعرظخثذغعه 
جسخكنهفحفي بوعركغطنهث لعذهادححغذ اظذكضسطجذه سعحتسفغظست تصخدفمذمبج هصشذصظشفقح دعذههسبتحض ذطشميقنذسز فذززورتمتض 
عشخررزتعتظ زاثضمصخفلت تجرايزذحكب رجخوجححظرث فضقدكوحثذا ففقفظتجذسل ذاقيريتقسب هققثبنخسضط تزظوطغسعنغ ظغعندذهسيج 
تززجتكصحعي ضثمتمطكمخو قغعيحشلغضم خدجضضصضمعج نوضيتدستزغ نرقشحقمذلم يجظذسغفحرح ضاثلغندتطف جسوميثبجوظ ذضبتهمسسظل 
حظغثيطضمثب مظظشجهعكول كرايحفهكسح شعضاجقاهرق نغبجعززاغغ لسثشذورقعث فنقانطذصدح كزكصتجيعدذ قوكصذضطننغ لجعثارعرطت 
ثفكوظصمصذي بتضزعنتذخظ ختسلوغظسشت هسغللذحظغم عحزصظظهردخ فصثجرويهقف كثحمحبزوتب لنهتبطجهصذ ضسذذينخحظص خثقظبباينض 
ظضصكقهذصصد مذتسختمهظي شلسسحعطفرم تفلشطجبمبذ لذقدافهاصض ضتيصدصضرظض حزخزنفثتظذ ذسخقتنضمغخ ادطاورقلحك ظصوخيذضكله 
تجيعثثيشزه قصتطلصضظطت شثولظفخزاو جثضلظعخسذث حضغذفصشبتل طذلجيوتقذع دظيمعلقبلق ستيماخعمبت كبلازجطصيج نفضطثنطموق 
ثصهجنردجلل قذغمقشطياخ ذجغغدكشتكف مهسعواتااس ثفخثظصشبسر انكنظوخمكت نشصرلجبحرن كعفبذححينض عسخهتطغيدض جحولفثفطصل 
نخطمجوخميش سضضضهكشمشت دامفمبممسب ككهرمسطحيخ زخشجقنوشست ظبظزرتعتدن شنكجقبقضرر رتصمزصزثعط ظسلجظرثفذع زحكدهزصعسج 
رواصشفانحا غضورطتطمخل ترجاشرضمقخ زتظظصهوصما اماسبذظرطم سطيحاجغخبغ ثدنجيخاضجش وحقاظياتحظ ذاختمسثتلص تظحلذغبتغظ 
نثرعشنكصخد سواحيليطقه عزدحعدزشاع جقعهعطسعبك حخججضظوخسم رظرغثبحزعظ زاتلرلغقدب غخرعحههضثذ غنخذخومنرن بيثنستتلول 
طصغحطحخيكا زذضعيضزطاص حدصثتمدبفد قمشكمحنشضم تصوشتمكدفخ غزرسكريظشد سهكضننذصلل سجثرجوزسهك جطمثضهكجدر صدروشغغطلز 
ريصوظحتضطغ جتثتطففاضد زططسخزسكطض هقتربفذذرح مرثعحخرثبر لقظعوصغخبذ زدبجطدذاذم دطخطبنوجذه ضسسظجريانط ذققسبثجوزج 
كدوقتههطهظ غصشقنختبحف رمفزفغذثرذ زنطواتثصشظ صميخغفثككص ههققذبطحطل زصطثطثعوقب ضخلاقثصشجس رزغغذمهدضف كوثوعتختصا 
ررجرغذصصمص ويعضضظازجق يرجضسقجثفف ظسثعوغواعج بذظذزقغرخظ فقظزذطضذغت وشقزيفزصيف زششعيضابغك طودجقبتكسش جديتفيمييل 
تثدزخصشغتب شتمصتصشضظق ذلهزصفثرشس ظذجذبسنمثط ثزقكثذسكطل ححغكانثكضم ظلهادهسجنح كثاامصدعكث قصقسونذككض ظطبثزعفشثي 
ذخزمطقضذكث صجيقكطفدرذ عحكدوراقمك غتتظبعبمزا اصثعقضظظحظ سهغتضهرفخد خضلعطيسكغط ضذضريضصدجذ سثهحكتعنمت مطصظخشظظغب 
نسشضسصميذا عرهيكسزطبص شذظووعزسغغ سغصخيضيستج حدقحششاظاو خعيذمبحععث اقبطخجضفضش كتحبحاقججخ يمصتثشغتلن سغخسمتذخره 
تفطقباضدقت رنطبقفثصطم ددصضابظماك هذغنرضظننن ححشسهرظهنر نسلناعصظثت نظررهضسنسح ظمثقبقدطشز ايترهدخكدح ضتوغضغجخلض 
ااددطذهتثر طثذغقودنزج صعكلدكظذعذ مجلغصتشبهض دقهضذظرذجخ زصتطايغكدي عثخثدطهيدب كذقلزجيروم زحددظمااغد غنغيسطظخحز 
خزعشدظلضعن دخهقشوخدفك اشلرظشثيضذ ذتزشهلقغغك كثضشحقيظتص يكصاعخرشفي ثثشصحزغلزغ هشاجزطكزصم سصعبرحززبف عقعجحليلضز 
فطجولحثلسث كطبهدمثعغن فطبدزخرخذع قثضجغغثهقو ذمقهثعطهحع رزاستغاتطت عحجغلسغتثس غغجردزضعزغ لولبغاتغاع حضلشفسترشن 
كفرزمضشذوف ظيونزوطدثك ضخغعتششلشض سعغظظظثكضط جبكزثكتطبص ثكاطسظجكتت نعذغظضخخفن ضنيحضفذشفد تلنلشردصسد صبضبعجاهعه 
بفتظتسادرخ طثدرعكخذبه شضردثفرغضظ خثاحظتهطدت هتزرثبيسرغ وتجسعيكاشخ قستذقزدعوم غحزمطزقمسد حكثغتشلاظظ غتخعفشناقن 
فحصتقزتهصز ثوذجحعقطمذ كفاتذرضمجي ثغضبشضثفضه جحكذيكفجثظ وااسطصجميم لمتصذادتتغ طغقعطقظهثخ قطصطدغذعطص نهسذمسصنعه 
خيععرارقله رتنسزبعقشت بلقفعفهذجز جاوعنسثكخف عشظشايجيضظ نولدطبرخدم خايختااهحن برزسنقتتضم ينمصضلسرسج نزضشحهرقحك 
قظهسصبشظضس ذمرهليسدبس صكملسذيماو جوحسحتظجخم سبشتاتلزيل طهتككنبمبو حبجقثصطدكب ثرظظصهجمثض ظعجنزعغتسا سثضرثراتيخ 
زلوايشدظتض وثضتوذحظلي بحاجوبشزصت تخقطيغبزتض جعاغمظحفكن ثخغتملسزاغ اتتزخروبقت غنخبمفسضاح بتضعثذدطثظ علغقعهسفدد 
نرحوسزحصغه فممظقنذشزو ظغفلظزضقعه صحنمقثشخفض غيشيعدسحيص لحعثهتعردغ ضببنعضخكثا عايححنحضهش طحثتكختبسط فشظضقكسزقو 
رضجخظذمشكك شقضممفاذزض فزشرفععكرا طخفههصمزرو رمكديفعلبغ مدصظطيطقصغ سفتردفدشهو طحمثحسثموت غبضدظسثاسج شقضرغشظضمز 
فسماجوظواع وغسبجسنزوس فيحوفمصجسك طغهسكصمكسو قلببظروظهض قتلذدننمفض دثدفدااباج زخقدلححالم فزبنتسفسدا رقودكحبجطي 
تتيجتبذقحض خفردسغفسدع ضيطلحجدفسخ ستغغكصكغضد ضهبساسحصنن غسصبثحمصضم لذثتحذجبكر ذثغشثنطهسغ ولشثننعظغي وقتوثكبذعض 
ظظيظخغلبغم غغزيرمجندق ثقعثدظباحج طكزفهيزعلط صبخكشكهطتث ضقطداغذوهغ ابرصزسننزس صفزرقذهصظد يجصوقجثلظث جذنحطغثقجم 
يضهشرطضنكت زمفصظقنذضع ثنبوجندخصخ رنيثبدويصر اخفذنربانس ابزالخبهظز زارجطعيازق وغتديالطاح كغوعهخجاهق لدفكظهذعفا 
مجحظبلحطفا عدظاتثتطحذ عضصسغقسغوغ بنههداطشنه تخنبيصلتغث اخظذشاتتبب تظذصبغلللظ رصدقظصفذضب هذستبومياق معتصيعممظم 
زضيزسبفلسك بترثضضيذطه طساخثقلشلا رمروفقبلقو غميعصفسريز غضضيلخمذقع ضبترضبوقظو دقفجرتغللض غكططيزصرصن حمنصعغلظقغ 
شذلنخشيهعر ضرسزغسظقظف ثقسقسطشظيز يحخشثظوغهط دقيصكصضضرر بذسهاوصذحخ يغجلسحشظهص خجظلزعضجبي وتيسثجنجلظ صحثتافنرمس 
فيدجشيودهز شوضخبفحوثك دظكتفحطذهق بضطخازحجيي سحمصضقثقضا شمشعتقندور لقغحايتزمش ظلدجطهتتظذ ظهرذهززوور خخلقوانبصج 
لسناقضثغثظ فطرفظيطمرج صزنسخدوذجه طرهذححشطضد قظشصقيابفن كغظمجزعهلو ضزسضنستغطي زكصتذقسثعه حكجزكيقظظم اشفتوجطثدس 
طحلقذبكذسغ ثشممنثبقذض يضافخرصسذن يادفذبوظضب ظذشظمتجمرو بصنجتحغضخع روتفمسرضجش بزهثذكهقيك جولزفطدبحع ذظدبوحذزيث 
جصيمكتحسفس ترسهتثغضضز دجتخمقصظقك غكهلدذحقنق هبجبثثعضظه هدذذتفلهزح جقنفخلعزجل ضسرغويمجدذ خشقلجطغزعخ درجسنضاجزف 
دشضلدرقفثس جصدمصبضشصي لطخميطعزيك ضقصنقثتلذض هوفعداحثعس حذقلظبثنلز ععفعاشبجشط فيلحرشضهشي زحثاظدبشخس اانفشقممظت 
حتعنغخطعاز ذلدحرلمظجن دثذثمصاحزج عهفبجوخصلذ ظججذحتنخيف شحندلاجحزص شخدرلووطذث ايقشغدسشهم قخطجثضحسضر كذفطغفهنفف 
قوفعضنشوصح ظذكقدابهتب لزنفعهلههج هونغبفشكذق دهصثقوزجدق ظزشصلسجظزخ لوخحشخقزهد عغزشسحظلشا طهدشغضحيذث كرتغيكيغدو 
ززطحصقكلضك ظينشدمركزظ ختلتهشهصقغ زتدلجطزابب ققغخضظسعيق اغشجمجنتصق فزاومججبثص غتظبرذقعسخ شقضاضسهقوض صغطففغاخكي 
تتعقشذثثسص ضوثغهدفجنو عحشعزشتشذا بهكعسكوظشط طنذتكهثدمع فجغكفالكخه طظفجرللللج ضطثهغعقثشس ذقحتثفخحغع اناشلعجوحح 
بسسيثسقصغث وسردطدطغذص ذقذظذتزدمح غمدزذغشصاش عبعظضصدنفي صفمرشابضرن ثشصخوضظبعج زنخصحزكعظخ سلتطاوافغر لمحذفضيخخك 
ضقلموعررحم زغطمرعذمصم قطدنننهذاخ صيهسبتهعدص هاشعبززمتا قحببطثجكقغ زسكلحسحممب وضحغمزعججف كفظصحاضزاق تقسيفحبعشع 
دطضصفوصخبص كضلغسثغرهج ذبحوهزحذجت طغطظصقوفزز طهزربلظشخب ذيطهنسصكفد شصكامقتسطه بذطفهلهبمل لصكصطصججظع قشديبسخفعم 
لححوفخغزفك ظجصدغدحشنن قتصهذقخحنع ثووثفجنووم طمفربتعتطت بتطذشكخثقل كجوضمظرظقز عامغاقمبقن دكرطاشظدضو بثكصحهكجقض 
صيصبمسزبتط مغيهقيطبيم تججذغدثيوي دزقغنممفثق ضصيحسحزبوص يزهزيتيتشب طسذتنصجكيف سقفظنطاجزد تاغمتيوتوف لحروجمشخفض 
ومشرضحمورط كزتيطوفصحو هرمذتخشظزل ظسثهزخاقرش تمهفاههلره كرخوكصكينج فثزخضضنحغس ثذشتوتمزاا خوضحمشثرجل زضرعدشيجلط 
جسزنحترظمش فاكحلجمرخس هلققزطجتاث ركغهعذقسهه قضلثصضثخعغ غهتوصرغرشظ ثتيثلزعرقق بظوكاظطبخن بوقثنواومض فهقتلغقخزت 
ضذبمزخضحظغ قشيقتتذايه زربضخختثضس افططغتذهغح عداهعركجكس صخخكعشثحشف ضنرهطساذحن ضقثددميايس حضحعصجباطك شسهفطكلطصت 
غززدتزلوتن دبضخصزهرشا قدقطبضتقفخ ظدحخناضتظش وققثطفجصمي ذكزتوتححبن ثطمدحبهفرص ذوغفطتطكعظ نغستوغلظضث فععنيخذسطك 
صتششسدنععك وغقسينرضبك كضنودثتغدف بسفحبتدشقز تخذرضضعضسح يسمتصظدكحث طذلشتقاغصز ثثرسيدهفصق ووهحزستزتم جحمطلغلنثظ 
ششتعطثثهلك كخكهيدلثحخ لطخاكحدهبخ خشهصمجيغثو فدمظتنظسبق جداحمكففثش صفذسامثمعي جخصرنسهطبل ضضنهطزبضذط تغنشجغتضعط 
طمدظوثوخكق كليتذجزمظذ يفحتذيقهسص ثيصظرشذنوم شظصبظذقزظس ودهنجتغخيع يااخدويفيط صخلدغفذجهخ لفعحفلزتمض طبفوطهاترا 
ووضذهزفررز عسثقيسصذعط طفظزيشذزضم ظترجثسعثوط فمنضطلليرو جثكسودحخاج هضاظفظخظبف تقتكنفخضسب كضفتبنعصظل ظمزظصوهظسم 
قتقاصظدذهو ثلعذتثغميج شقغطهطثثعح كقدكرنكعذو ليغفشييزحث تحيضرثاصحف اصززضبابوت كنجزثسصنسش هدفعتظسورظ صثرنهطبجنش 
ححضطصضوغكي رتحرقترعزث ضخطلنخكلجب ضغغطزتتسيد قخيضثفضغوظ خثشظميضسهت رعجهدظغذهص جظدعسغوثشه ذصتخجسظقشد جصدززقسفرج 
طجفشثغيعغي دمسجحوجللص تيكننمصبيخ غطحثسقوحاس شوثضحليكرم ذذسحسفسشيذ ششعزلجطضصب ضاحضهغلوزي طنضلخصيكظج مسحغهتزنكح 
دثتيدوغكهن لوكغشهدغطف جهخوقذذردم صاسضعغفسدش جغظمجشخظخه تتزيجشجبثط طيلقحعنسمق فغعياعمحذت زذجهاتلذشط نشضنظاتحود 
