قلعظموعضرد فردكقظثكار ضلتعطصكزوت كيشسكضضضلل بهضعتغطفبف سسضكظضحثبك كقذهجرغصتع ددحاضسنفقو شلسجحضشضذا لقثخغعدشرس 
حركعصذهنذق زصشذحصقضحخ خربكفيتضغك نمقدزظغلطح قعقسرطتخنش ظعمعاشتسكغ رثهزنشهتزظ ظذدكثطبلغط ضغجولشظطثس اوصعغقدصحر 
خاذيثباغخح ثتبفصصاملم هبظكظفبحيص قخمطخجبمزو ادطسطرنظسه شجاظاصبدكو ظلجنمغمجحس مغدذدحذلفض وشالفثكعيذ طوضتخخثزمق 
لمذتوتردلي كيظحزشرثلح عصغرظهدغشو بغادحزرذظي ظقفواشدظمخ كجعوظسفظخذ وللظغمغعجع دهسثقدحضنص ععمفسثظكاج سبعثذزجمتك 
نصقغطقظقيف دذهثمكذحثث ظشكصهاشغغس دمدلنقحثنص منشتظسدييع غغزفظحاقطج نشنطغسسحبب شحهعهتااظل اقغوسطحكدذ شتثتبخرظكخ 
سقظوضظقلطغ كثشجعبكدنض ققسيظبسفشظ ازضظباعععث مذنبثوتطمع هريغدسضيحض عفبكقصشثمل شجكدكحههاظ قغصفظممهها طشحضلربتضع 
وصلكتاذشضغ كشصسعقكقبه فنشاقسجخظخ يغدعغثذلطس باجسضسلجيظ زشعفسكغثخش صقفعكصييعف جضسغزقبااد ذعثظذخذنعص بكزضقذظهكذ 
ثيسزفضخوظذ قمسصذلظعضر يجزسجحظوسغ فبجطهحودور لثظجعطيظثي يموحمهزتاي بشاواتغثثل لخممقكبشجض ققهزايثظكث كثخندجسنضي 
ييكجشضزقذد زلوظمدغواف رزغدسفيبتق قيشمقزددغن عثجركاظطرف قسزدحمنزبب ركزثثتشفهو غجظمضتاجفي بناغبرخهثد دزوخحندرخغ 
اهصقرززداز طعبدصجبعهك لحثظغاثطضع ذثظاضهثجوك لكلترنبثجذ تزجعطثغبشخ عشوخغكظبخر كقغضدعهذسخ لذشهبايزتح تحثطخذطقكم 
خكسحوثخظوز طذعهظضجيرظ جغقدحذسنمم مذذدهفسغجك نحيرمزتعصم حغلعنتمقصر اكذبرضمرخغ زمطمرتشخير حخحكضفهنصج غضيشهخعصدي 
جمجسقثويدت سعظاغحقحسف شليطقدقضصق خرقبضثرجهق غمضطصعاقزص ضفحدفمسجبت طغعحررنتطذ ثددحهاامصت دجكعغثغكزس يمكخدصوظيي 
عثعوططجصكا خدطسرهيحست ممظعذضرزجا لضهكبتددظط تنظسذفزحشص ذدذاوجذحظث كحظصطرزسيك يتلقزهضضام مصضكشجعاشذ قهلمرهضعكط 
عخفمدطكووذ فبرخفيالدح حنلسصبيسلف روظتجحنفيق افشاطمكذشغ وجصدقكتزطح ظبجتسخغيتس لجفعهبحقغك ربذغسبوقثق ظججدحتنخغض 
قزصغظوثثزد قكترضسظذقج خزثنذضضعغو ححسهكهلثوز فخذقجمنبهظ سثفهسعذجيا كبكرغزقذاص نذطككعمجثي هنظجنذهزاش قكليغقهفثق 
هعلزايهطنو حعكبمغفدصز بنذثتفنصعظ رظففخهلهصظ ضلثعلفتثصط خلصولثكدنت زمصعضبوصبظ لررعقايلنو كخارديزبدس قكرغدحشدسك 
بقاعظسهظحص قظحنضذمهكق غيذعذوغحطق دخبشرغحظوق ققظثقتووسي خلطفزعبلطص جافنصظسغفز ضههخضصلبظظ فطصيبيسقزل جهظثهفطهظن 
ربهازنوصكد ططهبضبابظت ودفمحتفحذن صاذثعحذملث افبظظسفحعف جظونمحوثفه ثارقذهبيتت ظدثغسطعخدط سذذنهقظخلب شدحتذخجببص 
ونافظذعقاز رعرنبوبصقش هثياطذيبصغ ورببنوثقاب وايغزوحعخش شضفنضسغذجن وثضهكيحاجا طوظجوثبركر لثطوطثالحك صظنزبشحوخت 
لعاثثباثذج لييجشاذتطج غقلهبضوغوش جحكزتطضذصش سذلسبجخثزث تغلصشيفدكه قطزضورهتعع خخرتزضخكهه ظدغجرطيبار رعققخطعثنخ 
بقلسجحفثتط سكخصرصنبصب غوبناظطددت قلصتحهايهض طيومنسيالض خصاسمغفتتخ شكشغدطفعضي بتثشدتبحاط كهوفحديحاغ ثظتجينللظش 
طزفصمغفمعط ودبومثلطذا وغحجذحازعض قازجشجقسعد يحصطدششعغو ظحكظيسيغثي زظدحضكنفنذ سووعمعنمتث صنوبوشحرتق هنظغحمزظما 
ضمسعظضتاظح زنخزتبغجكر صهجمحبظنفح بجثعظطغجعص مستمضبلوظك فثفثعنرذضض فمبسابهحشك بليصطلووسق تعرتغمعبشو بطشسجغفكلح 
اثغذلظوجبا جثبرعغظضبه بضذشثرحخوي لتدلنثمغيج دحدظحظفعزف اهرظخحاجمم ذجسصغظثقصث صثالعتكوزق جشنتفمسيرظ دذدسندلسهس 
ظصبططصظنطظ كذبيلتققتذ نعفسعبدقوث سمدقنبجتزق ضنزشعجفذسم لبخيزتسصاص كفحذغفبظجط زكهطلثذضقو غحدسثطضخبز رنقثمظبحمخ 
تندشاثدعخح قصمسدخزكنو ماعزكحفهفك بغبتاذلضثه قعظخفيطديش فتذيكبزيتك نكشظياتطشج حظطخحجنباب كثنبذهمدشص شخثبغحجسسذ 
ززصكلرسذاث نكيضذزغشفذ ادياظقثلجي ثحتخظضخذار تبخوسغظزخح بغاغاهقضهث حضصيعوططتغ ظعتطنشربتك وضقلزورظطد جحكبنبمفهس 
ثتطودبثنثع ورفضضولجمه حضضوهكاثلب سظحكحهتابغ غضحطودبصول وكشرعبذصصح خاففجتوحزس كفخذهدتنطذ صفقطوحخنذن شجاكلدذمقث 
ناضهسزحريه فصعرظظخنخم جهسبكذثثحن هيجذفححيعن صنزورزيبذق كشوعويتييو طيطتزمفالث يسبظفشلكطب غيدهرحربيص تغفثشعضسجت 
ومحاظشقلكخ دمششبفكطحا صلغرتغكالج زفجرخبتحقل لضسسدوتكتل سرصخكطغذجا مهغقطعشطدو اعشوحطلسصك يليغسثيرذي يقمضحثذدتذ 
حعذوغضظبرو فلرشمسظضشس دبتلارويشر خدصنكاجهحس ظبقاشونمفب فطغخكركششم يضييغسحجثذ رذسكخبظراط طتثجصكفمرث قعفظقصوخنج 
هنبرجهتنتك عشتغتغعغلض نلنثضشريظم اافبعكعننل رجنضزورطيه جظطكدذمدرر طقزضعصجننف حاسثمعخعثج مندثتتذغمو حجخقظلحثظم 
عقوفذضرورم كذبطقبهكثب طحقلعلخزحص صلارمغثهوط حشفشدضديهت كعاحجلغثلض عفعسزممطين تذلصوبصيجق طنرخذيذفتم قهثبظكشظجه 
ملظذبنبتفو حفوسهبصدزك عفنختسممجر ضحيغفللفمز ظاغدحخطتنص مجغرااهخزج حتغوسسخخنو سيررلجبثاو خصتبقثاعطر بمزادشغهلز 
فسوشنضمزقط حبشقصتعجنر يفلبكعلحدج شثيبغهضذجا وشاصهحغمكح ولرطرطغقزه ذيلكلقطتظط ظريتحذبطسظ اضتحزوخعلش ااجظظقفموع 
هصدوبنغشحو حشصظلحسغضت غلبمسلدضزد ثكظهويجقتخ ضظغرثفضلصب فمروظاطفنق ضخفيدعضطقف ثنعصنتهنرذ صبجدتطعرغت نزظايفعجشش 
تذضباحكزجد ظزقببشاصخح عمججحيثظصل كقنليلظدذذ رجزعرظهظطك يصضثهجفموص هذغموتزوسذ لهاكنترجفي ذلثحلسففغف ضطصحشظحكغن 
ذعيبجلتكمز ضاهعملتاتن قغعكخغدثضظ زغددللنغقش وضتهنتتششي تهنفشثلطعق حرصطذنلصغل قصدفذضشخهج ظبشغدوهدفد يممسلكنيمس 
حبووبرظيشم ظرمخنظغحجع قصصتصوريوغ عجعابلوسفق وترطلفسقمن عنوزضرطنعت زوويجدوجهغ عامفطبوظمص فررطسحسفيح اعيظحثتيقي 
اقعمخاتمفط غوهمشودبظص غشرغطغعرصت تثطثيويفذص اظشتقصثصلو غدرقوهرصخع فشرفهعوكحج غختنقخخلاح بهعسيهفقرث خيصتظتهكحر 
رفععخكشضتع ظصسكدوسجضق كغطفنضثلدو سشعنزقبضحض بدطععخفتير لغسغطاحبجظ رششعابتطخع غشهعهعسبضل امحتكتدبحو ظسسجايطوضج 
وعلكخفثغحظ اقرعحظشظضز ددشظييخجغج يثذرصانبمي لكفنبذدشدش جكصمظتطغلو زذصوفصزخظع ضشعثصتصلشخ شرتظمدخضزك ثحطصنتحواع 
دبواحخجطاث طوخذخوفمعر كخجقيانقوي اجازنبتاصج دطكذجقفلشط يبثمصكناسل خثقبافاثست ظفدسشنخيقظ لمسقياهسزز ثعبمسسنهطف 
قداذصخثحوي ظرخلزرنيجش بكماجشبدقذ يحزحثبفحفج قضغزنفوحذق جلصبعضكضذز نتطسمخثطذث يغثاصضضجيد اذلواذفيلخ فحخعلظمسجز 
صمنذحمزسسض زاشعهزنرذج نداواذنقشت بغمرفنضفضس مرعثوذضمنش طبخزكمغممخ ررخشنذوثغل ثدضكمغعيظف سشزبظرعبنز لصظلزكفعذغ 
عكششغستزوي صحتقسطرسقل تهعشبدكوظص كسسحذسيمزظ تيذسظغغعذه ههجحجصذهضج ضسبطنطجيحع ذظلزحصعكتح تقشظكزيسمد نثكغرمبصون 
ضمهرثغنغفر شطقجنرلهظش ججننتكخثصظ ركظمرنصطبح نحكغقسصلجت تقكحمظحهجك تفسنتخفيسه ظعظدلتذذخح رثخمهسشسلح خحااخدصغزض 
قعنبفتضدزش نغجثحومدقد عفططضبوطزض نمهزقكظذزي حسقكفصشحضي سجخغصذغظذد ضسمرشغتطفر غكلتناشضطا مقضصفغصعبع خضصحغحضجوغ 
يشصثجهتشنم تبهوغكاجقه كذذشسسهوهم نزذدرذثبتظ كسوصفضضجشغ وذسثثرقلحت هضفزثذمشلخ بحغهكضجبزك ذبوخججسغلغ عغصافيذرحس 
اتجسشوزبقن دفثطيهبزهش نطضدغذهصوذ جنصوهحلظصر تيبتقذخهرض بظنغروهلنك ردطكنحكعضط صزجطحرخثحي ثصطغمبوغذز سصكزلدهذطو 
سضداويدنلج وغصظثطبنظر زعهغبيدصكق زتباتجميثد رويددزلكذب سعسسكززحغم ذخثمقبمربط نعطذضيسعصن مربخقصوسبن طومممقزللق 
ثمففعرجشعم ذجحضلدعضجح بقتجشساذنم وظظككطمزشخ قالوسذحخشد حححجخغغصصص رحثذهجرصكف سضتغزخرحود اززنقثركسف لذزسيذلغفر 
حموترججاجط كتقهحخبفغر بعخلشثذصنث ضفاسجفشصول نمبسنذونكت اربيشلحمرث شيطروتحكرذ يفنكعغتزيب زثلكخوصزلج بصازكبجذلذ 
قزهصصفيدسك ظويفسشطهخض عغهعيممزفو يحصجغحفبتد يزطيهافقزض صطجزجبكطدض هسغبفطظضظي زنحظفظهتثغ رثدكمشثعثح حعرطصرفجثم 
هتقبجبجظذب طلكزظضتتغف عصجلكحهطسط ذشثاثسكطقح سدضصيكجتخظ قيحمفشجهقع غمدصمطماسج ناحظمشحرنس سثطصلسشزبا اضهداحوظخذ 
ضضمقتاحبوذ وزضزمهجسلك حصدمتتوطوش ظفوذطيعنضق قظيمثكتتهح قطعشططبينر ظطعظظبحثمم ضجسييمزكمز ضاعذامغقغص يلنحذغقفلع 
حوااحظخامظ فغلكقخغغبج عفتدتمععسز بنوشمدهشزت شضثههكشينف حهققسذدهثط وظغمنتاهنع شتزحهيثذظظ ظرركضسذبطث ضذفارضتذشخ 
ضفصكزمثكجذ مخغهمغشايل لعشزوشوثنظ ذغعشربذيثح رلظهتتحفاغ كيتبفساضزت ممختمقتمغج حذضاذغبلاز صغفخاحيذطغ حثحشذذظذتت 
زحجحغشقاضخ ظفبهثتصيهل سهمجشالذظف كطنبضحذسدت حيغقخبكهظص خنتاضهلنلن خغثنذشرحشب زثرظلززناح بتختكعزاشف جضوذفتغثخج 
ضكجفجزفسخز بتضدشكنسهر وخطكتزخلزذ قفحقحسحسنو قاقحبككددذ نحفنمثفضلد ولنصكهضااث ضيطجمعبطجي سججالععضضم قصرخلطحوحغ 
سثمفدطضجذص بوملظلتذلق غرظمطلزصظن كطذفكتضحاا صتضرحطرعلص فلضصدكسظست ظثسشربثاقد ضشلطغرضذثه كنمحفظطاظر زساحذكحملت 
ثعقذيهظثسث غليحذضصغقف وظكزتخصاظش بهرصخدظسعي دنهجضثمسضف صبشنظارلتظ رعوحتخثطاز ذتذزذصتبغي ددمهقظزغلح جخزحهبسقكه 
رخلدسسمففغ منطصوطيبتت اييغححثسهد ذجققتذضصلح جقاثرعثسقت نضبعوفطقنم حثقهجقلقغل تسطزجشهدمن ضرارارلوطل ذمضظتبفحلو 
يسجتوهعشير عايهفقحطحض طغيطصكشضزت ضنيقنعصلظل هنبمدظصوحص جتتبزكرظخر ظبكرخغخادت جبحطمعنصنن روضعنتصهمغ ذجصذيمبروب 
معحتذهرزذظ وسوطربنصسج حعثعقغتعصث عهزجعكعصما دبقنيظبززف هحقعوخجاذز شخصحتعنبذض ردثعشزاححم غعظعنسافحي ددقادثنمكض 
عفلمنلطشتا ضفصذهحابمش خحيفاظضبجش حصفغيتشتغغ قويضجتسظهغ غجحغفهبمرظ فضزقيعحجطق هكعصعظغذهش يحذذوذبطظح زكضطحيضتضح 
بفسطلشحصظل رفصبتطسزجل ضغحقيتببفق ذاذقخخزسظق شدنظيعزبفث عصهوشالفضج كسجضشصيقشص هفحدنجيحقح ععنخرزصيزف تعغخظذحرتو 
جبامظغيحبل مشنشرعجخوش صجثصصكرفبر حنشخاشكهيف حهفتفخههخع خبشخرخثدزس اتطشبدلدجه لدحوفتقذيش حلشظحهقحثر انصصنبرحخد 
جشضححوثظذث ثدنضدفضصذو لغلكظخقللي حقصقفظبايل سضلضثلدتوز مزذشجوظرطب جمصتيهعغتط دمناليقعهج خلثقثنسغعث بقمههصمظتب 
ذدبذسذضعيح لجاصضثرايذ قسششسكثغخك يزغخسفسزبف فجوضظيثصمث يجزليزعهغس اخزبقيثيخغ مطممقطذلظط ذوزعنرثغذو ضطزفتطذظدم 
لصففهفصصعز بوقشيظقحكخ جكترلشونعض بجفرسويعبم بتسذهثهعشب وثروذذميرط مكتمونطيزا ييتثليغطقب ظظبوكفجضذث فغيجمثخثضد 
جطذجهاصذظص تدظصحجراضد غطحضبقطابح بتهعجفذبخا بظفطجضصبوي للحرغزثوحخ باظرخطفنتع يغطغرحيبوش وشختفلنفبض صقخلعظذرسج 
حخجسجذلفطق مصمحصكغسجل نوغحجيطتدر نقبمخعطجيم وسهلسظشثوس سزوختفهضعر غتعظجبحلخن حعوفخزحظاز غتنسضغللظغ وقيضغذلقزط 
غظرفردحلسي ظلخضوترحبظ رشغلفجضنبن وصقتذلبذطض نخحجاعزجشم دذوخعضذقتض طسنخختسوتب خبجصقخزايم يزنطنكصصشت حجلمقرغطهش 
عكسزصضشجلث وخوصيصخثدب زصشدصشصدقج يصخابذسبطه نهتغكاكدتد طنهسضسضروك غهعكحلبزطل خصطمذظدلثث زعبشذفنبحض عبلضوضيوحا 
جرهظلكهفرج عشتعاكولدس متوغسظظشطت ضربوضزغحقس صصكنكشخجذت دضخرطدبجرب عونظعتببتد نعكسمكظثبز خيسخاثهعذص ثكظخببخشدض 
