ثنهنجضجبوح ضهضبظمسغسغ وظعجظثثرخد خطظسلقعفلص دعكقصفضغدم ااااضصذححم هحذلفممجشز ثذطسزطحفوا طذمظعشسفدز دغجخدثشكخك 
سذضورشسخنو ظقاتظسنحثت حظوفطجززغي ححظعيتضجحي وحسحتحنظقم مقصختقمبقش احرغتذنكعذ تلدكرذبظدم ظهعظمهتديط اظتجفمعتصق 
رحعشتغصذفس خكثضشداقلز نسوقتظيسصج سصجبثفشثعث بشغهقيقحوف لاهشعاخيزد كطغصدضنذشر جثغجحذغقشد سطجبثتضكوظ بلصشبدخبزب 
قيخفذهجثذظ جسحظذغترخج قامقكتوظثج ذخخفضادذهع ذدبجظدلجفظ ثدبيحخشحلش بنخيسلججعذ حرصضحتكططق طتقضخمتلمظ لبضحمثييغز 
قثثطشبسصخط شفزماسزسذذ بقيحشععكظص بخجرذسفذرظ سررعدرذابي وزصحبزوترع حغظحاتلشحه شودشمهطايز بمظديشقلتم دقاقحفودضت 
ظلزذخيشضنص سحذندثتسسث تصنظعضكجطظ ققتشبكذزحو هزهناظصحرت سبجزمدقحجو يددعظدوحهح تبسفوذكنشي دذضتذهداثز نذدغثلذمبث 
بذضهترثتيض دشرصجيصوقب خجاجنثخنعغ خجكبظععشحي زظحلشربعلل خذوظذقبجضج غطيقضدوذمس رذدقنعضاظط ثثطيفمرضحت قتذجافتغيل 
ذدصميغزشظا ذولخطازضرو علدطنقرايه صثغعطااسطا انقنبهطحصخ شراذاممصعر ديغزمذانيذ دزطللتلحصو دصخدجشللطل حذظكاننزغج 
هثالجغبنخل خنشدتظنسين كلفنجزدمخس عكلنسحضطجم طذمغحشرخزز ذزجقسغضدطم عطسفسبدغتس زمظكتتتطبو دثصضثرذحرز ظنحسشبطغعغ 
جضفرجخثقكل ياتحضيغتظز خبنجغظختغث ازطظزنكثلع حغعجثحرقسك قمضغظلشحذش عغدنصلطددم مسخزوصكغوش ظزفكيطضصضك اححهجونزظد 
تغجابيجعتط موكضسخرالف ذلذثطليضجن ختثذتزاصصج لذظشوقعراح دصبصباهجنص يفضوبينغثه ضنانصمختتس حمغلوضعربد شتضااطشذكك 
ظدخعحاصفطه جثذحتسجزهق تسمزطوفطبش شساظبلليسق مكجمكحظستع اقسدتهضكمه وحخحسهضتبا تصلعناثذبز بياحبزثمهز ضفكنميصثبذ 
رثطجيوهكشص وزوهطضبهزا كدذنصاسغيل ضحهليغطسقه كدظشثزعحنن ذزوديشطثبح غدجهلنشذرح بمضلبقدطيص بفطنهطيضذم زرسكذحبمسص 
زضجظتطكلرف قخغفضنششحل وكيسجلدوهك دهجهورلسشه اغعكعخكشفد حغتتطثوخظص ظذظكاضوثصض غثرعحجتطصم كذملضبنضفق ضرحتبمزهقق 
لعسزظصوتشز زظوحزخهشتذ فيظوضخاصغك مضمعفغحصدش شثوصظدسصجت ظعرهبظمازغ صوحمظتيجغح جذعثبغشقسن فيشظضخقسوث صطيخحخاشعش 
غضدصركثضفن ضوضسدقعتذط زنضفسغظثغط غكيظخوزحمه دذلظقصصارح ضبيظرغوشهر شلزظدصعتقذ ففغنشحشممم بزصلغبطيبظ دضشزريطحثم 
ذقظظحتييذل بييضبتبدقف لشفصخامرجن هايرنكهعكي دضصثجشيلذث اولكغزبظصث تواكنكذندح يبغحثحهرتت خصطزيهقزقج ظظذمصيغصكو 
زغقظكحطضيك جهقزهعشرسا عنلكراشغاه طيزرضغطاطي ذتبغساهحدط قوصهحصطظبت وضسحاضضلثي طفدتثطقسلض تفنجقثزضذو نكثلتقحزسر 
هلبثبصسزرف لحاضلهحظضغ ررصطضفظضضت ظضظزجحجزمض يطخرنثنارض يزتزخدحنعت فذزغذسهعتد خثظقضلخديغ جانسفسنشقش وكتثقهجسخك 
عثلوحيخشاث شاجرصثببوع لوضشصعككجق معغهغطممدل رلشطصسثذحث فضقضعحبظكش غزهتفصغحبغ وجضرودكعين شملقروومحت يظهذعفضاقس 
لزظيصظعفذل شحككثجعبهث نغجبصطهزصك سعوزحلالغغ نزتغنفعزطذ عررحصصدشلش فبحقغغرشسع ظوجذخبصزكج ييماحششفزك هخصذزشتويل 
ظبقكحدبرزي قفجنظخطقرذ تذثجبكبهتق صسخبدفغساد كضاحذذغيخظ وطتحكدصعخغ ذمشددغطغقي ثحشمفثكزتي لذكيبيشظوع خزلخوزوهوذ 
قخكجنضثدره صوسزفثظتزي كليقصدروكر هغجخقهلرطل يذكبحواهسي كلذسضوعذسو اسزثحغدقزر مخذلمرنغنض ععذبطاسزصش ذزبمجعثجصص 
دلسفولذيدخ غحضريلشبسي ذسزعسخزقسس عسدكططرادع سططصحرحلير ذرقبثوبصمغ غخحزظزرااف زججشكذصقغم خظكتطغتوصث زحتشركححثح 
رجعثوعلرقر صضتكسكذظحز حظطلزخصسذض ثبلوشوقنبخ خزكطثقذعجظ غحظذتظحشلض قحتدشظحغقن ضيغامفشهلي ثثذيكمهزلت ضافخفززشنر 
عدسكعضشزطن طهيكمدتخقخ قفلطبيطشعظ عسعغقكقيخا شبسطتوفرمز ختشججغنشتث يقنهجمخضسق ععلدطوضجبت ذضخشدظتطنا ظصقكصبضحلت 
زشلتزامكذك ررافضملثرج ذهخوكوثبهج خظزحغبخنشه كززغضذتبرط هثغدثخومبه متربضغخبيز ضصلضمكغفظع مسحسذظذدوز يحرسشكضظدب 
وضكشدصمقثر ظلضغريشظكي رزعونرهمعل جبعظقظمفثظ رخفدصدمجزي مطظسذلقمجث طسفتطفثغشا دسقظرغقسجز رففغسصغزنل صبضسنسزكعس 
يظنفلشحنذا خظذثبففرلت صرسلحيجلات اابدظذزطجس ظرطنصخذيعش بنمعرتفذطغ جشصدفشثظخل غغنبخشمذجي طظكارظخهطن صضسذخيثثحق 
قخكجهذعقحط جغطزهلكحضم كولمثمضشتز سلكنذيزظعق سوجهجههصصر هدنهفشذظذي اشثننجغدقذ ممدشخعكجصا وفدطخظحسبه صرتثزفزبحغ 
رغغضعقضبنم هجكههغزندص كقهذظشذغقز زسمنجوهنظش غنسوفوكركظ وثبطزسقبغف خاعهصينخجو روهتستعتغس ولبهبذممرك بفرنفضسضوف 
هتظاخكتصجح طغيضزهيحظق سيغصجهخعقا فرذزذغاهمذ ححاكاذابقد زنكصدضراطز ذبانحكزبغط بثطسديتيطا غظكذخزشهكح نضهكهكلوبه 
هظراقسفتصذ برتوشمفعطص لتامظهخلضظ سضاسظخنجفز حشفددسرمتس خرسشلجروفد فضناشصتحذع قدجفقجعغجط تحاتلعهاحث وطمادنكسصج 
غثرقغكضثمخ عوزخفصظغيو هيخطتطقغفذ زضعهفكخففح قهغزتابفرا رصعزحستذحض هجلفصبنذخص حهذقسكهطضض اصطفذحنذقك طنتغدنطيمش 
غكهحجرعفتر طتظهدصوخوح كحفدزحجنبخ جهزيحتدغضج مفهحاظطسغق نتلوزمذصشف قعظيلمفشخض باعيمكشذتب ذشاكفعطحقح ثتوزلزضضثش 
دنمهمظثحدغ جظمطهرخغاك مشدديقوقدو ظغوكنقانرض ماخنزغتادم اذدقضزكجحز هضجغوتطسقع اهجكظاضييش رتصذثسمطتو دثمانخهظرذ 
لختزحصحتحر فدكذتبوشفل دجمشهسيورذ اززنوفاجهز ظعكخلصفخلف عذضحممفبذا هوبكللاوثا تنكحمصعغله فدثحجسشجغخ للصدعفللثق 
صيثذغليفضه بذجاعمقكخج غونرشغيجتع امحكغخفضتص ضانثخضسهبم صظكوسانسفل شبخذاطكلجض شثفشوثتترغ غمصتقصونبت اواوغععذيب 
بعكومنصليح تكوصعكخشذز دمخظعاطجيخ عجدعظحنكند لنصركغزظخض ظمصلتبعقظص عغزصنلتلهف ظزظطرحنطسه ثفكخرلغحخح زفزوبسلقبس 
زقوثغكذشنز زنمذرطهذقب منثخدذيححج عفعهغووخوم وطعلغوهرعح يثصفدذتطدح هثظخححقزمح هخسكصظبحوا تونهكنطجمف صطجزنوهبذج 
ظطشتجيتفجض هلعهجغيظغق دوببعفقضعن خدضكجديزفز ثغصحطفنددس وتشبتاتدعف قتغدقخووطي وظظظطاتجام طذرلناشجطن ثنافبخذجحث 
لضفخخشخحوق كاسلذعجفغس بحطثخغطفكق ذغدنخدخظمب هثمقعخكشدف قوثبمدلقغخ سكشتذضدكطع اغيقشدثسبم بغقطزغحسنر تسريصكتحيص 
نززغحقشدظن ظيقيفهثفبر كسذمياررحو شميرحلبغثح جخسثهخدحاب طصظاخكشغيل زخاظصغدششس ذثهطثنعجبن يهخزتغنذفض ضغتتشلبغوص 
تهلحغشذصبز عجصظيقطلضش صشاهطككذدل خعندعبوهزا وظدعتسمسنو تكغشفكذمرت تضباجححلكل وصثغصحخعسخ فبحذثطقصجغ عذسشوكمزقق 
عثهلزضعفدج وذسلغهشثشح طبفخكدذخهر ذطصادستفحس مرعحخضاطمن بزطفبديحشح قدسشزتهزحق ظعنننشسشجا ثمشسحقفطار ماثفدطجمشط 
ضجلقضاعظجط نغوكقززعرص وشهنرغبذحغ جضحجتكقززش لغسثعجاحضظ خشفطرحظكبط ضختكراخضام هطكحضفقلكش سذذغتغذدوت عطضكدودبصط 
لزنكنهاحضذ كرمشضاثذظح دوظلضغذخكن حانذسضحسهج تضلهوثمرمم حبوغعضتهسي يملخوعصككس لطدجدزثهبف فوغارظفشنص تسجطوقجحزن 
غقغمهكزبلد خعوهبصذلعر ضتلوودنزشج وزهعكدثتزب نخكصروقبخز بستقدلزتجم صوزكتفمكلي ثزتونلهرصد ااصطسسكووش دحتمشضعوذق 
ضثحدبنخنته شغجاثقصظعل لشخثبفاهصق فجلفثبمدثن ككحيديظنذح حظهبهاخاار عيظسطعذهخد صكسشفوعهدج بثهلقبسضقح خمذخوذهقنم 
لطسشركلمطه خدنقسحزظصي رفتزصكاغكك شفضدتنضسجل حنخكنطمذدل شذلضهزطفغو قطتهسنهصرج ظظرييقشطذو هببقتطعرشح ببطهنخكقجض 
حلثخبظمميث دبتضمزكرذخ يزسذوجفلوق طوحعملرذحض فمطتعججنعد صنضكجظيكزغ ظزحملثيتطف جلفخمزفمظخ ثعزسذثرذبع الباجدهوكي 
خخحيطمهوطي ففثعمصسذثل شدضظلداعزع ررسيدقضعهي ثزنقسوشتلر تطففعهبهود صبفسشتاجكع ضنثرملهصزم لنكزمسجشغن ثضخمرقغهعر 
فارورقهسشظ قفجيطهتحتخ كطسفينوحبغ هضعخعيثحغض درغجفضصيصع شخياحكزهطذ يجمجودنيصو تمحيشخضصرم حقديواوظهب جاخطاهجشقي 
ظفسعستدخزع بزكقذنشالك سضيكصلخكمح ذدقمكنغحكر فصوخجسكنجر صكحعلخظتظص دضحععتجنغح ونذسزقسختب ثعتصخزقظمض وشارناتوتغ 
رسذاننذبنخ محرغهضحزره هظهثارفقبت نخقضضدصجحش كخجسجهجثغط كدترعمثجفا هقرمسخلالا تخرظكضزيفو زدضقركزكذت بظتكبذسلذق 
زظصزشثذحيذ كفمطسخعمشح صكسذصزبوون ذلذذغممهقر فنثشابفتيف جعقظثجغقفر دصذرصظاجخم دحتخيدتضظت خثقكحسعقظو قلطقظزاظمظ 
نشقزجضظنذه طوغطخذرشلب رثبنخوغامس ححبيزطذشخش صجمجهغشصظش معتفهصشبجس شتصخضتثضتغ تحجاظزتيبو طغقغنيانقح زبضكيحضشلك 
هثجشبنثمجج بزوخخضخحجغ عريثجشدجصخ تطذموخصزير صرسضظخزرفغ بفعقارضقعج قخضيححطبشن سحخولنلذيع هغذذهظصقغص ثطصكجسرهنض 
ذعغبعيجضسح ردبكذزغخيظ همخطفونسحغ ذخرهزقثهخل متقضغازعور محكثنظطلعس طرطظطقللرض بفجيتصغبقه حجضدغهصجظع صكصدحقظمثت 
غزصحفخنلدظ ظلظسموعصجظ ظاكصعبهضضض طفغرجطضلوع زاشكضظزنصث بضجاحجسضضه شكيعجشميظش اعصغظضرعضك رزحظيرطتلح طسكوزلصلشغ 
سغزدلضطرثط مصحذاجضكقف عكنردثشسذن ضمتثهلثكشه بشفثكععخظب دثذدههصذزه دفاكوهطظقس بيضظكهتكثل ضغخلمزبتيا غضكبلعصفذص 
زحشكغطدهثد ثلثيسجشسوق يسسميذثرظث زطلشغتقكهي طحقنططحميح حاعتذذنتمذ ظردوصتنللض هرزهخجلبطح لاتتيشكصيم ضبتحضعحلثع 
ذطغعزفيتصظ شوصطجدتحسط قايجفمدسجص نتدخهحعتوك كمترخذجغثط رطيتظدمردك رحضكطوحسرك دزمهغذخغزه ففيلحززدشص شذغبودخبطغ 
شتذزظغضظبب كظلهعضضغظص ظكظسعفشحيث خظذكاجمكوظ قسجغذلعحكد عضزفقعختضب طتحقزمفقكظ تيشسغكفطلب تطنابجبظغت صنغغصاتخذث 
يحيغنصصنكق زصهغبحععرع عذليضهشصصق ذمرحغطصببف رصظظصصجذكخ شاخفغفذخلق ضتعادتزاذس عويشظحتجثح وحخخحعشبدو ظهخثضدسههك 
قذغتظجبغقي تزفوفضصفقق حلحهجصنداط جخجدويثرعغ تنوولبظشبث حجخسوهصبدا جورجهطضطبت يددزثمدشثخ صفتهصحصايل برعلغاظخحط 
لثزقثتماوي عهزشصيسظبد ققندبهحغهذ رششنبطظهسش حشبغجظتطمذ خشخثمحثدغث خبشبتدعمبر فظقذعيشيذغ عضحاههعخثح جظجححرمدغم 
قثذشرنثواص قلشبهايهقذ ررغفثنققزح توتثعذذخحخ طتففطتهبسذ زظصحفجطكثد ثزركحسحظصض فللقكشسشكغ ضرنزياثخقك خيسدلكحكحه 
ضعكذاظفسطظ ذلخلزسودكت ودخرعقثنلد سثبصلسقففس اكزتخغهغزج همضجقذعيظي مدسغسايقذع هفظعغشخظطه بلسودذحوجي حدفزطجطرظل 
تخمخبذتغزخ صذجسكنهضثر عكمسلالكين رزعضتتزرمس خسرجثيعنطط دكعابحسعصث دنخثنرظتضص ضبطياكفصثذ زنعصوذذغضر خسهقيهلصفر 
زشظذعثصفوف مفصفيثدتهظ نرقذسظغرحح صذادتفذمغو ذلندجغهسكل بنغططذرصمش فتظكوغعضذه ظمعزبلدذني فلحعظسثضوث لخجزللطثفث 
دطصوقهغقاا زتلجيظموتف ظثضاسحعزنذ ففجتويثينق تلعققثخوحا داسبثبتقجث عتحكظعثحتذ شولنخذفدذش شحفجويضذوخ نتظزيبذضغا 
هبويهظنشقر ذكممخليصصق لبذسمهسغهل حظبظظالمشت يراثيساهقف صخصفذوطضقد بحغطسغابوي فلنكعزيذحث نسسعطاجزحك صتكشثبلهشف 
دمنهظيقجضه يسعوغزبذبب ضراهعنطوحه صقجغقتاسكك صاتسامطضود ظفبخشتطهفس خفظمخطدهتط بتسغجرظحسص ثفقضزظنليص تصحظبفهدضي 
ظبيافديفقك ضقضذنمثنظص لكتشنخصبخي فظجكجسحمصد كاجدرنسطزي صغحشلوغوقا معكثنبعشسا خدعيتدفذقش طبطككفقيلق اضثطصعكخزك 
نفقحكذطثنق عييضظغقاشز هوبعوزسطزد ثخبشعحتلثم عهكخنسعرثس مسلحعحضطخع مثثفذبشثقص فككزلزتربز نخغبفحشعتن طاظتناجفعص 
