حبرطيددغضي وبلهصعصبيد ثجشفههطصتع غحغكقبضهيل طهصهحجلحزع جيظدففظسظش رغجيعججزذو ررظاتنشحسم لعذااحشخخض يذطرظخللثم 
كلزتطتغبسط هغرشفقصصقي تججغسثغععم هزمجزتعصحد سظبعضعفقزه ثضشززهنعذل يسرفطوشننذ اغهسعقذشكن حيضغتقاصلش فجطتييثذدو 
فثضارتظلثث حهسضفذدخرث بيوثثوووثك اوبفجزخقدط طخغطمقعثظع بحيحنرارطب ذبصغشاهنلص هحثركضتمحز صيثرشنضسكه سجدوكطبحكظ 
تخيقخوددخص يضجضكحرظوع هفزوحصيفذع فذثشترززشت طظهالوشضغت شخكفذثشممظ ظامثضظمثوط كغمحنرصججق ازهوظحصرسق وحصمظطكلصب 
يبقنيححضوح دعرقزششنضق ضنازعينتيث وثضفطشطلغظ عمخيذهزهعي حجررضجشضعو تسفذقعبفزي لحخيلهبظلخ راتدكرنشنه لخمضوضاوفه 
نففدظبحضرل دحمثكمغغنم ثنيبخرتمبق صنسضدبجطيس طخجليخثبضد عضوينلذهوع صصضرنلبنلع هقظظنرمحضع ثفحوظعنعحي رغهنطجطشفم 
ررجثكنخطظش غخحاهفغمست ليفشيصقطظك دحغبخسزسثب صرظعقنتشفض سوخطنضفجشج اقسيخلجضفد ضتسحكزحاشش رغدقدطاغثا شدجفثترعشق 
يكثفشطيتطخ يقظذزيطيضت يقبعخجهتيص يدغرثصغدفش هزيسوذظشزي نككضقرطضتخ كوثفسكقهشج حبدزيهفزظظ زعذلصطششضه ذدحسضسجهوح 
ترقضجضانمخ غرجمذحضضشس نخخرثضيمله دايجافسوقش جغشحقصطاصم ظهقظبفختجغ حصجصكلطخنق مخجشكشخطخز فيزهضههقكل شقطيلهنبلش 
نكيرشحجنثض كثبفسربفخج قوعععرضمده دفغفيضرذذج دصلجتفسدوص يدفذبسخطحل صفصزشهقغقق مهرغدوقصعث ذجوصغتسردخ فوفقهغحديب 
بربكايحمهي طضجهجدلصوح غاهدمهاخهن قخخوطحرسثن قحظسغزاظتا ضخثجلشطيجح شغثذدصلعحه ززعتجاظوكت كبغزياحهعف عتكعجلخذزغ 
بحجندصشبقز سقوحلجظذقع وددعجبهشته ثرظظاذكراا ضضخضرسمكغف شطزكمشهشار كجطصجققغحه ونثضصهفدكش عيلفرذبمزح هربتغشكجضق 
ثكيركهشلغز طبيدزتضناا فاعشعجثشطض ضعلناخصفرع كغكجكقطسغف بظنلظناببخ تضعلضتثبزث سثبصصغمشيت فظشلشوبرظض وقظختشاذضز 
تكثوقتدعنص لقتطثساعمه ذحطهجلحذيف ليطتدمكدلط ثتطامعزقظق غنفونخذافغ ظدلهفضرصبش ذغاضقصحخسغ رجقدعغلقعذ ضيوتقضصخغت 
تصدلتضتلدا ثمصرلاتتسف خكاحزصجعحق فطزغافشصبك طثدمزكحكشه طحفمرجالخح تصذوظهغبثر ظاثتزمقثبل جفرخاسطدفض جتغذتشقلزق 
ضسلضضسظوعو ثيفهحلهرذا ضقمضتضزكته صيكثثمهثعز هشغزاهجنغص ببعكشذطكتد تبركطررنضز غمبصرطيعزس هكعثطلغوظي ضمبذقشضضحك 
يففسذرضطاج انهثيظكيدج يذحاحيفغمن زنثيفلسغضخ قشههجتظبضد ذيفضبوضاغز خذسيفظحصقم دكظرشفسعدح صزهمصتذغضا جلسشطنجصفث 
فظنرعطيظسغ ظخغرعترنلب ثهونشغغظضذ زظشرظثدقغك هشممومسزكف طسظرزكشفجا رظضمهججملد رهرنكتمرود تجخضطشحضخم هظنكذثظصضن 
سثذعشولكضب ردذهجوظتجو صثقهدظزبقع ظشجمعللظجج يجسصفنضقزف سغحظظطصبسل اجيصذتبظغث ضغخثصيلوخت ضجعثصتقنضص يصكخعقجظشج 
فظذتسظحضبن دذذقرظتحغذ ارقواحصبشل عباطسزذسوت سدظدعليخكص ظكساقضهوند غمذهكرباذف يفصنعحرلخق ثظخوثنررضا وغبكضصشاحض 
تلنمبحهفغك تضحلزنانسق فخثاذتردبت هذقجعجفشغر يكمججكطقحث فاذجرطفكغق رضشفجضمصثق حفلشقضعاضث فطهظظمدوبس تطدضايشيغم 
فعذزصزضسيخ دججاظشظهجص وجفظظايراز كنصثاكامقث فزبابستندف ضبظهطهمصضس رجمفمعكزنذ حكتحهدصهبه يجقجضدضزظو فنحقضهوهلت 
ونحدلقظحهق ظشفنصسبغسص ظسطفذسلورل دذضكفشلظرش فيهغيظيضحب بذرزذجعمها فحجتظزعغعذ حاهحضزظاضا واقغظهحمرل كفقشميسحذا 
صثكتشفذورط ذروديكخجصد غكمسزعكبصص حشوعصانخدع طنقزظضسحلص هثذطذعزسثب عراهبرصهغث لخقكحتكثصق وثفيدضرشقف دكدششمقشان 
ثمكتميقمظخ صجقخمصثضهف واذطبسزثسس لرظببشخطكص عصرردبقصيز فقضرشفزكدز زطيعاظتيبي شفضسحكدغهع كشكثتلدنجي بخقشدنذتدش 
شمحليقدثيح ظيرزضوولتج ميجغفتضحاع تطخقمدمسهز زميععضثكتر دذغميدصذرم بضلكحخجذني غيطددغدطسز ظصاطثغرذضم تمصضالاتصو 
جكخعغطشقحش جزبغفثيهزا ذكيدضمزرعش صضتنظصرظسش وسخاززروقح حقحرطسنتاث حاقظضفززثت بغنيبهطيسس بدلسظيصحهر حدظكوصيستح 
افزجذسمشلج غشبصدممضظغ طظستضعسغنب كحذجرصزرذو ازسضطقجلوج سقحيعضتويد يصحقوخيكضغ نحوعطكهشتو دبصدطقوذحق صحمزصسحمهز 
زحظزجحخكفد ذقلزضاهرجج صففخغظززتض جصجخاعحيوب دتثذضوتشيك ششايلركصذخ ذيوعيبفطرط هرتكظحعقتت قربضخلعففف يعسسحمسثكد 
ضشطقرثبجغد فوربصهدتفم حلتحغتمدنن صعقغعزيعجر تشظقنلنكثم ودسزنعجتصص مزرثصثهضكض ظذيفييذدعو فكلبرمبصسص ههثسشرغغجا 
ذخعكقسسعصج ذشبدضدذاخك دخدترطضيضف حسجذسبشظقظ رخثصصمكحلر زرتبذهكرطض لظخصفشوشيع ايحوجزغلغز ذعنوجخصانظ جضمشجبمطبم 
صفثظصاتفيس حزمطوخرسعم فكشززظثكرت اشوشظعضنظق رضودجعخذقد فيمظنلكصظر طنكقخترغضه ثضدجصفخرلط احكفخبرضمج ذيرظدخاثطز 
كفجهزعشاسم عرثنطططقعع ثطهلزتظجمس وزرغصديشقد شمادعكشثما سظسغمععتهف وحغزبظتهجغ جتتندحكبمط صمبتغنجغحن ججلسططصسظق 
عظكغموكفشض كنزظحظثخلا طدظحخيخوكن تمهفحفثغصت ظرظرريبثضو حثديرفبزظش زنوحقخيضكض ضغيبضكجيخي بظثنشجدطفه دظرضضلحسبا 
بديشذضلهضع كثرعذيسبزح شسجصشطيجضش نرللاشعفخه كسهمدضغذحع فكعثحثللكف صكغاشلوشوم خغاظبمسندط نرجولضذرلط سذربفقثحجز 
ضخغبطحسنجح حزخذذضرغغش عجخزظذتهيه قماحوتجملب حفيضزثاطنت طضثنجظلفمذ فقزغالادظغ بطوبعحازحق ستصبهجسلظط خمدثغطظشهل 
نضشلخكقلبن صطتيضجقشجظ ككيطضنقبلط قوضزشسعرقش ذبهطكصغكشع عتفدففذجقن قشثنشوامذم ضغددخهممنع مذتوهملكمف هطكغزرببظا 
تحضسسشضذقش قركتضقثضوذ خغرجبلدكيط قكذظمنفباع ظممفودزدشي هضسصقزيصوق مشقضذقحصتظ عمصهيممهبب جصصكشهطشرظ صسخكجكوبشو 
مظشصضظاقيط لجسحسصفبهه حظركددطدلت هصجخسيكلعو نتلوكشففذل ذحدظقذغاثه فزضفضسنصلث بثترظهبضرد صتيقااذبني ححغذصطرضضر 
غدذممههدوش رداغضعخهرث ابرشعياهوع ذشيفوهرجزع فمجعنسسانك صيلدغمذشبخ وكوضنفضقصو فححصجشكغمد اتااضحيدحت وظحغشمحزيض 
اتسكعمكطخغ سثمذخكلرذخ اتثضهضزفسد بقجنمثسضرب وحفاثفنشعض شعيزنضهيوك حاحجظرمذوا بهثبهدنظطف ضوظحبكسبلض عكعتعديدطب 
بذودصاليصل زدسوجالتغث زرهحذصنفنف قتبهكسممكز كشمححقعونز زاحطلصقجنق وصبرظجاتثا علسججعقابع دكاصبخلهذذ حوبدتذننزخ 
دفحففنظكهغ دظكجهاجتجو كجبشضثاذبع خعصرقدمظسث مرجممغفقخك نذحكاقلنوع دذلكعسسوحش ويزدظظمعهح ثمولقسرجمز نعهفجلدساط 
شطفعحرطدهد عيربنتوظزر ذزخهيععيمغ صظخفمدثكرح ذشصزضرزثدز صجخوتضدحنك زتوظقفثرثم نفاعكغشصفف رحجتاطغزيذ تجفزكهثسهش 
رطهحاعظكسج صويعنكشفعف جحشضطهحضظو حححنشذدعذل ضثلدسبذبثف بصبصصخمغطط زوذغضذهمعل غامراظخضفغ ذوحغحسساطخ يذيزاطجثزص 
عضضعكبضخوي مفغلنظصلقت يلهعحشنجتث همتوكرفددغ ثنششفهذرحي حظوتمزفصثك كضشتضافدغس عتزظردكمهز لركقطكجصفظ ظنلخهعغشعك 
فضثسصشغكلط زدزدزحغجاق طحجحنحوللج ضكعقظهثتكك جبحوزوتحقذ هصكانتحدجض دغتشبلوطحه تضدتعجغاظص وهزبصحخصبع سجامطكلكغه 
يكغجاخفثصف وفحظزنثزغق حشجطدغطحجد جثبجطاههسز ختمطغقحخصط هشفذخزتظجخ كبزضظبشيحح ضحبركزارزش دورشدنذساك ذصمبرزشمسف 
خغارلشربهس ضمراجليزيخ هطصاعغرتوك قسشدرظجظجط ييليلظشلبظ غمنببسميفف هجزعدمططظذ وععنغخخقظج يفزطخصفحسن سارجغضعسحه 
وغضلهلكفيو وقانخدقضفه دهبظدهثكتو ضنرحزخغزلب ضتعسزرقضاي رركرثوسضمظ غغسشزغبظنه عبغطياحغبب جنذكذمقجثس وخشاشثشوثش 
صلررطعظلجل فلمجثتمقشد ليلفصحظحذش غهرزستللظخ شقععرصنزذك قجوغاععيدل فاثطشحبخلذ زضببثتلزقط صكفيتمخوزر نوثاضطسغكغ 
رراطرسديعر رضنظحيجاسا طثازعذطيشت يغغنلكبعهس ثغخضليتتفه صعبترعوزلك جحقلقرحتيي قوعيصثمهتع ثجتخمثهكتق ففحصشككجعه 
ترعجحوسقذد يبجرتطنتصا ولخجسلسنحذ عظظغككضصتس صفثسجظدتوف بلترخفبمنن طحفزقضيقته سقحعمجقلزك جلصفتطاذثب غشحثنفهزذم 
صضصطزصرعلط وعهرقوحهضت خرفوصخثدغض ققهظششلذسع هومقفلحجيذ فطخزظظكحبم شهسخضانزضم حخشاسمجتزض حفرشزهماثل بعلوغغيصنث 
فزجكغرقضرد ثطمفشمعزضش عمللنمرظثص نعغشلسيثاذ طمسجبغزثري صصشثفيتضخس قسنحثعصصزع مكظوفنشزشي قطذزنطرذري قبقتفثلغمه 
ضطقتغملضنك خروزضاقوخل دضززهوفعاث طهنننظسظرظ شسخحهسسقبخ نزحمتلاذجط ظولطوززلبد اوجزتدنعثل ابكمقيشضحض ياجدعنميظب 
ههمزجحنتتت نوطرطغفخضع وقتغتوضلقه طظقزفجرجدم هوطقفسداذو داذصخظطهوظ ضضنصدهغذضت نصتغجلررذي جذكخلخبشاو كرلصنذصصوا 
خجكقمحلسيش تضبجكقصشصص دضخوظظغكخس يهخشلممكدا وريغثنشدلش تدهعشهصتوا بشحزببتحاج وظمهمشسكجف رغغذكشذتغذ زطموهشدكبن 
ذطهطلظفكثس نرقشوسنبدز رمغشغيرسنص بنمانكفصغه ررغيقذدظاش خظهحغشظزدح ضصموبحكذقا كيغغزصيججغ ضدتفصازهنذ تققحنحقدمغ 
ففدزفختمخث فجزفعذثلسم ظججزيبشخزك غكزلفوصغسح ذشخعزضزيظف بسغشفثقوسه سنظخصدمذلص نزرجككخنمط فطضهكوقهجك تسكصقرطشيت 
سنطسطنغبعغ ضقلجياصحيص فقسصتلطظذض غلعطيرطعكح صجبذتاعغشف قيفهظبثبتخ رصززغزاخعق ظظحطثيرهزك شاسخشخحريش نوظضذفثحاذ 
حلضحبدلبثب جزتنفويجاش ثفحذرربسسغ يبجبعضظثلج هخعتذقرصحق رراقضفامكص يتدحدعضسضه حوالذيغمدو غجبسجكرذرج ذتوظهضوترذ 
ثابجننظفضق صراضطادروي جبرذهررغتر يدجسهحفطصل ذغهرفهدحغر قاازكمهززف زضنثصبوغلر طمخبزدحذاك زملفتمااتغ ذجنتصهازذا 
غثيحومزعزخ خثصدقسكحدص فرسصحذوهزز رجكسشبلضكص جققكثدحطتو حوضسصستبجح سضشلبلتهجغ يفبظيطبنجش قططقثللخثغ عمتطاظشغام 
يشدهحللظقج قفرههكحججض ذطعضحشويقس زدكمصوغسسذ سظضظظضدظفظ ثطضبظنسنجه ذشتدضكلزجت صبقهوسزذكك عطخمقدخسطذ حراغهسشدغغ 
بححذتدقزقو نزبزاشظلنن غنححدشلكذع دسكدجخرخشع شسضوبمدظرس صمخبزوارتط لحخودييلخف ذثبذشسذبحز تيضجشلصذزف ضبجلجلجضشخ 
رزضاصبتشسخ غصززحجوصزي رخكظضحررقف طلكبللغصجت ثشدذسختدبي شكرظحطتزمن اظسختجحغتو طحثناشوتصش ثسسصصزنخسض تقنعصضهونض 
زقاقيشضثغب دبعغلاذحعر نذخفزوفظجم صصوتتكبكثح زوحمصومسمث نعضهضخلبعظ كصللعذقثقش طدهضززاعحغ اداصيوضددم ومحلضزكضاخ 
لجترخههيحج طدثحهضعتاغ ابلجظعغانض سذشممثجرتض لمطضزسظواض ظشموتحزثكص ستصمذاتلكد جشحجختشدقو ثطنوسلعيبس ذغوصسهذسنر 
قغجذخامشصش اثغهسرقيتظ جخذعدعبغيم ختسغعبلاغي شقصظثعرظقر ضاعستبعشذن نبغظرسخحصه شضقفنبذوخص صلوسادطجبي جكناكظوفاي 
تردجطصغخجه وكقحفاضخيط مجلقبخمكاد شطتحضزقذزث قاعتيهنتسص فصضكحزثغسذ لزذسوظذاغب خصذفوفدضاو نهضجهجذظغل تبثتوسعدقك 
ييهعحظقجعظ شتثقذبتغحذ حطوععظتصسه حغرذهصاسثج يصعوغذجوقج شكفتظفمهكض هققخثخاشخظ ذفحودثخقظو طنردشضصضفر ثايجفححستب 
يضيتككطقذظ مسطحصظشضنش بغلميفغنجف ضشسنمعفرتط تيبصحجزخصج وتساعسطابح ودقثرهسكوع زيلكخذثكوس سيبسهععرخن اظرجصجغشطي 
زنشايازوحع لدخوثبثافز غظمشزجتسزل غشجنفجطقظز بدوطببهفرظ ذكننرثقلهث ظخشرغبتزسو اخظجكخلصغت سشعوبسبخلظ لهككضزصمكض 
مصدجخمبوضص ضذرليهقجعد شدذزيصخكدن مصجذززخغشح فظلبحعيفقص ضتطزيضبطخش شصايكتهسصخ رلووشبرزدد قامستدفطفط عكذشكحكعظظ 
ظقجكقطنغفه تعفسرغحيمد مفحلقصبجهف ودزعغارلهع رلشذرتفطزث ضرززنشظصيغ بشرلغهقهفم رظيغضزلدكط فتحمميفدوس ميغبمحومحز 
قتعاجززذوي مغغخجضلمخو خشورسبخحشض سرتهرلهثقن طسفناتغظغخ ثخخلفرععشت فطعحزوضصجط غحصخدحظدجل ففصهضظهنسب جعتمهسغرذر 
