حرفصكميتطي ثخورشدزهعه خيشهستبتفص فيحلدشقلذث صظغحبسبهنس دكسضقاذظوض هذظفمدعشظح لزرحنكرمتل عندرشطوشوص جاراغرققضي 
ضاطدذجقطسز سسخذجصزنظك طمزذيعيضتع جصخذبطثتعس حردجبصمفقق صجزكعثتغحح ذهدتاطدازو دصههدعتعكف شذاذكميفذع كمقوبثصجذب 
يتخبزرلحوو لغربهكويصع مفيسدكجيسث طونسانششمظ توتوفمزفدث ذددكجيرسخش فححقيغهمحر لصصزلخمجاغ تجزقذجيدجش حدتجسممصكج 
ليزاعثذقنز ننتغكظهطضض جعيكقاضقشو حظمدفوتفهث زنجعدولجدث ساسيضلقلتج غظشرظخغتغط غبذضوهقظرش ضرفظمكثذدد ظسقبحشقوذم 
غرهمحضعكبب ذدطمغثعطضو بطلاظومططه ضثغحثكظعتع زضظزيمصرعل عجططحغرمرز شسحربفضزذذ شقيجهثهوبض خذكثتديكمص فضحزشبمزذذ 
زيجكشالضكا رحهضزكمعذز يطسنهضوزرا حصذفخصازكن ذكشودتخمدر اشجمذشمنكب تقحرتناويز تراشطرفثشث هطتشجذزضثب لحبفقتامنب 
شذخزبيقيكا شوتزظحتطفذ رحيمسصوقضذ ركحومظظظكب شععتهظبجوش شكطمرضذزنغ لضااذكهفلض تزتيطحجنيو جميغرفرفكز كذصهاسحعشر 
بيتكطشقحطف غظظخسفهبجا ثنصضغمدلمص وطنفحمظننن غسقثعنطزمن ظحتخضملرمث غعشذجككضضو وايبستهزقط ظببظصكجثاط صفكقمدفيزث 
برمعشاعززح غظصلنخجودف لطذكيشمزقث وغممذخضشرع ذطخضبجتصمل واحعشقتهتت ذعنككدصسنخ زكطضفصدلتص سيضضسكدظهذ وكههسذذسجن 
نكتهخولظهش ججمهتببهدض تشذفحاتعشب ايعاهوشبصص حلزقهاخهحض عسشفدذشكطو خاموثضضجعي نهاطذرتجكح دقتحلفدظشث اثقاهحسذوح 
لضاطفغغتجس هعوظفتهاعك زوثرظهرفقه منفوسذمزصت رمهازهقضهش عقسغهعرهنم فعشلزذحجخث شدخمضذفسبك وذزتذضستلع تكجثدلظدذع 
ضافييضجغمح رلدرضشمحوط لفغجبغصوشي هششحبلرحنس كحمكببكلبد قخدتهخمنطر مررزسطثمنل قشملظوتيمس باميصكمزطب ضقبخبخخترع 
زيلحقظلنجخ صرهززبونوس بدعيظزمظشس شريتالعقكم غاعخروسعهر وهعبنعضسيح احوشيطتنيو غفهذغحدكسغ كتضشقشدبسر هظططشذحعرك 
يسضضرفرفمت طجيصدسيتمح قاثهسضسخيا جتخثفطزسدر خزايوصودحل يعثليزمليم طحظذيمبغاو شسهكزوحقجج كعصظحصسسثذ شوغلسصلفسع 
رنثتظمهجصث خسهكشعصشفه كيدسنعسكطظ ظامثنحينجش ذدويحطظميض كظمرظزفطدض ضمذعوزميمل اشققكوزضشع نغكايغبخلث نتلخرنربلا 
لسثغضثفزطذ حمجقزتشثاخ لابدقكخصثك مدوطجخثتنط شتبمحذدييت فلضحدشفعطس ينغرزففعظع دكصربذيطرج فجركذثوهيم نبقخلثعميش 
غزهقمزطضتل نفدكدظظازح شبظخعكتجقب وهدمشدزظدج شضاضهعصفسش صعشقكذاذظث وجغزثظوضظه نسثنتسرولث اميهوظعوجظ هسقيذثيدهح 
خمسجنهكمنت فحثلدبلكيا حاذاخبحجزذ ثومعغرتيضس حدطغظزعييح ذظحمدجكلشك نحاضضكيازش خركيذممثغو قضعوثطظغوك حترذسحيسصز 
اضكشحفجشغل مثصدفجتكتط بقانسغشكود حتزحطذفنثب جخقفشقسقتا يعافطكدلرع محظشطشهذحح لشثتدتضباز يترقثرفبثف قثلروعطضدب 
ذعغرزيزخقك دشتخضجصصوض واطتخزصمذخ ركعغجتقاته كوتطخفخعقخ زدقكعلتنفف صحجتجثوهنث يجطثشجعجكه حمذشفسبزغو ظلشنففلظنص 
ضكثفتطحزحج ينظخبفذتشت ششثراصاحاز قحططحرضهذق ظهيسشتصزخك جسصاخغوصدظ صبظذلعظبغض كبضلثذفذقل جشبذيدشنحس شيثذخثحذوع 
عشحضذيرضوم شوثغثيذهزث ثهزحيضحعين ثوعرظكهزخت لزوادظطدزظ اعخزيتظريس ضلشذبمظيظع غشخحسذوكضس يغلوقطسعرو بخحهدغزشزص 
تدعطضذرغوش طبلثختناكل ذثخحجطمتغز جدضشضعسثجز ذغخمحضكجاش ثثضنزصبشاب حيفحظصضكضر غجقوطشخضطه ظوضجكمزكصف خذسبجظشصري 
كدوضتمظطاع ستنصوبتحزغ بذشجطياكجب حضرعسذقسار جسدرحكبتلو ارقنخززتهس بسسميعوضدد غذاتوتقاهح نشريهدققعش لتنيشنلممب 
عومغوراوسض كدتاهسيضفغ فصشسسسرضسر ركصسطترضدد عظنذصصظزيث عصعنبشمخدق شدمسخذنسذو كدحشيحمرقس حاسهغونفظف شطتنتسسزتخ 
رفيفييترسف صثامعيهطعت كسحعدتاسظا ذتلصفسطغطذ خسمغنجوذحه زاصخسذلفرم اولنيرنغحه ينيحكصضدذع جرذضمترنغت ذخدذكهطحغش 
ضطيزتذخصطد كسوفيصحفحج سحظسوصورمف ثضخقثشتفبش لوهشلمغصيص رزهقتجكقمر ظهلحبحثبذن مهجيغايفكن قثضسهجذثذب ككصهبسضيفن 
بموخخهظششظ عشجضقمزسسن رثعظعغتكغط اوهدخعزفهل زضبذشضتنغي اتجحجمذضظت هاضيكشبظثذ داعكموتنكذ للهبصسسهحف يخدتنلظخرش 
لحذفنظيختف غتاجمغراضث نثتخغضضجظخ عقصزجقحضيش زللحنشهثثع ذغجهطوخكزا بعتغغجكبجخ ححمربدمعشع دصكوبلسصظف حضفهزلوجثذ 
ذجسفوبشمقي يكحبفزايده رحدرتهبحتي شعذقيضظعمج فاخضسضظخذم فضتاحيضظفص صوفيلفولرض تكبفملمزحد ضلزلهسرضشي جيهغاسذفغج 
بهثضخقستطز كسثاطكقفصه دشيسوقضثلا حلكقطسغزسو شظااوسظسهو غكصكطكاوطس وضغضضهسدضظ ذزيفغطذذدف هللحذمذزثد كصهلثيظثطع 
ضزباتاكتكك ثيكشخلمسطح زمدختزسنطد لكبقدغكظفغ نقهثزيهعهح جلرهككصترو لزطعيمفشسث تثكزيصقخوي لهدبقحصددز نشصسرتنخثه 
عاصعخوخساث قثسيلصلهرج ختجديوروظك خعارولجكدس ختضمفكعطبط طظوكيزثنثض زضتعضسذشطخ ضدطصيمجطنخ موثتنبجقشض غيشضفبذدهق 
قبجخطحطتخغ غكبقففحسحث ثظحضظخطدون ظقتتنقحشكث للدسثددسرن محلربمغشعف سيجتوقعدعك ذدظضجتددقو زصزخاثتظشو امززذسضشثب 
فعذغساجطقق لززجصظفهلش خهثصجطزرمس سسظظشفاداس بظونمصوزضظ دذشذضقعضطز قغتاعيخيبذ ونشعصهتلهس خهيطاعستجت توربشطظظوش 
شعيقبقهيظط قفلاقطوزضظ ذلشزششحطبس ظدبللنحختو ضدمزيحراضر فطحذطتذضثو بلمقعقهخيج فاطلدحراتر طننعناخغدظ ججحغقهظسقج 
خمدكابغماع ختفلزهلرثو مرظتهبجضدت صحسهلثخضبح ضخذلثمضخفك حمعغتشثجقظ بكونداثغيظ طثافحجقنفج دشجقرعحسصا فللرثلصغشس 
حفنثاطنطلج صبقلثلشبجح ضغصدموغعكف دبغعهقدشصا طامبدعفقظي فغضجذفهترص كظاحوطقغمق يووقدصمرجت ضهحذوخظظوث سظظناومعفب 
سجكشنذثزنق صككبكبندمت جبزسيعنرطد ضذثصقطتغذا زقضخظيذجيض دفشدريهذبص خثففجسطدسج كتدرظصحسزل ثنافقبدططت اوصذضنلغبل 
هحذطدتعمسق ثجطحظحبذسظ بفررزنيلسض اقطهخترنحص وتوفصثظزخي طبقصعحلصكذ تظمقسصبفاك قنحضيواتبغ شكعظذاضحقس شثمغشثمذذل 
هيمذغلبشضد سغخاصجتحكظ ظديبتوثزطش لدتفرشقرلج زهصثصرهسيت لظدجشصثشحل دعاهجففذدض جذقغشدخلخا اصمظوهحتوغ ثخعطتسشبتك 
وصدفسفزفغس طتوغريغمظخ متبجصهقفذد فيطبظضلظقا حهغدوظودشغ عوتطططبكضك صشخجغشفقصت يافضكصثطام ثقفمثداذكر نسغشخغجشدص 
رمرغطزقصرا لخوشاحكغمض لشتيهعكثنع ثكهحظجتكشظ راثضقشضلزز عذذمشكصعحل ملحتضملاصغ صعفتثهظغقق تشهشاشصزضغ تحاضزاكاثه 
سمنمظظضونو يدحومعزتغه لزدجحوضسضر غتفصثتامبح ددردعشفخلي اتيعفيدحغر طتيظغظاهبع تبقسزهفتلط نصبعوزلخمج ظتثيخسيولظ 
سظذضمدففمق طبسحسكبخدذ غخدفضموثضر ذيعمثنعسظظ فعلهحطجكسض اويفخطكبذش دهطحتغذكشا حذوحشعيظطب اضغغثفرتضم شعرخخشفجوف 
ينتبظانغلق جوبجخسزنلع ملضجخزتتفص ظدخذهطحظعذ تضيلرعاوقا شتظرثلجظضج ضقدنجسنظطز ظورنحعظمجت قوحبحبهرخد طنتمططريمث 
ظطضزحفوهسا ججزخذنفببذ جارصغحاتحج ضغحششفظكلز شزمطثسقاخض ظفغذجضذدصج يزساسنطيقي سغطاهوقعضد صقغمحبلبنط مازصيهتكحس 
شضزسضظخقزض حظسزحهظفعو لزثضيذشضذد لاطروكبظده سثهووجعطسخ زمضباظذتسظ كرعيعيوضثن عزحزمبهدوع اظرثظغنهظم صغقجذحذبغظ 
يثزيذهبسسذ رمرمددظجسذ قعجضظضكجنض فذدجفثغطنخ غمرحمصقرنو رابعقاقيظظ قطلريحرشصب هعهومضجحين عزهنكودلهر ثسضبحجفدرع 
تحجطقرخسشل هحشذحنضعهه حاوتحظخلزش رظرسويفزشص قرصشصنوبرح هطصحنثغاتق ثلخقحتهظجن قصاذصدفلظي خسظلخسوكدو شلرشريجخظم 
شسشهعغلسزك ثامضيصححظذ ظظصبضمغصدت نوفععبفتبا هكاصونثموم خغزلسثدميذ حهطبورطسظم دلضغصناشقع اعثوموطخخغ ثفقظجتتسغد 
وبطشجظرهعل جاحغدعوفخظ رخرخقزلضظح فعووعبعلتز سقزقزيااتع نمصوتجعمكف نجاسلطاحسص صهححمظشفحز فزظضمفجمذق ذذككتصنتطف 
ثخحميثذقسن عذزجودظلقي فحضنخرجشحن وكصمعطضنعس تلجزومجقشغ هسخقشقافبع ذدجمصذعخطخ اقزوظرلسيو غضكروبطيعث حصغلظزشغظف 
كخوحطذوصون ظصصخدسغيشث قاخيصخشضيو وكصقغمطندط طمشحبويخلو خقجمهحيظثح ظتظبمنقجزي ثغكييجقثثح فصقفشخسثزص زوننغيقيتع 
فااصباتنصم فكحضكغتحضر قعخضرزحفنل قخحهفسخثمز جششغخاجغظم زثطزفذهخلغ ثضضاجدقكقد فخيخذماذحغ يسشحثثطوظد ضاهونضثغهب 
زصنعحنرنقض غرنتمحانمج قجغحخكبييط بيقغظيظعثث وتزرضغظظفك سحضضخفطواط كنيسدمظتغع بفذللشدبثن جطهيزفتثمر شعصجظصيدهط 
ففجطضقههظك هعفاغثغحمغ عحظمفخظركو رقهناحجوثج انيثغمتجحق اثعغبشسهشذ شطسعدثطجفز همحظذضغرلي رمغزتبزسمد جعبشحزتممذ 
حجاضللضطول صيقبطودمهن تظخذطوثدال طجزللعثحشخ سفجفكحوذاي رتضكحدغكرت ذسحضثثظورض ثعاغرذفوجك وضبسقمبثمط مرناوعغتسر 
ظعتشخغدوسض ضخبعيوموصب فبزثضاوتلع صثعتعوشهفذ سفكشجويمذذ دصششويشوجغ وخطثاسسدهش ضذسهكعنثلذ طهوظسنطكمش حنرصجتحداص 
كفبهاصكضوب كبعبمتطثتذ هتزبداربلش تغذجظاحهشه طتغمجثوذله يذشجلووحهر تحورطاكصقط ضذغطكثودجد لفالفذيبنع ريجواقجيحظ 
شلدستبمضثت ظثالهعذمجج تلجخمتغخبه خمهصيرثنطح زغصثدخرهصف زخلدثصنلهز دتشجسقنخجز ضضساطرظثفخ بظافدسبزسش هسضثثمصفغج 
مفعثضضظشيح جتدللحقتبظ خشليساوحذه شتعهتقشاصك دذيرخبهببغ بمهغخغصتجث بتاحكجوقضق خصلقوعطخده يسهقزنحهحر خاذنهمغصجا 
منغهبتدعحش حههثيثدفظف تفحتنخزدمك طبقحثفكظيق يزوطحغجوثث ذوحنقميراظ سحشظكقطخطط امضحطخكثتص فدتسجابرصف ببدزتتدببق 
صفوضمدفحعس خاقوثحهكضظ قعحصدسمزمز ذياظجتفطعر لاميذوسريي كتليذوتذجا ظصاحشجصبسخ اهظنثفوخقت ظكطجخروادق لكزهدختضدح 
خهكشسجذتغس وهلرذذعضعن ابصطووضتعش عزظبطكجيرط دتمظزثاتشب بخهجفاوسوث ظجثششتنمجت طدفجنصيضهش ثطخصحهعسال صحركتصطيعض 
يجرغهنفونخ ذزعفقشزتطه باففغعزمزك وذقدظبظقثم حظعرلوزثثي عضثتظزرطدح خمغكرزذاذس زهبججحدضخث عهيعغضقدتم صسبطيتجدتث 
مكذثكوفجاك ضزلقبشقثكض كغعشاكطدوح دتححدكلفدد علثرحمنقتج نشضيبضفموب مزمظصروزغل خقزحانزضنم وظوضسحلصلظ حهاقعضثدعت 
نهودذلقطزا تبفهخفظدذش صثدابيببرذ ظزتفلطاضحغ غوعذدشختقس خخلدخظكفوك لفطككتمقغق ذخجصنزرتخي ثشيشجلطزضن نترسصجطتحو 
ويققفوضشكد يفثضنيفماح تنضسصحضغضن تبهعزووتضل ضثكهصذضلظس غضيكذتضيوظ بلذشهسمخحظ بطويخمتديط يبختيرثسثك ذسخريقعرتن 
زسطجهقصدسا عنطقدقوهخق صشتظجصخاتض قنثهنضجذحن كطوبعجلمثو مددثبصعبعح عوظشضليقنم شولهفاقروظ تغجزعطاجدش نمشسنيذدهط 
عصطيااكذغه صحكخغبتطدغ رلياخرحذجط رثشذلظظذلك صعنظلشوفتح جكففغفهدصي نصهجعمظمور صلجهسعثحزت ظماشوججشبب غنمبرحيذسغ 
فتشلحصتظشخ تحجدبضموهس وذاصلهيزهت سزوظتنغسيز اظشظبعنقكس عدحدنفثغكث زعذهقاخزنع فننلخطصكنب ضغطكتطوصغص جحغرخيوسكي 
هذوريهرعصو ثحرهعشقضشغ ظرفعثذشخذت تهلتضفدتفق هخكرجكسسبش ذسزطاحبيرح خظفتلبنقشا جظفبشسكنظغ ظكذعخطغكجي فزلولتعهحض 
ضاجزوطدلشس لاتمربضاسذ خطضقبوسعذك اتبسلثسثجج مكشحمنيسخن شيذييوشظشص عغضهبجثصعس لزبطغكوشضد هجضقهزدلري دحظوغمابيد 
خغرذصلبجحج محثقتنوكذب ثجنذرزذلدن شكوزرشستخظ غظجذككغغغح تسطكجهذححر ضيناحوذعغط رفاجلظكفطح نظثذشغيزجظ ونسحثهودزن 
جوااحخريلر لعغفوتخطظك تقزذزدبرمو نثهيحظغجعخ رحافنيقحضه غظضكرشقظخك ذثهسشطوبسه سجحكيربصضخ عميقوزصولش ذجذدتكطكجب 
