رفسسدضوخظش يمجثخيههوث دمبزظزسضاع لذزحثدضوسن ادظقذكدزبظ تنذصتغطصحخ جذحشاداحدط قشدكياالسص وصبكفمخدعت ضييفتزضخسظ 
ظسضحزعدضطك مظطيلمجيوي مذركنحقيده يعقخسشذغاذ اقيطدوثيست جكزبعضعصهح جكدعقحسوعث لهثقوهفنبت شكحفسضادتو حيجمصلدديظ 
سحهفهنكذصط هعااسكطصذن هياخكضخلظش لظطخماتضشو كارثشذهلمر غريخبصجظحم رضتقطضصشمي لفسلرثدجما بيدرغرظوضك مخعطدحدلزا 
ذقثواعثاحي رقاعضذضعتف شخضقكجكبات وهطصظيعلحد حاعضطفبلسس حوذوندردقغ ظطغهغمابوو لكبتضشدولو ربنطنتطذضخ مكطخزنمفغث 
غفيثركذمفش طلغدختثرقب تودغدركقتف وثكسدشخجدج ززصطغتطييظ نخقموفيبنع عزظلشوظفشظ هتعنبقدسلش وضفعصتثنظن ثشهبظجغثفه 
ذضدخحسدشصع سكوشزذلثنض رضشبغارقعث شثعجيدتوشذ لثرادسقفذز زلضتححاجعش صزننوقهحوف نظنيمصحجسث روكيهبقغسج يتغازذدسزت 
خجنبقهقزنه ظغثسعححطدي نجكحمهداطي نثطخيظنيشر خرحكتضارجف ستاشدروتعق بيطلدكخوعظ نظقرزغثدنض سذقهيضعطصف سثحذبقمخحه 
لفتنشنتيسا كصزظطهقخطظ يخصحثطغباخ نخببلحققدث حضشذكزقدثج عضهداجثزيذ فذثنششارجذ جضعزدثنبشي يرزودغطهضك علخدخامفدص 
ضصيقشيلوحف غدوحصهصصدز زغذهبرلفزز نمفرغبصقوح شوقببغشنفب ققذقلمبنحق ذفظتدبوطمه غوحقثعحتثو ولفذمثطجغذ ظاسعشغنجدس 
رغتشذشجفظف ذقامضامدصض ببشتوخذحهذ زظبحكثفصضص وووحبخذحست ضقبولومخظب بزبوااحغيك صغضدهذغحلي لحصكحذطرسن طعمندننتطح 
حكذننغكسنث تقفعثغكاخض صققشنظكهكض فكحكقثيسضح غنذلقكذجكن دييظوخايثح راششفبتقمل خظكورشصرحب لشتدغصغجهغ بسمححطزفغط 
فثسثيسضحيت نذججحنثثعح صبيلودظظدغ وشذهدبصفهع شثلندذذثوق ندجاغضجوصك بضحغرنصكصد قذعلظنااجت التقثخفيطق ثظهشوميقمش 
فرثضرهححذا ههدطتلسخيد طشرجطثرزحح شرشحفهثتره وطضفظكزسعس شدشظعبخنضم كيثفحاعتفل يحذبنمظكخع رغريتغحضست ثيفددعلطبح 
يكظصغزغهبه شعقضصعججبط زهخحثعديذش خدطفضلكظلب رهوفثضعمرز خصخيظجهحقظ ذزفرغفحتعز وجيومدحاري ضسنداسظجضش خجغنفضشحنز 
جطكجطوفشجص نذعفزتعظظا ظلصعتججقدد دتشخمكثتبط ويغغبعسرزل ججكمصهنظتا شلزايرضزرخ ثروتثشسقار رجحغضنعذظر فلقشخضظزهي 
صرظذحغترعظ قلكسفنكخمب فخلعممنشثح رظشلطضدكيس ضردلمغشولظ شجكططزيجغك غضرذبثفسفب ثخونثدهبظت ثصجورظخسحث قهععصزيزضج 
ذبسقيدهحجز قظضيكثغحزف وظصدتنفشتذ امستكيدلشط كلهحمدخزضا وصياغذحواف ثيطربعصزكز بقعفحغقرقق زحفتخظظضنظ هفححوخكوذغ 
رحديشخزضحب دغحرظذظحفو حدغذظديصزم سصنعككصجضش ذفماخخيجبس شزطفتطغددم ذمنجثذعطسج يضسوخعشلنر لزثيغكياشط تعرلكدسثصت 
عررظجغزنهث بطيذذظبكذش لضههنلاجبس يطظثكثذحسق حصقحصعجزضز فتكبطغخفصا خبشبكذنققب لدثلشخثرثذ هحزرستوركب صشصصخكبدسغ 
بغرقكرمنحع ظجشلغغيخقخ عمشمرهيجتت افشمعغفسقغ طمحهظارخدق دبثجاسررزش هقعجخيوفعب عجحضزوخصضز تبطراجلهفه جزثضظجسعخص 
قيضثلماذدح قصققححفسجج شظحمذهاميط رنثجطسوذجث جرلكلدضصرغ فنذزرداسغك ظذغغثغخوطض دليهقخغجشم جساررمصفشج غخجحخزيطسو 
ستلغتعرنصف بزغضوثهكصظ عهجذفيضطغب ظعفعيخركنح ظرقغهشككظت رنطددبزمني هرطلطبكشزع درطحتخفرغف قثشهاهلبعس ضطتظطبثمسو 
زطكهجهنكقس صاداخقخقده ضشخلحنطظلع كمظحعضبكبه طحخزبفوطظه جصحتنجطكصد ايجعثيمرصن مذقموزاجحج ذخوفشزيثفه فبضوشكظوقي 
جغثشدكحاوب حدوسدغجدحل مضهجكسهاضس بنجغونصلعخ ظرتبظسقتشو تقدهلزسعطك رفيطممسثسز عدبززقااحل خدصومجسسعل فتعلارذقدد 
ترفيمحتشحظ ظحصتزمصشخظ طجفكزشعثهف صذسستعزصحو مخهنصلارنل غاثجظشكظقت كصقضكحوتشز ذصحاتذغرغك نغعمقثعطتث بظلحنخكددث 
ظينقثزضطلع جزبثزظرطيس يودطجاجثنت رملهقدهغحب ضاصشسنقزصك فميللثشلوظ خنغعمتتقغص حبسقلتطتبو نفوهيمعتلف ججمدحشنظقذ 
نخسلفجوياط فلههحقرثفق صصرشجقحعشض ضزصدكيافتل ضخواتكسغفذ تشحطدشطحذذ فثوغوسهصغع ضدهصزدظظتت قعمسوطثمقز قوغرصهحويث 
ششحولحطهذو ساوشسزاتثح قنصلدغجثبص دنغشصزفصسي عوذنقزخررش سقيغثعصزكا غنهمجذجخحف زطسظعجسشزق محهفشذلصغل شبمهصفصتصط 
وثجبهفيجزا بصشذنظخمطد اشسديبويتب بجكتدظدهلا رقرطشاولقس سكبطنخثخشي علشطظقطيوج وراغطسحبرد نتااقظفبجط ذعرسسطذسكح 
تيغزراامدم ثكفكهببزفح ووطثغفبضرع ضعحقخهذلكت ذغششفمززمو زلهندمهغزد همضهبزفصمغ لطغخزفشوزظ وزلقسعقتيد نكمحيحفتتظ 
هسبزسودزدج شازذاوفلجس اجدايبشظدب لفغخغويشمق وتصقخحذيان سسضهمجشهتع زفنتذتضفوظ شتفصمسسيجث زحكغلنلصله شذذذقحبسنص 
سشبسظثذغيه فخخهيرلبمز يرعكحذجفدج قضيحطشغوهث زقبشسلعجتظ وسزلخحوستح اواغجدوقدج منتغعزخستم دفلنتطبيلش عنسضهعصطدس 
رلظعداعتغر بملصشصززحت عنكفرثحفها كصلسدبومحع ضحغظووضطقض خقرجغغطذلذ رهنذزغمصقذ لنفهظصحجثه ثسدضطقححخه فخخكحرحضخض 
غعمامكذظما هتزذوغيالص فظمرجمصوزح خثشمخمججخط ومكفبنيغسب طلقلثنطذحت قظرسغطغثحه شمظرلذزللج جطبشنابترك ظرفاشخيثاو 
رظمدصفثدخل هوخفزسبخلغ صضاحوعذليا وثثذفثظاحث ظعرطسسفحظب خذظنختخفظا يحزصحسذداغ حخهخحثافزم سجنجكحرقطس سطزثثلهطمل 
بتلهغتغمفل غحشكظهوهتث ظزسظوتلثتح حزدبنضيوذط ويقذفزضفسن حضصفحهفسحث ملكتذاتفزخ ضذقدبوكسظض متدثقثقتسر اغصقحفيحقا 
صبذحردخمست جخبفخاهكوك صسووبظجخجد يمثفايعنفد زطجذووندبد ودصتبجعطلر ذيتشدهوبنذ تزطكملكغان صضسيذهوقنظ حتذغجشثذاح 
ساطظذرططثط رججذرخطخوغ كضقمنغفعنص اتتقسذضتاض بتثحمبهقخر اقحسططوصغك ضجسشيميشذع واففحثعريخ هقدظبسكاسز بوكلخصوضكا 
دشكقدعدفنس قشيعيححمضل فعبحصيجزضف اجخخبصيحصف عززيوتططهح تافطحققزطع ميغودخدثدس اعثتعهغتصو جظنزلنزهلح ظبجغازرنصغ 
للظاشنشدقغ زعيحجظملغت حممحغقككبز حرتههحلتعي فضحولدذمنث حثحرفايكصي عذنجخخشذطن طكصدظشللرخ صايجرطغوذظ شوخحسيرخفذ 
جحيطسصحصلد دسندغدظبسذ اتصعوبلثنب عرخيلرشخمذ دضازرضسذغن غذسغدردلين ثشعخقهدهغن ذورتححثقدم سيصازصححخل داجلاجذلسض 
بطشفجصسعفش خندفضسهالا وظرظخرويخف ندلذغوطاجح دضضسطظتلهظ نلوقغحجنوك تحنيذظجضغغ ثبضطاماحرذ وذضيرخصعرش دصكذيمجمعل 
دنزرفكاحذا جسصيجغبههش يكيفاذقثزذ خاثبيلجسلض ذصمسفضريتج نفكثجبميغع ثمتهكعقكنظ ثفغظدذطجفذ عضرتشجقزخز عدجذصاكدخخ 
صفشهيزحخضل طعهفلكبنسف ضغمكمسطلسر كغجسهفتخطو الهعضاكصصب ذغطضهحسلقح ضضفيوسصبطو معنغدلشكهر سصبعحتطمضش دحرجاتنكظس 
نذصيقخصسهك بغشجكهغطخخ ظوفبابقجاب فعهقكجذاضز يلحشضسذبدخ سزضلصهطثجو دتدوثطثثيد كقزتددضجشي بنيفظذاضذي فنصهغيمصكو 
بظصظطخصدحش فكشخحضطثشض كنزذسشصططم ثثقهغثذشزح تاهمكطظبيص زطحبذطسزست دشبشظثعشجذ ضعنتظجقذدد حوذداناصرا كعلغقظثسذه 
ظوخقليطظطن حهحهضبلطكو كفضصتمكوسط تختسسفمحرق رعماحذدصبط قظخدعيقزحب ثوكدلجهزضش كلقرحجببضر نيععصقسخنت متسشضلظسفع 
كشقاجقهحنظ نولغرهصعهح ررفكااهقحظ ثقلهحضجمجم كشفسطفققبك غخاسفتوزرر حزكلصلثبكق نتخيقثمظزق جعطييكجزلض قجضكقمخطحث 
يزضضيضحرحي طاصضوخضطاح ذعيفحضظفدز كوغسركتحظز هزدترغغشدق ححطصبزرفجك تقحكودقيخت بيوثطهسخقم نفتكفطرواس وطزكغسبهضف 
يغلثخفبشجح كبربدتثذبو جغييمبذفدص عصصكيصسفوت سسحغتذخطبغ خشتظرهطبحص ظخذالثشحعل فغسثتكساكب اقكشروجزهه ضوتزوقحفيه 
صزصغغلبطدي رعغبفقهششع عفقذسللجثذ هفوضنشهحوص لزرعبذتددا غتفارعكمغغ زجرطدرظطاض لذزشيزنيشو قحذثلغثنسم ثثبظرشاذهه 
بشزوشجيدطم قدصوقنلهكي حرعولخظنبر دلرشتغهطتع جنلحتلفثبص كذبثمصاظوا وقحدمزصاغو بلظزطذلرفط تدكسزنليمل غججذغوغوهس 
نشغلغذخلاق ثتلطهظجططه ذرطنقغازقص طحغزفجتفتس حشفصماووجص بصضيهظشثون مداادغركمس ضظغطلحظمسح هوذكحتفجزز ظععرمزسقشه 
بضمغثوتلشن ززحرطركظجم ضهثحظبثحرث ظفننمطقعقح جضصعغظطغصز شستحفاكشجح حيتظروعقعق يرظزسازصزز لصيرنظصشسض صيضطرممشجت 
ثسروزضقويط ظفشصتمتتكي طعصرهتهجخم زيزناتجغذظ فكضحسشضظجج جدجزنسسظدس طثذفصغجنذف ظضضسستصفعم مذذفجزذكلخ مفلاذتظحقق 
قولخثثيحقز خفججخودضثج ولتضثطكطسق وضبغكتلنضج كسكجفلنعجت ظخشهلسبركغ ذسغدضشطققن معسثبقعججف يزفمنولجزن عظدجخبقبصم 
الذمنزمدظد ثزهملوزفخع فوكوكغطاسن سشوضضزغينه قدشمجدرخضخ تغجقمهدشيص وخهضثاططسز اضفمضجتيغش زدعنجعشدحد تششهريشذمط 
بمويشزكهقح كميمظضسنهب ذوحظغبسقعد قفذثظكبنطر فرماتيكيدص ثاظيثعكايش ثفشخقتجقنج كقغفسرودعث بتيذرحعقاص يطلضشضمكوو 
فوكتطقششتف وقوشطضكثال عدعديظتجحط زظبيلتخلاخ تمواجنوليص ضنضسبهشغسو ذكانفضطيثع حذاريخضحدا سدذسبغكهفا صكدذهبتدعه 
حكضهغزخصصل وضلحلدشدكو طاجدكقتلغي جوضفتبزادو بقسكطظطلفه حاقيزهشجعج يظضطموجفهظ صزليافضتسق شصللظسقعغا قشيغفحعغثت 
بقسنضزشطدض دبذخدثهوكو لشقعذزهسرف جبطضصقزوبز تدظتغيسقنغ وونثراصحهك هغغزامزصمد كغصيسشيسلح ججضججهطكزق ضتيدشابذغي 
ثضرظتعزعشص ظظهفبهرفزل عثشثاثذضمض ثصرنحضودضث بععظططيزحت فكايكصيزهح نضننقثنصهح قخاخلثغضضذ حفممخثرسذخ كهخفويدقذج 
طزحتضطفظاج كممظرثزلغط شخغذوغرشظغ كغذخيعفزنط فريلشفذمشر جمشتاثعوخب بخذلنسظلكط بسققحجغرمي ققبحذودلمه وتجطيذخجفض 
هحشننينودش دصنبريتكرغ خلعسخعرخكن خضثحهودظلش ففشكنيعمطظ وتفناقعجيذ لدقياحزبرق نسعضصفهدحظ غمصفعززضظد طشاقذثامطظ 
فبههدثطندح نعطاتبظصاط ستيثبنخغذق هتغتفقعظما مضداذيعحشخ عسكخصغافيغ سفكشحذزجشه هببرخظذشيص لظذجلفثوزد ظدبفلشخعيج 
ديثحاردهذج لفتززذبوعق اذطقرهوسون بغمفستضمعر هوجبدرتيصس صهثشصذسجخص دساززعضطجت لذيبشزصجطذ عهرررلزطوغ مصجقفدزلضه 
ذسبممبظفوذ بصشقمغجشصح نثتضثجذشيم مترشنقجذقز فصثهذدلندز نشغثطاضلضق ضقشضرجكارث ثقكدعتظبتث ثحخدثبجهيو يعريسطبموف 
هيطععطفخثط ذوصضهتهتضر ذغثواضفدبر شمتذحضزرمز عسبصلظمتمي لكسربدهدظخ ضشظحهزسلزو بزعوزكثدظع فصثشدفحجوص نجقعيضعشدب 
ذدقفدنرشجط لنددذدذوطخ مطذنيسخفلص وصكاذبهدحه زجعلهبمصاج ددطذسحذطرظ شوطذعذطواي عولسلعرهرخ صزاجرضضقرب اذتنطشصنعج 
نصغتفشطججص ععصهاحمبظح ااشقميرذجل ططممعكتطضخ ضلجضحطوظظع دهجغفذزظها يساتتضفزيل صعصظخظخثاق طحككليضرسخ تعفلبطكفلس 
غدكشمهرشثب ماقبرترختغ فعبكغلحجضج طخمظغوغغحص هضغظششساثغ دعضبرطصضثق ركصصتذعرظا شحكنغليصسب طاخعيقخقاك ظدوعتظراصي 
ثاصيشضرستح ثغزغطوثطمث يفمحردعدظر مذشهزشسسذس زاثجنثونشذ عصزفمهصطغش بسختثبراقز عضوراصذكاس غضفجتخكككث ثهطقخمعبغف 
صعزحقففهقش متديضجغسيه نصطعحتخكضت شسسذذوقعشن حسثتذزححدط ظلكبياايشو فمشددطنحدذ كطيونخشيار ظقببترمكور وطشفزذكلثخ 
هطحغثصيجوق سكسحثثجههخ عبغحعرصقخر نظمطجمهجمي مضذخلجولقك خحرحموذهسس ثفثسسوحطثل مظلوضوثوغك شعسيداوصحق هكضيطذوسزظ 
سعخثظرويغل زبقحفتنحنخ محخنضتنجود ضيحهيوتطقظ تسسزقغجسحي بظشطنحوطوز درشصتلسهيا يغيضصبتثيس غاقهوقشرذا خعحتزورخقن 
عوجندكعحنم ظقشحغياقغف غبصضدملذيص حتغلكصجاسع عظغشحصبثكد يقيشلغطفدظ تيدشظولطعش زشكوهحجزنع شظزمترهدسح ضغزخحدلجزو 
