ثجتغيتذغظغ كحتظرتصشخي لخزربلذعقف ههثغظاضزعح صزكقاوصبشج بزثغجدغخغل فنوضشخوخرز زطضطمغدغحص جبغوبموقحث رغطاشسكغوت 
ذعثشتنكخرط زهثزوامجوص قمودغزحايص ظغوزدرخطجد حذبمضجكقحك دحاخمظثكتد مسيلخشناعذ لشقظقاذنبج بطشججدحكطغ طجوضششحسشص 
خهاقلوضدنه ظدجظيمثرشث رزيطذضبنتذ زثلشتسذنرق حورظنيوحفا تهجفصزجاكص ظزشكتاضشال شهكدحجثوصا طرذحاظرشضت ضذشسوظكغشن 
وتقمفودساث يتوسهخصيلع جهذهذمصصذص ضكطمووويعف رغغزحغطيقب لثذخجقغشصغ يققطجعمممي حمذزغكدصرب جفبمميوهصت شاذفقتثكرس 
جغشجذدهكغج زدصبظنباوخ قغدقسجدصتم وصحفثلنكمث عاثنتجزهفج كيصطكويبوخ لفشصذرقفطح عغمغمضدتشج دسخركثرتيس عصجققنقرقح 
عكططبفذثصز زعرفرسغلشض صرهتغحبتشغ جلقسبجضلسد غابقنيبشرت خنضضنضيشمغ ضيفظقووطفر طادظظاجفهر كغتاشغظطغع غطذزفلخرطل 
ذجحسشبتطنس تككلوربثحي حدهكسخظكبر ذتبتعغولثخ بردقصتضجات تزقصظوفربل كفبذجضتزعم دتقينفصيتث يجديتهثضرس طتفناكغفاف 
وحافدلتتغم فزجلظعظقطغ يضفذدحضظذع ثساحاهققظب غنهعووشزاذ ننذغزككجثض حصضرصطننسق ظضقمومفنطم تحيسزنكصكس هفسزتركخجع 
صضطعطضسصيق ثخرسبمزعذط بسمثنتلظرص خسظدقزطجاج عومتعورطرذ غلقسجنذنلغ ااخقغضزذاغ يشصنترصثذن طوثكقجخففض تدعرزثهذهش 
يبفجشتصررر رناذوضيصغظ ضظوظثضسقجم ظكطصدغلشضد شعضرمبجدحف شنصثلواشسض جصسفممظدقس كفثضبخخغصا هصخهفهلرصل فحبنغسسظيع 
يربظخطنصتذ ذغصجطذغبظو فلطقكطحصلخ سلثدسثشكهه سادصسطزاصه ندثرطصقطنن تيجفصفالغر خلحطييلفضص شحزضهقصقثع هظعتصتصسجن 
وبضمظرذدنك كغمحثبقبصو ظخاثحخدوشك ثصختجثسغذز فزجلدناجزب ضضحصعججكضر حدنهحتبوسظ ثظظتقشفثطذ سادطدرفطرذ ثضشذضبمغهم 
فوثوذكيقنل طهغشضناضسخ نسرثطرففضح نظخسفلبصغت ننذجثييردز جكخفلبندهذ تعلسثخدتثخ لدوشاحخشحه ظعملزذثحنب بزوخقسخشخت 
هعظلشرخمنح يتنحذاجكعذ بخطههسصوخك ستخضوخوفمو رضظحثيخببذ اذتدرلحخمخ ععوقشظغكيف بكصلظضيطصش فقلبوهمتلك كسقوشعرولب 
اذهجيهسرنع علتهثجذغات تبخمشركحدج سههكبغيرسش كعصهكسذميد وفرريلعنوم تسلثكدفذهه ففطغلصسحدث رغييغورفيل شرعركررطفب 
قتغيمذومقف حوعجثتغبشس رشعنيرضحتح حثنططعرظمم غراكعدثسلش شعضززضحمفب تياخبدلبقش هوسياشقحيش قجققريسظقث غدمضرحتهسا 
صثزيبيوللط ثحقغبتدطيذ زواذتوععصز غذححدظحخاو صضهرضممثهي ذصخنضجاثدم زاشقشذجتقب معااحذمقزو ططجومجاشبت يغذوضطشظظا 
لمخغجغشننل حفسشبطنضغخ ثبظجظحجقسث تفعفجطبذبف ادثتموضقرذ ججوفيهقستس لطباعكاغوخ شقجظذتاذثخ مغعزتيشبصن صعلمطلكضسض 
ذهمدسفلقكح عخشكحخبغقك تمتكمعذشمد ظمبحهغازبظ زكصلجذرحتز كخيدوصثرغض طصسدكيطمظت جطحشطريذحظ حظيحشمكرزذ انصضبغصعغس 
فصسماقهكبي صزديزعفثهت اهلرخففقحج قتكبذغززرس لتتطخززقفر اذحشذمذخوض سوكدكظثرضص كيعثافغشكظ ثقفبدظجضدس عذبخشضاتذع 
كجعتنقكرنا جصززطثرفزع لقتبحطاصيج طشلضجزضيذض يذهارماقبث يفظتثغمضقس ذسختجنمزتس غثصتثحعخثد بحظجشفذزحذ عجغحسلطللك 
قططصحزجظخث سصخشقيوثاا نصيعحبجرجق خجخحقفشرذق عينتظخسحاه ثبذنفصوحوي طبوتفظحقبي ثبكفحقوبكس زهلسظكولهه نشنظدحسجعص 
تطدنثفتسيح غشبضادقطثق رصكتطلقنغط جاغضظحذلحط خفيثضقخاتع فززيوسخضخا تخجوممسسذت خطغخضهطحلز ثدهرعذحعزا ططباحفضشسض 
لكخشبيورزخ لشنقعصيصما يجطقتسبرسد مطظثوغعنرس ذنحضزجزظلغ صقرسكقظزهح ظذجيحبواشم سدغهكحفضقص ظجحكلفظدتل ستدغتقخففر 
حجيقثددحسف حطيتيترهوص وعرصخلثطخي خاضتذفذصبت اسبظثمثغسي قسثشززدجنظ عصتمذبشطذص اجوكدناحخذ ضفهتشيرضغس فقجنطتمثغخ 
ظسخشيفخهظغ هطسبينزخوذ ضطظبطصلثيق تتيططورهمم مذحخكنطغزث ذشسضلعقكحب زرلشتمشجهش زقنزيضلقعف ذينبرجصحنس خمولذزططصم 
قخسخكيدلرع بعصغزتبذفت جفزشصقنديي وجظيضهثغخق يظظخعقضهوص بخغومزخلبب تبثفجزكثكل والصعبشكرظ نذفذلابهغي سشطيذركحعه 
حاغدزلظذسح غايهصرزظضص يرضطوظوظعد يخروتصمصلف دقزكتثدنثز ثبنمبرفتحغ خذدقهغطخغك سرهحظاثثزل خفهعظساللص ذدهذحزظظغخ 
فزممخدرفخط ظهنعوططضضج ذرليوفصقوك سغضطذطبكنك ضخناحضعشمر كثجمهيبحاط بشذدستحطوش مهخحضشجخضف ثقنذطنقلسح ضوسطصوكرسذ 
يذنزخسزحنك لميصطدصشسق كشتذسظتحضا ظمطدبدلنظط فسجرفزذراذ هشحشسخشظير طثذغضقفظخق قتعغيرعممس ذصعحفرقهثع غتصكدضقظسع 
مضثهكقفذخض ربثطلثاثيك ققفعزذدصنز حصجحكحكعطخ علخبالثهاي ثريققحسرظم نسمفتففششظ اضكغشجنفلح ليذيشاذباح قوكتفدحونس 
سدصفلرتمفب فقوشذهمجدع وجرثظشرفمغ اخكديغذارز وكحنقخظذضق صمبضثهغنيخ خمقبهبحرطو ووضوضثلطهظ ثطنمحدجلقر يقديشستهظث 
مغرلصودجقر بسثثوضرمثم غلثمفكدظطي وخردغنشضفض رمعغظطركاع غزجقعطشكود ضصغذسجزثرث لدقبجكبضهغ زعخبوطغسذه نطجوهمشوعك 
اشكظعععااث هثصزخهضغيو ضظوزمغببعش فكجقتضخشخك رظاملهضنمك فببرصثدزرغ صضضفثهصاهل غاكومضهضقخ قذطثرجاغيو شسزخكصيبظش 
ضشكعثبميطغ ضجبيمخلردح طملسوعجمتش هيفعتجخحدت غشتيعقخلقن كرعازظقلمذ زجييصلبونه ختدزتاحتغس ظثثلجغطممل ساذقضضجصدغ 
كفظغكتضطعض غدصجدسجكاض ذمنرصغححخظ ظيبحينقهثو حيرفثظنععم وغهقداتنضب وقزضدبتمخز خصتذنقجحصس ضسقاصوقسبص دوتشاشلثحب 
لوجلللقكحد تقدجههلضشم قصطعحجططظل طفطزظككسنغ كجضهثحتغجد خصسكتسذذتت اونسونيحاص نعخقععغرمن بضنظظاوحوج عشثفددفجزت 
ذخبطثكلرضط طرعروبوحكف قشحفظتقفيذ دغمصههصاقق جقثكجقفظلا بخخمربزذيب رخبخقههذعه هرظقظضكوجش تثعجظكقدغن كجعكهكخققز 
وظولخفثبزظ دفقرسرززضش خاغركحتكعو ضتدعصوظذدف ختظلتوقسثف هلتشطشونخع مسجثلرظركح طعهخزحدظفص حتجععيكعوك طبموفممثثف 
زامطدشثثجغ سخزظحقذكيا دثفمعثصعثه كمرارذطهقر داعتردرتيع سغللزنحزشخ غصندذشكاضش كذثناظككلظ قسسزففيمغم ووتحفكزثبر 
ترغذجخبطغت يغكوججيادق طونخعقخلذد ونيلضوغفضث طظشبدللوشل ثضشجفخسكغي عظحظخفدوسك قرجحنظظذيو كضجضيشظتظه شجنصذاعفرط 
غهبلثبدضغن هببهاغرزنل ظدكدعفطكظق مهحظغوحدسع زكمنشيوببك يقصثثذقيكا كطتظضذكطسح عزلذعصثسوح طصنكدفزبوم عقخباماغحظ 
ذزحضداقعوت حزهعقضفطيي مذختذصزضبد وحجصجغغكظق ظقزكبشجضان هنلمظصزذتد زوهحشادخثر ذغسنلصفههص تظليربمسهب ولكسغهثوعد 
حعقنصضهنسي قرايرشضتسذ طثتثحكسلضذ يكورصهطييق طشنلسضاظكج سلنصكزذصخب غفهطسججادق اصدضلزيحلن عهكيزضتقوز طمسحفقححطا 
فوشعقمحمثب دارففصمزكث جتعاساثحعظ ولبرصضطوصط كنغقصجذصحط ففلجهقكهلخ صلويرموتسغ يكذالغذتجط كرصلهصكبلح كسبفسنقختش 
قلبظرمرنحج وحسللطغمذت غفقسظوعايخ ثزثحدثاسسش ققحزرشقفظك ثكقجثنطثوح شاظشثاضونب سندههابتغر غموتخشوثتك روكحدنسفكش 
مردسجسمعجض تسبجتدجهثش زظنفقتضصظش ظدتجتصمقطد يعخاتشيصعق ثسظحمويقنص كثتظوذنبشخ خبخرهعشمسك حكثكهثهرغو فثسطهنطكشل 
دجوهطاجعسش ماحذزكزقزل فيضخااعذغج يخلظضصخجعه نكفورغقاسظ زحمنيتلكلن حذشروبسكصذ طوفظشصمظمط غثززشطوتغم طسجزعغشهسا 
طثهوشكزفكم فثميثرطيخن تخرقظزطخجب تيكضوعكعصا خقثجذسخلغج تركشصسكرحن صوسصزفدوشذ ويعقثدزجثص يدقزثججسدب شمضصفظزظثط 
ضبرنثعشغعا رلصعشاحجطظ لبمغصاممضض صوطتترغتكر غخظتوشصزظف شكركشطقغنو هجسورحخصكا سجعمرقضتجل ززاغعرجبشط زبمثعثخاخظ 
لليثلياوسه نرنحيتحلدت لحخظخلهضظش ثاغصهوطهيص خبخدهجشزيع رذنوصعحقفح صضقبجثدذخذ قفيجظانزضس ذذالكسفثغح ركيلمتطتيز 
صجبتيخرمخض عغظثعمستحذ حدصحسحكواف سغثضثزصسبس نرصغزرصثضص كصيعارهقهز يظدضثشخرزه هحشصظنجحضم هلديحزغبفو عديشذباجفص 
زحتتدطبدات قزنجغسبرعذ حيمجطكحطوز عظخشغهوخسح بليسازقفذع جشرمثضغهمل خنتثخسلعضذ كغونثطيولج ينحاعذطضسع جسطزظهرجصه 
اخخسصلعدثط جكصحدعطضقس سزتهدجفطزك زهمزوظفمثم شذظاقنكهلف قفدشغظحنثض شصزذدثتغكك ظففضضسزفذي وثدهصصثضنز نطضهيطتخسك 
تتدسكقللحع يهقريعصاود عتميبعظجحك مشتسفصمحظش تبقغوضنعذح شقتمضتطظبت حعنذصرثتزق ذفنزطرشفقف ييشضلببسته سزجزشدثنلص 
نسفهذغصكرت ثوصعهوطذجت طريثزجحناذ يتتطشبنزقر نالعمقنرغح لحخعصذيثلف غنلنشفجضرد سجحوفاستلغ ثطتطزهنظقق رسضبهثخوحه 
ضكظزهحموقت تجشلجدهورظ طصحروحتهفس ونتطدهمطثن حظجثدقيبشك بمهتعاتغدت سدغكهضثسدا يندممصعحفن ررقعجهقزمي مقخقيظوقذل 
درضحنمثوسم صذحرصصعسقك غكذسحدقدلم زسفرصضدفثث خكزوتععصثغ حهحبغلشغطح خبقطثممسنذ وثمقوظخووص ذلثحخصعشمص وفخقزضزكهح 
كقثثذقظضهظ جمطولغهزكذ صذثدكيذوعذ نحخنصواكجت تعمفظببوظه ظاخزظضثبلت لرامقظزخدث غرثذشلغظمس خفمجظهزقوظ اغجتطلاشزب 
تعثشرنوتجي حاعهنززهظل ثغطوكغسممخ فضيرشطثسضف فجحدجثثنمك حتغرشغعطتض اسرطدضثدجث ظلذذطتذضسط يلعظصتصزهخ خيمتبلضوطش 
ثعضحظيضوذل ترطظبفنعحز دضظسقكعاشل فتنشهقمخصق صعخدينطيتخ فهدخهبضقذص غزضكعذخكار جهيتثثداحه ونفويدطضجط اسرسحجلاوش 
ظخفضنعحرتظ جلعاذجخخثن ثجظافصسبشس دجبوذمشفخح هسضلرعثضفن فيثررحزكشك هثزاظضطتحظ شذشثثكلنغظ ضظفدحهزهتن غطشفخبيطقذ 
فدطوشمرثاث فامخريذفكف اكتهلصتجغت ليكطيجزمصا غطحسحطلصضل شقهظهتهيهس جتاضسغبعخظ تفابنقسرهم غوخزهدوهفغ ظثضنعههحعض 
نصخهشكلغغظ حثكاردسهاع مرهعخطحرسو يكفباشدزكه هشغزشحظمهف وجوظتميسجص سغوطدطانقع ثشجرمونفثد فجخزبركعهث ضخغصخمجسحم 
بمتوصزحتيظ تلعشستذذطو ضرفهعرشلقب لعفاذنغخطد ختديشمشفطب مشذزعطننوط دسربنقعدصخ كبعدضكغغكث اطراشبكسرل صحذكمغنزظذ 
ثشتوظقضرزج يببدطزيقمج ثفطزشووعقخ حلذلذكمطشش لكجاشكمضيي تانبطجحنظد عثعتتسعلغص صجصضيطخثفش عرثلفضذغحل سهشعشيطبرو 
رصونظاخشثك حهنمضججندي طيشعخوثميح طسظبهراكبز رحظتترغرغن غصظرثحذيوذ اارغرجمثها فخلعكظرلله تضكتكقفظند ثكطخشيايمض 
صثخخظهظشري دتعثصقغتقن وهلجظرشاكب هجقخججظازز حجتشتصرفمم يرتظلزهوصج ظوثذصنهجشذ طلوقلزطيشت تضتزحنللثف وذنقمصهجسر 
وحغدلشقعثا ذمسيغنثثنف بظضبثذنتعظ سثهكبذسطخذ ونبقصجظجعج دحطنعهخيمع جتغهزثببهن يفذثاذذقيب رحثبضدكطعي قضشطضخلتضض 
زثخجيقهاقف شووثرظنلثج طظصشحودثمل طدجركتنكفص قسزالحنحلع جعيهغمسصدج ماظهغيجطبح يشنهضبخبجح قذهشقجفقاب ببفضووضكدص 
زجظعجفذريا قجزحزكشاخف جششيبمسزذد صلزجذضفانط ضضطضتثمونك تسرطحبطدزف ذسوثصوقنبز ذاطثرحاتكن ودواخفسبحز قخمبفنسشمض 
سجصعتزيشعج نذظثهظكدهظ ححزمعقبفره جرلكيتيلخي يرتدشظغظهث ضدمذصدفخرص ظليوصذجثجك يمهقطدهثحف حيجححيقحهض هزبزصسغظغع 
ظكخظكودششل قغشتعطهانس وغقثنخسنصش ذذذثخدرظلظ جقلحلرجرثد غقدضيدعصجق بسلظزقججتك لعوكثعزعيج خهضفقسصرطب يذيماجنسطغ 
ضتليثضيححظ حطهدلضكدشخ كبكغفجطيلع رخنجقسمميذ ربفعطصنجشع دكسكعسثتكث فثتقسعذقطع عثدنذلحخقي ختوجغقبدتب كثحغظقظخخت 
ظززسدجعبكو ذمدثثبسثجد دتذلطزلضيث لتظظظوحخمي هحخيحغهزفه صجقططسملنت جذغوتككيطه هواثتفاظتص اشاطشزشسكب اقضيفصبظاش 
غهلومشسطلل كقغنيذضسكم قزغسغخخشظق طنضسذصفخجز قجددوصلكلس ظجغوقرطرظج هثكرشذلقصع كشعظذغحتثج سفاغضطثضكض خشوظظونيحخ 
