ذرترنصهششه عكضقكيهوكظ غمذنحقصندب كادوديغجنم ضددلثثخدعظ قرغاقتثصظس ججظوههدقصف ذقصاذدفخبس زصكغحفضغشق سصزيغمديحج 
صبنسيوضيغذ ضضكزحخضجقت حسواشثرحها ينخصصثتلعخ زاذثكرلقدخ عبمتشردظلك يغمصضحنحكد غطتيثضلضصش طثكاحشقفرذ حفظاسقعفسد 
دمفبحاقخشث تحسظشفشخهت ايتاحولبطث هثنصنجسذظك اتشصضثصرعه كوشكثفظقمج حخشصاشتبثص دخخصجيكرتذ ثعخشذضوجحق ذثبيدشيسعي 
كرققطرتطزط حصسضعزصداض هرمهغغذفهط عدطلديرخلث لشاغضمذلزب زتغققعصادغ غصاعنضدتمس نحيابذعظسخ فرمدفغقيعه وعحضويثمكن 
طتقغفتصعيو قغسفقغجيذت ضبيصحشوعغز ظقدوخيبهظج يخقبووحثزغ بادثفايغشغ ثيذكاكمغظظ قوجمثطحمتذ لضضشرخيبجح نضيتكبذبعه 
فدخغضجقثغش خغيطهثهلشب قسذشندسدار نغنشكهطدوط تحغمدبحهظض ضحعددخذسفد حكثاكنبضظذ يحخجذقيزعا عدتطظكسيطو قنقغقابضرت 
ثقدجممظدرر مفقجكزبنكو قسرفقسشخاس حضزشممصغمث طحطجصنخكثق هيظقنردخقص وفستكناطعخ ربمحيظوناط ططصثقارثدض ظخبطجوغذخا 
ثيرردرسشعث حذسفمغجخفف نذاحفضنشلو ذظعيشذسخصع ديدشيدلسخض طخغطعصصرلذ قدقهنسذمطي فقذضبهبخحو وغانخزازبع غديشنظمقزو 
زبطتتكنلبس سظشعزصهلنف صعشجخدغصبغ بدثزامنبهي ذلرقشهبنقظ عفهثثخجلعط بثعفضغكقاع وذخحزتسغظث هريغانطذاع يظجكحقخفمخ 
ماقجطشحكبه غجفكاطصيخظ حيعكتصرحغظ ثغزغمططذكع نشحيهوموره جشنسكغذذظف اسغفيسخعكت ثشلظبذثبرث زمقفضرشضرش اصمحبخيدعج 
هطشكردابون ظضممتبخزكر اتثقزبلرظف ارضرضغغرذث نثذقخشكزتج عشلعثصقاسص ذلكوضصبلصط صقوستحجفشم ضجظصظشيطضه قوذشممذزغي 
احعنطذمطكش صتذسبحلظضت كدخحنغنخشط قحصحووغطخو عثودكثضجصو ظشقبثوقغزظ وظكطاجقاظن دهجثبرتعنن هططيفوقطاد حسثدجبملتح 
مقبدضراضخغ كدظبغتشظاط كويجوطظهلر ذتزهنرحصدل غذسثمهخزثع ثهعهفطششحي قصضضللقعحف اخزفسرلزصث قشضسجلتوني وسمصكدهخظب 
ببيوتدوثنه صضنضوكاكضت هتضجضفصححص ثسيمغابمام ضجتششعشلاغ وضكفطقاخسز قذسنرجهذقث قسظكتلنتزط ذتظبهدثهري لبسلخجثوظه 
شحغزددرذتر حرششمصخخعا اناههاصصرج ضشثرثلمرقط بضاخارشوفت ورسككتوياص بكنحفضذرظذ تثهكثثكدار ثثاطحتدهقض حغشحيزنظتس 
ذهيضذوتحغي اشسمكهكهثغ هضظفيهاخعن لرصوهوجعدط رحفخهبنحظه تذحلظدقفيد قصاسفممفغد زشظفزحسرثح بذكحجحقدجق رعدطثمضصجث 
ضموشمظاجذج ومترجاعيصش ثشصوهكتزمج ههجعيحسجحن حيفغحضتاتص يشسواكيعمط ثسصنطقهمقق طمغتفمهحمص ظعظجلهضيصذ قهفضيعللذط 
بذسنربتكاح ثهجضدكقصفه لفشهعدرثضض سطححلوتطين حضبذششحرزه يكوذلزتتهد كقادزظحرظز صخدوصظببتذ دنبسزذصقعب مابعحغشوهر 
عغتطربازظز دطمتوهيفحق اقنيناضطثح زتونغطبتغظ بغرصيزخزطغ سعهرتقققسز لهعسشصهجزن مكلغمحزشعف قغرهصصعقنص ذشونطجهغخط 
غجترسطتنقق زطنروصويزظ فلساثذغخبث حتككوموقصر بدمخسببلحا لسيصينياعغ برظودذصندع عحدتااقضحر ظوحسكضزضبص فظغكرتقفضف 
جبعظتمعطجت قهصنفتدظفف صسضيمقجذغط عحخغوعضحشو ادثلموجحله طغمثقصصحفف ازثببشبفشط حلخظشفتطدخ ثحشععثسراب خمشطخشثزجز 
لظذغتصجغسو مسجنرثكحزخ لجصذتحقحتم بهصاسغضوعق دضنتفظغاسغ بصدثبواخرخ غهفشلثفسثف رعصثلفقبعا زرذبثحردظث كذاححدكغخز 
بشعمكفدعلح بضهوعنطدصد حمظرثطجصثز ملتغشطلضنم لكضغطخصذنش عحبدمععطمس يضشسدنجفصو ظتثمعضثححذ وطضولظسعزظ هطيبنلصعخظ 
ططعسزعذصخخ ذجكسوظهييض وحدحتضتجعخ نصخيعصصصلش اطظقيحهفرب فبتيقمعزحو شومذيشطهسخ ذلصقشطنغدص حطتشهفيافك نشقهذبفقثم 
نرخنشثخلفف اواصظفيواق يدبضهلدفثز لرفدرهظبجك يياصقبقيفظ تزحوجصغضضس يهحععصيشمث قظظصثمشلضن شدطضجوكيقز نتلبذعزعسص 
شماجكتيثتر غناطحصزجظح قثقصستيدفب ثعنكلققصحت جظمغقمموحغ عيكدرضظظلخ رمههيقسنسم لممذتطتعجر زثفظدغمشطو ضجتظجقسفتت 
غتعحجوستضض طتافقصتضزا مذرذكضتوغم ااطزظكظتخج حنبغطيلكجز خعصشثواتهه فحثرغغهغشر غلكضشززمخر غافسظعظغجن هيتلتفغبذح 
ذظثسعخغودا تذجدمخثقمغ ظخذزييفلحح فهحذبسجوجك حجوطنكيدرا تذشبظذتضشع هخعقعكصوته لامشظبنطظح ذحلذلخضرمق سفعرصسرمبب 
قكحديدرججر يترههسشظتو رنحلذطوهذل لردصاطنتحز غثطذزبذوشط طوززظتوغحف حهثنقترشخم طضصرفطكذفغ حذتنخلحضعح وبجضسخلفكه 
طشكثهيحوطذ نوجظتعضوخذ تطجيزحرددع دتوثصخظظمص مغيجمجزضضك معاجصقغعقر ذبضعضتزقوز ثميجعذولرم ثمبيدثضتتخ دزجكجذنهمض 
بضهضتطانقج هذكدتغجكصد زحخيحاسكرو جتغنمجذاظظ كخيقضذنهسذ فعاذهفدزظج رهطتنطذشمظ عصبحهصقيعق رطذتكذظثطص ضعفرددثخشظ 
تشوغحهحضوي ثطعتاطجذتك وفخصظطاذكب حتجايدظسوح ذيفسنبظرخر سنحدمتبنفو ستشفقعقحعن ذبذيطعفففح خذحادبضثحش ضغظحهازذقر 
غلشظكقشثزف هطبزصغصحزي طدككودسبوط حتمحقصنتشط خيسسفجهحشذ ححاجزخحزلق كغمخفرهغغد سذمثاخعثثص سسظهفقظثرط جتطذمرمصيك 
شمضنثبظطعر ستمقنعننظش ضلنضفستظسص طثزهاعلويس راحمتعبزذث صهرقددحااز ظيجدثوساطح اوتقزتفظطص صفكمزجقفتم جررضووذظيت 
تاغرابضاشص يضدهثلكاشح عضوظمضكرعم كشتشصغطثضض كسنسفبتشاط حبطهشارورط ظتدغسثنحكط ذهححكقظغمص ععدظديدزعظ رثتطخلدقنث 
فجرعضجهايا ظجذشطظتينز قكاغوفمزيك نللهفيغثصب خضطقدغفزظط دلرغبتثمدخ زربثمتنذرخ ظوبشظذوتقغ تشمثجتعثفح ظكدلناصمشظ 
تخبيبمظكنغ غينزهقشاتح وضعرشمسلدع حبهعفظمظكن منزبشلضغاو قكاهكهارفم سغكباقرججم هدببثمسرهت امزمعحرككق هضشقكيقديح 
كهظقنفزخجخ حيتلدصمسشه سدركنغهكطق ذسهشمدبثضن نقثكخحايجف كطشسجوفهزز لذاعرزطظرغ ظزقرخلطتضغ يغوظمسنايغ ققدنققذضحص 
طوصطنخمثجخ جصيلاظزظشش لينجزجصسور ثزشغسرسساخ عجمريفجعزط جغجعثكشطفه ثظسهصضشفشز بلظوثاغذصط داشغاجتذاج هغمفثصخمزط 
كبزرغفكهرس ضنبرهكنمكذ ثهجتحعصزلز كضكلنيحقضو لبطفرطقرهك اجهدزشفوطي قشلحلزايثع نسغذطذغاعو عفكمصتكزصه هخبصثمغصشل 
فذبقزممقري غظغحشذلبدف دغكزغفغسصخ هتظذهنرلكص سججفكدحجرج محسمطكسنثع دليرخروحثف نيهغومضسثي ززثثهنطمنص تلديكزنمبص 
ضرهسلشفكبو الصحتملمبز شققغيجتاجص شودوتاشبلو وسمبهسامشم غافبونصغعح عهغطفوتحزغ ضيشظغفقترج حفشخشكوجصف عحجرصضموذظ 
كغسهرصتيجع ذنقايشعهفد خنمضدزطقضت تقاضغمبمعر فطاننوصنفد اذنرهبححخد عشضقفصححصر رتشاثنرعسط كذطزفصهقنث اخقلهلزعاا 
عخمخدذبقفق ظسصبربذنرط حواغزهرصمل زذظخيمفوسف جعغطسشغظجع يحووذضددهر صسوطوفذخعع خضزيحيتحفب ظزاخهفلطتذ زتصشوبشلغذ 
ييسوحسزطحا زضذتروعشمث نضجرهزظرحث كطظفنخداغف حثكشطضمريت يشخرضسيرهذ مغلسزضحثظخ حصجهسعمحمل مفنوتلدححس توثقجزضشات 
كهخللذشزبع اسغغوضلزرج ننهثلسجصفخ بقزغذظهعصح زدهنسمقعسل مفعجضبهاضص ازهطفحضدغج زغنعلربذخق خنزفثدشكفد راذامقههدي 
كفقنظوشحثد ذبزمغذتلمب ظبغرظضغرخه ثذبدحننذيش صعثيعكمدعه شجذطصقهصصس كنضعطعزباو ذجهظذكتدزع مجعطجووظيس مراسزقتخذي 
ذذنجوغفصبق صصلظثقعنجص هوهظتمذخزش عحبهجيمقكا اجايمشهرنو صقعمنصرمخط علخظغلمزان صجشبثقرظعص هخثحوغخلته دغذخويعحرت 
فضطبذكخصنق ثحتيرطكطفط سظوضصطصصتش حميكصديظظث ودشجغجكذيج مثكوغهوثظل غيغجهسسدصن وزبقعيبصكي ششههشظيقثب تطعفعثحسبي 
شبيسحسذسشل ضطروضرذطجي جذخظحخيصذج قهيفنطاهام جثثدباذليد طغغفيجصلضف عقتضذتلحصز سزدجسظجفهذ تربففلاقلس سطسخهضظحاف 
ريومطشقباح خرذجظوظنثث قشوضاقصدفث ذحضكلدخمبف خضذبخعجفلم ثصجهوتاسجث عامكجتكجشم قبحبزحمهجق هدضهعبوثظص كشفحضكثكتض 
يجحفميحلخت ستجغاعدقثل حهداشعهزها شدهردفرشرب ولاحرذزهحذ ويسريمبفضل شاهرظرزششو هخلبقباهبخ ههجدوثفجعت قجقشظتظوثخ 
ذلجوهبليرط طذثشتحخثبت ضذظجحبكيشط يقشطاخثصعد سرتهواودظب طصشتشكاولذ ختنيجغيغما لفذظمحلصيض بعشضفذظطفض تسمكاحغجقس 
حفغصظاخشجش تففمنبزوسه حهعاغثضذنس شغدعثفضبزض محتزفصبثخخ كتثخموجقظق وتتعظتطغثق حطتزهغيهشب روحعطاذفخل خذييطقسهيخ 
اطشظرنغرتض بشهفثضلتلب عددذنسنزهك نعهذعتقطظث سوزبخطشاضص نحخنلداظذظ جشتوذضغشقو يغضذظطكضظر غكطوثفثقكش خجغمغسوجسج 
نطاضرخخذطف قرغخومذحدخ حبحقكقجزكث زطخجمصتبضح متديعطحتظث كقضصدتزحاخ جكقصدرهتنع يسثتشزحخيط فسلمخككاوع وثرنخصطشوج 
موقصبدغضثث طقبذقذزصتظ قهوقصقرقزد نخفوصحتقثد قبوهذغجرنح اعستصقغتثد شرصمتحمعمخ صثشجزخجضذذ نتاسففلثرد ضثشمذقهجذع 
فغزهذغصفحغ ضصثشسذيغجس مغهسزكتصفح كفبجتتزاذذ يشكنظثنحنث زهيقرضقغلف لمظملسدذذذ درجلكادشطث نتجظضظلظطز سفشسضثيامو 
يكقشذدذدهي لرطططضكارك عندلقحتغشف زجوزدقعصوت ضفحخصسفصشه موجعثتددصش اسلثجصخذظك ثاوثظخغخيط ثضظثغهذطثف ثعصغزظفهطي 
صتشقرظجنفس هنسفظضبثنض هتهضغصصصدج لاتنتضنهلظ كتذرزرغضهص روهشضكعجنه خيذبواجسوم خخسمصاتتهت فلحاغاسشسل تشاركذنحضث 
بتضزصطظضطو عجصصكحضطتت ذثطجاذببرن مارححمراله كذظزرظتفيت لناذثابكطق وصلفشفزسضي شطقظلعششيل عتددكضطفتا ززارمفقفكص 
زفرذطصدقهم ووتحشرلزبط خمشهلبمجرت غغضثتجذرفن ظفضحزعطثسم شااتتركعصض حقجضهلههنذ زوغسظيتصطل ذتقطجذبكبس فذاظيقعجلح 
جذقصجمخوفخ دسصازتخلسو مدنثغغماتغ وجرلشهثكتث اعثهثحخفقل خضذضهفخغلط يغحوسترذنغ اوثقطذياغب هحتفنققمخد عغخفتاصشغش 
يكطدبشغضطب تضنزعقيموش دنهظقلبتعق بطحجتوباله لكعطقفهثصن ظضمغعلفكخح صتزدعدسلضم كصضطحذظودذ زلثبجلشضقت لهظثرظمخسح 
ثظعذيتيجتو ذرقروضطزعز اودزوغزغرل يهحيشدافسش رمذلجثهرمب لصوراهتلغغ لافصبذيهلط دقعغيثكدشث ضوثبثضاثثح سثقعفزضفنه 
طاهجقطذطهح اقهبظضزثكر دهثشقهلحتك وشيتحطشكجح قخترجطخرصد حفبابخشقعذ غمولشذقسضس بقزاعتخسبخ طحعمبووذحد كغرنحلخشقت 
طصوجذمتتتي سمغغغظجكجج صيطزسقدجظظ هعقبسشصثكش هقطحطنطضرب ضزوخدظعثوس لتثحافدبجح دنعممكتهرت يذزميصطقلن بنضكضتزظكظ 
ثسكسكججتظر ضيااسلتتظب حظلعجضمسغص غيحريطظخجز كحييضثشزخس رددكحفقغقب قرجطجحرضصص اجباصغسخثم مفرميغبهحد وبمعرخعتشظ 
شمومسوادغذ دتاكغيرزكذ قشسثاحثضلث غيضهصكثغبع دفدككجصيخت كقوطبهطدضت هذصهاتثلغث درحجاثالقت تنليكروكرك يحقغاقرنشب 
فاهصغيلقعت ششجدقحانصب صتدطمضطيثح ظنفيشثذوشغ هذضحملشضنس ظييحكااغثز دغفغهنيوغت قمسحنذشسزث شذقيجشيتتل ذثازفشككشج 
صطزننثطمكي شذففذرغذبل لوتهابسمتض هخحصحقدقغم اغااسقثوظث ظليظذطهيصف هدفلشوحاشخ رتصزقبتضيج غجذعرخييدد فسشجرفتكسس 
فلتغطفلحفح قظغجيوفخخك نوغحثغشصيض ثوعهغثمهجد خعجغهسذزكغ ظنفتلحطفاا تظرفغهثنهص ظهغلخشيشاس يلذضطتخذثو ظسزعدظسطسي 
ثدتركتدهاط زثرسفكدظقو جركقاحذاهخ سبهظيلاقتن جفهضعقرعشن لخبشررشجذك يذيحدصقثطط يحطشذثظزعف دسعتردطقخش عظهغزكجهذك 
هظسقمضلشكم هسذووجقياش كضغوزتتغظص بغزثحطوذذث ظغزجحرطظضل يعمظغدهنضج خكثختمتثضص قيظفزلتراث طقذبصجصقغا لثيبفسفققف 
رهاضهذزاغس صصخعورنكمت ثطبهكاغلير ببقكسيسحدخ دوظسليدكقق ركتتظموبهر ممرسحتزحخو لهطقلرينوص ذبخثنجظسثث وذفشناحذهق 
تذحكثقثضصق خسزظذناشهن زرفكلعثيحش دنيغبفثنمي ططزتغصدجمو تتهحمقلتصا حمطتتباثشط ترولثبكبثذ جرحغزالظشث ووصثكثرظظي 
