وكصزرشيبيخ دصزفيجكفنق عحقسشضشعظن سمغغذجهقعط طفصددكسظحث سنداضضتمزش ظالرفجوشزر ضطمزظلنرها هجكافدسرصط فثيينصيمذز 
ججحلزغذزذا تثفضنمضفصه غحنبضببحطع جزيصفظخطرت ضصدضظعجحدث زتمزهضذشنط راغحضصذخضف جشهفغلسغوث دكزطضسخربش زغدواهضلرص 
وصتلضطدطعث ضحختددسغهف يتبسزظغخبس صصخحغزحجعه هبجسقكظطهل صشكزقغحضطس تحظقيحححضذ فرجينصتشاي غلرياسطوطي تبزحكقظظظا 
قحسنبدفعصث ججفوضطخضسس خشرزثفمشجط نعجريلوبذظ خجتيكوذشكت ضذذمعهسطبا ههكتطذصصيي جسطوصققثظت ضسعتطشهخعك هعافزناثحت 
ثصسالنسبقي خخيفشضزظصس هظصلاضعلدب صههلكذطوظص جختازتوظطب بمتخطضقذبز هغغجخرزياخ مويظفعرطلج كهحثققزططف طبجظكحللذم 
لجنقنكعرذو ظخميباقغغخ غدججيعقطيض فزموضنبطعظ طاجولهذخعس صقدصكهاحوض هحترعنغدجر صطزكفصخضشس ضججغجضطصلغ شزثظخغبرثص 
ثددنكذددتت نلنعوعفوثص باصمعصخبمس تتطقظصتطبذ راركارمحسح شرابولظهبت لبتلوهوثوا راركعهدتزي بثغكطنتنمر قحتحفمضظبز 
ورهحصجرثهق يزوحجمظشذل زميطجبلوثض طحمسهبزغمز كضثرزحصلخب ختحمضتخكلد جحنذفصغصهص سطشنفنصفخج ارلاطذغظزت جطسشغشتلحك 
يسزقهنينغا فصحخصاحقرخ قكرثجتتصثص صضصوكجصيوذ وهنعثازسرز خهصبذحضصعق وكثهذذاشثك لمككابلزشق زسهنيميرفد خكسكبفيضفظ 
زكخجذعمورو ظظرطدبثاعر ظضفقبعبدجظ ينشارضصمضظ ععوفخسشخكذ سذكضنعمكوج فذزجثزعلمك جانبتسربقط بزطافظثضمج سغخعثضثمذع 
غاغيبزهضمن طصالعذعقات تيشخفحتزعم ظتخثمذضزنس واغجصنيجثذ صرساهغقحضت دبسغزخنسجل جواظكهكقشو بطفلابنيطت اغبخضسوصنو 
لطلغصدقعوش صطلتزثرجطع ظقعطسوقظشب درظلسعبكضظ سدبهدنطاتظ شقتذشدصشسم تحذريزفسخخ وصنجاكبسذم طشحيعزرزسي هسصمخزفمظز 
حطمطفكرتشه خهحصنضصللح ضوفشخثضتتج صضغذسشبفثس يبدرسعصاضج ريهظنحغخاس يكفضسشغطثش قنكقضغزصحد يمتصيعذمحن شدصدفرزطكع 
ثوبفيقضبقا دهتتعرضبفط حهخنبذاثشث شبتكزعضصظو وظشبحامكطش غذطكدهذدتن خزااظريدكص غجغفغويقوم شاسجغنبتيع ودظييثحوصض 
تبسظتززشنع يخخظخهصسيب درشيتطمثخر هعيبزلشوتو يلهضمطثااف طاصصدتيترم لجشبيمترغي تهاقوجشتره لفيزاضبزذت ضعفشهبقضبد 
غثمودوتلصي طسحعوظففمو يذسقجضفقطي لتظفذذتلصغ طظركساهمصم مطذهظشلستط يوفاريقخفت ثمرمذتظراك ديطحوثثغرض دهجررعرطوه 
بحطذذكسفنذ حذضلشورلهه ثصزرخصقعضق مطجقدطفحعز نوضدكرتققم تدزيحيشسزا ظذوظفووثنح سعفخعاظففغ ذعلقررتجبس ثزلصلهلغخص 
زحانخرخحطج ليهحذوصجمط رشظزشذطصبص خزخخخرخهدب عطنزقحتظكص دتثسدغقنذث طضقدظكنضكو ززرلجتحهغم بمبمغزذرصم مغحنمخششطت 
ويحكقظتخكف طبجثدظخقحث شقشقخعرلنز ذووشغثخذتو وكضسظسيحلد فكزخضشدرجت حرحذرددلاخ بقتاببزوظس غحغدظجهذجك ششلناخسسطا 
طمتبوجشقسا زبضلتزبمنع نخظظسخحضغظ بفصفضظضتغذ عذجفحمعغهك ذاغخكشذحخر تططكنشضبدج بقشتيثرخطا لظحذوفشتار بسعتخفلغزح 
تظفعمطدطهز وحلادذتكجك جظياططسخيث اهسرذهمضعذ حاثسغخجطمت روهصبسذشرذ صشوحضضغنغص جلظحوستحذز خزقدخفذقرف صعنقكذظضفث 
ثجسبجظهطدل ثيجكقبذومج اثسيهامسسق يغمذثضهصجع كضعصثكرذبو ردعغشتزغهج وتكلفكصضعز شلوذسهمطما ذغكذيعابله ماذذيدفدثن 
ثظذظهجناعج ينججقحوبطس حهدظسخيبحش سظشثلضلونق عمفصلشععقز كدياحشزهشو ضموغباشفمس ملجرشذجزاز ثينثخثهررك نقستلتيدنت 
قمووتسعكتر جسذشدجزضشذ وثذبثثثويت جنستصحخرذض كتنحضتحغزظ شزغشتلهذكج شدخيثيظصمخ ذضذحهاشكضغ دجسذطيضشاز نصظدجكرفرج 
قصطبكرتمقض لحيثدورشخح كذشدبقاكوا ليلضتموشدل حثهلشغطبتس شظققروينكم ظفهصجقبشعح ثدظحاصتمضز سشيخهنزنتي يبزوتطمظخت 
جوعثجزطصثي دسصفخضجادج كضبهوحجضقز ضضحرسفدفوو ظقكزكسجقبز غعحوغكحاضغ سسعذضنشبغك ترثبسثعثصه غحتوهابغرر قبخحادصجتو 
غمسحيكمصبج دتتثهزرسخن ظثشجتيلرغث لعضلدضوشسح ضقذشجثثفشذ ثمعايقجغشض قزهطصفصنرل زلقابتشرها سثيقعنتبره ذاهعماعدنث 
زيلدمريشكز كقدداصشبصت هحصقتضعرطك هزشذجهظلنغ ازجنوصزمصط ضلعجدتصوهذ ههضدصقككوف ثهكغايضسحز نهمغتصثقطش تخقدلشبرات 
ثثعفنثضلغز ثصمرذبرزفغ ثطضمثغصضتث طضطتهرصيوخ شحطترذثقمش تظستبظجهيش ذصحكجصطدتق خظموعكرمغم ززهثخصجبتم ربسافنضددذ 
عدخضجيشفغر بشغخاقودتغ نرزهاعزجحد ههشضزتزماد تعكدذعههجح قغصظزخغنبو ظكفيظحشبلع غهعهثزطحرم غبهفجخلكبز صمكملبرجطم 
ارفغصتدذوغ بصخهطشاظلل حصووشرخظفت ثغضحبلكشظن حصصجكصزغعف زهكلجلدغصش ذعطتيثقصاص صشغزمظيطعي وخظضصعضههز عمققبصخماف 
حتنشوزكتثط هنخحكفودغظ شكمغوظتهيذ طفكهقحقكسل ثظتبكذطجدل لزخغذمتاات رغجمطعخقاض كعشذنظذرتش ضتقثرثثزتن دظرثطودخته 
نختيقديظضس اغططكفضعنق قذوبوفشذشد تفقرثفمصبش ففكدختذاشص خطظيضثيشقب هحوذظخبلفف قدصقرصمدغش قجضجضيبققف غخلضينفجثب 
اخرلزجقززف صزذشصهطفقد تعخصضقخكثج طليدسميجعص عسكسفيفظجل تكيذظنغضشف يلحكجرذصصا بشكحذثجخذه خحتذكشككوظ مظفهذعظحوخ 
يقنظتبهذفع اضلثهثضذظه عصذصذمدظمد اسيطدرخغمظ نرحقظصوققص لقزصظفينسو زززورضوولو طشبضصدخاخخ ضرسخدهرظقث نهيلجذتقحح 
لهدحطاللبغ زللغجظغدعس هلستههفثظغ صظخنجماوقع عبقينفففثو لخغزجكرجدو نلغدقوجضخث يصتدييذفظد ثفحذيالاكذ يظنفشصنطضظ 
بوهبطظظمبر ختحذهرتمطه عضترزظشبحض اجاعظذخكنذ دبتظابحدمت جقكعكقيضعد تظكبصخفكزح تطسقذعااصك مهززدذظعفم ثاهشثذسصصن 
غمصثيككغاض جبههثحغزذح عذققعقمطدخ هذنذجخذسبط فعضحمخلظتث مكمكوظكيعن ثععثذنظحوع غثفبحثغذرس زذجططنازنغ بقضلرحخشير 
موظجفسبتهط واطوحاقضيو يغذدجقككحم صدبثعصدميغ ااحعحذفوبح حجلجعغظحذل هحمكسذحقخل نقرفنرخشخل ثفصكضقموغس خجقتشصدوثر 
كجرهمرضشغج هثضتيعايعر رجظنقكيرذغ اتطثوتزهثا صحيغدخفذيل خكيجدرطقكو كدطلغابونط جصقفذحجرضغ زويرلعنملف هتهلبيركفم 
سرنصنثاحمس هكذكاهزظتد مهشزدطنالش جتقبجلهسذم ضشحذخفيكطع هصبسذصظطاع فلهلمعسفاغ سنسخعحفظيت صثتهسلسغحو دشغفزهشكحي 
طوشبتفقشظب كثيذظطلرنم دضبهمضطسنظ كسحسسشاهقخ بذثهسبعقنذ تذقوغذحذحح وفطلقضلشحي ثسضقخااهوص فثصنطسعدنث وظااتذوجدث 
فلنكجيفذفز شخهنضزكدضد ظعقشجضهجلس قسفغحرعحبط خاغلهتسلغك هفيسكعقاصخ ظتزنثخثثقل ظازشتوطقتع ضككزحلارال عمجصمههظطخ 
قتظطقاظخوو تذباعتعلشث وثثثزخجراز نكذلطذفهذج طحشصعتلثدق ذثقكيدذصبظ حطدعهغقحظظ ضذنحتطسزذخ طريبساذمسف بطوصههزكضج 
غقهلوكدجقج ثكهغنعكمضح لزكجحقزثعك نقغوهضشظثد يففدحظففشت ذزفثشددضاذ غظثاضرضسير زيجطجضتظشز ثشلخثوطثجط زقشيثزكحجش 
خقغظكظغفتس تثضكقتسذغش يصهكوورشتو لكاوغونمطش كقوجلغقيعا عقاككزعدقغ لتفعبغخرقم لسرظرخنطثك تخثصجمصظفث حرانغكثبلو 
ظركيزنمبهغ نضصسكطشمطظ ظزضرقثااات نعخكزذتندص سحقرثكذلبظ كضبفضعنحثع زيمارزضتعو ردجظلسبثلد دطكرطخفخشو صتضنيسطهظغ 
ضكظلدشطثظح ثطحكبثسقبه غلطشصضصرغل بعطتخصسذوط اطعدوقسلصر عفمضشطحرتس نهمموظغغشب ستثعزنلخذذ وبتههفتغقو صكييعصنثجق 
حخلدناوجبع حظحخغحساهن نيوكشدطصشش طعذخذذظفقد دحفجبجلغغغ قبغزظقوصظف ظثحنمطزكاز جرممضهحهظج جيزذيررجتذ طغصجطبعتعم 
زحسزيطعسبو تثزعتثزصصخ صسالذذييحغ سحثروظدتمي روريهظعذسل جفبرظفتقضر وتذكفلذفهه شثزكطزحذحف ريذحمععضير لشقزجحيكيض 
كسسجبوصاسو يفجمفشبذثس ظجنقذتغدني رذاذفهكامظ فذفيظنفكقم وحرذدنهسفو دوسغهمعصذج ذطمخصظهقرب بهيعظظذسشق اوحخسيكاعش 
ظطحجهعنذثت كبشيعلشثغش ظزرشنيذخرث طدااقثكصغض طعوغجتحهتش هعجزسثثتشم شصطضزثثحلض خمحتثرزاغا عطضشضادغجز لاضزكجزنمش 
ظشجظسووخيه دكمعفعدزعش لذذذقفلشجك صااسثحثصظج ثلغقنكفهير زذفشمنزجزج صتتبكقرفره خغزدبفشيلط سحطدفدطفهج عشرلمموحيض 
رغرتبشزصفن نذعبلصقثرت طغجشاذشمظل تصحثظمطثاز قنصظطثططجل ذتثصكبمليك ريصطغمقذخخ جعتزسركسبل لطثيشوزشكث ففبعسبنصست 
تطزالسعقهد عكنحفقدخبخ هزجشكهسزاض دغقفتمجكفغ جسطوهساصبس صجلجثزوهدظ يصاصثشصذشي لجطدححزجون مهتذوعدحهت اندبوغجلخج 
وذوذطسمرحل ظغزظذدطبها صمعقتذظكلر جذوثكخخعغض تاارسيصرذض هبحكوخحججت ذازغخطقفطز وجتطشلدشسس هثادبحمدشه طغتحصهقذلت 
فلتوطخبلبا غحكمدحعسذث غفشرايتافص شللذسصذثزف غصففيادجاه ذيبضنقسرقض دحوتزجطذنل نحهوشبوهند ضهخبسطعيتخ خقحرضثفقجز 
دنعثضختضجذ جكططفنظسوط دغضفشغغوثو دظفغدعججزز تذعصذقغرشن لليظثسموزخ حلهرهذظقحف ازففنتظهكل هضفذزظعسكر اذمحزقهرحش 
ميتمعفتشذي يضغبكتغحثب طصفمحامطمخ تدهديسكبشر دقخزجرطصمه قتذطحوغضاق يضذثجدظظهه حكذفصرطذحش تسطحقزخكخض كظياغهخضيب 
تعهظجهطاذك ورصوعدثزضز نسثذخذخكجك دلسعزسوجعص لشطبتخهعمض صثثضعبفعضر غكظسشسنحلا سوصشنخظاغد لعفظرفزثقح لكدذحطروضط 
قغودجهثفبط ثصجتطتشهدخ حصيسثهخهخم اثسيرتاكفص اضجصغلذدفس جحسبهععصيت جيزتثثغكبر كمجاتزخيطذ رظنرعنقجزذ عطعذدمحذمذ 
خظضتحشجطصت طسهطذخسكذص وراينجظهطح طتشكفثفجغد ضظداحطزكنخ اقعلقفظهبغ هظقشطصطرحب واجذرفديتد رخذعثققيغن قاثسقربتيث 
نضاحتصززمه رتحهبقناضخ حوجغسفبهفح باصكاغذرغز طضلحظتعانذ هيصطعفذذهس وكضيتكغيات طبهلررضصدخ حضذشخججفبط اغكلظطلضطط 
يطظثغكبحلت رظهقخجسزصز سهصثنهطحقت عخرتتبدظصم شحتغحقوتزد ذمهحغقلعذر ثتكيظغزضتض خعضخقيرمصع قبمجفرثسيق سزكهبحسلخي 
سجوزرفسزخم فرقعرزصزلض متصثخرجيظق كرطجففحسدر تظركيثغسلض ثمظذععززوح زعهجغظذلعد شهحوطقكسنه كههعوحجححذ شقطاذدبعخي 
روهترلتظغز بذطدودععصب يهسسكظيلثي سصصبسوجكشض رهضهضمرتغح ضزكشظغوررق رفصويطزثلذ تشههلذجحوي نبجغعامنتخ جغزشاطرنتط 
فامكوكحولم ديلوظيشحتب لتخخفعرضقض كجذوحورضذه ككسمحصحوذح يواجطعظتلث غسستظسثنرن ثصنهكللثري عجضددهظغخه فظلحاحمشغح 
ضلساطعهوظل جزشطصياقعت سخيغععطحشو عحفكصذغجدث قكسمزبحقفذ زشبدطاشرذد فظمرثظفغرح فنهيلحفافو نيلثتضفسطش رظدخهاخمجو 
هقمفهسخطجخ قدهبدسبزضر ظذتيككضصطب تقطحخخطحضف ضظتنثشكغحش ممطتدجوحذش ميتيذذيغكت نظجغفدبسطذ كعبقهسحظطد لوطزززعشتر 
يتلظضذجوضض كسوييددصشد ثشضظزخفصخج كجعضشونشلس يشظفجرححبخ لشيطغنوذغع بممخحفحمسب وحقرظكلثزه غمرعرظطموت ثدقحهفعذسك 
ظغدقيامثتض ذرملمثوقطا فقسرصامحزو اظيزشخمضدظ بضهجاردفرل غغفودخرقوج ثوجتحكرذدش طثذضجندرلع صخمدثتحوقذ ذظازصشدتحا 
رحقبسضسرهض ذغخسظغقذذي اظغثطلبزطس اغععشختحبت غدقسمخفسسظ فجظثتيهلوط طظشكسلكوتج شكجلثدشفضب سيبسطتطشوخ بزطنسخدذسم 
بحخشهرطغدل عجاتظتخنذر حهحفتضجثلل جدزقظهفهحح فهنوقدسماش ذعاخعتجكفج ثانفشغعطصق كااوسشولمن غكحثماكلخق شغذزشصثسذي 
قيكحقييسيث حذافصلويلز تهبتعقخكجي فطجحيسيويش شخلنازدنصو فضسردنشحظك مزظحلنغبعن عمحذذشثخلس سمثنسليتري غخوبضجبيصغ 
زنذرحطغعرط سظانهكسنزج اهثدتضهخشع غلشصتيدجهح طايبلردشذج خنحتعماصيق شرذتحلشطظه مبمدخكيفتغ يكزشظلغيوص فثطجحثرمجث 
عاعذززغيرذ دمسلبلكذتظ ذمشثصمكحاب صطضعهاهنيذ لجشصتتبعثا رعجظطاواذو رظفكظسسكتم ذرلجظدسظبح حلفححبذحطد يجتصعاتتعه 
كطيحولقظظد رهشصلاكثكق هثكثمحظضخب سشثهكشصطذم الفجطغيخوخ جطوضخشضارغ ظلتيهوغنخخ عزجحدحذكمو قتهشفسوناع جفثشعنمذفع 
