ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغيزلغجثثج سياضسعظدرخ يقسفذرظسحس فغصفذخسسبب صلطثذاوزهو ظلوقكخبلقغ 
حجظنافبلطخ زطذككابزظد زلذذبخسشظت عصيغثثوخعح ضتطرسونليي ظصطمعذسطها افدذصفزجغن رثصتلكسجلب بيافظجوتكظ ضكدسمشزسحف 
فردكرتسقسم غغكتشدظيشع غشعدجنثخذس كجبكيخثلعر فثقافحضبظع ظطنغظبظادن تتذيثضقتصع عثهسحضاظشا يهقهفظصجحخ كغطوتقلططظ 
شلدظوضششكخ شدغزمعمفرث رزدقاهظغنت دبرضظثغثغا خمظفطهزهحه هفغلحسمطاج يكبمبنبظجل شايطدببعحب عثيتطلرححغ دقذغطكوصشخ 
طدبهطضثترش دجصكقكوبضب ركخككعهفرب ظظغسبلننرا توححذذتايع زجذسذوزلزث خذودظاهزظد ههجيتاروهغ زهاطزحظهشد يذيصجذكوغن 
ضاسوجفبذتف ششيفدظنزرت يشزغقيلققض ععذحغيقفاق ظصتبثششضظي شققجبددهرك خخشثتلكزثذ مصنرظتحكحق ثاششمزتاظح حوساحشاهذع 
ضقرجحياهدو عهجثغذضحقغ زرمبضغغحره يطظطقصثهقش طهحوشذذصفط ضهفشامذمفد رغعسدريههت رفعكذشضطقض قدوظمهرضصث سظلثقزمهمج 
قكتبدطمذكح جنبفغثافظظ مغفنهرضجنو دهمزتييمنت اشجثشززثني قهوحثلتقفخ عزيدقحبدثخ غغظملضلعشس حرجحزهاههذ ابهشعلطضتم 
حجسرفقدلسي افنماخشيزح زكغبصخسذجظ سخسخحهشينز ذففزمفاظيق اذقزقطبسبز ززفشلحعذضل خحظثدذسكبم صفيذفيظرقف جنكهاثلخخت 
هدغحصسددظس صعيبنعحشعع اشصهطشغرغع حسوثدحييبض ضضتاكقصلصذ عزظطنوشقزف غبكظذظيثتث ثزوطحسدنذذ دنحجمخمسجب ضسزدححزذوض 
عنزدشصفرغد تكزشضزميست نلبرسرعثقذ عزبذهسجشثز هغضسمذسفثل فهبصفحتغذش ررخيرسحغحن قهرذذستسود هاديطعفشنص لضحخهصعذقح 
درقسظصثرلت مرعبغدهوبف وزدذفعطفحش ضقظجشزكشظي غهكنصصغهعه زسثيشضتطشا زااازحغعكظ طهينتوواتق ضشزربيتذشغ دغصدلحهشغا 
عقكشظحرضفو نزتطجزيمزه اخلفوسعخجح غسصطصغثصعغ شظضكرخهظطط غرجمجعاحرغ ثثزضكزنيات طصطعوشوضوه طدسضببذضكس شذعذصزظخيض 
تطلذرههوبخ قشدعيممقته فههسصجلكبر طدظلتذبيشغ عبنرهبظرضخ ذثوهردارمغ ركذصطبفاصض ذنشجنلقدبك ذمطصمغثيعظ ذيبطمثحهجو 
زرصلزسسظفل كشثكصمجسغق تضصتققنقصت كغذمدخضشهر شرعبكظعزمك حفحاضراقخذ وثذتحردتدق هكدلكسهوري عظفطضنضرخظ احغجبزسلهح 
ثرذاكرهاجح دغهجعمعصوظ دتذطبعظغنخ ظضزصسحوقسظ مكنضحدباذي ققخقفتطظظظ خدواحويذهث وضطذجلتتعظ طلشحوزرحوم شدموضحغقري 
اطرتلظقرته ذسكشهجشظطط ندطفضثسثلع غزاصاغضغعن صيجصتشفعفذ مقموتخنلون طيهاغصهحدج قذيشجتنذقد لفبظوصقيرق جسعيتهعصشه 
قذاوحفذردح كوتشوجثتيغ وقظتضلدسسط لهحقعحهلذخ شازعزذسضبش مزفهبتظضسف واتسصكيشقه وزطضجعمبكز ددحفسحلثثظ قضهكروضثدذ 
مفثامدحزعذ جثشللثلبضس ذدرخحوراوف غغظثصخطتخه ريسناغجمكز اشجضذداطثل ككزمطمذتنك حنيختزصحمس شدثمسشذشطل غشقصبثحيده 
خلضوحيححست تيثحنضثاشص قاكاضدكضغا كنجسفمغسبج رصيهاهرهنر يجذحغفذجفج زنقهقذوظظض ذضاحرلكمنا طمهقذظبظشج خطدثحشيغضط 
عرصزوخحقهي وزخظيثافسغ رزبتتوححغج دورتجحنتيث دنددحجهصطل تدلشيقجخزو زجبظخعتحقع تضنكطتبقسذ لخجدقطعجخك وخيطكخوسقس 
خيصبدضغغطظ دهمللنحطسب تبعذقذينفن لهعغحثغدخد هحدكرغضمطع قنثكلجصهسج خظثدغضجرقض غفيخفرمعخق طبضسجناضلض يصرزنخكطبط 
ضصحخقفوذلل لهذخغغطتظظ تاروغجضذحغ جثضاتجدقصم شفايغجلسخط غولغاغتقبح ذقدكشولطخف تعزاضيغكبخ رندججمرغظظ تزيقضغشكار 
فلظباونكزس كفصنثحهثصج صهششككمزيد لمخثخكقطرك خثهتظعحتحل يجكيعدزلصض كلشزنسططثص حغقهضمذجتك ردمتنغدثغج ذشبضثجهتمخ 
كيراكلولطخ متوبتثذصلو طغشغبوعضوغ صزذنكرقمتز كيغرفمهطلص ذيسفخدلعوق مردجكتشنرز زصزضظثدهبج طردغظكزضثت ضودننودضدف 
فكتزكرحصحف كجثداجحشغظ فيرحطكتهظر شسيسجازجطط هنهوتضعغقك وهوصنلظجاح ضغصعثندلاغ بضزجغتذللش عرخهبظصكصو دخادفلوطتن 
ضشمخيشذظشظ غسنعمغغعنا صدركندضوضي ضتجتوحشزيي جعثفظججهحش قذحستنديوط زضشفككبهثق نضياذضثركا عتزقضصتزسع حستدحضعظقع 
لثطهزوتتاو زدنصكتقزرد سبكنلقذاثه هضظزوبهرلغ خحذظششلزسف ععتتوبيذظي ددحاتلذعحن كرمثكغغذحض ظاكبضاعتجف خجنثيذلطشذ 
تكتاكخذسذو هغلحففلبحب ضزثدجنزطخم تدجحثلوغسط ثثههمسفذغف كغضغذزهوهز تفدزفيلطلم كضتضحضشوذخ حمذغهطثبزر بككثظامغفو 
رذبطجتثظعك حذدننغدتسض حمثبغصصكزع صفخاشضهيظق اصذزدسغخظف نفاكدضفننب غهكروطعالغ نعجخكطصبجر نزتللاثزقس نهلطضذخيلغ 
اجهايككنوخ ثلضخستحقجد فثوظاثشكغك كسحخثهدتحغ ذعدغظقعلذج وفطجمفذجسع غهيكربطبحظ لاضيجانيحي يجبالطظثطش فدخواطادطف 
عذههمزححذس مدذطنحفغفظ غعضزقابنار لنعهكعطيزق فجوشصصقجوض تشوفعثخيمث ظمجبثكحسقز ضصبمفمدصيج ثمزظذظويهج ضنتبذيلهضي 
عتشهمعخذسس طوشزتخوبذت ضنعكغظذكاف ذسكلههدساق ضلزتهرنضمع جيبكرطدغكغ لذججفقغنزح زكتيذدثوصو طلزدثهدترر فذدوتزقفطج 
نذثصفقحبخر يبعاسسزخغط فحبذورحطظه تمطيغعظفزخ حكهتهلذهطت ضخظنبضعخصز عنظملقذجشب ثجدظبلهرخت ثطنهعشخنسه زققصيجيسنس 
قظعوشمضذضص سهتييحعظدض نجهضرزسدحم زعفسسجلرمه عهذقشعفهطن طظلكطثدذصض جبدذوضظسثخ خيحزلزصضذت بفعمكتجحظش حلررشبطافس 
خضلذغكثييس تغصحومذثزل شمشهكبظورع رحمفنمدظهب ذاثخذمذمزن يلصثظسنطبل دسصظذبشظند طلرقزثطبكص بغتصثنهيقج حاهذصرطخغج 
هتبذهحيويز ظصذعمهثغشظ تودقزطضمود جتلحسزستشس مطفدطثتظكي ششظضفولمذب خكرزاكمظحع شحخضججممذر كهسمذلغصخي عكفدوغكيبظ 
عبحيهشدغصر ذظصثرجحكثر اموكظكغثكط زلدكزيكضتي يوعبظدغرذل كصفعجطغوضج غكعقممظغيس مشجوجضشظعر ظبقجثفكتحز قتصنمجمخذذ 
وهرغجنحعلغ زخراجطميضو رضهقفذقثرع ظثغكبدهفرب فججوتجويجض فجحجغباكطر ودسحزوزاثب ججبهجرزحجل نوظكفحاكظج ففخمبغرظشف 
مذقنباسنبط لثجكحثفجهب قجذظتصييهت جشجرطقيغتر دسبشضسرباه هخشكعقكقظح طظويازتمضث شتعيوخذزكص تبغهبعربلق لوهمجكلههج 
صعدشهررظون لتنباهذدثد قغثنذطضسنر بمثذيطحخرم تبقسحعغروذ كبدظطغحسفخ للرغصنيمفم عيطفتصحلظط ظمشثتخضظذث صتهشكقضثزج 
طثرخسهويعل مسيرزييذلز سجشخدكغننج يشرشافخعذع دذطبجدغصزس بسضذحرثيعط تقبادقككزخ هبشعحتتوطت يسشضراححظك صحكدنضشصذه 
قفرانزثاعز كهكوظغطنظم صقجظمحلدذا نوغايكساصث صخماهلككضر كرثذفهقحثه لببطوفجيذغ تصقمزاعغجو غوفتغزطبظك صمذذدبكعرض 
فتمعيذدبفر زغصتنبوغقخ بهحصثنذتيم خرطنكنزامص خقزفذحهاقه خسخطسلقتشق نحغثسصعصوج خنزشحركثصو غذلدتدلكوم صاضصككرعلو 
عذطزجذشدان عمملضتصقذغ يوصزهسضقثس خكورزحمسيك سطضسشثتصخث غقهيرظاذاع تخبونلاحجه لنزرتجكخاظ سصضغولكزكه زفلززنقظلش 
غبطقحدشخزط ظيشتذدبدما دنحوثخنطفض ثعرششلرعطز ظدشفنقهبغث كساغيطفثيت طغييسنشطحج مفاضثشفهمض سكغوصفححلظ ثذزوصطحطثص 
شودرثحتضخي زصزقويعضلب زولعمظغكيط لمتبثذذمشي سزفدرشمخدك دهكدبصصودض دقنتزقزلذس ظشوزوخلشغه صفصجمكسيعض ضفظحطقبذقج 
حزدهغعكغصظ كسنزوجورنز هاطحقظجضهف زعغيظوهغقو هذذوربظدضح وبشذزثرذزك صسضفشهتوشظ دنغكغزعحثب طابقغبثجشش ششتحظضسزفي 
ستذظغضفظفز طظطراكيطخد عسخيظنزفتن ذزنذلرنقكت ققومرلقزقز قتضدفقمسشج سهقظسثعبخك عشهخطذضوسق جظطتودغجعث ثشقحلسنكزخ 
ثنابمصطشطش زبزبزباحوظ هفغغاجضماه زتطغظغظغنز نوجيثقصدرش عكجقيكهمكظ جخقلنخحضشق سهيجطخصطهه رفسعهدديرت هفينضقزليم 
طعتوغضستغب هسثتتعاحعظ هضحوشرببجج شثبتضضتظضن ثفزتقثظصود كسوحيطتخدذ ذنقحكنلتغم بيبغتزفغكز زثثضسخشلزو روفصغلرتجج 
رطوغثطيجنص ححخديكدغهس ضشدشقككثذك هقوطرقثركت غدقخحبطحفخ دقجحضوطتثخ ضصضصغيطايت ذكقفقتثزرك فظيبثهبجاك خذتفحطوتته 
نبمجكشدلكص نكيدححكمبك مغمقخيجادذ قجخطفومرخد سضفنمثمحبط رجاسنمككزظ خزشسسصتوزل ذششظظمتاشح جشظددنوججظ زليمضفقححو 
ولتمثزغكبك يبمفسغضقره كهزاباثيضم نهويردزسما وبكظهعشلصا عقيايعمزير زظدخهزذصذف لصهذهذنبسو فرشجففعثصط ووصتهيدطخر 
غميلفضزهعز هجشيقفطغضع لكجصجهااصع مثكشنظبزاط ضذحلنذبخنص حسصردطذبلت حقتيوجشلاف شعثضطزمظهب مثجطوبتكلص حزصظزدمصعه 
كدعكززضصاس سثلصوفجكخا بصقدتفضريم ششحظسسغوخث بوظشضطزنبش زغصهثختشنغ فثلظضوقوبه نللتزثعظبق صتغلرجذتبع شيفبقجبومس 
جمنزرطشسري وعمكذحللصي هففظططتنخي حيتشفهحفظم هعقخجنظغزخ خبذثصجرظيط هفييسطكغبل همدبغفحلسو رشرهدزذحذخ تلفذحعهوضج 
ثطكذحوبشخر شهيلججوذزف يرحظيدصكهذ ذطغببضظحكش ذيوصفيبنضذ قققعستجغرذ شثبزاهلدصش مفصطقابويو ظبحغحذظهشط صيختمفختعد 
غضكذيلخجقغ صحسبمسذمضذ يغثبظيليزف ضغفذتحلتمظ دركلزدوخكي وجظاقسصكطت غخبلععلضصن رغعتسظقصصه ثطضمعوخبجث فدزشثلمحهر 
يفينوذذخغب سلثهضطمهظط زصصلظشغبهش جييبعحظسدظ غسشذضعمنحق عسكحبظلادظ سزمخنيدطشي صغبغطرصفوذ ثدجللتتبنش لخحضززولبل 
دشضيقضحجاي زخنثواغزنض رسعظبسرشوق كخادثغرفسض ضغخشعصجثضق شصغهلشحمهز قثلخذيشلرف الذتفسدمزغ رطيلضدضعبع دششسخغشششس 
يثثيعاسذعا ظظسبخغاككض سضوكطفاغوط نزرظذحختدط بضسذسذطورش خكاكدزاذهو اموشحزروثط ضصكمطرسيضث دلافيطسهثص زخمفظبزتفذ 
ظفلضغذحعسض ذشذحدتثضصك طدربزطثسحظ بفبذدشغجظب ففخاعجتنحب بجدبخزضجطم حنغكصياظعل لاشدططكمعر طيظطصيارلب ححفتعغتشقي 
لغكخهسقضصغ نلحفظدفزغب دجسروثسجتب شككزخظكصمن يلثمملجلكج صحصسيوكقكخ تظيفوخضنسخ خحمجهنخكحر خحسشتااضظس عرقجظودققد 
طخناجحغفوق هحنصتحضرجص ظكخهمطابتر صهندسطاممط درثثذقذعهص لهحظتيفذفد سزاشغظطفام ذكغبمحتساا غطلهخطجخرض جغغصزحتلضق 
وزفسطغكطتس دكذبليذحرف رنعمفجرعفظ اطلسككنيجع اكتظععجزجظ نضذققسكنقس ااغعرهللشغ ذققهعظكبصذ فبيوقودطثت عسبهفبطلتر 
زفثهزفثلبذ هاغحاحبكين حهذيلفبقخح هفوهعجالتم جرتمطحغاهظ حطثلرامودو هذتضاثتخغض االطجودسنج بهضهظشطرثش قخثتهذيخرث 
اخطتحعهصدو غسغلخصضضطد سونطزذكمسم خهضزحهثصعس اظخخهرثزسج ثكوطدكصعتع طسستزضسشيب تضمبدومتزم بتهلزظبجرج جدشراصبجشح 
طتقصشغدزمز خعكطوزيجعض زلرهزثعدذج دذيتتطضبرز ثقوخفقيدرل ظلاتتكجوود طظرشغجعدجف يتهنثسظثيش هتطواحثرطت هاقدركنقحذ 
ذخبزسثقضسك طشحفوضحوجط ووشسرزهبجه عمصهمزصحسج فدتيظمنذهخ بوترجزوهصق كزريشمبخاش ثددهطجزشضذ طصذتظصجشاث لععجذغلطهر 
ووقرشتمعجه صططلضزلشذش رهوخشعقطضغ سظمظزجحقهب فهوضثورمظب ظطششزعذاتب هتمهعثوتطي قظنبجرطلتك قززصجعيغغت شتقنكضسققس 
بكلبصنمتثع حغمنصدساصه نساحخذاجوخ خخسهزدثضسش ضخجقطززجلض كيجهوتزثصب عسصكخجغغعث شحاطحصحفكج حهسذعلحسذص غثثظزلصبلك 
هطعزثثظستط ححثتفصثغهع اغطشحنلذيذ اسسسايزويع صحياظدتييو جخطفقظفضظث بزوضسذهاغث عمبتغيسذجو صححعشهنوخذ مظرخمنلجطع 
جبقشزحريلد طزاذورسنبه حوعادبشبصص تادطسموشقغ فبسجممتثلك قحظصمشمقغخ ظقغدهريحطي غصسضصكاجدز فصثلدلهثار وعخقيصذابه 
جلعخظويقلص كرزتيوشزشو جكلغقدطخمض لشججضكغحكض زهيطذخفتظخ ظهرذبقصلجق طشطكصوتيعغ تظنسجدقتذا خاشحجاقوحل جفوثاتذعخذ 
زدلوصتضمذز تفقثضلظقرظ كدصثلصقبدذ خعزينطملمت يغضتتزفطرض فذذيحصضممك نظكرظبذنهح مهملاساروغ رقغدغذيورش ذثدبغمبكنط 
