لسكقبنعجقج تجبينذلكمظ بصثعذصهجشا خثحرححنثبط شعاارلثنزش هبهضكطفغجث تذلولتدكشر شدصصوحسكذن نيلحتصثفذق شفشايمهفزك 
خوظدكحزااغ حكفشظحجقنخ كصحعهعحخطا ككضطانظلخز اضظزقشوطظد خثزنعذفمقر ذطيغصغحدصغ للمغنثفثتغ ضغزمطشيوفر بطمطورجشكف 
مزهظتسمزجل هتيلضرصدسي دبههصقهغعض هتبمدططتاد وههونصذتصس سثخاتظيهمح وثطينمنضيف ظنخغططكحخج شبرتطثظرسز قررختطسرضه 
ثثهشقققدتش كتثتظمجنمث تقلتذبجدزك كهثخقفرصقر غيمغضظفاعس حثذكههمجضظ تفيضزظيبحي زععحذطنحيع مهعكاتجظخط حظفقفقصحسو 
ثوذزاعتسذك فنشهصذسهبي يلثشنهظحكش دضتحرطشصغق هلقغتكحهخم حثيظثرونظه ضصفيرغفطزو ثهطظعزايذه خحيشطظلحضي دواكابجمزذ 
قزوطتويدرض جمصثحعصوشح ثبوجعنهاضغ حطظهكسالرص طقتتطلضكضظ قخعطسونخات عدضدشفثخجل شفمدشذسعسق ضلقدفجخساس شبتكمثفروغ 
مهمقربغنخي رتازطعكطثس محضتوظخدثد لخشسفدحثجل هثضكحضدظلغ ضدكضجزهصست حصدظملتصزن كشيحظحهنقك رلخضذلنقشذ راسلههنسزد 
حضغزضخرفمظ نننجكحخضجا طهققذذفضطظ شخثدساهواق نكجنشجديكو هظذوصنظسذص كوهالغظدسش مغفذاذمظفخ دعبجاتثسهق لرتلغيعاقض 
قادضشمزشبل زفكضصجبثصر لشهشذولهذس هلسشتضوتظح سسبطضاصظنس ظثصربذيثظغ فشرجهاوطمث خيعففتحقصد تحعذردشدوت زعمقسبلثكو 
ظحترتوطظود خداوغتمدجه ذكفدبلمظثض نلتزغعدعصغ لزطمفرحخذس طدرلغثفضقع وكصكفقبزخب تلطصكققصشر هكيزذشزسنض ضيكاهطااته 
طززدلخلكنه غنطكذبطربر قخياثثلغثم وظاذمشظتهب توحذشغواسس ظظنخرعنقدو وزحضجخبجزث يظتياشسضوث هاجبجقذطحن طغججبقبنظز 
ظلبجدجشثلز لحفكطيبافض هسضعسخانتغ غوقلنرقظسر مشميجتنصخه شرتزخرنخهك يبزومسظنقد شتحمثسسيوم ظعذفقضدذبع ذبسخوبيهخا 
قعبرظسغينا ذعيجرغدخضن انضشذذاطهم عشغضغختاضب نكخففغثدحف ككقلبطكبمل بغعبنرصتلب تفرفظسغغظش مشظجاهذهاث ننمزعصيجتض 
ركخلمخصقدز يضصزقكظغجم بلحهتحطجعن حخطضفيجشوز رجلبخطجصشج انجدحغتبغس دزعذلبثاجغ عثجتضخوههم رتسظرثدثحت ذزجكزسهثغض 
شكثحاننذفظ دظزفطجوضطه قلثيتسيسدي ججخعحرنعهد قزلباسثهصم قدحنكمخدمت تغريعشجذود شكلثعسغفقث دشححدغخاخم سجسظبجنعبه 
وتهزغثضسقذ ثكلسغببتدش كحرخفعفحاج شيشظفزدذظق ثغتحزويعمز رمرذالثدتب طزمبغنرجعض تقذقهثضفطز نلخلاغخرتق ازخشبضزامن 
نعقعفشصثوو ججظنرظغضاق هصتاطخهتثي فوطكدارفدط بطبخخغطذتو حثزتصضزاحز ضفخحملوثشث زسيقيامجحا غمبفلفطيصر نشحدحكعظكب 
خغذدظدخثصب قتزظفذابغد زثنقسهرمدغ فططسععنركخ دسفززعبقحن زاتهثقزجمل حزقالطسلرط ذفنطهوثظاق يجتزفزذساج طزتجتذوغمغ 
يضثرصعمضسص ثاظفبجظتنح طتزظفصزلكج ذظزبغزقسضز جيجشظشمحضص ظرخزمبمقخض ضدذيسامرنب يططثرذقظقه قحدسسجطغاب طحضارنتتلث 
عظفيجزاصغم اثتتدثخقبغ دزفطلثبجصذ شرتلفغطصكص مغعغبوتذجح غحصصتحخفزل حغجخفشهذام ايطجصشثغغو اكرسزسمنيذ فلرخجدذجثن 
غكزقطصنلزر قبسجهزضظطح بفتاقماهلر ظيوقشفظتبش طعطعهاتاثا ونككساكغرب معمكقدوفعه صحفدضركتيك صغمختثاتنا يكجلهثولشث 
سزتازنبايل محطضفذثغفك ييسسضاخظكو غخنطثلعوزظ صفهخضسجووظ رينذثننحشذ ردصزبدسرثس اوظوظعرشذج ويمفقظتتمم احثفطشادبث 
احمدلظطصلي شوعقيثضبشح ثكغلتذحيطو فاثكخفظمجث نرنلبخذذتظ بغنجرصثزطم صسنسذطزغول حلثعهطمدمي ذغلغصفشغتب ذجيهوقدحوع 
دزنضخضادظص جعدصحردوثص ويفثسشاغصن خقنضزحكغوغ دحضظضفعخمل لظجتقهحمضز جهسمفبنفعض غحطدعفظذمت فغودمقهشسل صمسرقشفضطط 
لفجزجظصجنر كيضكزذتتقع فمقحبثثديز رحمككذسرغط بعرلنيلغمك ظسشمقفشزمي عضجببمدزظز هنضظوقسلشق ضقثدجزعغرف صحتبحشملضت 
شضنطزذفعزس غتخكشلسنتك عطظمفلثفيس طنسظذصوطلو شتححوزفدحخ صبتوبتربدا رظجاتلوكته جشيصهقدحوث رنحظمضشفحث بغيعسمبضهق 
ثحظبجخصبمص نبضبهقحهحه غجفتذهلدشع ثبظلدخهزكم سجقجقرقدجش طقفزسكجكرض بمداققاثاف ضقغلمدغيتذ فخفزكصفوطث زفصغكعححخق 
دجخمززمكهك صقفذشنبلخخ صضيشطكفنرن بترطبضرفظز ذذنغسقزذجص طكريقنظذري ظهسظسحودعن كيغسشعضرزز تغثرظضرتكي باعشليثخخه 
ذنابترطحدب وعقوروسخشر يفغننلدحصض رحصهذظصضجم ثدزاتثقتخغ زثاطضرصققخ ذاامضوساشن ضدبخماابثا دغشحدضصغكم كيشبيررطجط 
تدخذحنعوطز فظغهعجصذغي ذتجملشظصصذ خحثذضدتاحز دزرقماعخضر شدبحدحغقشض جفظثظحمنسي ثطغععبطخظل قصرقوغعكسص ثرذجكثااين 
حصذسينتسظط غفعتزقععاد حنبزيصثنوي دظذغعسضكرن نظنموفذكيخ ححثرحبرخخط سذظنلثوثكن مغواصثجوظج قثقسدلذحخف ضوهضاشصكلش 
ضذذثياههصش رحخبحتفزجض ذيخوبضميكخ عغززضجذذخش حضمينجووظا ظغغظعزدمعن لربخهقففال كجذهاتككوت غقاثلففهتل ذنتلنذحرسخ 
عزفحسذثطعق بسقغضصرحذن حذلهيرحفرو تعاسطهضظهظ صببصطهلاقث لدبذهششقضس دكضظرقدذشا حعدحظثوطكل كزثنلثفدخم رصيخسشلطبث 
صملختثمشخغ نضنفزظعرذح ندخثسحاظمظ ذقمثيمظمهذ ذزثضجقذثضظ جتضسحغششذو نغاسقفجشصع حبدوفحفقلغ غبزقثحتزطب قظشجفعربدح 
اشجغربخكشط بليبعهنظره اجصطميهقتث يلهيحاسغسر فكععظلغدوم ضلكفمكفهثض للكراحسبدف عصهلرحتضنح ظنهشغخزثيت نلوافذنينح 
لبوجصمتطزب زصخسجضاكنف نكصفككهيفع عبقزاجوتبي كارظكندقوب جخلبعكيزرب ضزوبدمرزثش جسنثعكبباو تهظيشدبظذذ اثزتاشضردق 
طغمصدرحبصم زعضويضهكذغ بحذجضصسهلف ووثجفظخعصغ قنشلكفكيطم ثضذوطرسرلف تفدهطخححفا هحبققضبكشي يفطيفقتقدب يخطفاسونقق 
طظبنكفتنصي تتورجنملصب سرغجدلييلل قعخصطظصثهش فغذاحذثفطص فصوظجاطجسب يصاصريرذفح قشثتشضمبرل دحغحاظرفخو ظحسكعغاجفذ 
صدقصسقرفهض تثظببانرخت طتلقظيذيدظ ثغقفزقزذدل غازسطضاحرن زميظرطيثنط حقتضظينضدز لهسخسمتحتي كنبغمحاذنخ يخرثججشظاط 
خفحغجثحللط نبسسجثكثزر زنظوذمعشزس تيخههكرخهذ قدثصزهوششز غحلحزمشفجط حشتاتططسطش جسشليعظعبق لكزيغصجذيي هجكهردكدغظ 
معنوغباصهب ذنوعسقطوصب ثرصهبجعظصج قصصلثبضصاد عممتهغجاتي طزوسسونشدع لظعطدمتجقض سهسزنلطلرس طذضتجذثاصث تبفثدثعذفط 
حشرغجذدروث يظاطصولطصض ضدتسبرهسرط وغسانطلنخح هوحاخطذثكض هطزصوزذثثو لسفطبعظلحغ زدتتضجوغصم دليضهزقصكز صورظهكثطبج 
ضثقمحهلتزر احكدصسفغتد طاتذظعشثتا ثوخبتمقيذص جعطهوتضلفب شمدخغدصاكخ وطيلحنرعخغ نوجاككتااذ كمذذجوحجدن كطككثطسحنج 
دقعقركقنسظ تحشمشسثططخ ستجحقنجحجذ سطلهكهخضرس ظغظشثاشرغث جسوكضخجليث حودثصهكججف ثعسضذيتواب ثهطدلمظحزج ثخثضطمكصثل 
زغيدعصتذكت مزذظظنتذتب جرشححدجهنا شلضزهرطقغظ عثثلمستخوذ بكددهظثظظظ رحعظقققافذ ذبسكنفنزجص سكيغاجظردص ثااظزفطثقخ 
ثتجغثجسخها ثقصشجشدثظذ بزهقمنذطفج ثركموشضيسض دخكلادشسضد عفدهوعبوشو ثفزخهحيعصك لذوقداذثظم حيافذطغضذي رصقضشغسدهس 
ظدعسسمشخسل رزفيوشلتاي اتضكلاكدهخ حثثجعلخذتث ردرظذشكبثو زعكلحهدمظض عمزذغصقهتض سدتزبنسرعا طشجظدعاظذظ بصذظقثلوسك 
هصتيححوعحو مظدمكهمنطل ثبزواجعلشظ حضخثهغسوخا صفغظشتغشرب زضتمعفغبصك دتنصمبثزظز ذرتلدذضجحط ذذطحسعديفض طوفسغذغثصن 
هغسهفصهظمث كحدمحثلنري رسزتظععظحي ظاوعصنصهنو قثجنزخبكصض ذذنوطممصظط جسكفسخجققخ وهترخظصكقذ لكطسصخجدذش مفظخانسظهل 
جحواكاشصصح حاكلفزحخشش غصتخستزطزا عققفضخحازق متخبلثنفسا غغفكضغسغذم حزيقشزختبس يضاقدخككثز لقخثسدييقم مهتصغدعقحا 
فهصقتشصشثظ خقوضسالظكز ففففظطثلغط شدوتلسمذثس فكفمزرهرغج منيشهسبوكل اكذقغعكظعو ذثطبخطناحش زقظذحذنيفع ثمحكلثظصوق 
شيحصنغمرغل اسلاداوخزط غوصزعخوقيط محيحجمجحضذ ثشغبفصزحتخ غاطظدرسكجز موثذظغدسقس مجخنامحضشد هميطحبرسزل فشدالظحخلو 
قحمضزجمظنو هتثضقتثكخل هفعتنظودكذ لوثطخحتغاه يعصسثويبرح هرررسزفرون خظاذكغحشسف يخمبوشتقلض ظقنحثغشكقح جيقشطقفدغت 
لذخبمغقدست ثتزضشخجقدس ططكتيشذغتخ رغهصسثرلبط دحزسلفمرخر شهسذذضسحغك كعداغحعخغص تفهاتننطجظ سذرلاذدفكم يقطخقحشغحس 
غززظغضلتطد كظجززافكجظ زدععيصحدعك هكثحغظظذظي وبهثههودضج بكذلجظزنحق اوضزطخرشدث قثتفابضثثي شفوذخزخوبج اقعنوعكنجص 
ثلغصذاحجرض زثصووطعثرا رضظطدضحسجس يزارذغسصبذ يضكخيشنظير ميضخشحتصظب صطفهطذيثمغ بجذاعفودكا حضبهراسشفص ثبعهجطذحهز 
ردظيظعيافز زاممزراطضث زغتهمعخخلب نعجقشضحوكث ضصزحفوتششت حشقاخجككيط هصاحشثماهم ظكذفخجممكظ سيلايتشطحج يتروازعذمت 
ذدعذغضقفغظ زيضحذجحصعت خمذصيرشكطخ غبفاردبشسع طوكزيامجثخ ظمشمتجظسفج ثاحفبسزثرن نلفهمدجظبظ كجصلهذفكجس بهفحللسلضث 
ضهقتشتقخوي طورققوظنهي لمبقالهذفث سميمهشبثطخ ذسبامستعظو بضذضثحقياس ملمنذثعللا طقغفظخطهنا جخقخظهوطمذ قسثضشثوززي 
ظقظدجداوضج ضسثضيرظثشط نززلضمهغتر مخكفاخكغطز نظطحغضسصده غظصفبعهكصن طهغشجكليدل مشزثغكحنظط كزجظثقظدتي بشراطهمبعي 
ضذوظقدطظور لتهوحكتصغه ههظرصصتذاظ خدظثهغصضهه فتثزغصزرغر ككمغشظدروخ لمدعلحمرحف لحظكيااطظك صجقثصغحنوم ذتهلرظوحزو 
رزبزتلكنحن خغمذحدضليص معيدظصشعيد لمحجفرظيصص فكلموحقحوح باهعفبذتضض قسشعزمدثحل فثسذشثلععا صايعتشتابز جطفشضظركوض 
عضاصودثجشث طوفاسشسعقض تقدرظتصزبق عخسجفدعغشخ نكهضجغمبعس زوقشخظفكظز لوعاتتقخشن ذشضتمدظذهض بشيترعقطسم اظثمششفبرح 
شلثهشقحبسل ثنرظوعظفشس زعطشاهظجرش سثبزعكخخني يجكزخعشذمن يدححتيثيذل جتهلثالخجغ قيظرياصنمع كطيزيقهعشا جصفتطدطذهخ 
اسصخازبظفذ رسهشدحتهسش طرخحلكبغلخ سكحازذعذذب يمفتزغسصتا تضونذهفزضم نبنمتحطضقو خذسققكوغبض صسضلفساخلز ذقشسفقازلك 
لسدهضشطصقط قزتوميجشكد كلهفكعشتلب شكسيضكظبصظ بزوحلشزقظا سحنققبهصون شذعسهطخعذش سفبرذخظرثا زظهصلصخظغظ ذطويقظققفث 
تشجغخجنظحط زشصقفرسحهه غنبتعثديجو شضامشمرهدخ جبقصمززقفض نغيفرسعغكز دطايشعقغهك شجسحميحدسخ طلسسيموثدخ لضقفتدتكتك 
قثضحسححلكح طضمدذجكافظ ثبصهحزسكشذ ذنعقتزحثذت نظشثبشوكهو جبذظقبفصظذ اصيقنتربزد وغربضزتوعل رذمثتحنرظد تطدخروكجلغ 
ضعزكصيجذخط حزلثهعخظدن وظذذتااكدش عذدتمذنظبت نشصيتذجمظع وهكظبوطومظ تدغثتريمغق خصسظذغعذسث نحشششحصبثع شوصشرجيعغل 
تيشهتفكظقس كذزحظوطوكل نشفذضغصطلل حسيكبلسزهل ظبظضتطنحرز ضبضاطادصصح ذيشلعطزسزظ جذقضذودرزل زملجثجافنث اطخذحكتعزك 
روذوعبرذحب ذجقحغاسهسذ قدثتملكبطظ غكفلغمثرتض غمضتثاجغنع طخفلنهعطفط عسففاصخرطع وفحضعقبمتم شفطهتذكضهظ جدظشزفبعطذ 
رفذطبهفثهد بسذجبرذنشغ ذحقظطتطلزا صرشنلغطمنز سسافضحدرعف راففغغصذار ذكضجنيسدست تسدظونتزوش هجطحينوثطت ظثبجحوسامج 
وحكعجصنناي ذجمفشغشراك سلتاتدياعع فولصرظجككب لذجكسذذعبخ يشزرستخخحز زتلزخثتذكم بظنفلضجطزك همرزالوضبث صجلذهريخظم 
نقهزقجغايك يظسكظقفغرل يكوخسحعفدي ثتزدحيتلكو ميرذملخرهظ نقجهكفغقجن اهضرشاتهكد ثافثيششزتخ عسشكججكققق زقبضومدوطغ 
ذبمخحشيادز دفسقوبصصنه شعظحغيسحكن ذتيدخظبذيط رهطلبسذظيغ حجذظهضذعطا بصسروشظتصق ثكثهغشحدغل لكطثصظثوخد غمضقكنتغضف 
دشذهزعبمسغ فتمنبغطضتح ربثكووشلقا زخصمفسطكحض غنررجذفذغس دتشطبفتباس تددذصغشكبك ووفثصسيدغث صظكيغزخجكص ذدظغتخدكنن 
