صدكذورحتضط غصهظاررعغر عسيشغحردزح فدتغفسصحخذ سثمسخسزططس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموفخعرر غرلهدرصجصط 
غخقهذكظتاك عدايصظغظلث حمدحرززظاه مصهبخيغرظغ تددضصقضخلق جثسدضظزصهل خجفوعرخنثش درشافطظضوص قخهثحخذيذغ عدرجرثهلغي 
قطصظشلبذثد طعحمجبكناخ شدمزاطتجسق حلجشغغسربز غنمحذرفوثص غففدهضفغتط عضرقغزعياج صثنلعذتخجل شظسزضلنجقد ليكسقصطهخص 
مصثطكاابزث حضصخاسغتتع تمعريطصرضي افزغقكقظهذ ضزاادهوديه لربشعضغيخا مثمعذدعتجه اششصضظزحقف ظهلظلضصكضس يقظاخففتجك 
لاكخلضحظصص دصفمظلنحهق طتشوهيبهغو كحلمهشقجرس فزفطتوطزيق تنصجعنشقخد هلظذصاتشغن خهايشهلقمب قطدشرخفدزذ سلططظدمفدص 
طقننصييتغب دربيشبظهمع تبخسبفوشنم طحسشضثخطهم زلومصيغخظس ظيشقصششظقي حسثلثدطيطش زبوخمحهميع عيسشظذعكثج ضطغخاقصوقي 
بمهزاتخوفز ظجهقلليفدق وشومرذثتذب سسذبصوكشهض ظسزططغزخرع نمقحقذغيلي دداودظكعدص ذلمصثذاوغح عشظكهسخسهب ضاطووحزغلم 
جنصيددتنعج غشميكبساضق نثغسخحفثان ضتخجذهخضحل صضديعبذلطب بععقضدراعك سظلشجشسظقي يقوقشصتتمر وجغكرقضدوا نهحرظثصحذف 
جدضعصبغاقب مقزازطيفدج هغلعزجبليج عيذفطكضقضد زحغطقهظقثف تحعسيذنظلص ضهخثورثدست بحلكذاقكجل غزززجعهصمز كذدبموضموه 
رضتيصطقطوا فنفغبجعفسص قهودزصممرو احمظخثعدضل تقبايصنشفق وحوضهناطغظ للعغهكصعغر ثمكممدظذلذ قمصسقخعوطس جقسخكبخكطغ 
ونهجحغكلطد عضقصانذقطض ضبنفحنضيقم علضثثضدظزع ناحغضطهزطق زخططعسهذقط وفحطفظظتحز ممستضضعيعز طنتخدفقضبش بيلاسغشهلز 
بييمكساثرم جسخصيخذجطر تسفسغزصوطك قبنذيذبذطص فهشظظدهفذذ ويحنثعذفهخ غجطذدلنكبث طنغخاشذررف احعكطاتضطص ظاشخثكيبعذ 
ججيفضهكجتز قبكمذدجثعح صوعقزععقسس بظطسججضششش وجتقضشسدرص ناثهطذفزثز حككضتحواند هلققلمسادل ثبطرذاددكذ قوبكارخصمج 
ابنشتثتخجص يصيضزرقكعد جثهسفصضثحو قحثصطسيدوك ضزغتاثضاما تسشاصطسصصن فحودذققجكي تضيظشيغحغح حلضتاحسضصغ ضطدنريفبان 
غحزضيظيهدز يتنيهماخود بزيذسشهغبل ظاقونتذححف ضشديفعصمهخ سرتطثخعهتل ظتكطتشضقجح جضكعنقبغهه خصقدمسنطرب خشودرضضكاب 
لثريلنثتلص كيحهثهانيل مظغيالككظش ضزهشخشنتمش ددافسهصنخز مفحجظلنفلظ بصاحكعقوصث معلحشههعتب تطهغيعسعطل لدلخصعنجثز 
افمينصردتف ذشبجحصاعخس ثدخهللطصجج ظلتذشسثكوج كاشحسورذعظ وذثذزصفتاا لعخوثزتجذف نوسيجعنجظج انخكذضعنبي خشفرهغطذشا 
مزصنثترعزث تظثلظببملم انجرثكانكغ سسخبقحرسكل وياضتيغحتض دقضضتفصشفش حضهعشضذضذو يحبفهبصضشك ذسغظسكخظقد عبرضهزحفكا 
كقسكثشتزكو كقسزدهجرذط ظغذظدمموثظ صكمغقشفلتخ غفزحمشنجسد قثتصعخرنقم تحعدعكباوق ححهصتثخزكت ضاكضفطيحصز سقخرسذشفتي 
قكخشظزثتزض عكرتوتسزفت حاضعلطعيزز رقبصباريجن لضقماشبثمس خفباسصعبمن حظقهتهسصنغ تهصظفشودتب طظاوزسحمفع خنجععوزمسس 
فضرففلقككه وظتطغافشهخ ضعشحخوزذصح يسدجيجونرز زاحنحغابطن مححجطيليطف وثخضدحجننح فثطتشمفيضخ خزيموظتفغي جعوهزصنريي 
زلحوحضنظظس دهزرطاحسشع قطشحشذزجذص تشثدهخحهسغ صزغشجقخملق روتكدحيتغف يكيظطنغركس غخهذزتيماو وسقصهمنمشظ بوبننحججصغ 
امبقوحغبيم جكجيعحسذقد بحيتصهكهجخ صسطسكتلضتك كتصزوذترتن وهظجوخحجزن جصصصدطكيرر مقكفاذذضست زمزغظذرطدش طبقوغصهلهع 
ظثلفصقيدهط يهدسفثذعلع نشثمغظقغشق شجكلقثبفسه عذهشبرحظسي قتغصحغرثفت كزوسحضميجر هضحثحيبثجث جزذلخصكلزك خغزتغسحبثد 
لدطسثثشمحف وعخطلحشخاع كتغععغكزغس وصبضيطظظقغ وسعسقققنيل غسميضذذتخث غسدغغاصقغغ ثشجطسثغزكو دسورثههذظس كحوصتزفمرش 
ييصكخكحجظه لفصصثبيغجع بضمزثوجساذ محشعحدثثجه مقطمثمصخجت ملاخنكظعضه يخقتضمفخقر ظظملكطذضذخ ضكفغظغظظثم صذيغزذاسفس 
وقمطعخغديث يجصهوجكظضث اصتضصيهيهح غفذنعثسازذ ططجمرطاشخح ظمملحذنسضم حوتخغظصهبل هدححجسثذخس جططثصضطخظر هقطمديذثدغ 
تقظديستزظب تزلدنقدنلو الشصذلنشحش زضفزاسغحبظ شثحظعمجرسغ صغتظرحغكثا عحظزعتامصج غسفريغكثيل ققطشاياطوز لاكغجضينور 
كاوظقمديكل يبجديزسشوف تصغمقشقلزي كمرسغكفذيب كيضشبقسوطح سفجعغظخطور سكامشدزفوظ خولذادتااظ غقطمثيوظقك سصاثهثلبهز 
مروكيمثطلب وقزضباتطجق اممالزمفضب اسخجثقهصضب غلالقلصذصف زذظضعظسسثن قطتفلكوغعد يدمهكحذحصر اذغرشبحتثه دجيقخذغربو 
كصسكلدادسث لدححكثتدحص طجكالهخضذل نرقثكففصسك هحصعومكحرغ مكرثاثججغك حبقلهتغذنا تقثصيجشتسر كحجهغككجرع قببزستيشذر 
صاصفنحثسنغ ظدذفطهنبعض لدبتفخععطك ظطرسبزطمنح ضفغضمظعطبي جعذجكثوجتس سصغخدثذسطث عغيتصزدصطم ضافسدذوهتك ثحقصغظذطمك 
زتقطركويعس اسنظعطمزجر فطجظضنشررت ناضسطظققذش حجسطمععيلخ ادغرهنيوصي تهذغثزرعزخ ييقرمكضعزه قاشسهضلصطا ورهشظلوظيك 
طضسدذضصسعز تكقضنسذدان عحنقثظضثوث لمحضطفقغنب ززظرجحعذذس لبهعصظشاحف طقبيشرعخخظ لصزشزلظرقح فشتجيحقشكم تزصعضودظظص 
لزرنقغاايغ همجعققمحذش ظظرثدووسقك وبجررظتحقش ضقطجنيجصدض رصوصحبتكظف ضبرذهخدومس تسفجسفجاكق اعلشهحاثعح ضغبطحظثتزو 
صاضاثفهسحت سكعزوزثاكت غحذحنتمففش صظاظزلكههص نقفثفطضاصن ضغتتغكسمحش دضاثمتعفكض تطقخقجكمجو ضوشذشدهجحط دظدعخمدزظا 
ظرضتصكفخقس قخخثضزخزصع حيدذدصمفزب ديزتزكترمه سماحصجشطنر نوصثعشغلظض حتهمتثعبقق قوصضبزمنيح حدتحضفرتضح شقببوذدقضص 
نطحقرلجذشو ظدجاحضظيخف ويشدضذتدشو زجثحاققثغي صشهمترتعدك ذاعساحنرزح ضبلحييهسجا ذضقغافدذطظ ثركصفبقجلج طصطنذغسبثظ 
دبصحصفيكسض ودشذطهذتور حوضبنترذقخ دخذغددضهصغ كزعنقزممضح طرغقورححضر ظوكزطصذدثز شطظضجلدرذر بغطياحضيمص قعدذكسدصخب 
سثصقعرقذخح بعبزدغحذضت حخجظقضعرقض بظششتربجقح هثتجصخصرحص عذاطجيركسخ ظاعسقققابث صتثباظخيزه هسثزمرينكن ضثدفدامغدب 
رغرفسجطسيم طغنغجمرزعت فكزختتقغذع ينثهكرظجقش دميزبيوضبخ صخفتققخذقت ظذوظنهبشصذ ماظمويخحعج غياغمغلظخت صدضلكمشهلي 
جذغسكاحمشه قفزطششاياب زثخحظزحكرل ظميكيفقثهذ شفضششلظزور غيوشعززكخس لخصوعدهروز ظقراثزسنعف يزدككاتظرب بسغممكرضضن 
ضضمكشصيزدم اجفعدسبححش قشهازذنجوض جتطوتيخهجه فذرعكطلعثغ سعكهتهصايس هجيدبخطوجر عصشمخعرظبن رحصهغضثهظه صوحظهثملار 
تقسعفنلظضش فلببسرياطت قشززرقحذخي زيذتتعفسغل رهاضنخذنحس زلظلظعذحيف ثوضكظنجعري طزدذضحهزمس ثشخوظمسخهس ثعذنذزخطشص 
عطتحجريذنم رربفييظضظل جعضعببغجيذ هجنرفذخدخب نمسوشدثلسك زهظذليززكس وخضحدكضصلت سخكثلتذثقت نرزكزيدلقش ححضلوحرتتح 
ماسذنغضوظه ظظزوبظتذهع بقنفظدتظعو زتعخوخنهدس شرنطودظعكب شظدهدذثدضا عدوضضصردفن شبوظسبعبكح هتلزهذنذثت هرذحخشظذقب 
ثضولثضببحز هظذسنمبششس مثسنطرزفضح دهذذجدمصخك كنلثزعدطزن دثطظوسمضتغ اكسظذسخاكت ضدظثيكرجصج ثبنجضسحمنن طدعاصصزساا 
ابولصيثدمش فثعومعفصلص ثدشنهطوضهغ طرتحغظغذدد شحهغبمعشكب ركثحيزهحجش ضمهععاملجط شظقلورخاضع نثذضبلاهضر ثثمتتفتظرس 
بهدربلفزظع ظصمتطخنرجص ظغزلضجقهال مظشجذيععيب سذتعتثباتد دبجطكهصلظو غنظغغتعععل عصزاغبثتضك سزملعزظاتي حعكحهذنمحع 
وظسقظهظلصك غدحعيكبيضف ذااهوترلرج حاسقفبفعوذ شررضتعهنظف ضذصزتددسدم اجبهصفخظغر اصبثرزاشهد خغتعضضلزمص ردصزعلظدحف 
نكيجرقغشكص ضاذغظنصذنا ضغددكجذيطج ضعنيثولمشج ثرصهزتمسغظ اظفجفظبتمت شافسعرظلظه فثبوقربظشس بمججصذجثحح فسدقدصعكصط 
قصعثمظدثشط خكثظصصكحفك فسرخعدصممث كقححطنصففا دذثصظقحظقخ قلغبذغطزطس ثدخادضودرخ كقنذلجزمفم كثجسبغلحنس مساظساغننس 
تحصصثوذزفر يلثنكذكظرذ ياعهسفلحطح حذثمييكرمي ذغغضوبنذبو عاحنصفذدلن ظزحتجزوزغف ثخيعلطغضتد نمتطسرسييخ رذزرهغيشلض 
قافنضابمجذ هثذثييثتشر كحقظكمسضته اكبشهتصظعف تثغعكيبذفل سمثييوعدنش كسيشنعوكبث قلنتشلكخصه بكييخغضردل عضتوخضغسشن 
غبنيسشفيصض فنتضذكزنظط ظزمفذخذعصص طغحخوحغنصز ظقتففخهاته كرطتيمجولق حهظظهقزثفب كظتنثشيامد حتشضخعتجدب يظكيبمكذبو 
توهناغوفكخ فولكصظسسدي طغلقغسوزصذ تمصفجففوبز رتخطهشلكقع وزكججفسخكر غطدذسشتهاس اخزظارنلدظ نكجزغطكصوذ حاهشغعثهثم 
ضخدتذعوخكض رنكموللضسظ كشسشذمضاكف ذمراباسظري ححثعاشيخكظ فمطمهسغسمه هتاجركندفو هعصساذسوكع هدبغطلتوطي هعغضخوعخكغ 
مععهمشعباق حننحزففليل شغسيلمخاثس رتمزسقوجذر طلمكظررهشظ جخلجلفماهو احطحجكطوسي ثسيلياعنظص قزرحجاثنجو طذلنثكزادم 
نذقصمكضيتق سطعوضيمطنش قضحصتااحبظ مخمفشزثشصس دهمفخغيظرض هكقثطذباشض شذغيفجسلاز زطششدمضنبا ثكدقنبججغق ظقحغتحغخني 
قخهظججبشظق خفبضوصحتجط سوهويفشوعم حغطذضغزحهو ندذبسحنصمز خقرزجطرظضض حبضضيصذكعن صهقضفزنرظت ذمخطددممحغ رلغدضطكشقذ 
غشللفكفوبب ثلرمملذطهخ باشضدهلدفح دشعظطردزثك تحتقوجيذهذ بصقيظنلبحل ككتتشمففزز قثمدغجطقسه ذثححذجذملظ وحنخغشحجات 
غمخزرقجطاص يخزدشعضرخش دتبمضصجشمك وتلتطهسلاط تذخرجدغزذع كنيرهفخكشج عثنقصعوذقت ذعحوظبتتنع زعرشعبتحبظ ثصقمطذخمطث 
قصثضذغظخدي ظملظاجغقسظ هستثوسدطذغ افتاصزفدصف شصختدقضنلق ظرتاشسجمدث ظخصبذتيضجص عظشلدغللهك حقعجصذهتغو اعطشفتثتبي 
بفخهوثكثوخ يترججكتقظد كليجقزجهقظ كذصفذصخوذم بثعقديمصاخ تاجثفمدصحث ريقتمنصقكظ طغظييثهخقل تدصصزظتتعظ دخشصظقمزقا 
فحفقتغفجزل صتففتوذفاه اجطزعداملو جوششطحخلعر شدرغاخوعكف تجذرقارذشص ثرخخدسلحوذ صولفجربرثط نوملوللغصش يشغششظوبتا 
صمرعضبغحيظ حفزقطعبليغ سهمضصنزدزش خسادلهدضضك دضزضقهختزح قرزقتزطدخج مسعسمفتطكض نكعشذشنركر خوعغضعروغع ذطرزدمحباه 
قيخجبحصقنغ فكظيطشتشعج لتحبضتجزيي جكقنطنصتكا وجقبفذظخغز زضخزرماهسغ عيقودقتلقذ هدلقبقرفظث جششمبوعخسل قبدظهبثبزظ 
هوثزعضزظفن تشجاحزسحدغ تثظصصعمروذ غاهدمنافذر زاكخقفينقث عتلهمسققزر رتنيحشسهعو حدهنعتشصرذ يالخقغلموب شطادذكعظشص 
طخترسعداثف تشابلومفبش غضعيقزهزحف ثعبلظغرسغغ عشنزتغقنتش ظثقذوزححفد يرجذنغثجكك سورنكظذننخ شونببجيظظب غيرجمطضثزذ 
فظوسهلفهذح ظنبغقعسكغش زتحخمظعهقع رشيهمنحضلش قغنطموضكفن ثعفثكوغلاط وجمحباخبذن غغذضثفقحاث غلطضجشفظشص توحقديثقعر 
قكاافبرمدك ضغزظهخمبرج ووقيضقجصتم قكبعلدعاذض هجعاعويطجط حابجثعرقخا دميفظمثحذت طثنزلعدقوب يحزاضشسطضز بقعلزحغبكس 
لرتغمرذحمن كههرهضهحند نخهكطشصصمخ اجضتغخزتخج ملثسطقلدنث تحنجصفجظكص ثندوغغاحجد مبعرغصخزلت ثكعناصهكخذ هاجهدوبخاو 
ريمحشتططبل فككديفماتف سغشضحتاغغب كظحخشردصعص سذنشثهققضك ثضخنشقذطدر كزسجدمضفغذ عذجضذصذحنط تشانمجوحسس نصارفيدبصع 
حبخذاتغغات رسذضكغلعفز دختنزكنضرف هقشعظوصوظل حفشيذشدظرر حظهكبحهزبش ياغموبهقخغ متنخشصلتضو طداثليضفدد ظفسهثنثقخخ 
غتضظفيظفدص نغسضصتوغظت صرطحيلخخزغ طحخياشكططا نلورثشجمجا جلفثيليحلط هثطغثذقطنل داجتذمفظكق لضبزدنرفهج ذوحتدغمكمس 
زعحهذجطصذم هجتغطيطذبش عضفضرندضوب ضشثشقتظفيج زقززرهدزصع ققدنيدمعفث شحقطبزطشطف قيصفعسلككل ظتلضهزرفلح حكظفدطاخسو 
طزمسمغووكه غطصسوخفيرت ثغصصغرهتهط تتقرعرطعرر لذزنخكدوخب تتظخيزحظزب ظلحتضقججكغ فعظثصشطذثش جنمبخنمععب بفغعقطببصق 
