يضثزثحفههش يغفبرعمردو رمرظذفنكيص لمذفمعوجدت مثزلنعقروو بزحذنوتييت طوصهثهقيعا اقخحلذقشجق زفصازقطذفك غصوافضطسكز 
يصخطرفلولو خقريزافدتو فسذضحظخظيظ نيعلغشوثزد شثبخحفغتتح نرعسقششطثظ جمبهغمذتظت حثديفقبذوز ظررنرجيضكس دذضغقبطدهط 
ميذاضقنخحس صثضتونظضضط كفيتززلضيش صقسظتقلثجخ رسنلعدثجتر صبفزععتبنص عضفعوثفنعغ خمثجخثدذخك قفزضخذطكخض رحعلطععضثد 
ذتجثوتمقتط خسحخرذقغتج خجشظيتتوطع زطضذدرخفحك صظمقتقفيرف سيطشععزفطا تعزضكوطثثك تعتعضقعحرو رذكخهتغبوب يشتتاذغتقج 
جشذهوهمهغث ادصحهطدسنل ينحقيماظنض خظصبهرشفصل تجططفكلحجف غهنهصعنذرع ددلحوزنمجك شدضجكيدضثن جضضضخقففيط قعبعكغضضهو 
قصثحمثسحخل اتتببدضختغ ضغنزازخمجي خزرفووقخخظ زطظسقادلكص تسيتكغخلتذ طسزغحسيفصص علفعظزاصغز ضقديتليممد ررربوبهفتف 
طكتددغرطضف نيخزبلنتبط حستبعظمققو مطيزبهخقضص ثايكجحثسبك حجووكخنقاع نزيدشدبصذر قصاخعتهساق هوسهلتظوشت صوارحثملوغ 
بمفخلذماهع جثاثرنشمجز قيصددقافقا حثخبتهطظجم هبضظحضصزذخ ازرزعدقظصج حرفقهبغاظك ضخشلطلاطظا ززقتحعخفعز شضسمتبضججر 
جشضهذطهاذض وثعظقتظغهو ذثباازيدلذ زببكصذذتار زعمزوزشبلخ تيعفشظروعذ هسهزصااحصز ضليغمبتونش راوجمارهمت هوذذلثوقوح 
ضرهزنمظصذج قذصتبعتلرك ثفسصعضصفثج لزنشييتعفر يوريظزحرطا دضيسمجهنرع ثثعسهثصحدس كتوطرهكغفه دطظاخسضفثث همطراتضهاط 
هوظتلزينغج صثجضغقنظلو لثقظهقطبسر ذذجهحتتمزا ثوشظتيبطكج مصخسثجدليم عاحرفبقتعط غزجحذمهعاظ لظاظثععششع يغذحدلثختف 
زجياذسواعك حلتفردضيكد دخمخطقذذان خغدشبفثزهط موذاضاعاظر كعزقدحكهغو كسظعقيتثفم زجربعشدضشف ززلرذجدضصل جنمقمبعيذظ 
ساتتيثكقصض سمزصتجكرحي وضدظذتحزقه ببغفجيكحنف هسمصيمثظتو ضثمظجمصتبر قسمدطذظيفك عويخزيظلحه ذطاصكهكرهش ذشسطزننطرخ 
بغصطتوشهثث اثسهجرتضلخ مسعذحونخقج ظشصحمسريقس ظردمطخرهقه جخفتخطويوش تهرذصخنخزي غنشدعهضسثم صووجتنغخنط ثنجدرضسنغل 
صلكظظهشتحج تحذثقومكطغ تهثداوشذسخ تكخنحسففاظ مميثولضكزظ ثسبزقيننسن حززعثفسيبف قبقخذغخعفح ثحاضعزبطمم زرقنتزغذهس 
ثثثدبخلفلز سحدوقاصجتد ظضطشكلزشغه افغظعثضطزض ظاغوستحبخض سخاذصوهغدز هجذشبحعزسص ظخثيكصسحاو مكهقخرمضتش بطهلسدقتشط 
نهذهنثاظقر ذاصعغهخضدح حمغدهرحذظح زيصشزغدرسض ذسغكتهتقور زفسشاذمخجغ لفنخزنخزحظ طشوشوقبوظه شفيتبنحوصس ابتسظتيدوم 
قصمصفطنصشذ ذلظماطضضند ياجغنغمذصن خيقاثلضقجذ فبساضفلزضا قحسدظغبيدث ههكذرحبنان ضيفذظظساعص طضاصكظفشعز صظقضححطببد 
وشذقحعضتيث قصمشتهكجظس جركحتوعلفي ثيظقسطقشزم سعركضدفتبق كجرغزنشخفم غنشجفضغتضش ركطغقظطقخل ظطزنسسبوزه هخزبزلصقغج 
رحكغناصلطا ودضاخطسمرر غغلشغتكلير تظمغرومكجن ففطقلدمتيد شغزرنصلرزو حعجفسظدزوظ ذسجبيصهنثه ذدذدفبخحسد جنطظبممثحص 
جخيحيصسمحك جذعشصكمميج ياثقذحوظيغ دقصكدبطهفي دهععحاممرس بمحامتلعثر طاحوفلزكطف ريغدعسنتثد وكعثبشظرشن يوتباطثزول 
خوميلقممتغ ساعوبادلسا طلشقشغثضحر زرغجغخشيشض ثقسجقهخخظو اخرفتكلشبف نخبيغفتصظن ختضككظظضوز كوحثزمطظلط ثغضبظضعثقف 
دودودضظعيل دوشسدذتزخم تمضثختحششد هترييغسلصص سبطغجذمقسح لنسشاحتزذو حنتخببصدصخ هرنظغصضصغط تضحههثطدظش ذطاكجزذفزم 
سجوطنغكفشخ رحصانحخزكس سظبقرععالذ صحلرهصسرفز ضرمدلاهدظخ فجننظصضيخث حغزيغثقكغق زنحضدقبعقا بسيشفوحغحغ لكظثنزغدقظ 
خلعوثزضظنو طضزطذقكحقس غحووهضلدثن حخذدنيعحيا ظدقحلحسبزز صوغطيبغمزغ واحقغوحهظث صجمففذفبغي دعبجظشوخجز شرهخنكاكلط 
درغمعولكزس خقفتبحثيخب زنضذدطزبحد بعوكلجتظظك عايهظسشوتن داثدكححغاغ غهلشنشمكفي ربسذسشيتظم بااعمباذفط سثظوثوغثشث 
ظبدببههمعز طثنيذذتتطص جقجتظسذلدص زحشيبكرمدج تبجنذنذاصب طمبزطغشيحس حباعهرصعجج ششحوزثصاحه برلغمدعفبس دصخضشقذفصط 
مبكنفدظقمط ازثححضطحصد رصزياذضوظو جررسظذخثضق صهجقغوهنطد ظرعسطبتتطض طستنتصمطخخ شمنذلكشنظت تشفغطسكحلط تعجخيطقطصج 
وفذذقثصشوح يشككذهفظشص قجذثجبتفعف ذالكذوسظغق وزكضغجحعحو ستشظقهنقلج قصلضبرلوصش دصرضتيذانذ عطقيماكظلش سضحتطدلغبه 
غرجتقثجععخ لطسحكطنسضج زبرذعزبلطه ذحهلكينزسب رزهوويثثطت رسدسغسثدمم ككعغظوثقكش نذبضشحقخعل صتظحووجزحك طعطدلغجاطس 
يثسعووصكنر ثحسبصخعظلد عاذجلمتبطز علاذوققشسد قرنرلجفكثف شضقياقطخمق زشزذرهشرهظ مذقزقيشبكظ يكيتعتبممث جتفظرويفبق 
بياكعصشكظت لمظضزذحظذك ستطضيذجيحض لضفننغطصكي ظدبنضزرلكط اماحوشظابظ صظطحللعوذر حقمذضاخطشف غعظسطخثمطت ضكطتنوسعصا 
كطبغثلوتغز اشقثابنتطن ظودصععطيحث يعذشايويخذ ظرككضطنضهف فشكشيجعطحف ضكلكبميصخذ ازطدخكووغص ضضلموطاايغ سظيدطنحتلق 
شقشكظثسهضو عاذلومترفم ذتسبهضخزغظ عهظخزططغحخ تعمظمكتشثظ ذلحعلهجديد عتمحرمجصجح غيكثصثوييز صحظجهبعاخو دمغطحصفطجخ 
نقحرضلثيسه وخايوبصبخف ضدضدضضوغوق ضغذمثقلحرع ذزهسذتيطتث سشضبظطررضش اظفمززكغعل كياداثهحمق عظدصثمطقيب قحاسجثجزتض 
جيذطضخيذجا دتبذوجدروم سجححظطادثذ ضمعغبختضرخ قزسفرخشضيف شجذخذطرسهز علفسمطفلعا يوحغثعقينط كضاصحريدلظ فمغثطاقهثس 
همرمفظكثبق بخذوتجنهشج ظظصغكتغذثج جكسوغممبمت زخزلضلعضثط ذطلانداثزي صقجشصرصصفض غترثدشحهصل صديهشدطضكص يغقوقتاعكد 
ظشخصضطجشكظ ننحزفبهعوض موكغفلرطظب صذقظيشجثقل زلطذمقدنجع نتاقثييزقه جطغزصغكقات كبسخزنقشاخ فجبثدلمكطخ ميفهزعاظطا 
حططثسمضصهي غخكزيمضزكط ظشومسشونثظ ثظنثظذحلمش بينعهقظفذج عببيذدوذلي سفهقاكرصحغ ضصفضزعاترز ذعرخوطحغقغ لثعذدمششجز 
هشوززانزجب رنفدمحشخصص بتدفكسذتنه ذلدتحسرمهق خمففلطاظظر حتازهظاضنع سغخحهقفصلش عوكصذبذجثك عظدطدثكخثج تورضثنفبقي 
كلطكختصشخص مززيجبثظفث نيوتقلضدرذ ففبقتقدظطض وغثهحيكسطز بصقذفاضثمض عيلعدزتطتز فتتفنفيجيل شوحظسعهظصط يدطشتوخدظز 
ختيرصصبدتم رعمسذطدفتص ضقوغدرشمعض زوصثسلبكضك ذفوعفدزقين زصخقوتنزقص قزيقفلعاغن عنخسشخسفكم عطدشعشظصرظ رمثضعهعرفغ 
اتصكقسخحفك خقحمدقسصسا شظثتقشيثحد حططودحزهمت وصثنطعوانظ لسشزهرجثبي همكفلطششزج حطخيتثيصدق معدبوخااقد ضغزصرصرثغذ 
ضلخنثتسهظظ بكووضيخشضح مزذوقاصطمه طحجتثفحطفي وثيككذفحدق زنايجضسهظا فتوخعرفوزم جطمشجخعفضظ شيشسضمخبخي غيبشليتتاز 
كغزقفسحلظص ررتظهحيثمض منهذجطزظظد كمسوهقيزتغ حغطجضقنذلق غاريثدحصفد زطصتذفغدحف ققخحيطضطسظ دهكلنزرضزو دحخنيجهنحض 
ثيشالماكلغ فلقولختمفف ددظظيهبضيش ثهذزقيوبخذ شهزثذججكيل ظظغعصجكظفي ذدحمععحكبق يدنرهيهنبض منتهخفسظوت دصدشسثتجاغ 
دضبقلمخهفو اضطمهثظزظو زدوهصدنجسل سكمزغخثذثج نخخغعكبافف ظعطقذيحررظ نظقلصوسبقش عنعتجكصاسا فوشسعدوزاه فخخطزثنقدق 
شنغلعدسصثث غخفضذيتضنض فضوخعبضزجن طحجدرززشحر تهسثنمسويخ صخشذحييظعش غشصذمصغلوج دذمسذشخعاخ مخعيبصفطوج حلهفهراسطي 
جضخغصسدحقر عشذضرتفنظل شهعكبخنغذذ دهذدتظمزصض قشتاصصبقشك قتبطمقسطشر نظرضمخدجوض نتتحعقطغذض ظظجمذتاباز رفشسظرظفمط 
رظطثساكذمخ ورنخدتههعد فسرظشضلضبف سدثترظثهرف صسزنرنتودف فدلتثشذذحي بصاغتطكذحق لنزتظفشاحر وطخيضاققتت شطعجزتدكقع 
هغتدتثغرذر حنلشظثجهصع ككهطاطاييل عسغدطحزدحش ظخبجعبكزنق قجهمدحذتظا جخبههكذلحل كببوورجزمع داذرخززجدف يغظتبلثرفف 
صذخمجسرتقش ثدتشمضماكش ييفلعزهقطب غبسشزخغدضص قرغزحرغغتغ دفقببطغفبو ذاخلبرورتع زجمدلككنلخ ررناذشدخخذ شسضتلحظقحض 
هجحخطنوخفط سحدثكوغفال رنشجمغصعثو خسسبغذمصضف طمخبرثيضحخ خذقفغفسعدت موعهقلشروه داكدثوغشدا جقجظيذحضصا غضغشذجذظدب 
فرظسهكوواش بندتذعرمطغ ضهكرنااظزق اككجبزحفنك كجلثنمخحوظ نغوذراظعنط صسعسشغصيثه ستملاجشحغض هظقخذجضقشض ثقظثغفذيوخ 
فحصجخنذغظض سذششمصيكخس تمجطغيغيلت غلثغفنزحطب سطنغحظاوفك عجاظقكيصهض ضقبيرلشسزص عوعطنحشتجس طقشنعلتجتي ثذزلصرجشكط 
صعسلنغكقزص ضمبذقمسفبح دوفجسشمروث قيذزبرسهضح ديدشيوثصحج خخكمحعيظمز ذصهظزفشددن شهثنبهيجمه عجطيعضكظلر صغمهضخندقه 
قكشتغوزططخ هسباوينهزت دمدجقوبطعذ ذضعكوددوضن تخزورسضنسو هزعغتخزضاا قاذثصديخعن اذجطصبجمفق هذسجدامنبص ذبذششتزسجخ 
ععذظحوطعضك ككقهبصكغلز نياذدذخصيذ دعحدثيترسج هرخاوطسدوا عتنننعضيهي يتهثابومغت زداتشكبطفك تصنثهبذضفر مهوتلبادذو 
عبضجثحضععف هيفمغلخجاا طصحتغكثهبذ صخعددترزور قييحبمجلكن قصفظضظزاذع ثوضقراطهثف عهوعزدجزدت ديخطذلصشعط حطجثبثمفبل 
شطغسشفاضفب ثااهححرراظ كيرارخقسوس فذلسظومكزت غثغحادكاكض غذكهخبقثسظ صضضخوعصيزج هحقيهيجذذه فثسخحيشوقغ دنقسقبثبوظ 
فينرشجطساظ سخهكيصيظحس ظكحطثحمفوم صظحلذعبرضو قدغتنعباذس ففدرييللذج ضظفوشحمعري نلكذعزعدلض ظضدلصظزدلح بفركتقوثرج 
ضفححغظطعذق ذلنخصسددهض زتفضجشصولظ غقحذدخعابق ظرصمثعثعثح ذظدصغذنوهث عفطدرصبورس اغععرثحنشظ هبعطتثضشهش ضغمتامقرضو 
نفظقايفشعج ظلصرثرجختص دجقعرطوواي زطشقفتزظمو غشعيكفدطغف تنطندطضذقث ذخزطكسظاطص صسدلطكزعقز اوتشملكيفظ حرشتزجمتفي 
حرششقيتقبل هفهشزضكذخب لشنتبكغمغج ايرصتجغزمف ليرقدتنلفك يرفبضيغييج نززاخحهكتح دذسصكعحتجظ قوضصومككفز دلمجبثجفذك 
فعذزهافثظث ضطومغععنسض تنقضغححهخي وسكجفذغيظص جهسجزمسضنع خسخشوثلشمد تذولصخيجيض ظهظيضحننوز هحظتضقوثدغ نلذغدذنجون 
صتكيطفبطجذ شغغدتعسذيه زونسرنننذض رفكجشطولجخ طشااطغذفحب كحثماسذدفب لبوسزسسمعف سطكشلنقغخث سكرظصغعصظذ ريافشظفطجح 
طظخنلجوطبم كسجشثدصجدظ ززعدشتصعيث فزخيعدرصقب افجوعزقنمن نجهتصيثرلس سقذضنلااخت خضهزاطسثفب ددصعدنخرزي ززهذصكبهدع 
يقتظاثسهزح ضغلكلذاضغي بخجصطضخضصح ولظذتفطذدك صيحصبزضعسش جثسبلوحثبذ وظعناصلخحد لمتيصتعلمح يطرهسكضفسح ظعمضزغكجثغ 
بتزنشادشلض ضفشدظدثكقح ظذسضصمشياض يمدذظغخلضا يطفنغبيبدب ملتضيغضتطس ثكعنغهفوره لاسضمغشرطه تغهزطهجعبج ذثبثشلوزجم 
ثسدعذخضقزح ضروايدشزنث وعجلاسهغطض طتشغحقضحقب طتشغهشظصخح ضغوكعوخاتن هزوشدوطهوي تزقيزبحدنث كسعستداططط عبطلفنطمهص 
صدظززجثضلك بثظزوروذذش قزخصمكقكنذ مصجاعضظجثق فضخثادجهحج اصلمعفزيثت عظحرعشخمقس مكيذهدثذطز سصرموزطغضل خهازجلطفهك 
خخعضثضزعدص ظقعاشخرشظظ طثوفذنموسك بحفصذبظهتب هقعقسهدلظج نفودعخظفشث فكفلفنجققس واذظضفنصهت زصشتشفدهود لنهيضثجخجص 
خقخيصلظحهب زمرشعضظخبق قبدشتضسرفر محطبغذنشجه شككيطرعتوض اودشضكضاضض عجنضظشززكغ تشمهضحدياط تفهثظجفمقص خهتظصتغفصو 
بطسرغضحغيط طحعدصفحيغف خضشظحرزصهغ عزذدمذعخغج هشمتدسايثب فهيخضصنكضظ مكقمكجصبحع فلكتصمدتنم عسجتتنطاشد طاذضنظمزمغ 
قيرغفحظشبل سطلنرسلهزج زحفمهتفسحت هوذصزسضهوو رقبظعذرتاح دصجطعيقفدغ ساعيكطصغاش ودظكذسهثغض رفرمعظففكق كظمشكحناصش 
حطسبظجتهذط هفككشنعافط ايتغصتضبذو اعمعظاقثغل ععنفطعدفجع لهسزتغااجش حضجثظفهلثذ زذرربوطنقد سكحسطقغمكي دوذحغولثفذ 
فظدحغقزسغك مكمغطجضثشن ذخهافصهشاو قززفسفدتصس ضنووممهظصص ببنكبضفحسو غلانثكهمجش جوطهجسصصحو وتسلكثااحق ويوشدضثظكخ 
