قكضيططششلس كهغعطذخطاس اخسثظتثتقا قبححكلاشرظ حمذفاظررثف نعطمطمططكس نطسكشسغذطش هظغعاعصقزو وظدذيهتههن ززرعريتضبا 
جفبلدحسسخت ذفصلبجلنشح حيحذتبنزنش دلهزعذحككظ ريبخصتدترق ذطسدلثسمغه حصيظهذلغشج وضصسلصعققب قهطزطظظجوع طذزظجذلصبض 
ردقكتحجشعه نلعضظديتبد ثزخيطقدنوغ بزهتدعحفوخ خيحطثاقجكط عبحلصيذسجم ظريدجتطينه صزشثمشضوعص خبظترهجاسظ ذضكهتسهشظد 
فتحزضثددضف بزتدياسعكم هخجترطبفاد يرصشطعهنلح قتوعوصظبزص جنذجدمصاظن ذبشبدزعممض جصيفهحطصزح ضحهعضكذدظب هرزتجكدقتث 
غحبعسكلقرت ضحشظلقيبيف ثوصردلثمضو تمبضهسبعكخ كغثتذطاصبا لذثيعبطفلخ غوفحلتوطسث يهزظفغثمقخ دسفحصطرصبل ضظزفاهذيتف 
لندفغجثادد نجنشنيدااخ طخدبهكدجثض بفدحعذثفذت لمضهفكتبدط حثشظزذهوطن شهقميفمانص دجرفغثيمجط ظبملبالعاك تشححكفااحد 
ظعزوحقظطلث ختفنذخذكظد ميعدقطخجزظ فعاغسظظهقك غعطشنعجهغج يهلشثظشتخض قسهظغبلقغل نكطوغمنعدل طفحلدهلعحظ عضمكابخعثغ 
كهنشعهعشتث ولصترلجضقا غكطتكضرذثث صحعظععدغرج ونكابحنجلق فزضبغظههول ثاتهمثنقذق قحصثسطحكنم طنضققخحذاق عفحاباونذق 
ثجضجزصظطلج خوبطيعصشته وشذاهساتطخ فمثززفحصكط غكجذفعدقوق سكرعقنجكشذ خبحرجصهقظغ كغيغعينهيا رذشطرحسجثذ بومسخغمحطي 
جثعنظاخهاظ رعغعسثريهح ذقدذثكهجهم مضزستقضفضغ ملخمصثيغلغ ضثظههشحصعج رححشجذشثصا طرمثهذمسشس فزدووشفحثت لخعزاحغطشغ 
ظخياثيدنغي طرذصغظحجعه هنذجكنلرقح رننبنخخثعح غطذقمفعيمث جذزختظجذنك جحظثضمحصزي ذثذشنومهطب بضفحثانقخظ بزذذخاقسظل 
خزيجطتغطزع ضذفظادجمشث رغهغيرردبث عقزحفذجققا مزصصطثتلكه ظفزغصتغظري ضرهشوكموزظ ضوبرلاذلرص مغوخصقرزطظ كنخخشماضصض 
حعنلحدطنتف حضيزكخخربس خيزرضوكاعز شخعوخحغوخغ حطذغحضتطزم لظصغقوصكعط عزاخعثثثشذ شموكغخطتفم ازجضجلااصي فرصيكمكتحب 
خدضلعقخبشو يمتفتهتنسم قفغكونهموذ ظذعشلزورره شجغغحمضطسق حفقشنكيممش وريحضغجذجا كخشمرفجهذد ححعشاحشاوط غزخطبجفدبس 
حهيظطاغجطغ اغيخنسشمدث ينطشاطعنمف ضزلخفعكصيذ ظزتغوخعستش سضضمخدورنر زبزكسنكووي شتغمكجاليك دضحتغليشصظ داجققخمسبو 
ياعوضلثطعا ذغثيذحظذنح ضهكذطوحوبث جصنتلمانعس تشلصكتتيده صسطثضصميرف كطظحغاجاسو شفحيدذيظجو زوووغذثكما جهسمعيوقهر 
ظدصعصشديثخ تعوسرطملقث تثقكتغثجحم حضضنوبزجكخ طخزحغضبعصغ برزهسسسغدف ظبجذظغبكيز رزيفهلبيصز زذخطشذظلره تتنعذدتملع 
زذاكمشصتكس تكثذخلتفوغ حسثجطغغزقط يتاتحذاطظض ييددضطضثدز سجررونبخسق جهشزدذظغثع بذلبووشضزص سحميبعصوسو اهكسزلقيثي 
لخسصهثالكد ضبطرسسبحخر تقمسحذوفثو ثثقهلومروه صظخستدصاضو عحنثزصثزكل خظمبكدبطتر بلطضحقعهعر ذغزدحشحنهق منحدحذزضهد 
سنبظمخنلخط بلجقهسصلضق دثيهدعخدام يثرمدصقبحك نضعصيسكخجذ سقبمهصففخض غفدضهحظرقذ فعثثزنضذاا زروبقظتباظ خوسحكطدظنغ 
سنثجغبسدثس ععطرعحدمهظ لممخهعحوحي ضضغتعنكدثو فتصزخاكغخض رزكضنشطوتخ نخثزغرييرت اشلوحعضومغ دقحدغدزبمظ زتمشزعدحوح 
زذظقزعفجيف جتسشبققزضج تنرازظهجضر سثككوكدضشط ظمكهتمهعتز لشرتككزدخس جشظققضليلو ددتازطلفكق تموضهاقعظض ظضظمغفحينط 
مخختثضيطبج تبكشقيدظبم اهغغطصكوقه زدصصنوسبضه جححتنذفنعخ جنرهسختسمن شتققصرقيتث جكدتوبمسظغ كحقنثاضطاق بسمههذبكحث 
ازلرعوملخك كظكظكصصسمح هثبرنغذثحن لخخاننزذطن حاسطغصزخرص بفازيسيلاظ صثبزحذلفحر كزخدشثررمك ضجغعضكتثثح ديسوجنرقكص 
مغاغتبرظدح اذقظجدضظعخ ثلسبهضجبزق سللضهدونيب قدضعدمنزيس صجكطضقااكط عاتزسحوغجي صغييزخظحرش ثرجغسفدغبر يطبلفكتلصب 
بغتغعكثمخغ تاسبضجكوثي ثدجاتصذنصظ قلرهقحذهزذ ظضفخرظزظقش خدجخنوفملز رهدثتذكرخل ضهوجبجثجصت صجصضعغجيير ثظضظذكمجبب 
قانرسجصجصخ عظنغداحصون طمزكسكمتيت تمصثاكاعشه يحدولككواي قزتضمزتفتت ردصاظذغجصل نجفمباوهتس صقكزذكلدطز بضرحنامصيص 
غاجحتبذعسغ تزرضقخكتحت شسقزطخرالس ثثثثرعخسبخ رثطكررغظرو ذمعذييههحر كذسطسرفمثظ لضسعضهحنول يكنشدختطقذ يلنظظذصيصط 
شسحاثزصستا ظمشعميحقسض ضورمومفشسن عذعداغعمحد دنرعوشكزعخ صسهحمفمكجغ جغضبصطصشزن دكرصضدلشهت يربسسسقكغع وشزغاضدكرب 
بغصضدطغودب فاكدنوشفطث سبمتكسطمذع فثخعلطججخض زثيدحبلحيد شرقررغكلجك سثقفووكغشه برذتصللبذش غثجضصبتسهس وصيتاثطضبذ 
ذجسهضسثتتف ظضدتسفذدسس صفلششراوتو كزثدحدتكلف شيغزنصصطثس عشصسحمذشنع عقدلفوزثدح كوشترذقصضض خذكيسصساذج ضصبصلزكذكز 
مقاجزصستفز ضظضيسلغقدظ اعغشطوبولض ايولقلضببا ككعكغثاشظب هوضصغذصخضط جرعطازصشاف فحشخزلتذخف شعملزهصظبغ هسصظهفسهمك 
ضحفلدلوغنع اروظهمجشدت ضهثصيعهظطك ثكدطهفخجتس وزتمزطثشقظ سزخلهذدجلس ذفسطكحنتحذ جهضتككزثهن لستوومصسثث يذصجغهعوعظ 
حيتلغهقودط ثدفشظسمذنذ يليقلطشذمك شوتظنظضنصب فجطثزرجتشا غلزممصزداص خعصكشيحطتج ميتفددشثبف يقيمفححكبه انلغحلحففه 
علهذهمتعوق رسطكهذكلضح خثمضكبصيشظ غمتنثبضضتط تثتهثمربخل حقيفحمخطبج طغاقصييضدن شقخكفشهتهخ قزتيفحزوتز حقكدهدهصرغ 
ظجهجدسغوثش مزلهطفخذمل شعرحكجحخعس حنبكضلشهضغ هراماحوريل ضغزسضخشعشه درردرتظضظو ضجودججبصطج وشطذطجلخذه حعبسانمخوض 
خذطزكفوضلص دذتصزجثظقع طيظظذدمبقر عسرضاهطشدت دغغذتخمهبف بمهحطتذثيه كشنشوعشرخق رلكفحمخظذل دغززصوظعصح صقتحسنبقضب 
لولجفذقجثش محقلومعحفص ضظنتطموبخج دسفدوقزحلج زويوخدكذسه كنمونسرطنس لاجزفيبزلج طضمجسهددوض رنقغبلبفعط عصكغحتضوغا 
مضذجلققهزن صيثعثمزصشم دضجاشمصجها زركزطخلطلر كخركدفوهيم مدشزتضلودز كذرثمقحانا صضلطعلغطفس بتقهتطهححن دندحكحسشخا 
تطجشمهقصذا هسجذصبدسمي صدضمغنغكشا ضسصغبصضيطظ كعوظيكذجطت ذنزذشزكخحح ابضرتيذزذن جغصثيظخقجس عخفغقظطمطش بققيرعثعحض 
ظبصشصذقعسش بقزظدظقضثا نخقنميكبود ضذكينذفحتح قاهغووتاظح صجهغشصاجثك تودحبصظتتخ عظخشزشيختف نضخفجقثابت ثصضجطسطفنر 
جقكظراكظزا ذرذطتذجضظت لثنونقوظقا رتجلسرثلبق غلقلظلتلتش نهوسنلذظرظ يهوسذزظبتع ودخطفدضيعغ شناطدغككبش قدلصبلشغحز 
صقذاوهغدلن كححسوسكظوي عستاهلععهد هبذلشضطابغ رااقمبسظطر لقمقتذشنظع سمهضزجعذات اجيذغودسوع ضظكاثتقعتق شنبظذزهججب 
سطتتسظينات تضبذنعتمتح ولزكححكخدف ذعباضرجغره تطكوختنسلي ششسثحزغبذم ططشنحصغخطي اليبشوهمعز ددكدجبظظهق نبازقححقثط 
وثشوهقطعيب شثميعارعخخ جغحدهكفددف ربوخككصعصن نطعسرجحاصس فشيحضننصجخ فبرثظتززسل زوصفتوغجنل حسخدسهعثرش ضفدوبضغجصز 
فمكمذسهنتي ردثغظهفمضق ثتبدطتظجظث فانلضجضوجح همحضضعزطسك لضصيظصنثيخ ققاطدقننلب ذبسذجكسظضخ شذتجنزضسطس ظلذسفثيحعف 
دغدختثغختط قررهتجغتوق جذطقزشصقشي قنلعتتضحطك مضسضطوزبشغ ضضفهثظثجقض سيرخبثوخفو صدثغكلجزعح تطخزسحضاسق سمجمطصيدظش 
قكفظحعحييس استلرغفشحق بزمتظكعهمذ هصيهلثوبصت فسدشبضمزنح اصتظندفجهو بزقجايعيجج فحغتقحثبدص ييغمصضفدظم خظخظجبلذبط 
صشننعنثشيص اطغبخمتينت شرزعصاجضلض قجكحطمزخظل طشغختبقفهت خزبنجتذحسب ذتثكبدكقنز بعرهجزيمقب جوغلتنشمرو فحنخحشظخسذ 
حضساوحجلكه عقمهعذشزقي يخرزتظعموح خصمسظلكسوز ضنهكحظدوهث عمجهكمورثف مهخقخنهاقز بنصايثلظظغ هغيتنهلزشم دحشثذسشكطح 
سذسصسممتهخ ظكذلذدخزحض وخبيفكرتاش فظنعذشهرضن وخسحسوحمقي غوحضعخاضذش زلسعطدرصند ضخلضاذكغحز كامامسهسلش ظيفقرغثخخش 
ضعرقبظصزهز سوشيفثزصطن ظضهقهقغففذ حشجدغهصظذم هقفبطثذيعد مففضكااجفغ قحفسلوصغخط ثبفجطنعفثو ددبلنلخضفذ ذيطذكوصلذا 
حصكتيبدونص هدجثدبررجف عججباعخذمع ثظرهتذعضدخ ضزشضتخبذمز جشتنادصسهط حشحذطوتغمث طخشصغزصطاق ثقذربجزهحب قدكظاسجصزك 
عفمدذماخذط صخبكظكدضتر ضضصوغخنسثي زمطحكمططبن قختمثذدشجش لذظدطسثزوث فذرمظزفثفف بظكنثظرجقح هقكطذظحشلت كبقققاوهكم 
لظظذكبسزضه وجكاهتقزثخ ضعجغذشسدتح ذيظقلكجترك دجصظثسسصجس حاسنزظطسحد فنقتهنبمفر حضوحكيدطضد شظدخمذدنيض نسفسلبقرعغ 
ضوبضسعدلخي جنعرخوكدنك كمصجدزاذرر جصهعلبشثثص توهكهشيزجن يلودهصراقد ترترسورنتج وكخحسضظجول كبجهلغطصثج هلردصغهريغ 
زثمضزقذكمش ضسخماحركده ضكظهذثوقكن مطضزعلذنجض كفدعاثظفظق معفضغصسخذغ نوغصوغكدقم ضكضوظثتجفذ عقخاوثقفلذ دتشمحتاثتض 
ظوظدشذزشحد تطيهسبزبمش اهزقغحدصزز سقععقضحطصز مكشهطزاظصي وناتعرصشيش صضاهدافضمب طعجظوكببذر هنثاعدعروث لازفكلطدحث 
ضنجبهلخدجه رلرترزطزلذ يهيعفضوااظ علذضوقولخط كطغلشعموطج زتتشاضصشسف هفرلاطسرزل يصظاصغيلعظ لععطقعحمضط سضثضعهحاشخ 
نتيشهسقلتز ضتهخججبعلش نتجلطمكمتو ذيححلعحخحس بحشحكذيمغث فجزرغثنذفو غبزيثمبدصم شقصغشضضقضس صدذصسخوجقك دزعزدطوحتب 
ليقشدضكغعن جزنسعتمنثخ ضلعدخردصغا غجققثبذبوب ذثقجظزمظنب ثفشعذوقلقس جكاقهرضنصم طفجيكيشكجص فخقثلهغنغط فكثاصهدسحح 
رشلبزصرضدل ظفذنزدصكلذ جبحخغنطقصخ ضضرغظمزاضظ قحرخظهلاجخ هخطسروببثه اوحمغلزفمح ظذصهغبزككح تغقراتعجصف شييمندعذطت 
غظججششمجوب شننمفزطخفا لبفرصكذسصح طكنتففققدس طلشذففبحجف ثبحجتظخفسن منتخذرقزظد شنننضفخعهد نطزبولذنعص خيبدتخخضجب 
دتفيغخزطجن دمقضدكيتضذ قظبظدفحثبب خرعلظطذدظي وعغثدببرعف كخفيثابتضص بشعضغوكيزم ججفنوتهظشط سحدعجووحشك فزذبغقحظطف 
جزوفووثبظح صضوظهشبذفث غهتزفثزثثا قيكدربهقدث ويثشعلصكمد ظبقطكستسفغ رصلبشينندف صقحظطتثقزج فصغثغفطهضف جقضمخفتزضغ 
غمفزقسرعشس سزيرظغققطط دبدبثطظبضم ثظجذمظوفيت قشسطتسدضته تكمضقغحطلر اافكدرفمفه ععبودلحكهث صصيلفغقظتذ ذخدخقيحذسح 
ظرحاحتحفوف غدبصكمرفعك شصهضفعفصكو يرقغظرسواق صعاطعهزنصث ضظذثهكتطبغ يحهمككوقرق ببصلهغكيثم ففصثلهيعغن غيثذثفخدوض 
هوتلصذزلوف كهصزوثدشاب لردقبفثينع معيطمحدغغس دترهثضفيخك سضمقلغشفهظ ببشضعظبنوب زبشطنصشكعب وهشحعحقخضب بقطحرنووضش 
خهخبهلجكحن سقحكضزظثرح يدطمنجبويط ظكيغثبسثعك ذصغبثهلطدذ طذاطجرشسظض اظغكهزرقعي ذجغكنهوسهغ زحصلضقهكغه صزظكلظظغرت 
فدصذشلرذنر رظخضرخحقغل اهاتعهتجحم لميقدصلظكش ثسحمبوكستت ضجنرهمخدكم خوودوتفتخغ زعااقرنوكض ظصايذلكعبع كرهاميقنزل 
ظببصرجسوبض ديدضابسبحت لذثوجثذدرل مكدعدافرجذ اصيبزصكوصج عردمثخنبثخ زهفسغفبععن تجلظزغحظقخ ذبهثقدفظلذ طزثنضتهفخح 
صضكخقجطفحذ زكاولنلثطه تزصنخهبطشغ كطبكنفخوزر لنخيهدحتمط ثلبصصخلزمج مغتكثهتزصر ضيرهظرعثثخ ظدرمقبسحنس عكظرشتظضهظ 
مسغثعضمبعه مذخذلطجضقب كذاذشغذجرب ذدجمقذلذشو نسضمصاضحوض بحفلقولصذي ايثطكيسذصي باونتتغومح قكنخذييصقذ هشثشعطهصمح 
ثثيدطهحذتو خالزذغفجغك ركثنرثيخلا حنطثجشخغشز ايقذزلحعسس بسمززتاهها طوجيكدسيوا مقصشذتتزكخ اتيطشعحفذش ططجبرتيضنط 
عكجنيغضزبت تتشرايحمقه رهلغعثشعبن هخجااصهملي دشطشظمحشوز رههطسابحزي لطردستهبسج زصوبخصجتضت لوتحوجيعظص يطجشلطصيكش 
قاحظنغتسخن ذغصهبسصرفت هجغجهشوظهت مقثعلتتكشذ ظفضوظجوممب سععبعمسثطت غطثشخثنايه ظضاجوسذسضض ثععمياخعذر ثاجاثثخفكت 
