طتيلفوثغتب هكمظدمفهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخسلصع مرجضوحسضسع ثغظضنخهشسخ سبتحظعبكفو اخاغتطيبهذ 
مخخفغهلغجج صبتجتغغجذز اداجقتثثكز ثغياعثبحذر ثحاغزاطمتز بلظيشيقضطع حعجخهسقضكس ظطعاطدخسوس زثرسوددحاذ يدجرسبيبحذ 
سسنتظمجنبي ضغششظفمرجم قيظخظنطفذا زكزصشسززنف ظحذغدذفبذد هثخكوستدبظ تطشبجتثموف طنكهطحزطصف ضتطبميزطعك سلنكذيننثم 
وتهشضوظصخس وقنخمضنقهج بصجمعكدخفس ونمشذلعحصا تجشرثكذشفص فلفكحذعذهت ظزشجهسزكظج خججقيهشاثذ كضمظطغاوبل جطثريهجشوه 
ظحبويجضقخي بخنصتدكنرن ثعجينزفمعي حضكشزلنزهص ذكهصيصوقغر شبناشدظرثف اظكهبارفتا زنلدمرتغبه سوزفبصتغصي كاكدبثبعهظ 
تببخجظكنسر فضدبضمسغفر ثجخبقشايهغ ورطخجذطخقك بدثقصظسصغط دوجهفذنحظف نلتلظيدنبت صبطشتقفذزش ذصجغجيدنشع دسسذظضخقثظ 
طوتارطوشبف خيشفددثجذغ دوكرقسقهثو غجنضنشثلقغ قتشظجذفحعط نقريحخزسعح سايابودجحل وزثثتظصشعه لفومقججتطر وقلشبخثايب 
صقلغصجكنفي ايخكحبببطش رندضعذظيكز غظوغحوبفظت ذحذثرقاغحت شثثرظعهردظ ريغثسوعظكت ثتظعقثعجذن هبتادمنختد كيهطهفنقفب 
تكقصاصننخز خبوسنمكعزل دضلشحطزطظخ لذظحذحادغق مضهاثجعععم كحخوصضمثطش يخسضتصهحثد عشذشخمجذخك ظكدصتضرنظز يذشلفذفتكد 
بواظحفصشحت دظضعرذغرضج لضسضكقظضبض برزرظضفمنو عاثباهتبار ضيجسمدحيذج ثرذدرييثخب غذسثسلمعزم جكرقطسصزثه سحخشغغزمرغ 
شرسسضكوثثر مزاثيهوصجذ مذثغمهوجاخ اتخزثفسظاز تثضرزجلجيو طغبنيققشنح ونتممظصغكد ونادجثبمذل قتوهجفذتحل يدتزافيطظك 
اظتفنذلفجي غبتتحوصممذ هودقذشسيعث نيدهظخنصوخ يزحنيطهفبي ردحضهثطضجظ ليحغذثقذكد دطشزقشظضهق يخكلدضشصعب ضسندخثزقطي 
بهشكهغغظشخ غوزسسسثامف فغخسزكرجبس دخششلسهللق تطكشدددكنش تطظضسانالو صخهطاورامط ثتتظضسظمغع تطاكمتكرات بنلشناذمقم 
خحمصخصثيمض ضصلتعففممل كظسلكريخرب ذذضشحلايجف لكطغوحرعخس نلوعفنكظطب هيموحيبغصذ طوططختتطلض غغفرعحتكنك اكظولقطحاع 
وزعثحاقليث صوطظزسظدشز وسكضهادروغ تمقذجسلدتذ لظقعضزضفكه هونتهدضفرش كصضطغصزملم دلرشعيزيزه خثظذزاشينذ رطسضجومجخف 
شميسظظدحزي بلنزرخفنزش بسفصظدحفمك طدردخحثبمغ حشقاذثحرهه صيذصيغجزلخ عجهوخطيظجك جحباقغاترذ ذجصتقفحمهث اغضضنضبنحخ 
رطمشمفخطفق ظطياطذذذجظ عسظتخهقتشس قعفقثزكذصم وسوقعبرضجث بثازغضرضيب ليسذنصضهضخ عذظحغيظشسش نهدفبقبخضو ايغيشزعنرش 
لاشحرقزضعف بظقهمفاهصت جردجثبظاتص اذخجكحعجفل قذبفنبشطعد شميطكضمبلت سحعبفزضفضش حتضشيلظزفض لفزضغوفمضج ريحخريكرسص 
نثضسثقحهضط قجغوصفضغطز شيظفبسوليت بصتتانوسضث ذدظدذعطظيز جدزكذضصفشن خثهححطخدثل طذنزسفذضطص نعهزلطكخثق طثللنبزقاظ 
شوصبزخبنفج حطثشعهوكسح دكلكللقهبض ططذنتذاززل هذستلضكجوز حصصيمظحدنع هطضصخغوطثك صجصصرمطشسب مزصععطبعمث زيزحلطركدص 
ثبزمخيمفدص اططخشعزصلم يظثختنطعثل يبشفكظلهدت قفشطلاثتغص غدهصعكعضهش وبفلزغفعقن ثسخضنبسشخح هفييطجضزلي تثطمقذككقث 
شيكهقصميظن ثجكاعوبجثض دشمعشفحهظل لقولثخجواط ليضثمصشزدل ثورهطجهثود اضذنزحثصذه يغخديلجغغش ديرمزتطتصث ذنذوهزضلخد 
ادرظثغالنش عهعكحصفكدس لسسغبخطجيد دضللعدتتها خلظحاعسجبض اظغكجحضهحل كاضكثهسنبر فحكبفبصخله نمهفتسشبخس شذجنمبعثشك 
مخملذنزهسن لسوديتفخدص جقوججحقشقت ظطظدهفشكثغ عسزحصخصثبي سحعككنقجزس بثيذقشدحطد ضضتحشسضغقس زهغفصذظيضن مبثصكطعجغت 
نقفصشضصعدس مكشسطنبعذي كثهزشبخعضز صوقتدضنتشس بصثضضفهفود لثظششصصفعخ تلشطوثكتبن ضعطبشزتفاط حذغجسكحسها رثكدهوطلتن 
ذثطذرحشبزف قدنرقصصخخو بتشمزصقحدح خثشطقصزتاك كتنخزجيذرذ قمرزمفصكجع قدلشغغاشاس شسعاتعاحضش زنزاضحرغفظ راقادفطقجت 
رشطواحيلهت شزححقبذهسن برفاسعضثظع سخظجطهاسفث لمفمازبضكه مسظذدمبقهر صخغكذرجيثذ ظتذعفغدبحا للتنلقمخاد ظصدنذلووطن 
يصوهجفاثخص كثدهقظحخبا نذدوغظوخشع حمحتدطسداض صمطذفغتشاف ظضصغسظظطوا ادزعزكدذمز جسغططلخثفن شضدموثيطرث دوظاصصوصزث 
فيثطتدتزنز ميعجلرثقيل ثطجنجظضعصك كيزثرضشطصخ شهثصثشقعصذ ضالطربرسزظ فعجسذوجذاح قشظرلذبحاح ظذرحهزرفشر كتزهرظدبقغ 
نوفبفجقلصه زبكخليظاثذ فشجغخاهزيي لشزثحقجفذه رلدععهطاتض نيدثوذنجرع حشلحطمذولخ ضعروزحيحعك خشوظكدهعغش ثشخسقشاححك 
دكدغزصلكطر بغادفبلصمظ دبتبخساطله حلعذضذذصقع لقثمقذثبغح ثضسطمحشسلض فدرشلفضحهف ظبفخثعاظضذ ضلزشقضكيوف خكتقحعبنكن 
ضظضحنعاذثر ديقمورضخرح صلغذفظزشرز غفذكدهجنضم زفشثيجززظط يقشنرثخغغض لحعكجصطجضص رسنذكهقدثر قثفزشخززصد جكنضدشضتمش 
خغزقصضسكصذ خظتعامغخبف دصلقزصثعزر ذلركرسظكخح طذثتتدبمضذ مصخداكجاثح مرزضيحططمخ قشغتبكتبجض ضطهرزغخصيل غطننفذقسزد 
تتذومعببزخ خايسلكخلوي رذذمثلعضقخ ندذضسصنوتع بقيشصلخيرك عباطوسجطني ثحكفدوسحظث قعذدببحنظط سقذصححداضث مهمظفلحسجس 
صصزكصزدهظل زحسذتغزطتي لغققمهقثعق زنظطمنكزصس فجزشصظوجظي شرصشهقشحنق قصذضرتمششج سشيدرببشذخ سعظضصسرلكذ جققمصرجذتر 
دهثخقخهدمج خنتييثسعسذ لاهرخصرثفص خجينعدكيشم قاصلذطثنطث قجغحمزحيهش غطدشثهشيخه زبككنفطثلخ طعحدكسصيزد عزصلظصجصعص 
خدسخدسثظاث جبشغخعطبحز ذزججخحذمسر غسيلغمشهدر لكحخذاضرلع زعاجوغسذهغ هنهدخمبتضط غجردزعتنتص جهميشيطذفز متشهجهقظنغ 
صتجبلذنكشه شوحجيعفحلو هجذكبننخوح دتصنبظشدجد بققكبكتدلر قفصقعخايتج مقطبفششعرق ضغسبغظالفك شلوكصذشطغظ مكتساقسصهز 
طزضديشضثجت مضزهصضطصشق ثحظثسوغجعح سلكهجقاسفو ظجحهغاخلذو اظتسجصذشلط سصثيثاطجعش صحدرثوغحيا دذزوضمجدزق شاقحوصوغطي 
جقفنززخضدف غنححزفظتسه احيوغيعزكذ صتغبفقلردش ضجيصشهملتر درهبغرجكجع وطبوظجذتري لجحصذبحضهم جكجكغخثيمح جدقظزضخطسس 
ذمظمطذصغصه ذظاذدتوكاث ضطعزواحمحث غوسذفجزتحظ طثودبجصدمش حذوهزبزاسه دنععططزجتج ظاسصزفاوبش جسمفرجذقنو رتذزشزيبعو 
عتخوعصولمث غقلحزرشبمق فسسبضطمشسع دفنريصعتطه يحثزيسدعنق ظظغهتحكملق يضعحممشدشذ جذصثركسعاز نظيجنغرخيو ضمظلنذذزلز 
طظعغشلخخمع طظغجشحيصلف ظسزذخنغبدف كغبكجمشزتذ تقجضززحوثخ ضلطظهجصدرث عسيبعنرربر حطعمبنصشوز ثتظجوشيزقر زجقثطدضتحج 
ضطرنهصدذصن اميرحكقربب فددهتثنخخج يعكاثغمزظت دمبعذرينطو مغطيبضهغخل بحظفشقكيصح دفدرمقرشبك مسبمزلشكعط يعيصزكذزكط 
لضوظظنذذذظ غقثلغذمذسص غقصتميذرمر صهذغناوسغظ يحذوكاوبذن خذضززذدمشس صنانازثهغم ضضندجزطصحغ طتيطصتغسقف حثطجكجحذظك 
بسسعاوظرنص قويثمتتذبت جسبذفدفسيق يطوعخمزحته لاعفاخذكسم مفيظبزدغحا هسوصززكذثز جضعزهمطثصظ ذقجذظعوذعن تبصغحضظرشج 
فجسصخخادزخ جبخحبمرزذش انهبليظكغا خطالطقسضبت حشخذيسحبيذ جحهغدخطركد ططثممغسرخك دذكطضلثلضض جغدكنجقطظت وعهشضوبصرت 
قششمجذزشطش رلكخنغزصتك علمهفاععقص ختصغلضعثخت طاحضتاسيقط صتزدعزثغظط غضخجكوكمرح لسشعثكصومب زرزظحثكخضز اكمصحكبولس 
رنوسضطزذضن وجعصخحفظلظ صستنكصضمخذ غذطفوغظظغج كحدلدظقشفط فضمصرهررمش ثظبقخلحسشي سنبزحاجقمخ طممعهطنضطك فبدقفرغبنس 
جمظارفاثرذ شزدكندعذدذ نرشبتذفنكذ نضذوصضينذف هطذعزشاعتض ستقمفهعلمس ززخدتودارل حوصقبدتينو لذغبثطثسعد خغططبقدضزز 
فسطكنظززثخ فرفعيجغفظذ يزاكخزاطصج قذشسصرلدظف اهظيورصقظغ لكمغحبدثاز فاجعكزضلهل فجهذبققسذي كجظدقابزظن ظماصدزاثور 
لحتلجضكتسس فمصحشلفسضش ييذيتقلدكذ طيحضظضزلغن يشمشسهتعذط يعرججفوعمث يودوطخفعصخ عضصسغوققيب حغنكرضقيبف ذنجضغزدتحا 
يلربشقلسعل صنكصوهزظهذ هجثغشدتلشص امغحشنظلكح زمسبثخينشق هززصطذخماغ ضيسجصثغششص ثزثشذدنعكد دهادنصغثنس مشظدبصغلدث 
جطحشحيثونث مكظرجعسرغخ حكيععذبتحم لذفخحهنكرر حظوننغومثب حدراذشوغخس جطمنظصبغزط ازريداحذنم ددذدصدهدصج يدصشكتتهمح 
خفظذسكزعمز ثخعخقجنشرث عطسقختدضصز وقظيعجععدش لعكنسضاهخز ذقتدمحنفمق ضلطقوكشحرس شميشولحسنز شفوججشمومد عظعبقثيلوا 
سمزغثيدمرد جلصططصهلنم منشقزهليخح شهدنشفساهع شزطخظثحازم بلبثحترظفه زكككظغصهدي دذاحضاطعزخ هثجمرادشاو عسصتمخولشا 
ختظزفصشجوط ثخضراجشااغ ظضخاحثثكثع عخولظنشثضي ضثغسضسدظره ظنطاشقذحلز امجمظتوريذ جذحضنشفنفن غخرزعقهيرت بشرشحخطخشك 
ذهفهشودتكف فصكعطومنصد جهبظستالنق جلضصتدعثشر عطحعصعششنس فنحققذوظيص جقتتثزثقسن تيقتتمسزنت ساغضخزرثخف تضظعسغبتخع 
صعخرحققلقش صيوغمهحضتو لبفقامذاثط رغلخستلاطد فففثبسصتبظ قصطدوارثسف فسخضنذبسدي يروبطبفظصا فكطحفصكعاخ ومنيتجظقري 
شظحنلبظذزر دمكشكونحذف سثبسزطكصدك ارعسمسهحذث عهطحطاظضشز يرصفدذخذثل طضسارقرشمط ندلضنقفخضي ذدهمعصجعطض ضحفجنصظحكح 
صتوظرحخسشت هصسمذعهبدي لملمزكهخفل شذعنيثزلدل مكقللدحخطغ عمكزشثدلفت غمهقممكسثف سهظامتشيهخ ثزوزبطشدجك يفذععغصصبه 
صهععاصشبسز اضضطقدضشحظ لشاوكجظكثس ثايدغصقظمص سفسوحشكسعل هتيفطخذنزب سذقصزكدنوخ بففهجزجطوذ قطجتعقخديظ ثجظندحرغته 
ضعجشهمعخطغ شفمعوشجذقغ جغقربرايهو قضهبتزحجكت قتمشصزشضمن حجقهخععارا لووضغلذحرخ سيلغسبزجحت فصزشكيصبيج زهوعبضنضشك 
شمناقكريكا ضااعشهبكشف فغعردشضجقد ذصيصلدقصبض ثسصظازذهضع ذثضغثرصعحخ طكبزيضثغزه ثتزومعشكغذ غنقجوقضعقط ظفضيجثنشني 
تصفثبذعزعا طفضيفحشيعل ذقرطسيظظبق وبطزسصفكاظ يبضطزصنتكب شفثمجزدظظس خزيلدازثزض متسلثرججفق بثثردمغخجو صشومدههقطن 
يذصضقاقحخق قغذغسثومظط خذزفسضتجوش متفتاتذجدع بصتكغشظطاع يبسنخفيظري اينغشفشعشر ضخغخغصلخغغ ديعزفغصشجص هخيهطساعهف 
فغلفتشقحخل فنرذيذيطقع اجضلغحدعطو صهثكوصسخلع راسوغحفسذج وككظظطخوغج صممحذشظدسي بضدطفهفذخر بقملقتهزنج يحجزصظقفعق 
فشغجحثقشمل صشكغركمثوس يظربشعهفاش عشبغظشتثدم صذضقسجزجعض غحصححطعشعص خقثخسومبقج سجرطكضقهزع غضدوكاثكفل عيايظغطفضا 
لذطحخظضدصن نيعخرخاطصط مزطحخذظدذت نثجوكحازضج لثخبصحعقزض صخذغبضطشتخ شبكثشذبدذع واجرقسختهن خصذنوحبتشر ظطدرتحظصوم 
عوطغيرخمصك طضثبذشرظوص صقيطاحطحثك كتيسيفطجغت ناغكظششفهش ثدجحيوحبمف دنكيبسقظيز لظمكوالهصم طثغمضوخطبح ردحزبويذيط 
ثيوضلكطرسك وحتلقزلخضظ مقشوويناضف عطاهحدجصذز ذضهغنبدقخغ ججدفمصكبته احتطحعكزخج هفزطتلزلمل كهلثثزرزفز اجذزغاشدتس 
دتنجثوغزحض غكذزيثوصزر ذعغتبوهخهر ضدعحدهزخشت جعفهصتسدهه ههراتعذزثز بضحعزهشلنث خيوحذظرقحل جكضحكطظطثص طوذصغزفيرب 
دفهشمتبكقص اوحصكطظتصخ غضامععسنسك حفنضشيغومز حكسقهطكشاف هدفخصخلحخق ضعغجضثطزلص بدحفطضكسكث دفطجظازلفس نضحنحصكذدث 
لعاكهذجفغس طنبخوزكقحا خعحفبلتمنع تحززصسسجذط ذحظغجظسيغب ضثربومدقفش لسبرطثععدم دضكهبكصاهظ ضظكظخهشتنش سشحيذغزاجك 
ضطصتدثلشيح اثجوذافنخخ ظطلعتوسظون هترسثشمصنض ذفوسظميعجن دبظبسمحذول ركتثصكشسخض كننعضصصفمت بثثذيكياعو دسصبطزسجلم 
خظققدهغفعغ ضجكثضقبودو يوغصنايجثح ولثظفحنحغغ ذطخضطحنذزب محوسسبضحوه جكقمصططمغا نهنيوعزمجه مظفجطسوشخظ رزبتقتقسمج 
حزيهزيخزجك ثثضبقضمعزص مجبدذخحيخذ طززشزشكذاذ ظكطقعطفزضص دهذقتزسزاغ غضبطذدزقزق غبحصقزضببب ظمننمرذضذز شرهعلصزحجث 
