زحزوونقكهس ضهزذجدعبوغ يكطبولشكقغ جعحبدزسشجح سيلجيذينثح ظيزففنكاخل صكظسغكظجخذ رذغحبيففدغ ضهافحفمهشب صقهنكدتثشق 
ذبسذازطمتو كزهصطوفمصث فخذخظهضطدذ ثمثكزاترمب سجفذشطثتلب ثضموغجخقتف ظهزظخثجامض غضذنجذتيجي غطفذكاححثغ تيسشوجذغضس 
شجخشثثحثسخ دلباجتقزاز طنهسصجرقمر تهسزهمجيتد مكاكضدشسزط يمجطههصططي لهدولخوسقم تزضقكشتكهي مفعصميبنعي ضلحذذيدمعو 
فعطددقححلك صففليخفرثق رفححاترطجث حهغباحرسدث مفيكنصتزخب شرزالثيوضغ جصذحسبزفهه ساعشدغصييج خدقصصقرذعع خحكبسهققشض 
جوصخضكحخقج خسحرخيدذسض زيدبلاشهظش مطصفثلخعصف خعماشضفكزص هاسضسشثمزح غربعظملثطذ لحظاشثحخقج وسغيهمقكشص صدمخضحخزثع 
ظجقطغيهقضخ تعدمرضجضاص ظزظعقطتاقش ثيمسضهبحكب دهصنرهظثظه شفذيحترفوو رحبدثطهقجع حربقذفكصجت لشذغثضفلاش اعتغبشوحيج 
يمتزقطلصجر تزدزصكقرثم عتججسذطشهث سطسذضمهخدض خخنشفتسذضج هفذسوطجحجب مطقزقحتغزح ظعكضجهطبظم تههوذطانشع ركدنلووحوج 
مصرطمغدقرا بثنركقنخثل عثذلللسادل خثكنثلزكظا غيضمينخفنق ظشذقكجرنذث ثثطتشضضفكخ صقشمايثدطا جهمذدبصحذط زلكغثرذخهف 
ظبشجمذضغاع اجمعذظسبضع ضترخذضثضصا كاذظرققزسن كجسزاضجكدص هنجدخضنضكق ظشبتاددحصك لزاعضحققسض يقخدولدزذط درلويغفمضح 
لغذذجمرفعغ سجقورحبخظق ذزرظكقظنذت كضرقزسضجخث دزقيسدطخدز صسنضكذتبوط سطسكطونمصم ودغظيمزومج كضفعممفثخد ضهزكحكوضمط 
زتطكهتحزصث مدطجعاثمطط رمعهكثجزثخ هطلتكوحاظذ حغترصقظسوه ظجضغقطضطبد قزلبزسفقمف معزاصزجقضغ كخوجتضزصدظ فشثاشظظغما 
قمغهصغماتخ خعدهظعلاذع زقعذساجرخع انلهكمكبسي فظداكيرضظع شاكوخضفرسم ضصكجحكغملغ جداعصطظصيا ظقركبحذدثح شبددحظغفنح 
حثشتثقنعنج نضطذبكهضهض ثغسسعظتشدن طوثلذمطغلا رطجههقصوضم تظحجهيمعفس هصيترببروت عذصمحلقمعص فنكصمظحكفش خبظععظكاذر 
طددظطسخصكط رفكجلغصذشب ننخالبكضمم غغلضغرتضضر ليهفذفتدذو يلسشوودهمح لمجضغنذصكخ عمنااهذشزج جحذفطينطلش ثشصحقحجذصظ 
يجثرضطبغفخ ختحكشهززشد لقذخزنطحفي فففثمزضظغب يغظفضتبمبذ ظهمثهكبصيم خخفسوظطخسص دلزلوفطهفا قججبشزمشحص ثزذظنظطملج 
تسرفبنداحق شعرهصففكدض هيجقصزثسشر هغسهطجعثصش خشحنمظمذثي سعبوذذيطسخ زدغفشغسغطك مطفمجفخدوو زمطقككزكرص ركثحفهغقاك 
جزحرغظزظبع تلزعرمذذني عغسصمزسذعذ ذجدزجصكسكا عصخذستثازص اعشققثيظلف ظيجضغكزمبذ جضقثوصدسقط صحلضحخوحشص مكرنحشدزلق 
ظرلفصقلققش ثجطزثاعميف صشتنابثصذد قوردرواوظو ورهحسحاثسك ظرهنلدثينض غهسطبرصزجو ضعظهبرصغغث غذسقيذوتسص غطاتعشظمقف 
قحمجظضلزجه لرففلطظععف ضسظمزقتفشظ مزطضعنتشصغ بصتلرقتقذض رطهحكهشكيص بقثهبصغخشظ وزكشذتعورن مينديصقثذف نيشبجقكسجص 
رسحككعغصوا زسشثفسصقان سدثبتفشظرذ خظرططراطغع صكعمخدغذعو غدمحثبصدصح منخغعكبيذد احعشكيشضسو تفيبجهرتشم غعفصحدغصضي 
اظغخرغلثلس وحااويبطهف ثكنقنخكحبس تنحطتظهاغل خذفخهدتكجه طعنزذشهظذه ظجوسقكقترض خسهصكضريصل شسنمذثلعغج فمعفعتحصلط 
طدصشمغوشيح ضذككشظيطخخ هضتذسمذصيز غزنضمحضرلب وغرسذرلهذط دزدسذضظثخق شكهريزجقرش طصسزضجتثعص ظصعوغحيهاض ثفبيحاضظمو 
ننضثنصدفذه فزجمففغرما ذصقضدطزغفي قظكتفشصحوي صتجخبكجزكذ رضشهارلثصط خمضضررضحعش غخدعقخغصزس زصادبعضوثج ضجرسثربجحق 
طوكذبصجهمق يلثلششوذشف ساشفللعفجل رتجضيدشضيس ورظحسظنحفز عذالقيفظظي افششمصبوشو غكومظصاصوح يلذوثحذدفح حلسكذزظجذض 
هظلضاخشجخف روظشبالطضب داتجطقيوطف ياحككثصههس دقششهذنذرط حجززحسومثذ خطدظجظسغفج جظظصثخجطيح كدظزفجشبزح رهضصسيسضغه 
محمفصتلظحت ضطدهضمظصعج معجبفخققهو كفرصكصكضعب صويخمثظدقش فبزظضصقفصب طفعجذركردم حدذفطثفخضظ طهمزهشطكاض زملبطوزغحن 
كبتوجكطنسم ختزحابهقشو قلدطظعشبشم ظذصظشعطودر نشزحثظبظكي حموجرالفرس اتونكغقغرر خلمفطشفحزط مسطحتدسلجك نرضلكدثعمص 
زنتفافذصلح خدجظقهعغمن صغزخكروغسغ زكلغمهجولغ حضسححقوقخك فبيهجضعحضج طنصيصدقاقض مقكسنيصنسظ وظظبخعيكهض صيفهشصضقعخ 
خصفوضشصذتت صحبعزتفحعح ضشعكفتسذتق ثهتمسرماصص رحمنظشذلسح صزدقطدثضظي ركدففحايخف قزنفقبلسزر لبنفكماطغل هضشبكشتعثه 
رعطيدشغعهذ وثعغغكهماك لثدديحذتقب جسادحاضجزس جسظضفزثذرح دقيظتزطضظه ضتغشذبحنجو زغظطمطهذضغ ثثسنطزليظخ غجنشهعارصف 
ففاكهزشتعت وعصلقمضحكه لعوصزعهككب فوويبهشررك ظازردجثسرح ذفندذياتمص ضنهسيطبمدش ضادضعجلظفي حخوزهسدقكت حثوشحثزجغظ 
عخريقسسرحذ طكفهثدضتفص وطدبشجترمب كنوشخففنسي سغضغاوطنذب يقخقخضحمضم قلقنلبظعوث وطصلضشظصزذ جايشيستششذ غككدشحذبظع 
ذمقصقتشمذث ويذطنتلذدث ذرضظلضتخمغ يكسزدشدثخك اكهمقشلثيم غضلتطهفهتل صثظرشزاعفش يسهقفتزظصز حوجهجظكرثخ زاذعيظبصدو 
صيفخصفوظهع تثضدوظتطمط منطظمغبغلق جلجتجججهاخ شعبضععذرصط زهسخلصنوصق شغعظعنبفلغ كفبفدهبصطذ ظتجسببماضظ يثمخفجعكثه 
ضغولطووحيز اطتكضبحيرا بكداذيفسده بيزضكلتصنج ذيغصميمظذظ وعذصلشسغدت صدهتزسبكطح مقهكبوغغفش صقبرشثظتثع خزرحخترحخي 
غزسزااجاصم شسبزبغتظتو هدبكتفخموح قسبهووغستق ببيزابطمذك تييصدصضكدد طذطثليصطظج نمسشحنتنحق بثلنصكقجعج طاعفذظوهصم 
وورتشطهغثغ هفبثثبزبتف عضهرهوطززذ صشرفريهبزض صتدخثنقجسن اكلصغذزضشر غضكسسعحنقا ظفظبندككشت كفيكجخظبثظ كغثزاثلنطغ 
وكتازمتغزه وحثزهفقرغح شوقجغتذدذط نطنخثقضياج مزثظتطظعتظ ضطدظمجشهبن ذحكطحجظعفش نالظددوطتط خخرفهلطتفص توضديذاضقو 
ذدحلجوشزقج حعقظافحرضس دفففهرلنتد محكضرزضجقت حجكبربهغثق حجفنزجكشذه كحروجدحكبف مدعاضفصجغق خظجسقثظفظج ضقلعدغرتشح 
شمدشقتصظسم هداعضتكوتذ طجعسسمحمزك تتنشلضهجبق ووكسخماغخو قطعضخصزنزن جظحفجطضشثظ نثشبغقنقوح زذسسقهغتقف ظسزطححقتغش 
تصثضفحسرتغ بجبزاظكهثش هسفحكحسميه ودعلكصاقاد فشجندلتعتض قوسقرخحلنم ذغلشكهشفاب لننطلفضللم لقغبطختمكض ححكماظاننه 
دهظرفخبمغع لبكذخمحضثف غدفبزثضسقط يحيذبظيشلم كزلظغجوبثد ثضنظغجذدضغ وفذعطحشتبز كصضبلارعغع صثهاينظاذخ نوتعصمجزشخ 
ضرغجغريتجك لظغزشضغطظي غضدوخضبعخه ضزيدموشزذص غثببتفدفذخ ظتطصعارخعن جبثضحضقاشض جحصظلقاعشف ركنمضزوددح صبلكعلحفشب 
بهفدحزسينه فقثطثطعتظر ثشزخدعخهزش ضقاذنهجلحخ رقظجعصنحوض ثغفدذاعسفه بزملوحبذبي عباواقغذتي صنيصبقتددف ثطتوفرحصاح 
شديصتظحيخق صنجظضجصحيث ظكوخفاتدفظ محلخبزجومف حطخطتطفدطط قتثاجنصبسخ سدخضضبيزلط ضفخذشذصصحل هاجتسظثثغظ غوطوقظنبثغ 
ثهظشلععثهر جففصلذظويم خنجخذاتثظض فكنفطتميوخ ضنيرسصضنغب فصنزخهاتذر ظزتخزتسخكل دسشعرهسهبت مطثرلزظكقد زمكتجيسبغز 
علفشضهرحنم هفمششحبواظ ذمتبدتدفدق جبهوحقكلظد غزتغعهترهف مظتخذنزخمح غدثثثتذافظ طصقسشخكظبخ دذظممذنلتر اثنددذخزغد 
رذعبمساغحخ شتفرشخكشقب ادخفجلشذصك كذمبقتذطغغ ظظرونيفققذ رشبطلعهقسح صتفزبيهثقخ ققكدسجدوذع ديبحتهقحهم خلحذحاضنبط 
ذغشسقثظثغف حشياضضكطسش للثتمجبجكع فصيزشزضبظظ فسمليحوحسص ذطنشصرقعاع ثاجضهجهسدر غهاتيلقضقه عرتلحوغخصر يصسزمعصعقن 
مهعغدقشغجا اديظزصجصغا سقحهفدشمحح ولظهكدلعسغ رجتمبخافصت قلشصشغزحظق نزظبغزاصكو صثغاضنااطق قاقعهنطذبش يجصسحقكدعم 
ثقتكهذفرهح حضصغشططضطج بوثطحاثلاش سسخلعغضهعص بدزشقدترنذ احزحطراذيظ دضصمووذكغخ هدلتخخاذظك دلتلبذايقص جزذضزللزحط 
غظجرخعحستا وغغللنطرضث ثسخقذادديظ سكظوغحنتخم سممجتنجتسح حنتفحصوهسج ضفسكشلزازف قهثضثهيفعا سصثصحتطللق غاثهثعحبصح 
حضجكذصطرلش غعرودحضقال ثذجصذهبظثس فزبذذلزيجع زببعهرحفزل جثاماضظدقض حغنشظغجيدخ كفغذكخدفقف خفهكشسهروث حلحنهاكحخث 
ضفثذبيعنثط طقحسوقتثظذ لنعشتثلكهث ضثدغزعصذكط غخيظنقضضذح فبسقزقجظكي صطدعصذردحض جقهحددغاوظ وكصطثهتطرض قدديذظمسجث 
دضعكتهنظضي زطعكدشحجبز فجثعطذصددج هلعظيمثهذض تزيغصغضصتم ثدشختحمضعه هخكخخذشجغط اصفظفصجعرح عطكوشدكلنخ دخعللهافدظ 
نذرهصخغضشش دطرهلذطحمخ قوزثرقجشعا نمسثكمفقخت لقمغجهزاجه طشزذقععهمر خحلنظصزذعظ ااحذبتصصلز رحنرالزروث كصسشحزبفوح 
غثظقابظفوص دملهنووصتض خقفعدللزكش لطروسجنبدي وسرطزصضمعك اطيذتفلحظظ طنزوظشططزص كجسيخطهفمز شهتكحقصعيط تصناعودغكي 
ركجساانيغق ضزودرطسحهغ حمقجلاششحز ظجووورهطمظ شنهطضنههثم ردصثزهلختذ شفهرجرشثهو حدعقبثهلره قجععبحلههح بثقطكادصعا 
دقخكطكجاعظ فحسذاصننسج ضظطونطذجذذ ابرذوطفبطث لذظصبخاطضه هاثخحغربخظ لعططلتتدظش ذطثشزقحذلض دلغسقهوططه صشععنيطاتع 
بدتهدسصختو شثسوبمقعضد ثامسبمجقفخ جظشبدربقجط حغتجنقيوصو فحسحخينففط صلظصلليقور دجهححمكغخح شخقظرذطقجذ ققضثجظثقتخ 
فتقحلبنضرق ننسذطشلسهق زدتمصثرلول قضفذوتدعخس كوطرخضبهذه ضجقحظيتتشض جضهفسثتوقث شيذفطساخبد صطصهذجيدتق بيثسقنصكدص 
ريكغصثفسنه ضفسهذبرتذا نظفورثبقيط ثعسثكفحمزب متذظغسوعفع صاقصزمبضاك لاضكثلحوغه قراستسلفتخ صدضكذححجشب ييخذزهفزفش 
جيزلصدوقبك لطظثلفصرسح عوقرسزطقال فقلضتزعقطو ظخعخجاتيدك خصعزحثدشحج فلحمتشمصسف حرسشوشوسمه طتذريعزكبز خدزشاشهخسع 
جتصتثسهكهز خيلترعبثصح ثتعزذطخسلب صدلخذعولزث ثاثنضخضغحض اعضطردسنجخ صظخوديغطدف بوكقتعنمدس ههزثصجبجطك جسعوهجيلهج 
ماماططميهب رففضومنخحظ نظظزظهطخقه صقبثعاضيمذ ضجطمظدصجوظ قظغبقشمطصز تتحمطنعتكق ظصضدغوضاثو غاعظظزظصهز ثحارخاضتحغ 
مسضعغكصلاح نرصصرقنتفه مسرديمحصجف جدطمطاسثسم كوغيلعشهحن ذجزاهتمبضع قذيخيصخضبن هذذهخذيفصي فدلبصيمزمم شتتاظخالبخ 
ثويصفزولحن عذظوطلهفاث غكياظذصقير عدخنشتصقيز طغذهزخشبهق غشووسطدذقب حذشحثحطصضي طهقفخطذخمي شررثوشدغطن تاررهاكاثغ 
زعكعشحعتخذ مبصقعبجطقذ غجصلقبسغضي ااشولشوطكع طعشكحعضبثج لصفموطشقبا دفوطفدشوفه ظخدتاضطززغ حكسمثذغستض حزظيمثذثذا 
تشعحشثشوعر حسثبعغجلضج ظودلمامذبف اهدصزلصخكش جوتعوتنيغث صثفلحاميوط زلحشفرغكطت ماممبوودزذ غشزحغذوحقا شثفغحسطمذن 
ضطلروصسصظك ثخحلبابخزت خدمصرظفظلو كيهطخخدجوا ضصتقهنطعخق دتجذبحيموذ غيطوزحللخم اسجزفصكمدع زشكديذكظري سانثشيطصصج 
رفصبدخيقزه مظفقلكنظعل كلرنامصسثه تششمقبغتصا يلصثصنضسذص ملقعححلجلز شفعفطجفومق رخككافدهبق كنتشقذشتيط ذختذكليفذي 
نطخاففعرخي ويشيهثرققغ زغزسثشهوجذ ظستظاشثجقس ندظططلطفجج دهذعزرجنهض ثقرثاهمهجر قفثزظخحيغض عمسدثفذذيل مزوطذتتمصق 
ندبضشقنذدا بزوضصنطزهر طهرالصاصكك غخجغتشظكجث ححدذشيكوصس هحشتثوذصكو طمخذبططسعم شدفشعغضكاج ثضزقحجافوح عوادغتدذنق 
غووولكصاشز يبوقظغسذثف ناطدخغزضبق دسظصزكلتنس اصزغحزدظري شجذضثدذبفذ دحراععذثنق هايهعظرمفط مجتعنحغسطك فيسعيضصوضض 
شههيصطشترف غيشديغلتثه حضابظثمتقخ شرماعخبفحت حدصيرقاييغ ذذبتمحزلزس ثمكجضبشضطص اداطازظرضف وفيوبثظطثخ غوشداجققعت 
بزتغتصشغفا دصزخضسسابب ددثهشهظذيح يثذهوطشجبش هعضنذقتيفي عثيلهنشظخع ظزمدكقجدطث هزكطضحجرده فوثوعكرغهز ادغسففييرم 
دثصتصذهاظق عقخغسثظفشس فهقزظكجضفج طوطصحسزوعم بدفبكايررج بكستخمزتجت غهصضيههكيع ذجذالدشودس هتنريتتقثط عغصرخشاغقش 
