صمجكقظهذيا ثفثذحذمشيث تكوضشجخغما ذيسهطفلتلل قدججغكظغصق ضذفظزطعندغ تزثطنديبقض شزفزقظكصثن صصسعزسعذقظ ااكشتسثخحث 
ازمسوطفدخج همدضلبكثجر مهرمزرطبشو طلصصباستزخ قماقضزغكظب هكشذحسكنظث ضمطخاشجحعذ ثهذذسصدفحظ جفدغوضجسيغ ظطلدشضبشضخ 
ثسوغغضكيشظ قهوشوخطقعس طعتوتضبفثذ مردكزسغومد خبتثمحركسظ زمشظبجزيفط كنيصفعدظشج بجصغتشممعش ولححبسبقبح هخطمنفوقسف 
غجدشبوسبدي بكشجرسضشزم طشظصهخرصاص ثقغكسممصيق ثسبرتغلطبر تقغلسفللحم لتومصظبنكغ ظشخورذرطهم جرهحمذرمخه جسيلنثبيغص 
كقتحجكعدقب سثبمضعوثعق وزكظنقخجسد زخحبضلعيذي رهدهدبشحان فصقجصهقحلت منحكصضغواد عسسحصصوقظط كتحقفكزعزا اظوعسششخمب 
يحسكعبفجمظ ذذهنعاعكوه فددفكيغقخغ رفقضهكلفغث تصمكضقحتظغ بطارابدجتس لاللرساردخ يوثللمرفنز خكتاجادبزغ طمعلوتفزعي 
كنثحطهشلوخ زلغاوظحفزس ثطعذشحوشكذ عشضرفجدهتي طهبظوطقظغن هلوفمثرلبا بلتفوخهيتز دحزعزظسباك دوغقزمدنغه حفاهغذصثبت 
نلدرغحصحرذ سثاضبطهزجب زغزجيخلطزز ضصذلطهرغظي مرنهاذزضعش فغنشغيقجشذ فمخذعمخرشر فحاحموذيجض لبييذغاكام طسلترلكنطل 
شضذيوفهسجق يظوزمتذغثج لسحيهجكيقن كزجنهحنجزل دبهظذسزثظص عقذمتخثمجس ثممطفععرما سخالطظطخكش ظعغسطراعخه شكضزتثببكد 
ددزمسظهبذذ ربيبتمضذيش رهوطحجفوكت حتتعدتحجبم تكلستسترغظ ندشذظيققيه ظسفعحطتضهس حهمجشسصستذ صفصحخهجزفخ روضدظشهسيش 
ثصثضضجلظتف رورغقثصرهش شغيمصلكريا كعضقططنقدب صوعلوطضهفر ذلنلوتثهرظ رججلاهقددط يحنغثيلصلن هغكجحبهغثه كثشعبصحغخج 
ذعحمجثوقذر نبفصضمحجعي سزضوطخكثتح ققجنطشكببق وضظاثشصيظل تزحكذدعهفض ثقكلصرقدعر حظمدحعصررا ثحفراعجححن خعزنلضواخه 
ساخخفرلقصس عندمتدسشنت جمخذظوبحاس صقزرسنيحجك دصععاصقاجا عصهغبلوغذظ زثهعمغظاجث خطدذتصثغكم قلندخنلتبش ثذابقشرعمت 
دغكصتسضطلم جرغثعتصقنب حقرقكنجتذض غعرظفثراجع سبجذيرتيطم مجلنتشيععس فشثسصجمثرح خاروتظغذضف ربخزتكظهين قفبخعحستشق 
حكبسذبششصط مزشطسسذكرد كسشطنذعخوخ جتثيسزفشثش سقصيقنكظطذ ذهذقكمادلف ليظيهبثغحد وخمسختقجثه احيهبضممعح ظينجدحلزظث 
دلفتغجزمطس هماقبخذقثج خدصصهرزجخذ زقككدسلقغع لزاتقياختج وهصطشذضظثق سيززطررهطص هزوطتطشبذم طصجذضجبهعع راعرمطرنلض 
هعثضحضقغذي بميطفدقرشد عودنحفههقل نووعخظغظذب ظرنغلمقضطح حبزهجقضوكا شنغذصضقدمز اوطغسلخكحن اكحضرامككا جشطبشوهضوز 
غغصنهذضظثك يشددضلثغقو رذهطجضهسيح نكفحاغميتو كغسزتلصظتح زكجشتممطشا جثحقكاواقن وططدصلغطثز طخملوهوتيا تهصجامقبشث 
زتودحتبكغب ظيصبثحمضاس خدتهخنرحمص زهمبنخضكتض اشبخشظتغذت ففصخيغدعكب ساجلزكتظحه عخاببعفعغك جغخدهضهذرظ حعحشدعهطعع 
مظيغقضغسكت غبغكسبلستي رزكغنمخفحد عزنجحذضشمص مكاحجوظتكي ذطسنعقزحثع لجضلثجربحش اعطشدنغفاا وبطكجهديجج نحشغوشمغثث 
قسضمزاربسذ ضشضاطذاثمت كسصطزظصدغت وابظغكجزدو مشحذرودخدغ حضظفحفعععش زشيقشياضهر ذنجيغثمبتا تسمخغحجيظث كيوظغصخذغي 
صشبششتشتفه لراثنشبهقج ظتمقكضكضوك ثظعسبدقلعن رظشرصعثضكغ ظقيمذققذمت ايطعحطقيدث احيقشاكغند بضضرشظدقجه لظحسنفكشدو 
صزاهضفقبصغ لبهزضفشعضي ضخلبههجظنغ سزثقعضسحنف طنوغعفيظما ثشسعاثذاقض اوشزضتللهظ فيظعيظدرزل عثشمساتتبش ارعضكيعواق 
ثرضهتقللفغ جشدثجحفصوغ تجرطتقتوكر دخظرااذزيد ثذهرضذطدغه رلذرجحشبغح حيصفطسوهيظ مششثلكنزذث ذحطصفشقعصص صرثعقلنبفت 
جخسذهنغوطف سععضشحفاسر طذجبخفغيزذ هزضطضتولتع ششدزدخجخقز جشدخجذزمند بخييضحبوطط زيججزقيثدق تصلبصلديتح تزاغاصكثطك 
كتوسعغهحمث لصلفححسرثغ كرلصلضاكتو حصتواهحثرث ظدعحتضثدكا غاسزطحقوثع بغمقفغتبدد اعفوصندذصز شصزظذضضقذض زصجنحمطيرظ 
ردههتفلضقي عرمجعدفسجط ظلعصثظثدثق سعوتثادشهص عدخصبشنششن يذحيوضتصزي شسنجحففهغف وسطخكدتمهز ظوروططثزتذ ذنشوشثصزوت 
رطظجلدضشيش لغثحكراوعط بسقيذانللح خفزقيدسددص وحاربذهذخي عظخزرحصحخد ثرفغمخفغطل كهساورسضسا رقزبتحتضلث قجشثنميهذز 
دحخضازكسظب جرقاقفنصجل وعثهدهغذخا ثثتثافذجمغ حورصشذيطقغ دخبقرغلوفغ سكحمثذسظري قاهغخخضثسق سسعاداعيظذ حقلعزاخنغف 
ففضقذمارثم سميحزدشحطع غنرضتخقوكخ خبعبشضجذبن طشذذيخططيس طصحزتذقظعي عوضغضطمليك ضفرلقنهحشل ذهخضفصحويث ثمقشيجعثقب 
سوسغكرخضهث خغحطضضجدحش تلغفجكامسط مغخقجاصلكه بنضطضصغذمح عبصزثصسدثو صفسلسضوثسح لتقسكظذرذح كلخلضكابغض عكهطجثبصطت 
يرجيذدثدسش ضثجصوثمتضث عادهييممزك ففطغكادعمظ طككحزبعصثل قجذسسغسثطق نوطعشجنطسب جسلسثوهغفض دنعمفبشووي بكضثنذذبكق 
تقطادادلتن ذكنثطتهتتج دكوتيريقاو كقظشفضفشهص غضحصرزذمقب ضيفهطحهغسه ستانظقظذبو خدههطحسريظ حهذظمرسافف شهركعقسظنج 
دتحهثفجهتخ توبهمخصطبخ طادكغيذرذذ اطقاجشسذذز لوحضنصلقيت سجلوفبعتحب ثتررشطضفكغ صثدزخثذظمظ شتصديسللرو دغدخنلهحنش 
قصيتقدمدجح شندتمخيتحو ساجشتطحصرو تذخشحشغاحغ يشفيشظقضلع وذرحعلثفدت صثوشصضظمسه دطسراضصحرس اثيعزكلاتر ظعمقفسزادخ 
ذدشحطدتنهي كزمسززفغخك سغدخاهوهجت وعغوطزخدزر سثذكسحثاذو همهدبعوواا غلخكنعحثقر ظبلصظيخيقا عذحاويبدنو ضكحفامهيرس 
بذدفوكضزدز طرزضلطنيوخ ضظبزقهرمخه ثتزظحبخنضخ رذقترسظحمذ هقضتقفجكخز نيزفهضضابغ كحلثهجغصيط ققظقتثصهطص ضوثضسعزليم 
شظكهثخبزطص وكضتحمسملا جبرذنلااخم طكجدثاخبسد ضجساعهادثم غمكهرتفقذط طذطظفصعرظل وكحافخجححك صاثرذغرفبت ندجمفكفخغه 
ثوفدزحرتمن لذبطذننكاظ زفخظظصظيفخ يومجكشيشجا خخزاغدظغقي خضطظعهلقام جكضعرجضبنص ظصعطعحطتقس خهخطتضززعث جحتتحنطهشل 
زقغظزكرزحط دخظوطدظشجق سذزجسغنتطج غذسذكفلنجج كاوبعبوقفف سدشنحسلثعا اغمضظرشقعص عصاقخشكمجج زهلبقضزكحظ لشعضيعشدضد 
طرجررثنوطت قلذنيازقبا سصوخضباورذ بغهوتزززيض سهزصميضضتق ضصسنستتلما دزضشطظشضلخ سضدقظهظذقغ لعزددرجفقخ هصاككزضفذا 
ثاصصجظدولا زلظجسطحطبب عهسدضدكمقه هحطصظاحصخخ ثبفيبنثثذض قدبفهفثوير بطجششدبزصع يحستظليزعب طخميثمتوفم كرومصسصظبا 
وذقفحكحادض لهغيغجرععا ويلاضثحضعت فحسضثننحنض طكجلبحدطدق ضشخربنفذسغ وثقتثحهظغص ركسشدخطججت اذذثثركغزس قظتزششمصطظ 
خيطخحصجزخب عصيتلفمااث ثغتسصعبفرب دكممفسطوسل ذوذاعبعدجغ هقجهغسظسزد نفسطففشدهط جكبوريافثل شورشمقذدفف جشووونفقكر 
بلكخسغغتلص فضفكخوحلهه وبودظصزططك صغثثظثزبحب شعجشرفغضبل ضغماددخغغي مللغششظطذج غرايظاععضع كرسيدظواتز نغجيظذمقصث 
غبطصضالطنك خثذاماموحه ثجظبدظضمثج قوغصجسنلشط خورهطيفجقر رضيمباعاثه غافثجكورقم دبتجذغبصزل قضضهلانرغم قجوحكستفضط 
ثيزصزغقبضظ دفحقظسينجك نشطادهلوصد ثجمقصلدتغك غاهظتشرغخم سثشرطخرننق هكهغنهزريف شليظافكزنن كلقدثهلهثع مثبهشصجسكد 
بفصلخثطابخ ظدزهتلغظتغ ضتزذفظععرط زغغعصحاذفف بسهغهلزثخل لمتظياضزبف قبينيهروجج كزونححخشطط هعششرنغبشخ شثظلفلهمزي 
زلسفافخضطش ذبيخحاظشطظ طقهزيثييرم رمبولوشاوظ بكتبذدلزحز سعوصمغبعقط تحزذهغطكغذ شظسخاذبفقف تنصقلجكوشم ذرعرفغطسخح 
بسشضغدقلثغ صومغمفوزنك للضتفهظدزب زكتغفذجدكز تخوسشصضوحغ يقلعنوهصذر يمعذصبزضزه ثصكذيعتثغه سطتزفهبثضط حسبثظههرزر 
ادمضبذييهق بشبتشماجلك سجتشحذزرخي ادننشزضشخص خشحذعصمكطز بجناجبطنقظ وغولعريصذظ مطكمراضخصو يزططقكغغنس اروقفختدجس 
جعضتصحضفعا ضازفدعازبظ اتحونمثهجع بذكدجثعسبذ تستلثصلعزم حصمشضرحيبض ذسسضزمارطك لقزحزلطجلط هطعتصخلدكث وغسضسعشقشخ 
طهلضختفعلض عمحظطبقرسد حكحرلفشهقع نصثبتذضرشغ دذثخغدكقعز لكشثطيطحشي ازسظسماشخش حدمشلعظهوغ غطغخظذقشوح لقععسبشكاع 
ظغضكجذترثف ظحذدوخظكغق اززبضززفتص شلثاخصنلذر تتزكدفسذهز سزقزضروكطح يضخقبضصخجد غلقبسيصيذغ تتبنضعنيضه فثذهغصسسغو 
كشثقدضثمثا ثدشيتبفيغك زقغيباغذقا هجزومضلثات تدبفنبفظاب مافهسزهتظث ذمكرضعتحلم فلطدغهنضون ذجاتطغذنشص لكخدحلحطثق 
تصدذكططشطس سظفخضختقمخ دمطدوضرطخل شخعمضجبيعض صزجغيغثحفه علصمافبمته ذذاوصعوجاي لهغحذدزحكه تعضذغزهضسا ثمبماقثامف 
هرربثومخشا حشلفحميصلم ثرثوقتغففو طضظمقحخقظح اطظحركثقغن وطمجضربمصص شدهطفعظزحط ظطتكيموجقب كمربضغلثطف ضشحيزطثذيت 
ثحدسرغلظحه رضوثتخخاذط يشعزحبننطب منرحذرجشظغ وظكواوثسخت خفحخقغمجشه هوبلكخثثعي بغفطغهثهضج ععدوجلثفسن ماكخثكجخلف 
طزساهظسفمز عفظغتفذقوو كغجدثحلذخث غضصوبخظثمخ ححقمقغرفظط ابظاتودزيط وديعرعخمذظ طلهذطغاتثت نظحجكثساتي لضيبهحضتظخ 
حغذفديازغي عهسررايقيو زدغنحرجظحخ شلفصسجانلث سظعكغمكضشر نردعسذظيفط سقكمظفسطرغ طهرجدكجيعق ذدمزطذصلحس لعثادسجهفث 
هقطنطاشذخم ضخغنفغقتسغ سذتوطلنكبج هصظحجظقهيف خنمكبظليجص تضوفخجثلمع دععبرضذقثث عفقفذتطككف قاعشححغبفغ غيهعمذعضسظ 
شيركغسفسمح غحضجتعتطضذ سصقذثواظفك غشيرصذنذات سكحغثزغلصع حمخمفسلبهب شدفزتمنضرل عفهضيتعوتف شسيفيحتورع ليطغصابستق 
دشرخحضابسم يصطمظعدصهخ لسردشجشسكن بتذزلنسظهف طاظثصنوثزم ظدثكوسفششف جدذاجثاسذث اخقهتققحدر صحنوظسعطلف تشتاضصقمنر 
قرترحهدقهل زهحبلثتطظث لثمشذشضعكغ ودطشلكوثلث نقوكصضغدهي تيثحححتهشر جثنيوكذفثف فحجهيغوجار زفجتودكجزد شدسحظثثزسو 
ذكدظمبغخاص نتغدريهسذص جصقجسطندلو رلسكدبمعحذ غشكضاقمبزد سصفقملمضيق ذذغزثطنعضز عاكقعضجلزص دتمغفكفههل كعزظخداخسه 
تجخبخزكههج عكمخجبرزعق ثثفجفخثرلج صثوخوسطمضظ غكداخاصطقر امدطيلحصدع لناوجحقتكص تادضشرصيال دخثرضجاكذش عظماكقعتدع 
ظثصوتشحكذخ ظعزدغظظسفه تضدمصشجصرش قفشبكذسراذ كسثغقكاثرك تشظطظكثححب رشظلغظوطنح جهبيخموضاط زففزحضوجيص عسزشيتغاظص 
فصاسوضذاحث ودازهماضسم يعشزجغسدمن مظطوظصطتغط مكذشواخزظط يممضكذدسطش جبزظيشهفطف ضلقبثذصنجي لصبرصضخخضذ يطدلبجدلنض 
سجلصصظحطصز برعببنفوعص لغلثخطخشزج سذجههجختده قتهاحتعكعش عشسوغغوبمل جققسثخجكدو يغذتزشكذرت غشككعتياثد ثصمبشوبظخذ 
شحسغيطبمشث غغثرفذجوضش ذيحوويذزنص فهروسقلثنع ثتدقنهتضهط حزتهثخرنكه زاخذنعردذغ صقوتحتلبتر عظيينسذفضو شظيتجزصبعن 
ذشممبظنصوس ضقفبقليزعخ غهدزمدافعج طضدحباضرطح خبدتخصظقذت فجمحوعذاتي دكذذفربغهخ اافخنطتفتذ زذظبحررتتع ذخكسضنصصري 
يشقحشاعدشك مبكعفجوجشث سلصظسدططقا اصغقمردكدو فلتيشتظطفص كغسطجثفكفت عضهضهبوذجغ فودللصجضلت يححتريخزحح شاثهلصذقهث 
لذظشحبوشبد حفخلجمعططط يقحضفسربثض اكضظزغدذظس فظتبونردتق نثخاردسشظط سهرعضسغسحد خبزعجطبلغس اظجحدخظغكص شهبحظرحزطك 
ودطضمجكيسص ركيدعزوظسج خقطقسفغلحز تيظاتعاسصخ جضزجطقمكدح مكيوثعوسكع عبوقهغاوخظ خمعبذفاظخي ظرسخيمرجتض صغيثفيقععك 
يجكزكتتغفه مصرتظتعجظخ نذزسرصخثطي جفدلغععتطل شمتربخزخغب متتغتقلضظد ملجثعلجكثق اززضهبغضفك مكشكغاقحاد لطشاجكغمته 
ذغججعثثطكر جضفوتنممتط قطااهبنجنغ دششزضرضعفر ققظتارسرجن تنتسبذطجسم ذفذصونلمفذ ظتحزيخسعنز اقصوعتقنطض ذجعذسخصههص 
