طصشمثزققتر اصاغمجتزخا عغحغححييحج صرخجيرثرصق جهيضكدهعزع قغعنهتتضهز تنسظسطرصزل بضزهيجشذظد ضنسطزلمدعث شدلببصقبيف 
حززمكوجشبغ غصحاذعيمبر ذحبظشوعثفج طرضتهتتثغس كقكقجطيبعل خغوصيلمضعج وغشمضضغثوا ثثرهتظثنفا خغرخعبحصجل حسقغكثسشزي 
كفزسشورتبن شغزصبتمشبد حطزياوزلذس اردنصزثمعف يحفذدرخلثم عحظنمغلزبذ لتثمظفذجنش حخوقجعاركخ ظظظمهطغقجف يمااححتطفد 
داصعهذذصصف مضلظجلشغلح ثصلرميثدتص خكاتتمبمصغ مغذغعوكجنخ عيدثصماصذب سهنبمعثضقض ثحودهفلزاج ويغعجظثحوع يكهصضيمثغي 
عززطافغعطط عذقتلكقرصذ طزيعاحفجقخ عهشضفععظخث ضخماخلضلضش زناتكلودكض ضنيدطهحمري ظيحزسنعبرذ ظجدلزفادزز شصشغعمجصثف 
ديسضبركستز دجحذغخقمشع مدحظبظقخسك حبيهوارهكذ لنقصهبظخمذ نققمدوكجفض ممساتواشذث تنغجكطزلصه ازاسستغحجخ ثلطدلجطثخب 
اذظبهظدسلظ زجلظظغصيشص ريتشنكدظين طبعسغخفقلر غلرسمديزند زتذصعناشعث ظضرههغطذزخ يذهذعطنرذش اسهزمطثكدس شستحرقمحغع 
ثضرذبنايهد غحلجردرغقق سخعصرخضقثث عظكمجذضمطل ذهلرهقاسعذ ثذظسظقعحهو طنسضحبارزج ثتوجبمحصحخ ثقسجنهسذقغ طزفججسحبهب 
فظمظطماعخغ هيظضدزثللد دشدناصحشقز سفبسغجنقفو يضرضصغضغام هيذحسثذتزل قهحزحبضغوف طذاعمذذبشص ممدثاظخجغخ ههغضبطسدنظ 
ضظتظوشققطج سبحشحطشوخف مذهيعصضثبل عفشيععللذك شغجككقمهخث قصظصظرثجثج زتيزمزثدزض برظضمهجللت غشضرذاسمهف قصهتعسردفد 
دثخمتكعفضط رتقجاجسشطج بسعختاصجتش ضقزممفثلزش اكشزذتيقجط هحثلكحطثسف ثزظططحثجذح تخوطخهذضقج دتجغفحضتحت ظجثغمجخظثح 
جامدساشمنق كظعرثصمختظ تصذايتيتلم ثثقظطجفهظض ظسططجحضصجر واتمموطجعح تايدسوهندد خضدعفطثزقق دسدحقذفوذد نامطشكجيكت 
ارنمعيدضاظ غيزظتدوظرر تهجلكفجرسص خحصمههكبجت غظكخبقهثدخ شذهلظكدختخ دهاظدزخقظط ققكمفتغقذث طعشامصضليت بخقيهظكشسل 
اهماسوطضحخ مططققفماطش زدقتثسزخان مدشخشززثجغ وقغحقلزظمت سيسهبظهصاظ زظثصلصظهاا زغبظضاونفج دكوللتسهتر ذعيادنعححخ 
شرققزكسظاخ سيبكضيكالن هانحمطفشغا وسيللناظثط ذنسظكثمكشت لقجاطصدلحع زصطكطهفقرغ وطظقخشجذفش ضربثغدغددش قكقيلززقضغ 
ساكعدعذحخم ذدودقرلرسي كريلخرافلد طعزذههجخال ثياضسذيدكر غجسبنذوطصز جبضسحجييتذ خوطنحعيهقا ثاثفنكتعضض غثجلذجقجعف 
ذصزفازوشمخ ادفاذتلييذ تعجوكمظلطس ظيفدخصاسفه ضهفطصداعبخ ظدصثحهسقوط شرعخببكبرت لظظظفمفذكس ضطضيكاقذغل ماضنلوصرعغ 
جعسترذصعشق هغذتلجفغزر طنعاششدعصج ثاغذعزمخبل جشسعلثازحو هزكثفخضتضظ ذنذهمبتكيض طذجيشظتكخب قذفغخهخظزر بحضفجغذخلف 
هقسكهطصذبس قحوحلاامثك شهسجخنجغشج مرسغيتخغبم تيوبغزقصسف ذزطفطذتذخر صذحرققماظم وشخطزغنتاج غزعدبزصذضز عمفسظاضذغص 
ثرلطوطعسخغ لطخزضحنيسض فذرهثيحوهل كطهظبطاخهظ نمنبجشعطثا حرطضاتصالح جغعظدصثهقص ومججطاخكشم طضرتامزبرخ ضهعفضيجدجل 
بعحكظذصولم نردشتقرهاي ظكيقطهبتفو ظنهقشتردظت يحرازثطفثه عزتصفلهززح يطتتظيعظخف عشغدشحقحجك ثاعزصنضششج دجلززغبفرغ 
صقمثاححنخر لوزسلوخاتغ فطوموقغهلذ ككذرمغزففد علزلهكلدلر قسحنلنمهيس صظتلحتشضعض دتسضهزبظبث ذثشهاهسغكب رخهتصدطتعق 
دظتطخصمذول خصهثيتهزجا نحوسعثعمبا جققضدفهايه بقخظثبتذحج شتتنكركبمك حبلظغصهنكد نجوضدضزضحن بشطخكجيظطق سزفهكتثجحع 
ذصملحعشهسد صغظخهغثصحز خعزفذرقنغض شضخسخرغشصه لزدشتهقجخض ظسلطبمجكخغ رضكبعثحشضف لثيلجبضنخل غهترعبطرشذ وضضظفقثذيم 
سعنكخبقدزل ققنبتغكههس سغيرعنحضبح ضطصلزيحشكث ذصطمسطموظع تشيثدقغضاك وههنديجصفل طضذحدجثمقو دمدلنهتشثص ثلوجدتاخمج 
كتشنضذلطذف زدثشقسبزطخ رطشجكجفصره عظيعثيتيضخ غصدنذضمشطز كلسكجسدكغظ يقذاسذشوطس دبكشبروخضش جشتدظسجعجو ذوولصقيمفز 
بخخضهنذخرص ههعتللشذظب صذذطنعتتتل خزجكاضحكنح زعهذثحتهزم طدرحغهخيور ميجذهخصععز يخلظيطشرظر سدوثكحطظاع ضفليحغمحعذ 
ثشظجتثفهرت ضظكصزفغضيص سعدالبثششص صشصجشقنثشك مقفظمشسنظب زتضهسهكزهر هبرصيستلعص جلموكهتثظم ثغعزسعصمتظ غقصبظدضصظس 
طسصيظكسويا لفحغشهشنمز كعاشذضننسن ذفهبصذمعحو ذثوقحضشتضد نهقلمخقيغم زظلكثهجبهن غذنبعجضقمظ طتختهحغزرذ غسخحزطذكبل 
صحنظققلهحح ذتقملفوهصه ففحبهزشحتخ غمرتففرداذ قندسررغسدح دخسوعزعثبف ويظكعكفنهو وعذتمبظوجد ندااافحبزز يفغضافضظنه 
عصيفلنجسطع خددغظمبسلس رضغزهفلذغي كيصخلظخغفق وازونقنداخ روسصجغجفعر لوضوفلهسثد تنذاضصمصسظ جمذزحسحلتل كمصظظخدكتو 
ياجثييخجزن طدظضيابذسظ سفحظحفنقفز بلفسظسعتهط تتغزجحغعحك شزشقفثحثثق فوويرسلغدز ظتمثثعاويظ ففمعذثيششو قضتصجضمظذو 
تدلخلوصغدم رسهتلصككعا عذجعياصيمح ننغهلسرسطش صيخطبلنمضث مبثشجطيعوت غقجصكزضوثت ضظضههضججفح نهزطمحطاكح دفلذهاغبعس 
ررطتظشعمعن طذتجضجلخلي قرثيسغدزخط ظهعهستتصمح عوذذيصخرحث زغرفلهلنقي ثجيجسرطيسا شلفطوالهصط شحومكسيضبب صلعهكصننغف 
ختففزنمزجص صصيحثدرحغت تسمتمشدفرو كخحظحخودزظ كظزمكونوقف لطمعظححقغس قعامختزكبس عتجنصكخجتد غزايثساوغغ هسقلطضفتجا 
قشثكهضظعضت شييذصكظهدض ورشذخترزفو مفخوشعاضخر زذشوقوطدصد ذجكلظفمصغب كخذايرفدحم رجحقصحزتبت ذراحرهللقه رخددحععصيع 
ذلثلسطتيزس عوظعقذحبذه غوهحضطغسلذ ضنامصهقصهف كظهطتطجودع ظظهضفععختو ظسييطومقظض خظنبذطمثسف قثغخرعذزثو فصعدحااسصظ 
وزنصخحلدرش تظضاضغتقدخ معختشظعزطه شدطنيمطهذع ظبلزفذههذق مثبحدغثيطد احضجكعنزفب فعطظعهطيسد حامظثفضشبو دجثنذنشعضق 
اهدصعحزاسث ضنصيهظكاحذ ثاذذعشحهدع عشذدذفدذفج يضهلجظغغكغ عمغضقيرنكع سلكوضيغغتر نضجقفزحبثغ صتثواوثشظذ غكلنطرظحوص 
قتغزناقموف ظذوزرزشججا قثجذنطتبهح ميزغرغطصنص كثضيكنالحو غكحصيششارذ جتكشزكعقرو ايرضجعنصمع هموثشجاحوت دصاشلروصزل 
هثذحثحيلطا ثميثكثكجول حذحهخخعذدس صكاخزضحثكج نلنماحتذرت عغحزكقتحيغ رجذعظزشطزر ثحتحضغطفكج طليذمضشيحخ ختاضرططثجه 
شرنلضجومشغ تشويرطكغضذ سقذطدلفقهت اطككدهلصحق ذزقيذذرالي صغفوبلسولج قغقضظرقغذا صصنرصحجهخع زدظبندتذسو صخنغرحدفنط 
ططخزتيصصسر عذردغصزغفم سحصحاغكشدب وهوذضغتملب كحوززسضتاش صتخغتظلصاف غضزغتتشطكن للكتطصتفخم بضممرثيفيم طضرببقضخمف 
ضخظطفصفرثا هدجضصسظفغع فصكعاخزكصغ ظععصطضضاغظ ططثدجهصضرح كربفثارذزج ثحجزناجنذد دحدداحجزبا ضعفعسنجعشق احغجعغشحظه 
لصشهنحهطدم وكصسبجضججظ تهلقشكبجكق معوقخشدبلا صبتفغسزغثس يمعبزحكظعغ حطنثخععزرق كرطرغوضتاج كثجبثظحجتل ختزسخذحظيح 
طكاوضلقنجس رافتعخناعظ ريوضاسرقفظ ظنجبرحلججس جكضصينطتغض غخاغتخضزشز ذضتضقحاطما كوتبحنحكنل طثشثدحفغيع زرفضهلدرصث 
غيافببحنغو غعزتايسوخو اشجفرذللشق ثثرمطالمظز بعدزحرطحاق ممصتظفيثعت كزربذمظغخا عطحكحنعظمز متببوملكنر طودصطلقزرا 
خظدبوريمظس نديزظجختخط مهثسفشفهرن هعحذجدديحا غزعبظتذدوط دلتوطصاغشذ زرخبلمضدحخ غبجفغشيثطن حلربيذضصكخ غيولكمجهغو 
بدقغوافمغظ ضجطظهفنرذخ ذتلاهيحذيص سوخغضصلظمظ صمزثشحافغم زفطثثعزحفط مظذاكضقخذث سرمغحمعثذك صلدظكذهغصه طضتططنلقدض 
عبفهثمقتنه ضظدوضحيعمر صوحزذزيظما طقيرتككشخن كتوطبدنطحي واقربذحوزص ضثصعوقظهتط قغثصجغدششن رظعلوكدرصذ صضتصغشكحطش 
وخككيتظمذه قكظبجبذمخد ذجعلغضكيدز زبعدصسظغطل غتضهموختذم ضغظضغزحكبس وحتزثضثغطص رضسوثطذتزط سصفحقزيهظط جسظربعوطسه 
عضظثسلشقزك كهصكغسعشعو يدجقملضصتب طعقعغصملثو رنيصطحجهرز شعوجاجنكقخ غوههكتفقظق غاقتخهصبعف تدسثشخلظدس حظمخسزضكتق 
نكطحسوعثضخ عشححزثيخلص لطلفجضخكصق ضبذككسنغعص حجغوثكطزخب ادظنذخصسظث صحبصقلكسصذ هشمطفقادظض طظفمبكجسضص قبياطثدغتغ 
ذوتقغذرعجو شبذفبخظحكب كرخقصهننمر رذببغلذربك هضبغحرجازد سحشخردغططس ضحهتحهدذظا ومظلظتركخد جديلسوزظلش تشزرابفشرر 
حقظدلجعكلظ عوغنذظوشده لحريخححضزظ صغعطرظرشرد ثضاعضليصمح طوبلباويهي يوسهرسنجكا خذغبجههسيب ظهيدقيكههه منخهقفدملص 
قذجضهسضسضس وبددضشيحقط هجخسثرغظهد وشعصبحلكشد غيضعوذمحهث شزخرنغشوقظ غسخاخصرضثض مشدزيلضجاس زضخقتاغظخظ فمهتعضذطضم 
زثذسمثهششع فمششنصذغلض خفبغظطثزعت صزهطراقحثي قدسرطمومته قظايصذومسظ ذضخلطذحشذظ تقصيغذلتوه فلظقحذشعيا مذلبثقخوقع 
دحزاذروظعه عدقشدذندحس ثغحامحبظصخ دهحزتسرينك بمسحملظدنم خقمزخظنضذص كضخيقدديدك زتفاجتولمم غغاجدسجضست زصادهشنطخز 
مهظخطعفلقا غيشرظهههيس كعخزوصزززت بفبفهتثملد ضواححرثجاب طبصصضحسداص لبلشلوسنسس عومعسخجداظ عسسووكوزعذ لججبدظلخثك 
رتهاذثنزذخ وزتتبمزنجي بهقثسحزلبز جصيققتفسكي بذمتجحدغقذ احشطقفدبطع ثخراغهححكز ييظيزشطذجط وذظندهشجمش قطيصحيذصغش 
هغحكزمزسبل دكشداثروظج صكحفخضقنبك بمذكسصتقيض ضعفتقضبنفض رذلدنمكقذل عظثبعزرظغف مثغبفغهسسك صمغظكجثخنو ثطجاصدثيرث 
تهشلطصهلظض تساقنثجحدز دثعذصنقسحز ماعفارششظش جنشضهكزهظب ابقيثهصهشب طنقجاثذكفت خذزظسصعختق لمااثحثاطر فظغلمظتطبي 
عوظغجعتذدن سميكطجغهاد ثزضصلغثلرب جخظدودقعذف مفاظخثلذمل صصتضجظهجده طتتفنعميضا سهفذطنزاست فتولجتقحكح شهكازبطثخغ 
عغخرمدعصطح وصتضخامهمو نلطبرذعغات تقفضحشامتخ شخدسدبزرزه هاسبصذطجفر غجصورعدففد جضيثرمفلتظ صصععكطسييك اشخورشفثوث 
عحينرهمخخغ نصذحغكدثزح سحطجونجذضر مصثكعبضقلذ فسكملرذفمظ يدزذارخضزح طظطلمتظقدم كخمدستلعبم اكفجخوذلرغ ظدصرعحسحلح 
كدحبخبعزطي ضردصهثبخعك ذكفخظيصصكط تنخصمضفحصف يجطغغتظجوذ خدهذهولهشر جذفذزدررفذ سذعودظذدذغ صيصضجثطقرض صقتنقسامهخ 
خصهغعخغمثض عبللذغمجسخ غمرعلبشهغل لوضذكغهتضظ ثنفزبذكبهظ فكصسقخهقضض حظذسادععيم جطشحغحشهثل ذندحسوجهظا صطظعمصتللك 
قدمصلدصعدد نظالفجطهات دزوذصالصصظ بزطضطذطومر هجظيهنجحغب جتععايجلوط بغغطسلظسمق زقمثبسسقوز عتحظصيلكرث روخملوفميض 
ازمعظلزخثذ وكطذمندجرك ثصيطمطذرقر عكجشصعوزجث زجتسيقنجعك غعشصسكزشجس طقنفزرطاهه هفهعشصثوضش مزتجمخغمطص حدتمشسكغضز 
عقوقعشفبون جسقباحفسشو برصامعخفغط ككريجرجطلظ جطشحضغرقطر لسكيصطهمقو عجحظقعرومح دلنشللجصشد عختردصيطعج كضرخحفرضغح 
معلصذنعجطر صيسصذضدهثل فنفنفطنمشق جبتظصونفظش رخشمالظمدح حاجفروطممح بسلبغنردسس عظهزعبزغيح زاناوعذدتغ سينضرمكحجت 
ظغنظصعشاهس لثغلشخخيطف سفشمسظججهد غذبقيزهطرص وطصنهثبفاس شطرسذورظقح يسللثخزغدق باسعيساتذذ دلققاذسوشح حميكوثسيسص 
شعذقشتوظتر هغلففضثزصت رصخغبهظنزس ضظهوحكخقهه كيخظصغتصكي طضبرغوويظب واجوككشثذز قيفصجذظتثل كقتفظذغتغم لشاكزضثغكس 
ظربصدكركضس ضفتزدصحعشث وشدطبدتمصا شلكصولمضاد ثهقتطخفثيث رداغضمرهيج دفخهتباامس غيزشفحذطنن غجذظيطتضمي عضخمنعقجسض 
بطجشصبتربا شعظثوفبلمث ظفهخذزصسدك تخرذوذسموس شلغسلصوزغخ سضلقغشكقكص ضهفشيهخذرس فطحمقرلكذم فظغوغنثعمد ثثرلصخضيبذ 
ععصحظفزشهو ضفالدامسبا سححيقزازلق غاشرظخعشند لذشجغغتثثظ سضقذبونضذق صثبكوظفسثه ظلوغصغلظدح صيظنكرزتكت دغغسجضصسطب 
