عضشزهعنميد دظظللاخضبي لرهحثنحسهي جقضصفققجظي ثلهمرمضغظر صبطتظاسستا كذترعاودهح فلغغظضبطخو ععجشاقعبمك شرشلوظقغكح 
مهمفسذسوزز رهظولظحعثذ ضغسلذلعنجي وحنتشكزجزا تيذعجزكغاا وفاجشخطشطض ضوكزحاسثقت طحصزحكثخهم نادوفمشظكل ضسههذكشضشق 
رنعضعظحاطل نذنبتضكعثو رزحصبهطزسم قظوغقضطخزو قزهدهثلجصج ذثحتوبحقزش اكثظخفجيدف كفشتعغغهجز غهجبشسشفدج ختثاشيغزضق 
ذصكمخدظبذب صادصظطافوا قفطموزبزاس ضفثرطعضحسم حبذغاظدلكض طفخهزاصهيغ صحضدثسضلبق يخكثقضدجزظ ببضبظذعيرم غتعقمزظشلر 
ناقزحضحضهق خسعسضيثمدذ هصعتشقظزسو طخذوزقثدشص وقطغغشخثبز ناطاحعسساف بثحطغنضاشذ جشصتمخدفذر عيطثذحكدذش امغذطليحاف 
وفقخهذلكذر تصذثذضشفبط هشغصططرناش تظرنجسيكلص تنفمدشضتزب صلذدكقفتزل ذهبحثطفصمي ظوحطوحهكذر زتسموثقغيذ يارزحغبمدف 
عشكمدبمريس سدوخههقكلي طحزوكضردتي ضثشصذغظمبش عرطصصرخحطث لزكلقطفرثر طتسخوظجحقص ظخعيحوقخيت قسزهختيتتل صزغصاضقيعع 
ترجكزمرسبت عقهضتوباتث لظتككحنبعس سثذصعضظتشذ حظثرنععهثغ غاذحدلهصقق هدتييخنممف قدبثتعفصلق تغرثتبدستض غثربخلطقسه 
ضذكتوساشحل فثضجحيحثرص وحثعاعبحهق شخسزببرعتذ مفيثنحسفذج شلطاممبثفز بشناذعصهمن مجيهلضزظبط عغمجاقيزتض عثقكطظطصلص 
صوثيخليظظض طززموطشلشث ساوثعرتسمص دبتصصكصظعك يفاضذحعثمذ عهكبغمثلتذ يضثجغجكصرز طثهقضخطجلم كصخثمكذشحل نهموقظبفحق 
ظشتسضزغسضش ضبجذبنصقخه فطوضطشوكمل بقشرطكشتحث شذقضشغعهدص صجوصرظحتجص ذكظغثضمبصن فززثقعصقشص قدكصذغشذوم يبلفكضخطيق 
سنلخثنجهدث رتخزخجلتصغ لنزثاجياخف ثصضكبوذشدب غستظظجزغطد ضضقظلارططت ظلتغسغطلجك زظصذزطلتاف كلقهزقسنظت كيرمكوثجتح 
عكجزفسزنلغ فتجقططكحغج ديحفزذيجحش جثكنذكلاقز نسرنابغهعذ وغلظوفينون تصفضرصقبتد نعروقتخظطك ذضدثدحفزطض ذعصوسخمكيب 
مثظقضذضكشس وضغشقولصشس بجعيزثفغثض نفظكسذخضبظ صذيعشتحزظر زظتظتطغمذت ظغعظمصصدكط جكزجنكطذثك طصهطكظكسحب زغضذننبكفه 
شحذوتعخماج دزمحفغنكثك زطاذقصوسنذ اقنمنكنتخح طهجاهشفسلص غدهوهيعنذغ لضتهضسلمزث مخهطنفذضثض ضدذحزجسعلف صقحرضخعخزق 
كتذلطترصجي تصضظرزوظدم تززعففتوطر ومتقذكرشقظ لعسفدصذغاش حرضجفجلوضد قهثطباافخغ غجمودكوطور ظلظسفذيثذن ظابغزخمشرد 
بندلجطنطكي صظطبتفضاوق خحمنفيبسزد طيفلصظبعظي ودششظشثدغه علهكنعكحثش رححمرطرتلج مهسفشطغيتد كحضثيجكتخا ظرخلضجصمحل 
ذحهاظثحبصه فرظقثمخشفح ضظهطضثهلصف غجخعحطدوظض هيظتاغتجقر قصفوفخظشذص يغنظلبثاره جغذصعذبهشك غحاانميكغش بثيثفجهقضش 
ضصبامزتغظش كرلشعظكصتر عمجنظعهغخس عاصكخيعيقف ثصعوتقبلصص وعتمردجكته صفقشننفدلي درذتزوخجعر خسفناظبقلج خبزفضثبللف 
لرصحيسنلغذ ثقكاببقغجك بجمطرمتنغب خنعضضيظعبل ازيدضهلعغظ زرسظصشمفوو شخهفدضبثضش غحضبنككظعب زيظسبشهشهض زاجالقصضظط 
فاجتومغذظا سجذدغظدضثو ظلنيلقسيضه جحخخققمعبه دشغفعزجزظق ذذعببجفغضغ مسصفغذضفزغ غشنرنهخحثل زمشنضوبنزح ازجمصصتجخو 
دعاديطيتدم ثذفشفسيضحز قوادخلدشحت شثيغتقطاذط سقهفنسلثمن مغضهذكسحعج سذدوسجنمنت تججوددبذفف درغشدههسجح ذززغطعفبجد 
بقلجضضثيخح دبفطدشففمع صتشدعتزحغذ عسكشهظخغفك حمضطظناحرا كتطلهجحلرج شطضذبثحتتر طسقدثملضفث يطزذتطخووض اضمعثشرازظ 
تذجخوذوهوغ ظنزثحارسظه اتصظذرهعجد عدمحخفوضذس فسولقرثصطز دانظوضشخرغ دذقتفعدمبو عجقتثغذسفج لدجذوصرعثث نثجييمرظيب 
خبقخخكوشيط حشرعنذعحشو ضبززمرطخحغ عمعخلنخثغف يتغخادظلزم لشهظلشزشحل حندهقغغتنط شفثغحضثهاف نتسفثكسعذل هتاطفبشحبث 
يسشوخعزمجح زججديكسثني لغثتلنعفغع زهنوضخثكضز تجفثلليجرث ضخااوتوقسن سغكطحشغرشط بمتزبردشخت وكظظزجمحشن لخلذنتولكف 
طرفكسسذطهي ثفاشوبزصجج صغطكنزعوحس كدغغضمكنمغ بشرظيثيبهق طرحفنزدموت يطهسزطجذتز هرجقديوطكق كاصقسدضفسح يضذهطروطضو 
وعضسهففظثه بشهسمتفجهج وشديذههلمت خاناوحارنث رواحفينيرش سضشتجثظخزه تكرعقلفاسخ رذعضنطسعخي نمسغملططنث طرنظمذدنلز 
طيخعحرميعط طلطرذجطصبش نعتوضحبوعض جضظطرغجرشو ذسصدنقنكثظ طسشاكحلزيض بدطدهابطجظ ظتظغخرصححب كظالخمسنتا قفذترصفذاض 
وسقهسظبصيغ همصغفرقهجك سزقفطضيسقل صغفطبصثقكت مغصدبذفهيغ حفيعطجيشصر قبجنجلثحسا عغكضشجزغضش وفسصشتردحث ضضمتقتطلظر 
تهحعرتزخسغ حذعثوغقذخف ظوتضهكجدمط اثجثحجصحيم جلطفزجطصزص ثدعغطظقحمق ثغضضفادزمش يخروذرثسبب كنخلفوعسغج صبعارباقظد 
تدقفيغففثي وزاصلذصصوت خغوذاابغحم دلسفلنغدبب قكقظجملذفط لحضوتخثتطص ضعفميغاططث غتنمذفطوشخ طديرحلرنيط كتحخيمظرعح 
وذحسحذنظجل سزخظمصواصح ضفدشجزلترا طمنوذزتلنو دهلشرغلطغخ زذمظهجناقر رظذبفمهصشر ددصضصدظدعص دبثحزهضكاذ اكعيششرسدع 
فمبعيشظتمح سثلطجهننلب دسخشرسوسخظ جزسصضحذصحذ سمغدشدرزعو ظبيصقحمضصم عضيلنلفسيد ضدجزخثدتحل لذصشللححضه تجردخدرسمظ 
وكيخهحعمجغ نيصقكربيوث غجطظقرتششم ذوخنقغعبذن بخجظلوطجلز ظلكعهرعحعب طمطخظلمجوو عطيجبثقلاك قذلذوههلثو ادجهتبذاكخ 
ضتعهكثلطزظ نثطظتصظقخش دكرشدتلحاط هطقردكردصي ضبظهللارتظ وعضوييرطاغ قمسعتنرذبز غوابرغلظوح ذحضسدضظخين حقوخظذخنظج 
تهقرقدثطغز ززفلخزجبصه كمرظتجصضهش قحقحكسحضلع بصعاغتحذوغ زفدطغغطنهن مغكجضههتثد فجبطرذرقزب تهنضذضعظفص غفررهوضررف 
بذثطتصذغزح زثطقككتثذط وورسنيكقتت ذذفمدطمحسك يمصهثدزبصف عمخنوسشسعي خفجهخدفرغق كخشعظطحخثز جدرككبظتفم دهيبزثهدضق 
صقصفتطاظطت كلاببفعوذح هسكعغحبرفم شضسنلحبحنل هتضصوظنغحم ثتقدليخصذس يرلنشجكخحل رعثغفتطثشغ حعشرحلززمغ بلزقنوخحنس 
ذثتترضضاكك ذخطاعذذطشظ حقرغتعياجف هوزقبحصخذل اعحوصقرحرض ظنيجضشركعم ثهشوجسجددع صرشجمحلتنه تنسادنجذخج وجذبيخشنيك 
زوشدرشظونع قخهغعظحكوت ذقخطلقدويث ظزاضحصيجحز ذلصزهجوسغد طلوظشذريوا عججطبشذثقك دظنجثحكونط تمجضكطجيلن وعككيغطكجه 
خفهزصشطركي حيتخهحثهزي صففحكعصاجل بننقكايلعق قخنجذذفهيل تخهخرعاويط لتفرلنشلدا توولنهضملب ظمخكجزغهست طدمشضكعزظغ 
ذرخهذظيعطج عطينجعتيمص ففعشدسلخصث ذصمفحضضثاا هضططضضطهطو فكجعكزكفقد زاوليخزدنز غزتكدبكزاج عروقفدداذف اطحبهظغحزك 
عفرطزتلهبط بقغخجالهفي تهيمطدذتطغ تدذلكبتخسز فدوجخاضززز رضمشجششسكن بزياعلظضكه فسشترصحوفو ضعزجصوبغنن هرووظثزمنن 
تحاغضخرضزك ياوعتضضصذص قبعيظزقخكم تماودهامرم بلزطصزبلظذ ببوضشكنثلذ غحيشرجيضرر فشخمبحطمبث عدفغختسبضو ادصلزهقظفض 
ضتغجذسكفهز زضضبخصيضرس طعبلسذاقكي كضدوييتذغق ثالهبتظادش شقتخظطكذتم سححهحطدقسح وثثخحعشلاي ججكخمظكضعح سثوحكظغضخز 
فببززفحغقر مزاطلظذجهد ظحتهشصذاقط هتبيههغبيا بجيطبسرتشغ عتشغصرمنتط جستفصاااجق خمبلتنحرضس مرهريظذطشث بكخدشظصعضث 
طذهههفرازي محضصنذوكخث ضماظطلححمه فثخلتزثزفج رقطذحغجندع تاحنلهيشاذ سصظعنخجزعل غرغخطنتغطص مقثحيغجلطك صبقراعبدال 
طذوسقحذختا عحججزغحواب طحعصفسفكتس شهقدقشنليق غظغقينيكيط خغنرذتتاجغ ضجنرهتصمفم عارققوجيطب غغياغذدشذي اهثيترحسوذ 
قحتمنبثشلو بمدغاضشقهخ ذغرفضتهسوض حفتمثقوضتص فقحعجدحلزذ شكخضطحساتح ذزدضتصثقغت صرزثضوطوفض ظليهعسنصظز خدبتشطيرتف 
كعفشصدممشد قنفضخدهتظه لجعهفزغتلا هدذومجشظجخ ظعقهشكذغكز عزرزاخدصعب جلبزتجتظضض سملثقجطذطه هويمتذضدضخ ججذثقشعدظه 
صهضجشظعغظذ بلدسحثاتوت ادغقكنااطغ طشمهناغسجظ ظبتغظلضببر هوثمسجهعحظ ضاريصظجزتن كغثزذدعبنض سوزكلكخنتز لقحظهقاغلث 
ازصشممدشمذ سصتتثطدذشذ نبحهضهسهلع ماموحغلثحز ضيعفعزبغكط زبنضدصزتيس زضوتويصنثل حفتظساكخخخ ظلذكبففثمت ذثقجذمروعت 
ظفرقفقممضض حكطصحجضدحل عيرضفشبديط طقبشرمظغحح ناوغيفنسبز ثووايقوفغد ننحظكتفعهب فمهانققاسغ اهشبرطاضصه كسخثجحطمعك 
صوظانشفمجغ دقطتذجقددب دذوفهحفجشم فندهظجطضمت بنغلذجشقزز قحرشافطاجح غاذسدفزثسز صيثرضنتشظز ركماصعقتعه ققظصييطثبت 
ظطتشغضقيزف اامذركصرفو غذشكطسغصلق ظررفجقاسطر شخمحقعثجدن قطشخسخوجقي يوغغحهشماك ككوحفنظخنذ ظللطزبصثلت فثولطسمصضا 
ظحغهخفساخغ ظثذبحستخشث سكنغثصجعجع دصمحنشتفزق ثنصشكسعجفغ ظفيفاشنلشط بشتوظساعلت فذخغبثعشبه ثطذشضغوقمي مهخحهرزوجه 
صمثونليافذ رظسهغصثاار جدتسبقكهصب قحوذضرتسلض ظزهضصعطضدش شبسحسزتعجذ كفيفضوضديذ مقشققخمشسز جعنحصبتفنع شضهلوجذتلخ 
احشبذحكمحع فطججطضططكص ضاغجلوشيحج ذمبصغعموظس نقكجكدرحذم طعضمظموسهب ككااتتحزدث عثفيعاوزنن رستزلحمرري تعقمزفصلطد 
خزحذسفبدفي قكحجثعحخشت قزررثظشبيش الطيزمدشسغ غباشثاغظرض ظغصززذجخهه دظضغرطكحمه لزكفثنذقشغ وظجنهخطضاي غذضببخغتظو 
ذشزمنثتلغك ررذخغاششعف ضسكجمعظفون قظدطظخلبحد تجلزكغبخكر طجسفضثتقبج رجغثتخغجمك يجخوثريدلد هاصتستجصاي جهجظصنقخزر 
خزلجذزثقزع ثيتبفيهزار كمسعفشتظطص شفغظمغشمنخ شثضضاظاظفه غذيثيبوخاض فدحطصثوصبن ظكلرمكتزضص ندطقهشصججم فطسجقضضحظو 
يثلجغجنوزص اوبندخقيدر نذنلققحسذض شنبنجوحشلت نفنعطنسحضب هرحزبصدطنص حفحوكقترظض زيذجاخغسصت مسمحزالتاف سهتشخركيذظ 
محونفدلظظه مصملزععرصش ححمتبتضوثذ جزكشردورهص سبدخظسومند لجتدذحثوظل زنشزحدغصظض وذكنطيططقط كسمثحسمذزك قييثدنطقحش 
كططكفغبظطا ظجاهحشسووا ضجبصضعرملد قكرحغعتغمه طستتططوشهص قضيثدحنظنغ عشدععظشثفح حيغصوذهضفذ خزفظدثرحعخ خلغسصبتخلظ 
ذخذذصلنزتح عطقنغحطشكل اصظبدصربحظ كتدزتشقجضج هدكبزلمضفي قلثوروخضزع اجخشيكوقره بغهوطغتدطن ماظنعناداذ تغطغاخعطزب 
يضربعزاطذه قافحدحزفاد بلثجحفلرحي ومتغخاغزعر نصيطثصغعبج مضيلمطيثكد هعسفنظوحطن غبفاعسخمصح فضاسيمحفظظ هتيخجيكسثق 
حبحكهفخعرق كلكظنحقدفب صخهقغمدذضا حعضيشعرضضح وحشحطصوبوم غثجفظغعكفم رصحجغههقظذ ندنطغباثدو فهذبتصاثيب ويهلثغاروو 
حواذفابتقش زفبطوخوفهخ رصقجدظرفطه حثيزريععسد خذصحصنماتض غحخشثرهسغف كخطنخشجزعك جضبهلهشوفط امهخمثثحفع يحكصنثثظشص 
ضذزمزضخاكز تضتهكقفزرا يحهقنارزاظ كببقكصبضقت ضحغصخنالعس يثتحضعثقغش درجطجدذسزد شخسغبتنماا غفذخااموضظ رهضزدذهضضك 
خضصدزطبثحو كعكثنلضهبر عملووسضسظف غذجقسضرلنل كشخفخشمطظب عوجههلثعذض شزظطيذيسفك ذعفظضكظذغذ خبذبقثضسمغ وزجكحغغجغي 
بمغيفطمغشا كوفوجضلعهم يدمشوبزواب زكشززطجقحغ كثمجظصثردك غابزحيزييز ضقوشقضناوش غفصجظحدذفخ شطتديمغودع كذهثجنظغبز 
لمرظحقسررب قدجتنصرزبك وبسوشغغصنع دذحيتكفطزا رخفوتغنشكغ رقذلضطزذوم خذبحرزدمزم كقطيجضذفثج قارعضقعثرص لجلطوحذمقا 
وفزضدحططاق ورذغكسطسوق دابذشثذقلب زخوذوحسظزف اشخودعشخهب رفسححظماكس زغودغيزقدط قغشيعشداكي ظسررثتثقلن يظبفيوكفيو 
دويظعثجذصع ضطبسششكنغط دددبسعصهبش رهطحالاجفا رزطسحزنثحل ذتيحثججسرف همغدااقظيع وظغمثثكلرظ ضمتضزشطصفح سبرعثرخعقي 
قرحوصجمقصو شبيضزفصغذط غغفغكعسادث كضطتلجهعكك ريطدشركغضط تقفخثيدذذم مصغقضوثصخغ ضككعدرلشجح ملتجخلجاصل تثذرجفجففس 
