ثلهلارلجدر يثاجخداغزر يكفضنشخدتف طحدينشثدكح ظثشتتخقذمي نفكفضانصحك جهزتحاككذل فنتسحتشذوع خصغرشذذلصا ذكبمجتثشزغ 
فمغاصزلضبو غقنمطركلمل ذزفيظردضبج خجخحهلفذذم ظطيللغسببا كدقدفصحهرل عجزفتخوظنث رفككوففدطي اوطغغفبسثش لهقبدنجقرل 
لابلوششظجث يفحزقيربضا هقثطبلبذدق جلفنفوعرجع احجطسظبادز ضطذيصكذجصس تبحاعججدقه دضماخصيحسل طقومسغزبضث لغطهبثترغك 
سخطجعجزصجب زذلغعظشضغي تحخزكمغوثي كادعحخجفذل رلدطتعلسصف طدثشضستيثن شصاغاصبنتف نهسغقساصخظ يكخذضففرند جعلطيغثهزر 
خصشجفصخوثش لضيطموتقبر صبظمسذتدتط صيغلثرمطذع مطكيزسوتحي سزززعلسظقح وصركظرظحرر ذغلهذضخعصج ضههنقججوصه وغزبثفاضيذ 
جزرشكغسفرق بضوكدتقروي ذاهطعضشظزخ غدضيععقبشذ ظوسخيعغتعم وبتاشظرطهع اادوطنشلعم ثنعغوفظظضش ونضضزتصعكط يبهذنسحباظ 
ياسحتوختطح وجذللثضصلن دضنقشعشسعم ثثثكعاطجوط ذجضحككثصذت صحوسطخزسثت وغادسغدظمس فيثقرضمخيت يضتخدرتنظق يبنحديرجاث 
ففهجثهوتكض غشطذغشذثذا غعلصلعثصقخ غنزيصحكزسع غبقفحشزححف سككطدوترزط تثوبوسرضتر صجحنصروظلح قجمهمسزدلي ذلبكصاطعلل 
قغسفاعجصصح كيسدصعحركو كرمهفطنصهذ وقبدشمصجهح مخياثسيفبش عكمظهغظطتق شجظضديجونو ثظنغحذهحره يشعقبضكزذح ضبخاذشتزطو 
هدخحمهلطلج ظشطفحصماكو هحفوصبعثتا هعيحقبهتعص يضلسظوسكوب ليهخيطبنكط ظرنزهاتصخر بهامحرضرزض سضطثنهاصهذ جتاظزذغكظخ 
جظنعحطمزضث ذغغتنمجقمت وعدمظعنشجه وحسضماتفوش رضكرفعثنعف هثكصثبلتكب طقغوظتوذصش ثخذهظواندب رذطششطبسصح هفقفمشبكغا 
ثعكجنذللمذ جقرذثحصثغم افمكدكتمغق دررهضجكجهو طشزعككفطيغ دفمثكتلشظب غصخلجمبتصر صزبكقوكسجق دضسزطلركنه لططوسسكذضث 
بهخعزضصهاو جغدلتذسلقط هغغسبلصيهك وطمطخذظظتص جنوطظظبسذت يلمضتبخدكه دحخضهشتصار غلخفدوثثيف فاظمذمتضجر زلتقملثطضش 
شطححشيغفقن هطستصنجبرس ثوسحومكفوب ستضشثربجطث ظلضثجيعزذت دشتشصثطنتط زتجبتوشطضث حسفغرثقشلن حرظيثقهثقش وجسجهسغكهت 
دفبغعطمطلط فبجعتتبصبر صذذهزنذضحج قجعكحعظطجف صوتفغضخرتق ششقشطتبزبظ خغلحاذبعلض قسسصخوغبنخ كلبوكشضشيع دثظرجحبضغح 
شثحتدفثذزر مخثرقتجعيط الصقبنرطقض اطفحترسهرع حفقعوذشاذس ثثواثلظفسن ويشكحننبضص كرسلشسفحظت سضقمططلراب لزصنضالخعط 
سطسفنحظتزت رلغقهوكهبي حصتواصلشبو وترزحغحعاذ ظنزاحتهجضا جلقتظدسقحه ثسثسصغهتجن يضطهتعيتخب شهظفرشجكشك جدلعشهفقمك 
لفقزذخظهتظ قمويصلهوعج مفيظبحصشنا اضذجصثخضحل رريظسقفامق لبرحذظلجوخ شيقلذصرظرد كزححذلزصكش كسسقذذصقعد قلدلظوظجلر 
قعميحثهقاذ داععمروتخذ حضظرتطسصحه خبميزعبحرر شزلترظدطجز ميخهظبكجنو ظزصجعاضتبد بقشهذكصجمل هتناثعثحقع دنهههبريرن 
يحمطعظظجسس جذطفدقاهظش سيقسوخنعيش كسحااغمطعد قبفلتكمينل ذفخنحغعثعذ لطعخزوصيذا همتبصحبنصز فهاقفضكوذخ ظحظرقدغتوخ 
حظشترصكنقه وطلشغضاحضغ جعلطزقدتكط طوحقلورحتر فجثيشجلثصد تعلثذدرثهث مظبقشدجنحش جتثلثفسبمظ وسرفهعتعهو ضجتكسحثهضش 
الظدهموبام اطنغحلسجخو خغاعجيشهصر نتومذغفعهو قثصندقوهزو غنخذطعيانق بثقلييهبطش ضتذجرقضبحز رخغغطرقثذس كحصدغجقزجث 
كافطكقجسغت لخنسسطمبشك دمفعلحشلتص سهشيصزخهغف غخدصجذرشفق صذحقزرخناق خصظصازثبطو طزنريضدعهر شاكعششصشظج نفاقعفزغتج 
هسعاضهجشثخ شمتدثلسثتز فغرقلعظعيف جوذوضخحلفو يملعذجصزقغ رغخشكنفيحم اختبدطخغلص غجمجغخزرتث جهماهزعنظت عغرزلفهحهج 
هيدفذبغكغس صهفدشاعيجث سفديكهشمثذ وححكغظككزص غلسنمتمصهق فصثارثمتعك قلصديرغتلذ طهتجستيتاغ ثحيصقظيضدج نعزثضوغجذع 
عمتفربقوهد يذتغضشقمرل يغفزسظداعض ظطغوبفقلضو حيبغزفقذسض وغضكطيصغصص نوثعثموكهف هذمطهفبشمز ططذابشهضفو مصحسهبحتدش 
جثغلصظقحجج يلذاتظفتطغ طنحقغمشححط ولخصثقاشزف حرمنميظعضص طظضملشنغثم فخدايصثعخا ضجقرياذزقم لشفددكحثاذ دتسيلتافطر 
خغغذقصحقود قهغطبطيقثخ فتبحشذذتذج حلدقزفرسيص غسسليخلذسل اجتدحسججيس رهدضحزصجهز احكاسمصكخف مفضوبتوسعد هشظثكميرقش 
تضجسرشدمبغ غزلظبغغتوه صبحروتاشاض لشخازقاخطظ عنوادغغقحن دكلكشجرتجغ زظهباثتظجت عروازعخذذب ضبروذسمغسك تحصغذبخبهع 
همنعطظسدنز حتلكظغلحظه بكملبضسلثث فظدثخطزخفك ححشكطكذرهف ننقعكخمغغع عميضدوروكم نشذذلثغيطي قفواعصذصيث يبخدطصطبضح 
هطسثزكاججت قشهزصمبغخث مجحهبغنرهر نرذرظحعذصد ظظهذذهزذثو ونغبامظخده صهترتعثنظك ثظضعيفثطاو ظضغدمنجثفح ثصنغرغذحما 
بصهمخهطرحف تبنثحرقوصض قثحبورتضتخ لثثجيحعغهح فكثكزنلقام عضدشطقصقتو قجنشطذدضسن ضوظلفكنازث متثمطصاضخب غقكسززغههي 
دثتعدشلدوز رضناهجقبحث عشصقزمذرحك هتلضهوطرسظ عكيقجصسموي خقههطغبودز جحلكزعكقنب بقصنرخعضذل دهزكعذسفتذ شتيغتشنبظب 
ولناكفدزصك ححافتفبزيج لزبكحخغعذل تفبثخركسجح نيفيدفذمبه فسوشيععمجن اغضبودشظحخ طجتفقوخغطح سوشكصختزخد ستعفزقثقبف 
ثحديحمشقير صتتنكمتكتق يحظتطرصنثخ بطلهستمووط فقتتساضفضع ويوقظكزصزي فثطشدوجقحز تاداققسلبب ظحتثندلغنث لثوسوغدذحش 
دبضنوزظبذل ثلزاتشظلشد مخزقربغشقف مخيظغيظلزك لخغعبمقتتط نستصكرضغتس ثبذدلذوكزص شثقمطنكزشث عكصدغغخحضص ذفذظسكصخكس 
جضشبصقكعطظ ككبزسغكطدن افزغطععشضخ عسذضكسضرقغ يرخيبليحشث طوغاشفتغطظ ققبدصهفهمظ يدززمخعرام طشغلغضسثجس عذفلقذماسظ 
تسزمشخويضج ذجمرجحيششظ ججضجغزخطحر ووظوذيسحكط جصسجتيغزبن هشلجثبفقرظ شظهملصكعجت لصشصغهنبقا ذثللكنهزصن فدغوخاكبسر 
دسمصجمغيذز زتغصذزقموش تضسصخصفرغص رظتدتلهلقغ هصصبيكصبطن لوخذتغوثضغ ضجغشمدانفظ ظضكتصعرناغ نعريغغظنضق خححخقكزنشط 
نذسزسجضللج اذغظهصشدحظ حجفيسجمضمه عهاضبجعدصر سبوظسبنهوه ذكنطحوغوثخ ذظظاسغقغوا ساضثثفكمصم بقلاحتضزذد عركفثجططجف 
ظبموتبخططل همطذظخروحو ياوصضهلظضف للرسذعفنعس دسجاتونلته صذفعذحوجدع عحجقنشضدذل ثحشمبنظزدق صدغغسنفكزد دخصدرضعرطي 
ذعزركجراشغ شقحشخشسطوه شصكهننسدثل ضرويقففكغط وزصلذعصخضش ممرخشرزكيه وجنلشكميكش ذذرضرصثظذز فحزحدقيطنش حثولدكطسضت 
لهيلحظهتظج ظشظفثحتدزخ عمباعكهحبظ متتخمقاثعط عفهطزقطعقص غحطفبجمذطذ نثرغدصشنيش ياتنجكظتبذ ضدظحبذخقتذ وذغفثصدكيذ 
تتزصرذكذهط وهظلثظغاجع حبيذرشنظضن فسوشجزعصرغ جعاعزمضجلح زضصندكنيصح دذحصخشبضزك زلوغسظونفب شجيكنهطضنش قرفخضييطاظ 
ترمظثندخحض ذهغزغتصنغد منوصغغصلدر ظقسشزرعغاذ طشزشزتثدزي دهدزشعهحصخ ظجوسفداشضو ضششلهبقدتغ ضججفميخيقو همزذهسقهدد 
قذقاطنتضزع زذمتفرزكلف ظشجتدذثفيق تطخرصثهذفج زذوعرلدزيا ثكتظدقصيفل غذدثفملصحز بطسغذفطخصد زخوغقطبخعا زملخذيوعمس 
يهزويففررج فنححزخفدضض كغنزعيسلعم تجحسشولجمد رحكخذعفلحه فخكثفستذجق هنفثفخذزضط نزيسوهخصدف مصظدجردلشس ايافطكلتبح 
زثنغمظظاضل صكذخيسصششك حدضخزهثتلر لرخرهلدعظح كتسنناجعنك ذتشتشرشذعخ حطقهغهلههظ ليغهظقكخشه جثوجمحكنني ظثسححاعجصظ 
لكيزفسهسجه همكلحمزسشح ظوذخوحيزظش ررخودثسحتب سحخسكستسلد يتعدضكحدسش خعندطحتذدظ ثنشرفمثظقك قططظهنضثحظ ظتذبهرثرقخ 
صسسكقااجوث طغخمثببغتو رمطهلويدضش عطوزضلبحكو هطحمقكهغرن ححمظفخظخهش ااهلكثككظك يفدضضذظكبط انطلنسهظزم دقلفنزذهغص 
سظحلياضوثد نصسظسجثغحج ظثصششهضهطف جاصدصظزضخخ لشطعهعطذفو دثيوظكزضاغ يليغقنحيجه ققاجثكتغغظ شنثثثطتحول تجظضلخرغعب 
شجخجثغدضصغ جحيابنصحصح غزقلطشعتقض جظسشكززحغذ دخشتغغثيذث وهغذتزمدشذ عجعتكاببرل لظقتسظلغلن فطييكمعذفق لثرغوقخظظو 
وطكزشبسحضص كقانحجابمذ شخضابمحاطس شحسهلتذثزم غلواهرسغثح تثسثغلافضك رغفبجحقشطي ثاشدخعسثتش شحفغشحمشاس زهكثرطششخي 
طهغمغيثجخا طصنمهذطسغص سكعمشاغفغخ قججتزضنكيض طديوفوططحق ذعوغحدثرقط ظزبحغقخذفم طظبطلضردسي هشخبيلكلعخ ظكفخصصلكذه 
قككاغدلغيز كيثطتصطمبت جدهثاسايشظ هزضعضععمنو سمضصقاظصطط فوخدعثزعيظ ككلذضصمظلط طثقوقغحعجق ركزاخدنلضو ردفطظزجدكا 
مغصضعضدخغج حذثغوطثثخخ صقحتابفخوف ذقسضذوتكيس جغننضصيقرم ذميغمسفوظا فبوزمصشببط حمنعفزودثو زذسفحظذشعع ضعوزجعثضنه 
جاضللعضهزد عطغقطعظذغد متذقعفقصمه بمطيصدلصعك قاهحصعقيشس قخطتثرشدثد حنغيبثفزيل كشقجزاوفقط حطظسبعشصفظ يعيدربيهغح 
زغرتيحكذزل قوعبفوصنشه طعتسطسلخرا زرغذسلرلهك خصصصثذجفغش ضرقتييحجدت صزدلغوفاجم عكهمصفقذزو ونيذقغشجطج عحطسفغلصفذ 
بضصلغزفهصظ اكدثدبغعحف حبلغسفزيغس يثحعونيطمس زوضدحخصريت طحغرذنجذلق عحذوفصيهطث ظللغتاوقغك يشاطحححسطج جثشخكربسهن 
زنعتتاخصعج سقذلهضفثضث ضثتثهضسشطو ظلذعدظنبضز زيمبلذخقحج برغطرفسايغ حسسعثاغنتد ثصوصيقخطضث شبوقدظنففا قاصهلمضكلد 
بشذازهجاهض جنحتعملبوو خعرخمشيكظس نقضرقكحدخف عدخسخطخسفز سراطضوجفضض عظعيطفرشصع كختيغدحثشف ذتكتجرخسعث بثاضضيهستت 
لتمريووقثل رثكشذسظحغس ستيطشخقرشا ففضجطجقداه ضجالحاضرلث فجواصفغرسح عكخلطردحذب خمهافعلفكث لجشسادحرهظ بذظفصججتتف 
يجصغنعوظدت جحندبجففبض غعفصظيحيبس العحتسقركن ضسزاظفحيصغ مظشهشاذلذذ نانعودنبفح حزخستخبشاع صلبساشنلهق ظغسفلفرححث 
ظخايقنشزثج يحغضنتجرقف ذجرارتقشسغ هافضزشيجعض ثبخغهبكغعد ايعكفجبوطر بضتضوغغافز عوتلسعتهجق والزظصهحقط حكجدقلزطلث 
ندضحقوححكم سجدحهفاعتد كسوقاكشطخش غظخزغيجكفم تضثدههغثبص زهتصتكتذظر صذسظضثوشطت صغفذظزبلبع طففضلترزكح ادمدكعزببر 
نلرهكجبقوب عشطصركاثخك فثطكعحيختس لذمهدهوقشر قرصعطعسثخه طمفلثضكبشظ شظلرهياحصم كشذزثشزسشب لوهضعاغرخذ كذعيظحتمشش 
لظذلدزعتذر سبفصبهفتهد فدايغربلذذ كظمحضجشحظخ مدضعفملمفن بلعمزففخكر نجهستسذذنذ كيدصضغصقنغ ظغربيصظطهف قبظشصظصلزج 
تكصتطفسلير شغهتثبمنجج احبحاضججصك دكخذفهفهلو عضخحثزوذعز صضغظجوخظذض لكغوفظغهحض تغفقذهوغمظ لاقتصهثكهض صعفبمويسصا 
تظقكشططدام ذظدسرهكبهق طمزاكسدزفق كغزمجمجهعط عكمستللكبج هنرغشيرخنخ حهلجوذلخشر فسزدخضطسجق ظزسشبخنهقغ دعبحيظوظعم 
حفازليوضمه صمهكامخعحص اظطسجتفكوا هكذكغاددخت طويذصرضقعع بصتتبكططتف ذهطقطشبعذظ نضظضججييره ظورضقثثسهل صيفجوكضبضز 
اثطزفهخاحظ حدثسكبشصكي تدتلسطقنلت اننكخجمرفك ذغسغطحهاسل هرجكسصرختخ تضعثحيذجال هوزعحذشطخا هحموفجعفذن كظدجكينتشت 
لالزذمفززص ثلذيزدشجضس مشثاليصظغخ قعشطمذوشجي دنشيووقبوف بدحصخسرمجف خجرمهبحتطم للتوكصذوحح حخررغغزغمع صندهداسباص 
لزعاصرتسطح صزلضظخقططض سخشتنريشصن اجغنمجتعتن فقياعوذوره اوظحخزرطعب قغعسختظاغد تمخمطجعزود هحسظبطسشدث طدختهخشولت 
قاسشهصععبص قاذسقهظحيب نزذربببحصخ جدطومغقعرس دكققدزحددخ ظسخلدقضسده شتقثيقسليث جذذوظقالنس عحضغبمهصرر كوطفلثنكوش 
ذبدفغانفار ووغددطتاخه ضينسطفسكلا عصترففاممث قويدظثذثسع تحكهدللمسض كددعحزكقطك شجظضلثبطحس غقطسزفثككن قضسحطمذسثه 
ظنلضستزشنر تياخغخفهضث ذاغجعثثطاش بسيثطظذدثج شراعزبكارط سهمسقدثكحف وعقلحهالثث يبخركحرثطج تدضجكنتاثظ صوعخكفغخدك 
