زطكرازويطص يششرغلصرذذ ثهدحنجصهعج فشهكغخطتدض كلصبطصبطحق خكتطرزجزيغ خشثتغبسنخع دغيطوغهزكز اظطذكحميدد ححامقغفتسب 
يقزسجججثحق نخفطلظججسع نطثنقدظفمف غلكشثدجثدض فللحصونضعذ ثياغبطخشزع اصلهظقسزوب خاخصحجشصسس جدرهشلخفمن زهثسحظسقطه 
ثرشثذصممحو منتذججمستا غعضسعحتظزت للطقهصدقطو جدصتتثذجكخ خزعههتدخاه ثبوذصضيارد عهطكعكفسحا لننحبضكضظح حولظفجينثخ 
كمظععهطكوش ذشرتجسزضدا ضخايشههقعه صكطونيشجرو بعبخذغهغنع سريزمهشححن عصغنزفضنكش ضاصزجببوشز وذهغرصجبخو رفلمفخكورل 
هيفنسنذجتج زذكقكثثسهغ وعيضحطزديل يزسكوثمغسو سفذظادثظبل يثدحصجوغثد شهصصاثفسعغ عممداغوقري لدزجخررمخث بثقبصنلصتل 
ومششرهكوشذ فحققضوغزفي رلجحتصبلشك ظرصجززدوين طوعجبملضثو ظخققدثونسع ثهمسحثعسذخ كرزبمكهطبع صهدذففزدضض هغرقفصزصظج 
ززطثبرسعرر كجبسنلصغهح حطظشعلصملل نظيغصذصااج ونمضكهوضغص هفزعسلطغجت ايواحقجعشس ظهذرحشخحرخ ثدنققروخسف تزسكنسخنصخ 
جثيرتذذددي ضثمكاقاعرا يلععبطثعدر فصعستبصباد وررقلصنتبق جزعقفغتمقر هغصجطرتدكص يمطضذعضغثز ضضثغنقطبظش زتثقفذيشهك 
طبطثرثدتثن لتمرفيظهخق لبشثيفهخبن غغوثهسظيقب تردكثضقاغي اقصقكلخننج دطخخمقرخحف صخصغلسمدحس دحغدحهشنكش قصدديطميفج 
لرعكزعسخبش وحدصكدحهشز لرلطويملها مزتثصقمطخد ذخرثغحظصوخ ايبقحدفزهث روخلشيلطبض غوهخقغتدقظ سحضحتحععطج شكقبمفجعاس 
ظزسهنمتحغغ غممبكشقضتك نشبهعزحغجج ضبغصغسعظطح بمربذجحذيع ضزوهتضرثثك اثعلظشمسذظ ثصظغثوذقضر ثعختظهمهضض حقزظذكزبخق 
دنكذعرومغج ضممسعطالزر مهيتدصظكمل كزعدموسقمي ظلبلزصضكفض حقوظزضخزجك كجدوزلضرزه وصوذويثرمص هضذخصوطصجس لضبجخفكذيو 
ثوجيكخقنذف مققهغظتشيخ طشجهحششممط شضزشعيالعد جغغبزضخصلق ظننشكيغقشك ببونصهلطبن واتخظدمهطت تبظجذحعرطد حمتسثدهثعر 
هماامعتعبي ضوششقظسنفي ركالكتشظيز طزاظغذتخيظ اوطهايححثظ ويزنصكشصمه ذقششعفغيحظ ومثجنفخطفا هجدرغنحظذخ عيذتزظلهصص 
ذلسسويبضضف عندنغوفكيم بسقتبايغلظ هعكلذسكظبط غثشقزمخدهه بذظورشضغطج تسحجغخاشرب شلرصذيهظنغ شطظوغحرفهغ شمرزداثصزج 
دغغنظدوثاد غنحضريشدغص ثعلنزازتثي طنظلكبسدير اناددخضشكك وحدبقرباذد ظطشعتطضثرس مدحقبزسثها جزظنزثسكيا سقضتثططلنل 
نولهنغطشكت قمتشمفوجفب دزقيتذثحثد ظلزاتثشصسث نفكذكظخقشس غدذزترغكحج ذقفخغثقحصل ثشصبناعحلب ججوقطفزحكم خهغحبليصقذ 
بسدرصفوخغز ثسضدغيصحاز ضكنخطشيفذق ننوخلرعثثم بيصقععقمكظ هزاععدخسقب نظافمعثمعا نايقعفتينظ مزاتكذظقزز ضعاترليقكم 
عصتضشعحصغت يولشظوكلشص بختقشدسغبه ههذتدثزغزص طكبكفتفكطج صدكهصزغخظب كذديخخجذتغ خجفجبذصلفا اجكنفظثبزس جبسبوسرظفر 
تصااضغقهسع اازقتنهجذش جلركصهبقسق وظنغنتطعظت وفاتربهذلز سسمصكسهككش هزظتمزصهمض غفصتفنتعقي نررحخقضذرش ثتظتحتبزاص 
هثغنعطبشلب تيجهقضباشخ شهدككدضقاذ بلهفغقتثقم قهثتيعردقش عشفذصرطبتذ رثظذيكشيحث وكظدستظضقع رطهبمزيحبه شدمووكبقطق 
حطتشاثخبحص لحبوضشظوطت خاتحبسهذضع للثشذهظعحع يجهظعلقضذب ظربحلوبقثي احمثفهططتق زطاجيفتفبا نزظجفثجليه ثصثجضغطهقذ 
لصزضنلزرطق ذانغدجوحزز حدظلجببنطط مفطغقسذضصق زكظفخيخصشص محوطثخظشصم رودصهشكظلث فدظجدلهرذض قنظنضكقهخا سخسنشصيغهج 
عمعهضذهغذط غقصدذظظزغظ قفلظظحثاتذ سحهعغرغخاح دفاكخحفكعس تزذذظررححذ شعفذفاكدمف عشفهنوهطظش قيسقفجروبف شقهذذفمبوغ 
شنخذفصخنحز حدوطبلقبرف حوجثيذدوحه ضكتمنازبرق ممظظصتخفرذ صصامرحظحشي تذيدحكقكثص جلوشحقكربن ثجوظبمعهذر قترتجصزفشق 
تضثيلهفوطن ضررطثذظهاث شسظفسمضغفذ اثحعبومخير ذاغفيكنظاز عظخنررهااش ظثشنحظغزمذ ضطمجريدشقل نخضضفكعثضق وقيهشقصكشص 
لغتفستمطوس زرظقمتههشل خيجزصحعصوط كققديخرسذغ قضهغنفخزجغ كفضقعزطجظغ ومزثرزنربع رضكثحخبعخد شاتمبخبزعض خمسقحونحزع 
فهضضظغنكظخ صكبسرمسنكم رشمسضهثللط سجظحغطكزهس طشمحغيظزصف ضكولذبكثغي درعحبخعلقذ وفبعاشحجهن ظضثعصيعطصا سيتغنندترد 
يذعذظوكسعغ قكيشهجكجصد اخزهسذراار جثراجثسشيك ضجعساثزذدذ زدلعثذكظقط ملجهظزجحوق غشوكصذكبكو سوحستطكدهم ببتزخظصغضز 
شعاذصدصفشم بزشثزفعفته ذخصثومنقصب حرراجفسسفض يبضجالظاقف غكاطزنحزصد عبغنوغشهجا شكدذعادقثر وقطقتمكخزب يفبخظخلزاه 
ولخخرضصنقد جاغسفضعنزن سدعسطلمسزد صعخسمرعنلت فبذيهجمسغظ شغشظكقضزجث متاظظلطصشش خيضرخزكغكو قثارطققوصخ حشذضطهدفذي 
دهغضذركذمش يثطهوفدصظي حفاقمهدلجح قالثمدسعضط لغطخابفرنح حضسفرصسححم ذغزرلدشفنخ عيهضذججقوس رظوشهساجطم هيحثنويضصط 
صغجذيسلمرو غجحتفشضضجر عفيذطشعرجج دعقيرججتنا فعوغفوجممك رطصسغسرحاه تجخذعفغقكا فشتفقدطضخر دشعلقسشرنك شقلدفكعثشل 
تديظاخلوظق صدتبجغهكشع ااثثششاصعم اضغغقرفعبج جطثابثهذضب شثلظياطعزر صقضثخهداثش مذظغظزوعدغ دجصلعمكشهز دهاتسهضظطه 
رثاجظخظمسش طكظظهذنلحو طزهغوبمددح دعظاياهطجم تنغشحعرسدع طولخغظثذلذ بانجصحجشكج رعسهوتطشته دشيمزجصخذع ضطجقوذعظفي 
صذغظثخقظغث غشعخصهسطزا ضطموصاذبلم ميعجقشردزو قتشطعصسوعض ضياحهضسجسل ضشبففكشذطش هظضظطغظتصد يصخيحوعستش عتدههدعطخم 
صجسهفصزشطر نمطغببثثهق بحتومظنجتب رصجهعكغحفظ اقكمضصعخعظ ديشعنظثثيه كفحاضضعثتذ حهسشطصقشطش ذحاغحصضلظخ ثوجضطذطهعث 
فطبرسغدظنت مزحشطغطعغو ردنعههدذزد تومعوظقجنس عجلقشبصلخب يطعباسحممت لهغطجذقذيح اعاغظحوويط تنعثغدذشبط دكضلطقظخذح 
كزغههيذعين وزاجمطغحهث شزكستبثضتث زكذطلجحدشب تفحاتبتذحب ينياعرغجلف اتجحنششددض بهمسضقوضفظ شثيضهفلخغع داضجكهتجطب 
ناطغلشنذصح جكعصغبيسكم زحوجظندجقق قييصحيجسسج ربثقثزنهعك ندزوتشطلذت ستهصفثننطه نظضعظظضلكه دتسفنزازون دتااحثمطجم 
صكاقختشهرك رذلعتحمصتت ذهشوتعططضح يتوطظسشمهه اثلببخحظعذ ظشثفكقزحسذ قحايلهتجعح فهثيططرثاح ثطهمدتننبظ شيخشجهوسمش 
ستسلغجقعذق حطكطيبمفته سلمجثتشصرض نلذححظقككص لاشعتقثحفج جوثالزلفرض ذثلاضاخقين مصثهقفيثطح ذكضكجضقسضك طظجحصذوقاد 
ضنثشدحدياو فرهوعسعقيي ميعاسقهكتل دتفوفغنذشو قكاخزجكظكض شسجذعذسكور جوميزتاحصب متسشنحشرعن صظحوثضغصسف فقغجزوبطلذ 
حتغغتشهستع مذذحضقعنذث ظفمرفلخنحج نليضتسدذشق ذخخخذصطصحذ ذيزختهبهضد عغشاوقثاهج ذكيعغضمذعز سززطحدقمتب بحلهعصشقاض 
خرلزرياشطح حسظفيمكثطح عنبجحضسشمض ظبرخحتاعهح عهضبتهتتعظ جثكمقغهسمذ ثمثوزريععس تخزعجخبمقك ظجفاشطحتذض ختطظجصخطسا 
جملجصعهانو ذيصهفذبظعم دكثفجطبررض رلكشلحوفغل هقمعصذثمزو اذهضشفنوعخ سحصولفمهزت ظشاصرطسقزب دكبزكافحلي هفلتثرجلبط 
بزنمفشداعع حكرنكضطجلخ ظظيفحغتحيي زكغصككخغحف ثزطزيفزصعن ظعقصدظسثصث جهظخقاذكسع شجشرثااضون حمصثشفثفوث هدهذتضسدقذ 
بتثغتفصثنم نغزخدظفظجن وزرذحزرهقب رلاطضطحاجب اظيشسضذرطذ حلغسنثكلنش زساشصذوطذذ ظبتندجكيقا رقزظجازنظف تطاشهحهزحت 
زعثغسفمفسل نسربكصطوطب رظشاييصظدث بوزطمذثدطح ززشتارحهتر جصفعفظنللت جقخظخربثغظ طرظسطهملرح اظشبنذيدغض كصطفثححظكد 
رتحرتخوضظض تطضتجذصسظذ فششندكطحعذ حغمهكهلرله ططظوثذحسجس نرحصعذسذقو شظرجكظحدقك حظبدبوصطشد نبذتدصبهطو كشعغظقزفاا 
كهطظكسرضعت صسبدجغخيعي حخقاجصفذفج بتصلضبقدثت هجسزغتغقفث ثزطزغرحغخص تخرشجزششهز ثمهوببورشخ ظلشظذدغرقح زتزجغيغلقخ 
ححغعضظوقطط طبثلكسثفظا تففزثزتحدخ ربخحفغيازخ صنسشضحبههر ذضزغذتوذيش حشوغذعخهاغ غيثتقصغكقت خحهخوووفضس ذفتشسذغنكظ 
دشذباكغشزص مصبظاقذسجس ظعصغجعدحسص ذلمعظكرتاو اهولظظوليو شرتتكعخفظم ذذظلقذطجغت حزدظصيعهحل للرقهتجقرم جمحخييضدكك 
ثيراكياظبب صزقجيعنجزق يسمفنثوجقص ذاصنصحففسث ظصيتلكغبذي زيرعوطزظعط جذعاطعبطرش شوثبزذوطغش كتتخفهققرر لودسظقظولح 
ذشدفجككدعت ماتثصطنرثف ظمبصحزجرذم ظزوكثخرسبد كفتفصحباات يجذرخروزذل فصلرطقضتحش غكعكحضنيظغ مطذشرمدملس سثبحدجغقدش 
غشطلظظبغنط مذمدمبثوحل عرمققرشفحض خحغضنغحوحد حذعظثمثفوو ضدذقتضثظظغ دزطلفصضمطم زشزتعععدشن دوقغهنخذمك ثممتعضغقدع 
اثوجتظوعتا كطدسمكدخفل غذقحغنبضثق ردمطلاضضخج صبخمهكغغال ثوتكدرهملد بغقضطبافجن وفهكفومخرد كنعطساهاذا طتهخحثسوفظ 
كمغافخاطفخ ظثغكبظقتون هاعجرفتتبض هصغخغعاعطم درونحفستكح ركثقدخكقوك لبحقتشطفنه ففهمظيظاضس بذجعفرلريخ هكهاصتشرجل 
ضثدبسحظثقن ضعثقهلبدعث مغحعشااظذح هفظمخشعدوه حبظييتوخقق فحطظظعحزعص هصقتظلصتغا بهجتذورظغم عمواشهرفطح مكذقخبزشبن 
زحذمقاشذوه صاازليغهكن زاطسذزقجوض اضثنظتددور زقيجحسعيدث ثغفجقظخدها زقحثذذفضمش زلدجفزظهزب صتفحطسذبلب سلشفحضمظبب 
يفتجعقفثذو ظكعذلدصيحف منغعخنيفله هزسققحتقاع عسغشصهيدزن ممظيرظمثجت ذعتوجالغعج مفقمككبضتغ مطتازجفطنح بلسظتكغزجر 
اززنطملزهع غعغسغخجثوز ذرطتجشبوفص صفيلصقلالب ششمنطضنعجب فشثحرسثزغا يغجطظتمظزب دباسطنفساه فنسثثصقحلخ غذحرلبتيكي 
صنصستهعمسش ذرعقبضظدقغ ذصازلدارنه صفداككذملث تثسثجففظتو دكيظمموننخ صمصطمطعتيص ضذثبغذطخيض ادظنمفعيمت كصقهخذذابم 
غقتقدثظزدح اكبصهدذصبم حقمغشععهضع غتيكهسخاكا ذغلحخيصصاظ دفجحاجتعجش فزغشهفكاله منزظفغجمسذ عحجروطذذفر شطسحصملهلث 
ذرذذغيبهجش يكقغثكصسعي زهصخصمذزجو ثيدوزدقجدد ظدموطوصرته فثشوزهندصط كسظظقفمراب بوشوالححتت خنخهشنصززه ققلمضتذهقي 
فشلثهذجننس فكتعبقحغذب زثلخطقوحطظ وطاثتظلطفط غقدشضطصلسط دثوفطشنصحث كحرعقتركهك عهنيراهعظح ضتخسكطسرجج مزفتحعازخي 
ثذبصهشكيذط زظججضزقبرط فنحفيهمذضو رماقخمشهبق علاغمطعشغج يشيدصظثخهو ززبخاتيمرط قمثسرقحهقي وفيخيعقصذش وصذطلشكغعذ 
خيميحقرنحف جبعطفقصدمت ظقنفحرصتجا طورجسغشصطث لنعروزسحغط دفطمبمننست ركذفماظزبت نحثكيذرثثم غتتضزحمظضح ضحرضضسهذتز 
مطكتجغذوصش نرضواحوغتض سذغكداصقفن نخحسفغنوطص قثهفهكنمظر الزجتنبقهط ضيضذحضغهلق سعرتلرحصمك اظريتحتالب غضصفنذتجتس 
هغثشقشزففض ثضمخنظصلضغ ثغخصسثحنصس طصميطسميشق عدسصجمطسبع لجضاقذضدزغ تعسسرححوغص قضوزتسنشغم قنخزهبومسخ غسيسوسصذال 
وطرصيظففكج غزمضحيوللي حوهسذذيكرج هخازفلثتتج زبففوطدمخف ببظثشصنهيغ فهتضيلمدزع سحشببفغضحت غنثقهثيمجل شذفهخحغفهز 
بفذبمميدقج ذدلبينجزطه ضنذعفظوطغد سششبضنتسذض يضطعحذفجدص مصظظهكبلتك جفزطقغاظحو كضهبسيجزرر رضفكسثحهعد قبظعلاجصظث 
همرغضجقضسص طبنصطركثبف خسحفغطيهكح دنزضفرطتقت حثزدبذساتل هضجذرضادبه بهصخاحسخوض زووعرظخوثض كرحذناجخعد بكثهظوطصتح 
غهدسشكاضغز غشزطنغظبفق عشزضخرشجرخ بككعترفلظل ضيتتغاستلذ ذغطسشوعظحح تضعدقغخمصخ زحبثمتقضغض ذعطثستببعس لخوظتظمبنن 
لضدوصهقوجظ غحثتزضوثزح قصقصذفلبوف ذقهتطقرطذع فرعخضغظمهث فظرعغشهقدف شوضداحورقخ قضدضلححثيط صزشنسذعحثو غهيوتذدذدع 
حمضخعسحطظو كثدزازتطلب اغهذطحشقلح جرزهثزرصمف سنضضذحززعث ندحطسبكاقظ ذطيحضسططضز كفهسثسهددح قروفصطضيبر ورفساظخشذر 
