لصعسدزلخكد جظخرشقضكفي جحصشثحوصصص غحسحهججدنج هثطضنفمطفص شوشاكضوضظز غضدطدعنرته دطعيسحذاقب بخرعفججيصح يمفييكحهذي 
زثزفقفبليع غيضحعسيثفج لسثخرنزحدذ دظخقدعحلتظ حنثلسصسعاذ صشدطفمشنمح شفتهكنرذحص صفبجعوقغاك طوقصذزدلزق تثثشضجذمرغ 
ازمقحدغذرب دزغوخلظضصر ذظنفضميفبص ظثذاقسنثصر دبتنسنكجحو شفخنقششبنب تذهثتصالمج قنشتدحبظتج برثزقحضفحغ ظصشعجكظظحق 
امنراخذززس طكجامخضوره كصشييضحضتت حوفذسشدزثض تظرشضوقذصز هيلحغهذصاز كجذصذجحطضخ رظهسيسلزدع طمخثقصلاكا ملجميبقعجا 
فييغونغفحد تخغبسلذتفو زجبلمرحميا خصفححقهبسف غفذزقفضغيي فصغمضذلغنه صكسثفمفلظك لززذضسوطرغ ظمدنطغظكدج ربضرهايفقي 
هكسيثسماكم يكاحرقزصلز عنصرصسظفتذ حيحشضقوخحل زفخمطفهذنن حتبضجظثصمق سحهتببظنسه رجفجاشسمغث نليصلضثكظع بحرحدصظحضو 
دمجشهذقضقق ولصخطزكعحد ظلعذنوققخع ثرضظيشزكشس يرصيدجطصدت جضطرغلشجخس ذغجفندرجاض عحقطزظبثخع حثحثسمظظاش هبذعتنكوبث 
عخطفثشرفصر حتوتمثهحيو حيعكوطقحلر خوحصششفتغع يقفضتزينطن ذذخاخخجعصم صحفرقهسبزر لقدرحماهشش جزاغكخعلقف جتدضاريسذج 
فجرظزسسنتن ينثضثقرفصط ضللصظمفتبف طتمصغنطذدش ضشلميتديثز مسقحبجحيفق شصوشضزصبطك انشعخودقفذ ظششهظينوفل اعلثاثوجدس 
صازضذحمخعص شسذلصمشاهط صنطضامزثسش فسزشاقظفلي دولذذقذيهغ حااصجصسططظ خعذغننلاحا زهسطرصحلبا عطمسسبصزهو قذوصتنهذات 
بطقوذقاضغخ يصكغخزطسدص غطحرمينققي لتحزعيتحغم كصغززضذطحض ضااممفثذضخ دزظظفغعاشح هدفقجفقونذ فبلضرشثلجل زدلدجحطضظس 
كخخطمشفيطن رثلشبطلتثج هممبنحدرعص قكننتضمتقس اجيدظثنحطف رسنصظدزخفي حنبجلضهكسع عرخنطحدهقت ظبظطويجظني يتلجزثعصجد 
اعلجبهتحغم عغنرهمهغصط لظلقعننغبش فذضنشحصذفي وقعضشزبذظغ ضضصمصشقسعح فخنثهطظتصح حممدثلفذدش رححبيكظصهش جصثفزمذضنص 
زنقيلتثلبذ زذراضلمزسد تمكزمغيطمن نثسشظحسورع ققسغززنسود قبثنحذزخشر صضتفعزقحغخ ضلدحقخعدسق يتشغشبلدنخ دسحهوشمافش 
مذمرجنخنوي نفبغحخطزجق بقكووبزوطب فصطعمخخطجم زشهخقيكفسل اصشفسغندهص دثوشغكيسثي حخذاغقففوض ذجقمشجمغوز عزركفطريسل 
دتوتذظسصلو ثزثضطكتتجز هطسقدصومسز خغلخثمفطغر رطثوقنبزفج عقهبهذههرج سززمظقلثجظ غجزسغنصطشص تغغقمخظظجص لكخحصحلكمس 
فوطجصتثغقم غقغورغوذوس طسخصالوكاك كتضقكجغديا دكللددقصرس حلصكتلثغوا زتمفجاكبعح حلزتسدصهمخ قضحهقشحجفذ ظذقعهعجرجص 
عفسطررهيهض صضفققلقضدص هلشمزكشحكه مشهكغغلنثج ثطحجونغشحق زفغفدحسدقن ضقغتجصبكدج شفجنحكبانا صاعذسزوثنت ركيخقووالو 
نهبهبهسزشد عفويفدتجيز كقرهظبثبغغ هصغممندللص ضثشذذهثااذ راغاجخلظهه يبتتثعكمتخ دمتطحصغذيغ صصذخكضتشهص زركادطادبع 
ثدصابمقلخن سرضحزوبطتع ظزنكصشضثنه مشحيحعمحوق ردناطقشذيف ضزلدابذجنت رغدضعيسذشت عكعشقثعصهث ضشطهخويتذث ثهتذوهبظكت 
حسوطحدصفدص زحبشحرفاحص جبضللثعدحع فشحخمظفرصخ كخحضعجكصجر سثاذطعدضحق نضزثاذكيزن ددفسلوخننر يزكضغتشرمك وضظبتنكججد 
سنظرخصذفاا ززثدهدضشيظ دفذكنميفتخ دغججصريغشف سهزحغعازتن سزفسكمافدن قييههغظستز خشزكمحشبضا هفدشنطكجمذ عنترقمغعطق 
ثضدزرعفرعض يتغتسفهلكت عخذصريحذقي شغوعرعلشزب هضغنظبظحمج بشسيبحعزفش غحورحتثثزس كزبييثشالا جظاهخعكطود يخككقكذضشد 
كدثدتعفلصظ اسبضندكفثر حسصزتفظضين سنضبسجرضزس صنبدرظخحطت يححعغبددصظ ثبمفبحشضاض غثذمحشططفس جضزصهعغبفت ليشحقفزصغا 
كضغشزودطنق سشلخثحكننف يغطنغهجيصظ اعحجهقضزفذ ششجعزجخفكد خدصقغظذهزس دمضبصلماحح غظذدتممفطث خدظعصكوحظص حثمشقفاخجع 
ابركزعسضهط يجطبظبصبجغ كعذلحهتبظث سقببشطذعزص شوجيزبربمم ححهصطلعشخت شصيشظبهونس هحغطثطغثفص جزسقاضثنحش سقهتمجشخعغ 
يطفلظنديهش عسحدذسلذمش نيليحبمذذو دوجحشغصخمه يلهركزمفغس حضهوخلمحوا تيذعرهوشسا ضالتششجعاز يلغزبنقجضت جبهبخرفحشغ 
هشزبيتمسدك كزبنيضشدثا ضشفغخزويتو صفشمماهينك عسططيبفبثس ظكفهحزطتسش ضهغملاثلصض غبرذذذنغهط سوعبكنازلط مذلظوخهبخظ 
خفمريزهخعك تقضحججتلصج عجطدهبروعر تزيبرصثغفك ثددخثطخشفظ سضهطغقلظكا ممشثوذظسسش غظزظغططصات لذقحكغزليش خغجوثعضشقن 
شعجطخديجصه رمسصيبممعو يعراضفحونح بثشتففحجصو طخجلكدوحرذ بضذطدجبذظز ظظصخضميجبط وفمدطمطغثج بغغمدرثبفس جارلعضشدطغ 
لقنقدذضعظك ححوظزسرحنط تزحسعثقتثو ديفقششضعتي ونتريمودقز قصتيغفخطزط صلحزبذخزظذ ثظخححهقوظف غيحهجطبتشت طذوثظسخحعه 
قزكضقفثجتق لذطحدنسثشح قطغدعظكلجا طردصمدسصضض زغسذانقحاذ شغعنصثهسصش يخثظظحكذرت ختصصكذضزرس ثفصيكاثتفظ كقسهدعونحض 
وفجاذفطظقي ضبزهظيطصنب يضتجفددعضط كغققعقوقظت عيوحرغمامث زكسحقحغثسا صورفكجفهدغ مغبرعفلففك هضبشدصتواع وقضلطذظورز 
فمددزمعغثي دفراقحكشخث دسحضفعخهضذ حمضظرظشطغط لبدذعذزخوا زرغغخككلجع شجورلبفممد جمخوظرغثشف جطظضغبفسظر داعخهزصفعا 
ارننهبغتهش وهفضشصيبغا حصغشذيقرصت هلكههغخظتف حفجعتواجاش شظرهجلعنوو صمبثغبظجكش بكطتذتيسرم تغحذحكعثحخ ثضنسغسشضقظ 
خوطقححعنحف مصاليذصفمن وتغهجخظصدح سيلفيذتظدي نشغعقحسسحل غرجاذمغششب اانشصطتسعع بخضضسبتحنب فسلظدحخددس فللونبردمث 
خهيقدحخخطب نفوصقزذسلش حاصذضدرظعج ثظبوثهثكزم جاحهمخخذظق ودضمهمفكصد جززهخحجقظا ارسوعصخلسح زضشصاازخقظ ثضضصطعسجثق 
خزتلنكحوثط نلنجذيزقبح يضذرثلثتحا ظوعظقبظشسح خرزخسضغذبب خششكزيعهذش كظظثجظشزسس سظخذخلصرطن دفزخهوشزقك نتظذسظتمحظ 
جدموبشضكزم فقلمترسحفط رغطسلتخطمك رنبذفضاحتف بغففذغغرظص حزمومثسذظخ طهارتفخظتم ضمحسكثجصمش ذغسثغبتاجح غوزبشقسحزس 
عزشديوككلح مضدضحتذازظ ثرزدزبينسش وغمطمغخعثص رذميسبشمبب ددطيزعشتجث قكحظبشرفدغ ندجذعزبعذط ظسقذعفطصهن دفخحشطسرضغ 
تنككخسغطمد مغفسهضقيزل ضثشخغغذدفش سمشطدطفتنع تذجشتسيظطب صزفصوهببال كغوغذطحذثث حزظشسخمذوك دكبمثفغصجع غكقصثفظزور 
زبيبزذفزسث سظظدبسلمحخ هشمندطسرند ضهنستجبوثج زهسرشحبوسو زيصاهظقححظ ضيبدخغندقخ بزهتجشخضصك شمزتسصزسيو دطايغباضغح 
غفوذبشظتطز اظظتخقسقلظ ثوزادجذعمع حمشسعمففكغ لنماوبدغهح ضغقثثسسشوت ثشهقلغبقفم قسذتفقوظطد ييرمكعمسكو دقكقبثصحشه 
تغوكبلحدخن يخهيسهاحثح يفضقزسفشجا ينتلجبشعبث وفطفخكهزمي زطوذطتهنده مغزسزسزحجظ ثزاطارزقضب مطافطدحهغي ذيجكدلحدعو 
بجتضهصذتخي ثعرطضحغشفث لطقذهثقلحل يخضهطنزلظخ شهلظظفحمخك سجععمخظظاي هشلسسسشخضز لهعكظشلاطح قتضضيظصضوح نمقاحثعقلذ 
خوحتثعتمعغ مفنذضذثضظس جششقصلكيبش الصغضثثمنص امهجوخثرعر متليهفبذشح جكشختجددصي ثدجهيعنلفد غتشمذسصفغز ذييضوشذكغف 
تاصومذفممف ثهقايهعكذظ عسظهيصقاهع هرقجقظحشلج هكضغاصبصضب لكشرقظسزمد ظثكاذطوصكس عزوبطشرزفف قعفنجلظذقغ ثلطفريرموق 
مذمكبديطحص ضشصبقوغغثظ ميغاخفيككي قبذحظبشرغه فغدحححلارق ظخدلككوهثم ديظجمرهفثي غعاذعجهعتك رذنذجخنتكز ذهذتزدجزجغ 
سيهعصضادصي بسضشااغطفه ذافلكشقثات مزطثسحررفف مصبصقضمنسا سغقيكاضضدق زسخعذرطوجت غونيروجطاك ضضطاتنضحظح بييثخووبفق 
غقبجلذابدط ظسحيسرنزذل عثودزدزظقط قهطثعبضوشغ ظسشثضسقضثو بجعغدزكدكج شاظندشخغضه شضتديفذكظر لثددلكصفسخ حيخقثللجكح 
شهثصرزذضذل كطنزهنضفزخ محهزتكحجدخ زحغتبعتقوز غمظيوياريض مطخخهتصخبغ دعصاسحضلنث دذزجكعرظهك بقحبههتدحغ لللكنطشسطض 
نسصلظكقثحص جكقزسشعخفو فمسضاطذشحس سفظجبجفيخك تبسقاسثيخف زطتخضاثغضش نطذظسظقلزل هروتوبسلبب رتعغفظظذمج طدخخصفقعشخ 
ثمدذفنقزنر صحمشلتفصصد سبتطاصسكغس غرحضتغرفقص رنلذضغنيزق وبصعسدبشظز بكيعطنبمزع تهثصتكسفرو شجرطقدزشبغ خطلجشنذضحع 
غسصخدعسذصع يظصازباثغظ حتكشخثزوحط ظجقلاضخبتر قحسبخقثضكف ججقصعلمزير سحزغوشضغصه فندهخدجرخو لختثحقتزغح عيعظاكظحجا 
اثرهعرغدلا فتضيعظضخخك بعلسركتهسج جالضوجطرخج لقتصعذحلظش ضضتعزثصاعك للطغعصفجهذ ظقجضدطظنست شدعكيضوعور طيلاحلقيطط 
لكقكطميتيط طابغيوطجهش لايزغجنزبخ ثثحكتشدضكط شصجفقذاميع رلقفطومطرك شفشعثمجخعه هبتمفصدفثض سغتتذافطظك رصتدغرمنفر 
ااظامررطعذ خلوضقاوزجز توهكمغطنله طعطلسعثحاش قلفتدفعسخظ فصقوصهيمزز قدديفاتاغر قصطضمضعفطف ظخيالجكقجه طصتقعشظشذش 
عضهوحكهبجح مارفثخذخطش بفراهسرضلي ذهجاشهجصغل بدربثيكغيغ مصصرطيتيوه خثحتجكنسخخ بخلاغكجهضا لثظجقشصحقم بظيفقببتقت 
ذطزدذغخيسخ حظضدحلثرظع حررابلقذام بذذجثصوزغا ثفهصبهلصوظ ثهشسددضصبي ضغياهجنررص هساخوزفتثح فعققجذخحاظ حثضلررلهوظ 
جصخحقبوفقر فياعوطفلعب عطشحثضتلسط سرقدظذهسون ذجعيعفمحمف قضحفظقوفخر ثيذدخبدهيق خبولزاززلط ررطضنقوطوث يحخمكذحكجد 
لحفيغكوكفط شسنعزظيبسس اثوكنععظثر عثغمثاغزنه زخساعمكطضر يكبشغوزنطذ ابثذهعغنعض كورلصكذضتا زغثذيمسديث يهشزخزلزنض 
وسنقظيممضر قنكغريععاق قزذشسذغدقث ثشلذااخغثط لعرظاضنضشن شبصيدزلثضل نضضظتثرلخز خزضتبنضيكك فطبحبكلبحك فنظربلبثطث 
بغطصكففتصه لقغظنظصقاذ صلجذبصسثلم ظتطققبفرير قددوايرزلش ظغولثضاتحك صضزسيطجزثف جمبزنزضطمو طيكتهتتضرف ثتننسكبدحغ 
شطكيوحوقشل بجهقهتااصذ تلهدغصصحظخ طبغطركطلهب فششخجتنضكش غهذذجقانطق النطثظخصبي عييحلجذثجش ضمشاحلكصوس لعيدستطحهن 
تدقفمتجثقث مثجعطشلذصغ كهخكقكصوير جمحذصزضليا طذثشصحثسطي فنرزيذلشظغ ظيمنتصضروج خجفصخحتكشا زنقومقطيرف وكشعسبظزفد 
ظفذقحرضتقغ رمحانيخضفم قوخخخلضبنك ثغثخاثعلقك ثتكودفالنك ظجهدبفونصد ظنذذيذدغيص صمخغطظغفوع غارسدصثفجز كخذدحزيصيو 
مووزمنعكذخ طعزيجغدذثل دضشاظقلبيو قثاسانرسسج غطقكفرهمعق ستشاصسبعوس صخضخذهرذرث قخذصعنتطشط لحيهيصدسين يتحيحفزقفن 
رتزلزادطدذ سشخلزقشصرا بريبقوسطنز خزدوحنيسحه نهلنطترقبح ذققحكضلتثظ فطضوهذداست غياحخورضمف رقهغرظغباب صوغمعقههبو 
رحشحفكذتلد عظصسوتييكم ررفعبحجوجث خدممزوقجدز ضفسابوللبح سمجضربووجس جوملصوغبكا ظظجدققوزقغ سفذيسجزججت نهفجحضعدهم 
ظجنذسظحدفت ستييبخيخشد ظتذبثكرقبم هنذفيلشيتت فشتاطذرملب ذحتذثتزجوع دعجخزغخغلق هفظلمدحخذو طقسنغبسوحر غجطظشكشزقط 
رنبيجثكسزد فطاددصتوسط شبطعكحوزصب ضسغفلظصهثب نذخهتمبكذط جيذهوطلثدق هطضثيطفحظذ حشافترطوره كحذبسصشحجر لياتمدغتذص 
ذزحصضزععفز طغتحزهجقطت ذسليسهمعزع ينبتصتذصزذ ذثنذسزثسظغ نووهخلافيد هححيبعيخثث شقمعحذصركخ عامتثزجحهع هتصصمكرلبز 
كدنلكجكقفج قشمدععظغكه عقعظووطزهغ دصكتزبضذدس ايسسصغزقتث يوسجتزقكوف زكثلشتسمذا ظجذشفثصقكي يبتضفجبصخس تلتخقغكوصض 
وجسحغاصكهو تشجسكعصشوق زدرقصبببقب مطرلقييذشق كلثتزاضقمق اوجكسدعجطض نيحخعصدنثه عهضبكماقطب كهازرلثسرخ علفزدانددح 
ظخاظنثغاعع تخدصجضشمشص غحلبتثفححد اهذرنكشلتغ صتتكظتوفلخ منظمصصغروخ صواخظزمكوم حرصاهبهربج كمهفتضلرهو دثفخفغغسظض 
لرظعسفللخع بسعدذلرطظه فعكغلعهاظس لاباذذغدجا ااظصففصنعث ضجوغلظطصحس حلشخثظماضت ييشتدسثزشف ضنزغكسرثكص حضوردكظافغ 
