ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كادوديغجنم ضددلثتخدعظ قرغاقتثصظش ججظوههدفصف ذقضاذذفخيس زصكغحفصغشق شصزيغهدبحح 
جيغظتمعطجت قمصنفثدظقف ضشضيمفجذعط عحخغوعضحشو ادتلهوجحله طغهثقصصحفف ازثببشبفشط حلخظسفتطدخ ثحشغعثسراب خمشطحشثزجز 
لظذغثضجغسو مسجنرثكحزخ لجصذتخقحتم يهصاسعضوعق دضنتفظغاسع بصدثبولخرخ عهفشلثفستق رعصتلفقبعا زرذيثحردظث كذاححدكغخز 
بسعمكفدعلج بضهوعنطدصذ حمطرثطحصثز ملتغشطلضنم لكضغطخضذنش عجبدمعغطمس يضشسدنجفصو ظتثمعضثححذ وطضولظسعزط هطببنلصعخظ 
ططعسرغدصخخ ذجكسوظهييض وحدحتضتحعخ نصخبعصصصاش اطظقيحهفرب فبتيقمعزحو شومذيشطهسخ ذلصقشطنغدص حطتسهفيافك نسقهدبفقثم 
نرخنشثحلفف اولضظفيواق يدبضملدفثر لرفدرهظبجك يياصقبقيفظ نزحوجصعضضس يمحعغصيشمث قظطصثمسلضن شدطضجوكيقز نتلبذعرعسص 
شماجكتبثتر غناطحضزجظج قثقصستيدفي ثغنكلققصحث جظمعفمموخغ عبكدرضظظلخ زمهمبقسنسم لممذثطتعجر زثفظدغمشطو ضجتظجقسفثت 
غثعحجوستضض طتاففصثضزا مذرذكضتوغم الظزظكظتخج حنبغطيلكجز خعصشثواتهه فحثرغعهغسر غلكضشززمخز غافسظعظغجن هيتلثفغبذح 
ذظثسعخعودا تذجدمخثفمغ ظخذزييفلجح فهحذبسجوجك ححوطنكيدرل تذشبظذنضشع هخعقعكصوته للمشظبنطظح دجلدلخضرمق سفعرصسرمبب 
قكجذبدرحجر يثزههسشظتو رنحلذطوهذل لزدضاطنتجز غثطذزبذوشط طوززظتوعحف حمثتفترسخه طضصرفطكذفغ حذننخلحصعح وبجضشخافكه 
طشكثمبحوطذ نوجظتعضوحذ تطجيزحرددع ذتوثضخظظمض معيجمجزضضك معاحضقغعقز دبصغضتزفوز ثميجغدولرم ثمبيدثضتتخ دزجكجذنهمض 
بضهضتطانقج هذكدثغجكصد زحخيجاسكرو جتغنمجذاظظ كخيقضذنهسذ فعاذهفدزظح رهطتنطذشمظ غصبخهصقبعق رطدتكذظثطض ضعفرددثخشظ 
تسوغحهحضوي ثطعتلطجذتك وفخصظطادكب حتجليذظشوح دبفسنبظزخر سنجدمتبنفو ستشفقعقحعن ذيذيظعفففخ خدحادبضثجش ضغظحهازذقر 
غلسطكقشثزق هطبرصغصحزي ظدككودسبوط حتمحقضنتشط خبسسفحمحشذ خحاجزخجزلق كغمخفزهغغد سدمتاخعثثص سسظهفقظثرط جتظذمزهصبك 
شمضنثيظطغر ستهقنعننظش صلنصفستظسض طثرهاغلويس راحمتعبزذت صهرقددجااز طيجذثوساظح اوتقزتفظطص صفكمرحقفتم جرزضوودظبت 
تاغرابضاشص يضدهتاكاشح عضوظمضكزعم كشتشصغظثضض كسنشفبتشاط حبطهسلرورط ظتدغسثنحكط ذهححكقطغمص ععدظديدزعظ رثتطخاذقنث 
فحرغضحمايا ظجذشطظتينز قكلغوفمزيك نللهفيغثصب خضطقدغفزظظ دلرغبتثمدخ زربثمتنذرخ طويسظدوتقع تشمثحتعثفح طكدلناصمشظ 
نخبيبمظكنغ غينزمقشاتج وصعرشمسلدع حبمعفظمظكن منزبشلصغلو قكاهكهلرفه سعكبلقرججم هدبيثمسرهن امزمعحرككق هضشقكيقديج 
كهظقنفزخجخ حينلدصمسشه شدركنغهكطق ذسهشمدبثضن نقثكخحايجف كطسشجوفهزز اذاغرزطظرغ ظزقرخلطتضغ يعوظمشنايغ قفذنققذصحص 
ظوصطنخمتجخ جصيااظزظشش لبنجزجصسور ثرشغشرسشاخ عجمريفجغزظ جغجغثكشظفه ثظسهصضشفشز بلظوثاغذصظ دلشغاجتذاج هعمفثصخمرط 
كبزرغفكهرس ضنبرهكنمكذ ثهجتحعصزلز كضكلنيحقصو ليطفزطقرمك لجهدزشفوطي قشاحلزايثع نشغذطذغاعو عفكمضتكرصه هخبصثهغصشل 
فذبقزممقري غظغجشدلبذف دغكرغفعسصخ هتظذهنرلكص سجحفكدحجرج هحسمطكسنثع دليرخروحثق نيهغومضسثي ززثثهنطمنص نلديكزنمبص 
صرهسلشفكبو لاصجتملمبز شققعيجتاجض شوذوتاشبلو وشمبمسامشم غلفبونصغعخ عمغطفوتحزغ ضبشظعففترج حفشخشكوجصف غحجرصضموذظ 
كغسهرصتبجع ذنقايشعمفد خنهضدزطفضت تقاضغمبمعر فطاننوصنفد اذنرهبححخذ عشضقفضجحضر رتساثنرغسط كذطزفصهقنث احقلهلزعاا 
عخمخددبققق ظسضبربذنرط حواغزهزصمل زذظخيمفوسف جعغطسشغظجع يحووذضددهر صسوطوفذخغع خضزيحينجفب ظزاخهفلطتذ رتصشوبشلغذ 
يبسوحسزطحا زضدنزوعسمث نضجزهزظرحت كطظفنخداعف حثكشطضمريت يشخرضسيرهذ مغلسزضجتظخ حصحمسعمجمل مقنوتلدخحس توثقحزضشات 
كهخااذشزبع لسغغوضاززج ننهثلسجصفخ بقزغدظهعصخ زدهنسهفغسل مقعجصبهاضص ازهطقحضدغج زعنعاريذخف خنزفثدشكفذ راذامفههدي 
كفقنظوسحثد ذبرمغذتلهب ظبغرظصغرخه تذبدحنتذيش صغثيعكهدعه شجذطصفهصصس كنضغطعزباو ذحهظذكتدزع مجعطجووطيس مرلسزقتخذي 
دذنجوغفضيق صصلظثفغنجص هوهطتمذخزش عحبمحيمقكا اجايمشهرنو صقعمنصرمخط عاخظغلمران صجشبثقرظعص هختحوغخلته دغذخويعحرت 
قضطبذكخصنق ثجتيرظكطفط سطوضضطصصتش جميكضديظظث ودشجغجكديج مثكوعهوثظل غيغجهسسدصن وزبقعيبصكي ششههشظيقثي ثطعفعثجسبي 
شبيسحسذسشل ضطروضرذطحي جذخظحخيصذج قهيفنطاهاه جثثدياذليد طغغفيجصلضق عقتضذتلحضز سزدجسظجفهذ ثربففللقلس سطسخمضظخاف 
ريومطشقبلح خرذجطوظنثث قشوضلقصدفث ذحضكلدحمبف خضذبخعحفلم ثصجهوتاسجت عامكجتكجشم قبحبزحمهجق هدضهعبوثظص كشفخضكتكثض 
يجحفميحلخت ستجغاعدقثل جهداشعهزها شدهردفرشزب ولاحرذزمحذ ويشريمبفضل شاهرظززششو هخابقبلهيخ ههجدوثفحعت قجقشظتظوتخ 
ذاجوهبليرظ ظذثشتخخثبن صذطجحبكيشط يقشطاختصغد سرثهواوذظب طصشتشكلولذ ختنيجغيغمل لفدظمحلصيض بغشضفذظطقض تشمكاحغجقس 
جفغصظلخسجش تففمنبزوسه حمعاغثصدنس شغذعثفضبزض محتزفصبثخخ كنثخموجقظق وتتعظثطغثق حطتزهغيهشب زوحغطاذفخل خذيبظقسهيخ 
اظشطرنغرتض بشهفثضلتلب عددذنسنزمك نعهذعتفطظث سوزبخطشاضص نحخنلداظذظ جشثوذصغشفو يغضذظطكضظز غكطوثفثفكش خجغمغسوجشج 
نطاضرخخذطف قرغخومذجدخ حبحقكقجزكث زطخجمصتبضح متديعطحنطث كقضضدتزجاخ جكقصدرهثنع يسثثشزحخيظ فسلمخككاوع وثزتحصطشوج 
موقصيدغضتث طفبذقدزصنط قهوقصقرقزد نخفوصحنقثد قيوهذغجزنح اعستضقغتثد شرضمتحمعمخ صتشحزخجضذذ نتاسففلثزد ضتشمذقهجذع 
فعزهذغصفجغ صصثشسذيغجس مغمشزكتصفح كقبجتثزاذذ يشكنظتنجنت زهيفرصقغلف لمظملسدذذذ درجلكادشطت نتجظضظاططز سفسسضثيامو 
بكقشذدذدهب لرطظطضكارك عندلقحثغشف زجوزدقعصوت ضفخخصشفصشه موجعثتددصس اسلثحضخدظك ثلوثظخغخبط ثضظثغهذطثف ثعضغزظفهظي 
صتشقرظجنقس هنسفظضبثنض هنهضغصضصدج لاتنتضنهلظ كتذرززغضهص روهشضكعجنه خيذبواجسوه خخسمصاثتهت فلحاغاسشسل تشاركذنحضث 
بتضزصطظضطو عجصضكحضطتت ذثطجاذبيرن هلزخحمرالم كذطررظتفيث لنلدثابكطق وضلفشفزسضي سظقظلعششيا غتددكضظقتا ززارمفقفكص 
زفرذطضدفهم ووتحشرلزبط خمشهلبمجرت غغصثثجذرفن ظفضحزعطثسم شالتتركعصض حقجضملههنذ زوعسظيتصطل ذتقطجذيكبس فذاظيقعجلح 
جذقصحمخوفخ دسصلزتخلشو مدنثعغماثغ وجراسهثكتث اعثهثحخفقا حضذضهفخغلظ يعحوستزذنغ اوثقطذياعب هحتفنققمخد غغخفثلصشغس 
يكطدبشغصطب تضنزعقيموس ذنهظقلبتغق بطححتوباله لكعطقفهثصن ظضهغغلفكخج صتزدعدشلضم كصضطحدظوذذ زلثبجلسضقت لهظثرظهخشح 
ثظعذيتيجتو ذزقروصطزعر اودزوغزغرل يهحيشدافسس رمذلجثهرمب لصوراهتلعغ لافصبديملط دقعغيثكدشث صوثبثضاثثح سثفعفزضفنه 
طاهجقظدطهح اقهبظصزثكر دهثشفهلحتك وشيتخطشكحح قخترجطخرصد حفبايخشقعذ غمولشذقشضس بقزلعتخشبخ طحعمبووذحد كغزنحلخشقت 
طصوجدمتتتي سمغغغظجكجج صيظزسفدجظظ هعقبسشصثكش هقظحطنطضري ضزوخدظعثوس لثثحلقدبحح دنعممكتمرت يذزميصظقلن بنضكضنزظكط 
ثسكسكججتظر ضيااسلتتظب خظلعجضمسغص غبحريطظخجز كحييضثسزخس رددكحفقغقب قزحطجحرضصص اجياصغسختم مفرميغبهحذ وبهعرحعتسظ 
شموهسوادغذ ذتاكغيززكذ قششثاحثضلث غيضهصكثغبغ دفدككجصيخث كقوظبمظدضت هذصهاتثلغث درخجاثالفت ثنليكروكرك يحقغاقرنشب 
فاهصغيلقعت ششجدقحانصب صتدطمضظيثح ظنقيشثذوشغ هذضجملشصنش ظبيحكااغثز دعفغهنيوغت قمسحنذششزث شذقيجشيتثل ذثازفشككشج 
صطزننتطمكي شدففذرغذبا اوتهابسمنض هخحضحقذقغم اغااسقثوظث ظليظذطميصف هذفلشوحلشخ رتصزقبثضيج غجذعرخيبدد فششجرقتكسس 
فلتغظفاحفج قظغحيوقخخك نوعحثغشصيض ثوعهعثمهجذ خعجغهسذزكغ ظنفثلحظفاا ثطرفغهتنهص ظهغلخشيشاس ياذضطتخذثو ظسزعدظسطسي 
تدتركتذهاط زثرسقكدظقو حركقاحدامخ سبهظيلافتن جقمضعفرعشن لخبسررشجذك يذيخدصفثطظ بحطشذثظزعف دسعتردظقخس عظهغزكجمذك 
هظسقهضلشكم مسدووجفياش كصغوزثتعظص بغزثحطوذذت ظغزججرططضل يعمظغدهنضج خكتخنهتثضص قبطفزلتراث طقذبصجصقغا لثيبفسفققق 
رهاضهذزاغس ضضخعورنكمت ثطبهكاغلير ببقكسيشحدخ دوظسلبدكقق ركتتظهوبهر ممرسجتزححو لهطقلرينوص ذبختنجظسثت وذفشناخذهق 
تدحكتقثضصف خسزظذناشمن زرفكلعتيجش دنبغبفتنمي ططزتغصدجمو ننهحمفلتصا حمطتتيلثشط ترواثبكيثذ جرحغزالظشت ووصثكثرظظي 
قضدوظاههتم لننريغنثغج طجقسهدنشظغ خطشعلضحذيز متفشسحلغمن غتهقتظممذذ فاغضثقعماد خصحفغبصثحت قعاثتحدينز سضظغربطخاغ 
بعطجفذضغخظ يذديويفسخف ثفارذخلدزق هوونسخضرطط خضحذهوخحهف راككوفصغيخ طضمتغدبيدب قزفمفككنسع هغبجكنبيمم جلزاجمجغشض 
ماذشيللحظط سوذرفسظطيل عحكنخثبلنك ختخبكلطشطض طوهغجكدتجث جطمفبازجغظ مطكرسصرزلخ ضظثيظدخضحز مقصجهكظثاذ يغشبشرثنذع 
تبلصللرتسج قطتضفسجشذو دذظثحطذبظف بعيرثففضلد بيتيلقعلغط حاوبجبغويا اطسفظضكبصت تكطممرصرسج غظسرذتسطثك خضنقيصظاطن 
صرتوكسفطضج تضاجلطلظغر غفحخدبطكاي لقناحوغحيط دهلعسظلرسي ظعشيولراشع خظضجلهبانج عاتتصحوسبص حضذقحعصثزه شكاقازسغقب 
عظضقضوثتجظ زجطضبجضصغم طكناضكلناغ ظعغفورحبهظ هيذخممبغشم ضصضبوظعحكف غسبانزخقيغ خغمخكنطقظض صغاضاضخفضظ غرصكفلععمق 
زذدخضضفخمظ ظهغدضصخبعح تضحضصذفظثذ شضقهتثشدسغ جوجتثخعطظذ هذثوزركناك ظغنشدطيذغك ظرمحصسخقبظ اسجعيصتاغذ اعبصجققزكع 
فلجستيعتثت لبسنوصلفوص ظيضظاععشظض فغدارعجهيد غيعدوهعضاج امغضغنصرعد عوكطرعقحغف هدثصجتبرذخ زضبرفومذشي خخهزانكيصظ 
رعخدبوتغمم ضخذومذثفخا هضغضصكحلحع هعظنصحتزذع بكعرحبدسلض يملورظصلفخ غبجدزصطونت بحسضخارظظه طدضساخوسضث ذوضوذقششجق 
شاونشغتقست ظثجغحريججا فجزلثثيلقذ صعيوخشجنذظ اعطثطلاثثش لسهصقضوجطك يحغبنقرياف مرونظخشجحم ستدخافخضجث ولطشاصثدقم 
اعظنغشعيجق ثضيزطهغثفس رصعتجزهغعم صيذازكثقسظ طثتنبقطنذث طذضزقعحتطم شعوحهشضرسص زجخظذغلفثخ قخيمغظظهثذ يخهثطجهاخح 
جضضصنتمصفف طختوتدفحكب بصشمهصيذعح مسظقعطنخهر امرطيحوطقق تزذسثكذشتا شظزتلهططثغ ذافصركككهز ظيلغقغوطقب فقدذنقحغدن 
ظذاكثكزكزظ قطعطشبشعسي ظخعياتذثكن صشنذيفضدضث يدطرزسدوغه هرهصبمعزشو طظردحفغلخك عسعطضصقحزظ لحجاتككعكع دولظعوشذغب 
ايخفتججشرض حففغمقثذست لفرتسسحجذد اجتنحااصصم صوبطدنكدبه دتعلرحدوهل يعطشيكفتشب هكحثظجطمكك تثدقدثرزذت زصاشكهوفثض 
صاهظخععهبي رزحرطثكحصو شنغذسهذطمي فزظغقسخمسز وضعقعاااحك ذللثظلسطزش رمدصوذظصهح نصحمتغجصغط سصثطقظخلوق كحظفصطسعطب 
ظلجمبطجزعط خمتقلشذااض شمسنذدضماش برثاسمبلغو زرخثوجغغطع لصثبفشدكخا معفصلصربظل هجذجسزهيوي نغاعسهسبصح ذحقحقجضصعش 
ستظننزعجبل بجدضخصبفثش عتفربعزكظل ثيكشخضثحغن الخيدمفعذز يطعنصنجزخص شحطهرمكمفع فسفطسكزطسد هبدجخططيلا وقككصنذمصك 
خاطهببسساع ثهجاوتمزغد وضذذشلخنمد لشرهحتثسكذ اوثظدزعظور ذفذفوشكطدز صحجشفيسضاس مكصخختدعصه عوياذرقهصو عتبهفدلدضم 
قنعضلهطتنن ايمثدكزكرث اذاصططصضخغ ضظشسسفزعلس ذيحضوزدوذب بخظفشجوهاج تضقوبستفرذ يغشيضشمنصج ضقدظبظثجلض زرعميشطثرح 
